ID,Rank,Rarity_Score,Attributes,Background,Clothes,Earring,Eyes,Fur,Hat,Mouth
9235,4216,172.76265158757917,5,New Punk Blue,Hawaiian,None,Bored,Brown,None,Bored Unshaven Cigar
4781,4217,172.69538336195887,6,New Punk Blue,Striped Tee,Cross,Coins,Tan,None,Phoneme Vuh
7538,4218,172.68477055910344,6,Blue,Bayc T Black,None,Wide Eyed,Robot,Vietnam Era Helmet,Grin
1545,4219,172.67723050915134,7,Purple,Hawaiian,Silver Stud,Eyepatch,Blue,Spinner Hat,Bored Unshaven
6741,4220,172.67706378352443,6,Aquamarine,Lumberjack Shirt,None,Bloodshot,Dark Brown,Ww2 Pilot Helm,Bored
4737,4221,172.60374622550822,6,Gray,Prison Jumpsuit,None,Coins,Black,Horns,Tongue Out
7637,4222,172.5966469337737,6,New Punk Blue,Biker Vest,None,Angry,White,Seaman's Hat,Tongue Out
9579,4223,172.58242567223394,6,Gray,Puffy Vest,None,Sunglasses,Brown,Commie Hat,Discomfort
3010,4224,172.5717590172424,5,Blue,None,None,Coins,Dmt,Girl's Hair Short,Dumbfounded
7758,4225,172.56713669860846,7,Blue,Prison Jumpsuit,Silver Hoop,Closed,Gray,Girl's Hair Short,Bored
7375,4226,172.56547846467348,7,Yellow,Hawaiian,Gold Stud,Robot,Dark Brown,Beanie,Discomfort
8890,4227,172.53836710752228,6,Aquamarine,Space Suit,None,Bloodshot,Brown,Commie Hat,Bored Cigarette
2558,4228,172.5337244220359,5,Orange,None,None,Zombie,Zombie,Bayc Hat Red,Bored
7567,4229,172.4804626446115,6,Aquamarine,Service,Silver Stud,Crazy,Red,None,Phoneme Vuh
145,4230,172.46018365996787,6,Orange,Bone Necklace,None,3d,Black,Prussian Helmet,Bored Unshaven
9081,4231,172.44727987277307,6,Orange,Work Vest,None,Hypnotized,Cream,Sea Captain's Hat,Grin
9884,4232,172.43371439311656,6,Gray,Lab Coat,None,Sunglasses,Gray,Bowler,Bored
686,4233,172.41301574421567,5,Purple,Tuxedo Tee,None,X Eyes,Death Bot,None,Grin
5946,4234,172.37658003440347,6,Blue,Bayc T Black,None,Sleepy,Black,Beanie,Bored Pipe
2607,4235,172.36640975289563,6,Blue,Sailor Shirt,None,Wide Eyed,Noise,Fisherman's Hat,Bored Cigarette
4780,4236,172.3550526270591,6,Army Green,Toga,None,Sleepy,Blue,Stuntman Helmet,Bored Cigarette
80,4237,172.34245387262098,7,Orange,Tanktop,Diamond Stud,Sad,Brown,Horns,Bored Unshaven
1467,4238,172.34035485866286,6,New Punk Blue,Puffy Vest,None,Bored,Cream,Ww2 Pilot Helm,Bored
8337,4239,172.33188157956414,6,Blue,Leather Punk Jacket,None,Sleepy,Cream,Fisherman's Hat,Rage
7001,4240,172.32678130378656,6,Aquamarine,Puffy Vest,None,Sleepy,Dark Brown,Faux Hawk,Bored Unshaven Cigarette
5159,4241,172.31652180121725,7,Orange,Work Vest,Silver Hoop,3d,Dark Brown,Bayc Hat Black,Bored Unshaven Cigarette
206,4242,172.29655317079784,6,New Punk Blue,None,Diamond Stud,Blindfold,Dark Brown,Sea Captain's Hat,Jovial
84,4243,172.28774591119532,6,New Punk Blue,Hawaiian,None,Coins,Brown,Ww2 Pilot Helm,Bored Unshaven
6777,4244,172.2816350721818,6,Gray,Lumberjack Shirt,None,Wide Eyed,White,Halo,Phoneme  ooo
6614,4245,172.2433745702391,6,Aquamarine,Stunt Jacket,None,Bored,Red,Faux Hawk,Bored
4167,4246,172.2358094458593,6,Purple,None,Silver Hoop,Coins,White,Party Hat 2,Bored Unshaven
2652,4247,172.23318682246784,6,New Punk Blue,Wool Turtleneck,None,Sleepy,Robot,Stuntman Helmet,Bored
4579,4248,172.22864008917605,7,Orange,Sleeveless T,Gold Stud,Angry,Cream,Bunny Ears,Bored Unshaven
5012,4249,172.2263987769541,6,Purple,Biker Vest,None,Coins,Brown,Bunny Ears,Phoneme Oh
9025,4250,172.22454608697376,5,Blue,Rainbow Suspenders,None,Bloodshot,Blue,None,Discomfort
4954,4251,172.22295015180498,6,Purple,Sleeveless T,None,Robot,Black,Bayc Flipped Brim,Phoneme L
3801,4252,172.2043717207979,7,Aquamarine,Puffy Vest,Silver Stud,Heart,Black,Spinner Hat,Grin
9421,4253,172.1877786259869,6,Aquamarine,Leather Jacket,None,Angry,Tan,Bayc Flipped Brim,Phoneme Vuh
8371,4254,172.18658532406081,6,Purple,Caveman Pelt,None,Crazy,Cream,Beanie,Phoneme Oh
8178,4255,172.17288708505976,5,Blue,None,None,Bored,Death Bot,Bayc Hat Red,Bored Unshaven
6026,4256,172.1614592138561,6,Army Green,Guayabera,None,Hypnotized,Black,Fez,Rage
4478,4257,172.15816417397593,5,Orange,None,None,X Eyes,Brown,Stuntman Helmet,Phoneme L
9269,4258,172.15555414203286,6,Blue,Work Vest,None,Sad,Black,Prussian Helmet,Bored
7735,4259,172.142949869498,6,Purple,Toga,None,Bored,Tan,Party Hat 1,Bored Unshaven
6660,4260,172.1279950219591,6,New Punk Blue,Hip Hop,None,Coins,Red,Fez,Bored Cigarette
9245,4261,172.0750870916977,6,Yellow,Lab Coat,None,Sad,Pink,Army Hat,Dumbfounded
3346,4262,171.99078898642986,6,Aquamarine,Tweed Suit,None,Bored,Golden Brown,Fisherman's Hat,Phoneme Oh
5632,4263,171.99048921131785,6,Orange,Toga,None,Bored,Black,Ww2 Pilot Helm,Bored Unshaven
4129,4264,171.98357673995943,6,Orange,Blue Dress,Silver Stud,Angry,Golden Brown,None,Bored
7519,4265,171.9821317381733,7,Aquamarine,Hawaiian,Silver Hoop,Bloodshot,Dmt,Horns,Bored Cigarette
5246,4266,171.97682492208412,6,Army Green,Black T,None,Scumbag,Pink,Fisherman's Hat,Phoneme  ooo
8730,4267,171.92109388336038,7,Gray,Sleeveless Logo T,Silver Hoop,Bloodshot,Cream,Bayc Flipped Brim,Bored Unshaven
7874,4268,171.90707541711672,6,Army Green,Leather Jacket,None,Hypnotized,Golden Brown,Horns,Grin
5487,4269,171.88995460891852,7,Army Green,Tuxedo Tee,Gold Hoop,Sleepy,Red,Sushi Chef Headband,Bored Unshaven
8171,4270,171.86854891590892,6,Purple,Black Holes T,Gold Hoop,Blindfold,Cream,None,Jovial
3194,4271,171.830483539473,6,Blue,Stunt Jacket,None,Heart,Pink,Safari,Bored
2096,4272,171.82705135692234,7,Aquamarine,Bone Tee,Gold Hoop,Closed,Brown,Sea Captain's Hat,Phoneme  ooo
2981,4273,171.8177122326693,6,Yellow,Bayc T Black,None,Heart,Black,Girl's Hair Short,Grin
8790,4274,171.81273244849478,7,Army Green,Prison Jumpsuit,Silver Hoop,Scumbag,Red,Fez,Grin
4142,4275,171.7869825640721,5,Purple,Toga,None,X Eyes,Death Bot,None,Bored Unshaven
6359,4276,171.7848837110982,7,Blue,Tanktop,Gold Hoop,Crazy,Brown,S&m Hat,Dumbfounded
4637,4277,171.74080642941075,6,Purple,Lumberjack Shirt,None,Robot,Dark Brown,Safari,Bored Unshaven Cigarette
6688,4278,171.71689901436142,6,Yellow,Bandolier,None,Zombie,Cream,Cowboy Hat,Bored Unshaven Cigarette
3808,4279,171.70398397543389,7,Orange,Tanktop,Gold Hoop,Wide Eyed,Pink,Fez,Phoneme Vuh
709,4280,171.58673582459048,6,Aquamarine,Bayc T Black,None,Sunglasses,Gray,Seaman's Hat,Phoneme L
6453,4281,171.5803694767693,6,New Punk Blue,Tuxedo Tee,None,Sleepy,Zombie,Fisherman's Hat,Phoneme Oh
8587,4282,171.5755963984001,7,Blue,Guayabera,Gold Stud,Bloodshot,Dark Brown,Girl's Hair Short,Bored Unshaven
1665,4283,171.56785628589836,6,Purple,Black Holes T,None,Bloodshot,Zombie,Beanie,Tongue Out
137,4284,171.533438438324,6,New Punk Blue,Tanktop,None,Crazy,Death Bot,Short Mohawk,Bored
4271,4285,171.51619710388474,6,Yellow,Sleeveless Logo T,None,Bored,Red,Army Hat,Phoneme Vuh
2160,4286,171.43173803575718,6,Purple,Stunt Jacket,None,Bored,Brown,Sushi Chef Headband,Rage
578,4287,171.4166581484525,6,Purple,None,Diamond Stud,Sleepy,White,Short Mohawk,Phoneme L
5622,4288,171.4101457029796,7,Yellow,Biker Vest,Gold Hoop,Sleepy,Cream,Stuntman Helmet,Bored
8982,4289,171.39933480177015,6,Gray,Tuxedo Tee,None,Eyepatch,Golden Brown,Bunny Ears,Bored Unshaven Cigarette
7701,4290,171.3961096380182,6,Gray,Bone Necklace,None,Crazy,Blue,Bunny Ears,Grin
1850,4291,171.3848879173128,7,Aquamarine,Bandolier,Silver Hoop,Bloodshot,Cream,Bayc Hat Black,Bored Cigarette
9559,4292,171.37201283552676,7,Yellow,Tanktop,Silver Stud,Robot,Brown,Baby's Bonnet,Bored
693,4293,171.3552211262891,5,Blue,None,None,Closed,Cheetah,Bowler,Bored Pipe
2061,4294,171.34327510673765,6,Orange,Puffy Vest,None,Wide Eyed,Black,Party Hat 1,Bored Unshaven
1348,4295,171.33812221398446,6,New Punk Blue,Hawaiian,None,Robot,Black,Fez,Phoneme Wah
325,4296,171.33594560994706,6,Aquamarine,Sleeveless Logo T,None,Blindfold,Gray,Cowboy Hat,Bored
5866,4297,171.298662263379,7,Yellow,Prom Dress,Silver Hoop,Bored,Cream,Seaman's Hat,Bored
7048,4298,171.26457992872224,7,Blue,Tanktop,Silver Hoop,Bloodshot,Cheetah,Sushi Chef Headband,Bored Cigarette
4625,4299,171.24570510557228,6,Yellow,Tie Dye,None,Bloodshot,White,Halo,Bored Unshaven Cigarette
9914,4300,171.2343274110025,6,Army Green,Cowboy Shirt,None,Sad,Blue,Sea Captain's Hat,Bored
5133,4301,171.1602870598844,7,Aquamarine,Tanktop,Diamond Stud,Bored,Pink,Halo,Bored Cigarette
7377,4302,171.15193884247714,6,Orange,Wool Turtleneck,None,Bored,Golden Brown,Girl's Hair Pink,Bored
1079,4303,171.15064862738024,5,Aquamarine,Cowboy Shirt,None,Bored,Death Bot,None,Bored Unshaven
7997,4304,171.14764430410028,6,New Punk Blue,Toga,None,Bored,Dmt,Sushi Chef Headband,Bored
4953,4305,171.13875685227006,6,New Punk Blue,Puffy Vest,None,Sleepy,Noise,Seaman's Hat,Grin
9639,4306,171.10936186507362,6,Purple,Rainbow Suspenders,None,Coins,Gray,Halo,Bored Cigarette
4561,4307,171.1033232449922,7,Army Green,Sleeveless T,Diamond Stud,Sunglasses,Brown,Halo,Bored Unshaven
9420,4308,171.10238920536548,7,Orange,Black Holes T,Silver Hoop,Sunglasses,Blue,S&m Hat,Bored Unshaven
8830,4309,171.08944338076736,7,New Punk Blue,Bandolier,Diamond Stud,Bored,Black,Commie Hat,Bored
5985,4310,171.08459327331462,6,Army Green,Prison Jumpsuit,None,Sad,Blue,Vietnam Era Helmet,Jovial
631,4311,171.08295043170173,6,Yellow,Leather Jacket,Silver Hoop,X Eyes,Zombie,None,Bored Unshaven Cigarette
6329,4312,171.06361665312363,6,Blue,Biker Vest,None,Bored,Dark Brown,Prussian Helmet,Phoneme Vuh
6149,4313,171.05803277415606,5,Orange,None,None,Eyepatch,Death Bot,Bunny Ears,Bored Cigarette
2960,4314,171.05134797266192,5,Purple,None,None,Holographic,Tan,Cowboy Hat,Phoneme Oh
6557,4315,171.04492930518447,7,Gray,Prison Jumpsuit,Gold Hoop,Heart,Pink,Army Hat,Grin
403,4316,171.02160928161965,6,Orange,Sleeveless Logo T,None,Closed,Black,Bowler,Phoneme Vuh
3950,4317,171.01842410736006,6,Purple,Puffy Vest,None,Heart,Black,Sea Captain's Hat,Tongue Out
1864,4318,170.9853030395739,6,Gray,Smoking Jacket,None,3d,Brown,Bayc Hat Black,Phoneme Oh
9116,4319,170.98406135457952,6,Aquamarine,Sleeveless Logo T,None,3d,White,Bowler,Bored Unshaven
5500,4320,170.9667669068227,6,Orange,Bone Tee,None,Bored,Zombie,Bowler,Phoneme  ooo
5043,4321,170.96078579191476,5,Aquamarine,Leather Punk Jacket,None,Scumbag,Dark Brown,None,Rage
8450,4322,170.95486611340502,6,Blue,Navy Striped Tee,None,X Eyes,Brown,Irish Boho,Small Grin
810,4323,170.94598480496205,7,Gray,Lab Coat,Gold Stud,Wide Eyed,Cream,Fez,Bored
4391,4324,170.9446803936014,5,Blue,None,None,Sleepy,Red,Bayc Hat Red,Jovial
2224,4325,170.9198094337646,6,Gray,Space Suit,None,Bloodshot,Dark Brown,Bowler,Bored Unshaven
241,4326,170.91425607818599,6,Aquamarine,Rainbow Suspenders,None,Coins,Tan,Fisherman's Hat,Dumbfounded
8801,4327,170.86563289976684,6,Orange,Biker Vest,None,Sleepy,Brown,Seaman's Hat,Bored Pipe
3124,4328,170.8387371657748,6,Blue,Stunt Jacket,None,Bored,Blue,Fisherman's Hat,Discomfort
3250,4329,170.83587681327373,6,Blue,Black T,None,Bored,Dark Brown,Beanie,Bored Unshaven Pipe
1375,4330,170.81831905291313,7,Purple,Hawaiian,Gold Hoop,3d,Black,Commie Hat,Phoneme  ooo
7587,4331,170.74861014732454,5,Orange,None,None,Sleepy,Red,Bayc Hat Red,Jovial
9372,4332,170.74401938960904,7,Aquamarine,Tuxedo Tee,Silver Stud,Wide Eyed,Brown,Baby's Bonnet,Grin
3960,4333,170.7204012448015,5,Purple,Service,None,3d,Cheetah,None,Rage
2351,4334,170.71147775688368,6,New Punk Blue,None,Gold Hoop,Sad,Black,Party Hat 2,Grin
5029,4335,170.6823275063461,6,Gray,Tanktop,None,Closed,Dmt,Bunny Ears,Bored
6490,4336,170.68228554613162,6,Aquamarine,Work Vest,None,Bored,Dark Brown,Beanie,Bored Pipe
6721,4337,170.67591562619387,7,Yellow,Striped Tee,Gold Hoop,Wide Eyed,Gray,Sushi Chef Headband,Dumbfounded
8575,4338,170.67419216807968,6,Orange,Space Suit,None,Bored,Black,Bayc Hat Black,Bored Unshaven
5638,4339,170.6636448717353,6,Orange,Hawaiian,None,Wide Eyed,Cheetah,Police Motorcycle Helmet,Bored
5465,4340,170.65801804507703,6,Gray,Stunt Jacket,None,Crazy,Dark Brown,Short Mohawk,Phoneme  ooo
1034,4341,170.65163875162648,7,Army Green,Smoking Jacket,Silver Hoop,Wide Eyed,Pink,Sea Captain's Hat,Phoneme Vuh
4170,4342,170.64475675041328,7,Purple,Bayc T Black,Silver Hoop,3d,Black,Girl's Hair Short,Bored
4661,4343,170.64419815100902,6,Blue,Caveman Pelt,None,Angry,Red,Halo,Bored Unshaven Cigarette
9318,4344,170.63678832132413,6,Army Green,Leather Punk Jacket,None,Zombie,Dark Brown,Beanie,Small Grin
826,4345,170.62728004103818,7,Yellow,Tuxedo Tee,Silver Hoop,Bored,Brown,Bunny Ears,Phoneme  ooo
3459,4346,170.6212784955154,6,Orange,Prison Jumpsuit,None,Zombie,Cream,Fez,Phoneme Oh
8999,4347,170.62026277652623,7,New Punk Blue,Navy Striped Tee,Silver Stud,Sad,Pink,Bowler,Phoneme  ooo
6282,4348,170.56829963912932,6,New Punk Blue,Sailor Shirt,None,Bored,Dark Brown,Prussian Helmet,Jovial
5976,4349,170.56774134749594,7,Yellow,Sailor Shirt,Gold Stud,Zombie,Black,Vietnam Era Helmet,Grin
2064,4350,170.5618626142515,7,Blue,Lumberjack Shirt,Silver Stud,Robot,Black,Safari,Bored Unshaven
6065,4351,170.5501430479531,5,Aquamarine,Leather Punk Jacket,None,Eyepatch,Tan,None,Phoneme L
764,4352,170.520891837241,6,Blue,Lab Coat,None,Closed,Black,Sushi Chef Headband,Grin
8685,4353,170.50452579007143,6,New Punk Blue,Lumberjack Shirt,None,Bloodshot,Dark Brown,Vietnam Era Helmet,Discomfort
8747,4354,170.50407842487718,6,Army Green,Prom Dress,None,Bored,Black,Army Hat,Bored Cigarette
6230,4355,170.49365166751005,6,Blue,Vietnam Jacket,None,Heart,Red,Fez,Phoneme L
3450,4356,170.48970046085978,6,Army Green,Bone Necklace,None,Coins,Dark Brown,Vietnam Era Helmet,Small Grin
2991,4357,170.47958509982814,7,Blue,Caveman Pelt,Silver Stud,Bored,Blue,Bayc Flipped Brim,Bored Cigarette
8233,4358,170.47939900325122,5,Gray,Rainbow Suspenders,None,Robot,Brown,None,Phoneme Oh
1757,4359,170.46940721590306,6,Yellow,Puffy Vest,None,Blindfold,Brown,Stuntman Helmet,Bored Unshaven
2331,4360,170.43127487762857,6,Orange,Tweed Suit,None,Scumbag,Black,Commie Hat,Bored
9230,4361,170.42117759053934,6,Gray,Rainbow Suspenders,None,Bloodshot,Brown,Beanie,Discomfort
2354,4362,170.38328044511422,7,Gray,Wool Turtleneck,Silver Stud,Closed,Brown,Prussian Helmet,Bored
2527,4363,170.34494363173377,5,Aquamarine,None,None,Sleepy,Death Bot,Prussian Helmet,Bored
881,4364,170.3427892525437,5,Yellow,Service,None,X Eyes,Dark Brown,None,Jovial
8723,4365,170.3401897065917,6,Army Green,Bone Necklace,None,X Eyes,Golden Brown,Commie Hat,Bored Unshaven Cigarette
1108,4366,170.2826758740129,7,Orange,Tuxedo Tee,Gold Stud,Bored,Brown,Beanie,Phoneme Wah
9977,4367,170.26692179525645,6,New Punk Blue,Leather Jacket,Gold Stud,Blindfold,Golden Brown,None,Jovial
231,4368,170.25301122538016,6,Orange,Bone Tee,None,X Eyes,Pink,Beanie,Rage
4444,4369,170.19354056303038,7,Army Green,Biker Vest,Gold Stud,X Eyes,Blue,Fez,Bored Unshaven
4426,4370,170.18919983090757,5,Orange,Prom Dress,None,Sleepy,Robot,None,Bored
2769,4371,170.16461689603156,6,Army Green,Work Vest,None,Crazy,Gray,Halo,Phoneme Vuh
3623,4372,170.16103488548995,7,Purple,Hawaiian,Silver Stud,Sunglasses,Cheetah,S&m Hat,Grin
5412,4373,170.16031716541846,5,Blue,Pimp Coat,None,Bored,Dark Brown,None,Bored Cigarette
139,4374,170.12635337103663,6,Army Green,Puffy Vest,None,X Eyes,Zombie,Army Hat,Bored Unshaven
5737,4375,170.0962243347581,6,New Punk Blue,None,Gold Stud,Wide Eyed,Zombie,Girl's Hair Short,Grin
9302,4376,170.0959860465578,5,Aquamarine,Black Holes T,None,Hypnotized,Tan,None,Phoneme Oh
4050,4377,170.08494093046477,6,Orange,Tweed Suit,None,Wide Eyed,Tan,Army Hat,Dumbfounded
6732,4378,170.0500778362709,6,Purple,Bayc T Red,None,Wide Eyed,Red,Bayc Hat Black,Bored
9931,4379,170.0210372597765,6,Aquamarine,Vietnam Jacket,None,Heart,Zombie,Bunny Ears,Bored
8582,4380,169.90671231937756,6,Blue,Toga,None,Heart,Tan,Baby's Bonnet,Bored
4406,4381,169.898525094097,7,Purple,Biker Vest,Gold Hoop,Bored,White,Halo,Jovial
410,4382,169.8676098970907,5,Purple,Bayc T Black,None,Closed,Tan,None,Bored Pipe
5087,4383,169.8245760125687,6,Aquamarine,Vietnam Jacket,None,Sad,Dark Brown,Bayc Hat Red,Bored
7855,4384,169.8194023344503,6,Gray,Leather Jacket,None,Bored,Zombie,Fisherman's Hat,Phoneme L
9681,4385,169.80728985012118,6,Gray,Biker Vest,None,Eyepatch,Robot,Halo,Dumbfounded
1611,4386,169.80658054076972,7,Orange,Leather Jacket,Silver Stud,Bored,Cream,Commie Hat,Phoneme L
9346,4387,169.78838398243732,7,New Punk Blue,Black T,Silver Hoop,Eyepatch,Brown,Cowboy Hat,Tongue Out
4381,4388,169.75642417436575,6,Orange,Leather Jacket,None,Bored,Golden Brown,Bayc Flipped Brim,Discomfort
2252,4389,169.72034461935692,6,Gray,Tanktop,None,Zombie,Zombie,Bayc Flipped Brim,Bored Unshaven
2706,4390,169.69428726283542,6,Purple,Guayabera,None,Eyepatch,Black,Baby's Bonnet,Bored Cigarette
725,4391,169.6923372262463,5,Aquamarine,Rainbow Suspenders,None,Holographic,Brown,None,Bored
1701,4392,169.68768303650413,7,Gray,Smoking Jacket,Gold Hoop,Bloodshot,Cream,Safari,Bored Unshaven
6634,4393,169.6866489691443,5,Orange,None,Silver Hoop,Bored,Red,None,Grin Gold Grill
602,4394,169.65742624508977,6,Gray,Tie Dye,None,Heart,Brown,Bunny Ears,Bored
3792,4395,169.61773861630502,7,Aquamarine,Sleeveless T,Silver Hoop,X Eyes,Tan,Bayc Hat Black,Bored
7262,4396,169.6134787854297,6,New Punk Blue,Navy Striped Tee,None,Bored,Dark Brown,Faux Hawk,Phoneme L
1764,4397,169.61157029771417,6,Aquamarine,Bayc T Red,None,Bored,Cheetah,Beanie,Phoneme  ooo
2840,4398,169.59001136878092,7,Purple,Puffy Vest,Silver Hoop,Closed,Dark Brown,Bowler,Phoneme L
3878,4399,169.58832917384527,7,Army Green,Wool Turtleneck,Silver Hoop,Zombie,Cheetah,Horns,Bored Unshaven
9522,4400,169.58264577125414,5,Purple,None,None,Sleepy,Red,Bandana Blue,Bored
3984,4401,169.57765736814147,6,Orange,Striped Tee,None,Scumbag,Gray,Girl's Hair Short,Bored
93,4402,169.5529379344594,6,Purple,Hip Hop,None,Bored,White,Fez,Bored Unshaven Cigarette
1537,4403,169.52700632280892,6,Purple,Tanktop,None,Sleepy,Brown,Ww2 Pilot Helm,Bored
5684,4404,169.52200935685812,5,Blue,None,None,Sleepy,Brown,Seaman's Hat,Bored Unshaven Cigar
5955,4405,169.4897927523532,6,Aquamarine,Bone Tee,None,Eyepatch,Dark Brown,Bowler,Phoneme  ooo
30,4406,169.46311666872816,5,Aquamarine,Tuxedo Tee,None,Holographic,Gray,None,Bored Unshaven Cigarette
6966,4407,169.4359748948132,6,Blue,Guayabera,None,Closed,Pink,Prussian Helmet,Bored
4971,4408,169.40699083799942,7,Orange,Work Vest,Gold Hoop,Closed,Dark Brown,Sushi Chef Headband,Bored Unshaven
7171,4409,169.40449960137036,6,New Punk Blue,Work Vest,Silver Hoop,3d,Blue,None,Tongue Out
8807,4410,169.38472719454262,5,Aquamarine,None,None,Bored,Gray,Party Hat 1,Phoneme L
3872,4411,169.38064560061255,6,Blue,Sailor Shirt,None,Zombie,Pink,Army Hat,Small Grin
9194,4412,169.34813444592652,6,Gray,Tuxedo Tee,None,3d,Red,Seaman's Hat,Tongue Out
8240,4413,169.31675002325778,6,Army Green,Service,Silver Stud,Bloodshot,Robot,None,Bored Unshaven Cigarette
6747,4414,169.31453813413626,7,Gray,Navy Striped Tee,Silver Stud,Crazy,Zombie,Bunny Ears,Bored
5198,4415,169.29991004576183,6,Gray,Caveman Pelt,None,Heart,White,Short Mohawk,Bored Cigarette
9405,4416,169.29742898216062,7,Orange,Vietnam Jacket,Silver Stud,Sad,Brown,Bayc Hat Black,Phoneme Vuh
8675,4417,169.27745281244202,7,Gray,Sailor Shirt,Gold Hoop,Bloodshot,Golden Brown,Bayc Hat Black,Phoneme Vuh
6,4418,169.26664582205657,6,Yellow,Tweed Suit,None,Crazy,Cream,S&m Hat,Bored
6643,4419,169.2640123489858,7,Yellow,Black T,Cross,Bored,Tan,Commie Hat,Bored
2514,4420,169.25156874980465,6,Aquamarine,Work Vest,None,Wide Eyed,Dmt,Beanie,Bored Unshaven Cigarette
9272,4421,169.2456984323088,6,Aquamarine,Leather Jacket,None,Coins,Brown,Police Motorcycle Helmet,Bored
1112,4422,169.22603256033193,7,Blue,Vietnam Jacket,Silver Hoop,Bored,Blue,Short Mohawk,Phoneme Oh
1624,4423,169.11067298254187,6,Blue,Sailor Shirt,None,Sad,Dmt,Bayc Hat Black,Grin
771,4424,169.09320597352146,7,Army Green,Leather Jacket,Diamond Stud,Coins,Pink,Beanie,Bored
1889,4425,169.09290852985856,5,Aquamarine,Caveman Pelt,None,Coins,Red,None,Discomfort
3965,4426,169.08068205543472,6,New Punk Blue,Tuxedo Tee,None,Closed,Brown,Stuntman Helmet,Phoneme Vuh
1153,4427,169.07001401729906,6,New Punk Blue,Cowboy Shirt,Silver Stud,Bloodshot,Golden Brown,None,Jovial
3154,4428,169.06505467769313,6,Yellow,Bandolier,None,Bored,Golden Brown,Faux Hawk,Bored
9042,4429,169.04696794947762,5,Yellow,Black T,None,Scumbag,Noise,None,Bored Cigarette
9618,4430,169.0443943274981,7,Orange,Wool Turtleneck,Gold Hoop,Sleepy,Brown,Bowler,Jovial
4438,4431,169.04260077563978,6,Gray,Smoking Jacket,None,Angry,Zombie,Bunny Ears,Bored
6032,4432,169.0393404788263,7,New Punk Blue,Leather Jacket,Silver Stud,Sad,Dmt,Seaman's Hat,Bored Unshaven
6488,4433,169.01442056592205,6,Blue,Prison Jumpsuit,None,Hypnotized,Blue,Vietnam Era Helmet,Bored
2739,4434,169.0123164507226,5,New Punk Blue,None,Silver Hoop,Bored,Gray,None,Grin Gold Grill
7941,4435,169.00275268095265,5,Blue,Blue Dress,None,Crazy,Brown,None,Grin
816,4436,168.9702505684519,5,Gray,Bandolier,None,3d,Dark Brown,None,Phoneme Wah
8103,4437,168.96622754113426,6,Blue,Cowboy Shirt,None,Closed,Golden Brown,Seaman's Hat,Bored Unshaven Cigarette
5636,4438,168.95107158318237,6,Purple,Stunt Jacket,None,3d,Brown,Bayc Hat Black,Phoneme Vuh
9345,4439,168.94618130128427,7,Aquamarine,Caveman Pelt,Silver Hoop,Bloodshot,Black,Bayc Flipped Brim,Dumbfounded
717,4440,168.939114569244,6,Gray,Bandolier,None,Bored,Black,S&m Hat,Phoneme  ooo
3226,4441,168.93381718304926,6,New Punk Blue,Biker Vest,None,Eyepatch,Gray,Army Hat,Jovial
2943,4442,168.906165675186,6,Blue,Rainbow Suspenders,None,Angry,Black,Bowler,Grin
6272,4443,168.90441376150554,6,Army Green,Leather Jacket,None,Angry,Cream,Stuntman Helmet,Bored Unshaven
7694,4444,168.9037300810002,7,Blue,Wool Turtleneck,Gold Hoop,Blindfold,Dark Brown,S&m Hat,Bored
1839,4445,168.89044989002548,6,Blue,Work Vest,None,Bored,Pink,Halo,Discomfort
1054,4446,168.88618080959336,6,Aquamarine,Tuxedo Tee,None,Angry,Dmt,Short Mohawk,Grin
5361,4447,168.85528643773534,5,Blue,None,None,Blindfold,Dmt,Fisherman's Hat,Small Grin
3130,4448,168.82315981685346,7,Purple,Sleeveless T,Silver Stud,Bloodshot,Gray,Bowler,Jovial
1780,4449,168.807942273426,7,Aquamarine,Navy Striped Tee,Gold Stud,Heart,Golden Brown,Vietnam Era Helmet,Dumbfounded
2037,4450,168.77653191585844,6,Army Green,Black Holes T,None,Scumbag,Black,Seaman's Hat,Jovial
2435,4451,168.77479262021868,7,Army Green,Lab Coat,Gold Stud,Crazy,Brown,Beanie,Grin
3360,4452,168.76517803156872,6,New Punk Blue,Toga,None,Bored,Pink,Vietnam Era Helmet,Rage
7761,4453,168.75432279670838,6,Orange,Prison Jumpsuit,None,Crazy,Cheetah,Cowboy Hat,Rage
8993,4454,168.751741277365,7,Yellow,Striped Tee,Diamond Stud,Eyepatch,Brown,S&m Hat,Bored Unshaven
1040,4455,168.71488498301656,6,Army Green,Guayabera,Silver Stud,Eyepatch,Pink,None,Tongue Out
4527,4456,168.70219021787221,6,Yellow,None,Silver Stud,Sunglasses,Zombie,Bayc Flipped Brim,Small Grin
3414,4457,168.6993107070541,7,Blue,Wool Turtleneck,Silver Hoop,Bored,Gray,S&m Hat,Jovial
5680,4458,168.6887052751496,7,Orange,Navy Striped Tee,Gold Stud,Sad,Blue,Irish Boho,Dumbfounded
2227,4459,168.685714512852,6,New Punk Blue,None,Gold Hoop,Bored,Noise,Safari,Bored Unshaven
6018,4460,168.66828858097617,6,Gray,Sleeveless Logo T,None,Robot,Black,Halo,Dumbfounded
6000,4461,168.66045303212368,6,Blue,Bone Tee,None,Wide Eyed,Robot,Sushi Chef Headband,Bored
1408,4462,168.65497374197145,6,Army Green,Toga,None,Bored,Cream,Bowler,Discomfort
