ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Cloth,Eyes,Head,Mouth
2881,TezLynx #2881,1074,131.81158514124303,6,OliveGreen,CyborgBlue,TeeCoverallYellow,AviatorPurple,Sombrero,Pizza
2766,TezLynx #2766,1075,131.78424565409026,6,QuickSilver,Blue_Green_Eye,SlevelessTeeRed,Sunglass,Fez,SmokingPipe
102,TezLynx #102,1076,131.78309073759712,6,Bittersweet,CyborgGreen,SlevelessTeeRed,AviatorPurple,AsianHat,Pizza
552,TezLynx #552,1077,131.77492709941737,6,Tangerine,LavaLynx,TankTopOrange,AviatorGrey,PurplePunk,Cigar
195,TezLynx #195,1078,131.71229081866582,6,OliveGreen,Blue_Blue_Eye,PoloGreen,ReadingGlassGrey,PoliceCap,Cigar
382,TezLynx #382,1079,131.71185517105127,6,ElectricViolet,CyborgBlue,TeeCoverallWhite,SkiGogglesGreen,CowboyHat,Smile
2601,TezLynx #2601,1080,131.68626511089434,6,Bittersweet,CosmicLynx,HoodieGreen,SkiGogglesGreen,RedPunk,WoodenPipe
265,TezLynx #265,1081,131.68546698066348,6,BlackCurrant,Blue_Blue_Eye,TeeCoverallWhite,HalfframePurple,CustodianHelmet,Bubblegum
1972,TezLynx #1972,1082,131.6614219328696,6,Tangerine,Blue_Green_Eye,HoodieRed,ReadingGlassBlue,ElfHat,Playful
234,TezLynx #234,1083,131.63515057159185,6,BlueSaphire,Green_Blue_Eye,PoloBlack,ReadingGlassBlue,Ushanka,WoodenPipe
2778,TezLynx #2778,1084,131.5447128524008,6,Maize,Brown_Green_Eye,Monk,ReadingGlassGrey,RedMohawk,Cigar
474,TezLynx #474,1085,131.54392778258315,6,VioletBlue,Green_Blue_Eye,PoloBlack,AviatorGrey,PoliceCap,Smile
49,TezLynx #49,1086,131.5355333802541,6,ElectricViolet,Blue_Blue_Eye,TankTopOrange,HalfframeOrange,CustodianHelmet,Cuban
3288,TezLynx #3288,1087,131.52232573481155,6,QuickSilver,Blue_Green_Eye,VestGreen,ReadingGlassBlue,BlueMohawk,Cuban
2079,TezLynx #2079,1088,131.51168437161388,6,CrimsonRed,Green_Red_Eye,TeeGrey,Sunglass,TopHat,SmokingPipe
2157,TezLynx #2157,1089,131.50646109123346,6,Tangerine,Brown_Green_Eye,TeeGrey,ReadingGlassGrey,ElfHat,Cuban
319,TezLynx #319,1090,131.50231036991883,6,CrimsonRed,Brown_Green_Eye,PoloRed,AviatorPurple,BrownBeanie,Playful
326,TezLynx #326,1091,131.48721756657432,5,MadderLake,Blue_Blue_Eye,Jersey,SkiGogglesRed,,Cigar
91,TezLynx #91,1092,131.47598229956418,6,TerraGold,Green_Blue_Eye,HoodieRed,PinkShades,Pirate,Playful
220,TezLynx #220,1093,131.43894589340746,6,SeaGreen,Blue_Green_Eye,PoloRed,StarFrame,Fez,Bubblegum
2286,TezLynx #2286,1094,131.37119390541665,6,Tangerine,Green_Red_Eye,PoloBlue,HalfframeGreen,PurpleBeanie,Snarling
2478,TezLynx #2478,1095,131.3336241516279,6,ElectricViolet,Blue_Red_Eye,TankTopYellow,SkiGogglesRed,Sombrero,Joint
3280,TezLynx #3280,1096,131.32418992914205,6,TerraGold,Brown_Blue_Eye,Naked,StarFrame,WildWest,Bubblegum
2145,TezLynx #2145,1097,131.3193828187233,6,CarnationPink,Green_Blue_Eye,VestBrown,RoundGlass,Tricorne,Smile
1931,TezLynx #1931,1098,131.30200843079467,6,OliveGreen,Green_Green_Eye,Monk,StarFrame,Sombrero,SmokingPipe
2679,TezLynx #2679,1099,131.28916111792321,6,MadderLake,Green_Red_Eye,TeeGrey,HalfframeGreen,PropHat,Pizza
3114,TezLynx #3114,1100,131.28596545997084,6,SeaGreen,Brown_Red_Eye,TeeGrey,SkiGogglesPurple,WildWest,Smile
573,TezLynx #573,1101,131.25275450772529,6,BoyBlue,Green_Blue_Eye,TeeCoverallWhite,ReadingGlassBlue,PropHat,Bubblegum
2827,TezLynx #2827,1102,131.22029849032435,6,Inchworm,Brown_Green_Eye,TeeCoverallYellow,ReadingGlassGrey,Tricorne,Angry
3304,TezLynx #3304,1103,131.19356228171165,6,SunGlow,Blue_Green_Eye,Suit,ReadingGlassBlue,Fez,Angry
303,TezLynx #303,1104,131.11177211823392,5,Maize,LavaLynx,LabCoat,,PropHat,Playful
342,TezLynx #342,1105,131.09760598237278,6,Bittersweet,Green_Red_Eye,SlevelessTeeRed,ReadingGlassBlue,WildWest,Pizza
3293,TezLynx #3293,1106,131.0883816600169,6,MadderLake,Brown_Blue_Eye,Sailor,RoundGlass,BrownBeanie,WoodenPipe
2535,TezLynx #2535,1107,131.08618923276248,6,TerraGold,Green_Green_Eye,PoloBlue,HalfframeGreen,BrownBeanie,SmokingPipe
2681,TezLynx #2681,1108,131.03539175345784,5,Maize,CyborgBlue,VestBrown,,WildWest,Snarling
3283,TezLynx #3283,1109,131.0307466491853,5,Inchworm,ZombieLynx,PoloBlue,,Chef,ZombieMouth
551,TezLynx #551,1110,131.01474571716042,6,BoyBlue,Brown_Red_Eye,PoloGreen,HalfframeOrange,BrownBeanie,Smile
3302,TezLynx #3302,1111,130.92412629058876,6,SeaGreen,Green_Blue_Eye,TeeCoverallYellow,PinkShades,Tricorne,Pizza
2083,TezLynx #2083,1112,130.92134242389153,6,CarnationPink,Blue_Green_Eye,TeeGrey,ReadingGlassGrey,ElfHat,Smile
20,TezLynx #20,1113,130.89505275760743,6,Maize,Blue_Red_Eye,TankTopOrange,AviatorPurple,WildWest,Playful
3091,TezLynx #3091,1114,130.88485844998766,6,BlueSky,Green_Blue_Eye,TeeGrey,AviatorPurple,CowboyHat,Smile
593,TezLynx #593,1115,130.81874755565448,6,BlackCurrant,Green_Blue_Eye,HoodieBlue,SkiGogglesRed,Ushanka,Cuban
313,TezLynx #313,1116,130.76197649632152,6,VioletBlue,Green_Blue_Eye,HoodieRed,HalfframeOrange,Pirate,Angry
2697,TezLynx #2697,1117,130.74685255519975,6,SunGlow,Blue_Red_Eye,TeeBlue,HalfframeGreen,BlueBeanie,Cuban
256,TezLynx #256,1118,130.73223218447646,6,MadderLake,ZombieLynx,Naked,SkiGogglesGreen,GreenBeanie,ZombieMouth
3080,TezLynx #3080,1119,130.7304261505145,6,Inchworm,CosmicLynx,PrisonSuit,RoundGlass,GreenBeanie,Cigar
2052,TezLynx #2052,1120,130.69446215806158,6,Bittersweet,Blue_Blue_Eye,Sailor,Sunglass,RedMohawk,Cuban
2334,TezLynx #2334,1121,130.6904623197869,6,BlackCurrant,Blue_Red_Eye,TeeGrey,HeartGlass,PoliceCap,Cigar
2265,TezLynx #2265,1122,130.65655971134376,6,Bittersweet,Green_Green_Eye,Naked,PinkShades,Tricorne,Pizza
3066,TezLynx #3066,1123,130.62843957776846,6,ElectricViolet,Blue_Green_Eye,PoloGreen,RoundGlass,ElfHat,Angry
2972,TezLynx #2972,1124,130.60311384761812,5,ElectricViolet,CosmicLynx,Tux,,BlueMohawk,Cigar
2201,TezLynx #2201,1125,130.56225857875302,5,BlackCurrant,LavaLynx,Sailor,,GreenBeanie,WoodenPipe
63,TezLynx #63,1126,130.51048002390573,6,BoyBlue,Brown_Blue_Eye,Sailor,AviatorGrey,StrippedBeanie,Cuban
322,TezLynx #322,1127,130.50169151078194,6,Bittersweet,Blue_Red_Eye,TankTopOrange,HalfframePurple,WildWest,Smile
2049,TezLynx #2049,1128,130.44224385112062,6,CarnationPink,Green_Blue_Eye,Tux,AviatorGrey,Fez,Bubblegum
2957,TezLynx #2957,1129,130.41748579445897,6,Tangerine,Green_Green_Eye,PoloRed,HalfframeGreen,Fez,Playful
2602,TezLynx #2602,1130,130.33988113898363,6,CarnationPink,Brown_Green_Eye,SlevelessTeeRed,HalfframePurple,PropHat,Smile
267,TezLynx #267,1131,130.33929369969437,6,VioletBlue,Brown_Red_Eye,HoodieRed,SkiGogglesPurple,GreenPunk,Pizza
1879,TezLynx #1879,1132,130.33782486115203,6,Inchworm,Brown_Red_Eye,PrisonSuit,SkiGogglesPurple,Tricorne,Snarling
3267,TezLynx #3267,1133,130.3104014314936,6,Maize,LavaLynx,TeeGrey,AviatorPurple,StrippedBeanie,Angry
30,TezLynx #30,1134,130.2510205686251,6,TerraGold,Blue_Red_Eye,HoodieRed,HalfframeGreen,BlueMohawk,Bubblegum
2198,TezLynx #2198,1135,130.23510807043414,6,TerraGold,Blue_Red_Eye,Sailor,Sunglass,Sombrero,Cigar
228,TezLynx #228,1136,130.18388632101642,6,Jet,Green_Red_Eye,Tux,HalfframeGreen,CustodianHelmet,Pizza
572,TezLynx #572,1137,130.1632488898642,6,Maize,Blue_Blue_Eye,PoloBlue,HeartGlass,ElfHat,Playful
507,TezLynx #507,1138,130.15808456328134,6,CrimsonRed,Brown_Blue_Eye,LabCoat,PinkShades,Pirate,Cigar
8,TezLynx #8,1139,130.1580611571193,5,SeaGreen,Green_Blue_Eye,TankTopOrange,3DGlass,,Playful
2977,TezLynx #2977,1140,130.1519576999916,6,Inchworm,Brown_Green_Eye,PoloRed,Sunglass,PoliceCap,Cuban
486,TezLynx #486,1141,130.13226548476104,6,BlueSaphire,LavaLynx,SlevelessTeeRed,AviatorPurple,RedMohawk,Smile
2988,TezLynx #2988,1142,130.06291608648354,6,TerraGold,LavaLynx,TeeCoverallYellow,HalfframeGreen,AsianHat,Bubblegum
2048,TezLynx #2048,1143,130.05875688926065,6,Inchworm,Blue_Red_Eye,Suit,SkiGogglesRed,CustodianHelmet,Cuban
1966,TezLynx #1966,1144,130.02538314989133,6,CrimsonRed,Green_Green_Eye,Sailor,StarFrame,Chef,Cuban
2340,TezLynx #2340,1145,130.007371576557,5,Jet,CosmicLynx,PoloRed,,StrippedBeanie,Cuban
2018,TezLynx #2018,1146,129.96479343644057,6,VioletBlue,Brown_Blue_Eye,VestGreen,HeartGlass,ElfHat,Snarling
3035,TezLynx #3035,1147,129.9634512130411,6,CarnationPink,Blue_Blue_Eye,TankTopOrange,ReadingGlassGrey,BrownBeanie,Playful
494,TezLynx #494,1148,129.9413932749606,6,QuickSilver,Blue_Red_Eye,PoloBlue,SkiGogglesPurple,TopHat,Pizza
2006,TezLynx #2006,1149,129.89652995720746,6,CarnationPink,Green_Blue_Eye,PoloBlue,HalfframeOrange,Pirate,SmokingPipe
2165,TezLynx #2165,1150,129.8722191557273,6,Bittersweet,Blue_Blue_Eye,Naked,ReadingGlassBlue,WildWest,Cigar
2394,TezLynx #2394,1151,129.85609718183707,6,Bittersweet,Green_Blue_Eye,Sailor,Sunglass,Chef,Bubblegum
2099,TezLynx #2099,1152,129.75724952295388,6,CarnationPink,CyborgGreen,TeeBlue,RoundGlass,Sombrero,WoodenPipe
2563,TezLynx #2563,1153,129.7519838305496,6,MadderLake,ZombieLynx,TeeCoverallWhite,PinkShades,SeaCapt,ZombieMouth
351,TezLynx #351,1154,129.74550014495483,6,CarnationPink,Green_Blue_Eye,TeeGrey,RoundGlass,PoliceCap,SmokingPipe
2101,TezLynx #2101,1155,129.73063384723838,6,Maize,CyborgGreen,SlevelessTeeGreen,AviatorGrey,CowboyHat,Smile
2780,TezLynx #2780,1156,129.72172757172723,6,VioletBlue,Blue_Red_Eye,TeeBlue,Sunglass,RedPunk,Pizza
2550,TezLynx #2550,1157,129.65596929124382,6,OliveGreen,Green_Red_Eye,Naked,ReadingGlassGrey,CustodianHelmet,WoodenPipe
3261,TezLynx #3261,1158,129.65252184677098,6,RoyalPurple,Blue_Green_Eye,Naked,Sunglass,PurpleBeanie,Smile
1984,TezLynx #1984,1159,129.64099919820072,6,VioletBlue,Blue_Blue_Eye,Tux,HalfframePurple,PurpleBeanie,Angry
2992,TezLynx #2992,1160,129.62361293063574,6,RoyalPurple,Blue_Green_Eye,TankTopOrange,HeartGlass,GreenPunk,Angry
2258,TezLynx #2258,1161,129.62280411653342,6,Maize,Green_Green_Eye,VestGreen,AviatorPurple,Fez,Pizza
2553,TezLynx #2553,1162,129.61908637902758,6,SeaGreen,Blue_Blue_Eye,TankTopOrange,ReadingGlassBlue,Pirate,SmokingPipe
2580,TezLynx #2580,1163,129.60596156171704,6,CarnationPink,Green_Green_Eye,VestGreen,HalfframeGreen,BrownBeanie,WoodenPipe
2229,TezLynx #2229,1164,129.59197729709496,6,CrimsonRed,Green_Blue_Eye,SlevelessTeePurple,HalfframePurple,RedPunk,Pizza
2373,TezLynx #2373,1165,129.52078122238166,6,SeaGreen,Green_Red_Eye,LabCoat,StarFrame,Pirate,WoodenPipe
2668,TezLynx #2668,1166,129.5085478806946,6,SeaGreen,Brown_Red_Eye,PoloRed,AviatorPurple,CustodianHelmet,SmokingPipe
3081,TezLynx #3081,1167,129.49241484804054,6,Maize,Brown_Green_Eye,HoodieBlue,ReadingGlassBlue,ElfHat,Bubblegum
1938,TezLynx #1938,1168,129.47719552816608,6,CarnationPink,Blue_Red_Eye,HoodieBlue,SkiGogglesPurple,BlueBeanie,Cuban
2484,TezLynx #2484,1169,129.46189752425366,6,Jet,Blue_Green_Eye,PoloRed,AviatorGrey,PropHat,Pizza
3323,TezLynx #3323,1170,129.45738740086796,6,BlueSaphire,Brown_Blue_Eye,SlevelessTeePurple,HeartGlass,PoliceCap,Cuban
2447,TezLynx #2447,1171,129.43557182068372,6,Inchworm,Blue_Red_Eye,LabCoat,HeartGlass,PurpleBeanie,Playful
3317,TezLynx #3317,1172,129.42088231907593,6,VioletBlue,Brown_Green_Eye,Suit,SkiGogglesGreen,WildWest,Playful
101,TezLynx #101,1173,129.4164764036655,6,SunGlow,Brown_Green_Eye,PoloRed,Sunglass,Ushanka,WoodenPipe
2940,TezLynx #2940,1174,129.4154967094359,6,CarnationPink,Brown_Blue_Eye,PoloBlack,SkiGogglesRed,PurpleBeanie,Bubblegum
216,TezLynx #216,1175,129.4097988923214,6,BlueSaphire,Green_Red_Eye,LabCoat,RoundGlass,PilotCap,Bubblegum
1943,TezLynx #1943,1176,129.40465628148615,6,CarnationPink,Brown_Red_Eye,PoloRed,StarFrame,PropHat,Cigar
388,TezLynx #388,1177,129.40451890334933,6,CarnationPink,Brown_Blue_Eye,VestGreen,ReadingGlassGrey,Pirate,Playful
2537,TezLynx #2537,1178,129.36271720318376,6,QuickSilver,Blue_Blue_Eye,Tux,ReadingGlassBlue,BrownBeanie,Pizza
2210,TezLynx #2210,1179,129.34276807979987,6,RoyalPurple,LavaLynx,TankTopYellow,SkiGogglesRed,CowboyHat,Bubblegum
1998,TezLynx #1998,1180,129.31280996103413,6,Inchworm,Brown_Green_Eye,HoodieBlue,ReadingGlassGrey,PoliceCap,Bubblegum
72,TezLynx #72,1181,129.2422956032649,6,QuickSilver,Brown_Red_Eye,HoodieRed,AviatorGrey,ElfHat,Bubblegum
2002,TezLynx #2002,1182,129.23382742226516,6,Inchworm,Brown_Blue_Eye,VestBrown,ReadingGlassGrey,Tricorne,Pizza
2127,TezLynx #2127,1183,129.2271183123138,6,BoyBlue,Blue_Green_Eye,HoodieBlue,RoundGlass,BlueMohawk,Cuban
2007,TezLynx #2007,1184,129.1867431770698,6,Bittersweet,Brown_Green_Eye,PoloGreen,ReadingGlassGrey,GreenPunk,Pizza
3258,TezLynx #3258,1185,129.1167539859562,6,RoyalPurple,Green_Blue_Eye,PrisonSuit,SkiGogglesPurple,WildWest,WoodenPipe
2130,TezLynx #2130,1186,129.0522222748728,6,SunGlow,Brown_Green_Eye,HoodieBlue,PinkShades,PurpleBeanie,WoodenPipe
404,TezLynx #404,1187,129.0504672291288,6,Tangerine,Green_Red_Eye,PoloGreen,RoundGlass,CowboyHat,Cuban
2879,TezLynx #2879,1188,129.03834548471676,6,Maize,Brown_Red_Eye,PoloGreen,HeartGlass,PurpleBeanie,Cigar
349,TezLynx #349,1189,129.02840767975707,6,CrimsonRed,Blue_Blue_Eye,TeeBlue,ReadingGlassGrey,PoliceCap,Snarling
2896,TezLynx #2896,1190,129.0281594402031,6,Inchworm,Green_Blue_Eye,SlevelessTeePurple,AviatorPurple,Pirate,Smile
564,TezLynx #564,1191,128.95596682222245,6,ElectricViolet,Green_Red_Eye,PoloBlack,HalfframeGreen,PoliceCap,WoodenPipe
135,TezLynx #135,1192,128.9517988591408,6,ElectricViolet,Blue_Red_Eye,SlevelessTeeRed,StarFrame,WildWest,Snarling
2885,TezLynx #2885,1193,128.9484573775505,6,ElectricViolet,LavaLynx,HoodieGreen,AviatorGrey,Fez,Snarling
2847,TezLynx #2847,1194,128.94835142744608,6,Maize,Green_Green_Eye,VestGreen,PinkShades,CustodianHelmet,Playful
2212,TezLynx #2212,1195,128.84524808247636,6,Jet,Blue_Red_Eye,HoodieRed,Sunglass,Pirate,Cigar
2068,TezLynx #2068,1196,128.80925033479477,6,QuickSilver,LavaLynx,HoodieBlue,HalfframePurple,Sombrero,Snarling
2082,TezLynx #2082,1197,128.7675149752418,6,BlackCurrant,LavaLynx,PrisonSuit,AviatorGrey,CowboyHat,WoodenPipe
3118,TezLynx #3118,1198,128.73507450491974,5,TerraGold,Green_Green_Eye,Suit,AviatorPurple,,Fish
208,TezLynx #208,1199,128.73265366592065,6,MadderLake,LavaLynx,TeeBlue,RoundGlass,TopHat,Snarling
353,TezLynx #353,1200,128.72367135638478,6,TerraGold,Brown_Red_Eye,PoloBlue,SkiGogglesGreen,TopHat,Smile
2989,TezLynx #2989,1201,128.67532678344782,6,MadderLake,Green_Blue_Eye,PoloGreen,SkiGogglesPurple,BrownBeanie,Snarling
2969,TezLynx #2969,1202,128.6564681292932,6,TerraGold,Green_Red_Eye,SlevelessTeeRed,SkiGogglesGreen,Fez,Snarling
2684,TezLynx #2684,1203,128.62660053862126,6,OliveGreen,Green_Green_Eye,HoodieRed,SkiGogglesPurple,PropHat,Pizza
2931,TezLynx #2931,1204,128.62111618177954,6,SunGlow,Blue_Red_Eye,PoloBlack,HalfframeGreen,RedPunk,Snarling
2128,TezLynx #2128,1205,128.61806962720496,6,Maize,Blue_Red_Eye,PoloBlack,ReadingGlassGrey,Pirate,Cuban
2802,TezLynx #2802,1206,128.59507365808216,6,VioletBlue,LavaLynx,Naked,SkiGogglesPurple,RedMohawk,Cigar
205,TezLynx #205,1207,128.5934632822652,6,RoyalPurple,Green_Blue_Eye,SlevelessTeePurple,AviatorPurple,PurpleBeanie,SmokingPipe
3052,TezLynx #3052,1208,128.58866798204812,6,Tangerine,Green_Red_Eye,PoloGreen,HeartGlass,CowboyHat,Smile
2901,TezLynx #2901,1209,128.56884339258056,6,RoyalPurple,Blue_Green_Eye,SlevelessTeeGreen,AviatorPurple,Pirate,Snarling
600,TezLynx #600,1210,128.560333630491,6,QuickSilver,Blue_Green_Eye,TankTopOrange,AviatorGrey,ElfHat,Smile
6,TezLynx #6,1211,128.55745621686765,6,TerraGold,Blue_Blue_Eye,TankTopYellow,StarFrame,CustodianHelmet,Cuban
2000,TezLynx #2000,1212,128.5560053609113,6,CarnationPink,Brown_Blue_Eye,PoloBlue,AviatorGrey,RedPunk,Bubblegum
2541,TezLynx #2541,1213,128.52202477772587,6,CarnationPink,Blue_Blue_Eye,HoodieBlue,AviatorGrey,ElfHat,Angry
3268,TezLynx #3268,1214,128.50873682974515,6,Maize,LavaLynx,Suit,SkiGogglesGreen,PoliceCap,Smile
3073,TezLynx #3073,1215,128.50418294725475,6,RoyalPurple,Brown_Red_Eye,Sailor,SkiGogglesGreen,StrippedBeanie,Cigar
538,TezLynx #538,1216,128.4788949662283,6,BlackCurrant,Green_Green_Eye,LabCoat,StarFrame,BlueBeanie,WoodenPipe
2955,TezLynx #2955,1217,128.45229486382175,6,BlackCurrant,Green_Green_Eye,TeeGrey,SkiGogglesPurple,ElfHat,WoodenPipe
3271,TezLynx #3271,1218,128.44934075609785,6,QuickSilver,Brown_Blue_Eye,TeeGrey,StarFrame,PoliceCap,Cigar
3316,TezLynx #3316,1219,128.42783701767348,6,Tangerine,Blue_Green_Eye,Tux,HalfframeGreen,Ushanka,Bubblegum
131,TezLynx #131,1220,128.4090682618509,6,BlueSky,Green_Red_Eye,TeeGrey,PinkShades,PurplePunk,Playful
3018,TezLynx #3018,1221,128.39154448623574,6,BoyBlue,Brown_Green_Eye,PoloRed,PinkShades,BlueBeanie,Playful
2522,TezLynx #2522,1222,128.36287927613782,6,OliveGreen,Green_Blue_Eye,Suit,RoundGlass,CustodianHelmet,Pizza
2098,TezLynx #2098,1223,128.3310292375639,6,CarnationPink,Green_Red_Eye,LabCoat,SkiGogglesRed,BlueMohawk,Smile
2961,TezLynx #2961,1224,128.30088265914708,6,SunGlow,Green_Red_Eye,PoloGreen,PinkShades,CowboyHat,Snarling
2927,TezLynx #2927,1225,128.2819371915944,6,BlueSky,Brown_Red_Eye,TeeCoverallYellow,HeartGlass,Pirate,Smile
214,TezLynx #214,1226,128.2461583578412,6,BoyBlue,Brown_Red_Eye,HoodieRed,Sunglass,GreenMohawk,Playful
2782,TezLynx #2782,1227,128.23634685036726,5,BlueSaphire,Blue_Red_Eye,Naked,,Tricorne,Snarling
3072,TezLynx #3072,1228,128.19130131590978,6,CarnationPink,CyborgGreen,PrisonSuit,PinkShades,AsianHat,WoodenPipe
3262,TezLynx #3262,1229,128.13236120636307,6,CrimsonRed,Green_Blue_Eye,VestBrown,ReadingGlassBlue,ElfHat,Pizza
2508,TezLynx #2508,1230,128.13208322101806,6,Inchworm,Brown_Blue_Eye,TeeGrey,HalfframePurple,RedPunk,Cuban
2768,TezLynx #2768,1231,128.12982576908882,6,ElectricViolet,Green_Blue_Eye,PoloBlue,Sunglass,CowboyHat,Smile
2372,TezLynx #2372,1232,128.0965026990802,6,QuickSilver,Blue_Green_Eye,PoloBlack,SkiGogglesPurple,ElfHat,SmokingPipe
2384,TezLynx #2384,1233,128.07445378640614,6,Inchworm,Green_Blue_Eye,PoloBlue,Sunglass,GreenMohawk,Snarling
3199,TezLynx #3199,1234,128.0436756862577,6,BlackCurrant,Brown_Green_Eye,SlevelessTeePurple,StarFrame,TopHat,Cuban
1869,TezLynx #1869,1235,128.040099625704,6,ElectricViolet,Brown_Red_Eye,HoodieRed,Sunglass,BlueBeanie,Angry
2449,TezLynx #2449,1236,128.03740545860575,6,MadderLake,Brown_Green_Eye,LabCoat,SkiGogglesRed,GreenPunk,Bubblegum
1916,TezLynx #1916,1237,128.0153423291655,6,SunGlow,Brown_Blue_Eye,PoloBlue,RoundGlass,Ushanka,Smile
3152,TezLynx #3152,1238,128.0090823593646,6,VioletBlue,Blue_Red_Eye,SlevelessTeeRed,HeartGlass,RedPunk,Smile
1866,TezLynx #1866,1239,127.96473233298914,6,Jet,Blue_Blue_Eye,TeeGrey,SkiGogglesGreen,PoliceCap,Smile
173,TezLynx #173,1240,127.87596635468634,6,RoyalPurple,Green_Red_Eye,TankTopOrange,RoundGlass,PoliceCap,SmokingPipe
2996,TezLynx #2996,1241,127.83394580193384,6,TerraGold,Blue_Green_Eye,SlevelessTeeRed,SkiGogglesGreen,PoliceCap,Angry
225,TezLynx #225,1242,127.81562519894416,6,VioletBlue,CyborgGreen,HoodieGreen,SkiGogglesGreen,StrippedBeanie,Bubblegum
601,TezLynx #601,1243,127.81248799716693,6,CrimsonRed,Blue_Blue_Eye,Naked,SkiGogglesPurple,PurpleBeanie,SmokingPipe
2407,TezLynx #2407,1244,127.80259191264464,6,BoyBlue,Green_Green_Eye,PoloRed,Sunglass,BrownBeanie,SmokingPipe
2777,TezLynx #2777,1245,127.77717590409665,6,Bittersweet,Green_Green_Eye,VestGreen,RoundGlass,Fez,Playful
2317,TezLynx #2317,1246,127.74922418727756,6,Inchworm,Green_Blue_Eye,PoloBlue,AviatorGrey,PurplePunk,Cuban
3077,TezLynx #3077,1247,127.73433241785878,6,Inchworm,Green_Green_Eye,TeeGrey,HalfframePurple,GreenPunk,Pizza
2704,TezLynx #2704,1248,127.70184314239653,6,VioletBlue,Green_Blue_Eye,PoloBlue,Sunglass,Chef,Playful
2298,TezLynx #2298,1249,127.67213815566157,6,BlackCurrant,Green_Blue_Eye,SlevelessTeePurple,SkiGogglesGreen,PropHat,SmokingPipe
2788,TezLynx #2788,1250,127.6495398975487,6,ElectricViolet,ZombieLynx,TankTopYellow,RoundGlass,GreenBeanie,ZombieMouth
2162,TezLynx #2162,1251,127.62867069673979,6,VioletBlue,Brown_Blue_Eye,VestBrown,ReadingGlassBlue,Pirate,WoodenPipe
2900,TezLynx #2900,1252,127.6202765183334,6,VioletBlue,Blue_Red_Eye,PoloGreen,ReadingGlassGrey,SeaCapt,Smile
2023,TezLynx #2023,1253,127.61152930028753,6,BlueSaphire,Green_Red_Eye,HoodieRed,HalfframeOrange,PoliceCap,Smile
2504,TezLynx #2504,1254,127.601889688526,6,BoyBlue,Green_Green_Eye,Suit,ReadingGlassGrey,CustodianHelmet,WoodenPipe
3329,TezLynx #3329,1255,127.60004739077652,6,Jet,Blue_Green_Eye,HoodieRed,AviatorGrey,GreenPunk,Bubblegum
392,TezLynx #392,1256,127.58879227547781,6,CrimsonRed,Green_Green_Eye,PoloGreen,PinkShades,GreenMohawk,Angry
2993,TezLynx #2993,1257,127.52946585801632,6,Maize,Brown_Blue_Eye,TankTopOrange,HeartGlass,WildWest,Cigar
2939,TezLynx #2939,1258,127.52659557672327,6,CarnationPink,CyborgBlue,TankTopYellow,SkiGogglesGreen,AsianHat,Pizza
43,TezLynx #43,1259,127.48582782951235,6,SeaGreen,Green_Blue_Eye,TeeBlue,SkiGogglesPurple,WildWest,SmokingPipe
3194,TezLynx #3194,1260,127.47015364694214,6,Tangerine,Green_Green_Eye,Tux,ReadingGlassGrey,WildWest,Pizza
111,TezLynx #111,1261,127.46564367397319,6,VioletBlue,Blue_Blue_Eye,SlevelessTeeRed,Sunglass,PurplePunk,SmokingPipe
299,TezLynx #299,1262,127.45693622688944,6,BlueSky,Brown_Red_Eye,Naked,AviatorPurple,TopHat,Cigar
3238,TezLynx #3238,1263,127.45222310156812,6,BlueSky,Brown_Green_Eye,TankTopYellow,ReadingGlassBlue,Fez,Smile
2710,TezLynx #2710,1264,127.43996216765629,6,Bittersweet,Brown_Red_Eye,SlevelessTeeGreen,SkiGogglesRed,WildWest,Playful
2884,TezLynx #2884,1265,127.42909164461405,6,Maize,Brown_Red_Eye,PoloBlue,AviatorGrey,PurpleBeanie,Smile
3172,TezLynx #3172,1266,127.41131973218747,6,QuickSilver,Green_Red_Eye,HoodieBlue,PinkShades,TopHat,Cuban
2046,TezLynx #2046,1267,127.39187927678606,6,TerraGold,Blue_Green_Eye,Suit,SkiGogglesPurple,ElfHat,Cuban
452,TezLynx #452,1268,127.36955309661774,6,OliveGreen,Blue_Blue_Eye,HoodieRed,ReadingGlassGrey,BlueBeanie,Cigar
2224,TezLynx #2224,1269,127.35373058073323,6,VioletBlue,Blue_Red_Eye,TeeCoverallWhite,AviatorGrey,BrownBeanie,Cuban
2350,TezLynx #2350,1270,127.34670779843182,6,Tangerine,Green_Blue_Eye,Tux,SkiGogglesRed,PoliceCap,Smile
2574,TezLynx #2574,1271,127.32613015582575,6,Tangerine,Brown_Green_Eye,Suit,StarFrame,WildWest,Cigar
336,TezLynx #336,1272,127.28392986782364,6,Bittersweet,Blue_Red_Eye,LabCoat,HalfframePurple,BlueBeanie,SmokingPipe
2810,TezLynx #2810,1273,127.27464050475405,6,Inchworm,Blue_Green_Eye,PoloBlue,PinkShades,CowboyHat,Playful
3332,TezLynx #3332,1274,127.26937502272014,6,CarnationPink,Brown_Blue_Eye,Sailor,HeartGlass,Chef,Playful
2851,TezLynx #2851,1275,127.26285969517149,6,BlueSaphire,Blue_Blue_Eye,Naked,SkiGogglesGreen,ElfHat,WoodenPipe
2984,TezLynx #2984,1276,127.2398830151875,6,SunGlow,Brown_Blue_Eye,HoodieBlue,HalfframePurple,TopHat,Angry
