ID,Name,Rank,Rarity_Score,Attributes,Background,Beak Color,Chest,Clothes,Eye,Feathers,Glasses,Hat,Holding In Beak,Holding In Foot,One of One
6203,Parrotz #6203,3796,111.91801546865054,10,80s Retro Palm,White,Diamond Necklace,Hoodie,Surprised,Blue,Steampunk Glasses,Beret,Pipe,Saber,
8628,Parrotz #8628,3797,111.90886623439687,10,Matrix,Red,Tie,HawaianShirt,Demonic,Green,Heart Sunglasses,Newsboy,Lollipop Candy,Axe Hammer,
581,Parrotz #581,3798,111.90770679076164,10,Red Lasers,White,Pharaoh Necklace,Picasso Shirt,Surprised,Green,Monocle,Panama,Joint,Dice,
7415,Parrotz #7415,3799,111.89277579263258,10,Checker Tunnel,White,Bowtie,Picasso Shirt,Angry,White,Heart Sunglasses,Disco Hair,Nose Ring,Thanos Gauntlet,
7257,Parrotz #7257,3800,111.8896272846256,10,Boom,White,Diamond Necklace,HawaianShirt,Basic,Purple,Eye Patch,Boater,Lollipop Candy,Thanos Gauntlet,
2172,Parrotz #2172,3801,111.87869283332081,10,Disco Lights,Black,Diamond Necklace,Hoodie,Demonic,Green,Monocle,Ruffled Feathers,Lollipop Candy,Magic Lamp,
4579,Parrotz #4579,3802,111.86837429090006,10,Sun Palm Beach,Light Green,Gemstone Necklace,Tuxido,Demonic,Yellow,Rayban Sunglasses,Boater,Lollipop Candy,Map,
2378,Parrotz #2378,3803,111.86666874956789,10,Sun Palm Beach,White,Diamond Necklace,SleevlessShirt,Basic,Red,Steampunk Glasses,Trapper Hat,Nose Ring,Map,
3481,Parrotz #3481,3804,111.86504733462046,10,Checker Tunnel,White over Black,Gold Chain,Hoodie,Red Glow,Green,Rayban Sunglasses,Panama,Cigar,Cash,
2659,Parrotz #2659,3805,111.84935642535942,10,Storm,Orange,Tie,SleevlessShirt,Basic,Red,Heart Sunglasses,Boater,Lollipop Candy,Axe Hammer,
3361,Parrotz #3361,3806,111.84401501978205,10,Palm Road,Black,Gold Chain,SleevlessShirt,Red Glow,Green,Heart Sunglasses,Panama,Joint,Dice,
4971,Parrotz #4971,3807,111.83266161634575,10,Wave,White over Black,Bowtie,SleevlessShirt,Sleepy,Cyan Blue,Neon Party Glasses,Backwards Hat,Lollipop Candy,Dice,
7260,Parrotz #7260,3808,111.8316251831556,10,Matrix,Orange,Gemstone Necklace,Military Jacket,Demonic,Yellow,Rayban Sunglasses,Panama,Pipe,Map,
4121,Parrotz #4121,3809,111.82893361324986,10,Pyramid Palm Sun,Black,Yoda Necklace,SleevlessShirt,Surprised,White,Heart Sunglasses,Straw Hat,Lollipop Candy,Telescope,
2581,Parrotz #2581,3810,111.80411714002864,10,80s Retro Palm,Orange,Bamboo Necklace,SleevlessShirt,Sleepy,White,Rayban Sunglasses,Boater,Pipe,Saber,
4532,Parrotz #4532,3811,111.79403704607692,10,Equations,White,Tie,Picasso Shirt,Sleepy,Green,Monocle,Backwards Hat,Gold Token,Saber,
7501,Parrotz #7501,3812,111.78365907055942,10,Energy,Light Green,Bowtie,SleevlessShirt,Surprised,Cyan Blue,Monocle,Trapper Hat,Lollipop Candy,Cash,
4586,Parrotz #4586,3813,111.78350221250491,10,Palm Road,White,Gemstone Necklace,Hoodie,Sleepy,Yellow,Deal With It Glasses,Cowboy Hat,Whistle,Axe Hammer,
3444,Parrotz #3444,3814,111.78163770257589,10,Pyramid Palm Sun,White,Pharaoh Necklace,Hoodie,Hypnotised,Blue,Heart Sunglasses,Trapper Hat,Lollipop Candy,Saber,
6915,Parrotz #6915,3815,111.78095260268067,10,Starbursts,Light Green,Tie,SleevlessShirt,Confused,Red,Rayban Sunglasses,Cowboy Hat,Cigar,Saber,
4482,Parrotz #4482,3816,111.76730560838628,10,Equations,Red,Gemstone Necklace,HawaianShirt,Demonic,Blue,Monocle,Straw Hat,Lollipop Candy,Map,
5877,Parrotz #5877,3817,111.76624963410421,10,Energy,White,Diamond Necklace,Hoodie,Sleepy,Dark Blue,Rayban Sunglasses,Mortar Board,Nose Ring,Cash,
6535,Parrotz #6535,3818,111.76348285516434,10,Equations,Orange,Pharaoh Necklace,Leather Biker Jacket,Sleepy,Cyan Blue,Heart Sunglasses,Crown,Nose Ring,Saber,
8543,Parrotz #8543,3819,111.75833508289193,10,Sun Palm Beach,Red,Bamboo Necklace,HawaianShirt,Sleepy,Cyan Blue,Deal With It Glasses,Party Hat,Cigar,Axe Hammer,
6227,Parrotz #6227,3820,111.75028327386782,10,Palm Road,Orange,Tie,Picasso Shirt,Confused,Green,Steampunk Glasses,Viking Hat,Lollipop Candy,Dice,
6308,Parrotz #6308,3821,111.74941551711872,10,Wave,Red,Tie,HawaianShirt,Red Glow,White,Steampunk Glasses,Trapper Hat,Lollipop Candy,Telescope,
5846,Parrotz #5846,3822,111.74681360819982,10,Rome,White,Diamond Necklace,Military Jacket,Sleepy,White,Monocle,Ruffled Feathers,Lollipop Candy,Saber,
2216,Parrotz #2216,3823,111.73923689791006,10,Wave,Light Green,Pharaoh Necklace,Military Jacket,Confused,Cyan Blue,Deal With It Glasses,Cowboy Hat,Pipe,Thanos Gauntlet,
4947,Parrotz #4947,3824,111.73298037697488,10,Glitch,Light Green,Diamond Necklace,HawaianShirt,Hypnotised,Orange,Deal With It Glasses,Backwards Hat,Lollipop Candy,Saber,
9083,Parrotz #9083,3825,111.72116030449514,10,Sun Palm Beach,White,Gemstone Necklace,Tuxido,Surprised,Green,Deal With It Glasses,Beret,Nose Ring,Dice,
7036,Parrotz #7036,3826,111.71701314590514,10,Red Lasers,White,Pharaoh Necklace,SleevlessShirt,Red Glow,Orange,Heart Sunglasses,Party Hat,Lollipop Candy,Golden Cobra Cane,
6225,Parrotz #6225,3827,111.71690423653507,10,Starbursts,Black,Titanic Movie Necklace,Hoodie,Surprised,Cyan Blue,Rayban Sunglasses,Cowboy Hat,Joint,Telescope,
2622,Parrotz #2622,3828,111.71614634144116,10,Equations,Light Green,Bamboo Necklace,Leather Biker Jacket,Surprised,Green,Deal With It Glasses,Vizor,Lollipop Candy,Thanos Gauntlet,
6349,Parrotz #6349,3829,111.70921476408472,10,Disco Lights,Black,Tie,Tuxido,Basic,Red,Neon Party Glasses,Backwards Hat,Nose Ring,Map,
6525,Parrotz #6525,3830,111.70873675399484,10,Palm Road,White,Pharaoh Necklace,SleevlessShirt,Sleepy,White,Monocle,Beret,Cigar,Dice,
933,Parrotz #933,3831,111.70845103468497,10,Palm Road,Black,Diamond Necklace,SleevlessShirt,Basic,Blue,Neon Party Glasses,Backwards Hat,Cigar,Golden Cobra Cane,
961,Parrotz #961,3832,111.70735301858228,10,Sequence,Orange,Diamond Necklace,SleevlessShirt,Sleepy,White,Neon Party Glasses,Cowboy Hat,Lollipop Candy,Thanos Gauntlet,
6136,Parrotz #6136,3833,111.70647615237641,10,Checker Tunnel,Black,Bowtie,SleevlessShirt,Basic,Blue,Rayban Sunglasses,Space Helmet,Joint,Map,
7003,Parrotz #7003,3834,111.68291587008993,10,80s Retro Palm,Black,Bamboo Necklace,SleevlessShirt,Demonic,White,Monocle,Trapper Hat,Lollipop Candy,Thanos Gauntlet,
6180,Parrotz #6180,3835,111.67540710397157,10,Red Lasers,Orange,Diamond Necklace,HawaianShirt,Surprised,Blue,Heart Sunglasses,Beret,Lollipop Candy,Map,
9149,Parrotz #9149,3836,111.6717873629912,10,Starbursts,Red,Gemstone Necklace,SleevlessShirt,Demonic,White,Steampunk Glasses,Halo,Joint,Map,
9107,Parrotz #9107,3837,111.66800811661975,10,Glitch,White over Black,Tie,Picasso Shirt,Demonic,Blue,Monocle,Newsboy,Lollipop Candy,Cash,
2032,Parrotz #2032,3838,111.64632675427785,10,Pyramid Palm Sun,Red,Pharaoh Necklace,SleevlessShirt,Sleepy,Dark Blue,Heart Sunglasses,Boater,Cigar,Axe Hammer,
7811,Parrotz #7811,3839,111.63176692980304,10,Energy,Black,Gemstone Necklace,SleevlessShirt,Confused,Orange,Deal With It Glasses,Disco Hair,Pizza,Indiana Jones Whip,
9870,Parrotz #9870,3840,111.6276135426405,10,Storm,White,Diamond Necklace,Hoodie,Hypnotised,Purple,Neon Party Glasses,Boater,Pipe,Thanos Gauntlet,
2400,Parrotz #2400,3841,111.61753822607896,10,Storm,Orange,Gemstone Necklace,SleevlessShirt,Sleepy,Purple,Neon Party Glasses,Beret,Pipe,Thanos Gauntlet,
6848,Parrotz #6848,3842,111.6171224688411,10,Sun Palm Beach,Black,Gold Chain,Picasso Shirt,Surprised,Red,Monocle,Crown,Pipe,Axe Hammer,
1375,Parrotz #1375,3843,111.61139887877405,10,Pyramid Palm Sun,Black,Bowtie,SleevlessShirt,Red Glow,White,Eye Patch,Newsboy,Lollipop Candy,Cash,
1289,Parrotz #1289,3844,111.59689031282885,10,Starbursts,Orange,Tie,SleevlessShirt,Angry,Purple,Heart Sunglasses,Disco Hair,Lollipop Candy,Dice,
5866,Parrotz #5866,3845,111.59542990136846,10,Palm Road,Orange,Tie,HawaianShirt,Surprised,White,Deal With It Glasses,Viking Hat,Pipe,Dice,
7264,Parrotz #7264,3846,111.58664180484607,10,Palm Road,Light Green,Pharaoh Necklace,SleevlessShirt,Confused,Green,Heart Sunglasses,Straw Hat,Lollipop Candy,Cash,
1503,Parrotz #1503,3847,111.58213100780131,10,Storm,Red,Bowtie,Tuxido,Sleepy,Green,Steampunk Glasses,Boater,Cigar,Saber,
7763,Parrotz #7763,3848,111.58195625353152,10,Wave,Orange,Diamond Necklace,HawaianShirt,Surprised,Blue,Neon Party Glasses,Viking Hat,Cigar,Axe Hammer,
4811,Parrotz #4811,3849,111.57325669560963,10,Rome,White,Bowtie,SleevlessShirt,Red Glow,Purple,Monocle,Panama,Lollipop Candy,Thanos Gauntlet,
2630,Parrotz #2630,3850,111.5533737695949,10,Pyramid Palm Sun,Black,Yoda Necklace,SleevlessShirt,Sleepy,Cyan Blue,Rayban Sunglasses,Space Helmet,Pipe,Thanos Gauntlet,
1432,Parrotz #1432,3851,111.54471852791598,10,Starbursts,Orange,Diamond Necklace,SleevlessShirt,Confused,Orange,Deal With It Glasses,Space Helmet,Lollipop Candy,Dice,
7164,Parrotz #7164,3852,111.5405797658639,10,Checker Tunnel,Black,Tie,Picasso Shirt,Basic,Dark Blue,Deal With It Glasses,Top Hat,Pipe,Cash,
3125,Parrotz #3125,3853,111.54027211515067,10,Matrix,White,Gemstone Necklace,SleevlessShirt,Sleepy,Yellow,Monocle,Trapper Hat,Cigar,Thanos Gauntlet,
230,Parrotz #230,3854,111.5394971250226,10,Wave,Black,Gemstone Necklace,Picasso Shirt,Basic,Purple,Eye Patch,Vizor,Joint,Cash,
9305,Parrotz #9305,3855,111.53022703950342,10,80s Retro Palm,Orange,Tie,SleevlessShirt,Red Glow,Green,Deal With It Glasses,Beret,Pipe,Cash,
2401,Parrotz #2401,3856,111.49822868778566,10,Sequence,Black,Tie,HawaianShirt,Red Glow,Yellow,Rayban Sunglasses,Disco Hair,Lollipop Candy,Cash,
3331,Parrotz #3331,3857,111.49476781063825,10,Equations,White,Pharaoh Necklace,Hoodie,Basic,Yellow,Deal With It Glasses,Boat Captain,Cigar,Axe Hammer,
5336,Parrotz #5336,3858,111.47241312942822,10,Sun Palm Beach,White over Black,Gemstone Necklace,SleevlessShirt,Basic,Dark Blue,Rayban Sunglasses,Boat Captain,Pipe,Telescope,
9081,Parrotz #9081,3859,111.46981319000297,10,Energy,Orange,Titanic Movie Necklace,SleevlessShirt,Red Glow,White,Eye Patch,Cowboy Hat,Nose Ring,Telescope,
1362,Parrotz #1362,3860,111.45714230747707,10,Palm Road,Orange,Tie,Picasso Shirt,Red Glow,Purple,Steampunk Glasses,Cowboy Hat,Gold Token,Axe Hammer,
8565,Parrotz #8565,3861,111.4538292506788,10,Palm Road,White,Gold Chain,Picasso Shirt,Demonic,Blue,Deal With It Glasses,Party Hat,Gold Token,Telescope,
2019,Parrotz #2019,3862,111.43999276022507,10,Disco Lights,White,Pharaoh Necklace,Military Jacket,Red Glow,Green,Heart Sunglasses,Vizor,Gold Token,Axe Hammer,
730,Parrotz #730,3863,111.43890387884964,10,Pyramid Palm Sun,Black,Pharaoh Necklace,SleevlessShirt,Basic,Blue,Eye Patch,Boater,Pipe,Cash,
2686,Parrotz #2686,3864,111.43392845453434,10,Palm Road,White,Bamboo Necklace,SleevlessShirt,Sleepy,Blue,Deal With It Glasses,Party Hat,Pizza,Telescope,
5378,Parrotz #5378,3865,111.4213846354979,10,80s Retro Palm,Black,Tie,Picasso Shirt,Red Glow,White,Steampunk Glasses,Mortar Board,Cigar,Telescope,
9817,Parrotz #9817,3866,111.41276013065938,10,Storm,Orange,Gemstone Necklace,Leather Biker Jacket,Surprised,Purple,Deal With It Glasses,Newsboy,Lollipop Candy,Map,
8187,Parrotz #8187,3867,111.41227573400727,10,Red Lasers,White,Gemstone Necklace,HawaianShirt,Basic,Purple,Rayban Sunglasses,Beret,Nose Ring,Saber,
4708,Parrotz #4708,3868,111.39549400367282,10,Starbursts,Orange,Yoda Necklace,HawaianShirt,Demonic,Cyan Blue,Monocle,Backwards Hat,Nose Ring,Saber,
5059,Parrotz #5059,3869,111.39434079941938,10,Matrix,Black,Pharaoh Necklace,SleevlessShirt,Surprised,Dark Blue,Steampunk Glasses,Boat Captain,Pizza,Cash,
1204,Parrotz #1204,3870,111.38659374476256,10,Matrix,Orange,Pharaoh Necklace,Tuxido,Red Glow,White,Neon Party Glasses,Boater,Pipe,Dice,
4936,Parrotz #4936,3871,111.38503334819778,10,Storm,Orange,Pharaoh Necklace,SleevlessShirt,Surprised,Yellow,Monocle,Top Hat,Lollipop Candy,Thanos Gauntlet,
2779,Parrotz #2779,3872,111.36754017346404,10,Pyramid Palm Sun,Orange,Titanic Movie Necklace,Tuxido,Red Glow,Green,Deal With It Glasses,Crown,Pipe,Thanos Gauntlet,
7460,Parrotz #7460,3873,111.35280548202628,10,Wave,White,Bowtie,Leather Biker Jacket,Surprised,Green,Rayban Sunglasses,Straw Hat,Nose Ring,Map,
5930,Parrotz #5930,3874,111.34852624764646,10,Storm,Black,Gemstone Necklace,SleevlessShirt,Demonic,Blue,Deal With It Glasses,Vizor,Cigar,Magic Lamp,
4140,Parrotz #4140,3875,111.32968217024785,10,Wave,Orange,Bamboo Necklace,Picasso Shirt,Sleepy,Purple,Neon Party Glasses,Panama,Cigar,Axe Hammer,
8486,Parrotz #8486,3876,111.31967965766374,10,Checker Tunnel,Black,Gold Chain,HawaianShirt,Hypnotised,Green,Steampunk Glasses,Straw Hat,Lollipop Candy,Thanos Gauntlet,
1717,Parrotz #1717,3877,111.31684246892554,10,Bills,Orange,Pharaoh Necklace,SleevlessShirt,Sleepy,Dark Blue,Monocle,Cowboy Hat,Pipe,Thanos Gauntlet,
9012,Parrotz #9012,3878,111.3117432769723,10,Starbursts,Black,Gemstone Necklace,Military Jacket,Sleepy,Green,Steampunk Glasses,Boater,Cigar,Cash,
86,Parrotz #86,3879,111.30935330432499,10,Equations,Black,Tie,HawaianShirt,Demonic,Purple,Eye Patch,Crown,Cigar,Telescope,
6201,Parrotz #6201,3880,111.29861599819274,10,Glitch,Light Green,Bamboo Necklace,Picasso Shirt,Basic,Blue,Heart Sunglasses,Crown,Lollipop Candy,Thanos Gauntlet,
823,Parrotz #823,3881,111.29776435854852,10,Energy,Black,Gold Chain,SleevlessShirt,Basic,Purple,Monocle,Beret,Nose Ring,Thanos Gauntlet,
4674,Parrotz #4674,3882,111.29152629402412,10,Checker Tunnel,White,Titanic Movie Necklace,Tuxido,Basic,Orange,Deal With It Glasses,Halo,Nose Ring,Dice,
3761,Parrotz #3761,3883,111.2874993235063,10,Starbursts,White,Diamond Necklace,Leather Biker Jacket,Confused,Green,Rayban Sunglasses,Disco Hair,Pipe,Golden Cobra Cane,
5353,Parrotz #5353,3884,111.2847663096222,10,Red Lasers,White,Bamboo Necklace,SleevlessShirt,Confused,Blue,Deal With It Glasses,Disco Hair,Joint,Saber,
9463,Parrotz #9463,3885,111.27834414715264,10,Palm Road,Orange,Diamond Necklace,Hoodie,Red Glow,Dark Blue,Monocle,Trapper Hat,Cigar,Cash,
8244,Parrotz #8244,3886,111.26723033017711,10,Disco Lights,Orange,Bamboo Necklace,SleevlessShirt,Surprised,Blue,Rayban Sunglasses,Newsboy,Lollipop Candy,Telescope,
3134,Parrotz #3134,3887,111.2651468457701,10,Sequence,White,Bowtie,SleevlessShirt,Surprised,White,Rayban Sunglasses,Halo,Cigar,Cash,
4975,Parrotz #4975,3888,111.26121438614099,10,Checker Tunnel,White over Black,Diamond Necklace,HawaianShirt,Demonic,Blue,Neon Party Glasses,Panama,Pipe,Map,
476,Parrotz #476,3889,111.26095682520693,10,Boom,Black,Tie,SleevlessShirt,Basic,Purple,Steampunk Glasses,Trapper Hat,Lollipop Candy,Indiana Jones Whip,
7551,Parrotz #7551,3890,111.25141505733663,10,Palm Road,Black,Titanic Movie Necklace,SleevlessShirt,Surprised,Cyan Blue,Deal With It Glasses,Newsboy,Lollipop Candy,Dice,
4802,Parrotz #4802,3891,111.24149341278427,10,Rome,Black,Bowtie,Leather Biker Jacket,Sleepy,Blue,Rayban Sunglasses,Vizor,Lollipop Candy,Telescope,
9291,Parrotz #9291,3892,111.2407864705957,10,Boom,Black,Tie,Hoodie,Angry,Cyan Blue,Heart Sunglasses,Ruffled Feathers,Nose Ring,Saber,
881,Parrotz #881,3893,111.23470784403848,10,Bills,White,Gemstone Necklace,SleevlessShirt,Basic,Blue,Eye Patch,Ruffled Feathers,Lollipop Candy,Saber,
7451,Parrotz #7451,3894,111.22518945732452,10,Bills,Black,Pharaoh Necklace,HawaianShirt,Surprised,Cyan Blue,Deal With It Glasses,Cowboy Hat,Nose Ring,Saber,
9895,Parrotz #9895,3895,111.21939746456785,10,Energy,White,Gemstone Necklace,Hoodie,Confused,White,Heart Sunglasses,Beret,Lollipop Candy,Thanos Gauntlet,
8961,Parrotz #8961,3896,111.21512247695095,10,Starbursts,Black,Bamboo Necklace,Hoodie,Sleepy,Green,Deal With It Glasses,Space Helmet,Lollipop Candy,Axe Hammer,
6026,Parrotz #6026,3897,111.21293415203236,10,Glitch,White,Yoda Necklace,Tuxido,Sleepy,Cyan Blue,Heart Sunglasses,Space Helmet,Lollipop Candy,Dice,
5269,Parrotz #5269,3898,111.21175551579073,10,Wave,Black,Tie,SleevlessShirt,Sleepy,Green,Neon Party Glasses,Boater,Whistle,Telescope,
9260,Parrotz #9260,3899,111.20981706700947,10,Storm,Black,Yoda Necklace,SleevlessShirt,Sleepy,Green,Deal With It Glasses,Trapper Hat,Lollipop Candy,Map,
983,Parrotz #983,3900,111.20785137533282,10,Equations,Black,Tie,Leather Biker Jacket,Red Glow,Green,Rayban Sunglasses,Space Helmet,Lollipop Candy,Dice,
6760,Parrotz #6760,3901,111.20406800078575,10,Checker Tunnel,White,Diamond Necklace,Picasso Shirt,Red Glow,Green,Rayban Sunglasses,Beret,Cigar,Saber,
2023,Parrotz #2023,3902,111.19880024135429,10,Pyramid Palm Sun,White over Black,Diamond Necklace,Hoodie,Surprised,Dark Blue,Neon Party Glasses,Panama,Lollipop Candy,Axe Hammer,
2830,Parrotz #2830,3903,111.19393197202056,10,Starbursts,White,Gemstone Necklace,SleevlessShirt,Demonic,Green,Deal With It Glasses,Vizor,Cigar,Magic Lamp,
7279,Parrotz #7279,3904,111.19270323147796,10,Pyramid Palm Sun,White,Titanic Movie Necklace,Tuxido,Sleepy,Orange,Neon Party Glasses,Disco Hair,Pizza,Telescope,
3988,Parrotz #3988,3905,111.1874786722959,10,Wave,White over Black,Bamboo Necklace,Picasso Shirt,Surprised,Dark Blue,Heart Sunglasses,Ruffled Feathers,Lollipop Candy,Axe Hammer,
7676,Parrotz #7676,3906,111.1818540202319,10,Glitch,White,Diamond Necklace,Military Jacket,Confused,Red,Rayban Sunglasses,Panama,Nose Ring,Telescope,
5761,Parrotz #5761,3907,111.15708268732965,10,Pyramid Palm Sun,White,Bowtie,Military Jacket,Sleepy,Blue,Rayban Sunglasses,Viking Hat,Lollipop Candy,Map,
4000,Parrotz #4000,3908,111.15693111819682,10,Sun Palm Beach,Orange,Pharaoh Necklace,HawaianShirt,Basic,Blue,Deal With It Glasses,Boater,Whistle,Telescope,
2108,Parrotz #2108,3909,111.15149323150797,10,80s Retro Palm,Light Green,Diamond Necklace,SleevlessShirt,Demonic,Blue,Deal With It Glasses,Space Helmet,Lollipop Candy,Dice,
2880,Parrotz #2880,3910,111.12144812973588,10,Boom,Black,Bowtie,HawaianShirt,Demonic,White,Heart Sunglasses,Turban,Joint,Cash,
3793,Parrotz #3793,3911,111.10905048879745,10,Glitch,White,Diamond Necklace,SleevlessShirt,Demonic,Green,Rayban Sunglasses,Viking Hat,Gold Token,Telescope,
5565,Parrotz #5565,3912,111.1089178076453,10,Glitch,Red,Diamond Necklace,Picasso Shirt,Basic,Blue,Deal With It Glasses,Top Hat,Lollipop Candy,Saber,
4646,Parrotz #4646,3913,111.07905369867825,10,Disco Lights,White,Bowtie,Tuxido,Demonic,Cyan Blue,Steampunk Glasses,Beret,Lollipop Candy,Telescope,
2177,Parrotz #2177,3914,111.07485939952787,10,Checker Tunnel,White,Tie,Tuxido,Surprised,Blue,Rayban Sunglasses,Beret,Nose Ring,Saber,
3628,Parrotz #3628,3915,111.06328415722056,10,Wave,White,Diamond Necklace,Leather Biker Jacket,Demonic,Green,Deal With It Glasses,Disco Hair,Joint,Dice,
6446,Parrotz #6446,3916,111.05305793927447,10,Matrix,White,Diamond Necklace,Hoodie,Surprised,Blue,Rayban Sunglasses,Boater,Pizza,Map,
3488,Parrotz #3488,3917,111.03436715990007,10,Palm Road,Black,Pharaoh Necklace,SleevlessShirt,Basic,Cyan Blue,Rayban Sunglasses,Space Helmet,Pizza,Dice,
651,Parrotz #651,3918,111.02917367859745,10,Sequence,Black,Gold Chain,SleevlessShirt,Surprised,Green,Deal With It Glasses,Halo,Lollipop Candy,Cash,
2163,Parrotz #2163,3919,111.0262148398847,10,Pyramid Palm Sun,Orange,Bowtie,SleevlessShirt,Basic,Green,Steampunk Glasses,Mortar Board,Nose Ring,Axe Hammer,
1054,Parrotz #1054,3920,111.02312964193526,10,Checker Tunnel,Orange,Bowtie,HawaianShirt,Red Glow,Dark Blue,Rayban Sunglasses,Top Hat,Lollipop Candy,Axe Hammer,
7165,Parrotz #7165,3921,111.0174520538967,10,Matrix,Orange,Pharaoh Necklace,Picasso Shirt,Red Glow,Green,Steampunk Glasses,Halo,Pipe,Golden Cobra Cane,
8785,Parrotz #8785,3922,111.01392664514795,10,Starbursts,Red,Pharaoh Necklace,SleevlessShirt,Basic,Green,Deal With It Glasses,Space Helmet,Cigar,Dice,
7586,Parrotz #7586,3923,111.0137074954545,10,Red Lasers,White,Gold Chain,SleevlessShirt,Surprised,Orange,Steampunk Glasses,Straw Hat,Pipe,Saber,
6579,Parrotz #6579,3924,110.98673827917352,10,Equations,White,Tie,Picasso Shirt,Demonic,Blue,Steampunk Glasses,Top Hat,Pipe,Saber,
693,Parrotz #693,3925,110.9809612558018,10,Starbursts,Black,Bamboo Necklace,Hoodie,Hypnotised,Purple,Deal With It Glasses,Cowboy Hat,Nose Ring,Thanos Gauntlet,
7852,Parrotz #7852,3926,110.97772456212805,10,Pyramid Palm Sun,Black,Gold Chain,SleevlessShirt,Basic,Red,Deal With It Glasses,Crown,Cigar,Thanos Gauntlet,
946,Parrotz #946,3927,110.97771830771246,10,Pyramid Palm Sun,White,Diamond Necklace,Picasso Shirt,Basic,Cyan Blue,Eye Patch,Panama,Nose Ring,Dice,
4784,Parrotz #4784,3928,110.95873912337865,10,Pyramid Palm Sun,Light Green,Tie,Tuxido,Surprised,White,Deal With It Glasses,Boat Captain,Lollipop Candy,Cash,
4158,Parrotz #4158,3929,110.94845636985991,10,Checker Tunnel,Light Green,Tie,Military Jacket,Red Glow,Orange,Monocle,Ruffled Feathers,Cigar,Axe Hammer,
2896,Parrotz #2896,3930,110.94237920720073,10,Rome,White,Bamboo Necklace,SleevlessShirt,Basic,Green,Deal With It Glasses,Vizor,Lollipop Candy,Cash,
601,Parrotz #601,3931,110.94228123783653,10,Disco Lights,White,Gold Chain,Hoodie,Red Glow,Blue,Rayban Sunglasses,Beret,Lollipop Candy,Thanos Gauntlet,
6787,Parrotz #6787,3932,110.94065704692561,10,Red Lasers,Light Green,Pharaoh Necklace,SleevlessShirt,Surprised,Red,Monocle,Cowboy Hat,Cigar,Thanos Gauntlet,
7977,Parrotz #7977,3933,110.93979772800004,10,Disco Lights,Red,Gold Chain,Picasso Shirt,Surprised,Blue,Rayban Sunglasses,Halo,Lollipop Candy,Indiana Jones Whip,
231,Parrotz #231,3934,110.93270352729066,10,Palm Road,Light Green,Diamond Necklace,Tuxido,Confused,Purple,Monocle,Backwards Hat,Nose Ring,Telescope,
3445,Parrotz #3445,3935,110.92983455420305,10,Palm Road,White,Pharaoh Necklace,Hoodie,Sleepy,Purple,Neon Party Glasses,Beret,Lollipop Candy,Axe Hammer,
4272,Parrotz #4272,3936,110.92712743577542,10,Storm,Light Green,Gemstone Necklace,HawaianShirt,Sleepy,Yellow,Rayban Sunglasses,Vizor,Whistle,Saber,
775,Parrotz #775,3937,110.92102171574261,10,Energy,Orange,Bowtie,Picasso Shirt,Angry,Blue,Steampunk Glasses,Vizor,Lollipop Candy,Saber,
7047,Parrotz #7047,3938,110.91960375150089,10,Wave,Orange,Bowtie,SleevlessShirt,Basic,Blue,Heart Sunglasses,Newsboy,Lollipop Candy,Indiana Jones Whip,
4075,Parrotz #4075,3939,110.91684249932025,10,Storm,Black,Tie,Leather Biker Jacket,Surprised,Purple,Monocle,Boat Captain,Cigar,Thanos Gauntlet,
1221,Parrotz #1221,3940,110.91460304881387,10,Matrix,White,Tie,Picasso Shirt,Basic,Red,Neon Party Glasses,Crown,Lollipop Candy,Cash,
2295,Parrotz #2295,3941,110.91189924928538,10,Palm Road,Black,Diamond Necklace,HawaianShirt,Hypnotised,Cyan Blue,Rayban Sunglasses,Boat Captain,Pipe,Thanos Gauntlet,
8664,Parrotz #8664,3942,110.90281964782405,10,Glitch,White,Bowtie,HawaianShirt,Sleepy,Green,Deal With It Glasses,Straw Hat,Lollipop Candy,Golden Cobra Cane,
8005,Parrotz #8005,3943,110.90192022039993,10,Red Lasers,Black,Tie,Hoodie,Confused,Green,Heart Sunglasses,Panama,Joint,Thanos Gauntlet,
9384,Parrotz #9384,3944,110.90076764001562,10,Bills,Black,Pharaoh Necklace,HawaianShirt,Basic,Cyan Blue,Deal With It Glasses,Cowboy Hat,Nose Ring,Thanos Gauntlet,
7914,Parrotz #7914,3945,110.88941298782413,10,Matrix,Black,Diamond Necklace,SleevlessShirt,Confused,Orange,Steampunk Glasses,Newsboy,Pipe,Telescope,
8647,Parrotz #8647,3946,110.88122548823443,10,Energy,Black,Tie,Picasso Shirt,Demonic,Purple,Deal With It Glasses,Top Hat,Pipe,Telescope,
723,Parrotz #723,3947,110.88114745342847,10,Rome,Orange,Gold Chain,HawaianShirt,Basic,Green,Deal With It Glasses,Disco Hair,Pipe,Axe Hammer,
4306,Parrotz #4306,3948,110.87608228764658,10,Pyramid Palm Sun,White,Gold Chain,Picasso Shirt,Sleepy,Green,Monocle,Mortar Board,Lollipop Candy,Axe Hammer,
622,Parrotz #622,3949,110.84728691326127,10,Matrix,Orange,Pharaoh Necklace,Picasso Shirt,Red Glow,Cyan Blue,Deal With It Glasses,Trapper Hat,Nose Ring,Saber,
4693,Parrotz #4693,3950,110.84636274404147,10,Sun Palm Beach,Black,Pharaoh Necklace,SleevlessShirt,Surprised,Purple,Deal With It Glasses,Trapper Hat,Whistle,Map,
