ID,Name,Rank,Rarity_Score,Alpha,Attributes,Axel Mount,Background,Base Neck,Beta,Cheek Shield,Chest,Core Drive,Crest,Delta,Ears,Energy,Equipment,Firepower,Gamma,Head,Jaw nut,K9 Matrix,Lower Jaw,Neck,Nose,Prosternum,Psi,Shield Strength,Sigma,Single Body,Snout,Speed,Tech,Throat,Vision Tech,Withers,Zeta
376,Mekatron K9 #376,2850,813.4391778654101,,19,DiveMount,Ultramarineblue,,Beta,WaveTurretBay,,Protomatter,,,Mystique,16,InvisibleTurret,15,,,JsXTech,12,Honolu,,Crimson,,,11,,Byzanium,NanobotGenerator,05,07,,Eagle,,
4660,Mekatron K9 #4660,2851,813.287116619857,,19,Brushedcu,Queenblue,,,DoubleLayerdShield,,ReinforcedDeuterium,,,Andromedamk1,24,ArmorCrackerMK3,09,,,JsPMSTech,10,ForceJet,,HashCorp,,Psi,21,,Scarletred,IctrineGeneratorM4,06,22,,Kizzylabs,,
3880,Mekatron K9 #3880,2852,813.226671241457,,19,Greymetal,GreenLizard,,,OceanicCase,,StabilizingCore,,,Doubleplated,06,CoreBuster,14,,,JsScarlet,19,Titanforge,,JesonPak2,,,18,Sigma,Zeb2,AlphaLabs,07,11,,Kizzylabs,,
1651,Mekatron K9 #1651,2853,813.1158975683185,,19,Deeprose,Macaroni&Cheese,,,Darktech,,FieldInjection,,Delta,Plasmanix,12,InvisibleTurret,20,,,JsMeka,20,Mekabin,,JesonPak1,,,15,,TheBlues,NeutronReactor,21,12,,MultiVision,,
3717,Mekatron K9 #3717,2854,812.8863755545157,,19,Aero,Macaroni&Cheese,,,SpikeyMk2,,SolDrive,,,Chartreuse,16,ClokedTorpedo,09,,,Jdtech,17,ByxitBoy,,JesonPak1,,,19,Sigma,Inerton,IctrineGeneratorM4,15,20,,AlekseiRedEye,,
1688,Mekatron K9 #1688,2855,812.6301877117253,,19,LaserMount,Maroon,,,Superpink,,hexDrive,,Delta,Scarlet,25,SidePlasmaBeamerGen3,08,,,Keppel,15,Titanforge,,RastorNose,,,19,,Vizorian,AeroParticleGenerator,22,18,,Forcelabs,,
1559,Mekatron K9 #1559,2856,812.5688709955731,,19,Sepia,Orangeyellow,,,Darktech,,ReinforcedDeuterium,,Delta,Doubleplated,25,NeutrinoRailG,18,,,Aeroal,13,Mekabin,,BakerLimited,,,23,,Savagetech,Patspowergen,15,23,,EvGStern,,
752,Mekatron K9 #752,2857,812.513195521933,,19,EmraldMount,Taupe,,,Darktech,,Mk4Antimater,,,Goblin,24,SidePlasmaBeamer,11,Gamma,,Aeroal,24,Ghost,,MegaCOre,,,18,,Chlorophyte,RefractiveGenerator,12,17,,EvRStern,,
2856,Mekatron K9 #2856,2858,812.4326402309489,,19,PlutonianMount,Orangeyellow,,,Darkgreen,,AMHDrive,,,Scratched,08,Communicator,17,,,Jdtech,16,Flamethrower,,NazixCube,,,16,,Savagecrimson,StandardMekaGenMk4,21,12,,MultiVision,,Zeeta
3692,Mekatron K9 #3692,2859,812.4123568596332,,19,Peach,Hanblue,,,Laserlemon,,HyperStabalizing,,,Cargonite,24,CloakedPhotonCanon,12,,,Chiptech,20,HellF,,RastorNose,,,22,Sigma,AndromedaMk2,MekaGenMk1,08,18,,GreenLaser,,
2036,Mekatron K9 #2036,2860,812.0887920883882,,19,Royalyellow,Tangerine,,,Blush,,HaddarHyperCore,,Delta,Azulex,24,AACannon,15,,,Jonquil,07,KissofDeath,,SilionMTech,,,07,,Tigrus,AndromedaAlpha,19,16,,EvGStern,,
4595,Mekatron K9 #4595,2861,812.0193105103793,,19,KillerMount,Macaroni&Cheese,,,Darktech,,ReinforcedDeuterium,,,Cdgreen,19,InvisibleTurret,22,,,LockedNut,13,Shimmer,,NGtechmodel3,,Psi,25,,GoGreen,StandardGeneratorM5,23,11,,EvGStern,,
2679,Mekatron K9 #2679,2862,811.6351545522714,,19,KillerMount,Nadeshikopink,,,Brightyellow,,ReactorCoreDrive,,,Blue,18,ArmorCrackerMK2,15,,,Imperialred,15,ForceJet,,Valiant,,,12,,Pinkpanther,StandardMekaGenMk5,05,12,,TrippleRed,,Zeeta
4132,Mekatron K9 #4132,2863,811.4049650076321,,19,LauncherMount,QuickSilver,,,Bittersweet,,WarpDriveCore,,,Ivory,22,ConcealedPhaser,25,,,Jdtech,18,Ridgedtooth,,NGtechmodel3,,,12,Sigma,Savagecrimson,HalleyTwinHeated,24,13,,Alaxiantech,,
2037,Mekatron K9 #2037,2864,811.3595310213758,,19,Deeprose,Erin,,,Sinopia,,WarpDriveCore,,Delta,Chartreuse,19,SideHeadBuster,09,,,Aeroal,23,Lemtangtech,,RingTech,,,18,,GunnerW,OmegaParticleGenerator,07,19,,Cyborg,,
2741,Mekatron K9 #2741,2865,811.356342830104,,19,Deepskyblue,Vegasgold,,,HyperJet,,HyperStabalizing,,,AviraPurple,20,Chronitron Cannon,19,,,Plated,20,slyaluminum,,BlacksiteLabs,,,18,,Tiger,AndromedaAlpha,09,13,,Peace,,Zeeta
1963,Mekatron K9 #1963,2866,810.7306772738883,,19,PlutonianMount,SacramentoStategreen,,,Dazzled,,SpireCore,,Delta,Savagetech,13,InvisibleTurret,16,,,JsXTech,18,Mekabin,,MegaCOre,,,12,,Scarletred,GayaCorp,20,18,,DarkShade,,
4703,Mekatron K9 #4703,2867,810.485463685079,,19,LauncherMount,Macaroni&Cheese,,,Laserlemon,,Photomatter,,,Carborandum,09,ArmorCrackerMK4,10,,,Kobicha,12,Aero_ora,,NGtech,,Psi,12,,Cargonite,BrCopper,17,19,,EvRAnger,,
47,Mekatron K9 #47,2868,810.3359276066627,Alpha,19,RedOx,Tyrianpurple,,,Firebrick,,HyperStabalizing,,,Pearlesence,11,ArmorCrackerMK3,13,,,JsGunMetal,10,Carbon,,NGtech,,,13,,TheBlues,NanobotGenerator,09,22,,EvbSad,,
856,Mekatron K9 #856,2869,810.2218917600985,,19,Aero,Ultramarineblue,,,Cordovian,,SpireCore,,,Lavender,18,StingerMissile,16,Gamma,,LockedNut,16,Honolu,,JBGroupSense,,,20,,Scarletred,AeroParticleGenerator,21,18,,RedCrimson,,
633,Mekatron K9 #633,2870,810.0768049452229,,19,EmraldMount,Tangerine,,,Dazzled,,HiveDrive,,,Xanthous,18,ConcealedPhaser,16,Gamma,,Jonquil,09,Aero_ora,,BlacksiteLabs,,,13,,Snowy,Prussgreen,07,17,,EvRAnger,,
1885,Mekatron K9 #1885,2871,809.5356479707931,,19,AGMount,Seance,,,Firebrick,,StabilizingCore,,Delta,Pearlesence,20,RailGun,20,,,Rusteez,17,Jeggernaut,,CanvortLabs,,,12,,Tiger,AngelLabs,22,19,,Astratech,,
716,Mekatron K9 #716,2872,809.3933781274368,,19,DiveMount,Neonorange,,,Eminance,,NutrenoReactor,,,Novalie,18,SidePlasmaBeamerGen4,18,Gamma,,Oxblood,17,Ridgedtooth,,CanvortLabs,,,15,,Pinkpanther,GayaCorp,09,10,,PinkEye,,
3107,Mekatron K9 #3107,2873,809.367890144333,,19,Peach,Mediumvioletred,,,Brightyellow,,HyperStabalizing,,,Blue,18,SideCanon1,15,,,Outrageous,06,Shimmer,,BakerLimited,,,21,,Cargonite,StandardCooler,22,23,,BuyangLabs,,Zeeta
269,Mekatron K9 #269,2874,809.3599491418075,,19,RedOx,BabyPink,,Beta,Citron,,ReactorCoreDrive,,,Scratched,12,GreenRayTurret,07,,,Plated,11,Brighttech,,HashCorp,,,17,,AndromedaMk1,GayaCorp,19,06,,EvGStern,,
310,Mekatron K9 #310,2875,809.2352982299082,,19,Peach,QuickSilver,,Beta,Rufous,,HyperStabalizing,,,Hightech,14,SideHeadBuster,19,,,Carbon,07,Datacrunch,,Fiberwheels,,,12,,Crazytech,MajBParticleGenerator,20,07,,EvGStern,,
3922,Mekatron K9 #3922,2876,809.0004231174652,,19,Pumkin,Xanthous,,,Dazzled,,TacheonReactor,,,Brownee,07,CloakedPhotonCanon,15,,,Gunmetal,13,slyaluminum,,HashCorp,,,12,Sigma,Bolonium,StandardCooler,05,21,,DarkShade,,
4982,Mekatron K9 #4982,2877,808.5515534245973,,19,BrightMount,DarkBrown,,,Brushedcu,,AMHDrive,,,Brownee,21,ConcealedPhaser,17,,,Goblin,06,HellF,,SSCorp,,Psi,10,,Alientech,StandardParticleGenerator,11,09,,Passive,,
1912,Mekatron K9 #1912,2878,808.5113598359785,,19,SaphireMount,Gainsboro,,,Teal,,WarpDriveCore,,Delta,Gold,14,InvisibleTurret,06,,,Oxblood,07,Bevertech,,Crimson,,,16,,Chlorophyte,NanobotGenerator,14,18,,EvRAnger,,
299,Mekatron K9 #299,2879,808.2653600667356,,19,Peach,Kobi,,Beta,Carbon,,TacheonReactor,,,Plates,09,CoreBuster,11,,,Jdtech,07,Lemtangtech,,AeroTechz,,,11,,Plated,StandardCooler,18,07,,Kizzylabs,,
3624,Mekatron K9 #3624,2880,808.1461680193734,,19,Persianpink,Zomp,,,Cordovian,,HiveDrive,,,Proximitysensor,05,ArcCanon,07,,,Pear,12,Redgiant,,JMSlabs,,,09,Sigma,Atium,StandardMekaGenMk5,10,14,,EvRAnger,,
1794,Mekatron K9 #1794,2881,808.0231954839819,,19,LaserMount,QuickSilver,,,Jade,,FieldInjection,,Delta,Scratched,18,BlueRayTurret,24,,,Pear,18,Curvedbayo,,GhostTech,,,15,,BlackTez,NanobotGenerator,11,15,,RedCrimson,,
875,Mekatron K9 #875,2882,807.9500858396536,,19,Aero,Tuscan,,,SpikeyMk6,,HyperCharged,,,Novalie,16,SideHeadBuster,06,Gamma,,JsAzt,17,Soltech,,JesonPak2,,,19,,Netheranium,Brnztec,10,15,,RedCrimson,,
93,Mekatron K9 #93,2883,807.6684004386989,Alpha,19,Onyx,Copper,,,Firebrick,,EngineAphacentauri,,,Whitechip,23,SidePlasmaBeamer,22,,,Steel,13,LittleJoy,,NGtechmodel3,,,19,,Alientech,BinarySystemCoreMK4,16,11,,TrippleRed,,
1889,Mekatron K9 #1889,2884,807.3653540225997,,19,LauncherMount,Russianviolet,,,Bittersweet,,WarpDriveCore,,Delta,Scratched,22,SidePlasmaBeamer,14,,,JsXTech,15,Ghost,,SilionMTech,,,13,,Venus,MajBParticleGenerator,13,23,,EvRHappy,,
876,Mekatron K9 #876,2885,807.3394026190556,,19,Carribiangreen,QuickSilver,,,Favulous,,StabilizingCore,,,Doubleplated,10,ClokedTorpedo,15,Gamma,,Kobicha,25,Assimilated,,SellaWorks,,,14,,Makentite,NanobotGenerator,05,22,,Eveenorm,,
3763,Mekatron K9 #3763,2886,807.2387101256761,,19,Oldmauve,Falured,,,SpikeyMk6,,StabilizingCore,,,Brmex,08,InvisibleTurret,13,,,JsScarlet,13,Aero_ora,,NGtech,,,13,Sigma,Verterium,PlasmaDisruptorGenerator,13,15,,EvRAnger,,
74,Mekatron K9 #74,2887,807.1936545381449,Alpha,19,DiveMount,Viridian,,,DoubleLayerdShield,,ReinforcedDeuterium,,,Cordovian,12,SidePlasmaBeamerGen3,06,,,Tech,16,slyaluminum,,Valiant,,,21,,Tritanium,GayanNetwork,24,07,,BlueEye,,
4874,Mekatron K9 #4874,2888,806.8514011348119,,19,BrightMount,Eggplant,,,SpikeyMk6,,Photomatter,,,Sand,20,PlasmaCannon,13,,,JsGunMetal,15,Sabertooth,,Ringtechmodel2,,Psi,12,,Crazytech,ExoticParticleGenerator,16,10,,EvRHappy,,
581,Mekatron K9 #581,2889,806.7650766626409,,19,AlloyOrange,ElectricIndigo,,,Dazzled,,AMHDrive,,,Savagetech,15,ClokedTorpedo,20,Gamma,,JsJMSTech,09,Brighttech,,CanvortLabs,,,22,,Durium,RefractiveGenerator,17,18,,TrippleRed,,
2631,Mekatron K9 #2631,2890,806.4653437892207,,19,VMount,Nadeshikopink,,,Brightyellow,,FieldInjection,,,Carborandum,20,CoreBuster,14,,,JsJMSTech,21,Brighttech,,AeroTechz,,,11,,MadscientistTiger,MekaGenMk1,13,16,,DarkShade,,Zeeta
820,Mekatron K9 #820,2891,806.2676544792869,,19,KillerMount,Steelblue,,,Purple,,HyperStabalizing,,,Primeblue,18,CloakedPhotonCanon,08,Gamma,,Mahagony,13,Doubleedged,,GoldStandard,,,13,,Rusteez,HarleyquinGeneratorM2,24,14,,EvbStern,,
799,Mekatron K9 #799,2892,805.8192898365039,,19,CanonMount,Kobi,,,OceanicCase,,Protomatter,,,Mystique,18,ArmorCrackerMK4,14,Gamma,,JsPMSTech,16,Redgiant,,AeroTechz,,,23,,Alientech,StandardGeneratorM5,14,10,,TOrange,,
1924,Mekatron K9 #1924,2893,805.7116318592333,,19,LauncherMount,Xanadu,,,Darktech,,WarpDriveCore,,Delta,Hightech,11,ArmorCrackerMK3,25,,,JsGunMetal,14,Datacrunch,,Ringtechmodel2,,,18,,Stripes,OldGeneralCorpReplacement,16,12,,Juggernaut,,
846,Mekatron K9 #846,2894,805.6657244975221,,19,VMount,Tuscan,,,Timberwolf,,FussionDrive,,,Novalie,24,GreenRayTurret,17,Gamma,,JsBluend,17,Jeggernaut,,JesonPak1,,,17,,Snowy,ExoticParticleGenerator,18,15,,EvGAnger,,
3925,Mekatron K9 #3925,2895,805.4574727644916,,19,Pumkin,Falured,,,Citron,,HaddarHyperCore,,,Panishviridian,14,PositronRG,17,,,Mektech,06,Brighttech,,Valiant,,,15,Sigma,Coded,ParticleGeneratorGen2,08,15,,Kizzylabs,,
87,Mekatron K9 #87,2896,805.1339308414557,Alpha,19,Scarlet,Xanthous,,,Brightyellow,,MatterEngine,,,Scratched,18,StingerMissile,08,,,JsAzt,20,LittleJoy,,Fiberwheels,,,12,,Tigrus,IctrineGeneratorM4,23,11,,Eagle,,
4580,Mekatron K9 #4580,2897,805.115785900202,,19,EmraldMount,Jasmine,,,DoubleLayerdShield,,Mk4Antimater,,,CrysalEmerald,18,DisruptorCanon,18,,,JsAzt,19,GreenFurry,,JMSlabs,,Psi,22,,Tigrus,HarleyquinGeneratorM2,24,17,,EvG,,
1661,Mekatron K9 #1661,2898,804.8767260251695,,19,Greymetal,Gainsboro,,,Darktech,,MatterEngine,,Delta,Proximitysensor,13,ConcealedPhaser,11,,,Glaucous,19,LittleJoy,,JesonPak2,,,10,,Zeb2,MajBParticleGenerator,07,23,,MultiVision,,
4692,Mekatron K9 #4692,2899,804.783347706217,,19,Pumkin,Lavender,,,PunkShield,,AMHDrive,,,Azulex,22,InvisibleTurret,11,,,Oxblood,20,Doubleedged,,JBGroupSense,,Psi,14,,AndromedaMk4,Superaqua,08,17,,EvR,,
91,Mekatron K9 #91,2900,804.7691181845003,Alpha,19,Peach,Acidgreen,,,Eminance,,EngineBajaor,,,Whitechip,12,AACannon,22,,,Heliotrope,16,Titanforge,,NGtechmodel3,,,19,,Bolonium,AeroParticleGenerator,24,17,,EvRStern,,
265,Mekatron K9 #265,2901,804.1927207330039,,19,RMDMount,Icterine,,Beta,Bittersweet,,DualInjection,,,Savagetech,24,SideHeadBusterGen2,11,,,Gunmetal,14,Ridgedtooth,,NGtechmodel3,,,17,,BlackTez,GayanNetwork,15,18,,Jarvistech,,
986,Mekatron K9 #986,2902,804.005398494991,,19,EmraldMount,Lilac,,,OceanicCase,,SpireCore,,,Brushedmetal,15,ArmorCrackerMK2,21,Gamma,,JsScarlet,19,Deepocean,,Starzlab,,,09,,GoGreen,Prussgreen,06,13,,RedCrimson,,
13,Mekatron K9 #13,2903,803.2373020486094,Alpha,19,RedOx,Neonorange,,,Rajah,,EngineAphacentauri,,,Mystique,12,SidePlasmaBeamer,22,,,JsAzt,18,Alienirisblue,,NGtech,,,09,,Inerton,BinarySystemCoreMK4,16,24,,EvbStern,,
4923,Mekatron K9 #4923,2904,803.0671550304625,,19,Peach,Persiangreen,,,PunkShield,,Mk4Antimater,,,Mystique,21,ArmorCrackerMK2,12,,,Rusteez,25,BlueJustice,,CanvortLabs,,Psi,17,,Netheranium,MekaGenMk1,12,12,,Eveenorm,,
3609,Mekatron K9 #3609,2905,802.795667819062,,19,LauncherMount,Red,,,Dazzled,,HyperCharged,,,Savagetech,11,ClokedTorpedo,11,,,Independence,21,Mekatech,,Ringtechmodel2,,,18,Sigma,Durium,ParticleGeneratorGen2,15,17,,Juggernaut,,
3696,Mekatron K9 #3696,2906,801.8661919336264,,19,MekaMount,Seance,,,Bittersweet,,Protomatter,,,Plates,19,CoreBuster,12,,,Aeroal,13,Bevertech,,JesonPak2,,,17,Sigma,Stripes,StandardMekaGenMk5,19,12,,Battletech,,
2694,Mekatron K9 #2694,2907,801.806082684446,,19,Deeprose,SacramentoStategreen,,,Darktech,,MatterEngine,,,Cargonite,07,SideHeadBusterGen2,13,,,LockedNut,12,Doubleedged,,GhostTech,,,17,,Atium,ExoticParticleGenerator,17,22,,GreenLaser,,Zeeta
46,Mekatron K9 #46,2908,801.6307438769041,Alpha,19,Persianpink,Falured,,,DroneBay,,HiveDrive,,,Lavender,14,SideHeadBusterGen2,12,,,Paradisepink,22,Jeggernaut,,AeroTechz,,,24,,Netheranium,OldGeneralCorpReplacement,20,17,,TOrange,,
3663,Mekatron K9 #3663,2909,801.3013295804615,,19,Scarlet,Keylime,,,Laserlemon,,SpireCore,,,Gold,09,SideHeadBuster,12,,,Aeroal,19,Redgiant,,NazixCube,,,05,Sigma,Rusteez,TechParticleGenMk5,15,16,,Forcelabs,,
3688,Mekatron K9 #3688,2910,800.5338594750301,,18,RedOx,Kobi,,,Teal,,DualInjection,,,Neochrome,10,,09,,,JsAzt,08,Ghost,,AeroTechz,,,19,Sigma,Atium,Doubleplated,10,19,,Evangry,,
1656,Mekatron K9 #1656,2911,800.4806460676047,,18,TOMount,Taupe,,,PunkShield,,SpireCore,,Delta,Neochrome,10,,13,,,Pear,10,Atlantian,,GhostTech,,,19,,Arsonium,OldGeneralCorpReplacement,09,14,,AlekseiRedEye,,
2099,Mekatron K9 #2099,2912,800.1968462321014,,19,RedOx,Ultramarineblue,,,Cybergrape,,HiveDrive,,Delta,Ivory,23,ArcCanon,22,,,Independence,19,Soltech,,GhostTech,,,10,,Snowy,AndromedaBeta,18,09,,Forcelabs,,
1929,Mekatron K9 #1929,2913,799.897042870543,,19,KillerMount,Saddlebrown,,,Laserlemon,,EngineBajaor,,Delta,Proximitysensor,17,SidePlasmaBeamerGen4,12,,,Gunmetal,08,Curvedbayo,,JMSlabs,,,21,,Stripes,ExoticParticleGenerator,12,08,,Forcelabs,,
3066,Mekatron K9 #3066,2914,799.7236696059508,,19,Deeprose,Peach,,,WaveTurretBay,,FieldInjection,,,Doubleplated,09,InvisibleTurret,05,,,Steel,16,ForceJet,,CanvortLabs,,,14,,Vizorian,PlasmaDisruptorGenerator,23,20,,EvGAnger,,Zeeta
3577,Mekatron K9 #3577,2915,799.0593604862365,,19,Peach,Seagreen,,,Cybergrape,,HaddarHyperCore,,,CrysalEmerald,19,ConcealedPhaser,06,,,Chiptech,14,Mekatech,,NGtechmodel3,,,17,Sigma,AndromedaMk4,BrCopper,10,20,,Astratech,,
2793,Mekatron K9 #2793,2916,798.7692783757535,,19,LauncherMount,Jasmine,,,DoubleLayerdShield,,ReactorCoreDrive,,,Plasmanix,07,ClokedTorpedo,23,,,Illumemrald,11,Jeggernaut,,JesonPak2,,,07,,ParallelFlash,CornitronParticleGenerator,19,15,,EvRStern,,Zeeta
604,Mekatron K9 #604,2917,798.5961937552132,,19,Aero,Viridian,,,Bittersweet,,WarpDriveCore,,,Primeblue,15,Turret,22,Gamma,,Jonquil,11,Atlantian,,BlacksiteLabs,,,18,,Verterium,StandardGeneratorM5,10,11,,TrippleRed,,
2952,Mekatron K9 #2952,2918,798.5118197098141,,19,Royalyellow,Tomato,,,HeatShieldGenerator,,DualInjection,,,CrysalEmerald,20,SideHeadBusterGen3,19,,,Kobicha,07,Titanforge,,NazixCube,,,13,,Chelonium,Patspowergen,16,14,,Solomerc,,Zeeta
4092,Mekatron K9 #4092,2919,798.4837194917343,,19,Persianpink,CadmiumGreen,,,DoubleLayerdShield,,ByhzinianCore,,,Whitechip,12,SideHeadBusterGen3,17,,,Mahagony,18,LittleJoy,,RingTech,,,14,Sigma,AndromedaMk4,FlameRingCore,16,19,,TrippleRed,,
2604,Mekatron K9 #2604,2920,798.0809960147693,,19,LauncherMount,SacramentoStategreen,,,WaveTurretBay,,ReactorCoreDrive,,,Cordovian,12,SideCanon1,13,,,JsGunMetal,19,ByxitBoy,,PJSNCorpNose,,,10,,Xithricite,BinarySystemCoreMK4,19,16,,Passive,,Zeeta
4034,Mekatron K9 #4034,2921,798.0785162980965,,19,RedOx,Yellowgreen,,,Darktorquoise,,EngineBajaor,,,Brushedmetal,23,ArmorCrackerMK2,14,,,Steel,19,Brighttech,,NGtechmodel2,,,13,Sigma,Hotrod,Prussgreen,11,07,,PinkEye,,
2878,Mekatron K9 #2878,2922,798.0545623461056,,19,Greymetal,Acidgreen,,,Rajah,,hexDrive,,,Amberlin,07,Communicator,08,,,Mektech,11,Datacrunch,,CanvortLabs,,,23,,GunnerW,ParticleGeneratorGen2,22,15,,Eveenorm,,Zeeta
4913,Mekatron K9 #4913,2923,798.0386839832254,,19,Sepia,Mediumvioletred,,,Purple,,ReinforcedDeuterium,,,Hightech,15,SideHeadBuster,14,,,Illumemrald,18,Datacrunch,,Fiberwheels,,Psi,10,,Stripes,Patspowergen,11,14,,AlekseiRedEye,,
2658,Mekatron K9 #2658,2924,797.0641168534229,,19,EmraldMount,Jasmine,,,Jazzberry,,ThoronPlasma,,,Whitechip,15,SidePlasmaBeamer,09,,,Imperialred,12,Soltech,,Crimson,,,18,,AndromedaMk1,GeneratorM1,10,18,,EvGHappy,,Zeeta
3025,Mekatron K9 #3025,2925,796.629737332725,,19,AGMount,DarkBrown,,,SpikeyMk4,,StabilizingCore,,,Cdgreen,16,SidePlasmaBeamer,24,,,Pear,24,Lemtangtech,,Valiant,,,22,,Brownee,GayanNetwork,17,10,,EvbSad,,Zeeta
4998,Mekatron K9 #4998,2926,796.6222772809843,,19,SaphireMount,Eggplant,,,Laserlemon,,EngineAphacentauri,,,Doubleplated,13,ConcealedPhaser,16,,,JsGunMetal,07,MetaCor,,BlacksiteLabs,,Psi,07,,AndromedaMk4,Regengenerator,13,16,,Peace,,
3653,Mekatron K9 #3653,2927,795.9758024953582,,19,Persianpink,Mediumvioletred,,,Timberwolf,,Mk4Antimater,,,Jupmax,15,SideHeadBuster,20,,,Mahagony,20,Bevertech,,GoldStandard,,,12,Sigma,Makentite,IndieGeneratorM4,18,09,,Juggernaut,,
1640,Mekatron K9 #1640,2928,795.9471316741945,,19,Aero,Xanthous,,,FluxAbsorber,,HiveDrive,,Delta,Doubleplated,07,Turret,17,,,Oxblood,17,Redgiant,,NazixCube,,,15,,Savagecrimson,StandardGeneratorM5,22,15,,EvRHappy,,
564,Mekatron K9 #564,2929,795.9165664504969,,19,Onyx,BabyPink,,,Rajah,,ThoronPlasma,,,Amberlin,16,Communicator,20,Gamma,,Aeroal,06,Lemtangtech,,RastorNose,,,12,,Scarletred,StandardParticleGenerator,14,18,,TrippleRed,,
32,Mekatron K9 #32,2930,795.6462915786166,Alpha,19,Carribiangreen,Italianskyblue,,,Rajah,,Model25486Core,,,Goblin,20,StingerMissile,21,,,Indegobase,21,KissofDeath,,JesonPak1,,,14,,Whitechip,BinarySystemCoreMK4,18,20,,PinkEye,,
308,Mekatron K9 #308,2931,795.3502045723575,,19,Carribiangreen,Macaroni&Cheese,,Beta,WaveTurretBay,,NebulaPlasma,,,Cargonite,12,SideHeadBuster,13,,,Oxblood,17,Carbon,,BlacksiteLabs,,,11,,Vizorian,MegaElectroConductor,19,12,,EvRHappy,,
2966,Mekatron K9 #2966,2932,795.2196347101525,,19,SaphireMount,Saddlebrown,,,Purple,,HyperStabalizing,,,Blue,15,CoreBuster,14,,,JsAzt,19,Carbon,,Crimson,,,11,,Vizorian,LaavParticleGenerator,17,13,,Astratech,,Zeeta
4981,Mekatron K9 #4981,2933,794.3468175524532,,19,Onyx,Kobi,,,Darktorquoise,,HyperStabalizing,,,Hightech,07,Communicator,17,,,Plated,16,Brighttech,,Valiant,,Psi,19,,AndromedaMk2,SolAlloy,10,15,,EvRHappy,,
2653,Mekatron K9 #2653,2934,794.3013848522017,,19,Scarlet,Burgundy,,,Bittersweet,,HyperCharged,,,Pearlesence,15,PositronRG,21,,,Jdtech,09,Assimilated,,Fiberwheels,,,10,,Chelonium,MegaElectroConductor,11,16,,Garethtech,,Zeeta
2801,Mekatron K9 #2801,2935,794.2325211684391,,19,AGMount,RadicalRed,,,Darktorquoise,,ByhzinianCore,,,Doubleplated,15,InvisibleTurret,17,,,Mahagony,06,Ridgedtooth,,BlueFlame,,,12,,Pinkpanther,StandardMekaGenMk3,11,19,,AlekseiRedEye,,Zeeta
33,Mekatron K9 #33,2936,793.6218695955973,Alpha,19,PlutonianMount,Irispurple,,,HeatShieldGenerator,,HyperStabalizing,,,Proximitysensor,19,ConcealedPhaser,10,,,Pear,17,GreenFurry,,ScarletN1,,,17,,Atium,Navytech,21,17,,Passive,,
3974,Mekatron K9 #3974,2937,793.5306187923779,,19,Greymetal,DarkBrown,,,DoubleLayerdShield,,HyperStabalizing,,,Jupmax,17,ArmorCrackerMK4,14,,,Oxblood,19,Sharlet,,CanvortLabs,,,14,Sigma,Stripes,NeutronReactor,19,17,,Forcelabs,,
4766,Mekatron K9 #4766,2938,793.429453545679,,19,AlloyOrange,Tuscan,,,SpikeyMk2,,hexDrive,,,Gold,22,PositronCannon,17,,,Pear,14,Deepocean,,JesonPak2,,Psi,16,,Dusteez,Goblin,08,25,,EvGAnger,,
1849,Mekatron K9 #1849,2939,793.2881324739541,,19,Peach,Falured,,,Citron,,MatterEngine,,Delta,Whitechip,16,SideHeadBuster,20,,,Keppel,06,Aero_ora,,SilionMTech,,,11,,DesertSquad,TechParticleGenMk5,20,13,,EvbSad,,
3009,Mekatron K9 #3009,2940,793.2308393486787,,19,Royalyellow,Palatinatepurple,,,Sandybrown,,HyperCharged,,,Novalie,12,CloakedPhotonCanon,18,,,Paradisepink,15,slyaluminum,,GoldStandard,,,21,,Savagetech,HarleyquinGeneratorM2,08,16,,Evangry,,Zeeta
1888,Mekatron K9 #1888,2941,793.1476678409384,,19,AlloyOrange,Darkturquoise,,,Darktorquoise,,ThoronPlasma,,Delta,Plasmanix,14,InvisibleTurret,10,,,Paradisepink,11,ByxitBoy,,BakerLimited,,,17,,Byzanium,AndromedaBeta,15,16,,Peace,,
680,Mekatron K9 #680,2942,792.8997526748848,,19,Aero,Nadeshikopink,,,Eminance,,NutrenoReactor,,,Cordovian,14,ConcealedPhaser,25,Gamma,,Glaucous,17,Doubleedged,,GhostTech,,,21,,Stripes,NanobotGenerator,15,12,,Solomerc,,
812,Mekatron K9 #812,2943,792.6128411496585,,19,Deepskyblue,Maroon,,,Darkgreen,,Protomatter,,,Assimilated,12,InvisibleTurret,21,Gamma,,Gunmetal,17,KissofDeath,,JesonPak2,,,14,,NebulaTiger,ParticleGeneratorGen2,20,20,,EvbStern,,
811,Mekatron K9 #811,2944,792.5891959114963,,19,Royalyellow,Tomato,,,Eminance,,Photomatter,,,Andromeda,15,ArmorCrackerMK3,07,Gamma,,JsGunMetal,14,Deepocean,,Valiant,,,14,,Crazytech,Goblin,10,14,,BuyangLabs,,
880,Mekatron K9 #880,2945,792.4093334548602,,19,YBMount,Jasmine,,,Cybergrape,,ReactorCoreDrive,,,Neochrome,17,SideHeadBusterGen3,16,Gamma,,Aeroal,08,BlueJustice,,JesonPak1,,,15,,Brownee,StandardParticleGenerator,21,17,,MultiVision,,
