ID,Name,Rank,Rarity_Score,Agility,Armor,Attributes,Aura,Background,Body,Eye,Face,Force,Helmet,Intelligence,Jewelry,Mouth,Rank,Scar,Type
530,TezoTrooperz #530,779,530.9847421849987,90,Cowboy Blue,13,,Background Gradient Green,Body 2 Viking Blue,Eyes 1 Red,Viking Mustache Black,95,Ronin Black,60,Viking Blackmetal,Mouth 1,Warrior,Scar 9,
1539,TezoTrooperz #1539,780,530.9717125095449,85,SpecialForce Base,13,,Background Motif Yellow,Body 4 Yakusa Red,Eyes 2 Green,Viking Mustache Brown,90,Cowboy Blue,70,Military Plate Futurist Red,Mouth 2,Long Range,Scar 7,
977,TezoTrooperz #977,781,529.9256230792082,85,Viking Gold,13,Yellow,Background Gradient Yellow,Body 1 Massai Blue,Eyes 3 Brown,Mask Red,90,Hairs 1 Black,70,Plate Warrior,Mouth Smoke,Long Range,,
389,TezoTrooperz #389,782,529.4914430945825,75,Ghost Brown,13,,Background Legend Green,Body 4,Eyes 2 Brown,MakeUp Viking Blue 1,90,Viking Yellow,85,Viking Metal,Mouth 5,Queen,Scar 7,
660,TezoTrooperz #660,783,528.3868962764342,90,Indian Red,12,Yellow,Background GradientNoise Yellow,Body 3,Eyes 4 Blue,,95,Hairs 1 Red,60,Ronin Blackmetal,Mouth Smoke,Warrior,,
1335,TezoTrooperz #1335,784,527.8034469082106,85,SpecialForce Black,13,,Background Line Blue,Body 4 Dragon Grey,Eyes 3 Blue,Mask Skull Red,90,Ronin Gold,70,Massai Blackmetal,Mouth 1,Long Range,Scar 7,
1241,TezoTrooperz #1241,785,527.084416469795,80,CowboyGear Red,13,,Background GradientNoise Blue,Body 3 Viking Blue,Eyes Cyber 3,Mask White Gold,90,CowboyHat Orange,80,Viking Blackmetal,Mouth 4,Troop Leader,Scar 9,
568,TezoTrooperz #568,786,526.1224694620207,90,Viking Gold,13,,Background Gradient DeepBlue,Body 4,Eyes 4 Red,Mask Skull Blue,95,Cowboy gold,60,Plate Troopleader,Mouth Gold,Warrior,Scar 5,
1473,TezoTrooperz #1473,787,525.8914280484374,90,Ronin Purple,12,,Background Line Purple,Body 3 Massai Blue,Eyes Cyber 4,,95,Ronin Blue Hair,60,Ronin Blue,Mouth 5,Warrior,Scar 3,
342,TezoTrooperz #342,788,525.7410241418612,80,SpecialForce Blue,14,Yellow,Background Gradient Green,Body 3 Massai Brown 2,Eyes 3 Brown,MakeUp Viking Blue 1,90,Hairs 5 White,80,Viking Metal,Mouth 1,Troop Leader,Scar 8,
103,TezoTrooperz #103,789,525.0777837703598,80,SpecialForce Blue,13,Yellow,Background Gradient Yellow,Body 2 Dragon Red,Eyes 2 Red,,90,Hairs 2 White,80,Ronin Blue,Mouth 5,Troop Leader,Scar 6,
1390,TezoTrooperz #1390,790,525.0357165756202,85,Ronin Blue,12,,Background GradientNoise Blue,Body 4 Massai Yellow 2,Eyes 4 Yellow,,90,Hairs 3 Orange,70,Ronin Gold,Mouth Gold,Long Range,Scar 10,
293,TezoTrooperz #293,791,524.7843969184589,85,Cowboy Orange,14,Red,Background GradientNoise Blue,Body 1 Massai Yellow,Eyes 1 Blue,Commando Mustache Blond Light,90,Hairs 4 Black,70,Bullet White,Mouth 3,Long Range,Scar 2,
1138,TezoTrooperz #1138,792,524.358498533938,90,Ronin Purple,12,,Background Line Blue,Body 4 Dragon Grey,Eyes 2 Yellow,MakeUp Indian Red 1,95,Cowboy Blue,60,,Mouth 5,Warrior,Scar 7,
1571,TezoTrooperz #1571,793,524.3475052656355,85,CowboyGear Blue,13,Yellow,Background Legend Blue,Body 1,Eyes 2 White,MakeUp Indian Blue 1,90,CowboyHat Red,70,Neck Gold,Mouth Gold,Long Range,,
841,TezoTrooperz #841,794,523.6885318650612,90,Samurai Black,13,Purple,Background GradientNoise Blue,Body 1 Black CyberSkin,Eyes 2 Brown,Viking Mustache White,95,,60,Viking Gold,Mouth 4,Warrior,Scar 4,
49,TezoTrooperz #49,795,523.518335454627,80,Viking 2 Yellow,13,,Background Legend Blue,Body 3,Eyes 3 Blue,Mask Skull Green,90,Cowboy Black,80,Logo Black,Mouth 2,Troop Leader,Scar 9,
1543,TezoTrooperz #1543,796,523.4136701487989,80,Geisha Red,12,,Background Gradient Orange,Body 3 Massai Yellow 2,Eyes 4 Green,,90,Hairs 1 White,80,Viking White,Mouth 3,Troop Leader,Scar 6,
1428,TezoTrooperz #1428,797,522.9722604986516,90,CowboyGear Blue,13,,Background Gradient Green,Body 3 Fanatic Blue,Eyes 3 Brown,Cowboy Beard _ Mustache Brown,95,SpecialForce Black,60,Military Plate Futurist Blue,Mouth 3,Warrior,Scar 8,
561,TezoTrooperz #561,798,522.9468524527034,80,Mercenary Orange,12,,Background Gradient Yellow,Body 1 Massai Brown,Eyes 2 Blue,Viking Beard _ Mustache Black,90,Hairs 2 White,80,Massai Gold,Mouth 3,Troop Leader,,
923,TezoTrooperz #923,799,522.4811933246606,85,Cowboy Red,13,,Background Gradient DeepBlue,Body 4,Eyes 3 Sith,Cowboy Mustache Light Blond,90,Hairs1 Blond,70,Massai White,Mouth 1,Long Range,Scar 4,
226,TezoTrooperz #226,800,522.2356823447511,90,Ronin Purple,13,,Background Gradient Yellow,Body 4,Eyes 3 Sith,Viking Mustache White,95,Hairs 5 Brown,60,Whitcher Medaillon,Mouth 2,Warrior,Scar 3,
629,TezoTrooperz #629,801,521.8846517237087,90,Cowboy Red,13,,Background Gradient Red,Body 4 Yakusa Yellow,Eyes 3 Brown,Commando Mustache Brown,95,Hairs 2 White,60,Massai Gold,Mouth 4,Warrior,Scar 1,
600,TezoTrooperz #600,802,521.8504752416618,85,CowboyGear Black,13,,Background Gradient Red,Body 2 Viking White,Eyes 2 Brown,Viking Mustache Brown,90,Viking Black,70,Bullet,Mouth 3,Long Range,Scar 9,
1356,TezoTrooperz #1356,803,521.6224543366245,90,CowboyGear Red,12,,Background Motif Green,Body 3 Yakusa Yellow,Eyes 1 White,,95,Hairs 1 Brown,60,Viking Gold,Mouth 2,Warrior,Scar 10,
768,TezoTrooperz #768,804,521.4760836441712,90,CowboyGear Blue,12,,Background Gradient Orange,Body 3 CyberSkin Gold,Eyes 3 Blue,MakeUp Indian Purple 1,95,Cowboy Orange,60,,Mouth Angry,Warrior,Scar 2,
1331,TezoTrooperz #1331,805,521.2208324486743,85,CowboyGear Blue,14,Blue,Background Gradient Red,Body 3 Massai Brown 2,Eyes Cyber 5,Mask Yellow,90,Hairs 1 White,70,Neck Gold,Mouth Smoke,Long Range,Scar 4,
279,TezoTrooperz #279,806,521.0949193440334,90,CowboyGear Blue,14,Blue,Background Gradient Blue,Body 1 CyberSkin,Eyes 1 Brown,Cowboy Beard _ Mustache Blond,95,Hairs 4 White,60,Massai White,Mouth 2,Warrior,Scar 9,
998,TezoTrooperz #998,807,520.9720716230804,90,Ghost Green,13,Green,Background Line Purple,Body 4 Viking Black,Eyes 1 Yellow,Commando Beard _ Mustache White,95,Ghost Black,60,Logo Grey,Mouth 5,Warrior,,
422,TezoTrooperz #422,808,520.2180180540445,85,Ronin Blue,14,Blue,Background Line Red,Body 3,Eyes 1 Green,Commando Beard _ Mustache Blond Light,90,Samurai Oni Black,70,Massai Blackmetal,Mouth 3,Long Range,Scar 2,
1025,TezoTrooperz #1025,809,520.1387304144773,90,Ghost Brown,13,,Background Motif Yellow,Body 4 Massai Brown,Eyes 2 Brown,MakeUp Viking Blue 3,95,Cowboy gold,60,Neck Gold,Mouth 3,Warrior,Scar 5,
1362,TezoTrooperz #1362,810,519.8678529203378,90,Ronin Red,14,Blue,Background Line Blue,Body 3 Viking Blue,Eyes 2 Brown,Cowboy Mustache Brown,95,CowboyHat Blue,60,Military Plate Futurist Blue,Mouth 2,Warrior,Scar 10,
751,TezoTrooperz #751,811,519.7702662045751,90,Viking Black,13,Blue,Background Line Blue,Body 1 Black CyberSkin,Eyes 3 Red,Viking Beard _ Mustache Brown,95,Hairs 2 Blond,60,Plate LongRange,Mouth 4,Warrior,,
194,TezoTrooperz #194,812,519.4471316370397,90,Samurai Green,13,Red,Background Gradient Green,Body 4 Gold CyberSkin,Eyes 1 Green,,95,Hairs1 Brown,60,Massai Blackmetal,Mouth 5,Warrior,Scar 3,
488,TezoTrooperz #488,813,518.7854871550301,85,Ghost Grey,12,,Background GradientNoise Blue,Body 2 Fanatic Yellow,Eyes 1 Brown,,90,CowboyHat Red,70,Logo Gold,Mouth 2,Long Range,Scar 8,
111,TezoTrooperz #111,814,518.3404286471289,85,Mercenary Purple,13,,Background Gradient Blue,Body 4 Viking Blue,Eyes Cyber 7,Mask Yellow,90,Hairs1 Brown,70,Bullet White,Mouth 5,Long Range,Scar 9,
542,TezoTrooperz #542,815,518.3106217162051,90,Geisha Black,12,,Background Gradient Red,Body 4 Massai Yellow 2,Eyes 4 Blue,,95,Cowboy Orange,60,Viking White,Mouth 3,Warrior,Scar 1,
108,TezoTrooperz #108,816,518.104052841143,90,Samurai Green,14,White,Background Grayscale02,Body 4 Viking Black,Eyes 3 Blue,Cowboy Mustache Brown,95,Cowboy Blue,60,Logo Black,Mouth 3,Warrior,Scar 5,
1413,TezoTrooperz #1413,817,518.0902452869625,90,Ghost Green,14,Red,Background Motif Orange,Body 3 Dragon Red,Eyes 1 Red,Viking Beard _ Mustache Black,95,CowboyHat Red,60,Bullet White,Mouth 4,Warrior,Scar 10,
1435,TezoTrooperz #1435,818,517.8537099973083,85,Cowboy Red,12,,Background Motif Red,Body 2 CyberSkin,Eyes 2 Blue,Viking Beard _ Mustache LightBlond,90,Viking Black,70,,Mouth 1,Long Range,Scar 3,
245,TezoTrooperz #245,819,517.8489841239788,80,Samurai Green,13,,Background Grayscale02,Body 1 Viking Red,Eyes Cyber 4,Cowboy Beard _ Mustache Brown,90,Hairs 4 Black,80,Military Plate Futurist Red,Mouth 1,Troop Leader,Scar 9,
707,TezoTrooperz #707,820,517.8105062382464,85,Ghost Grey,13,,Background Gradient Orange,Body 2 Yakusa Green,Eyes 1 Brown,Commando Mustache Blond,90,Hairs 2 Light Blond,70,Military Plate Futurist Yellow,Mouth 3,Long Range,Scar 10,
432,TezoTrooperz #432,821,517.5195029141651,90,Mercenary Red,13,,Background Gradient DeepBlue,Body 2,Eyes 2 Green,Commando Beard _ Mustache Black,95,Ronin Blue,60,Massai White,Mouth 5,Warrior,Scar 2,
1237,TezoTrooperz #1237,822,517.3529407292784,90,Viking Gold,13,,Background GradientNoise Green,Body 2 Viking Red,Eyes 1 Green,MakeUp Indian Red 2,95,Ghost Green,60,Neck Blackmetal,Mouth 3,Warrior,Scar 5,
73,TezoTrooperz #73,823,517.2430670469416,90,Viking Black,13,,Background Motif Gradient Green,Body 2 Viking Bluee,Eyes 4 Yellow,Mask Green,95,Ronin Blue,60,Ronin Gold,Mouth 1,Warrior,Scar 9,
1297,TezoTrooperz #1297,824,517.0192041155749,90,Viking Blue,13,,Background Grayscale02,Body 2,Eyes Cyber 7,Commando Mustache Black,95,Samurai Oni Black,60,Plate LongRange,Mouth 5,Warrior,Scar 10,
181,TezoTrooperz #181,825,516.0450400497168,90,Ronin Gold,12,,Background GradientNoise Yellow,Body 2 Fanatic Purple,Eyes 1 Red,MakeUp Indian Purple 3,95,Hairs 1 Brown,60,,Mouth 1,Warrior,Scar 8,
400,TezoTrooperz #400,826,515.7284080371386,90,Samurai Gold,13,,Background Motif Gradient Blue,Body 3 Fanatic Blue,Eyes 1 Blue,Mask Green,95,Hairs 2 Black,60,Massai Blackmetal,Mouth 1,Warrior,Scar 5,
295,TezoTrooperz #295,827,515.6007328265026,90,Samurai Red,14,Green,Background Legend Purple,Body 4,Eyes 1 Brown,Viking Beard _ Mustache Brown,95,Viking Yellow,60,Military Plate Futurist Yellow,Mouth 4,Warrior,Scar 8,
1307,TezoTrooperz #1307,828,515.5832351119283,90,Cowboy Gold,13,,Background Gradient Orange,Body 1 Fanatic Red,Eyes 3 White,Viking Beard _ Mustache Brown,95,CowboyHat Red,60,Viking Gold,Mouth 2,Warrior,Scar 2,
356,TezoTrooperz #356,829,514.0552537584015,85,Viking Blue,12,,Background Motif Red,Body 4 Yakusa Blue,Eyes 3 Green,Commando Mustache Blond,90,Ronin Blue,70,,Mouth 5,Long Range,Scar 3,
1227,TezoTrooperz #1227,830,512.5324539933933,85,Ronin Purple,12,,Background Line Red,Body 1 Massai Brown,Eyes 4 Brown,Mask Base,90,Hairs 1 Black,70,,Mouth 2,Long Range,Scar 3,
1391,TezoTrooperz #1391,831,512.4749235871383,90,SpecialForce Base,12,,Background Gradient DeepBlue,Body 3 Massai Yellow,Eyes 2 Green,,95,Cowboy Red,60,Logo Grey,Mouth 5,Warrior,Scar 8,
605,TezoTrooperz #605,832,512.2329257693455,85,Ghost Black,13,,Background Motif Purple,Body 3 Fanatic Purple,Eyes 2 Brown,MakeUp Indian White 2,90,Hairs 2 Blond,70,Ronin Blue,Mouth 1,Long Range,Scar 4,
999,TezoTrooperz #999,833,512.1748584234864,90,Indian Gold,13,,Background GradientNoise Blue,Body 2,Eyes 3 Green,MakeUp Indian Red 2,95,Hairs 1 White,60,Logo Grey,Mouth Gold,Warrior,Scar 1,
592,TezoTrooperz #592,834,512.1425109286223,90,SpecialForce Black,12,,Background Motif Green,Body 4 Gold CyberSkin,Eyes 1 Brown,,95,Hairs 2 Brown,60,Logo Black,Mouth 2,Warrior,Scar 5,
581,TezoTrooperz #581,835,511.99139485635226,85,Cowboy Orange,13,,Background Motif Gradient Green,Body 4,Eyes Cyber 10,Viking Beard _ Mustache LightBlond,90,Hairs1 White,70,Bullet Gold,Mouth 5,Long Range,Scar 8,
479,TezoTrooperz #479,836,511.7839100029695,90,Samurai Blue,12,,Background GradientNoise Green,Body 2 Viking Blue,Eyes 1 Green,,95,SpecialForce Blue,60,Military Plate Futurist Red,Mouth 4,Warrior,Scar 6,
634,TezoTrooperz #634,837,511.33111952352505,90,CowboyGear Red,14,Pink,Background Motif Purple,Body 1 Fanatic Blue,Eyes Cyber 4,Viking Beard _ Mustache LightBlond,95,Hairs 3 White,60,Military Plate Futurist Yellow,Mouth 5,Warrior,Scar 2,
366,TezoTrooperz #366,838,511.03508503911695,90,SpecialForce Green,14,Blue,Background Gradient Green,Body 2,Eyes Cyber 5,MakeUp Indian White 2,95,Viking White,60,Viking Blackmetal,Mouth 4,Warrior,Scar 3,
827,TezoTrooperz #827,839,510.3468127819785,90,SpecialForce Blue,11,,Background Gradient Orange,Body 3 Yakusa Yellow,Eyes 1 Green,,95,Samurai Oni Gold,60,Massai White,Mouth 1,Warrior,,
941,TezoTrooperz #941,840,510.14549923452773,80,Mercenary Cape Purple,14,Green,Background Motif Gradient Blue,Body 3,Eyes 2 Brown,Mask Yellow,90,Ghost Black,80,Logo Gold,Mouth 4,Troop Leader,Scar 8,
803,TezoTrooperz #803,841,509.45525397239606,90,SpecialForce Blue,13,,Background GradientNoise Yellow,Body 1 Massai Blue 2,Eyes 2 Red,Mask Green,95,Hairs 2 Black,60,Bullet Base,Mouth Toothpick,Warrior,Scar 3,
1349,TezoTrooperz #1349,842,508.8029901707599,90,Cowboy Orange,12,Blue,Background GradientNoise Blue,Body 4 Massai Black,Eyes 3 Yellow,,95,Hairs 2 Black,60,Plate LongRange,Mouth 2,Warrior,,
1015,TezoTrooperz #1015,843,508.6697215724619,90,Cowboy Red,13,,Background Gradient DeepBlue,Body 2 Massai Yellow,Eyes 1 White,Mask Yellow,95,Cowboy Black,60,Viking Gold,Mouth 5,Warrior,Scar 4,
1112,TezoTrooperz #1112,844,508.4081034593741,90,Ghost Gold,12,,Background Line Red,Body 3 Viking Red,Eyes 2 Yellow,Mask Red,95,Hairs 4 Light Blond,60,,Mouth 4,Warrior,Scar 5,
1444,TezoTrooperz #1444,845,508.16555465425137,90,Geisha Gold,13,,Background Line Green,Body 4 Massai Yellow 2,Eyes 1 Brown,Mask Blue,95,Hairs 5 Blond,60,Neck Gold,Mouth 5,Warrior,Scar 9,
531,TezoTrooperz #531,846,507.8406282522172,80,SpecialForce Gold,13,Blue,Background GradientNoise Yellow,Body 1 Viking Blue,Eyes 4 Blue,MakeUp Indian Blue 3,90,Ghost Brown,80,,Mouth 2,Troop Leader,Scar 5,
1282,TezoTrooperz #1282,847,507.5211910666513,85,Ghost Gold,13,,Background Gradient Yellow,Body 3 Fanatic Red,Eyes 3 Yellow,Viking Mustache White,90,Cowboy Orange,70,Viking White,Mouth 1,Long Range,Scar 4,
1190,TezoTrooperz #1190,848,506.5811158897763,90,Commando Base,13,,Background Gradient Red,Body 4,Eyes 3 Red,Viking Beard _ Mustache Brown,95,Samurai Oni Black,60,Viking Blackmetal,Mouth 3,Warrior,Scar 2,
1344,TezoTrooperz #1344,849,506.40864173382795,90,Viking Yellow,13,,Background Gradient DeepBlue,Body 3 Massai Brown,Eyes 2 Yellow,Commando Beard _ Mustache Brown,95,Ghost Grey,60,Logo Grey,Mouth 5,Warrior,Scar 1,
1521,TezoTrooperz #1521,850,505.9334242880648,85,Massai Green,13,,Background Gradient Green,Body 4,Eyes 4 Blue,MakeUp Viking Black 3,90,CowboyHat Red,70,Logo Black,Mouth 4,Long Range,Scar 3,
359,TezoTrooperz #359,851,505.8556629961763,90,SpecialForce Orange,13,Pink,Background GradientNoise Green,Body 1 Fanatic Blue,Eyes 4 Brown,,95,Hairs 6 White,60,Viking White,Mouth 2,Warrior,Scar 6,
1369,TezoTrooperz #1369,852,505.78403287075236,90,Ronin Gold,12,,Background Motif Orange,Body 3,Eyes Cyber 10,Viking Beard _ Mustache Black,95,SpecialForce Orange,60,Massai White,Mouth 4,Warrior,,
628,TezoTrooperz #628,853,504.876053186078,85,Cowboy Black,13,,Background Gradient Green,Body 2 Massai Brown 2,Eyes 3 Yellow,Cowboy Beard _ Mustache Blond Light,90,Hairs1 Brown,70,Logo Gold,Mouth 3,Long Range,Scar 8,
1253,TezoTrooperz #1253,854,504.6056622647826,85,Viking Blue,13,Green,Background Gradient DeepBlue,Body 1 Massai Yellow,Eyes 3 Green,Cowboy Beard _ Mustache Blond,90,Samurai Oni Black,70,Viking Gold,Mouth 5,Long Range,,
1028,TezoTrooperz #1028,855,504.529890729297,85,Indian Purple,13,Blue,Background Motif Purple,Body 4 Fanatic Red,Eyes 2 Blue,,90,Hairs 5 Purple,70,Bullet Gold,Mouth Angry,Long Range,Scar 2,
816,TezoTrooperz #816,856,504.38328452565025,80,CowboyGear Blue,12,,Background Line Red,Body 2 Yakusa Purple,Eyes 1 Green,,90,CowboyHat Red,80,Bullet Gold,Mouth Smoke,Troop Leader,Scar 9,
937,TezoTrooperz #937,857,504.3333847451267,90,Indian Black,12,,Background GradientNoise Green,Body 1 Massai Brown 2,Eyes 3 Red,,95,Ronin Purple,60,Viking Gold,Mouth 1,Warrior,Scar 8,
760,TezoTrooperz #760,858,504.32211706344754,90,Viking Blue,12,,Background Motif Orange,Body 2 Dragon Blue Yellow,Eyes 3 Red,,95,Hairs 5 Blond,60,Ronin White,Mouth 5,Warrior,Scar 9,
1036,TezoTrooperz #1036,859,503.9839698766757,85,Indian Robot Blue,14,Purple,Background Gradient Orange,Body 3,Eyes 2 Red,MakeUp Indian Purple 3,90,Hairs 4 Brown,70,Neck White,Mouth Angry,Long Range,Scar 3,
468,TezoTrooperz #468,860,503.6857251755827,90,SpecialForce Green,12,White,Background Line Green,Body 1 Massai Brown 2,Eyes 1 Blue,,95,Ghost Brown,60,Logo Black,Mouth Toothpick,Warrior,,
1218,TezoTrooperz #1218,861,503.4728298917604,90,Cowboy Blue,14,Purple,Background Motif Purple,Body 2 Fanatic Purple,Eyes 2 Yellow,Cowboy Mustache Blond,95,Hairs 2 Brown,60,Logo Black,Mouth 2,Warrior,Scar 8,
392,TezoTrooperz #392,862,503.3983251546677,90,SpecialForce Orange,13,Green,Background GradientNoise Green,Body 1,Eyes 2 Yellow,,95,Ronin Purple Hair,60,Logo Gold,Mouth 1,Warrior,Scar 3,
943,TezoTrooperz #943,863,502.97074322975567,90,CowboyGear Blue,11,,Background GradientNoise Yellow,Body 1 Massai Brown,Eyes 2 Red,,95,Ronin Red Hair,60,Viking Gold,Mouth 3,Warrior,,
1233,TezoTrooperz #1233,864,501.98514497605305,80,Geisha Black,13,,Background Gradient Green,Body 2,Eyes 1 Brown,MakeUp CowBoy Black,90,CowboyHat Blue,80,Bullet Gold,Mouth 5,Troop Leader,Scar 9,
745,TezoTrooperz #745,865,501.85534261006484,85,SpecialForce Orange,13,,Background Legend Purple,Body 1,Eyes Cyber 1,MakeUp Gow Blue,90,SpecialForce Blue,70,Plate Warrior,Mouth Toothpick,Long Range,Scar 2,
746,TezoTrooperz #746,866,501.8191713985109,85,Viking Gold,12,,Background Gradient Green,Body 2 CyberSkin,Eyes Cyber 1,,90,Hairs 4 Blond,70,Bullet Base,Mouth Gold,Long Range,Scar 9,
1582,TezoTrooperz #1582,867,501.1069388616638,75,CowboyGear Orange,13,,Background Gradient Orange,Body 1 CyberSkin Black,Eyes 1 Blue,Mask Skull Yellow,90,SpecialForce Blue,85,Logo Grey,Mouth Smoke,Queen,Scar 8,
913,TezoTrooperz #913,868,501.07575595906326,90,Ghost Grey,12,,Background Gradient Orange,Body 2 Massai Black,Eyes 1 Blue,MakeUp Viking Blue 2,95,Hairs 4 Orange,60,,Mouth 4,Warrior,Scar 7,
1060,TezoTrooperz #1060,869,500.6244808109186,90,Viking 2 Yellow,12,,Background Motif Orange,Body 4,Eyes 2 Green,Viking Beard _ Mustache LightBlond,95,Mercenary No Glass Orange,60,Viking Metal,Mouth 4,Warrior,,
815,TezoTrooperz #815,870,498.77624509636496,90,Viking Yellow,13,,Background GradientNoise Blue,Body 2 Fanatic Red,Eyes 1 Blue,Viking Beard _ Mustache Brown,95,Cowboy Orange,60,Massai Gold,Mouth 2,Warrior,Scar 1,
120,TezoTrooperz #120,871,498.5963854623784,85,Ghost Gold,14,Purple,Background Gradient Green,Body 2 Massai Black,Eyes 1 Blue,MakeUp Massai Yellow 1,90,Hairs 5 Black,70,Bullet White,Mouth 4,Long Range,Scar 2,
794,TezoTrooperz #794,872,498.3499381745703,90,Ronin Purple,12,,Background Gradient Green,Body 4 Yakusa Red,Eyes 3 Red,Mask Yellow,95,Ronin Gold,60,Military Plate Futurist Yellow,Mouth 3,Warrior,,
705,TezoTrooperz #705,873,498.3347734575855,85,Ronin Gold,12,,Background Gradient Yellow,Body 1 Massai Blue 2,Eyes Cyber 4,,90,Hairs 1 Red,70,Neck Blackmetal,Mouth 5,Long Range,Scar 3,
1411,TezoTrooperz #1411,874,498.3148113513757,90,SpecialForce Base,13,,Background Motif Gradient Blue,Body 2 Massai Brown,Eyes Cyber 7,MakeUp Indian Purple 2,95,Hairs 2 Black,60,Viking Gold,Mouth 1,Warrior,Scar 9,
1152,TezoTrooperz #1152,875,498.1368401473113,80,Indian Robot Purple,13,Green,Background Motif Purple,Body 4 Massai Brown 2,Eyes 4 Brown,Mask Green,90,Ronin Blue,80,Neck Blackmetal,Mouth 4,Troop Leader,,
894,TezoTrooperz #894,876,497.6007146330837,80,Viking Black,12,,Background Grayscale01,Body 1 CyberSkin Black,Eyes 2 Yellow,MakeUp Gow Blue,90,Hairs 3 Blond,80,,Mouth 4,Troop Leader,Scar 8,
1415,TezoTrooperz #1415,877,497.0816192343411,85,Viking Green,13,,Background GradientNoise Yellow,Body 4,Eyes 1 Green,MakeUp Indian White 1,90,Hairs 6 Blond,70,Bullet White,Mouth 1,Long Range,Scar 5,
1368,TezoTrooperz #1368,878,497.01373699736416,90,Ronin Gold,13,,Background Line Orange,Body 1 Massai Yellow,Eyes 4 Blue,MakeUp Indian White 2,95,Viking Black,60,Viking Blackmetal,Mouth Gold,Warrior,Scar 9,
298,TezoTrooperz #298,879,496.3067481897223,85,SpecialForce Green,11,,Background GradientNoise Yellow,Body 1 Viking White,Eyes 3 Brown,,90,Hairs1 Black,70,Bullet Gold,Mouth 4,Long Range,,
844,TezoTrooperz #844,880,496.1932988501269,85,CowboyGear Gold,14,Purple,Background GradientNoise Green,Body 2 Massai Brown,Eyes 2 Green,Cowboy Beard _ Mustache White,90,Ronin Purple,70,Bullet Gold,Mouth 1,Long Range,Scar 10,
1125,TezoTrooperz #1125,881,495.93979960310327,85,Indian Black,13,,Background Gradient Blue,Body 3 Massai Yellow 2,Eyes 4 Yellow,MakeUp Massai Yellow 2,90,Hairs 4 Brown,70,Neck Gold,Mouth 1,Long Range,Scar 5,
732,TezoTrooperz #732,882,495.88977517014484,90,CowboyGear Blue,12,,Background Gradient Red,Body 4 Gold CyberSkin,Eyes 2 Green,Commando Mustache Brown,95,Hairs 3 Brown,60,Viking Gold,Mouth 2,Warrior,,
1224,TezoTrooperz #1224,883,495.83749048347755,85,SpecialForce Gold,12,,Background Line Red,Body 3 Massai Blue,Eyes 1 Yellow,Viking Mustache Black,90,CowboyHat Gold,70,Viking Metal,Mouth 2,Long Range,,
1382,TezoTrooperz #1382,884,495.61319025641325,90,Ghost Grey,11,,Background Legend Yellow,Body 4 Viking Black,Eyes 4 Brown,,95,SpecialForce Base,60,Ronin Blue,Mouth 5,Warrior,,
1089,TezoTrooperz #1089,885,495.349563903645,85,Ghost Brown,13,,Background Line Orange,Body 4 Fanatic Blue,Eyes 1 Yellow,Mask Yellow,90,Hairs1 Blond,70,Massai Blackmetal,Mouth 1,Long Range,Scar 3,
905,TezoTrooperz #905,886,495.1397538995659,90,SpecialForce Black,13,Red,Background Motif Red,Body 1 CyberSkin,Eyes 2 Brown,,95,Samurai Oni Gold,60,Plate Warrior,Mouth 4,Warrior,Scar 8,
623,TezoTrooperz #623,887,494.090772771801,75,Indian Blue,13,,Background Gradient DeepBlue,Body 2,Eyes 1 Blue,MakeUp Camouflage Blue,90,CowboyHat Red,85,Ronin Blue,Mouth 3,Queen,Scar 7,
727,TezoTrooperz #727,888,493.8386590341243,80,Ronin Blue,12,,Background GradientNoise Yellow,Body 4 Massai Yellow 2,Eyes 4 Red,,90,CowboyHat Black,80,Neck Gold,Mouth 4,Troop Leader,Scar 10,
876,TezoTrooperz #876,889,493.53452914722845,90,Cowboy Blue,12,,Background Line Green,Body 1 Massai Brown,Eyes 2 Brown,,95,Hairs 1 Blond,60,Viking White,Mouth Toothpick,Warrior,Scar 6,
325,TezoTrooperz #325,890,492.98395013753543,90,Viking Gold,13,Red,Background GradientNoise Green,Body 2 Massai Blue 2,Eyes 4 Green,,95,Hairs 2 Blond,60,Neck Blackmetal,Mouth Toothpick,Warrior,Scar 8,
406,TezoTrooperz #406,891,492.933040038125,85,Viking Yellow,12,,Background Grayscale02,Body 2 Massai Black,Eyes 4 Brown,,90,SpecialForce Orange,70,Plate LongRange,Mouth Toothpick,Long Range,Scar 9,
341,TezoTrooperz #341,892,492.357412961604,90,Ghost Brown,13,,Background Motif Yellow,Body 3 Fanatic Blue,Eyes 4 Yellow,MakeUp Viking Blue 3,95,Cowboy Black,60,Viking Blackmetal,Mouth 1,Warrior,Scar 2,
393,TezoTrooperz #393,893,492.2954177559983,90,SpecialForce Blue,13,,Background Motif Yellow,Body 3 Viking Blue,Eyes 1 Blue,Viking Beard _ Mustache Brown,95,Hairs 3 Light Blond,60,Logo Gold,Mouth 5,Warrior,Scar 2,
1404,TezoTrooperz #1404,894,492.14878048106146,90,Samurai Black,14,Green,Background Motif Gradient Blue,Body 2,Eyes 1 Brown,Commando Beard _ Mustache Blond Light,95,Viking Blue,60,Viking Blackmetal,Mouth 1,Warrior,Scar 2,
416,TezoTrooperz #416,895,492.1175979650407,90,Ronin Blue,13,Pink,Background Legend Green,Body 3 Massai Brown 2,Eyes 2 Brown,Mask Green,95,Viking Blue,60,Plate Warrior,Mouth 1,Warrior,,
