ID,Name,Rank,Rarity_Score,Animal-Scores,Attributes-Scores,Background-Scores,Body-Scores,Clothes-Scores,Expression-Scores,Eyewear-Scores,Headwear-Scores
620,lives. Major raised,1502,107.02210968247199,3,2,18,12,23,17,21,8
388,hunger and overwork,1503,107.01223003783777,3,2,23,4,12,28,21,10
1160,a terrible voice.,1504,106.97849171156383,3,2,18,27,12,12,19,10
1834,now launched his,1505,106.91569974831852,3,2,20,24,11,29,4,10
2945,suicide by swallowing,1506,106.8725945372757,3,2,6,9,58,10,4,10
1644,The animals were,1507,106.83805426295544,3,2,23,4,48,11,4,8
1643,mane and led,1508,106.83432318559544,3,2,6,4,30,29,19,10
2675,"slogans, ""I will",1508,106.83432318559544,3,2,6,4,30,29,19,10
612,The dogs had,1510,106.68142586182118,3,1,6,4,13,28,,48
1721,to what this,1511,106.66947344414959,3,2,6,8,48,12,4,20
826,before Major had,1512,106.65365436774066,3,1,15,4,12,58,,10
1409,In desperation the,1513,106.63639110442391,3,2,7,24,15,17,19,17
1049,assembled in the,1514,106.61551369948968,3,1,18,27,23,20,,10
401,to catch rabbits.,1515,106.6125634562154,3,2,20,4,30,10,24,10
524,"nearest pond. ""Is",1516,106.61207213442425,3,1,6,8,58,17,,10
2300,"is always right!"",",1517,106.58269046783886,3,2,6,4,13,60,4,11
212,promptly fell asleep.,1518,106.5784168590266,3,2,7,4,27,46,4,9
2223,and to know,1519,106.56020471846915,3,2,18,8,11,46,4,10
1657,sight I have,1520,106.38966687082093,3,2,6,9,44,14,4,20
1831,"yard, flirting her",1521,106.35475641036848,3,2,7,24,11,42,4,10
457,old age? Each,1522,106.33276819289475,3,2,15,4,12,29,30,8
905,March. During the,1523,106.31633094273938,3,1,7,12,13,58,,9
2209,his great iron-shod,1524,106.1944652266216,3,1,6,29,24,20,,20
1713,all the more,1525,106.16571885367492,3,2,27,4,27,27,4,8
66,sleep in order,1526,106.08032903435547,3,1,23,4,28,35,,8
1068,in agreement: whatever,1527,106.05729562117112,3,1,22,24,30,14,,8
2119,now onwards. He,1528,106.05697604481612,3,1,6,12,42,17,,22
2389,the expulsion of,1529,106.05136207756875,3,1,11,8,28,42,,9
470,"a stall? ""And",1530,106.0339696316845,3,1,49,8,12,12,,18
990,"of thought, to",1531,106.02992325377856,3,2,31,7,12,10,19,18
1204,was said to,1532,106.02948200962554,3,1,20,24,,14,4,37
949,but with a,1533,105.95926642738372,3,2,22,4,11,29,19,11
389,is abolished for,1534,105.91975663777345,3,2,31,4,15,34,4,10
1847,former slogan of,1535,105.91015836424668,3,1,6,9,30,42,,11
16,"the yard, kicked",1536,105.85241686907966,3,10,7,4,,20,,60
2699,"subsisted, and ought",1537,105.8414681426269,3,2,15,27,30,12,4,9
1557,Snowball were some,1538,105.84094410464026,3,1,7,27,12,17,,36
2586,hard to marshal,1538,105.84094410464026,3,1,7,27,12,17,,36
482,and have had,1540,105.83681199630648,3,2,6,9,58,11,4,8
2591,were at pains,1541,105.75088832041635,3,1,6,29,27,28,,8
1322,"thoughts, it would",1542,105.68697155062614,3,1,7,4,30,10,,48
2909,discovered. Snowball was,1543,105.65680982838107,3,2,7,9,42,14,4,20
471,even the miserable,1544,105.64513554504077,3,1,49,4,30,11,4,
2676,was even shorter.,1545,105.58105346685494,3,2,23,4,48,10,4,8
583,you that Man,1546,105.57509001955184,3,1,11,4,27,46,,9
762,it was a,1547,105.56591935551128,3,2,23,4,15,17,21,18
2625,"happened."" All the",1548,105.56551005399366,3,1,7,4,23,46,,18
1036,"Jones back?"" Once",1549,105.53360154517179,3,2,20,8,28,10,21,10
2618,an old bowler,1550,105.50146169156797,3,2,18,27,11,11,21,8
2070,"long table, sat",1551,105.44616962443801,3,2,22,4,30,11,21,8
2471,"it, but the",1552,105.34035108199842,3,2,20,4,27,34,4,8
1169,pigs. Napoleon himself,1553,105.24793053643229,3,1,11,8,27,42,,10
655,towards Man and,1554,105.18467251571924,3,2,24,4,28,14,4,22
1486,admiring herself in,1555,105.17034868367348,3,2,7,4,42,11,21,11
2507,of hay and,1555,105.17034868367348,3,2,7,4,42,11,21,11
2071,a solemn funeral.,1557,105.16702976816379,3,2,6,4,27,29,21,9
900,Major died peacefully in,1558,105.15575431114097,3,1,20,4,23,29,,22
1109,the same time,1559,105.0972121476505,3,1,6,4,24,46,,17
1094,for Napoleon's own,1560,105.06969027424547,3,2,20,12,24,12,19,10
2425,"the Rebellion, and",1561,105.05878487194153,3,2,20,7,30,10,19,10
2320,"were sold off,",1562,105.03361497476993,3,2,6,8,11,42,21,8
1224,and fired. The,1563,104.9910102963876,3,2,20,4,30,27,4,11
2233,back. At first,1563,104.9910102963876,3,2,20,4,30,27,4,11
1330,intended to create,1565,104.97034516412889,3,1,15,12,42,20,,8
587,prosperity of the,1566,104.9577369927429,3,10,22,12,,46,,9
937,pigs were two,1567,104.95439648735987,3,1,20,4,12,42,19,
1474,hanging in the,1568,104.93139763037605,3,2,20,4,15,17,19,22
2495,his bedside at,1568,104.93139763037605,3,2,20,4,15,17,19,22
1200,"up, someone was",1570,104.89409572018549,3,2,27,4,30,14,4,17
1848,like. In his,1571,104.85612627149882,3,2,20,9,24,14,21,8
355,of animals than,1572,104.76584106294888,3,2,20,4,12,46,4,10
852,"whined it, the",1573,104.74914086463647,3,2,24,7,15,20,21,9
2349,and his fellow-visitors,1574,104.71196981529094,3,1,31,7,44,11,4,
2085,the store-shed and,1575,104.53732535362404,3,2,22,8,42,11,4,8
1346,farm a spirit,1576,104.4948953918004,3,1,24,7,30,28,,8
284,"my stall, and",1577,104.47549677325036,3,1,24,4,13,20,,36
1293,to have been,1578,104.41870730723936,3,2,18,24,12,28,4,10
1580,of the animals,1579,104.41615081428806,3,1,6,7,24,42,,18
1621,foundations and several,1580,104.36998254093467,3,1,6,8,23,12,,48
840,they had the,1581,104.3687189828568,3,1,49,4,12,11,,20
1682,hard bargains. These,1582,104.17884463749236,3,1,24,4,30,17,,22
2714,was the attitude,1582,104.17884463749236,3,1,24,4,30,17,,22
1690,was not what,1584,104.06079866681382,3,2,7,9,13,10,21,36
1372,out his nose,1585,104.02221921017146,3,1,6,4,48,17,,22
1869,"hard. ""A horse's",1586,103.98749780386133,3,2,7,8,42,14,4,20
1945,been able to,1587,103.96108700100807,3,1,20,4,24,38,,10
746,my voice is,1588,103.95884227549536,3,2,18,4,30,14,19,9
2128,scenes of terror,1589,103.93609768070573,3,1,6,4,58,10,,18
1589,at his shoulder.,1590,103.93191789049327,3,1,18,27,11,32,,8
1067,a week to,1591,103.92344125836951,3,10,31,8,30,20,,
1667,was impossible to,1592,103.8371328396011,3,2,15,27,30,10,4,9
1301,at five. Liberal,1593,103.82988477768473,3,2,15,4,30,10,19,17
2549,it a point,1594,103.7314592810943,3,1,24,8,12,17,,36
1015,but the six,1595,103.72080053393842,3,2,6,4,13,58,4,10
2140,"animals sometimes did,",1596,103.68375771044683,3,2,15,7,13,46,4,10
2886,the animals were,1597,103.66869122211729,3,1,6,7,30,42,,11
1525,his face told,1598,103.58234500856342,3,1,24,4,12,20,,36
1670,interests whatever. Their,1599,103.58146239221102,3,10,23,27,28,10,,
2702,out of their,1599,103.58146239221102,3,10,23,27,28,10,,
1470,"even say, comrades,",1601,103.54470740611542,3,2,6,24,12,38,4,10
815,"beasts of Ireland,",1602,103.50767394842698,3,2,27,4,11,11,21,20
1927,but by the,1603,103.40096116144588,3,2,18,24,15,10,19,9
2437,"too, he said,",1604,103.30357376586286,3,1,23,29,13,27,4,
2488,on. There was,1605,103.29853797425868,3,1,49,4,23,10,,10
970,"movements, and a",1606,103.28535106729986,3,1,6,12,13,10,,55
2173,Napoleon appeared in,1607,103.26513373695455,3,1,18,7,15,46,,10
2357,laboriously scattered all,1608,103.25647473773951,3,1,31,4,23,20,,18
145,"of first-rate intelligence,",1609,103.24980175406617,3,2,24,4,23,11,24,8
2897,talking to you,1610,103.18796621090823,3,10,24,12,,42,,10
1498,To rebuild the,1611,103.15399620705213,3,2,20,4,23,35,4,8
585,have a common,1612,103.12428479752019,3,1,27,4,13,42,,9
1563,ear and dragged,1613,103.12316071082243,3,2,6,9,30,10,30,10
157,"the farm, and",1614,103.085642264143,3,2,27,4,11,11,19,22
1202,trying with all,1615,103.02788390877978,3,1,6,7,24,38,,20
1630,some of Snowball's,1616,102.99403447377145,3,1,20,12,27,29,,8
1554,this misfortune to,1617,102.9556384252333,3,1,6,4,42,34,,9
2582,but had been,1617,102.9556384252333,3,1,6,4,42,34,,9
2083,hardest. He had,1619,102.89804554452598,3,2,11,4,12,35,21,11
75,on his bed,1620,102.8850665276724,3,2,7,4,30,17,19,18
2845,wall in great,1621,102.85189319302711,3,10,27,29,12,20,,
1715,"had been purchased,",1622,102.8260867946388,3,2,24,12,23,20,4,11
2088,possible to foresee,1623,102.78731289193881,3,1,20,9,28,28,,10
1913,on the farm,1624,102.71833138991126,3,2,7,27,30,17,4,9
1323,"did not suppose,",1625,102.71157376913752,3,2,27,4,12,14,19,17
1620,"legs good, two",1626,102.67389127670903,3,2,24,12,12,20,4,22
688,"Weak or strong,",1627,102.641517442077,3,1,22,7,23,38,4,
2163,they will let,1628,102.61116099031443,3,1,22,4,12,20,,37
1483,and it was,1629,102.55640635933855,3,1,7,27,12,29,,20
2504,be necessary to,1629,102.55640635933855,3,1,7,27,12,29,,20
2132,suitable pretext Whymper,1631,102.55216382532113,3,1,7,29,30,20,,10
1906,"any other animal.""",1632,102.52011704036178,3,2,6,4,23,32,21,8
307,will keep the,1633,102.49136241990554,3,2,18,4,30,28,4,10
1505,"ferociously, panic overtook",1634,102.48909471710279,3,1,6,7,30,42,,9
1016,down almost immediately.,1635,102.4172555391815,3,10,7,4,,17,,60
101,who settled down,1636,102.38912186881494,3,2,20,4,23,12,24,10
1331,size. There seemed,1637,102.33919310086283,3,1,23,4,12,38,,17
150,powers of work.,1638,102.32279792621543,3,1,6,7,12,14,,55
1218,By the late summer,1639,102.31669429875815,3,1,20,4,44,10,,17
1168,peace in his,1640,102.30727696262855,3,1,18,9,11,46,,10
2017,"the Brussels carpet,",1641,102.24357209583584,3,1,15,29,30,12,,9
1684,"his hoof, and",1642,102.16998196241418,3,1,18,4,30,32,,11
675,sleep in a,1643,102.16871824283508,3,1,11,4,15,17,,48
2016,taken to flight,1644,102.11477520040351,3,10,7,4,,17,,60
1410,"sooner or later,",1645,102.0822571447403,3,1,11,12,12,42,,17
1282,toiled harder than,1646,102.01748488921449,3,1,11,27,30,17,,9
2293,and distilling. A,1646,102.01748488921449,3,1,11,27,30,17,,9
652,"I merely repeat,",1648,101.99453024847203,3,2,6,8,12,38,19,10
2407,something very serious,1649,101.94828897190469,3,1,31,4,,20,4,36
2889,"have seen, had",1650,101.94402579255036,3,1,7,29,12,10,,37
2682,pigs march slowly,1651,101.93387961456499,3,1,23,27,24,17,4,
2361,difficulty see out,1652,101.91728801220648,3,1,18,12,23,12,30,
1853,deep silence hung,1653,101.82960613750613,3,2,31,9,13,11,21,8
475,natural span. For,1654,101.81545959177946,3,1,22,9,27,27,,8
170,he would sooner,1655,101.80003509421942,3,1,49,7,12,17,,10
954,"than Napoleon, quicker",1656,101.74841960518238,3,1,6,7,15,11,,55
2529,advance that some,1657,101.74151927717774,3,1,6,4,48,17,19,
2601,"like a publican,",1658,101.64710461378532,3,2,11,12,11,20,30,10
2519,hardships to be,1659,101.53061958367552,3,2,20,4,23,34,4,8
1149,the very last.,1660,101.51266584834075,3,2,18,8,13,14,30,10
115,"two cart-horses, Boxer",1661,101.37927120074893,3,10,6,4,30,46,,
2661,in March. Sometimes,1662,101.36004754566687,3,1,20,12,27,27,,8
2797,was an old-fashioned,1663,101.34970317771963,3,1,18,4,42,10,19,
427,during this last,1664,101.33443415387167,3,2,22,4,12,20,24,10
260,I had last,1665,101.30919209064751,3,2,20,4,23,32,4,9
1702,the animals on,1666,101.14455085984994,3,1,15,27,24,10,,18
2736,now almost friendly.,1666,101.14455085984994,3,1,15,27,24,10,,18
1625,a double ration,1668,101.10997761894531,3,2,6,27,11,11,19,17
2489,time instead of,1669,101.08717257479326,3,2,6,4,58,10,4,10
2689,amazed and frightened,1670,101.0805341042446,3,2,6,7,44,11,4,20
182,"admitting it, he",1671,101.07916947430206,3,1,6,4,11,17,,55
824,animals into the,1672,100.98613755967014,3,2,7,12,12,32,21,9
1359,some word of,1673,100.94749670999941,3,2,6,24,12,11,30,9
758,"had said, his",1674,100.93640113904327,3,1,7,12,27,11,,37
55,(so he was,1675,100.91260792334627,3,1,6,8,12,60,,8
2592,chinks and knot-holes.,1676,100.88169356869304,3,2,6,7,30,10,30,10
1910,been arranged. He,1677,100.77175025820281,3,2,27,4,13,11,19,18
1454,the dog slunk,1678,100.76413436239812,3,2,6,9,13,42,4,17
1348,Squealer looked very,1679,100.75712372936643,3,2,7,9,11,34,21,10
1615,he whispered in,1680,100.74476066915211,3,2,31,9,30,10,4,8
1718,Napoleon the credit,1681,100.6783371217934,3,2,20,4,12,27,19,9
2064,round a bonfire,1682,100.64522335799172,3,1,23,12,12,35,,11
597,"perfect unity, perfect",1683,100.63652031168763,3,2,6,7,23,11,24,20
1363,had died happy.,1684,100.57586758687981,3,2,6,4,28,17,19,17
989,a complete system,1685,100.4955419388658,3,1,23,7,12,14,,37
834,and a few,1686,100.46393141404263,3,2,6,4,13,32,19,18
1960,it off as,1687,100.41988067548496,3,1,31,12,,38,4,8
1999,"of the windmill,",1688,100.40474776483373,3,1,6,24,23,20,,20
778,And the fruitful,1689,100.38563981661419,3,1,22,4,13,42,,11
1937,to take the,1690,100.38543876408214,3,1,18,7,30,29,,9
997,secret meetings in,1691,100.38056373492475,3,2,7,4,12,11,21,37
1257,bearing a scrap,1692,100.32033586877549,3,2,18,4,12,28,19,10
2396,and butted the,1693,100.22730408040209,3,2,15,8,24,17,19,9
110,sheep and cows,1694,100.2158050652016,3,2,31,7,12,29,4,8
1781,they used to,1695,100.20172357717108,3,2,6,4,23,11,30,17
1419,"Snowball, which was",1696,100.13456467207254,3,2,23,7,13,27,4,17
2154,"""Four legs good,",1697,100.11431224841353,3,2,18,9,13,11,30,10
1962,drawing on. He,1698,100.05993639540182,3,2,15,8,30,12,19,8
2285,the animals assembled,1699,100.01313665375886,3,10,7,29,30,20,,
1234,unaccountably been absent,1700,99.85288525339735,3,1,20,7,15,34,,17
1493,before retiring for,1701,99.85054367655458,3,1,20,7,23,20,,22
280,I have had,1702,99.78834409768284,3,1,15,9,30,20,,18
928,The work of,1703,99.78554566772227,3,1,20,4,28,29,,11
2174,them out to,1704,99.7743854180949,3,1,11,9,27,35,,10
1291,There were fifteen,1705,99.75950313916469,3,2,6,4,44,11,4,22
2301,timber to Frederick.,1705,99.75950313916469,3,2,6,4,44,11,4,22
584,and the animals,1707,99.74288901712993,3,2,20,12,12,20,19,8
387,root cause of,1708,99.68459525183178,3,2,15,7,12,17,30,10
1135,them after his,1709,99.66590056758969,3,2,15,7,13,42,4,10
2340,pulled the wagon,1710,99.64776409787846,3,1,6,4,12,10,,60
81,and had lately,1711,99.59926081214212,3,1,23,12,30,17,,11
2887,of the defence,1712,99.5469935049225,3,2,20,7,24,11,21,8
2069,"spare moments, of",1713,99.5391054381966,3,10,31,9,30,14,,
1613,"face, so that",1714,99.46886315545878,3,1,11,24,13,27,,17
938,young boars named,1715,99.46675113562571,3,1,6,12,13,42,19,
1127,prosperity of Animal,1716,99.3855825074793,3,1,7,7,30,38,,10
414,"tills the soil,",1717,99.34939375199116,3,10,27,8,30,20,,
1881,"""No animal shall",1718,99.33321995943751,3,2,23,4,30,20,4,10
980,his tail which,1719,99.20434355114111,3,2,20,4,12,42,4,8
1201,"them all. Yes,",1720,99.16762123731802,3,1,6,27,13,35,,10
830,themselves. Even the,1721,99.09793378251847,3,1,7,8,12,10,,55
2134,days later the,1722,99.01684154385408,3,2,6,29,12,11,21,11
1445,Squealer counselled them,1723,98.99644829715432,3,2,7,9,23,11,4,36
2999,Pilkington. The very,1724,98.96504046889319,3,2,7,4,12,10,21,37
1215,a pile of,1725,98.95807197318294,3,2,18,4,11,42,4,10
559,straw beneath my,1726,98.91761835353434,3,1,11,7,23,42,,8
2344,"this song, though",1727,98.91669731943625,3,1,15,12,42,14,,8
1603,them from mid-air;,1728,98.90573246536871,3,1,24,12,12,34,,10
2634,"no windmill, he",1728,98.90573246536871,3,1,24,12,12,34,,10
54,way. Old Major,1730,98.87874625415016,3,1,18,4,12,35,,22
2102,of the hedge.,1731,98.65560362205736,3,2,18,4,30,11,19,8
2249,himself in the,1732,98.65030057514757,3,1,6,27,12,35,,10
1757,for the enemy.,1733,98.62310792128223,3,1,20,9,24,20,,18
910,to the more,1734,98.62191429071507,3,1,6,9,12,60,4,
2364,expend enormous labours,1735,98.54998170838816,3,1,6,4,58,12,,10
159,"He seldom talked,",1736,98.53295589184789,3,1,7,9,23,42,,10
2362,of them which,1737,98.51565658723703,3,2,7,7,11,34,21,10
2646,after breakfast there,1738,98.5032935270227,3,2,31,7,30,10,4,8
2411,"work, with Squealer",1739,98.50247201027713,3,10,31,9,23,20,,
499,that horror we,1740,98.49924405611317,3,1,7,4,12,58,,10
1661,"distorted forms, and",1741,98.4558931419932,3,2,18,4,30,17,4,17
872,was a fox,1742,98.44394308754637,3,1,6,7,58,10,,9
235,finally squeezed herself,1743,98.42444801159833,3,2,6,9,30,12,24,8
943,"was a large,",1744,98.33370333290875,3,2,27,9,30,11,4,8
1909,the subject had,1745,98.24111408711748,3,2,6,12,27,14,19,11
1641,the sound of,1746,98.2377595752517,3,2,20,4,12,32,4,17
141,gave him a,1747,98.2252346597923,3,2,15,7,11,42,4,10
2469,"was only stunned,",1748,98.22270195563404,3,2,6,4,11,27,30,11
2227,he who had,1749,98.22239017447717,3,10,20,8,44,12,,
2207,well-being of a,1750,98.21792374421956,3,1,27,4,30,11,19,
2284,of triumph. They,1751,98.16022978049284,3,10,20,4,48,11,,
312,it are forced,1752,98.11571846439105,3,1,23,4,15,29,,20
1249,was true. A,1753,98.03087749439956,3,2,20,4,24,11,21,9
2258,need sugar. You,1753,98.03087749439956,3,2,20,4,24,11,21,9
114,the cud. The,1755,98.00625318364153,3,1,20,7,15,29,,20
2660,and fro over,1756,97.99127343439812,3,2,31,4,24,17,4,9
1645,good intentions. Old,1757,97.98315731017325,3,1,11,12,48,12,,8
2061,beings were meeting,1758,97.97242728697003,3,2,11,27,11,11,19,9
610,"on their hindquarters,",1759,97.93455407338077,3,1,15,7,12,46,,10
1455,had been used,1760,97.93349497293363,3,1,18,9,44,10,,9
2739,her. His two,1761,97.93036026777645,3,1,6,4,15,29,,37
2470,soon forgot their,1762,97.86112638015646,3,2,6,12,30,20,4,18
1253,legs. Boxer looked,1763,97.77267054318985,3,1,11,4,48,10,,17
95,comfortable after their,1764,97.7329650678933,3,10,31,8,23,20,,
1732,he would have,1765,97.66176920722376,3,10,18,8,30,27,,
869,who sprang out,1766,97.59673011957125,3,2,20,4,23,27,4,10
1456,he was out,1767,97.5667621778185,3,2,6,7,23,20,24,8
2208,much disheartened after,1768,97.54424461394139,3,1,6,27,13,34,,10
407,back to them,1769,97.51433034554901,3,1,31,8,30,12,,9
453,"you bore, who",1770,97.50858117824691,3,1,11,4,12,42,,20
440,laid in this,1771,97.49030794706053,3,2,6,4,13,29,19,18
278,I have had,1772,97.43550764379421,3,1,11,12,11,35,21,
546,human race! That,1773,97.41413818667861,3,1,7,4,13,58,,8
2835,Clover had said.,1774,97.39651222490058,3,1,27,12,30,11,,10
2800,"horses' shoes, none",1775,97.3810048891829,3,1,27,9,12,34,,8
567,lives! And above,1776,97.37963951526989,3,2,6,4,30,11,30,8
2684,lounge in his,1777,97.3375666673395,3,1,22,29,15,20,4,
1416,there kept them,1778,97.27329367143092,3,1,6,7,24,35,,18
376,"beings. There, comrades,",1779,97.25103605406822,3,2,15,4,12,11,24,22
1356,"wire, scrap-iron, and",1779,97.25103605406822,3,2,15,4,12,11,24,22
1236,one was able,1781,97.21748301557109,3,1,11,9,48,11,,10
2379,field with a,1782,97.04210487287969,3,1,6,4,28,32,19,
1490,pigs who had,1783,96.987517587293,3,2,6,7,42,11,4,17
2230,one and had,1784,96.92269396086995,3,1,11,29,27,11,,11
438,"hens, how many",1785,96.88926909385796,3,1,6,7,23,35,,18
2857,"he said, ""is",1786,96.81489090470718,3,2,20,29,15,11,4,10
2246,were tall enough,1787,96.78954760810211,3,2,31,4,11,20,4,18
2466,was never tired,1788,96.75498115502492,3,2,7,7,23,11,4,36
2853,"richer–except, of course,",1789,96.70666531597769,3,2,6,9,24,12,19,18
1717,would be only,1790,96.6961555316613,3,1,27,24,12,17,,10
1632,"him distinctly!"" and",1791,96.68529995564828,3,1,11,4,23,34,,17
2903,"words, ""I will",1792,96.68522221856163,3,1,20,4,15,29,,22
1113,"against this vile,",1793,96.66982384512,3,1,31,24,12,14,,8
2238,caused it to,1794,96.64492336425992,3,1,6,9,58,11,4,
1380,I have laid,1795,96.64302847797303,3,2,15,4,24,17,19,9
2651,live for ever,1796,96.62024343201641,3,2,24,12,12,14,4,22
1665,"Comrades, here and",1797,96.52048792393134,3,1,31,7,24,10,,17
651,more to say.,1798,96.51367561985572,3,10,7,4,12,58,,
599,struggle. All men,1799,96.44526191714489,3,2,23,12,12,29,4,8
1222,and operated by,1800,96.44525074661381,3,1,6,4,30,32,,17
2020,is to work,1801,96.44438153998578,3,1,23,4,44,14,4,
341,that it cannot,1802,96.27638927885381,3,1,22,8,28,11,19,
1349,removal. Some of,1803,96.22314483307946,3,1,7,4,11,11,,55
833,up the tune,1804,96.22076573228586,3,1,11,7,30,20,,20
1073,terrible voice pronounced,1805,96.21781762774086,3,1,7,4,44,17,,17
333,is the plain,1806,96.15186173268192,3,1,6,4,12,58,,8
508,great muscles of,1807,96.10641997563539,3,2,7,4,13,32,21,11
281,much time for,1808,96.09867590138738,3,1,6,4,58,12,,8
2191,as a matter,1809,96.0782479169576,3,10,27,4,15,35,,
58,which he had,1810,96.03683588321472,3,1,24,4,30,11,19,
2056,"room, afraid to",1811,96.02416832474073,3,1,6,4,48,11,19,
1367,voiced the general,1812,96.00614862650869,3,1,23,4,23,28,,10
2383,a dream and,1812,96.00614862650869,3,1,23,4,23,28,,10
1598,sugar and linseed,1814,95.9979654137294,3,2,6,9,23,12,19,17
2371,"in single file,",1815,95.99403525796772,3,2,15,4,12,10,24,22
686,ever tyrannise over,1816,95.94509307755027,3,1,23,12,30,20,4,
102,in the straw,1817,95.8894892826059,3,1,7,4,12,10,,55
1521,of the buildings.,1818,95.83267226697738,3,1,7,4,42,27,,8
1176,was hard. The,1819,95.77191160406038,3,1,31,8,12,28,,10
2616,present lives: they,1820,95.748292293315,3,1,6,29,30,12,,11
2104,there lay a,1821,95.71315528163586,3,10,7,4,58,11,,
1761,yard. The men,1822,95.71169286466316,3,1,27,8,12,34,,8
2476,"Spontaneous Demonstration, the",1823,95.69202783080425,3,1,18,7,44,10,,9
76,"of straw, under",1824,95.6742079872543,3,2,15,9,12,38,4,8
1378,"F, G, H,",1825,95.65424749692984,3,2,24,24,12,12,4,11
71,"big barn, on",1826,95.64757119145465,3,10,31,8,27,14,,
2272,to the discussion.,1827,95.61627316199727,3,2,6,4,30,35,4,8
2645,"stood up and,",1828,95.6142782271685,3,1,22,29,12,14,,10
729,came back to,1829,95.60784162629632,3,2,6,8,12,29,24,8
1510,said quietly that,1830,95.60647961942331,3,2,11,24,24,17,4,8
771,to my joyful,1831,95.53447780740699,3,1,20,12,30,17,,10
1626,the summer wore,1832,95.50733182764164,3,2,6,9,24,11,19,17
391,the only creature,1833,95.49312453202056,3,2,11,9,30,11,4,22
1594,both in and,1834,95.4810679602176,3,1,31,7,12,28,,9
2260,taking this extra,1835,95.46923233094554,3,1,11,29,12,17,19,
2113,her appetite was,1836,95.41429711791466,3,10,6,4,24,46,,
2748,animals sniffed the,1837,95.36507382118333,3,2,27,8,13,27,4,8
679,"tobacco, or touch",1838,95.34723537902768,3,1,6,8,28,10,,36
638,"once, and it",1839,95.3082460650459,3,1,20,9,30,11,,18
1211,themselves flat on,1840,95.30333992017354,3,10,31,12,27,10,,
1170,to be punished,1841,95.29140459276765,3,1,6,4,28,32,,17
2485,by saying that she,1842,95.2678433872628,3,2,15,4,12,14,19,22
1827,welfare. It is,1843,95.2648963913477,3,2,20,4,30,11,4,17
2950,ANIMALS ARE MORE,1844,95.17344846267055,3,2,6,12,27,11,19,11
2626,so that that,1845,95.15282341047835,3,1,20,7,23,20,,18
664,also that in,1846,95.14728481196177,3,2,31,4,23,14,4,9
1061,control. They had,1847,95.13919183566958,3,10,6,4,27,42,,
2063,retired. The talk,1847,95.13919183566958,3,10,6,4,27,42,,
1856,"the harness-room), to",1849,95.12437439815879,3,1,15,7,13,42,,10
1873,not what they,1850,95.06259492428099,3,2,6,8,23,11,21,17
594,except himself. And,1851,95.05605084359777,3,1,11,4,,42,21,9
696,"comrades, I will",1852,95.04233885017129,3,1,31,4,12,29,,11
2007,"barn, above the",1853,95.026985652464,3,10,6,4,58,11,,
2703,Mollie again. In,1854,94.9979199530621,3,1,15,8,42,11,,11
1745,Clover tried to,1855,94.98579685879751,3,1,31,24,15,14,4,
2538,say. The importance,1856,94.90292968429307,3,2,6,4,12,32,21,11
121,with great care,1857,94.89404452476457,3,2,6,4,13,20,21,22
1209,guarded his bed,1858,94.88144842100382,3,2,24,7,13,12,21,10
2450,who absented himself,1859,94.83221140848362,3,1,15,4,28,32,,8
1895,were the same,1860,94.80413674067835,3,1,31,4,30,11,,11
2321,hunters refused their,1861,94.77397180327743,3,1,27,9,13,29,,9
682,the habits of,1862,94.77201795949688,3,2,11,4,30,12,21,8
2799,Napoleon's teeth. In,1863,94.76315691962918,3,2,7,8,30,29,4,9
918,"would take place,",1864,94.71645302875127,3,2,23,8,12,14,21,8
631,us put it,1865,94.68012657240193,3,1,18,8,23,20,,18
776,"coming, Tyrant Man",1866,94.64374312563307,3,1,6,4,13,42,,22
2874,away from work,1867,94.63008540856868,3,1,6,29,30,14,,8
2989,and it was,1868,94.59963165412802,3,1,7,4,23,17,,37
2508,think of a,1869,94.59513688706151,3,1,27,4,28,17,,11
1671,dashed straight for,1870,94.48130997507997,3,1,15,4,42,14,,11
142,"somewhat stupid appearance,",1871,94.46495848041377,3,2,6,4,12,11,4,48
2599,to be known,1872,94.4440792153396,3,1,11,8,15,34,,20
1634,is to happen,1873,94.42966626681938,3,1,6,4,42,17,,17
575,struggle until it,1874,94.40884346333918,3,2,20,4,15,10,19,18
2318,and pinned him,1875,94.4085604598769,3,10,6,7,24,42,,
1054,a farm owned,1876,94.39398155551231,3,2,15,4,11,17,21,17
162,usually to make,1877,94.38653221995139,3,1,22,4,12,38,,10
1266,be worn on,1878,94.38084044023462,3,1,15,8,30,17,,18
1990,The whole farm,1879,94.36794233013595,3,1,27,4,24,12,,20
233,"usual, for the",1880,94.35850432974232,3,2,15,12,28,17,4,10
2400,They found it,1881,94.28989018362114,3,2,11,12,12,10,30,11
201,to side to,1882,94.26715684812173,3,2,6,8,12,35,4,20
1297,Each had his,1883,94.25629996302881,3,1,23,4,28,11,,20
1949,"the bricks, sand,",1884,94.25286306829264,3,1,6,4,58,10,,8
1427,"said, and wasted",1885,94.19751177277337,3,2,6,12,13,17,21,17
1196,great admiration for,1886,94.19571079138812,3,2,11,9,30,14,4,17
2282,part of the,1887,94.16441771612034,3,1,6,29,30,11,,10
206,a sort of,1888,94.14899013330121,3,1,22,4,30,11,19,
2477,the windmill. On,1889,94.13160084792032,3,2,6,7,23,17,24,8
2201,from pig to,1890,94.12642246346262,3,1,6,4,12,42,,22
2170,"seven, and for",1891,94.12004960248163,3,2,23,8,30,12,4,9
