ID,Name,Rank,Rarity_Score,Attributes,Background,Clothes,Degen Level,Ear rings,Eyes,Fur color,Head,Hood,Legendary,Mouth,Mutation,Nose piercing,Object,Tattoo
89,Degen Fox #89,1715,195.2351445348,7,Rays blue,T-shirt candles,Noob,,08 sapphire,white,Knitted hat,,,12,,,,
2672,Degen Fox #2672,1716,195.2335902968,7,Party red,Bomber02,Noob,1,04 blue,red,,,,7,,,,
223,Degen Fox #223,1717,195.1857827925,7,Bridge yellow,T-shirt cards,Noob,,04 blue,green snake,Cylinder Hat,,,7,,,,
1377,Degen Fox #1377,1718,195.1570657663,8,Rays green,Suit Black,Noob,,03 red,red,Hair05 yellow,,,15 bored,,5,,
3736,Degen Fox #3736,1719,195.1430956827,7,Basic blue,Hoodie golden,Noob,,08 emerald,white,Cowboy hat pink,,,2,,,,
1994,Degen Fox #1994,1720,195.1350800056,7,Moon violet,Hoodie + hood 02,Noob,,03 green,pink,,Hood 02,,11 pipe,,,,
4130,Degen Fox #4130,1721,195.1267832429,7,Moon blue,Hoodie stripes,Noob,,04 yellow,black,Hair01 orange,,,13 cigar,,,,
3734,Degen Fox #3734,1722,195.1020379667,8,Party blue,Shirt colorful,Noob,,04 blue,black,Knitted hat,,,6,,4,,
3539,Degen Fox #3539,1723,195.0107224379,8,Party blue,Shirt roses,Noob,3,04 yellow,red,Hair08 blue,,,10,,,,
1843,Degen Fox #1843,1724,194.9493280351,7,Rays green,Bomber01,Noob,,02 color,pink,Hair08 blue,,,6,,,,
3451,Degen Fox #3451,1725,194.8696416918,8,Bridge blue,Hawaii flowers,Noob,,04 blue,green,Red,,,3,,,Martini,
40,Degen Fox #40,1726,194.8396957675,7,Party red,T-shirt Scratch,Noob,,03 green,green snake,Hair01 pink,,,9,,,,
2853,Degen Fox #2853,1727,194.8067254619,8,Bridge yellow,Jacket brown,Noob,3,02 blue,white,Hair07 black,,,1,,,,
976,Degen Fox #976,1728,194.7931522587,8,Party red,Golden vest,Noob,,02 blue,Red tiger,Cowboy hat pink,,,15 bored,,1,,
2432,Degen Fox #2432,1729,194.7546612485,8,Bridge blue,Bulletproof pink,Noob,,04 green,pink,Hair01 pink,,,1,,4,,
1189,Degen Fox #1189,1730,194.7444368006,8,Bridge violet,Hawaii flowers,Noob,4,02 blue,black,Hair04 white,,,8,,,,
880,Degen Fox #880,1731,194.7263227017,7,Basic blue,Suit tartan,Noob,,02 blue,pink,Hair08 blue,,,11 pipe,,,,
2049,Degen Fox #2049,1732,194.7127682264,6,Bridge blue,Shirt roses,Noob,,02 color,pink,,,,7,,,,
1860,Degen Fox #1860,1733,194.7099044421,8,Party blue,T-shirt Scratch,Noob,3,5,red,,,,15 bored,,,Martini,
308,Degen Fox #308,1734,194.7090197741,8,Rays red,Jacket red,Noob,,7,white,Red,,,15 bored,,1,,
1586,Degen Fox #1586,1735,194.6936293988,7,Basic red,T-shirt pink,Noob,,04 yellow,pink,WGMI,,,10,,,,
47,Degen Fox #47,1736,194.6333100713,8,Basic red,No sleeve white,Noob,1,04 yellow,green snake,,,,9,,4,,
4092,Degen Fox #4092,1737,194.569509754,8,Rays red,Shirt short sleeve,Noob,2,04 blue,Color,Hair06 violet,,,14 candy,,,,
1199,Degen Fox #1199,1738,194.4819681948,9,Party red,Fur coat zebra,Noob,,03 green,green snake,Cowboy hat,,,8,,4,Short,
3314,Degen Fox #3314,1739,194.4577690806,7,Bridge yellow,Hoodie + hood 01,Noob,,04 blue,violet,,Hood 01,,2,,,,
1604,Degen Fox #1604,1740,194.4425414004,7,Rays green,Golden vest,Noob,,08 sapphire,pink,Knitted hat,,,10,,,,
2570,Degen Fox #2570,1741,194.4063301149,8,Basic red,Bomber02,Noob,,02 color,red,Hair08 blue,,,10,,5,,
610,Degen Fox #610,1742,194.3954379894,9,Moon violet,Shirt sculls,Noob,,03 green,black,Panama hat green,,,2,,5,Wine,
1694,Degen Fox #1694,1743,194.3584559935,8,Moon violet,Hoodie stripes,Noob,,01 green,red,Knitted hat,,,10,,,Rose,
3732,Degen Fox #3732,1744,194.2938414823,7,Rays red,Jacket black,Noob,,04 blue,pink,Hair07 blue,,,13 cigar,,,,
2893,Degen Fox #2893,1745,194.2788619226,8,Rays green,T-shirt blue,Noob,1,03 green,red,Hair05 yellow,,,6,,,,
3293,Degen Fox #3293,1746,194.2771748809,7,Rays red,Suit White,Noob,,04 blue,white,Hair08 red,,,11 pipe,,,,
1448,Degen Fox #1448,1747,194.2108300333,7,Bridge blue,T-shirt blue,Noob,,03 red,red,Hair08 blue,,,6,,,,
2829,Degen Fox #2829,1748,194.0943640251,7,Basic red,White,Noob,,7,pink,HeadPhones,,,9,,,,
4013,Degen Fox #4013,1749,194.0784545102,7,Rays blue,Shirt short sleeve,Noob,,03 lazer,Red tiger,Cylinder Hat,,,14 candy,,,,
139,Degen Fox #139,1750,193.9932877606,7,Rays red,Black,Noob,,01 green,green snake,Knitted hat,,,8,,,,
3548,Degen Fox #3548,1751,193.9460057019,7,Rays red,T-shirt Spots,Noob,,7,red,Brain,,,13 cigar,,,,
1679,Degen Fox #1679,1752,193.9025801851,8,Party blue,T-shirt casino,Noob,,04 green,Color,Hair04 white,,,10,,,,2
3948,Degen Fox #3948,1753,193.8976672854,8,Party blue,Shirt sculls,Noob,,02 blue,red,Knitted hat,,,13 cigar,,5,,
3272,Degen Fox #3272,1754,193.8951513534,8,Basic green,Hoodie + hood 03,Noob,,03 green,Red tiger,,Hood 03,,6,,,Rose,
3895,Degen Fox #3895,1755,193.87972465,7,Bridge violet,Bulletproof,Noob,3,08 sapphire,red,,,,12,,,,
4086,Degen Fox #4086,1756,193.8379969669,8,Basic green,T-shirt black,Noob,,04 green,violet,Knitted hat,,,9,,1,,
2140,Degen Fox #2140,1757,193.8128943419,8,City blue,Shirt yellow,Noob,,04 yellow,Red tiger,Hair05 blue,,,2,,2,,
334,Degen Fox #334,1758,193.7769181775,7,Party red,Shirt short sleeve,Noob,,08 lazer,Red tiger,Cylinder Hat,,,12,,,,
281,Degen Fox #281,1759,193.7760356931,8,Party red,Bulletproof pink,Noob,3,5,black,,,,8,,,Short,
1092,Degen Fox #1092,1760,193.752275611,7,Bridge blue,T-shirt black,Noob,,04 green,Red tiger,,,,7,,,Rose,
2914,Degen Fox #2914,1761,193.7139992358,7,Rays green,Suit White,Noob,,08 btc,red,Cowboy hat,,,15 bored,,,,
1809,Degen Fox #1809,1762,193.6784942092,8,Bridge yellow,Hoodie golden,Noob,4,7,green,Hair05 yellow,,,04 rainbow,,,,
2578,Degen Fox #2578,1763,193.671456992,8,Basic red,Classic Vest red,Noob,1,02 color,green,Hair01 orange,,,8,,,,
777,Degen Fox #777,1764,193.6154984244,8,Basic red,Fur coat pink,Noob,5,7,Red tiger,Hair06 violet,,,15 bored,,,,
3954,Degen Fox #3954,1765,193.5162752368,8,Rays blue,Hoodie + hood 03,Noob,,04 yellow,pink,,Hood 01,,10,,4,,
1597,Degen Fox #1597,1766,193.4562013818,7,Party red,Bomber01,Noob,,08 sapphire,black,Cowboy hat,,,10,,,,
2762,Degen Fox #2762,1767,193.4059815534,7,Basic green,Jacket red,Noob,,01 blue,green,Panama hat,,,12,,,,
3268,Degen Fox #3268,1768,193.3985420335,7,Rays blue,Shirt roses,Noob,,7,violet,Hair05 blue,,,2,,,,
2643,Degen Fox #2643,1769,193.3768554986,7,Party blue,Hawaii trees,Noob,,02 blue,violet,Brain,,,12,,,,
901,Degen Fox #901,1770,193.3544832093,8,Basic green,Jacket black,Noob,,7,white,Hair06 violet,,,15 bored,,,Short,
2331,Degen Fox #2331,1771,193.3096338648,7,Moon violet,Bulletproof pink,Noob,,5,black,Hair04 white,,,2,,,,
3516,Degen Fox #3516,1772,193.2855479676,7,Moon blue,Hoodie + hood 02,Noob,,04 yellow,pink,,Hood 01,,9,,,,
783,Degen Fox #783,1773,193.2690366304,8,Rays green,Hawaii Tommy,Noob,,03 green,white,Hair04 white,,,10,,,,2
1791,Degen Fox #1791,1774,193.2302753248,9,Moon violet,No sleeve white,Noob,,03 green,Red tiger,Cylinder Hat,,,1,,2,,2
3273,Degen Fox #3273,1775,193.1872612755,8,Moon blue,T-shirt black,Noob,4,02 color,red,Hair01 pink,,,8,,,,
1997,Degen Fox #1997,1776,193.1512738648,8,Basic blue,Bulletproof,Noob,,03 red,pink,Hair05 yellow,,,12,,2,,
3193,Degen Fox #3193,1777,193.1147843133,7,Basic green,Suit White,Noob,,08 ruby,Red tiger,Knitted hat,,,1,,,,
3118,Degen Fox #3118,1778,193.0623562262,6,Moon blue,Classic Vest,Noob,,06 red,red,,,,13 cigar,,,,
1866,Degen Fox #1866,1779,193.0254686026,7,Bridge blue,Hoodie + hood 01,Noob,,5,green,,Hood 02,,12,,,,
2059,Degen Fox #2059,1780,192.973795149,8,Bridge blue,Classic Vest red,Noob,5,02 color,pink,Hair07 blue,,,8,,,,
2608,Degen Fox #2608,1781,192.9736472555,7,Basic red,Turtleneck black,Noob,,06 red,pink,Hair07 violet,,,2,,,,
1337,Degen Fox #1337,1782,192.9513299817,8,Bridge violet,Suit stripes,Noob,2,04 blue,pink,Hair04 black,,,05 no tooth,,,,
931,Degen Fox #931,1783,192.9401659841,8,Rays red,Bulletproof,Noob,,5,black,Hair07 violet,,,10,,5,,
278,Degen Fox #278,1784,192.9136136745,7,Moon blue,Hoodie stripes,Noob,,08 tezos,black,Cylinder Hat,,,8,,,,
3330,Degen Fox #3330,1785,192.9090638901,7,Bridge violet,Hoodie golden,Noob,4,08 emerald,green,,,,2,,,,
2239,Degen Fox #2239,1786,192.8832297006,8,Party blue,T-shirt Web,Noob,,03 red,red,Hair01 orange,,,04 rainbow,,1,,
2419,Degen Fox #2419,1787,192.8787131645,8,Basic blue,Jacket red,Noob,,7,pink,Hair08 red,,,8,,1,,
1257,Degen Fox #1257,1788,192.8613058118,7,Basic blue,T-shirt pink,Noob,,01 blue,red,Hair06,,,10,,,,
252,Degen Fox #252,1789,192.8373281329,7,City red,Bathrobe 01,Noob,,5,red,Construction helmet,,,04 rainbow,,,,
3172,Degen Fox #3172,1790,192.7500459544,7,Basic blue,Classic Vest,Noob,,02 color,pink,HeadPhones,,,11 pipe,,,,
1513,Degen Fox #1513,1791,192.7014760937,8,Bridge violet,T-shirt casino,Noob,,04 green,green snake,Hair02 violet,,,3,,1,,
1326,Degen Fox #1326,1792,192.6444994876,8,Basic green,Bathrobe 02,Noob,,04 green,Color,Panama hat green,,,11 pipe,,1,,
3307,Degen Fox #3307,1793,192.6436247556,9,Moon blue,Shirt short sleeve,Noob,,04 green,Color,Panama hat,,,1,,,Short,2
442,Degen Fox #442,1794,192.6351874073,6,Bridge violet,T-shirt white,Noob,,08 btc,red,,,,14 candy,,,,
194,Degen Fox #194,1795,192.6318100424,8,Basic green,Suit tartan,Noob,,06 red,white,Knitted hat,,,8,,,Wine,
1456,Degen Fox #1456,1796,192.6057782588,8,Basic blue,Bomber01,Noob,,04 green,Color,Hair08 blue,,,2,,5,,
2957,Degen Fox #2957,1797,192.6050518333,8,Basic green,T-shirt candles,Noob,,02 blue,white,Panama hat green,,,05 no tooth,,1,,
3817,Degen Fox #3817,1798,192.5804366174,8,Moon blue,Suit Black,Noob,5,7,green,Hair05 yellow,,,2,,,,
4048,Degen Fox #4048,1799,192.4322122572,7,Bridge violet,Jacket brown,Noob,,03 lazer,Red tiger,Cowboy hat,,,8,,,,
3545,Degen Fox #3545,1800,192.4169595545,7,Basic red,Hoodie stripes,Noob,,08 emerald,white,,,,1,,,Short,
3861,Degen Fox #3861,1801,192.3691799973,8,Rays red,Hawaii flowers,Noob,,02 color,Color,Hair02 violet,,,10,,4,,
2992,Degen Fox #2992,1802,192.2439228961,8,Bridge yellow,T-shirt pink,Noob,3,5,white,Hair02 violet,,,1,,,,
78,Degen Fox #78,1803,192.2363335313,8,Basic blue,Hoodie + hood 01,Noob,,04 green,red,,Hood 01,,10,,,Wine,
2657,Degen Fox #2657,1804,192.188063989,8,City blue,Fur coat leopard,Noob,4,02 color,red,HeadPhones,,,8,,,,
2069,Degen Fox #2069,1805,192.1573381559,7,Bridge blue,Hawaii Tommy,Noob,,02 blue,white,Red,,,11 pipe,,,,
1487,Degen Fox #1487,1806,192.0807415647,7,Basic green,T-shirt chips,Noob,,5,Color,Hair08 blue,,,1,,,,
2392,Degen Fox #2392,1807,192.0786339626,8,Bridge blue,Shirt roses,Noob,,04 yellow,Color,Hair01 orange,,,10,,,Martini,
657,Degen Fox #657,1808,192.0726375697,8,Basic green,T-shirt candles,Noob,4,03 green,pink,Hair06 violet,,,15 bored,,,,
2630,Degen Fox #2630,1809,192.0498256611,8,Basic blue,Black,Noob,,04 green,green,Hair05 yellow,,,10,,4,,
4237,Degen Fox #4237,1810,192.0018821925,8,Moon blue,Shirt short sleeve red,Noob,,04 blue,red,Cylinder Hat,,,7,,,Rose,
4078,Degen Fox #4078,1811,191.9882826748,8,City red,T-shirt candles,Noob,1,02 color,red,Hair02 violet,,,2,,,,
1742,Degen Fox #1742,1812,191.9639936501,8,Rays green,Bulletproof,Noob,5,04 yellow,black,Hair08 red,,,2,,,,
2542,Degen Fox #2542,1813,191.9362204904,8,City blue,T-shirt pink,Noob,4,7,black,Hair08 red,,,10,,,,
3477,Degen Fox #3477,1814,191.896458474,7,Bridge blue,Fur coat zebra,Noob,,03 red,black,Brain,,,14 candy,,,,
3022,Degen Fox #3022,1815,191.8289552849,7,Rays blue,Hawaii flowers,Noob,,04 green,green snake,Hair08 blue,,,6,,,,
1904,Degen Fox #1904,1816,191.7663322705,8,Basic red,Turtleneck green,Noob,,03 green,green snake,Red,,,1,,,Rose,
414,Degen Fox #414,1817,191.7648215761,7,Party blue,Suit pink,Noob,,08 tezos,pink,Knitted hat,,,3,,,,
3001,Degen Fox #3001,1818,191.7132573097,8,Bridge blue,Suit Black,Noob,,02 color,pink,,,,6,,5,Short,
3607,Degen Fox #3607,1819,191.7126527745,7,City red,Shirt yellow,Noob,,02 blue,pink,Construction helmet,,,2,,,,
3702,Degen Fox #3702,1820,191.7110439965,8,Moon violet,Hawaii trees,Noob,,04 yellow,black,Hair08 red,,,2,,,Short,
3245,Degen Fox #3245,1821,191.6996505806,8,Moon violet,T-shirt chips,Noob,,7,green,Helmet,,,9,,,Short,
955,Degen Fox #955,1822,191.6940101496,7,Bridge yellow,T-shirt pink,Noob,,08 diamond,red,Cylinder Hat,,,14 candy,,,,
77,Degen Fox #77,1823,191.6716193984,8,Rays blue,Hawaii flowers,Noob,,04 yellow,black,Red,,,3,,,Short,
3878,Degen Fox #3878,1824,191.6393443312,7,Bridge yellow,T-shirt white,Noob,,5,Red tiger,Hair07 black,,,05 no tooth,,,,
718,Degen Fox #718,1825,191.6365400954,8,Basic green,Turtleneck green,Noob,4,04 green,Color,Hair04 black,,,3,,,,
765,Degen Fox #765,1826,191.6136076419,8,Basic green,Suit tartan,Noob,4,03 green,Red tiger,Red,,,04 rainbow,,,,
2190,Degen Fox #2190,1827,191.6088220516,7,Moon violet,Shirt sculls,Noob,,04 green,white,Hair04 white,,,05 no tooth,,,,
2350,Degen Fox #2350,1828,191.5919148424,7,Moon violet,Turtleneck green,Noob,,5,pink,Hair07 violet,,,6,,,,
1479,Degen Fox #1479,1829,191.5752833372,8,Bridge blue,Turtleneck green,Noob,,04 yellow,Color,Hair02 grey,,,3,,5,,
3930,Degen Fox #3930,1830,191.5141878851,7,Basic red,T-shirt cards,Noob,,7,green,Red,,,6,,,,
697,Degen Fox #697,1831,191.4949577909,8,Basic blue,Shirt roses,Noob,2,04 green,pink,Hair07 violet,,,2,,,,
2293,Degen Fox #2293,1832,191.4402402512,7,Bridge violet,T-shirt EYES,Noob,,06 red,pink,Panama hat green,,,9,,,,
3051,Degen Fox #3051,1833,191.3826132046,7,City blue,Classic Vest red,Noob,,5,red,Construction helmet,,,12,,,,
2047,Degen Fox #2047,1834,191.2868946194,8,Moon violet,T-shirt chips,Noob,3,04 green,red,Hair07 blue,,,10,,,,
2698,Degen Fox #2698,1835,191.1719460159,6,Party red,T-shirt flipit,Noob,,08 sapphire,red,,,,15 bored,,,,
997,Degen Fox #997,1836,191.1090970283,7,Party red,Hawaii Tommy,Noob,,03 red,pink,Hair01 pink,,,05 no tooth,,,,
2093,Degen Fox #2093,1837,191.0202157847,7,City red,Hoodie + hood 03,Noob,,04 green,red,,Hood 01,,11 pipe,,,,
862,Degen Fox #862,1838,190.9703781325,8,City blue,Hoodie + hood 03,Noob,,04 green,white,,Hood 01,,1,,,Wine,
557,Degen Fox #557,1839,190.9340744533,8,City blue,Golden vest,Noob,1,04 green,Color,Hair01 orange,,,10,,,,
823,Degen Fox #823,1840,190.9026100823,7,City blue,Suit White,Noob,,03 lazer,red,Helmet,,,10,,,,
4107,Degen Fox #4107,1841,190.8780031463,7,Bridge blue,Hoodie + hood 02,Noob,,03 green,green,,Hood 01,,04 rainbow,,,,
274,Degen Fox #274,1842,190.82787399,7,Rays red,Jacket black,Noob,,7,pink,Hair05 blue,,,05 no tooth,,,,
1643,Degen Fox #1643,1843,190.8249016704,8,City blue,Bomber02,Noob,4,02 blue,pink,Hair04 black,,,2,,,,
3751,Degen Fox #3751,1844,190.8118203952,8,Moon blue,Shirt roses,Noob,,03 red,red,Hair05 yellow,,,10,,1,,
3665,Degen Fox #3665,1845,190.7723896153,8,City red,Black,Noob,,03 green,red,Hair08 blue,,,2,,4,,
4216,Degen Fox #4216,1846,190.7524453993,6,Party blue,Bathrobe 01,Noob,,08 lazer,red,,,,1,,,,
2796,Degen Fox #2796,1847,190.7123216711,7,Basic blue,Bulletproof pink,Noob,,01 blue,red,Cowboy hat,,,8,,,,
694,Degen Fox #694,1848,190.6800030759,8,Bridge blue,T-shirt cards,Noob,,04 green,red,Brain,,,04 rainbow,,1,,
3763,Degen Fox #3763,1849,190.6168504293,7,Bridge violet,,Noob,4,06 red,green,Hair07 black,,,15 bored,,,,
3150,Degen Fox #3150,1850,190.6138270898,8,Basic red,T-shirt candles,Noob,4,03 red,red,Hair06,,,10,,,,
1693,Degen Fox #1693,1851,190.5803121261,8,Rays blue,Hoodie + hood 01,Noob,,04 yellow,red,,Hood 02,,1,,,Rose,
3120,Degen Fox #3120,1852,190.5333623453,8,Moon blue,Fur coat zebra,Noob,,04 yellow,red,HeadPhones,,,15 bored,,,Martini,
3553,Degen Fox #3553,1853,190.5132711523,9,Rays green,T-shirt candles,Noob,,03 green,pink,Panama hat green,,,1,,4,Rose,
3026,Degen Fox #3026,1854,190.5083902966,6,Moon blue,Bomber02,Noob,,08 btc,pink,,,,12,,,,
4106,Degen Fox #4106,1855,190.4390881098,9,Basic green,T-shirt white,Noob,,02 blue,black,Cylinder Hat,,,12,,2,Rose,
1537,Degen Fox #1537,1856,190.4138217806,8,City blue,Hoodie + hood 02,Noob,,04 blue,red,,Hood 02,,10,,2,,
1351,Degen Fox #1351,1857,190.4122354334,7,Rays blue,Hoodie + hood 02,Noob,,03 green,red,,Hood 01,,6,,,,
2626,Degen Fox #2626,1858,190.314403072,7,Rays red,Bulletproof pink,Noob,,04 green,green snake,Cowboy hat,,,13 cigar,,,,
2784,Degen Fox #2784,1859,190.2888913622,8,Bridge yellow,Bomber01,Noob,,7,black,Red,,,8,,,Wine,
2077,Degen Fox #2077,1860,190.234283045,8,Basic blue,T-shirt cards,Noob,,7,black,Hair06,,,1,,,Short,
2259,Degen Fox #2259,1861,190.2192625905,8,Basic red,Shirt yellow,Noob,,7,green,Hair06,,,10,,5,,
801,Degen Fox #801,1862,190.1555884807,6,Party blue,Vest red,Noob,,06 red,black,,,,6,,,,
743,Degen Fox #743,1863,190.1498821137,8,City red,Shirt yellow,Noob,,7,black,Panama hat green,,,14 candy,,5,,
2435,Degen Fox #2435,1864,190.0780692072,8,Bridge blue,Bulletproof,Noob,,7,red,Cowboy hat pink,,,05 no tooth,,,Wine,
857,Degen Fox #857,1865,190.0210458393,7,City red,T-shirt candles,Noob,,08 sapphire,pink,Cylinder Hat,,,12,,,,
1766,Degen Fox #1766,1866,190.0030991272,7,Bridge violet,No sleeve blue,Noob,,02 blue,pink,Brain,,,14 candy,,,,
230,Degen Fox #230,1867,189.9993977328,8,Basic red,T-shirt candles,Noob,5,03 green,Red tiger,Red,,,3,,,,
717,Degen Fox #717,1868,189.9852435945,7,Rays blue,Suit pink,Noob,,03 red,green,Cylinder Hat,,,7,,,,
2592,Degen Fox #2592,1869,189.9389730011,7,Moon blue,Shirt yellow,Noob,,03 lazer,pink,Cylinder Hat,,,8,,,,
3803,Degen Fox #3803,1870,189.9161135518,8,City blue,Hawaii flowers,Noob,,04 green,red,Hair08 blue,,,04 rainbow,,,Martini,
2782,Degen Fox #2782,1871,189.8164924706,7,City blue,Shirt colorful,Noob,5,02 color,Color,,,,6,,,,
1975,Degen Fox #1975,1872,189.7803020346,7,Moon blue,Hawaii trees,Noob,,08 diamond,red,,,,10,,4,,
2003,Degen Fox #2003,1873,189.7161935839,8,Party red,Shirt short sleeve,Noob,,02 color,Color,Hair06 violet,,,3,,,Rose,
1036,Degen Fox #1036,1874,189.6956075361,8,Rays blue,T-shirt white,Noob,5,03 green,red,Hair08 red,,,3,,,,
1144,Degen Fox #1144,1875,189.6658892863,8,Rays green,T-shirt white,Noob,,02 blue,Color,Red,,,2,,1,,
3811,Degen Fox #3811,1876,189.6604074781,8,Moon blue,Hoodie + hood 01,Noob,,04 green,red,,Hood 03,,04 rainbow,,,Martini,
183,Degen Fox #183,1877,189.5857332524,8,Bridge blue,Suit tartan,Noob,,7,Red tiger,HeadPhones,,,3,,,Short,
323,Degen Fox #323,1878,189.5733713976,8,Basic green,Golden vest,Noob,,04 blue,Red tiger,Panama hat,,,05 no tooth,,1,,
2463,Degen Fox #2463,1879,189.5651995554,8,Rays red,T-shirt pink,Noob,,04 yellow,green,Hair01 pink,,,04 rainbow,,5,,
2611,Degen Fox #2611,1880,189.5200983495,7,City blue,Hoodie + hood 01,Noob,,02 blue,black,,Hood 01,,3,,,,
2559,Degen Fox #2559,1881,189.4275203034,8,Moon violet,Shirt yellow,Noob,3,03 green,Red tiger,Hair05 blue,,,8,,,,
2600,Degen Fox #2600,1882,189.3643164127,8,Basic green,Classic Vest,Noob,,02 color,black,Hair05 blue,,,2,,,Rose,
3577,Degen Fox #3577,1883,189.3637486952,6,City red,T-shirt Eagle,Noob,,08 tezos,red,,,,12,,,,
2315,Degen Fox #2315,1884,189.3440684769,7,Moon blue,Suit Pineapple,Noob,,03 green,Red tiger,Red,,,11 pipe,,,,
362,Degen Fox #362,1885,189.3090930214,7,City red,Classic Vest,Noob,,02 color,Red tiger,Hair08 blue,,,6,,,,
1962,Degen Fox #1962,1886,189.2968914223,8,Rays red,Vest red,Noob,5,04 yellow,Color,Hair04 white,,,8,,,,
3960,Degen Fox #3960,1887,189.2784620211,7,City red,No sleeve blue,Noob,,7,pink,Brain,,,14 candy,,,,
2043,Degen Fox #2043,1888,189.2267481095,6,Moon violet,Shirt roses,Noob,,08 emerald,red,,,,15 bored,,,,
1279,Degen Fox #1279,1889,189.1500437252,7,Rays green,Shirt colorful,Noob,,04 green,pink,Hair01 orange,,,6,,,,
2121,Degen Fox #2121,1890,188.9688774148,8,Rays green,Shirt short sleeve red,Noob,,02 blue,red,Brain,,,04 rainbow,,,Rose,
3971,Degen Fox #3971,1891,188.9588734986,7,Moon blue,T-shirt flipit,Noob,,03 lazer,pink,Cylinder Hat,,,8,,,,
1932,Degen Fox #1932,1892,188.9221051093,7,Moon violet,Fur coat leopard,Noob,,08 btc,red,,,,1,,1,,
1510,Degen Fox #1510,1893,188.8496866059,8,Bridge yellow,White,Noob,,04 blue,red,Cowboy hat,,,6,,2,,
3681,Degen Fox #3681,1894,188.843619508,7,City red,Jacket black,Noob,,02 color,white,Hair02 grey,,,14 candy,,,,
2310,Degen Fox #2310,1895,188.8399153607,7,Bridge blue,No sleeve blue,Noob,,04 blue,red,Hair02 grey,,,13 cigar,,,,
2924,Degen Fox #2924,1896,188.793403545,8,Party blue,Bathrobe 02,Noob,,03 green,red,Hair04 white,,,12,,5,,
2251,Degen Fox #2251,1897,188.7629336231,8,City blue,Shirt sculls,Noob,,04 blue,Color,Cowboy hat pink,,,04 rainbow,,,Short,
597,Degen Fox #597,1898,188.740196946,8,Basic green,Bathrobe 01,Noob,,5,white,Hair02 violet,,,1,,2,,
4118,Degen Fox #4118,1899,188.6902264242,7,Moon blue,T-shirt cards,Noob,,04 blue,pink,HeadPhones,,,11 pipe,,,,
2835,Degen Fox #2835,1900,188.6881545555,8,Moon violet,Bathrobe 02,Noob,5,04 green,red,Hair08 red,,,8,,,,
135,Degen Fox #135,1901,188.6526151768,7,Basic green,Fur coat zebra,Noob,,08 ruby,black,Knitted hat,,,2,,,,
1040,Degen Fox #1040,1902,188.6363706691,7,Rays red,T-shirt casino,Noob,,08 lazer,red,Cylinder Hat,,,8,,,,
3660,Degen Fox #3660,1903,188.612594548,8,Moon violet,Hawaii Tommy,Noob,5,5,Red tiger,Hair04 black,,,2,,,,
210,Degen Fox #210,1904,188.603609102,8,Party red,Jacket red,Noob,,04 yellow,white,Hair07 blue,,,2,,4,,
3509,Degen Fox #3509,1905,188.6005387737,8,Party red,No sleeve blue,Noob,3,04 blue,white,Hair02 violet,,,10,,,,
846,Degen Fox #846,1906,188.596915642,7,Rays red,Classic Vest red,Noob,,08 onyx,red,Knitted hat,,,8,,,,
3421,Degen Fox #3421,1907,188.5161174665,8,Moon blue,T-shirt flipit,Noob,,7,white,Red,,,8,,,Rose,
3134,Degen Fox #3134,1908,188.5135170718,7,Moon blue,Hoodie + hood 03,Noob,,5,Color,,Hood 02,,15 bored,,,,
149,Degen Fox #149,1909,188.3907112059,7,Rays red,Bulletproof pink,Noob,,03 red,Red tiger,Panama hat green,,,05 no tooth,,,,
390,Degen Fox #390,1910,188.3745937137,8,Basic red,Hoodie golden,Noob,,04 green,violet,Hair06,,,2,,,Martini,
1911,Degen Fox #1911,1911,188.3149700322,7,Bridge violet,Hoodie + hood 02,Noob,,04 yellow,green,,Hood 01,,12,,,,
702,Degen Fox #702,1912,188.1476187336,7,Bridge blue,Bathrobe 01,Noob,,08 ruby,Red tiger,,,,1,,,Rose,
1210,Degen Fox #1210,1913,188.1021296906,8,Rays green,Shirt short sleeve,Noob,,5,black,Hair07 blue,,,2,,2,,
3748,Degen Fox #3748,1914,188.02797042,8,Bridge yellow,Golden vest,Noob,1,04 green,Red tiger,Hair02 grey,,,10,,,,
1270,Degen Fox #1270,1915,188.0089301253,8,City red,Suit stripes,Noob,5,04 yellow,Color,Hair06,,,3,,,,
4302,Degen Fox #4302,1916,187.9892324036,8,Basic red,Turtleneck green,Noob,,03 green,red,Hair08 red,,,12,,2,,
3157,Degen Fox #3157,1917,187.9860232664,6,Party red,Jacket brown,Noob,,08 diamond,red,,,,15 bored,,,,
2317,Degen Fox #2317,1918,187.9826427362,8,Rays green,Black,Noob,5,7,Red tiger,Hair01 orange,,,10,,,,
3130,Degen Fox #3130,1919,187.9783493396,8,Party red,Jacket black,Noob,2,04 blue,white,Hair04 black,,,3,,,,
2304,Degen Fox #2304,1920,187.9408226726,8,Moon violet,Golden vest,Noob,2,04 blue,white,Hair04 black,,,1,,,,
938,Degen Fox #938,1921,187.8543822959,7,City blue,Fur coat zebra,Noob,,08 dollar,red,Cylinder Hat,,,3,,,,
3942,Degen Fox #3942,1922,187.8201571197,7,Bridge blue,Hoodie golden,Noob,,08 btc,black,Cowboy hat,,,15 bored,,,,
2313,Degen Fox #2313,1923,187.7969431077,6,Moon blue,T-shirt Eagle,Noob,,08 dollar,black,,,,2,,,,
