ID,Name,Rank,Rarity_Score,Attributes,aura,body,bodydetails,botarms,botbody,boteyes,boteyescolor,botfoot,bothead,botpropulsion,details,energy,eyes,facemask,family,ground,hair,has_pet,head,jacket,lefthand,leftobjkt,posterfull,posterleft,posterright,shoes,trousers,unique,unique_tbot,wall,wallcolor,weapon
2377,いのこ (INOKO) #2377,1307,329.4297979916006,24,fall,beta,scars,model2,model2,neutral,orange,model2,model1,prismatic,,,malicious,CyberX,kabu,sidewalk,badguy,True,beta,rocker,,,,freeTheTrooperz,,neon,hacker,,,diagonals3,classic,amputated
2808,るさ (RUSA) #2808,1308,329.4194450147249,26,firefly,alpha,,model3,hornet,neutral,azure,wings,delivery,Pink,fanaticwhite,outOfPhase,upset,talkiePoly,juku,lightSpot,rooster,True,alpha,,baseballFan,hacked,,,martialart,lightningAzure,slacks,,,diagonals2,3,bat
2213,ほけ (HOKE) #2213,1309,329.38087305747786,24,hexa,alpha,,model3,model1,off,blue,model1,model3,Pink,,,doe,glassesmodelY,kabu,underground,engineer,True,alpha,boxingHoodie,,,,nftgallery,sewer,kanemochi,neon,,,hexagrid,classic,slayer
1885,にやのね (NIYANONE) #1885,1310,329.2614368971467,16,hexa,beta,,,,,,,,,warpaint,intoTheSpotlight,blackeye,psycho,aki,road,,False,beta,,,,,gamingContest,,oldfashioned,neon,,,district,3,handgun
1348,かまに (KAMANI) #1348,1311,329.19055001664105,26,powerup,alpha,vetofthegreatwar,scrap,model2,off,azure,digger,model3,blue,,intoTheSpotlight,doe,glassesmodelY,aki,poorNeighbourhood,animecharacter,True,alpha,,baseballFan,oldTV,,nftgallery,,buffalo,slacks,,,lines1,classic,shotgun
869,つや (TSUYA) #869,1312,329.15793772758053,25,borntobeastar,alpha,,scrap,model1,neutral,prismatic,model1,model3,Pink,mask,intoTheSpotlight,yob,metaverseAddict,kabu,lightSpot,thegoodoldbill,True,alpha,hobo,,,,nftgallery,,kanemochi,elite,,,diagonals3,classic,amputated
2709,れせら (RESERA) #2709,1313,328.9459288294726,26,warfare,gamma,,model1,scalable,neutral,orange,model3,model3,prismatic,Tattooed,,possessed,grillz,kabu,poorNeighbourhood,thegoodoldbill,True,gamma,boxingHoodie,bandage,,,Resistance,versusShow,neo,taskforce,,,diagonals1,classic,cyberneticLance
1990,すもま (SUMOMA) #1990,1314,328.8261602553149,25,oneup,alpha,,model3,scalable,uwu,pink,model3,model3,Azure,neopiercing,,upset,grillz,aki,sidewalk,thegoodoldbill,True,alpha,,married,towerDefense,,,martialart,oldfashioned,elite,,,tiles,classic,shinken
2330,ぬちゆと (NUCHIYUTO) #2330,1315,328.8171463708043,19,oneup,alpha,mutant,,,,,,,,runes,timeTraveler,upset,,kabu,road,TPOPfan,False,alpha,,baseballFan,hoverboardModelX,,mekaball,,hacker,pirate,,,tiles,classic,neon
3022,ねゆ (NEYU) #3022,1316,328.6664327581999,26,hexa,alpha,,scrap,hornet,upset,azure,model1,delivery,blue,badboy,intoTheSpotlight,yob,,aki,path,headbangerOrange,True,alpha,hobo,married,deliveryDrone,,play,,kanemochi,slacks,,,brickinthewall,classic,DEW
2023,つみに (TSUMINI) #2023,1317,328.660399348388,21,mist,alpha,,,,,,,,,mask,fullPower,exhausted,gasmask,aki,road,unkempt,False,alpha,downjacket,married,deliveryDrone,,Resistance,vote,lightningPink,kanemochi,,,hexagrid,3,antimatterCannon
2595,うとま (UTOMA) #2595,1318,328.56191113243165,20,powerup,alpha,securityguard,,,,,,,,fanaticblack,,doe,artificialRespiration,aki,slabs,,False,alpha,gunner,neon,towerDefense,,Resistance,nosmoking,ranger,kanemochi,,,brickinthewall,3,amputated
961,るとつへ (RUTOTSUHE) #961,1319,328.54344421369495,27,hexa,gamma,ledgerkey,model3,hornet,happy,azure,model2,model1,blue,facetattoo,,upset,pirate,aki,figurine,tousled,True,gamma,boxingHoodie,baseballFan,,,gamingContest,vote,lightningPink,zebraAzure,,,diagonals2,classic,telescopicbaton
1322,さたれね (SATARENE) #1322,1320,328.5104912349479,24,oneup,beta,,model2,scalable,happy,pink,model2,model2,Pink,wildGreen,,upset,metaverseAddict,aki,figurine,punk,True,beta,hoodie,,,,,versusShow,recycled,kanemochi,,,neon,classic,cyberneticLance
15,ろらせ (RORASE) #15,1321,328.4164008150741,20,sakura,gamma,securityguard,,,,,,,,facetattoo,onFire,possessed,oni,shibu,lightSpot,TPOPfan,False,gamma,rocker,,,,mekaball,vote,ranger,zebraPink,,,hexagrid,3,sensei
1511,ほたほさ (HOTAHOSA) #1511,1322,328.29646312848934,20,warfare,gamma,huntingtrophy,,,,,,,,wildBlue,timeTraveler,oneEyed,,shibu,wasteland,dreadlocks,False,gamma,neon,,enhancerPot,,deadOrAlive,vote,lightningAzure,ranger,,,tiles,classic,bat
1110,にさ (NISA) #1110,1323,328.27665694108646,19,firefly,gamma,ledgerkey,,,,,,,,TCORPmember,intoTheSpotlight,yob,talkieMono,shibu,path,badguy,False,gamma,scientist,,shibuTameshigiri,,,,kanemochi,zebraAzure,,,hexagrid,3,amputated
566,ろろ (RORO) #566,1324,328.27529358441257,20,mist,gamma,securityguard,,,,,,,,Tattooed,timeTraveler,owl,grillz,kabu,slabs,headbanger,False,gamma,soldier,bandage,hoverboardModelY,,,,neon,neojogger,,,brickinthewall,3,mekaBallFan
2333,きとけ (KITOKE) #2333,1325,328.19720045448366,20,borntobeastar,beta,serialNumber,,,,,,,,warpaint,intoTheSpotlight,blackeye,talkiePoly,aki,poorNeighbourhood,headbanger,False,beta,savage,,hacked,,,propaganda2,kanemochi,kanemochi,,,lines2,3,amputated
2005,こやのへ (KOYANOHE) #2005,1326,328.19232300305964,19,stinking,beta,,,,,,,,,fanaticblack,,wicked,,aki,crossing,thegoodoldbill,False,beta,truckdriver,watch,digitalGuitar,,freeTheTrooperz,streetsign,kanemochi,taskforce,,,diagonals3,classic,blademaster
911,てむは (TEMUHA) #911,1327,328.04382799788954,23,charging,gamma,,model1,model1,upset,blue,wings,model3,blue,,onFire,upset,pirate,shibu,lightSpot,shonenHero,True,gamma,,,,,,vote,neon,hacker,,,brickinthewall,classic,telescopicbaton
931,ひな (HINA) #931,1328,328.03805799221277,24,warfare,gamma,,model1,scalable,uwu,prismatic,digger,model3,Pink,fanaticwhite,,wicked,tcityVice,shibu,sidewalk,,True,gamma,kanemochi,married,,,Resistance,,buffalo,elite,,,hexagrid,classic,taser
50,めみゆひ (MEMIYUHI) #50,1329,328.0077671427511,19,warfare,gamma,serialNumber,,,,,,,,facetattoo,,doe,talkieMono,aki,figurine,barracuda,False,gamma,ranger,baseballFan,,,nftgallery,,neon,pirate,,,diagonals1,classic,atomicBow
3191,ふにけり (FUNIKERI) #3191,1330,327.85348271596047,25,borntobeastar,gamma,,model3,model1,neutral,prismatic,model1,model3,Azure,fanaticwhite,intoTheSpotlight,owl,,juku,slabs,unkempt,True,gamma,ranger,,enhancerPot,,mekaball,,lightningPink,whiteevening,,,neon,classic,bat
1352,えり (ERI) #1352,1331,327.569228431861,19,firefly,gamma,,,,,,,,,facetattoo,onFire,underTheInfluence,talkieMono,aki,lightSpot,,False,gamma,,wizard,daruma,,freeTheTrooperz,propaganda2,kanemochi,hacker,,,lines1,3,blademaster
481,いほせへ (IHOSEHE) #481,1332,327.53294605781974,21,sakura,beta,piercing,,,,,,,,cybernetic,outOfPhase,owl,bigBadMonocle,shibu,lightSpot,thegoodoldbill,False,beta,scientist,baseballFan,,,gamingContest,propaganda2,oldfashioned,taskforce,,,diagonals3,classic,neon
3187,なしふ (NASHIFU) #3187,1333,327.4594791317947,20,fall,alpha,,,,,,,,,cybernetic,,wicked,talkieMono,kabu,crossing,unkempt,False,alpha,pirate,bandage,hoverboardModelX,,freeTheTrooperz,tcorpempire,heavymetal,elite,,,diagonals1,3,DEW
367,えめ (EME) #367,1334,327.4378091938188,25,warfare,gamma,,model2,hornet,neutral,blue,wings,model3,prismatic,warpaint,vilain,yob,gasmask,aki,citynights,,True,gamma,gunner,gambler,,,,nosmoking,pirate,slacks,,,lines2,3,taser
1397,よくひせ (YOKUHISE) #1397,1335,327.3279344905321,23,powerup,beta,,electronGun,scalable,happy,prismatic,model1,model3,Pink,mutant,,wry,talkieMono,aki,wasteland,implant,True,beta,rocker,,,,,,heavymetal,neon,,,lines2,3,shotgun
1943,きせて (KISETE) #1943,1336,326.82830430455215,25,mist,bionic,,model1,model2,uwu,pink,digger,cap,Pink,Tattooed,intoTheSpotlight,exhausted,,aki,citynights,badguy,True,alpha,hobo,neon,,,Resistance,,chill,zebraAzure,,,lines1,classic,bat
3172,ななまけ (NANAMAKE) #3172,1337,326.8109404034637,20,stinking,alpha,,,,,,,,,cybernetic,fullPower,ultraInstinct,,juku,wasteland,barracuda,False,alpha,truckdriver,gambler,broke,,wewantyou,martialart,buffalo,adventurer,,,hexagrid,classic,flail
1735,もち (MOCHI) #1735,1338,326.78321135564187,24,borntobeastar,beta,vetofthegreatwar,model2,model1,upset,pink,wings,model2,prismatic,mutant,,yob,,aki,path,seducer,True,beta,pirate,,,,gamingContest,,recycled,neon,,,neon,3,holopunch
293,れぬみに (RENUMINI) #293,1339,326.58052628423553,24,fall,beta,ledgerkey,model1,model2,neutral,azure,wings,delivery,Azure,neopiercing,timeTraveler,doe,,juku,crossing,barracuda,True,beta,rocker,,,,,,neo,slacks,,,hexagrid,3,mekaBallFan
3047,るせむぬ (RUSEMUNU) #3047,1340,326.5715541147394,19,borntobeastar,alpha,,,,,,,,,infected,intoTheSpotlight,oneEyed,redorbluepills,juku,figurine,headbanger,False,alpha,scientist,,,,play,martialart,lightningPink,taskforce,,,lines2,3,homingshuriken
369,やらよれ (YARAYORE) #369,1341,326.4791068304561,24,stinking,alpha,,model2,hornet,neutral,pink,model2,delivery,Azure,,intoTheSpotlight,wry,,aki,poorNeighbourhood,,True,alpha,blackSamurai,married,hoverboardModelX,,,martialart,oldfashioned,taskforce,,,brickinthewall,classic,DEW
1686,たけ (TAKE) #1686,1342,326.4049485234801,17,kimaster,alpha,,,,,,,,,wildGreen,,wicked,metaverseAddict,juku,road,seducer,False,alpha,boxingHoodie,watch,,,,,neo,neon,,,tiles,3,handgun
3028,みま (MIMA) #3028,1343,326.2862551241414,25,hexa,beta,,model2,model2,neutral,orange,model3,delivery,Azure,,dataMaster,malicious,boaster,juku,lightSpot,rooster,True,beta,rocker,neon,,,gamingContest,,pirate,kanemochi,,,lines1,3,negotiator
662,たた (TATA) #662,1344,326.2751784857675,20,powerup,beta,piercing,,,,,,,,wildBlue,timeTraveler,blackeye,glassesmodelY,aki,sidewalk,sensei,False,beta,quarterback,gambler,,,play,,recycled,slacks,,,hexagrid,3,antimatterCannon
741,あろし (AROSHI) #741,1345,326.13108783340715,25,fall,alpha,,model2,hornet,happy,blue,model3,cap,Orange,fanaticblack,,wry,tcityVice,kabu,path,headbangerPurple,True,alpha,scientist,,wip,,,sewer,oldfashioned,hacker,,,neon,classic,homingshuriken
2620,いみこに (IMIKONI) #2620,1346,326.12186711074617,19,powerup,bionic,,,,,,,,,,,owl,clubber,aki,figurine,engineer,False,beta,soldier,neon,garbage,,deadOrAlive,vote,oldfashioned,elite,,,diagonals1,3,neon
519,かねれれ (KANERERE) #519,1347,326.0912842908927,17,warfare,bionic,,,,,,,,,facetattoo,onFire,exhausted,,kabu,figurine,ninja,False,gamma,downjacket,,,,,nosmoking,oldfashioned,slacks,,,brickinthewall,3,negotiator
2111,へそけひ (HESOKEHI) #2111,1348,326.0554879899981,21,powerup,gamma,huntingtrophy,,,,,,,,meka2,dataMaster,beatdown,boaster,shibu,poorNeighbourhood,badguy,False,gamma,hoodie,,digitalGuitar,,Resistance,nosmoking,oldfashioned,adventurer,,,lines2,3,flail
1887,ひはけし (HIHAKESHI) #1887,1349,325.932860404357,19,sakura,gamma,securityguard,,,,,,,,mask,outOfPhase,yob,soldier,juku,slabs,,False,gamma,,watch,,,nftgallery,tcorpempire,jumper,elite,,,brickinthewall,classic,negotiator
2366,しわむひ (SHIWAMUHI) #2366,1350,325.83105636552034,25,warfare,beta,,electronGun,model1,neutral,azure,model1,cap,prismatic,,,exhausted,glassesmodelY,shibu,road,barracuda,True,beta,hacker,baseballFan,,,mekaball,nosmoking,recycled,zebraAzure,,,tiles,3,negotiator
2153,こへき (KOHEKI) #2153,1351,325.80133464161514,18,oneup,alpha,,,,,,,,,,,ultraInstinct,glassesmodelX,shibu,citynights,headbangerPurple,False,alpha,scientist,,deliveryDrone,,gamingContest,nosmoking,jumper,zebraPink,,,lines2,classic,holopunch
2724,きさ (KISA) #2724,1352,325.7789435288101,26,oneup,beta,,scrap,model2,upset,azure,model2,model1,Orange,facetattoo,onFire,wry,talkiePoly,aki,lightSpot,headbangerOrange,True,beta,,married,,,mekaball,tcorpempire,neon,kanemochi,,,diagonals2,classic,neokatana
1728,ぬりもつ (NURIMOTSU) #1728,1353,325.7520767735633,26,sakura,gamma,,model1,model1,uwu,azure,digger,model3,Pink,TCORPmember,intoTheSpotlight,exhausted,boaster,shibu,path,seducer,True,gamma,scientist,,daruma,,,Generator,neo,neojogger,,,tiles,3,flail
2497,へくさ (HEKUSA) #2497,1354,325.74145033475315,26,hexa,alpha,huntingtrophy,model2,model1,happy,orange,model2,model2,blue,mask,intoTheSpotlight,determined,,shibu,underground,headbangerPurple,True,alpha,pirate,,,,play,versusShow,heavymetal,neon,,,diagonals3,classic,cyberneticLance
2578,ましへひ (MASHIHEHI) #2578,1355,325.68846012347495,25,fall,alpha,scars,model1,hornet,upset,orange,model3,delivery,prismatic,warpaint,,wicked,injection,juku,sidewalk,implant,True,alpha,rocker,gambler,,,,,oldfashioned,elite,,,diagonals2,classic,telescopicbaton
3033,こるせ (KORUSE) #3033,1356,325.6636071952489,20,oneup,beta,scars,,,,,,,,TCORPmember,onFire,underTheInfluence,oni,kabu,wasteland,shonenHero,False,beta,hacker,bandage,,,nftgallery,,ranger,whiteevening,,,tiles,classic,handgun
2337,むめすほ (MUMESUHO) #2337,1357,325.6408097941977,19,warfare,beta,,,,,,,,,fanaticblack,onFire,yob,talkiePoly,kabu,underground,headbanger,False,beta,olympus,gambler,enhancerPot,,,,pirate,neojogger,,,brickinthewall,classic,cyberneticLance
149,ゆた (YUTA) #149,1358,325.557027287768,26,oneup,alpha,cybernetics,model2,scalable,happy,pink,model3,cap,blue,fanaticwhite,timeTraveler,wry,metaverseAddict,aki,path,,True,alpha,gunner,bandage,,,play,,neo,slacks,,,hexagrid,3,thug
2415,よて (YOTE) #2415,1359,325.4727254468159,17,sakura,bionic,,,,,,,,,,dataMaster,beatdown,grillz,shibu,lightSpot,shonenHero,False,beta,ceremonialdress,,oldTV,,,,pirate,ranger,,,brickinthewall,3,mekaBallFan
1161,すてみさ (SUTEMISA) #1161,1360,325.4262019760135,20,sakura,beta,,,,,,,,,warpaint,timeTraveler,oneEyed,gasmask,aki,crossing,tousled,False,beta,hobo,bandage,broke,,,vote,hacker,zebraPink,,,lines2,3,amputated
1646,せりき (SERIKI) #1646,1361,325.086502163533,17,fall,gamma,,,,,,,,,warrior,,3Dvision,,shibu,citynights,mekaBallFan,False,gamma,hacker,bandage,,,,versusShow,ranger,ranger,,,diagonals3,classic,shotgun
2394,そさはつ (SOSAHATSU) #2394,1362,325.06788935550844,19,powerup,beta,,,,,,,,,neopiercing,nen,doe,VR,shibu,sidewalk,badguy,False,beta,elite,,,,Resistance,Generator,kanemochi,neon,,,lines1,classic,neon
2801,ひたり (HITARI) #2801,1363,325.0194402779675,20,warfare,gamma,,,,,,,,,rockstar,onFire,wry,injection,aki,road,headbanger,False,gamma,hoodie,,daruma,,freeTheTrooperz,vote,oldfashioned,zebraPink,,,diagonals3,classic,shotgun
2715,くろり (KURORI) #2715,1364,324.9742182612784,25,warfare,beta,,scrap,scalable,happy,blue,model2,cap,blue,,timeTraveler,determined,talkieMono,kabu,figurine,barracuda,True,beta,rocker,watch,,,,versusShow,neon,kanemochi,,,diagonals3,3,mekaBallFan
912,さぬるく (SANURUKU) #912,1365,324.83055259253473,19,hexa,gamma,cybernetics,,,,,,,,TCORPmember,,ultraInstinct,grillz,aki,figurine,unkempt,False,gamma,quarterback,,hacked,,freeTheTrooperz,,chill,neon,,,diagonals2,classic,flail
3192,りへ (RIHE) #3192,1366,324.78658513542547,25,fall,bionic,,model3,hornet,uwu,pink,model3,delivery,prismatic,facetattoo,,wry,gasmask,shibu,poorNeighbourhood,headbangerPurple,True,alpha,kanemochi,,,,Resistance,martialart,jumper,ranger,,,tiles,classic,neon
708,すさ (SUSA) #708,1367,324.51574415367753,23,sakura,gamma,,model3,model2,uwu,prismatic,digger,model1,Pink,mask,,tezosCollector,,shibu,figurine,engineer,True,gamma,,gambler,oldTV,,,,lightningPink,zebraPink,,,lines1,classic,antimatterCannon
1101,たし (TASHI) #1101,1368,324.40611836867504,21,stinking,gamma,,,,,,,,,neopiercing,onFire,exhausted,grillz,juku,lightSpot,punk,False,gamma,scientist,wizard,enhancerPot,,play,Generator,lightningAzure,hacker,,,brickinthewall,3,handgun
2163,ほた (HOTA) #2163,1369,324.3279899464919,20,hexa,alpha,,,,,,,,,rockstar,dataMaster,wry,bigBadMonocle,aki,lightSpot,seducer,False,alpha,boxingHoodie,,deliveryDrone,,freeTheTrooperz,propaganda2,ranger,zebraPink,,,lines1,3,holopunch
1426,つけよ (TSUKEYO) #1426,1370,324.25447292317637,26,warfare,alpha,,model3,scalable,uwu,azure,digger,delivery,blue,mask,intoTheSpotlight,exhausted,grillz,juku,slabs,,True,alpha,ranger,gambler,broke,,mekaball,,lightningPink,adventurer,,,diagonals3,3,negotiator
3118,こねこへ (KONEKOHE) #3118,1371,324.14507809755946,26,stinking,beta,scars,model3,hornet,happy,blue,wings,delivery,Azure,,fullPower,exhausted,,kabu,crossing,barracuda,True,beta,urban,,broke,,nftgallery,martialart,lightningAzure,zebraPink,,,tiles,3,cyberneticLance
2064,もしきめ (MOSHIKIME) #2064,1372,324.12929530567465,24,firefly,gamma,piercing,model3,scalable,happy,azure,model1,model2,Azure,,timeTraveler,exhausted,,juku,underground,seducer,True,gamma,,baseballFan,oldTV,,,,kanemochi,elite,,,neon,3,shotgun
1320,れめは (REMEHA) #1320,1373,324.01011759092603,25,powerup,alpha,piercing,model1,scalable,uwu,prismatic,model2,model3,Azure,facetattoo,onFire,hawk,,juku,poorNeighbourhood,,True,alpha,ranger,bandage,,,,propaganda2,jumper,zebraPink,,,brickinthewall,classic,negotiator
2910,ませち (MASECHI) #2910,1374,323.8983337655532,26,oneup,beta,securityguard,electronGun,model2,upset,prismatic,model3,model2,Pink,fanaticblack,dataMaster,malicious,,shibu,wasteland,,True,beta,scientist,married,,,nftgallery,versusShow,ranger,whiteevening,,,brickinthewall,classic,sensei
1801,こすひか (KOSUHIKA) #1801,1375,323.88064002547856,25,oneup,bionic,,electronGun,model1,happy,blue,wings,model2,Orange,infected,fullPower,wicked,grillz,shibu,citynights,headbangerPurple,True,gamma,hoodie,,,,Resistance,,lightningAzure,slacks,,,diagonals2,classic,DEW
2110,いこ (IKO) #2110,1376,323.64798986923864,19,fall,gamma,,,,,,,,,warpaint,,doe,glassesmodelY,shibu,path,,False,gamma,hobo,married,deliveryDrone,,gamingContest,tcorpempire,lightningAzure,neojogger,,,lines1,3,bountyhunter
11,かさな (KASANA) #11,1377,323.62744181872966,26,firefly,gamma,vetofthegreatwar,model2,model1,happy,blue,model1,model3,Pink,wildBlue,intoTheSpotlight,yob,bigBadMonocle,kabu,poorNeighbourhood,,True,gamma,hacker,,,,nftgallery,versusShow,lightningPink,kanemochi,,,hexagrid,classic,flail
661,なひとる (NAHITORU) #661,1378,323.6161277593051,24,mist,gamma,,scrap,model1,happy,prismatic,digger,model2,blue,neopiercing,,wry,,juku,lightSpot,sensei,True,gamma,truckdriver,,garbage,,play,,heavymetal,pirate,,,lines1,3,neon
1429,かめらに (KAMERANI) #1429,1379,323.5486539103521,18,stinking,gamma,cybernetics,,,,,,,,wildGreen,timeTraveler,doe,,shibu,citynights,shonenHero,False,gamma,hoodie,,,,deadOrAlive,,hacker,neojogger,,,lines2,classic,neon
2404,せぬ (SENU) #2404,1380,323.4674646414623,25,borntobeastar,gamma,,model3,model2,upset,blue,digger,cap,blue,TCORPmember,,doe,pirate,aki,slabs,,True,gamma,hoodie,,deliveryDrone,,nftgallery,sewer,neon,zebraPink,,,diagonals1,3,sensei
2835,めちのり (MECHINORI) #2835,1381,323.40356491012994,24,sakura,gamma,,model1,hornet,happy,azure,model2,delivery,Pink,badboy,fullPower,determined,grillz,aki,path,,True,gamma,pirate,,,,play,,kanemochi,neojogger,,,lines2,3,bountyhunter
2490,のたふ (NOTAFU) #2490,1382,323.3363648345745,19,mist,alpha,,,,,,,,,wildGreen,,beatdown,talkieMono,juku,wasteland,sensei,False,alpha,salarymen,neon,towerDefense,,,propaganda2,oldfashioned,pirate,,,diagonals3,3,amputated
1626,よてめ (YOTEME) #1626,1383,323.3035403754393,18,hexa,gamma,securityguard,,,,,,,,facetattoo,,possessed,glassesmodelX,shibu,slabs,,False,gamma,savage,bandage,,,nftgallery,,heavymetal,whiteevening,,,hexagrid,3,homingshuriken
124,たゆのと (TAYUNOTO) #124,1384,323.16589285191765,19,hexa,beta,,,,,,,,,warrior,intoTheSpotlight,possessed,,kabu,sidewalk,samurai,False,beta,quarterback,baseballFan,towerDefense,,,nosmoking,recycled,kanemochi,,,brickinthewall,3,telescopicbaton
2608,まめた (MAMETA) #2608,1385,323.05388588639704,21,oneup,beta,,scrap,hornet,upset,pink,wings,cap,prismatic,,,exhausted,ninja,juku,poorNeighbourhood,,True,beta,,,enhancerBar,,,,kanemochi,taskforce,,,diagonals3,3,neokatana
2476,なり (NARI) #2476,1386,322.9410230181514,18,oneup,gamma,,,,,,,,,rockstar,,exhausted,metaverseAddict,shibu,sidewalk,thegoodoldbill,False,gamma,urban,married,,,,tcorpempire,heavymetal,whiteevening,,,lines2,3,shinken
2550,みてろさ (MITEROSA) #2550,1387,322.9070973435897,26,powerup,alpha,,model2,scalable,upset,prismatic,model2,delivery,Pink,fanaticwhite,,wicked,metaverseAddict,aki,sidewalk,unkempt,True,alpha,hobo,bandage,digitalGuitar,,,versusShow,ranger,elite,,,lines2,3,handgun
1321,ひれさそ (HIRESASO) #1321,1388,322.8564630412518,25,borntobeastar,beta,serialNumber,model3,scalable,upset,orange,wings,delivery,Azure,,,hawk,,aki,path,headbangerPurple,True,beta,,neon,oldTV,,nftgallery,propaganda2,buffalo,pirate,,,neon,classic,handgun
2733,えすけき (ESUKEKI) #2733,1389,322.83106782406344,25,stinking,beta,,model1,hornet,happy,orange,model1,cap,prismatic,,,upset,pirate,kabu,path,unkempt,True,beta,gunner,watch,garbage,,,martialart,chill,whiteevening,,,lines1,3,thug
1405,らは (RAHA) #1405,1390,322.6614756050385,26,oneup,alpha,vetofthegreatwar,scrap,model2,upset,orange,model1,cap,blue,runes,timeTraveler,upset,talkiePoly,kabu,figurine,headbanger,True,alpha,,married,,,Resistance,,oldfashioned,slacks,,,tiles,3,flail
3065,へて (HETE) #3065,1391,322.5962831094929,19,charging,beta,,,,,,,,,rockstar,onFire,determined,glassesmodelY,aki,lightSpot,badguy,False,beta,pirate,married,daruma,,,,neon,taskforce,,,hexagrid,classic,DEW
648,ぬす (NUSU) #648,1392,322.5756292214511,23,oneup,alpha,,model3,model2,off,pink,model1,delivery,Orange,fanaticblack,,exhausted,CyberX,shibu,crossing,headbanger,True,alpha,,,,,,martialart,hacker,taskforce,,,diagonals3,3,holopunch
176,うりと (URITO) #176,1393,322.5616695864121,19,firefly,gamma,piercing,,,,,,,,warpaint,,wicked,injection,juku,slabs,tousled,False,gamma,salarymen,,towerDefense,,play,,kanemochi,neon,,,diagonals3,3,slayer
1413,にぬ (NINU) #1413,1394,322.55336397319803,19,mist,gamma,vetofthegreatwar,,,,,,,,fanaticblack,,determined,,aki,crossing,adventurer,False,gamma,hobo,married,enhancerPot,,,Generator,lightningAzure,elite,,,hexagrid,classic,flail
650,ゆよと (YUYOTO) #650,1395,322.54503884646846,27,oneup,alpha,securityguard,model3,hornet,uwu,orange,model2,model1,prismatic,facetattoo,intoTheSpotlight,doe,grillz,shibu,figurine,badguy,True,alpha,scientist,married,,,,martialart,neo,pirate,,,diagonals1,classic,neon
17,にも (NIMO) #17,1396,322.24016224564076,20,fall,beta,,,,,,,,,TCORPmember,timeTraveler,exhausted,tcityVice,kabu,slabs,engineer,False,beta,urban,,hoverboardModelX,,wewantyou,Generator,lightningAzure,adventurer,,,lines1,classic,slayer
2084,きそむ (KISOMU) #2084,1397,322.21892093834947,23,firefly,bionic,,scrap,model2,uwu,orange,model1,cap,Azure,neopiercing,,determined,CyberX,juku,crossing,,True,beta,scientist,,,,,nosmoking,neo,neon,,,tiles,3,holopunch
3094,もされせ (MOSARESE) #3094,1398,322.154504510804,18,hexa,beta,,,,,,,,,fanaticwhite,fullPower,oneEyed,soldier,juku,road,,False,beta,quarterback,,hoverboardModelY,,freeTheTrooperz,,neon,ranger,,,diagonals1,3,antimatterCannon
2796,わくふ (WAKUFU) #2796,1399,322.09275844553616,18,sakura,gamma,,,,,,,,,neopiercing,,underTheInfluence,talkieMono,aki,slabs,badguy,False,gamma,hacker,neon,,,,vote,pirate,zebraAzure,,,tiles,classic,atomicBow
1696,おにに (ONINI) #1696,1400,322.0027856702528,19,powerup,beta,mutant,,,,,,,,Tattooed,intoTheSpotlight,possessed,psycho,shibu,sidewalk,,False,beta,,neon,,,deadOrAlive,martialart,neon,zebraPink,,,tiles,classic,neon
3052,もて (MOTE) #3052,1401,321.9377987772097,26,powerup,beta,,model3,hornet,neutral,orange,model3,model3,prismatic,mutant,intoTheSpotlight,yob,gasmask,kabu,citynights,dreadlocks,True,beta,pirate,,,,Resistance,vote,neo,zebraAzure,,,hexagrid,classic,holopunch
2922,るたの (RUTANO) #2922,1402,321.89372999746513,25,sakura,beta,securityguard,electronGun,model2,neutral,orange,model2,cap,prismatic,,,beatdown,pirate,aki,slabs,barracuda,True,beta,truckdriver,,,,nftgallery,nosmoking,kanemochi,pirate,,,brickinthewall,classic,bat
2740,ひすし (HISUSHI) #2740,1403,321.5997373820455,17,fall,alpha,,,,,,,,,TCORPmember,,beatdown,CyberX,kabu,crystals,,False,alpha,gunner,wizard,,,nftgallery,,neon,neojogger,,,tiles,3,thug
914,いかへ (IKAHE) #914,1404,321.4908371738106,24,stinking,gamma,,model1,model1,neutral,azure,wings,model2,Orange,,,malicious,,shibu,crossing,sensei,True,gamma,hoodie,,hacked,,play,propaganda2,neon,pirate,,,tiles,3,holopunch
1989,わてゆも (WATEYUMO) #1989,1405,321.437770516159,24,powerup,alpha,,scrap,hornet,uwu,blue,model3,model2,Pink,TCORPmember,,yob,clubber,kabu,poorNeighbourhood,unkempt,True,alpha,gunner,gambler,,,,,jumper,taskforce,,,diagonals2,3,bat
2188,えろちて (EROCHITE) #2188,1406,321.37876668029816,26,oneup,bionic,,electronGun,scalable,off,pink,wings,delivery,Orange,TCORPmember,,upset,,kabu,sidewalk,engineer,True,gamma,truckdriver,baseballFan,wip,,wewantyou,vote,lightningPink,neon,,,lines2,classic,DEW
2934,とほり (TOHORI) #2934,1407,321.36492870829943,24,hexa,beta,,scrap,model1,neutral,orange,wings,delivery,Orange,,ballz,owl,glassesmodelY,aki,figurine,,True,beta,gunner,,digitalGuitar,,play,,buffalo,kanemochi,,,lines2,classic,thug
104,ひら (HIRA) #104,1408,321.33184609677306,20,mist,gamma,,,,,,,,,fanaticblack,outOfPhase,3Dvision,pirate,shibu,sidewalk,tousled,False,gamma,rocker,watch,,,Resistance,martialart,pirate,pirate,,,diagonals3,classic,handgun
