ID,Name,Rank,Rarity_Score,Attributes-Scores,Background-Scores,BodyObj-Scores,CardBank-Scores,Class-Scores,ClothPattern-Scores,ClothesObj-Scores,Ear-Scores,Expression-Scores,Extra-Scores,FaceObj-Scores,FaceTex-Scores,Foreground-Scores,Hair-Scores,HandObj-Scores,HandObj2-Scores,Hat-Scores,HeadObj-Scores,LeftHand-Scores,LeftShoulder-Scores,Mouth-Scores,Nose-Scores,RightHand-Scores,RightShoulder-Scores,Skin-Scores,Smock-Scores,Tail-Scores,Team-Scores,Whiskers-Scores
168,Tez Dozen Team β #048,1680,1308.4842335104522,4,480,,1,1,,93,,,,197,,,,81,,56,105,1,,,96,1,,40,,120,28,
393,Tez Dozen Team δ #033,1681,1308.2272796023765,5,480,,1,1,80,5,,146,,,,28,,,,,96,1,46,124,,1,74,101,,,28,86
99,Tez Dozen Team α #099,1682,1307.4772947968215,4,420,,1,1,63,15,,,,,,,,,,210,108,1,,,,3,140,56,,146,28,108
964,Tez Dozen Team η #004,1683,1307.3952007490416,9,280,,4,1,90,,,,,67,,41,53,,,44,78,1,176,53,,3,108,210,,68,14,
967,Tez Dozen Team η #007,1684,1306.9387058873353,5,336,,1,1,80,,,,,67,,35,61,,,86,96,1,176,62,,3,,210,,68,14,
1931,Tez Dozen Team κ #011,1685,1306.6227168531964,4,280,57,1,1,96,,,,,,,224,,101,,160,,4,88,88,,1,,108,,81,7,
31,Tez Dozen Team α #031,1686,1306.564076701155,4,258,,4,1,63,5,,,,305,,,,,,,115,1,38,,,1,140,96,,160,28,81
1305,Tez Dozen Team θ #105,1687,1306.5050082506025,9,210,,1,1,73,,93,,480,64,62,,,,,51,70,1,39,62,,1,35,35,,,14,
1539,Tez Dozen Team ι #099,1688,1306.345152868638,5,280,373,1,1,,,168,,,124,,112,,52,,,,4,46,,,1,,129,,,7,
2560,Tez Dozen Team λ #160,1689,1305.644128410269,4,176,,1,1,112,,,,176,134,,176,,88,,88,,1,71,,,1,,224,,39,7,
3355,Tez Dozen Team μ #475,1690,1305.622219136539,12,336,152,1,1,168,,,,,,,280,,,,,,1,48,,,3,35,258,,,7,
2344,Tez Dozen Team κ #424,1691,1305.5008267531143,5,560,,4,1,152,,,,,,,48,,42,,280,,1,26,86,,1,,88,,,7,
2799,Tez Dozen Team λ #399,1692,1305.4551315899353,5,197,,1,1,129,,,,,134,,197,,,,129,,1,88,,,3,35,373,,,7,
1901,Tez Dozen Team ι #461,1693,1305.3738077149403,4,373,224,1,1,,,60,,,,129,108,,84,,124,,1,37,,,1,,58,,88,7,
373,Tez Dozen Team δ #013,1694,1304.7660809741797,9,305,,4,1,129,5,,134,,,,35,,,,81,96,1,112,124,,3,84,40,,,28,108
3151,Tez Dozen Team μ #271,1695,1304.567344311915,55,240,,1,1,,,,,,,,140,,,,373,,1,38,,,3,70,373,,,7,
2561,Tez Dozen Team λ #161,1696,1304.4894253115685,5,258,,4,1,129,,,,,,,146,,,,280,,1,74,,,3,47,305,,39,7,
1613,Tez Dozen Team ι #173,1697,1304.4094316353062,4,373,305,1,1,,,67,,,,38,98,,,,140,,1,29,,,3,35,197,,,7,
902,Tez Dozen Team ζ #182,1698,1304.2487654558086,5,197,,1,1,,5,,,,58,,41,,480,,78,54,4,58,65,,1,,120,,115,14,
1462,Tez Dozen Team ι #022,1699,1304.083417482736,5,336,210,1,1,,,70,,,34,38,108,,,,115,,1,58,,,3,50,197,,63,7,
1729,Tez Dozen Team ι #289,1700,1304.0574768698395,4,373,305,1,1,,,70,,,34,,134,,,,115,,1,33,,,3,70,58,,88,7,
287,Tez Dozen Team γ #047,1701,1303.6408474888076,4,560,,1,1,63,5,,,,,,,,,,52,,1,81,112,,3,74,68,,115,28,129
355,Tez Dozen Team γ #115,1702,1303.4745411236704,5,672,,1,1,152,5,,,,,,28,,,,,,4,,112,,1,84,105,,,28,101
208,Tez Dozen Team β #088,1703,1303.417248173939,5,373,,1,1,,134,,,,,,,,,,168,146,1,,,96,3,,93,105,146,28,
1360,Tez Dozen Team θ #160,1704,1303.210593216341,9,258,86,1,1,112,,112,,,64,76,176,,56,,,68,1,36,58,,1,,168,,,14,
2764,Tez Dozen Team λ #364,1705,1303.1853509537336,12,176,,1,1,,,,,146,,,176,,146,,120,,1,176,,,1,,336,,,7,
2193,Tez Dozen Team κ #273,1706,1303.1300395746964,4,224,57,1,1,88,,,,,124,,224,,,,160,,1,146,96,,3,47,115,,,7,
865,Tez Dozen Team ζ #145,1707,1301.3630308170104,9,336,,1,1,210,5,,,,58,,41,,129,,78,54,4,64,63,,1,,120,,108,14,
2763,Tez Dozen Team λ #363,1708,1301.0191094660647,5,186,,1,1,,,,,,152,,176,,124,,160,,4,160,,,1,,280,,39,7,
554,Tez Dozen Team ε #074,1709,1300.196389318335,28,336,,1,1,74,5,,,134,,,84,,176,,,64,1,36,49,50,1,,101,,81,14,56
1770,Tez Dozen Team ι #330,1710,1300.1906530373856,5,305,197,4,1,,,76,,,34,38,124,,84,,140,,1,37,,,1,,176,,63,7,
2810,Tez Dozen Team λ #410,1711,1299.749607433003,5,258,,1,1,129,,,,,134,,140,,,,160,,1,81,,,3,,336,,39,7,
1925,Tez Dozen Team κ #005,1712,1299.0757017070953,4,197,50,1,1,176,,,,224,,,186,,80,,160,,1,26,86,,1,,93,,,7,
3323,Tez Dozen Team μ #443,1713,1298.4777773768642,12,224,,1,1,,,,,,186,,197,,168,,258,,1,29,,,1,,210,,,7,
2537,Tez Dozen Team λ #137,1714,1298.3451577467456,4,197,88,1,1,,,,,,78,,224,,224,,88,,1,39,,,1,,305,,36,7,
841,Tez Dozen Team ζ #121,1715,1297.8853639193783,5,240,,1,1,,5,,,,56,,28,,480,,58,50,4,58,50,,1,,115,,124,14,
1945,Tez Dozen Team κ #025,1716,1297.0443868326915,4,373,,1,1,88,,,,,,,146,,101,,168,,1,33,73,,1,,98,,197,7,
33,Tez Dozen Team α #033,1717,1296.749860119181,4,258,,1,1,108,15,,,,,,,,152,,168,115,1,67,,,1,,56,,176,28,140
1862,Tez Dozen Team ι #422,1718,1296.504160621587,4,25,336,1,1,,,84,,152,,,134,,81,,240,,1,36,,,1,,134,,54,7,
2211,Tez Dozen Team κ #291,1719,1296.440908914964,4,373,63,1,1,98,,,,,,,140,,80,,197,,4,88,86,,1,,98,,50,7,
434,Tez Dozen Team δ #074,1720,1296.27372755918,4,480,,1,1,80,5,,134,,,,,,84,,70,108,1,,124,,1,,63,,,28,108
1320,Tez Dozen Team θ #120,1721,1295.8288806921246,28,186,86,1,1,67,,129,,,61,61,74,,,,168,74,4,186,62,,1,52,35,,,14,
3332,Tez Dozen Team μ #452,1722,1295.4394399484827,12,258,152,1,1,,,,,,,,186,,108,,,,4,88,,,1,168,305,,,7,
1700,Tez Dozen Team ι #260,1723,1295.2793338657943,4,25,336,4,1,,,168,,,124,,98,,52,,186,,4,40,,,1,,240,,,7,
1384,Tez Dozen Team θ #184,1724,1295.1562777548897,28,258,86,1,1,67,,105,,,64,68,152,,42,,51,63,1,28,62,,1,,197,,,14,
2091,Tez Dozen Team κ #171,1725,1294.7903140047783,4,258,63,1,1,96,,,,,140,,197,,,,186,,1,,88,,3,47,115,,81,7,
2040,Tez Dozen Team κ #120,1726,1294.7333989899266,4,210,50,1,1,96,,,,240,,,258,,81,,140,,1,,76,,1,,124,,,7,
2939,Tez Dozen Team μ #059,1727,1294.1066618539817,12,258,115,1,1,373,,,,,,,168,,,,,,1,57,,,3,35,258,,,7,
1437,Tez Dozen Team θ #237,1728,1294.0747969763022,9,336,,4,1,134,,90,,,80,76,28,,,,168,74,1,26,62,,3,52,129,,,14,
1364,Tez Dozen Team θ #164,1729,1294.0700862636588,9,258,120,1,1,50,,90,,,,62,74,,,,197,76,1,36,51,,3,57,186,,,14,
1660,Tez Dozen Team ι #220,1730,1293.7743834654054,5,176,140,1,1,,,60,,176,62,,140,,42,,129,,1,28,,,1,,152,,168,7,
2275,Tez Dozen Team κ #355,1731,1293.766960410585,4,224,,1,1,,,,,140,,,258,,81,,280,,1,48,76,,1,,108,,60,7,
1586,Tez Dozen Team ι #146,1732,1293.6269921554153,5,258,152,1,1,,,90,,,56,67,140,,67,,186,,4,40,,,1,,124,,88,7,
2397,Tez Dozen Team κ #477,1733,1293.329811671028,4,305,36,1,1,,,,,146,124,,152,,96,,168,,1,57,73,,1,,115,,,7,
151,Tez Dozen Team β #031,1734,1293.1904257389592,5,305,,1,1,,,,,,197,,,,,,,146,1,58,,112,3,,129,105,197,28,
294,Tez Dozen Team γ #054,1735,1293.0389135890473,4,420,,4,1,90,15,,,,,,120,,,,56,,1,,124,,3,84,68,,140,28,129
1799,Tez Dozen Team ι #359,1736,1292.241119955229,4,186,258,1,1,,,67,,,34,,134,,,,240,,1,30,,,1,84,240,,,7,
1821,Tez Dozen Team ι #381,1737,1291.973960330025,4,258,305,1,1,,,67,,,70,,98,,,,240,,1,28,,,3,52,152,,,7,
2349,Tez Dozen Team κ #429,1738,1291.6290562213217,4,210,36,4,1,168,,,,,,,224,,,,176,,1,,76,,3,86,93,,197,7,
702,Tez Dozen Team ε #222,1739,1289.9207506565533,9,672,,1,1,81,5,,,,,,38,,,,,45,1,36,48,50,1,74,57,,93,14,56
1435,Tez Dozen Team θ #235,1740,1289.8976469575077,9,258,120,4,1,134,,93,,,,62,160,,36,,197,63,1,39,51,,1,,40,,,14,
1157,Tez Dozen Team η #197,1741,1289.675782810986,5,420,,1,1,112,,,,,67,,,61,56,,86,88,4,30,62,,1,,210,,68,14,
192,Tez Dozen Team β #072,1742,1289.4998215494377,12,560,,1,1,,115,,,,,,,,,,168,146,1,,,96,3,,40,,115,28,
1276,Tez Dozen Team θ #076,1743,1288.7241999380835,9,224,78,4,1,73,,176,,,80,61,176,,,,51,76,1,36,51,,3,,168,,,14,
1574,Tez Dozen Team ι #134,1744,1288.5836904236753,5,224,336,1,1,,,57,,,,,146,,96,,197,,4,33,,,1,,176,,,7,
1238,Tez Dozen Team θ #038,1745,1288.521483547741,28,224,81,1,1,50,,112,,,61,61,129,,52,,197,76,1,26,52,,1,,115,,,14,
301,Tez Dozen Team γ #061,1746,1288.4781326107327,4,672,,1,1,90,5,,,,,,,,,,34,,4,,93,,1,74,35,,140,28,101
2641,Tez Dozen Team λ #241,1747,1287.0048815148134,5,258,,4,1,,,,,,152,,152,,96,,280,,1,46,,,1,,240,,39,7,
1304,Tez Dozen Team θ #104,1748,1287.003034289467,5,336,78,1,1,186,,90,,,80,,176,,,,51,68,1,26,52,,3,,112,,,14,
1172,Tez Dozen Team η #212,1749,1286.9617468764748,9,420,,1,1,81,,,,,67,,35,53,,,44,96,1,176,62,,3,57,112,,48,14,
2514,Tez Dozen Team λ #114,1750,1285.863723240623,5,112,,1,1,112,,,,,78,,176,,88,,129,,4,88,,,1,,480,,,7,
717,Tez Dozen Team ε #237,1751,1285.6254259973239,5,280,,1,1,65,5,,,373,,,,,67,,,56,1,,51,54,1,,63,,186,14,56
1428,Tez Dozen Team θ #228,1752,1285.3029076639684,5,305,134,1,1,,,240,,,61,,160,,42,,44,68,1,36,51,,1,,115,,,14,
1511,Tez Dozen Team ι #071,1753,1285.2637982296242,5,280,152,1,1,,,67,,,62,129,124,,,,129,,1,45,,,1,35,152,,88,7,
2431,Tez Dozen Team λ #031,1754,1284.9674151146032,5,210,152,1,1,,,,,98,,,224,,,,,,1,37,,,1,176,258,,108,7,
1666,Tez Dozen Team ι #226,1755,1284.849000303923,4,240,210,1,1,,,112,,,62,152,93,,43,,129,,1,48,,,1,,176,,,7,
1596,Tez Dozen Team ι #156,1756,1284.8181083202785,4,480,86,1,1,,,90,,,34,140,140,,,,,,4,37,,,1,47,124,,84,7,
1279,Tez Dozen Team θ #079,1757,1284.8112579041997,28,258,86,1,1,73,,105,,,61,61,160,,,,52,70,1,26,62,,3,50,168,,,14,
1745,Tez Dozen Team ι #305,1758,1284.7901598903773,4,240,197,1,1,,,57,,,224,,129,,52,,197,,1,40,,,1,,129,,,7,
1899,Tez Dozen Team ι #459,1759,1283.8536685682839,5,373,86,1,1,,,57,,,62,140,115,,43,,140,,1,33,,,1,,124,,88,7,
642,Tez Dozen Team ε #162,1760,1283.7009078626518,5,672,,1,1,65,5,,,,,,105,,,,,61,1,,48,56,3,43,57,,93,14,46
2864,Tez Dozen Team λ #464,1761,1283.6298801882904,5,336,,1,1,129,,,,,,,280,,65,,129,,4,58,,,1,,224,,39,7,
957,Tez Dozen Team ζ #237,1762,1283.422237914105,9,336,,1,1,,5,,,186,65,,120,,63,,34,50,1,64,61,,1,,120,,146,14,
1206,Tez Dozen Team θ #006,1763,1283.214976843283,28,336,115,1,1,67,,105,,,61,68,129,,101,,52,63,1,36,58,,1,,40,,,14,
2043,Tez Dozen Team κ #123,1764,1282.8351241911334,12,480,50,1,1,105,,,,,124,,305,,,,,,1,,81,,3,,108,,,7,
2346,Tez Dozen Team κ #426,1765,1282.6539437780764,5,210,57,1,1,101,,,,,108,,258,,,,176,,1,61,81,,3,50,105,,50,7,
261,Tez Dozen Team γ #021,1766,1281.5870353089847,9,210,,4,35,129,5,,,,,,35,,129,,34,,4,33,124,,1,74,210,,115,28,96
1184,Tez Dozen Team η #224,1767,1281.4283236555568,5,420,,4,1,,,,,336,67,,35,53,56,,36,,1,30,56,,1,,115,,46,14,
915,Tez Dozen Team ζ #195,1768,1281.3696803580804,9,258,,1,1,74,5,,,373,46,,28,,96,,63,,1,36,51,,1,,93,,124,14,
2889,Tez Dozen Team μ #009,1769,1281.311373939293,12,50,152,4,1,,,,,420,,,305,,,,,,1,33,,,1,50,240,,,7,
2727,Tez Dozen Team λ #327,1770,1279.7415264516144,55,224,,1,1,112,,,,,,,210,,,,258,,1,,,,3,70,336,,,7,
2208,Tez Dozen Team κ #288,1771,1279.73603048213,4,305,57,1,1,186,,,,,,,186,,,,124,,1,36,134,,3,34,112,,81,7,
2082,Tez Dozen Team κ #162,1772,1278.6754411940476,4,305,,1,1,84,,,,,140,,186,,,,146,,4,108,76,,1,43,108,,60,7,
1542,Tez Dozen Team ι #102,1773,1278.6156065280795,4,240,86,4,1,,,61,,258,,,140,,81,,186,,1,36,,,1,,168,,,7,
1274,Tez Dozen Team θ #074,1774,1278.4790399446113,9,336,,1,1,50,,105,,197,,68,152,,36,,36,63,1,28,58,,1,,115,,,14,
1481,Tez Dozen Team ι #041,1775,1278.1941377177575,5,210,140,1,1,,,67,,176,,38,146,,96,,124,,1,45,,,1,,152,,63,7,
1555,Tez Dozen Team ι #115,1776,1277.9884622769428,4,224,210,1,1,,,57,,,,38,112,,,,210,,1,108,,,1,35,176,,88,7,
2668,Tez Dozen Team λ #268,1777,1277.9818023948228,5,280,,1,1,,,,,,129,,210,,,,197,,4,88,,,1,35,280,,36,7,
2631,Tez Dozen Team λ #231,1778,1276.3121205485493,5,224,,1,1,,,,,,224,,240,,120,,88,,4,61,,,1,,258,,39,7,
2400,Tez Dozen Team κ #480,1779,1276.2418069164282,4,280,,1,1,96,,,,,,,152,,,,168,,1,61,86,,3,34,98,,280,7,
1261,Tez Dozen Team θ #061,1780,1276.2363238850633,28,336,81,1,1,146,,105,,,64,62,41,,,,56,74,1,40,62,,3,35,120,,,14,
2335,Tez Dozen Team κ #415,1781,1276.1128404053234,4,280,,1,1,98,,,,280,,,67,,129,,140,,1,36,134,,1,,93,,,7,
1668,Tez Dozen Team ι #228,1782,1275.982510425689,9,176,152,4,1,,,61,,152,34,38,124,,88,,146,,1,36,,,1,,134,,105,7,
367,Tez Dozen Team δ #007,1783,1275.2015698493635,5,305,,1,1,152,5,,98,,,,105,,,,81,96,1,112,120,,3,,63,,,28,93
1284,Tez Dozen Team θ #084,1784,1274.0089505470066,28,210,120,1,1,146,,90,,,80,61,28,,42,,112,70,1,26,52,,1,,186,,,14,
2713,Tez Dozen Team λ #313,1785,1273.516361874944,5,197,115,1,1,,,,,,146,,210,,101,,,,1,74,,,1,,373,,36,7,
2624,Tez Dozen Team λ #224,1786,1273.263553385736,5,197,,1,1,112,,,,,,,240,,,,88,,1,71,,,3,168,336,,39,7,
1741,Tez Dozen Team ι #301,1787,1272.9648245820872,9,224,86,1,1,,,57,,176,34,38,280,,52,,115,,1,37,,,1,,58,,88,7,
182,Tez Dozen Team β #062,1788,1272.7904247049516,4,373,,1,1,,115,,,,,,,,,,70,96,1,58,,186,3,,40,146,146,28,
1382,Tez Dozen Team θ #182,1789,1272.7109063517858,28,258,86,1,1,67,,176,,,61,76,41,,,,112,63,1,33,58,,3,57,129,,,14,
1623,Tez Dozen Team ι #183,1790,1272.6842421590773,4,258,168,4,1,,,60,,,56,38,140,,,,240,,1,,,,3,47,152,,88,7,
1515,Tez Dozen Team ι #075,1791,1272.2978828004666,9,197,120,1,1,,,57,,98,56,67,146,,88,,146,,1,30,,,1,,152,,88,7,
2236,Tez Dozen Team κ #316,1792,1272.224383955067,4,280,36,1,1,176,,,,,124,,48,,129,,160,,4,61,140,,1,,96,,,7,
1078,Tez Dozen Team η #118,1793,1272.158955078944,4,480,,4,1,160,,,,,,,35,53,43,,51,78,4,,53,,1,,240,,46,14,
265,Tez Dozen Team γ #025,1794,1272.0574399260845,4,480,,4,1,152,5,,,,,,,,160,,,,1,61,124,,1,,35,,115,28,96
1246,Tez Dozen Team θ #046,1795,1271.7908086035438,9,258,81,1,1,112,,124,,,168,76,41,,42,,168,68,4,,58,,1,,40,,,14,
282,Tez Dozen Team γ #042,1796,1271.1920156183057,4,420,,1,1,152,5,,,,,,120,,,,34,,1,81,124,,3,,50,,140,28,101
1842,Tez Dozen Team ι #402,1797,1271.1308877738657,4,197,305,1,1,,,61,,146,70,,129,,65,,186,,1,33,,,1,,58,,,7,
597,Tez Dozen Team ε #117,1798,1271.0615850511947,5,373,,1,1,74,5,,,336,,,84,,,,,45,1,,49,50,1,,63,,108,14,56
458,Tez Dozen Team δ #098,1799,1271.053068835017,9,420,,1,1,93,5,,98,,,,35,,,,70,134,1,46,96,,1,80,56,,,28,93
2118,Tez Dozen Team κ #198,1800,1271.048883448117,5,305,57,1,1,98,,,,,140,,129,,,,168,,1,36,81,,3,43,108,,81,7,
2611,Tez Dozen Team λ #211,1801,1270.6550630065603,4,210,96,4,1,,,,,224,61,,168,,101,,,,1,48,,,1,,305,,36,7,
2217,Tez Dozen Team κ #297,1802,1270.6224155913828,4,280,50,4,1,84,,,,,,,120,,101,,146,,1,36,134,,1,,98,,197,7,
1290,Tez Dozen Team θ #090,1803,1270.592635566985,9,197,,1,1,146,,90,,140,108,62,,,101,,112,70,1,33,58,,1,,120,,,14,
1924,Tez Dozen Team κ #004,1804,1270.428093765412,4,210,50,1,1,96,,,,,134,,224,,134,,120,,1,28,140,,1,,115,,,7,
1256,Tez Dozen Team θ #056,1805,1270.2283002466606,9,258,78,4,1,50,,129,,,108,62,74,,101,,112,68,4,,62,,1,,129,,,14,
1699,Tez Dozen Team ι #259,1806,1269.3597818229716,5,186,140,1,1,,,61,,176,56,,129,,84,,134,,1,30,,,1,,168,,84,7,
529,Tez Dozen Team ε #049,1807,1269.3176035309614,5,224,,1,1,81,5,,,420,,,,,67,,,56,1,,51,64,1,,57,,168,14,46
2782,Tez Dozen Team λ #382,1808,1269.2894739100861,5,112,115,1,1,280,,,,,,,210,,,,120,,4,36,,,1,176,197,,,7,
2569,Tez Dozen Team λ #169,1809,1268.749531786382,5,280,,4,1,,,,,210,,,176,,80,,115,,1,39,,,1,,305,,39,7,
2269,Tez Dozen Team κ #349,1810,1268.741350143962,4,373,36,1,1,146,,,,,,,168,,,,160,,1,61,140,,3,52,112,,,7,
2384,Tez Dozen Team κ #464,1811,1268.4018542738772,4,197,,1,1,129,,,,373,,,48,,101,,168,,1,45,76,,1,,112,,,7,
3192,Tez Dozen Team μ #312,1812,1268.120423603723,55,258,258,4,1,176,,,,,,,176,,197,,,,1,,,,1,,129,,,7,
365,Tez Dozen Team δ #005,1813,1267.7678634642277,5,420,,1,1,63,15,,88,,,,129,,43,,,108,1,98,112,,1,,63,,,28,86
1230,Tez Dozen Team θ #030,1814,1267.7068616493382,9,224,78,1,1,134,,105,,,168,76,,,43,,197,74,1,39,62,,1,,35,,,14,
2375,Tez Dozen Team κ #455,1815,1267.6325099919907,4,305,57,1,1,88,,,,,,,146,,,,160,,1,,76,,3,35,98,,280,7,
1430,Tez Dozen Team θ #230,1816,1267.5563959473122,28,258,120,1,1,134,,176,,,80,62,28,,,,36,74,1,33,58,,1,35,120,,,14,
1826,Tez Dozen Team ι #386,1817,1266.846274881289,5,305,336,1,1,,,84,,,,,129,,,,186,,1,37,,,1,35,134,,,7,
2410,Tez Dozen Team λ #010,1818,1266.4894604931314,4,258,146,4,1,,,,,,73,,280,,120,,112,,1,33,,,1,,186,,36,7,
3275,Tez Dozen Team μ #395,1819,1266.3728590871406,55,305,,1,1,,,,,,,,134,,197,,258,,1,93,,,1,,210,,,7,
317,Tez Dozen Team γ #077,1820,1266.1958913632993,5,480,,1,1,129,5,,,,,,28,,,,52,,4,28,93,,1,74,35,,168,28,129
2498,Tez Dozen Team λ #098,1821,1266.1934689256343,4,25,,1,1,280,,,,305,73,,210,,43,,88,,1,36,,,1,,186,,,7,
955,Tez Dozen Team ζ #235,1822,1266.1761768326544,5,420,,1,1,210,5,,,,56,,120,,,,58,,1,64,63,,3,35,93,,112,14,
1132,Tez Dozen Team η #172,1823,1266.051914323876,5,420,,1,1,160,,,,,90,,35,57,42,,86,73,1,,53,,1,,176,,46,14,
893,Tez Dozen Team ζ #173,1824,1265.9470242369243,28,305,,1,1,210,5,,,101,56,,35,,63,,63,50,1,81,63,,1,,93,,88,14,
1029,Tez Dozen Team η #069,1825,1265.3990772745199,4,336,,1,1,,,,,305,86,,28,53,56,,36,,1,,53,,1,,240,,46,14,
419,Tez Dozen Team δ #059,1826,1265.1890718689017,5,305,,1,1,93,15,,146,,,,105,,,,,96,1,112,112,,3,43,101,,,28,93
471,Tez Dozen Team δ #111,1827,1265.019745856035,9,373,,1,1,80,5,,98,,,,35,,,,176,115,4,29,112,,1,43,56,,,28,93
2688,Tez Dozen Team λ #288,1828,1264.5650121462254,12,176,,1,1,115,,,,,373,,176,,93,,,,1,45,,,1,,258,,,7,
1538,Tez Dozen Team ι #098,1829,1264.5458920469418,5,224,168,4,1,,,57,,152,62,67,108,,52,,140,,1,33,,,1,,176,,,7,
296,Tez Dozen Team γ #056,1830,1264.4491813350944,5,420,,1,1,90,15,,,,,,35,,,,52,,1,38,124,,3,80,68,,168,28,129
1814,Tez Dozen Team ι #374,1831,1264.3008453818961,4,280,176,1,1,,,90,,,34,140,129,,,,186,,1,39,,,3,43,124,,,7,
2634,Tez Dozen Team λ #234,1832,1263.6744552880393,4,112,,1,1,,,,,224,129,,140,,73,,160,,1,33,,,1,,336,,39,7,
463,Tez Dozen Team δ #103,1833,1263.0012597904638,4,420,,4,1,152,5,,88,,,,,,,,,108,1,112,124,,3,74,40,,,28,93
2186,Tez Dozen Team κ #266,1834,1262.7974799347983,4,25,,1,1,152,,,,152,,,373,,96,,124,,1,40,115,,1,,105,,60,7,
807,Tez Dozen Team ζ #087,1835,1262.602000608908,9,305,,1,1,210,5,,,,58,,120,,,,58,54,4,30,63,,1,140,96,,88,14,
1415,Tez Dozen Team θ #215,1836,1262.527590439842,28,210,134,1,1,67,,93,,,61,61,160,,42,,44,74,1,39,58,,1,,168,,,14,
298,Tez Dozen Team γ #058,1837,1262.4369140890908,4,420,,1,1,129,15,,,,,,120,,,,,,4,38,124,,1,74,35,,168,28,96
1451,Tez Dozen Team ι #011,1838,1262.1804103048255,4,280,168,1,1,,,76,,,62,,108,,101,,115,,1,30,,,1,,134,,168,7,
2640,Tez Dozen Team λ #240,1839,1262.0475122672583,12,336,,4,1,,,,,,224,,140,,108,,,,1,146,,,1,,240,,39,7,
541,Tez Dozen Team ε #061,1840,1261.3104935610388,28,480,,1,1,74,5,,,146,,,60,,36,,,61,1,36,51,54,1,,57,,93,14,56
2630,Tez Dozen Team λ #230,1841,1261.2655137746935,4,197,,4,1,115,,,,,129,,210,,81,,120,,1,88,,,1,,258,,39,7,
90,Tez Dozen Team α #090,1842,1261.1781013861278,4,420,,1,1,63,15,,,,115,,,,,,,115,4,,,,1,108,101,,140,28,140
2435,Tez Dozen Team λ #035,1843,1261.1517887874484,12,224,,1,1,,,,,,152,,210,,120,,160,,1,33,,,1,,336,,,7,
2231,Tez Dozen Team κ #311,1844,1259.450403188971,5,336,57,1,1,186,,,,,,,48,,,,373,,1,39,81,,3,,115,,,7,
1764,Tez Dozen Team ι #324,1845,1259.3988474781684,4,373,197,1,1,,,60,,,56,38,140,,43,,129,,4,48,,,1,,152,,,7,
211,Tez Dozen Team β #091,1846,1259.3908786524519,4,168,,1,1,,134,,,,186,,,,,,56,96,1,38,,186,1,,129,105,120,28,
2876,Tez Dozen Team λ #476,1847,1259.140338501701,4,25,88,1,1,,,,,,78,,210,,,,305,,1,57,,,3,86,280,,108,7,
1697,Tez Dozen Team ι #257,1848,1259.044913904104,5,240,152,1,1,,,90,,,56,67,134,,84,,115,,1,58,,,1,,176,,63,7,
1300,Tez Dozen Team θ #100,1849,1258.892418567586,9,197,115,1,1,186,,176,,,61,62,35,,,,56,68,1,28,51,,3,,186,,,14,
2099,Tez Dozen Team κ #179,1850,1258.6682030748534,4,305,57,1,1,108,,,,,140,,120,,,,280,,1,30,101,,3,,96,,,7,
140,Tez Dozen Team β #020,1851,1258.1546888112166,4,480,,1,1,,134,,,,,,,,,,81,96,1,67,,96,1,,40,105,120,28,
1702,Tez Dozen Team ι #262,1852,1258.055104068522,4,420,176,4,1,,,76,,,,,108,,,,129,,1,28,,,3,84,124,,88,7,
1895,Tez Dozen Team ι #455,1853,1257.8529920363828,5,258,120,1,1,,,57,,,34,152,146,,93,,146,,4,40,,,1,,124,,63,7,
159,Tez Dozen Team β #039,1854,1257.2544374631107,12,480,,1,1,,93,,,,,,,,,,,146,1,,,96,1,,134,146,115,28,
2282,Tez Dozen Team κ #362,1855,1257.0896563616204,5,210,336,1,1,108,,,,,,,197,,54,,124,,1,,84,,1,,124,,,7,
2284,Tez Dozen Team κ #364,1856,1257.0025975179844,4,210,36,1,35,88,,,,146,,,152,,81,,124,,1,67,88,,1,,210,,,7,
1242,Tez Dozen Team θ #042,1857,1256.7004004528706,9,210,134,1,1,,,90,,197,61,62,,,101,,168,76,1,26,58,,1,,40,,,14,
779,Tez Dozen Team ζ #059,1858,1256.6239642708765,9,280,,1,1,,5,,,336,56,,28,,101,,34,50,1,36,65,,1,,120,,112,14,
720,Tez Dozen Team ε #240,1859,1255.8962356571703,28,280,,1,1,81,5,,,,,,60,,258,,70,61,1,74,51,56,1,,57,,93,14,56
2633,Tez Dozen Team λ #233,1860,1255.7361751537626,4,210,49,1,1,,,,,280,73,,240,,36,,88,,1,74,,,1,,186,,,7,
1782,Tez Dozen Team ι #342,1861,1255.585481774346,5,305,176,4,1,,,60,,,56,38,98,,88,,140,,1,40,,,1,,124,,105,7,
1716,Tez Dozen Team ι #276,1862,1255.5231058628824,5,280,86,1,1,,,67,,,56,38,108,,210,,146,,4,28,,,1,,152,,61,7,
422,Tez Dozen Team δ #062,1863,1255.4181009256536,5,305,,1,1,84,15,,134,,,,105,,,,,96,1,146,120,,1,84,40,,,28,86
1328,Tez Dozen Team θ #128,1864,1255.2458202155058,9,210,115,1,1,134,,176,,,61,62,124,,,,,63,1,26,62,,3,57,129,,,14,
2149,Tez Dozen Team κ #229,1865,1254.7550128985995,4,336,50,4,1,134,,,,,,,168,,,,160,,1,45,84,,3,105,88,,60,7,
