ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Clolthes,Eyeware,Headware,Mouthpiece,Special
872,Gecko #872,1158,148.4091385331,6,d7f6be ,Green Scales ,Plain Tee Grey ,Cyber Glasses Seagreen ,Greek War Helmet Green ,Bandana Green ,
1864,Gecko #1864,1159,148.342427452,6,d0bdc3 ,Red ,Plain Vest ,Retro Glasses Black ,Greek War Helmet Green ,No Mouthpiece ,
1336,Gecko #1336,1160,148.3370973282,6,dbeef6 ,Dark Green ,Skull Vest Green ,Winged Glasses  Blue Pink ,Greek War Helmet Green ,No Mouthpiece ,
596,Gecko #596,1161,148.1508468308,6,7bcccb ,Light Green ,Pattern Shirt Grey ,Winged Glasses  Red Turquoise ,Cotton Hat Beige ,No Mouthpiece ,
176,Gecko #176,1162,148.1288335063,6,ffecd6 ,Green Scales ,Formal Suit Blue ,No Eyeware ,No Headware ,No Mouthpiece ,
1493,Gecko #1493,1163,148.0891482626,6,7bcccb ,Red ,Hawaian Shirt Blue ,Cyber Glasses Pink ,No Headware ,Cigar ,
1387,Gecko #1387,1164,148.0690170677,6,afc9c8 ,Turquoise ,Pattern Tee Green ,Square Glasses Black ,Cop Hat Black ,No Mouthpiece ,
1971,Gecko #1971,1165,147.9971782973,6,7bcccb ,Turquoise ,Plain Tee Purple ,Aviators Green ,Greek War Helmet Yellow ,No Mouthpiece ,
221,Gecko #221,1166,147.9682730464,6,dbeef6 ,Dark Green ,Track Suit Blue ,Retro Glasses Pink ,Greek War Helmet Pink ,Bandana Green ,
373,Gecko #373,1167,147.9024304209,6,ff8e84 ,Light Green ,Hawaian Shirt Red ,Aviators Black ,Cop Hat Black ,No Mouthpiece ,
1895,Gecko #1895,1168,147.8986019984,6,d2a9ce ,Light Green ,Hawaian Shirt Pink ,Square Glasses Pink ,Cotton Hat Beige ,No Mouthpiece ,
1196,Gecko #1196,1169,147.742377774,6,b1d0b5 ,Purple ,Plain Tee Purple ,No Eyeware ,Small Hat Green ,No Mouthpiece ,
1232,Gecko #1232,1170,147.713111409,6,d2acb1 ,Dark Green ,No Clothes ,Square Glasses Orange ,Snapback Indigo ,Bandana Green ,
665,Gecko #665,1171,147.7086519983,6,f0d4e3 ,Red ,Formal Suit Black ,Square Glasses Pink ,Greek War Helmet Blue ,Bandana Purple ,
1605,Gecko #1605,1172,147.6424670533,6,d2acb1 ,Dark Green ,Hawaian Shirt Red ,No Eyeware ,Snapback Purple ,No Mouthpiece ,
249,Gecko #249,1173,147.6033666639,6,d2a9ce ,Purple ,Track Suit Blue ,Cyber Glasses Indigo ,Greek War Helmet Red ,No Mouthpiece ,
2199,Gecko #2199,1174,147.5555467204,6,d0bdc3 ,Red ,Hawaian Shirt Brown ,Retro Glasses Black ,Punk Hair Indigo ,No Mouthpiece ,
216,Gecko #216,1175,147.5549999907,6,afc9c8 ,Dark Green ,Plain Tee Grey ,No Eyeware ,Hair Black ,No Mouthpiece ,
1494,Gecko #1494,1176,147.5297041053,6,d7f6be ,Dark Green ,Pattern Tee Purple ,Laser Eyes Blue ,No Headware ,No Mouthpiece ,
1757,Gecko #1757,1177,147.3169745668,6,cdf1f1 ,Dark Green ,Formal Suit Blue ,Aviators Black ,Cop Hat Black ,No Mouthpiece ,
1377,Gecko #1377,1178,147.3030543068,6,ff8e84 ,Light Green ,Pattern Tee Green ,Square Glasses Black ,Cop Hat Black ,No Mouthpiece ,
441,Gecko #441,1179,147.2742942371,6,d2a9ce ,Light Green ,Track Suit Blue ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
890,Gecko #890,1180,147.1774064477,6,8eb4c5 ,Dark Green ,Plain Tee Grey ,No Eyeware ,Small Hat Black ,No Mouthpiece ,
1517,Gecko #1517,1181,146.869168944,6,8eb4c5 ,Light Green ,Plain Shirt Black ,Aviators Green ,Greek War Helmet Blue ,Bandana Purple ,
1049,Gecko #1049,1182,146.8543192081,6,dbeef6 ,Light Green ,Skeleton Tee Red ,Aviators Black ,Devil Horns Red ,No Mouthpiece ,
2020,Gecko #2020,1183,146.8157747014,6,d7f6be ,Dark Green ,Pattern Shirt Grey ,No Eyeware ,Mohawk Hair Skyblue ,No Mouthpiece ,
1144,Gecko #1144,1184,146.765753199,6,c7e3c9 ,Red ,Plain Tee Purple ,Aviators Green ,No Headware ,Joint ,
130,Gecko #130,1185,146.6247183096,6,c7e3c9 ,Turquoise ,Pattern Shirt Red ,No Eyeware ,Mohawk Hair Yellow ,No Mouthpiece ,
928,Gecko #928,1186,146.5321383536,6,d2a9ce ,Green Scales ,Formal Suit Purple ,Aviators Black ,No Headware ,Party Blower Green ,
1321,Gecko #1321,1187,146.470449076,6,d7f6be ,Light Green ,Hawaian Shirt Purple ,No Eyeware ,Small Hat Green ,Bandana Red ,
2101,Gecko #2101,1188,146.3841021523,6,e8a1a2 ,Purple ,Heart Shirt Grey ,Cyber Glasses Seagreen ,Punk Hair Green ,No Mouthpiece ,
282,Gecko #282,1189,146.3222170744,6,cdf1f1 ,Dark Green ,Knitted Shirt Peach ,Square Glasses Black ,Cop Hat Blue ,No Mouthpiece ,
252,Gecko #252,1190,146.2989063052,6,cdf1f1 ,Dark Green ,Pattern Tee Green ,Square Glasses Black ,Riding Helmet RWB ,No Mouthpiece ,
1042,Gecko #1042,1191,146.1991377112,6,8eb4c5 ,Purple ,Formal Suit Purple ,No Eyeware ,Snapback Purple ,No Mouthpiece ,
1338,Gecko #1338,1192,146.0587581441,6,7bcccb ,Dark Green ,Knitted Shirt Purple ,No Eyeware ,Small Hat Pink ,Bandana Purple ,
1457,Gecko #1457,1193,146.0178418208,6,dbeef6 ,Green Scales ,Doctor Dress ,Cyber Glasses Seagreen ,Riding Helmet GWR ,No Mouthpiece ,
1259,Gecko #1259,1194,145.9230500365,6,afc9c8 ,Green Scales ,Skull Vest Blue ,Retro Glasses Pink ,Greek War Helmet Green ,Bandana Green ,
152,Gecko #152,1195,145.9057942744,6,d2acb1 ,Turquoise ,Skeleton Tee Red ,Winged Glasses Green Purple ,Greek War Helmet Green ,No Mouthpiece ,
360,Gecko #360,1196,145.7826989332,6,b1d0b5 ,Dark Green ,Skeleton Tee Red ,Winged Glasses Indigo Yellow ,No Headware ,Bandana Green ,
497,Gecko #497,1197,145.732989262,6,afc9c8 ,Turquoise ,No Clothes ,Retro Glasses Orange ,Punk Hair Pink ,Joint ,
413,Gecko #413,1198,145.6109020042,6,7bcccb ,Dark Green ,Pattern Shirt Grey ,Cyber Glasses Indigo ,Punk Hair Yellow ,Bandana Green ,
1580,Gecko #1580,1199,145.5723348072,6,c7e3c9 ,Dark Green ,Cop Dress Black ,Cyber Glasses Orange ,Cotton Hat Beige ,No Mouthpiece ,
810,Gecko #810,1200,145.5291933596,6,d0bdc3 ,Purple ,Hawaian Shirt Brown ,No Eyeware ,Cop Hat Black ,Bandana Green ,
1753,Gecko #1753,1201,145.5207405136,6,8eb4c5 ,Dark Green ,Hawaian Shirt Purple ,No Eyeware ,Long Hat Black ,Bandana Purple ,
916,Gecko #916,1202,145.4757870343,6,c7e3c9 ,Turquoise ,Hawaian Shirt Pink ,Aviators Black ,Greek War Helmet Green ,No Mouthpiece ,
2204,Gecko #2204,1203,145.4136245287,6,8eb4c5 ,Purple ,Skull Vest Jagger ,Square Glasses Black ,Punk Hair Pink ,No Mouthpiece ,
224,Gecko #224,1204,145.4002033517,6,7bcccb ,Red ,Plain Shirt Black ,Retro Glasses Pink ,Greek War Helmet Yellow ,No Mouthpiece ,
1000,Gecko #1000,1205,145.3973985652,6,e8a1a2 ,Purple ,Plain Vest ,Winged Glasses Indigo Yellow ,No Headware ,No Mouthpiece ,
1056,Gecko #1056,1206,145.3563948742,6,c7e3c9 ,Purple ,Skull Vest Jagger ,No Eyeware ,Hair Blonde ,No Mouthpiece ,
1119,Gecko #1119,1207,145.3183649091,6,e8a1a2 ,Dark Green ,Hawaian Shirt Red ,Retro Glasses Blue ,Greek War Helmet Yellow ,No Mouthpiece ,
756,Gecko #756,1208,145.316242862,6,7bcccb ,Dark Green ,No Clothes ,No Eyeware ,Safari Hat Indigo ,Cigar ,
1700,Gecko #1700,1209,145.277495813,6,f0d4e3 ,Light Green ,Casual Jacket & Tee  ,Retro Glasses Pink ,Greek War Helmet Yellow ,No Mouthpiece ,
1217,Gecko #1217,1210,145.2717549069,6,8eb4c5 ,Dark Green ,Track Suit Blue ,No Eyeware ,Snapback Red ,No Mouthpiece ,
1788,Gecko #1788,1211,145.1304118498,6,b1d0b5 ,Dark Green ,Plain Tee Purple ,Cyber Glasses Indigo ,Greek War Helmet Yellow ,No Mouthpiece ,
905,Gecko #905,1212,145.1245990468,6,cdf1f1 ,Green Scales ,Skeleton Tee Purple ,No Eyeware ,Snapback Purple ,No Mouthpiece ,
1903,Gecko #1903,1213,145.1214369304,6,b1d0b5 ,Red ,No Clothes ,Laser Eyes Red ,No Headware ,No Mouthpiece ,
649,Gecko #649,1214,145.1034228219,6,cdf1f1 ,Dark Green ,Plain Tee Grey ,Aviators Black ,Greek War Helmet Blue ,Bandana Green ,
1507,Gecko #1507,1215,145.0870413712,6,d2a9ce ,Dark Green ,Track Suit Blue ,Square Glasses Orange ,Punk Hair Pink ,No Mouthpiece ,
714,Gecko #714,1216,145.0052121514,6,f0d4e3 ,Dark Green ,Formal Suit Black ,No Eyeware ,Safari Hat Grey ,No Mouthpiece ,
15,Gecko #15,1217,144.9369459455,6,f0d4e3 ,Turquoise ,Plain Shirt Indigo ,Retro Glasses Pink ,Greek War Helmet Yellow ,No Mouthpiece ,
1359,Gecko #1359,1218,144.8157325395,6,b1d0b5 ,Red ,Skeleton Tee Red ,Retro Glasses Orange ,Greek War Helmet Red ,No Mouthpiece ,
1960,Gecko #1960,1219,144.7448205507,6,c7e3c9 ,Dark Green ,Hawaian Shirt Purple ,Cyber Glasses Seagreen ,Mohawk Hair Blue ,No Mouthpiece ,
2114,Gecko #2114,1220,144.6975624127,6,afc9c8 ,Dark Green ,Skeleton Tee Purple ,Cyber Glasses Indigo ,Riding Helmet RWB ,No Mouthpiece ,
139,Gecko #139,1221,144.6840646755,6,7bcccb ,Turquoise ,Hawaian Shirt Brown ,Retro Glasses Black ,Punk Hair Green ,No Mouthpiece ,
960,Gecko #960,1222,144.6620341365,6,d7f6be ,Turquoise ,Army Shirt ,No Eyeware ,No Headware ,No Mouthpiece ,
2080,Gecko #2080,1223,144.6394827764,6,f0d4e3 ,Light Green ,School Uniform White ,Winged Glasses Green Purple ,Cotton Hat Green ,No Mouthpiece ,
16,Gecko #16,1224,144.5490467948,6,ff8e84 ,Green Scales ,Plain Tee Purple ,No Eyeware ,Safari Guide Hat ,No Mouthpiece ,
620,Gecko #620,1225,144.5101351372,6,afc9c8 ,Turquoise ,No Clothes ,Laser Eyes Green ,No Headware ,Bandana Purple ,
1656,Gecko #1656,1226,144.4749061293,6,7bcccb ,Green Scales ,Hawaian Shirt Red ,Square Glasses Black ,Punk Hair Pink ,No Mouthpiece ,
225,Gecko #225,1227,144.4521566322,6,d2acb1 ,Purple ,Knitted Shirt Peach ,Retro Glasses Black ,Punk Hair Indigo ,No Mouthpiece ,
1280,Gecko #1280,1228,144.4325989171,6,afc9c8 ,Purple ,Plain Shirt Black ,Winged Glasses  Blue Pink ,No Headware ,Bandana Green ,
1134,Gecko #1134,1229,144.2752152519,6,f0d4e3 ,Dark Green ,Skeleton Tee Black ,Cyber Glasses Indigo ,Greek War Helmet Blue ,No Mouthpiece ,
908,Gecko #908,1230,144.1924173937,6,f0d4e3 ,Dark Green ,Plain Shirt Black ,Cyber Glasses Seagreen ,Punk Hair Indigo ,No Mouthpiece ,
702,Gecko #702,1231,144.1526199178,6,cdf1f1 ,Green Scales ,Plain Shirt Indigo ,Aviators Green ,Cotton Hat Green ,Bandana Red ,
1422,Gecko #1422,1232,144.1309616117,6,d0bdc3 ,Colored Polkadots ,Pattern Shirt Grey ,Retro Glasses Blue ,No Headware ,No Mouthpiece ,
311,Gecko #311,1233,144.0823493266,6,d7f6be ,Dark Green ,No Clothes ,Retro Glasses Orange ,Snapback Indigo ,Bandana Red ,
2185,Gecko #2185,1234,144.0475640894,6,e8a1a2 ,Green Scales ,Doctor Dress ,No Eyeware ,Mohawk Hair Skyblue ,No Mouthpiece ,
1543,Gecko #1543,1235,143.9630367229,6,d7f6be ,Purple ,Knitted Shirt Purple ,Cyber Glasses Seagreen ,Greek War Helmet Green ,Bandana Purple ,
1021,Gecko #1021,1236,143.9461840457,6,e8a1a2 ,Turquoise ,Pattern Shirt Red ,Cyber Glasses Indigo ,Cotton Hat Green ,Bandana Purple ,
761,Gecko #761,1237,143.9418089207,6,d2acb1 ,Dark Green ,School Uniform White ,Winged Glasses  Red Turquoise ,Greek War Helmet Green ,No Mouthpiece ,
1320,Gecko #1320,1238,143.831948358,6,8eb4c5 ,Dark Green ,Plain Tee Grey ,Aviators Black ,Cop Hat Black ,No Mouthpiece ,
418,Gecko #418,1239,143.5859958324,6,c7e3c9 ,Turquoise ,Plain Tee Grey ,Square Glasses Orange ,No Headware ,Tobacco Pipe L ,
864,Gecko #864,1240,143.5195693954,6,d0bdc3 ,Turquoise ,No Clothes ,Aviators Green ,Greek War Helmet Pink ,Cigar ,
1609,Gecko #1609,1241,143.5028614431,6,c7e3c9 ,Turquoise ,Track Suit Blue ,No Eyeware ,Hair Blonde ,No Mouthpiece ,
1992,Gecko #1992,1242,143.4964406848,6,b1d0b5 ,Light Green ,Formal Suit Black ,Cyber Glasses Seagreen ,Punk Hair Green ,No Mouthpiece ,
1549,Gecko #1549,1243,143.4424161563,6,dbeef6 ,Purple ,Knitted Shirt Peach ,No Eyeware ,Snapback Red ,No Mouthpiece ,
1298,Gecko #1298,1244,143.4237590923,6,8eb4c5 ,Light Green ,No Clothes ,Cyber Glasses Indigo ,Snapback Purple ,Bandana Green ,
2,Gecko #2,1245,143.4211330565,6,f0d4e3 ,Light Green ,No Clothes ,Square Glasses Orange ,Snapback Purple ,Bandana Purple ,
1917,Gecko #1917,1246,143.2313537167,6,d0bdc3 ,Dark Green ,Plain Shirt Indigo ,No Eyeware ,Mohawk Hair Yellow ,No Mouthpiece ,
630,Gecko #630,1247,143.1059960587,6,d7f6be ,Purple ,Plain Shirt Black ,Square Glasses Black ,Punk Hair Pink ,No Mouthpiece ,
870,Gecko #870,1248,143.1016720726,6,f0d4e3 ,Light Green ,Plain Shirt Black ,Cyber Glasses Orange ,No Headware ,Tobacco Pipe L ,
998,Gecko #998,1249,142.9019577658,6,d2acb1 ,Turquoise ,Track Suit Blue ,Retro Glasses Pink ,Punk Hair Indigo ,No Mouthpiece ,
2031,Gecko #2031,1250,142.8402909984,6,cdf1f1 ,Purple ,Pattern Shirt Grey ,No Eyeware ,Snapback Indigo ,No Mouthpiece ,
1203,Gecko #1203,1251,142.8345966508,6,ff8e84 ,Light Green ,Formal Suit Blue ,Retro Glasses Pink ,Punk Hair Green ,No Mouthpiece ,
240,Gecko #240,1252,142.7950149971,6,8eb4c5 ,Green Scales ,Hawaian Shirt Purple ,No Eyeware ,Snapback Red ,No Mouthpiece ,
1411,Gecko #1411,1253,142.7802612278,6,cdf1f1 ,Green Scales ,Plain Tee Grey ,Laser Eyes Blue ,No Headware ,No Mouthpiece ,
343,Gecko #343,1254,142.759109339,6,f0d4e3 ,Green Scales ,Formal Suit Blue ,Cyber Glasses Indigo ,Greek War Helmet Yellow ,No Mouthpiece ,
833,Gecko #833,1255,142.7308401952,6,ffecd6 ,Green Scales ,Skeleton Tee Purple ,No Eyeware ,No Headware ,No Mouthpiece ,
2178,Gecko #2178,1256,142.6985655135,6,e8a1a2 ,Red ,Hawaian Shirt Purple ,Laser Eyes Blue ,No Headware ,No Mouthpiece ,
2213,Gecko #2213,1257,142.6481797378,6,cdf1f1 ,Turquoise ,Formal Suit Blue ,Square Glasses Pink ,Greek War Helmet Yellow ,No Mouthpiece ,
939,Gecko #939,1258,142.5379292537,6,cdf1f1 ,Green Scales ,Pattern Shirt Indigo ,Square Glasses Pink ,Greek War Helmet Yellow ,No Mouthpiece ,
498,Gecko #498,1259,142.4698126387,6,ff8e84 ,Red ,Plain Vest ,Retro Glasses Orange ,Cotton Hat Beige ,No Mouthpiece ,
1675,Gecko #1675,1260,142.4614734877,6,8eb4c5 ,Red ,Formal Suit Blue ,Cyber Glasses Seagreen ,Punk Hair Red ,No Mouthpiece ,
1162,Gecko #1162,1261,142.4259396635,6,e8a1a2 ,Dark Green ,Hawaian Shirt Purple ,Aviators Black ,Riding Helmet GWR ,No Mouthpiece ,
228,Gecko #228,1262,142.4193879836,6,c7e3c9 ,Green Scales ,Hawaian Shirt Red ,Cyber Glasses Indigo ,Punk Hair Pink ,No Mouthpiece ,
523,Gecko #523,1263,142.3890621638,6,d2acb1 ,Turquoise ,Skull Vest Jagger ,Square Glasses Pink ,Punk Hair Indigo ,No Mouthpiece ,
424,Gecko #424,1264,142.3834068724,6,8eb4c5 ,Dark Green ,Skull Vest Green ,Aviators Green ,Riding Helmet GWR ,No Mouthpiece ,
1890,Gecko #1890,1265,142.354965846,6,d2acb1 ,Dark Green ,Pattern Tee Green ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
82,Gecko #82,1266,142.3401836673,6,7bcccb ,Purple ,Skull Vest Green ,No Eyeware ,Riding Helmet RWB ,Bandana Green ,
86,Gecko #86,1267,142.2858259496,6,e8a1a2 ,Turquoise ,Skeleton Tee Black ,Cyber Glasses Pink ,Greek War Helmet Green ,No Mouthpiece ,
1780,Gecko #1780,1268,142.2685228165,6,afc9c8 ,Turquoise ,Skeleton Tee Purple ,Cyber Glasses Seagreen ,Punk Hair Indigo ,No Mouthpiece ,
2201,Gecko #2201,1269,142.111081772,6,dbeef6 ,Dark Green ,Pattern Tee Purple ,No Eyeware ,Small Hat Green ,No Mouthpiece ,
1643,Gecko #1643,1270,142.0917725656,6,7bcccb ,Purple ,Pattern Shirt Red ,Square Glasses Pink ,Greek War Helmet Blue ,No Mouthpiece ,
1448,Gecko #1448,1271,142.0882648073,6,b1d0b5 ,Green Scales ,Formal Suit Black ,No Eyeware ,Mohawk Hair Yellow ,No Mouthpiece ,
182,Gecko #182,1272,141.8947993629,6,dbeef6 ,Turquoise ,Pattern Shirt Red ,No Eyeware ,Small Hat Pink ,No Mouthpiece ,
1647,Gecko #1647,1273,141.8757908385,6,7bcccb ,Green Scales ,Skull Vest Blue ,Aviators Green ,Greek War Helmet Yellow ,No Mouthpiece ,
1406,Gecko #1406,1274,141.7471064055,6,d2acb1 ,Turquoise ,Cop Dress Black ,No Eyeware ,Greek War Helmet Red ,No Mouthpiece ,
1840,Gecko #1840,1275,141.6289947694,6,cdf1f1 ,Turquoise ,Plain Tee Purple ,Winged Glasses  Red Turquoise ,No Headware ,Bandana Red ,
1503,Gecko #1503,1276,141.5888357162,6,cdf1f1 ,Dark Green ,Plain Tee Grey ,Retro Glasses Black ,Punk Hair Green ,No Mouthpiece ,
2162,Gecko #2162,1277,141.5448553847,6,cdf1f1 ,Light Green ,Casual Jacket & Tee  ,No Eyeware ,Safari Hat Yellow ,No Mouthpiece ,
754,Gecko #754,1278,141.448336049,6,e8a1a2 ,Dark Green ,Pattern Shirt Grey ,No Eyeware ,Snapback Purple ,No Mouthpiece ,
694,Gecko #694,1279,141.2439585388,6,d7f6be ,Dark Green ,Skull Vest Jagger ,Cyber Glasses Indigo ,Mohawk Hair Blue ,No Mouthpiece ,
1332,Gecko #1332,1280,141.1778105112,6,d2a9ce ,Turquoise ,Pattern Shirt Red ,No Eyeware ,Safari Hat Indigo ,No Mouthpiece ,
1772,Gecko #1772,1281,141.1340471348,6,c7e3c9 ,Light Green ,Cop Dress Blue ,No Eyeware ,Devil Horns Red ,No Mouthpiece ,
392,Gecko #392,1282,141.091543949,6,ffb6a7 ,Light Green ,School Uniform White ,Square Glasses Black ,No Headware ,Bandana Green ,
692,Gecko #692,1283,141.08161609,6,c7e3c9 ,Turquoise ,Knitted Shirt Purple ,Cyber Glasses Orange ,Cotton Hat Green ,Bandana Purple ,
966,Gecko #966,1284,141.0775508215,6,ff8e84 ,Dark Green ,Pattern Tee Purple ,Winged Glasses  Red Turquoise ,No Headware ,Bandana Red ,
2002,Gecko #2002,1285,141.0554324009,6,e8a1a2 ,Dark Green ,Formal Suit Purple ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
2133,Gecko #2133,1286,141.0101168467,6,8eb4c5 ,Light Green ,Hawaian Shirt Blue ,No Eyeware ,Cotton Hat Green ,Joint ,
880,Gecko #880,1287,140.9138506956,6,afc9c8 ,Dark Green ,Plain Tee Purple ,No Eyeware ,Small Hat Pink ,No Mouthpiece ,
1441,Gecko #1441,1288,140.90484111,6,dbeef6 ,Turquoise ,No Clothes ,Square Glasses Pink ,Hair Blonde ,Bandana Green ,
971,Gecko #971,1289,140.8363815789,6,ff8e84 ,Dark Green ,Heart Shirt Grey ,No Eyeware ,Safari Hat Yellow ,No Mouthpiece ,
1241,Gecko #1241,1290,140.5930285363,6,f0d4e3 ,Purple ,Skeleton Tee Red ,No Eyeware ,Snapback Red ,No Mouthpiece ,
241,Gecko #241,1291,140.5893760075,6,8eb4c5 ,Red ,Heart Shirt Grey ,Aviators Black ,Greek War Helmet Yellow ,No Mouthpiece ,
1468,Gecko #1468,1292,140.514064829,6,d2a9ce ,Purple ,No Clothes ,No Eyeware ,Small Hat Pink ,Joint ,
982,Gecko #982,1293,140.4741137439,6,afc9c8 ,Light Green ,No Clothes ,Square Glasses Orange ,Long Hat Beige ,Bandana Purple ,
1604,Gecko #1604,1294,140.4089718718,6,ffb6a7 ,Purple ,Hawaian Shirt Purple ,No Eyeware ,Cotton Hat Green ,No Mouthpiece ,
1628,Gecko #1628,1295,140.3277121644,6,dbeef6 ,Turquoise ,Pattern Shirt Red ,Aviators Black ,Punk Hair Yellow ,No Mouthpiece ,
592,Gecko #592,1296,140.2835096767,6,e8a1a2 ,Red ,Doctor Dress ,No Eyeware ,Devil Horns Purple ,Bandana Red ,
858,Gecko #858,1297,140.2621287508,6,c7e3c9 ,Dark Green ,Formal Suit Purple ,Retro Glasses Pink ,Cotton Hat Beige ,Bandana Red ,
247,Gecko #247,1298,140.2389747458,6,ff8e84 ,Red ,Formal Suit Purple ,Retro Glasses Pink ,Punk Hair Green ,No Mouthpiece ,
2198,Gecko #2198,1299,140.2176267802,6,d7f6be ,Turquoise ,Skeleton Tee Purple ,Aviators Green ,Mohawk Hair Blue ,No Mouthpiece ,
2078,Gecko #2078,1300,140.0798811234,6,d7f6be ,Turquoise ,Plain Shirt Indigo ,Square Glasses Black ,Punk Hair Indigo ,No Mouthpiece ,
385,Gecko #385,1301,140.0407128028,6,8eb4c5 ,Purple ,Heart Shirt Grey ,No Eyeware ,Small Hat Green ,No Mouthpiece ,
1934,Gecko #1934,1302,140.0189324262,6,7bcccb ,Turquoise ,Formal Suit Purple ,No Eyeware ,Riding Helmet RWB ,Bandana Purple ,
1099,Gecko #1099,1303,139.9867154401,6,afc9c8 ,Dark Green ,Skull Vest Jagger ,Aviators Black ,Greek War Helmet Yellow ,No Mouthpiece ,
1674,Gecko #1674,1304,139.9517164032,6,e8a1a2 ,Turquoise ,Heart Shirt Grey ,Aviators Green ,Punk Hair Green ,No Mouthpiece ,
1631,Gecko #1631,1305,139.95131421,6,e8a1a2 ,Purple ,Pattern Shirt Red ,Cyber Glasses Seagreen ,Cotton Hat Beige ,No Mouthpiece ,
1234,Gecko #1234,1306,139.8750623556,6,f0d4e3 ,Dark Green ,No Clothes ,No Eyeware ,Greek War Helmet Red ,Rose ,
1763,Gecko #1763,1307,139.7858716819,6,d0bdc3 ,Purple ,Track Suit Blue ,No Eyeware ,Safari Hat Indigo ,No Mouthpiece ,
471,Gecko #471,1308,139.7841638041,6,ff8e84 ,Purple ,Skull Vest Green ,Aviators Green ,Mohawk Hair Blue ,No Mouthpiece ,
1719,Gecko #1719,1309,139.7764841696,6,d2a9ce ,Red ,Doctor Dress ,No Eyeware ,Cop Hat Blue ,Bandana Green ,
2012,Gecko #2012,1310,139.6569267073,6,d2acb1 ,Light Green ,Plain Vest ,No Eyeware ,Cop Hat Blue ,No Mouthpiece ,
624,Gecko #624,1311,139.6207216606,6,d7f6be ,Green Scales ,Formal Suit Blue ,No Eyeware ,Small Hat Pink ,No Mouthpiece ,
1874,Gecko #1874,1312,139.5962602348,6,b1d0b5 ,Purple ,Cop Dress Blue ,Square Glasses Pink ,Cotton Hat Green ,No Mouthpiece ,
1870,Gecko #1870,1313,139.366100768,6,d0bdc3 ,Green Scales ,Hawaian Shirt Brown ,No Eyeware ,Safari Hat Red ,No Mouthpiece ,
1439,Gecko #1439,1314,139.352475873,6,d0bdc3 ,Light Green ,Hawaian Shirt Brown ,Cyber Glasses Seagreen ,Greek War Helmet Blue ,No Mouthpiece ,
2039,Gecko #2039,1315,139.1848724906,6,ff8e84 ,Turquoise ,Formal Suit Purple ,Retro Glasses Blue ,Greek War Helmet Blue ,No Mouthpiece ,
37,Gecko #37,1316,139.1759067389,6,cdf1f1 ,Dark Green ,Skeleton Tee Red ,Retro Glasses Blue ,Mohawk Hair Blue ,No Mouthpiece ,
2052,Gecko #2052,1317,139.1134923638,6,dbeef6 ,Light Green ,Casual Jacket & Tee  ,No Eyeware ,Safari Guide Hat ,No Mouthpiece ,
2115,Gecko #2115,1318,139.1006831104,6,d2a9ce ,Green Scales ,Plain Shirt Indigo ,Winged Glasses Indigo Yellow ,No Headware ,No Mouthpiece ,
2107,Gecko #2107,1319,139.0867626087,6,ff8e84 ,Turquoise ,School Uniform White ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
1291,Gecko #1291,1320,139.0692987502,6,dbeef6 ,Colored Polkadots ,Pattern Shirt Grey ,Cyber Glasses Pink ,No Headware ,No Mouthpiece ,
1835,Gecko #1835,1321,139.0241200901,6,d0bdc3 ,Dark Green ,Pattern Shirt Indigo ,No Eyeware ,Safari Guide Hat ,No Mouthpiece ,
8,Gecko #8,1322,139.0164458353,6,afc9c8 ,Purple ,School Uniform White ,No Eyeware ,Long Hat Beige ,No Mouthpiece ,
280,Gecko #280,1323,138.9862667258,6,afc9c8 ,Green Scales ,Knitted Shirt Peach ,Square Glasses Black ,Greek War Helmet Pink ,Bandana Purple ,
2013,Gecko #2013,1324,138.9558931254,6,d0bdc3 ,Light Green ,Formal Suit Purple ,No Eyeware ,Safari Hat Yellow ,No Mouthpiece ,
1481,Gecko #1481,1325,138.7961545894,6,d2acb1 ,Red ,School Uniform White ,No Eyeware ,Riding Helmet GWR ,Bandana Green ,
1524,Gecko #1524,1326,138.7697457135,6,dbeef6 ,Dark Green ,No Clothes ,Winged Glasses  Blue Pink ,Riding Helmet RWB ,No Mouthpiece ,
565,Gecko #565,1327,138.7146169098,6,d2acb1 ,Light Green ,Skull Vest Green ,No Eyeware ,Snapback Red ,No Mouthpiece ,
1838,Gecko #1838,1328,138.6510584236,6,d2acb1 ,Green Scales ,Formal Suit Black ,Retro Glasses Orange ,Punk Hair Yellow ,No Mouthpiece ,
465,Gecko #465,1329,138.6377296494,6,ff8e84 ,Red ,Hawaian Shirt Blue ,Cyber Glasses Pink ,Punk Hair Green ,No Mouthpiece ,
2210,Gecko #2210,1330,138.5435667293,6,b1d0b5 ,Red ,Skull Vest Green ,No Eyeware ,Safari Hat Yellow ,No Mouthpiece ,
2011,Gecko #2011,1331,138.46849119,6,d0bdc3 ,Light Green ,Formal Suit Black ,Cyber Glasses Orange ,Punk Hair Green ,No Mouthpiece ,
1844,Gecko #1844,1332,138.3831038588,6,7bcccb ,Light Green ,Skull Vest Jagger ,No Eyeware ,Devil Horns Purple ,No Mouthpiece ,
