ID,Name,Rank,Rarity_Score,Agility,Alignment,Ancestor,Attributes,Background,Class,Dexterity,Fur,Gender,Head Accessory,Intelligence,Magic,Morality,Race,Rank,Strength,Weapon
905,Bunny Knights #905,1050,2558.4244364987694,1,Nostalgic,198,15,Indigo,Squire,3,Light Yellow,Male,Silver Helmet,1,,Neutral,Bunny,52,5,Axe
2291,Bunny Knights #2291,1051,2557.963740041719,3,Loyal,193,16,Green,Acolyte,1,Grey,Male,Straw Hat,5,Bronze,Good,Bunny,234,1,Bronze Cross Wand
1048,Bunny Knights #1048,1052,2557.788917727144,2,Pessimistic,67,14,Teal,Squire,3,Black,Male,,1,,Evil,Bunny,151,4,Hammer
2420,Bunny Knights #2420,1053,2557.3338806537954,2,Charming,81,16,Mushroom,Apprentice,5,Chocolate,Male,Apprentice Hood,2,Lightning,Evil,Bunny,1130,1,Lightning Wand
1670,Bunny Knights #1670,1054,2556.122520052108,3,Emotional,244,16,Indigo,Apprentice,2,Grey,Male,Apprentice Hood,4,Earth,Good,Bunny,953,1,Earth Wand
530,Bunny Knights #530,1055,2556.018925177462,3,Friendly,21,14,Teal,Thief,3,Brown,Male,,1,,Neutral,Bunny,302,3,Katar
2396,Bunny Knights #2396,1056,2555.811540025955,1,Confident,9,14,Glacier,Hunter,6,Brown,Male,,1,,Neutral,Bunny,1523,2,Crossbow
1220,Bunny Knights #1220,1057,2555.478373381641,2,Confident,327,16,Mushroom,Apprentice,1,Ginger,Female,Apprentice Hood,5,Air,Neutral,Bunny,810,2,Air Wand
1445,Bunny Knights #1445,1058,2555.2984562275074,2,Charming,424,16,Glacier,Apprentice,3,Peanut,Male,Apprentice Hood,4,Ice,Evil,Bunny,895,1,Ice Wand
819,Bunny Knights #819,1059,2555.2391721980866,3,Indecisive,117,16,Green,Acolyte,1,Tan,Male,Straw Hat,5,Bronze,Evil,Bunny,243,1,Bronze Cross Wand
1366,Bunny Knights #1366,1060,2555.194632043382,2,Weird,62,16,Indigo,Apprentice,2,Ochre,Female,Apprentice Hood,5,Water,Good,Bunny,796,1,Water Wand
2126,Bunny Knights #2126,1061,2554.6952995226666,2,Offensive,266,16,Lavender,Apprentice,2,White,Male,Apprentice Hood,5,Earth,Neutral,Bunny,783,1,Earth Wand
2242,Bunny Knights #2242,1062,2554.248381432006,2,Confident,455,16,Moss Green,Apprentice,2,Light Yellow,Male,Apprentice Hood,5,Air,Good,Bunny,808,1,Air Wand
1992,Bunny Knights #1992,1063,2553.9658787744793,2,Indecisive,292,14,Purple,Squire,1,Sunflower,Male,,1,,Evil,Bunny,1233,6,Short Sword
1059,Bunny Knights #1059,1064,2553.7921420223774,1,Nostalgic,326,16,Teal,Apprentice,1,Tortilla,Male,Apprentice Hood,7,Lightning,Neutral,Bunny,1042,1,Lightning Wand
1915,Bunny Knights #1915,1065,2553.7580939758727,2,Charming,217,14,Moss Green,Thief,1,Peanut,Male,,3,,Evil,Bunny,505,4,Iron Knuckle
2369,Bunny Knights #2369,1066,2553.277015548122,2,Bold,154,16,Lavender,Apprentice,1,Tan,Male,Apprentice Hood,6,Earth,Neutral,Bunny,827,1,Earth Wand
1763,Bunny Knights #1763,1067,2552.9710322717087,2,Offensive,52,15,Gold,Enchanter,2,Gravel,Female,,5,Poison,Neutral,Bunny,347,1,Poison Wand
2216,Bunny Knights #2216,1068,2552.7099243164375,3,Loyal,188,15,Indigo,Thief,3,Brown,Female,Hood,1,,Evil,Bunny,338,3,Dagger
1296,Bunny Knights #1296,1069,2552.5144861203667,4,Indecisive,289,15,Lavender,Enchanter,1,Ginger,Male,,4,Ice,Good,Bunny,1033,1,Ice Wand
999,Bunny Knights #999,1070,2552.281320160475,1,Timid,54,16,Lavender,Acolyte,4,Sunflower,Male,Sleeping Cap,4,Healing,Neutral,Bunny,564,1,Cross Wand
703,Bunny Knights #703,1071,2552.194764187706,3,Timid,138,16,Blue,Apprentice,2,Pink,Male,Apprentice Hood,4,Lightning,Good,Bunny,976,1,Lightning Wand
586,Bunny Knights #586,1072,2552.023729047612,1,Sensitive,450,16,Indigo,Apprentice,1,Pink,Male,Apprentice Hood,6,Earth,Evil,Bunny,946,2,Earth Wand
1334,Bunny Knights #1334,1073,2551.7511812034095,1,Emotional,69,16,Fawn,Apprentice,2,Black,Male,Apprentice Hood,5,Earth,Good,Bunny,963,2,Earth Wand
1151,Bunny Knights #1151,1074,2551.596723727597,4,Nostalgic,397,14,Pink,Hunter,4,Ochre,Male,,1,,Evil,Bunny,381,1,Chakram
1526,Bunny Knights #1526,1075,2551.464792959227,1,Weird,158,16,Lavender,Apprentice,2,Chocolate,Male,Apprentice Hood,6,Ice,Evil,Bunny,798,1,Ice Wand
2489,Bunny Knights #2489,1076,2551.3773776360026,1,Nostalgic,343,16,Blue,Apprentice,2,Pink,Male,Apprentice Hood,6,Earth,Neutral,Bunny,919,1,Earth Wand
1333,Bunny Knights #1333,1077,2551.358292254809,1,Sensitive,163,15,Gold,Enchanter,2,Sunflower,Male,,6,Poison,Neutral,Bunny,373,1,Poison Wand
1369,Bunny Knights #1369,1078,2551.3341679358987,1,Timid,287,16,Teal,Apprentice,2,Grey,Male,Apprentice Hood,6,Earth,Good,Bunny,922,1,Earth Wand
920,Bunny Knights #920,1079,2551.2409372143716,2,Confident,284,16,Pink,Apprentice,2,Cream,Female,Apprentice Hood,5,Fire,Neutral,Bunny,775,1,Fire Wand
1701,Bunny Knights #1701,1080,2551.1258248192235,1,Timid,455,16,Blue,Apprentice,1,Ochre,Male,Apprentice Hood,7,Lightning,Good,Bunny,1110,1,Lightning Wand
1211,Bunny Knights #1211,1081,2550.875652352303,2,Sensitive,396,16,Mushroom,Apprentice,2,Tortilla,Male,Apprentice Hood,5,Earth,Evil,Bunny,921,1,Earth Wand
2394,Bunny Knights #2394,1082,2550.4517939165,1,Loyal,277,16,Teal,Apprentice,2,White,Male,Apprentice Hood,6,Air,Evil,Bunny,980,1,Air Wand
641,Bunny Knights #641,1083,2550.441671050473,2,Friendly,340,16,Green,Apprentice,1,Chocolate,Male,Apprentice Hood,6,Water,Good,Bunny,993,1,Water Wand
666,Bunny Knights #666,1084,2550.394020698577,5,Friendly,378,14,Teal,Hunter,2,Ginger,Male,,2,,Neutral,Bunny,430,1,Chakram
1433,Bunny Knights #1433,1085,2550.160814013293,2,Arrogant,34,14,Blue,Hunter,6,Tan,Male,,1,,Evil,Bunny,1659,1,Crossbow
985,Bunny Knights #985,1086,2550.138459768303,2,Friendly,433,16,Brandy Rose,Apprentice,1,Black,Male,Apprentice Hood,6,Fire,Evil,Bunny,799,1,Fire Wand
1742,Bunny Knights #1742,1087,2549.679691536991,2,Stubborn,69,16,Mushroom,Apprentice,2,Light Grey,Male,Apprentice Hood,5,Earth,Neutral,Bunny,974,1,Earth Wand
761,Bunny Knights #761,1088,2549.610191738992,2,Weird,495,16,Lavender,Apprentice,1,Cream,Male,Apprentice Hood,6,Fire,Good,Bunny,821,1,Fire Wand
1041,Bunny Knights #1041,1089,2549.26113174946,1,Indecisive,458,16,Blue,Apprentice,2,Peanut,Female,Apprentice Hood,6,Lightning,Good,Bunny,873,1,Lightning Wand
550,Bunny Knights #550,1090,2549.1856584869493,1,Arrogant,275,14,Green,Squire,1,Tan,Male,,2,,Good,Bunny,1564,6,Pitchfork
518,Bunny Knights #518,1091,2548.6866425684934,2,Charming,52,16,Glacier,Apprentice,2,Ochre,Male,Apprentice Hood,5,Earth,Neutral,Bunny,1013,1,Earth Wand
2162,Bunny Knights #2162,1092,2548.5526751333123,2,Indecisive,26,15,Moss Green,Squire,2,Sunflower,Male,Sleeping Cap,1,,Good,Bunny,114,5,Hammer
1054,Bunny Knights #1054,1093,2548.334309046825,1,Machiavellian,23,15,Pink,Hunter,5,Cowhide,Female,Headband,2,,Evil,Bunny,544,2,Slingshot
2004,Bunny Knights #2004,1094,2548.3143055423875,2,Confident,237,16,Brandy Rose,Acolyte,1,Tortilla,Male,Straw Hat,5,Healing,Good,Bunny,447,2,Cross Wand
1921,Bunny Knights #1921,1095,2547.7757806414656,2,Nostalgic,244,16,Silver,Enchanter,1,Gravel,Male,Wizard Hat,5,Poison,Evil,Bunny,457,2,Poison Wand
928,Bunny Knights #928,1096,2547.5149649958016,1,Emotional,116,16,Lavender,Enchanter,1,Pink,Female,Wizard Hat,6,Poison,Good,Bunny,468,2,Poison Wand
1659,Bunny Knights #1659,1097,2547.393054491077,1,Friendly,326,16,Teal,Apprentice,2,Yellow,Female,Apprentice Hood,6,Fire,Neutral,Bunny,927,1,Fire Wand
1567,Bunny Knights #1567,1098,2547.346688160477,1,Offensive,258,15,Fawn,Enchanter,1,Cafe,Female,,7,Lightning,Neutral,Bunny,1127,1,Lightning Wand
1449,Bunny Knights #1449,1099,2547.186743444666,3,Sensitive,401,16,Pink,Enchanter,4,Cream,Male,Wizard Hat,2,Poison,Neutral,Bunny,655,1,Poison Wand
1875,Bunny Knights #1875,1100,2546.8315664987854,2,Timid,111,16,Moss Green,Apprentice,2,Brown,Female,Apprentice Hood,5,Fire,Neutral,Bunny,931,1,Fire Wand
2209,Bunny Knights #2209,1101,2546.6402178366243,4,Pessimistic,455,14,Teal,Hunter,3,Peanut,Male,,1,,Neutral,Bunny,395,2,Chakram
2144,Bunny Knights #2144,1102,2546.402805692363,1,Sensitive,450,16,Pink,Acolyte,1,Grey,Male,Straw Hat,6,Healing,Neutral,Bunny,482,2,Cross Wand
2112,Bunny Knights #2112,1103,2546.3796320200086,1,Emotional,188,16,Teal,Apprentice,1,Lavender,Male,Apprentice Hood,6,Ice,Evil,Bunny,1061,2,Ice Wand
793,Bunny Knights #793,1104,2546.3067708681215,2,Charming,343,16,Silver,Enchanter,2,Gravel,Male,Wizard Hat,5,Poison,Neutral,Bunny,459,1,Poison Wand
2312,Bunny Knights #2312,1105,2546.1316499180193,3,Bold,257,14,Teal,Hunter,4,Tortilla,Male,,2,,Evil,Bunny,432,1,Chakram
1945,Bunny Knights #1945,1106,2545.772096602381,2,Bold,340,14,Moss Green,Hunter,6,Yellow,Male,,1,,Neutral,Bunny,1785,1,Slingshot
987,Bunny Knights #987,1107,2544.808010592074,2,Sensitive,343,16,Glacier,Apprentice,1,Ginger,Male,Apprentice Hood,5,Fire,Evil,Bunny,1069,2,Fire Wand
2177,Bunny Knights #2177,1108,2544.7115034649146,3,Stubborn,235,14,Indigo,Squire,1,Peanut,Male,,1,,Good,Bunny,600,5,Sword
1442,Bunny Knights #1442,1109,2544.5613574883587,1,Loyal,9,16,Fawn,Apprentice,2,Cafe,Male,Apprentice Hood,6,Fire,Neutral,Bunny,1044,1,Fire Wand
1984,Bunny Knights #1984,1110,2544.532899437261,5,Machiavellian,275,14,Blue,Hunter,3,Gravel,Male,,1,,Good,Bunny,493,1,Chakram
867,Bunny Knights #867,1111,2544.3585483938664,1,Charming,69,16,Blue,Apprentice,2,Cafe,Male,Apprentice Hood,6,Fire,Evil,Bunny,1055,1,Fire Wand
859,Bunny Knights #859,1112,2544.1915959149483,2,Confident,343,14,Brandy Rose,Hunter,5,Lavender,Female,,2,,Evil,Bunny,557,1,Bow
1648,Bunny Knights #1648,1113,2544.1800358587407,2,Loyal,163,16,Blue,Apprentice,1,Cowhide,Male,Apprentice Hood,6,Fire,Evil,Bunny,1041,1,Fire Wand
501,Bunny Knights #501,1114,2544.023619702013,1,Indecisive,443,16,Blue,Apprentice,1,Yellow,Male,Apprentice Hood,6,Lightning,Good,Bunny,1103,2,Lightning Wand
1183,Bunny Knights #1183,1115,2543.6180251859537,5,Arrogant,496,15,Moss Green,Thief,2,Brown,Male,Hood,1,,Good,Bunny,169,2,Katar
652,Bunny Knights #652,1116,2543.5564455986537,2,Arrogant,122,16,Purple,Acolyte,1,White,Male,Straw Hat,6,Healing,Neutral,Bunny,499,1,Cross Wand
1882,Bunny Knights #1882,1117,2543.5455701034625,4,Arrogant,11,14,Lavender,Hunter,3,Chocolate,Male,,1,,Evil,Bunny,427,2,Bone Bow
1268,Bunny Knights #1268,1118,2543.5096727411114,1,Nostalgic,52,16,Fawn,Apprentice,2,Cream,Female,Apprentice Hood,6,Fire,Good,Bunny,1077,1,Fire Wand
1232,Bunny Knights #1232,1119,2542.8804596753553,2,Bold,309,16,Glacier,Acolyte,2,Sunflower,Male,Straw Hat,4,Healing,Neutral,Bunny,620,2,Cross Wand
1469,Bunny Knights #1469,1120,2542.554436990119,1,Weird,421,16,Green,Apprentice,2,Light Grey,Male,Apprentice Hood,6,Fire,Neutral,Bunny,1098,1,Fire Wand
2181,Bunny Knights #2181,1121,2542.336917057147,4,Charming,43,14,Teal,Thief,1,Peanut,Male,,2,,Evil,Bunny,531,3,Iron Knuckle
2169,Bunny Knights #2169,1122,2542.258440567176,2,Nostalgic,281,14,Indigo,Hunter,6,Gravel,Male,,1,,Good,Bunny,1936,1,Slingshot
1015,Bunny Knights #1015,1123,2541.940586983464,1,Loyal,122,16,Blue,Apprentice,2,Grey,Male,Apprentice Hood,6,Fire,Evil,Bunny,1109,1,Fire Wand
1617,Bunny Knights #1617,1124,2541.7794984785723,3,Stubborn,275,15,Glacier,Enchanter,1,Pink,Male,,5,Ice,Neutral,Bunny,1093,1,Ice Wand
2282,Bunny Knights #2282,1125,2541.7786941064983,2,Loyal,421,16,Blue,Apprentice,1,Grey,Male,Apprentice Hood,6,Lightning,Neutral,Bunny,1114,1,Lightning Wand
1219,Bunny Knights #1219,1126,2541.5228544480665,2,Offensive,217,16,Blue,Apprentice,1,Black,Male,Apprentice Hood,5,Fire,Evil,Bunny,1141,2,Fire Wand
1330,Bunny Knights #1330,1127,2541.299890430105,2,Charming,372,16,Indigo,Apprentice,1,White,Male,Apprentice Hood,6,Lightning,Evil,Bunny,1124,1,Lightning Wand
2097,Bunny Knights #2097,1128,2541.148092522682,2,Indecisive,482,16,Mushroom,Apprentice,1,Gravel,Male,Apprentice Hood,5,Fire,Evil,Bunny,1152,2,Fire Wand
1154,Bunny Knights #1154,1129,2541.08651955626,2,Emotional,122,14,Lavender,Squire,4,Chocolate,Female,,1,,Good,Bunny,501,3,Sword
2154,Bunny Knights #2154,1130,2540.8140418469857,6,Timid,257,14,Purple,Thief,2,Tortilla,Female,,1,,Neutral,Bunny,1111,1,Dagger
608,Bunny Knights #608,1131,2540.5768332823427,2,Bold,458,16,Moss Green,Acolyte,2,Cowhide,Male,Sleeping Cap,4,Healing,Good,Bunny,687,2,Cross Wand
2084,Bunny Knights #2084,1132,2540.1650330162056,1,Confident,54,14,Mushroom,Hunter,5,Sunflower,Female,,2,,Evil,Bunny,693,2,Boomerang
1070,Bunny Knights #1070,1133,2540.07759283731,1,Charming,397,16,Indigo,Apprentice,2,Chocolate,Male,Apprentice Hood,6,Fire,Neutral,Bunny,1160,1,Fire Wand
2238,Bunny Knights #2238,1134,2540.069939079473,1,Weird,320,15,Lavender,Acolyte,1,Grey,Male,,7,Marble,Evil,Bunny,1159,1,Marble Cross Wand
2401,Bunny Knights #2401,1135,2539.9371686126333,3,Nostalgic,289,15,Fawn,Enchanter,1,Sunflower,Male,,4,Lightning,Good,Bunny,1254,2,Lightning Wand
1023,Bunny Knights #1023,1136,2539.810789849373,3,Nostalgic,104,15,Indigo,Enchanter,1,White,Male,,4,Lightning,Neutral,Bunny,1258,2,Lightning Wand
1829,Bunny Knights #1829,1137,2539.7947258025806,3,Nostalgic,163,15,Moss Green,Enchanter,1,Tortilla,Male,,5,Ice,Good,Bunny,1143,1,Ice Wand
731,Bunny Knights #731,1138,2539.40598751083,2,Weird,472,14,Glacier,Squire,2,Black,Male,,2,,Good,Bunny,656,4,Sword
2121,Bunny Knights #2121,1139,2539.3027286763877,1,Bold,257,16,Fawn,Apprentice,2,Gravel,Male,Apprentice Hood,6,Fire,Evil,Bunny,1176,1,Fire Wand
2104,Bunny Knights #2104,1140,2538.9761886415176,2,Machiavellian,7,14,Brandy Rose,Hunter,5,Cream,Male,,1,,Neutral,Bunny,611,2,Boomerang
1460,Bunny Knights #1460,1141,2538.776241645802,3,Sensitive,258,15,Silver,Hunter,3,Black,Male,Headband,2,,Neutral,Bunny,502,2,Slingshot
1313,Bunny Knights #1313,1142,2538.602357489283,2,Offensive,424,16,Fawn,Apprentice,1,Gravel,Male,Apprentice Hood,6,Fire,Neutral,Bunny,1181,1,Fire Wand
853,Bunny Knights #853,1143,2538.4918892358405,2,Charming,495,15,Indigo,Enchanter,3,Brown,Male,,4,Lightning,Evil,Bunny,1267,1,Lightning Wand
792,Bunny Knights #792,1144,2538.486392759559,6,Charming,458,14,Purple,Thief,1,Gravel,Female,,1,,Neutral,Bunny,1196,2,Short Sword
1792,Bunny Knights #1792,1145,2538.3509449263615,3,Charming,122,14,Brandy Rose,Hunter,4,Pink,Male,,2,,Evil,Bunny,559,1,Bow
2101,Bunny Knights #2101,1146,2538.20521062991,2,Nostalgic,155,15,Glacier,Acolyte,1,Tortilla,Female,,4,Marble,Evil,Bunny,1204,3,Marble Cross Wand
2286,Bunny Knights #2286,1147,2537.97512646658,2,Arrogant,158,16,Green,Apprentice,1,Chocolate,Male,Apprentice Hood,6,Fire,Neutral,Bunny,1192,1,Fire Wand
2442,Bunny Knights #2442,1148,2537.9620465007074,3,Stubborn,34,14,Fawn,Hunter,5,Grey,Female,,1,,Neutral,Bunny,660,1,Boomerang
910,Bunny Knights #910,1149,2537.774061765218,5,Loyal,67,15,Purple,Thief,2,Cream,Male,Sleeping Cap,1,,Neutral,Bunny,175,2,Katar
1439,Bunny Knights #1439,1150,2537.7633315716257,3,Friendly,292,14,Mushroom,Squire,2,Sunflower,Female,,1,,Evil,Bunny,645,4,Sword
2275,Bunny Knights #2275,1151,2537.2149426914298,1,Arrogant,433,15,Teal,Acolyte,4,Brown,Male,,3,Marble,Evil,Bunny,1517,2,Marble Cross Wand
1119,Bunny Knights #1119,1152,2537.2106798579935,2,Emotional,396,16,Green,Acolyte,1,Grey,Female,Sleeping Cap,5,Healing,Neutral,Bunny,668,2,Cross Wand
2033,Bunny Knights #2033,1153,2537.2026499262743,1,Bold,52,15,Lavender,Enchanter,3,Cream,Male,,4,Dark,Neutral,Bunny,1223,2,Dark Wand
1144,Bunny Knights #1144,1154,2536.9728152533944,2,Machiavellian,450,16,Glacier,Acolyte,1,Gravel,Male,Straw Hat,6,Healing,Good,Bunny,637,1,Cross Wand
2440,Bunny Knights #2440,1155,2536.867536112784,2,Loyal,345,16,Blue,Acolyte,1,Grey,Male,Straw Hat,6,Healing,Neutral,Bunny,642,1,Cross Wand
1171,Bunny Knights #1171,1156,2536.6780710189037,5,Weird,23,14,Fawn,Squire,1,Chocolate,Male,,1,,Neutral,Bunny,742,3,Sword
1521,Bunny Knights #1521,1157,2536.662673010932,2,Machiavellian,369,14,Indigo,Hunter,5,Cafe,Female,,1,,Evil,Bunny,679,2,Bow
1519,Bunny Knights #1519,1158,2536.482696844774,4,Machiavellian,272,14,Purple,Hunter,4,Grey,Male,,1,,Neutral,Bunny,606,1,Bow
1173,Bunny Knights #1173,1159,2535.805230302771,1,Emotional,111,15,Blue,Enchanter,1,Ginger,Male,,7,Dark,Evil,Bunny,1297,1,Dark Wand
1619,Bunny Knights #1619,1160,2534.3828871997903,4,Stubborn,125,14,Mushroom,Thief,2,Chocolate,Male,,1,,Neutral,Bunny,602,3,Iron Knuckle
1499,Bunny Knights #1499,1161,2534.1717411242507,3,Pessimistic,138,14,Fawn,Thief,3,Yellow,Male,,1,,Good,Bunny,569,3,Iron Knuckle
745,Bunny Knights #745,1162,2533.909185082403,2,Emotional,21,14,Silver,Squire,2,Chocolate,Male,,1,,Good,Bunny,866,5,Pitchfork
1853,Bunny Knights #1853,1163,2533.542567231192,3,Offensive,266,14,Glacier,Hunter,3,Tortilla,Male,,3,,Good,Bunny,736,1,Bow
1618,Bunny Knights #1618,1164,2533.3775557316685,2,Charming,467,14,Moss Green,Squire,4,Light Yellow,Female,,1,,Evil,Bunny,119,3,Morning Star
529,Bunny Knights #529,1165,2533.332106524188,1,Bold,246,16,Brandy Rose,Enchanter,2,Grey,Male,Silver Wizard Hat,4,Dark,Good,Bunny,250,3,Dark Wand
962,Bunny Knights #962,1166,2533.300394396645,2,Charming,331,14,Moss Green,Squire,2,Tan,Female,,1,,Evil,Bunny,900,5,Axe
651,Bunny Knights #651,1167,2533.1293656222783,4,Arrogant,161,16,Teal,Enchanter,1,Peanut,Female,Silver Wizard Hat,4,Dark,Good,Bunny,253,1,Dark Wand
1724,Bunny Knights #1724,1168,2532.6021953399195,3,Stubborn,192,14,Purple,Squire,2,Sunflower,Male,,2,,Neutral,Bunny,118,3,Morning Star
1893,Bunny Knights #1893,1169,2532.4486559592356,2,Weird,327,15,Teal,Acolyte,1,Light Grey,Male,,4,Marble,Good,Bunny,1372,3,Marble Cross Wand
2135,Bunny Knights #2135,1170,2532.3658277285654,3,Arrogant,340,15,Moss Green,Hunter,4,Cowhide,Female,Headband,2,,Good,Bunny,744,1,Slingshot
2002,Bunny Knights #2002,1171,2532.3124617871704,2,Pessimistic,116,16,Green,Acolyte,1,Ochre,Male,Sleeping Cap,5,Healing,Evil,Bunny,794,2,Cross Wand
2155,Bunny Knights #2155,1172,2531.8995984419453,6,Pessimistic,292,14,Blue,Thief,1,Chocolate,Female,,2,,Evil,Bunny,1488,1,Dagger
816,Bunny Knights #816,1173,2531.538661424627,2,Charming,495,14,Indigo,Squire,3,Tan,Male,,1,,Neutral,Bunny,820,4,Sword
1193,Bunny Knights #1193,1174,2531.1494070181197,6,Emotional,7,14,Green,Hunter,2,Lavender,Female,,1,,Good,Bunny,1366,1,Crossbow
1000,Bunny Knights #1000,1175,2530.8117735814217,6,Indecisive,120,15,Fawn,Thief,1,Ginger,Female,Sleeping Cap,1,,Neutral,Bunny,247,2,Iron Knuckle
1538,Bunny Knights #1538,1176,2530.341631381364,3,Nostalgic,69,15,Teal,Enchanter,2,Black,Male,,4,Dark,Evil,Bunny,1374,1,Dark Wand
1348,Bunny Knights #1348,1177,2530.2493663584655,1,Loyal,211,15,Blue,Acolyte,1,Lavender,Male,,7,Marble,Good,Bunny,1440,1,Marble Cross Wand
1147,Bunny Knights #1147,1178,2529.5843277789286,1,Arrogant,62,15,Blue,Enchanter,3,Light Grey,Male,,4,Dark,Neutral,Bunny,1487,2,Dark Wand
2229,Bunny Knights #2229,1179,2529.514093844377,6,Timid,39,14,Glacier,Thief,2,Ginger,Male,,1,,Neutral,Bunny,1426,1,Dagger
748,Bunny Knights #748,1180,2528.9741003476993,3,Arrogant,299,15,Indigo,Enchanter,1,Light Grey,Male,,4,Dark,Good,Bunny,1474,2,Dark Wand
1019,Bunny Knights #1019,1181,2528.901849590134,3,Timid,286,15,Lavender,Squire,2,Gravel,Male,Iron Helmet,2,,Evil,Bunny,181,3,Short Sword
1708,Bunny Knights #1708,1182,2528.671512979854,2,Stubborn,266,15,Teal,Enchanter,2,Cafe,Male,,5,Dark,Evil,Bunny,1230,1,Dark Wand
1097,Bunny Knights #1097,1183,2528.581196211197,2,Pessimistic,401,14,Moss Green,Hunter,4,Cream,Male,,1,,Neutral,Bunny,795,3,Bow
1940,Bunny Knights #1940,1184,2528.5429206975814,2,Charming,287,14,Fawn,Squire,3,Gravel,Female,,1,,Evil,Bunny,938,4,Axe
966,Bunny Knights #966,1185,2528.307575130194,4,Pessimistic,23,14,Silver,Hunter,3,Peanut,Male,,2,,Neutral,Bunny,789,1,Crossbow
2320,Bunny Knights #2320,1186,2527.140303117281,2,Arrogant,327,15,Blue,Hunter,4,White,Female,Headband,2,,Evil,Bunny,909,2,Slingshot
646,Bunny Knights #646,1187,2527.0509814135366,2,Sensitive,378,15,Purple,Acolyte,1,Gravel,Male,,6,Marble,Good,Bunny,1235,1,Marble Cross Wand
1738,Bunny Knights #1738,1188,2526.4035938056636,2,Machiavellian,7,15,Moss Green,Enchanter,2,Ginger,Male,,5,Dark,Evil,Bunny,1302,1,Dark Wand
2488,Bunny Knights #2488,1189,2526.3180800658415,3,Bold,281,14,Fawn,Hunter,2,Lavender,Male,,2,,Neutral,Bunny,807,3,Boomerang
697,Bunny Knights #697,1190,2525.8563772180655,1,Loyal,284,15,Fawn,Enchanter,1,Grey,Male,,6,Dark,Neutral,Bunny,1385,2,Dark Wand
1416,Bunny Knights #1416,1191,2525.751179247464,6,Friendly,43,14,Fawn,Thief,1,Cafe,Female,,1,,Evil,Bunny,1626,2,Slingshot
1238,Bunny Knights #1238,1192,2525.4618527704533,2,Friendly,340,15,Green,Enchanter,1,White,Male,,5,Dark,Good,Bunny,1379,2,Dark Wand
834,Bunny Knights #834,1193,2525.4593949801706,4,Timid,62,15,Fawn,Hunter,3,Cream,Male,Headband,2,,Evil,Bunny,948,1,Slingshot
1194,Bunny Knights #1194,1194,2525.4040069067696,6,Sensitive,287,14,Mushroom,Thief,2,Cream,Male,,1,,Good,Bunny,1589,1,Crossbow
2284,Bunny Knights #2284,1195,2525.3216385970604,2,Bold,307,16,Teal,Enchanter,3,Grey,Female,Silver Wizard Hat,4,Dark,Neutral,Bunny,270,1,Dark Wand
2374,Bunny Knights #2374,1196,2525.0719855932743,1,Nostalgic,433,15,Green,Acolyte,1,Pink,Male,,6,Marble,Good,Bunny,1353,2,Marble Cross Wand
2341,Bunny Knights #2341,1197,2525.0414776373023,3,Arrogant,62,14,Indigo,Squire,2,Lavender,Male,,1,,Good,Bunny,1070,4,Axe
1476,Bunny Knights #1476,1198,2524.627525587202,2,Nostalgic,299,15,Indigo,Acolyte,1,Tortilla,Male,,5,Marble,Evil,Bunny,1352,2,Marble Cross Wand
2200,Bunny Knights #2200,1199,2524.572015943217,4,Pessimistic,201,15,Glacier,Thief,3,Pink,Female,Hood,1,,Evil,Bunny,192,2,Iron Knuckle
1260,Bunny Knights #1260,1200,2524.2768965024848,3,Charming,155,14,Brandy Rose,Squire,1,Tortilla,Male,,2,,Good,Bunny,1173,4,Short Sword
825,Bunny Knights #825,1201,2523.9965496698683,2,Charming,290,14,Brandy Rose,Squire,1,Chocolate,Male,,2,,Neutral,Bunny,1263,5,Short Sword
2391,Bunny Knights #2391,1202,2523.8022832003185,4,Indecisive,43,14,Silver,Thief,3,Light Yellow,Male,,2,,Good,Bunny,961,1,Dagger
795,Bunny Knights #795,1203,2523.797934016168,3,Stubborn,112,15,Teal,Acolyte,2,Pink,Male,,4,Bronze,Evil,Bunny,488,1,Bronze Cross Wand
739,Bunny Knights #739,1204,2523.7429946571788,6,Bold,116,14,Moss Green,Thief,2,Tan,Male,,1,,Evil,Bunny,1648,1,Dagger
1698,Bunny Knights #1698,1205,2523.7310601364475,3,Weird,455,14,Silver,Squire,3,Chocolate,Male,,1,,Neutral,Bunny,847,3,Pitchfork
1589,Bunny Knights #1589,1206,2523.184634084829,2,Timid,78,15,Mushroom,Hunter,5,Ginger,Male,Sombrero,1,,Neutral,Bunny,100,2,Bow
1124,Bunny Knights #1124,1207,2522.604473563261,1,Timid,284,14,Blue,Squire,3,Peanut,Male,,2,,Neutral,Bunny,1221,4,Pitchfork
1317,Bunny Knights #1317,1208,2522.5152840104556,2,Machiavellian,472,15,Indigo,Acolyte,1,Ochre,Female,,6,Marble,Good,Bunny,1393,1,Marble Cross Wand
1098,Bunny Knights #1098,1209,2522.342186986299,2,Offensive,264,15,Mushroom,Enchanter,1,Cream,Male,,6,Dark,Evil,Bunny,1445,1,Dark Wand
1936,Bunny Knights #1936,1210,2521.5375568928102,3,Sensitive,455,15,Teal,Hunter,4,Tan,Male,Headband,1,,Good,Bunny,1046,2,Slingshot
772,Bunny Knights #772,1211,2521.1540384569794,6,Friendly,258,14,Fawn,Thief,2,Pink,Male,,1,,Evil,Bunny,1717,1,Slingshot
