ID,Name,Rank,Rarity_Score,Attributes,Body,Celestial objects,Guest,Head,Object,Soil,Surroundings,Time of day,Weather
2528,Moment #2528,1470,69.45192517681157,6,,moon,,glasses,book,tree,human anthill,day,
3420,Moment #3420,1471,69.33183447804105,6,buttons,baloons,dog,nymb,,,ferris wheel,night,
3437,Moment #3437,1472,69.3288340881629,4,,ufo,,bandana red,,tree,,night,
2013,Moment #2013,1473,69.29961388155982,7,cross,,,8-ball,box,street light,human anthill,night,snow
2181,Moment #2181,1474,69.29819023597626,6,alarm clock,baloons,,tattoo,shovel,,windmill,night,
2578,Moment #2578,1475,69.28526062601071,6,t-shirt,baloons,lady,tattoo,,tree,,night,
645,Moment #0645,1476,69.24465593511756,6,sweater,baloons,caterpillar,empty,,,ferris wheel,night,
3690,Moment #3690,1477,69.23312773763871,6,bow tie,,dog,bandana black,,street light,,day,fog
3450,Moment #3450,1478,69.15135205611398,5,,ufo,,nymb,,street light,billboard,night,
3752,Moment #3752,1479,69.12076253265937,7,,moon,caterpillar,empty,shovel,street light,lighthouse,day,
606,Moment #0606,1480,69.08206356358401,5,,baloons,,tattoo,,phone booth,lighthouse,day,
2166,Moment #2166,1481,69.05614334356825,7,alarm clock,baloons,,empty,box,,human anthill,night,fog
1907,Moment #1907,1482,69.03925029917997,7,cross,,dog,empty,,crosses,bank,day,snow
3839,Moment #3839,1483,69.0293179574206,3,,moon,,bandana red,,,,day,
3683,Moment #3683,1484,69.01651476401774,5,,,,empty,,well,billboard,day,snow
2273,Moment #2273,1485,69.0052122094525,7,raincoat,baloons,lady,bunny ears,,street light,,night,snow
2771,Moment #2771,1486,68.98037675631657,5,alarm clock,,,bandana black,box,,ferris wheel,night,
2460,Moment #2460,1487,68.96019036207262,7,buttons,,snowman,empty,shovel,crosses,human anthill,night,
1988,Moment #1988,1488,68.93665732325478,4,sweater,sputnik,,,,phone booth,,day,
2497,Moment #2497,1489,68.85758581925022,5,,baloons,,bandana black,rope ladder,,bank,day,
2581,Moment #2581,1490,68.85339970293661,6,,moon,lady,bunny ears,shovel,headstone,,night,
2380,Moment #2380,1491,68.8327295264927,6,sweater,sputnik,,zipmouth,box,street light,,day,
2357,Moment #2357,1492,68.82509902082144,6,t-shirt,,mosquito,glasses,shovel,,,day,snow
1856,Moment #1856,1493,68.81983606591908,6,,moon,snowman,empty,,tree,dali elephants,night,
2103,Moment #2103,1494,68.80162768192741,6,buttons,baloons,,bandana black,,headstone,,day,rain
1996,Moment #1996,1495,68.79781908625128,5,,,foggy,empty,microphone,street light,,day,
1818,Moment #1818,1496,68.7935822803636,6,heart,moon,,empty,shovel,,windmill,night,
421,Moment #0421,1497,68.76315338463627,5,,,dog,empty,amanita,,,night,rain
107,Moment #0107,1498,68.75630672847196,7,bow tie,,,empty,box,street light,dali elephants,day,snow
3075,Moment #3075,1499,68.74570599935517,6,,baloons,,empty,easel,crosses,windmill,night,
2988,Moment #2988,1500,68.72559677651488,6,cross,,snowman,empty,,well,bank,night,
2526,Moment #2526,1501,68.72515207294182,6,heart,baloons,lady,zipmouth,shovel,,,day,
625,Moment #0625,1502,68.69046363437616,6,heart,baloons,dog,empty,,,windmill,day,
2593,Moment #2593,1503,68.64763197847809,7,sweater,baloons,,empty,,street light,ferris wheel,day,snow
3598,Moment #3598,1504,68.61876007788003,6,,,snowman,bunny ears,box,tree,human anthill,night,
2782,Moment #2782,1505,68.58230239292268,6,cross,,,empty,box,,factory,day,fog
2359,Moment #2359,1506,68.55407207724852,6,raincoat,sputnik,,nymb,shovel,,,day,snow
3490,Moment #3490,1507,68.55284258555326,6,cross,baloons,,bdsm love,,,dali elephants,night,rain
3580,Moment #3580,1508,68.55156843269576,7,raincoat,,mosquito,empty,,crosses,bank,day,rain
3746,Moment #3746,1509,68.48219322814775,5,,,lady,cell,,headstone,bank,day,
3535,Moment #3535,1510,68.48182030865824,6,,moon,snowman,8-ball,,street light,bank,night,
3360,Moment #3360,1511,68.44498850446227,5,buttons,,,8-ball,box,,dali elephants,day,
3568,Moment #3568,1512,68.42778695750593,6,bow tie,,dog,empty,rope ladder,tree,,day,
448,Moment #0448,1513,68.40693104976123,6,,moon,dog,bunny ears,box,,lighthouse,night,
3863,Moment #3863,1514,68.37611739750571,7,tie,,,empty,shovel,street light,human anthill,day,rain
3352,Moment #3352,1515,68.33598246303282,6,t-shirt,,robot,empty,,street light,bank,day,
2498,Moment #2498,1516,68.23571463865765,6,buttons,ufo,,nymb,shovel,,,night,fog
2850,Moment #2850,1517,68.21568519845907,5,cross,,caterpillar,8-ball,,,bank,night,
1826,Moment #1826,1518,68.20430846301356,5,,,,empty,rope ladder,tree,dali elephants,day,
3781,Moment #3781,1519,68.19120677759226,4,alarm clock,,,8-ball,,phone booth,,day,
2862,Moment #2862,1520,68.18996294833244,5,sweater,moon,,bunny ears,,headstone,,day,
530,Moment #0530,1521,68.18236506834872,5,,,,8-ball,book,street light,factory,day,
4,Moment #0004,1522,68.17651929776068,6,sweater,baloons,snowman,empty,,,ferris wheel,day,
2844,Moment #2844,1523,68.17474349576194,6,buttons,,,zipmouth,,street light,dali elephants,night,snow
3587,Moment #3587,1524,68.16191955254443,5,buttons,,dog,cell,rope ladder,,,day,
683,Moment #0683,1525,68.1044393556564,5,,,,bunny ears,easel,headstone,,day,rain
2039,Moment #2039,1526,68.05817078241795,5,,,,empty,microphone,,billboard,day,snow
1786,Moment #1786,1527,67.97012986961361,6,,moon,mosquito,tattoo,book,tree,,day,
3244,Moment #3244,1528,67.96265582837299,6,tie,sputnik,,empty,,street light,,day,rain
2365,Moment #2365,1529,67.9458601750353,4,alarm clock,,,empty,,christmas tree,,night,
3921,Moment #3921,1530,67.93876651269002,6,,,dog,glasses,shovel,,tornado,day,snow
608,Moment #0608,1531,67.8807881553796,6,cross,baloons,,tattoo,rope ladder,,human anthill,day,
3578,Moment #3578,1532,67.82243716352458,6,,ufo,dog,glasses,sign,street light,,day,
170,Moment #0170,1533,67.7738480938879,5,tie,,dog,bdsm love,,street light,,day,
1799,Moment #1799,1534,67.75353316680932,7,t-shirt,baloons,mosquito,empty,,street light,bank,night,
49,Moment #0049,1535,67.74300377313618,5,alarm clock,,caterpillar,,shovel,,windmill,day,
3230,Moment #3230,1536,67.7395208257318,7,cross,ufo,dog,cell,box,street light,,night,
1956,Moment #1956,1537,67.73892165137946,6,,baloons,lady,bandana black,,well,human anthill,night,
3191,Moment #3191,1538,67.72436402563174,6,,moon,robot,cell,,,human anthill,day,snow
2731,Moment #2731,1539,67.7049294335489,6,sweater,,,empty,book,,bank,day,snow
3389,Moment #3389,1540,67.68688546662787,6,,ufo,lady,cell,,street light,lighthouse,night,
3079,Moment #3079,1541,67.66757054979715,4,sweater,,,bandana black,sign,,,day,
1755,Moment #1755,1542,67.65760399290816,7,,baloons,mosquito,cell,,street light,bank,day,rain
3680,Moment #3680,1543,67.6457035650862,4,,,,bdsm love,rope ladder,headstone,,day,
3975,Moment #3975,1544,67.63213289165829,6,alarm clock,baloons,robot,empty,,,bank,night,
1757,Moment #1757,1545,67.61062259549244,6,buttons,baloons,,empty,,well,factory,night,
2026,Moment #2026,1546,67.60836076667871,7,,ufo,snowman,zipmouth,,street light,human anthill,night,snow
2734,Moment #2734,1547,67.55607220500217,5,,,mosquito,nymb,,crosses,dali elephants,day,
684,Moment #0684,1548,67.54804244784451,6,buttons,,lady,cell,shovel,crosses,,night,
566,Moment #0566,1549,67.54414176207031,7,raincoat,baloons,lady,empty,,well,human anthill,day,
1823,Moment #1823,1550,67.50171457471974,7,,moon,,empty,shovel,crosses,dali elephants,day,rain
131,Moment #0131,1551,67.4992749541504,4,,,,tattoo,,crosses,billboard,day,
2168,Moment #2168,1552,67.49776220760752,5,,,foggy,tattoo,,street light,,night,rain
2640,Moment #2640,1553,67.43998898915896,5,bow tie,,,nymb,,crosses,tornado,night,
2989,Moment #2989,1554,67.43428629330691,6,,,lady,glasses,box,street light,windmill,night,
2358,Moment #2358,1555,67.41184669430027,6,buttons,,snowman,8-ball,,,human anthill,night,rain
3253,Moment #3253,1556,67.37026327793187,6,,ufo,lady,glasses,,street light,windmill,day,
2666,Moment #2666,1557,67.31940638221141,6,,ufo,dog,bunny ears,shovel,,windmill,night,
2283,Moment #2283,1558,67.30282298616125,7,,ufo,,empty,easel,crosses,human anthill,day,rain
2171,Moment #2171,1559,67.29206151406777,6,buttons,baloons,dog,bunny ears,microphone,,,night,
2650,Moment #2650,1560,67.28687157811407,5,t-shirt,,,bdsm love,book,,,night,snow
3128,Moment #3128,1561,67.28547423065744,7,buttons,moon,,empty,,tree,bank,night,rain
1756,Moment #1756,1562,67.28472505627096,6,bow tie,,caterpillar,bandana black,shovel,,,day,rain
1848,Moment #1848,1563,67.25975069532292,5,t-shirt,,,empty,,phone booth,bank,night,
2690,Moment #2690,1564,67.22880578194368,6,,ufo,lady,empty,easel,,,day,fog
3622,Moment #3622,1565,67.17708955627543,7,t-shirt,baloons,,empty,book,,human anthill,night,rain
2500,Moment #2500,1566,67.16191757088107,5,t-shirt,,dog,cell,microphone,,,night,
2613,Moment #2613,1567,67.15788396130559,6,heart,baloons,,empty,,,dali elephants,day,rain
517,Moment #0517,1568,67.1156034640214,6,sweater,baloons,,cell,,street light,bank,day,
3432,Moment #3432,1569,67.09378794291923,6,buttons,,,empty,microphone,,tornado,day,snow
3657,Moment #3657,1570,67.09055817697939,6,heart,moon,robot,empty,,,,night,rain
2263,Moment #2263,1571,67.07354186440207,7,cross,,,empty,shovel,headstone,human anthill,night,snow
2419,Moment #2419,1572,67.05985572166641,6,sweater,,mosquito,empty,box,,lighthouse,day,
2600,Moment #2600,1573,67.05578234885763,5,bow tie,,,bandana black,easel,,,day,snow
3082,Moment #3082,1574,67.0366626346427,6,,moon,dog,empty,book,phone booth,,day,
1739,Moment #1739,1575,67.03665589757162,4,,,mosquito,empty,amanita,,,day,
2529,Moment #2529,1576,67.01924659560098,7,,ufo,dog,8-ball,box,,human anthill,day,rain
3551,Moment #3551,1577,67.00574189740001,7,alarm clock,ufo,,empty,microphone,street light,,day,snow
3854,Moment #3854,1578,66.95355855942296,6,,ufo,robot,empty,shovel,,factory,night,
3834,Moment #3834,1579,66.90310606879471,4,cross,moon,,bandana red,,,,day,
2228,Moment #2228,1580,66.837018422148,5,bow tie,baloons,,bandana black,rope ladder,,,night,
3825,Moment #3825,1581,66.81519087983983,5,tie,baloons,,glasses,shovel,,,day,
2063,Moment #2063,1582,66.77980676924632,4,,,,glasses,rope ladder,,ferris wheel,day,
3847,Moment #3847,1583,66.76426213720842,5,cross,,snowman,tattoo,easel,,,night,
3857,Moment #3857,1584,66.70616796323375,7,raincoat,baloons,,tattoo,microphone,street light,,night,rain
3835,Moment #3835,1585,66.7011546677888,5,alarm clock,sputnik,,empty,sign,,,night,
2404,Moment #2404,1586,66.69942078718404,5,cross,,,cell,,,bank,night,fog
3268,Moment #3268,1587,66.62789219585711,6,sweater,baloons,caterpillar,empty,microphone,,,day,
1894,Moment #1894,1588,66.6221064417882,6,,ufo,,zipmouth,shovel,crosses,ferris wheel,night,
1801,Moment #1801,1589,66.55895062661521,6,raincoat,ufo,robot,empty,microphone,,,day,
3282,Moment #3282,1590,66.54514271788801,7,cross,ufo,,nymb,box,,human anthill,day,rain
3993,Moment #3993,1591,66.51098945712683,5,,,,glasses,microphone,headstone,human anthill,day,
1925,Moment #1925,1592,66.44309764989865,5,,moon,caterpillar,tattoo,rope ladder,,,night,
265,Moment #0265,1593,66.4205386543815,6,,moon,robot,empty,easel,,human anthill,day,
100,Moment #0100,1594,66.39315364105246,6,cross,sputnik,,empty,box,headstone,,day,
2520,Moment #2520,1595,66.38109721362119,5,heart,baloons,,tattoo,,,,day,fog
521,Moment #0521,1596,66.37986724706937,5,t-shirt,,,bunny ears,microphone,,,night,snow
2496,Moment #2496,1597,66.36865666476116,5,sweater,,caterpillar,,book,,human anthill,day,
3832,Moment #3832,1598,66.30907464758299,5,heart,,caterpillar,empty,microphone,,,night,
2512,Moment #2512,1599,66.30729268814821,6,,moon,,empty,book,crosses,windmill,day,
620,Moment #0620,1600,66.28315926834631,7,heart,baloons,mosquito,empty,box,street light,,night,
2211,Moment #2211,1601,66.26578768086287,6,cross,sputnik,,empty,,headstone,human anthill,night,
2919,Moment #2919,1602,66.23780390591858,6,alarm clock,,dog,zipmouth,,,bank,day,rain
1883,Moment #1883,1603,66.21331779335847,7,alarm clock,,caterpillar,empty,shovel,street light,human anthill,night,
1,Moment #0001,1604,66.20405427018014,6,raincoat,,mosquito,empty,microphone,well,,night,
2708,Moment #2708,1605,66.12835544465456,7,sweater,ufo,mosquito,empty,,,human anthill,day,snow
2371,Moment #2371,1606,66.05698030076026,5,buttons,,,cell,box,,factory,night,
119,Moment #0119,1607,66.03464561150666,6,bow tie,,,glasses,,street light,tornado,day,rain
428,Moment #0428,1608,65.99804318754316,6,bow tie,baloons,,bandana black,box,tree,,night,
3950,Moment #3950,1609,65.99008150370213,6,raincoat,baloons,,tattoo,,,tornado,night,snow
505,Moment #0505,1610,65.98233705723929,7,cross,,,bunny ears,shovel,street light,human anthill,night,snow
3524,Moment #3524,1611,65.98117465107445,7,raincoat,ufo,,empty,shovel,well,,night,snow
3472,Moment #3472,1612,65.93868315758115,6,,ufo,lady,bunny ears,,,bank,day,snow
2977,Moment #2977,1613,65.90960887933315,6,,,caterpillar,tattoo,,street light,human anthill,night,fog
2709,Moment #2709,1614,65.90505397022896,5,bow tie,ufo,,glasses,,,factory,day,
2178,Moment #2178,1615,65.89601616931182,7,,moon,,empty,box,phone booth,human anthill,night,rain
2160,Moment #2160,1616,65.89186700285958,7,raincoat,,lady,empty,shovel,tree,,night,snow
2397,Moment #2397,1617,65.88147963525141,5,cross,,lady,tattoo,,phone booth,,day,
20,Moment #0020,1618,65.82744711450943,5,t-shirt,moon,robot,tattoo,,,,day,
3048,Moment #3048,1619,65.78909106437897,6,,baloons,,bandana black,shovel,headstone,human anthill,day,
2331,Moment #2331,1620,65.77602397123981,6,,ufo,dog,bunny ears,easel,street light,,night,
2234,Moment #2234,1621,65.76847492323527,6,raincoat,moon,,empty,easel,,bank,day,
2635,Moment #2635,1622,65.76497529081138,6,,moon,,empty,rope ladder,well,human anthill,day,
1954,Moment #1954,1623,65.74743585458022,6,raincoat,baloons,robot,zipmouth,shovel,,,night,
2216,Moment #2216,1624,65.74059344234806,5,bow tie,,mosquito,zipmouth,sign,,,day,
610,Moment #0610,1625,65.73042721921125,3,tie,,,zipmouth,,,,day,
3898,Moment #3898,1626,65.71236806854596,5,,,dog,bdsm love,microphone,well,,day,
26,Moment #0026,1627,65.71140996150228,6,buttons,,,empty,book,street light,factory,night,
268,Moment #0268,1628,65.69079697258793,6,sweater,ufo,mosquito,cell,,,,day,rain
254,Moment #0254,1629,65.66534437483894,5,,moon,mosquito,glasses,,phone booth,,night,
3969,Moment #3969,1630,65.65059440632022,5,cross,moon,,nymb,,phone booth,,night,
3758,Moment #3758,1631,65.56602235099261,5,alarm clock,,,empty,,well,dali elephants,day,
2233,Moment #2233,1632,65.53694368101571,6,cross,,caterpillar,empty,,headstone,,night,snow
399,Moment #0399,1633,65.48416861943598,5,bow tie,,snowman,nymb,,,bank,day,
1820,Moment #1820,1634,65.46446321443192,4,tie,,,bandana black,,,human anthill,day,
3654,Moment #3654,1635,65.35363048116967,6,bow tie,baloons,,empty,,well,windmill,day,
244,Moment #0244,1636,65.34160972097638,6,t-shirt,baloons,lady,bdsm love,,,,day,rain
2033,Moment #2033,1637,65.30607641868967,5,buttons,,dog,bdsm love,,,tornado,night,
2138,Moment #2138,1638,65.30231808906046,5,bow tie,,,tattoo,,tree,tornado,day,
2062,Moment #2062,1639,65.29019979132032,7,cross,ufo,dog,bdsm love,,street light,,night,rain
2542,Moment #2542,1640,65.19788596854987,5,buttons,sputnik,snowman,tattoo,,,,night,
3751,Moment #3751,1641,65.16329764059307,6,,sputnik,mosquito,glasses,,,human anthill,night,rain
2473,Moment #2473,1642,65.08518597837151,5,buttons,ufo,,8-ball,,,ferris wheel,night,
1825,Moment #1825,1643,65.0558702690597,6,buttons,,,nymb,microphone,,human anthill,day,rain
3503,Moment #3503,1644,65.02849985010342,5,,ufo,,bandana black,,well,bank,night,
3460,Moment #3460,1645,65.00234686780318,6,,baloons,,empty,,phone booth,human anthill,day,fog
2012,Moment #2012,1646,64.98585033430169,5,,,,bdsm love,sign,tree,,day,rain
2765,Moment #2765,1647,64.91118243992675,6,,baloons,,bunny ears,rope ladder,street light,human anthill,night,
12,Moment #0012,1648,64.90577694142834,6,cross,,dog,empty,,crosses,dali elephants,night,
2509,Moment #2509,1649,64.83642832323149,7,cross,ufo,,empty,box,street light,tornado,night,
1922,Moment #1922,1650,64.79732795116858,6,buttons,,caterpillar,empty,box,,,day,fog
94,Moment #0094,1651,64.79521625689534,6,raincoat,moon,dog,,box,,tornado,night,
3812,Moment #3812,1652,64.76245411232088,6,cross,,caterpillar,empty,box,,ferris wheel,night,
1905,Moment #1905,1653,64.76134090647926,5,t-shirt,,snowman,bandana black,,,,day,rain
587,Moment #0587,1654,64.74196495450768,5,t-shirt,,snowman,cell,shovel,,,night,
1870,Moment #1870,1655,64.72658177208588,5,buttons,,,cell,microphone,crosses,,night,
3343,Moment #3343,1656,64.71486947516058,6,t-shirt,,dog,bdsm love,box,street light,,day,
3342,Moment #3342,1657,64.69903044240678,6,t-shirt,,dog,cell,,,human anthill,day,rain
3514,Moment #3514,1658,64.69459805539309,5,,moon,snowman,8-ball,microphone,,,day,
3944,Moment #3944,1659,64.68674302876681,5,raincoat,,,bandana black,,,factory,day,rain
3076,Moment #3076,1660,64.68626590889113,5,,baloons,robot,tattoo,,,tornado,day,
2783,Moment #2783,1661,64.67126267078862,6,sweater,ufo,,8-ball,,street light,human anthill,night,
3668,Moment #3668,1662,64.66599709373006,5,,baloons,snowman,bdsm love,,,windmill,day,
1798,Moment #1798,1663,64.66199525297165,6,,,dog,cell,shovel,,tornado,night,rain
1770,Moment #1770,1664,64.56865030636403,4,,,,glasses,sign,well,,night,
1987,Moment #1987,1664,64.56865030636403,4,alarm clock,,,glasses,sign,,,night,
63,Moment #0063,1666,64.55448451417453,3,,,,bandana black,,phone booth,,day,
3251,Moment #3251,1667,64.54749995773103,5,tie,baloons,,zipmouth,,,,night,snow
2503,Moment #2503,1668,64.54077887425477,6,t-shirt,baloons,dog,cell,shovel,,,night,
2325,Moment #2325,1669,64.53763458329644,6,,moon,mosquito,empty,sign,tree,,day,
2738,Moment #2738,1670,64.53497350330682,3,,,,empty,,christmas tree,,night,
3169,Moment #3169,1671,64.52025107914078,6,sweater,,robot,empty,,,human anthill,night,snow
2637,Moment #2637,1672,64.50935719499309,6,,baloons,,empty,book,phone booth,,day,snow
2111,Moment #2111,1673,64.48858601691909,6,buttons,,,empty,book,,human anthill,day,fog
225,Moment #0225,1674,64.46377796483436,6,heart,,mosquito,empty,shovel,crosses,,night,
1725,Moment #1725,1675,64.44356359614629,5,bow tie,ufo,,empty,,,billboard,day,
1972,Moment #1972,1676,64.43255753247887,5,tie,ufo,,empty,book,,,day,
3761,Moment #3761,1677,64.32001644059372,7,sweater,moon,dog,empty,box,,,night,snow
2024,Moment #2024,1678,64.31907787683737,5,t-shirt,baloons,,zipmouth,,,tornado,day,
2532,Moment #2532,1679,64.2767038057936,7,,ufo,mosquito,empty,,street light,tornado,night,snow
2401,Moment #2401,1680,64.27198147046514,5,buttons,,,bdsm love,rope ladder,street light,,day,
187,Moment #0187,1681,64.25003291703028,4,,,robot,glasses,,headstone,,day,
508,Moment #0508,1682,64.24268802795021,6,,,,zipmouth,rope ladder,street light,human anthill,day,snow
2606,Moment #2606,1683,64.23587323782449,5,heart,ufo,,empty,sign,,,day,
593,Moment #0593,1684,64.21919120896764,5,,ufo,lady,bandana black,,,windmill,day,
2756,Moment #2756,1685,64.21908358311585,6,alarm clock,,caterpillar,empty,microphone,street light,,day,
3107,Moment #3107,1686,64.21546480790387,6,bow tie,sputnik,lady,empty,,crosses,,night,
2345,Moment #2345,1687,64.1957053581582,5,buttons,,,empty,sign,headstone,,day,
3134,Moment #3134,1688,64.18548200522814,6,,sputnik,,empty,box,tree,bank,night,
1908,Moment #1908,1689,64.14325163261006,6,,,,empty,sign,street light,ferris wheel,night,snow
66,Moment #0066,1690,64.13988414927934,4,,baloons,mosquito,bandana red,,,,night,
3699,Moment #3699,1691,64.10452324102454,5,cross,,,bdsm love,shovel,,factory,day,
127,Moment #0127,1692,64.0983519349611,6,,,lady,zipmouth,shovel,well,,day,snow
2842,Moment #2842,1693,64.0115552340829,5,raincoat,,lady,8-ball,,,bank,night,
1791,Moment #1791,1694,63.98076875918173,6,t-shirt,,,bdsm love,,street light,human anthill,night,snow
2410,Moment #2410,1695,63.96462915412519,4,,,dog,tattoo,,,billboard,night,
2626,Moment #2626,1696,63.9351910630727,4,,,,8-ball,,well,tornado,day,
3974,Moment #3974,1697,63.92449933127512,5,,,caterpillar,bandana black,,well,,day,rain
2431,Moment #2431,1698,63.887921036199614,5,,,dog,bandana black,microphone,tree,,day,
3935,Moment #3935,1699,63.874044422243756,6,t-shirt,baloons,snowman,empty,,tree,,day,
3837,Moment #3837,1700,63.851373916646985,6,,,lady,cell,book,street light,human anthill,night,
2386,Moment #2386,1701,63.79397786310795,5,alarm clock,,,nymb,,street light,tornado,night,
2143,Moment #2143,1702,63.79153628419164,4,alarm clock,,,bunny ears,,,dali elephants,night,
3480,Moment #3480,1703,63.77127788466853,4,,,caterpillar,nymb,rope ladder,,,day,
3759,Moment #3759,1704,63.758165990047424,5,tie,,caterpillar,empty,shovel,,,night,
73,Moment #0073,1705,63.73314214869325,6,,,dog,glasses,shovel,,ferris wheel,day,rain
3331,Moment #3331,1706,63.72507044396727,7,bow tie,ufo,,empty,,tree,human anthill,day,snow
1889,Moment #1889,1707,63.70438364272306,5,bow tie,moon,,bunny ears,,,lighthouse,night,
342,Moment #0342,1708,63.68671226072339,4,,,,cell,,street light,billboard,day,
438,Moment #0438,1709,63.68496946564703,5,,ufo,caterpillar,,,well,bank,night,
3705,Moment #3705,1710,63.67536659113502,5,raincoat,ufo,,nymb,easel,,,day,
533,Moment #0533,1711,63.65976001420033,5,,ufo,,glasses,,tree,ferris wheel,day,
3213,Moment #3213,1712,63.62544039561421,6,,baloons,,bunny ears,shovel,headstone,human anthill,day,
2852,Moment #2852,1713,63.62135511664311,5,heart,,,empty,box,,factory,night,
2775,Moment #2775,1714,63.60739235889194,7,bow tie,,dog,empty,book,street light,human anthill,night,
2378,Moment #2378,1715,63.57033821727832,5,,,lady,cell,easel,,,day,snow
346,Moment #0346,1716,63.50462444481702,5,buttons,,,bdsm love,shovel,,tornado,day,
3016,Moment #3016,1717,63.49532901497275,6,buttons,baloons,,zipmouth,microphone,,,day,snow
236,Moment #0236,1718,63.467841684896534,6,t-shirt,,mosquito,bdsm love,,street light,,night,rain
2268,Moment #2268,1719,63.45316449707724,7,buttons,,mosquito,empty,box,tree,,night,rain
3697,Moment #3697,1720,63.45242063956512,7,buttons,moon,caterpillar,empty,box,,,day,rain
3900,Moment #3900,1721,63.44327211533071,6,,ufo,dog,tattoo,shovel,,tornado,day,
2120,Moment #2120,1722,63.442261976194274,5,,baloons,snowman,nymb,,,tornado,night,
396,Moment #0396,1723,63.42943511665603,5,,,,empty,box,phone booth,factory,day,
2712,Moment #2712,1724,63.41527565389036,7,cross,moon,,empty,box,,bank,night,snow
2225,Moment #2225,1725,63.40755489980744,5,heart,,dog,empty,easel,,,night,
2491,Moment #2491,1726,63.38800634614286,7,buttons,baloons,dog,nymb,,street light,,night,rain
3675,Moment #3675,1727,63.3741396596258,4,,,snowman,bdsm love,sign,,,day,
370,Moment #0370,1728,63.37243596803673,6,t-shirt,baloons,,bunny ears,shovel,,human anthill,day,
3638,Moment #3638,1729,63.35630779814112,6,bow tie,,,empty,,crosses,tornado,night,snow
2091,Moment #2091,1730,63.34138257670145,5,,,,cell,easel,street light,bank,day,
3391,Moment #3391,1731,63.28476792341066,4,,,,cell,book,,dali elephants,night,
3426,Moment #3426,1732,63.25808976157519,6,cross,,snowman,empty,shovel,headstone,,night,
2222,Moment #2222,1733,63.240852641080416,5,,moon,,8-ball,box,,dali elephants,night,
3937,Moment #3937,1734,63.21648895427491,7,,baloons,dog,empty,microphone,street light,bank,night,
646,Moment #0646,1735,63.204489517446355,5,cross,,,empty,box,,billboard,day,
603,Moment #0603,1736,63.188887986751034,5,buttons,sputnik,,empty,rope ladder,,,night,
1809,Moment #1809,1737,63.16643748952912,6,,baloons,lady,empty,book,,tornado,night,
2224,Moment #2224,1738,63.15281703599392,5,alarm clock,,caterpillar,nymb,shovel,,,day,
1904,Moment #1904,1739,63.13823176859966,5,cross,ufo,robot,bdsm love,,,,night,
2564,Moment #2564,1740,63.11020130466845,5,,moon,,zipmouth,book,headstone,,night,
1787,Moment #1787,1741,63.060396792937595,7,cross,baloons,,empty,rope ladder,street light,,night,rain
3057,Moment #3057,1742,63.03998323396547,5,,,lady,empty,sign,,tornado,night,
147,Moment #0147,1743,63.00409461669171,6,,moon,mosquito,cell,book,street light,,day,
202,Moment #0202,1744,62.99421916411683,5,cross,,,bunny ears,,,lighthouse,night,snow
1715,Moment #1715,1745,62.97375369142039,5,,baloons,,empty,,christmas tree,human anthill,day,
2205,Moment #2205,1746,62.95850745636896,5,raincoat,,,glasses,,headstone,human anthill,day,
3458,Moment #3458,1747,62.956116508435656,3,,,,,rope ladder,,,day,fog
1958,Moment #1958,1748,62.94487226071395,5,,,,bunny ears,box,well,bank,day,
2373,Moment #2373,1749,62.92998143956406,6,,,lady,empty,book,,lighthouse,day,rain
3669,Moment #3669,1750,62.90437284214849,7,bow tie,,mosquito,tattoo,shovel,street light,,day,rain
3495,Moment #3495,1751,62.903932446211186,5,,baloons,lady,glasses,sign,,,night,
3956,Moment #3956,1752,62.90069745914888,4,heart,,,glasses,,tree,,night,
213,Moment #0213,1753,62.87917268524734,5,,,mosquito,empty,easel,,dali elephants,day,
263,Moment #0263,1754,62.87635648597017,6,,ufo,,8-ball,shovel,street light,,night,fog
2571,Moment #2571,1755,62.86589584581526,4,buttons,,foggy,empty,,,,day,
692,Moment #0692,1756,62.85712922681358,5,t-shirt,,dog,nymb,,crosses,,day,
1873,Moment #1873,1757,62.78959556362893,5,bow tie,,,zipmouth,,,factory,day,snow
2478,Moment #2478,1758,62.76711246173177,5,buttons,,,cell,,street light,dali elephants,day,
3217,Moment #3217,1759,62.75012649356499,5,,,,nymb,,phone booth,human anthill,night,snow
2362,Moment #2362,1760,62.74263435540131,6,cross,moon,snowman,nymb,,,,night,rain
3783,Moment #3783,1761,62.72997995714246,6,,baloons,,8-ball,shovel,,ferris wheel,day,rain
3824,Moment #3824,1762,62.70200823319769,5,,,,cell,shovel,phone booth,,night,snow
495,Moment #0495,1763,62.60429839364686,3,,,,8-ball,,,factory,night,
2061,Moment #2061,1764,62.60224609505879,5,cross,,dog,nymb,,,tornado,night,
2795,Moment #2795,1765,62.587073921312225,5,,baloons,caterpillar,8-ball,,,bank,night,
1890,Moment #1890,1766,62.57128514407084,6,cross,baloons,,zipmouth,,well,human anthill,day,
356,Moment #0356,1767,62.53351413997534,5,t-shirt,,dog,zipmouth,,,bank,night,
2851,Moment #2851,1768,62.52393720390463,5,,baloons,,nymb,,well,,night,fog
142,Moment #0142,1769,62.51337166730518,5,bow tie,,,glasses,,street light,factory,day,
2214,Moment #2214,1770,62.511032335614225,6,cross,,,empty,microphone,well,human anthill,night,
239,Moment #0239,1771,62.48293980877519,6,alarm clock,,lady,empty,shovel,well,,day,
