ID,Name,Rank,Rarity_Score,Accessories,Attributes,Background,Body,Clothes,Face,Glasses,Hat,Legendary,Necklace,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
4622,BFMC #4622,1818,133.39483977722355,,5,Orange,Brown,Brown And Light Green Jacket,Smiling Cigarrete,,Angel,,,ipfs://QmRMkanBYopJJd9FWdkkGsFcfzKWEuU6jEBpb9UPMgWqws/4622.json,ipfs://QmYYJ3Hzy4tqPcwKJzTAfgq42mRWGnsrcqJuzfGDC7oGQu,ipfs://QmUhZCGrfjk1fVh7kFNWW5zS81mAgTDQpMZPGvZ7m4FZXk,ipfs://QmRLXhsBcLjiozAsrHXeLbAfjSY8ocPn6yetvpYuz11pDt
2717,BFMC #2717,1819,133.36039073282095,,6,Pink,Pink,Light Green Jacket,Sad,Yellow Aviator,,,Teeth,ipfs://QmVt6h9oS7EyXsZbgArXHsjU4MtbyuK4hMP3zsy7T273uZ/2717.json,ipfs://QmQBfCVWEp3kzjJHpvuedQDAskDq4hZLhWrEDpD35jgswb,ipfs://QmPKicN3AGdsoENTwgYQXxM6xQZPeEcYFwKkd4FimyDZ3Y,ipfs://QmbN14rnaW1xFWP11x2qvxtsMMdWMabhfgMAdpJtGLFkQe
4202,BFMC #4202,1820,133.35107984281302,,6,Dark Green 1,Green,Tank Top Militar,Red Tongue,Blue Stars,Hunter,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/4202.json,ipfs://QmeHxtFEemByGz4kWVBfHv21xsoGUuNJahZBXBBDL7zoJq,ipfs://QmTzBRiPs1HLz4FN9ohTVuHqNnyNo8kgRyig77M9xX3tnw,ipfs://QmPvamyta7RHnUEuve8vQkZ2jxCeSteDxZ2iyPPp8P76UP
2383,BFMC #2383,1821,133.31098143426192,,6,Light Green,Pink,,Wow,Yellow,Black Power,,Big Foot Gold,ipfs://QmbjqsjRBXkBkLSyQztomFx6ECREEbwCG4AoKdYAYATtma/2383.json,ipfs://QmTrWBbc5VJV6hjj69jxbELLHJnTDfysGfsqXPeK4gxoRM,ipfs://QmaKJKdwsgzZboyMPXidizTiSv7L7EfSss5QKG4yUnb3Wg,ipfs://QmfXCN2spLqtLjgYCtAA62KXjNKfzpFWPaEmADjaBHaAX1
1966,BFMC #1966,1822,133.2665484948304,,4,Dark Green 1,Orange,Yellow Leafs,Angry Teeth,,,,,ipfs://QmbjqsjRBXkBkLSyQztomFx6ECREEbwCG4AoKdYAYATtma/1966.json,ipfs://Qmb6cAo361Ha7ZnZuiE4ejrsDXbTkH13qzMpcJx6BaGFsU,ipfs://QmcPDWAuzpF6HJppFNR3TLWEnjX4nK8BcokG8d7ThgJQjz,ipfs://Qmabv24JWj4AwZ5staoFDkwwVYDfReJPG8xEyfZQbXwt4s
1976,BFMC #1976,1823,133.23873456299475,,6,Dark,Green,Tank Top Brown,Golden Teeth,Sun Glasses,Black Power,,,ipfs://QmbjqsjRBXkBkLSyQztomFx6ECREEbwCG4AoKdYAYATtma/1976.json,ipfs://QmYrfB2gzs9wvAQxwKNurBwgL5mjGFpDFCSrYUaAc8iH7N,ipfs://QmfSFVA5b77V13zgXdjbpFd9aHTQWhnJmj8sND6pcQWgty,ipfs://QmWCAY4PZTu3xrUtesLPnKA7QSiLDXhePHs2He2Ajt26AD
3111,BFMC #3111,1824,133.2377897669996,,5,Dark,Blue,Blue White Leafs,Angry,,Mummy,,,ipfs://QmSZXxQnTHCcrEGg2uGSteh1aRguSmPJxg7w6c57fubD4a/3111.json,ipfs://QmWVZpU3aKJXZNXnJY1dMEZg1U3cfrp5WcuDL1Zrrth3SY,ipfs://QmVWaFTPK7Q5CsqYfK2yyK8Gj2JrQLDhkayd1NdsaVKxSn,ipfs://QmR1pZJdKTxZ2pyTVtMN7aTqaBaqAP4tJqZXDxGbX3F4rQ
2472,BFMC #2472,1825,133.18948169616382,,6,Dark Green 2,Brown,Yellow,Red Tongue,Blue Stars,White Camper With Horns,,,ipfs://QmVt6h9oS7EyXsZbgArXHsjU4MtbyuK4hMP3zsy7T273uZ/2472.json,ipfs://QmSzjKrJ9PkGXrFyt7xVx5cHoPeXMNNYZW1iU4NdffbCpS,ipfs://QmdskcMFJ9jwhvD7iW8ZuXDjB9H2QmUUPgPPN9WuiDgw66,ipfs://QmVrLv5eF71N7eLnyLzuNyMm9o9PF97ntnXfKTBgEXa1yW
581,BFMC #581,1826,133.1488200764671,,4,Dark Blue,Pink,Cheetah Hoddie,Smiling Braces,,,,,ipfs://QmYxgZki71XtsrRwXYxd5wFGkhbTGo2KkN974Cco8TrfHw/581.json,ipfs://QmXb8pXFrBShpzAjTQYQY64tJMn2WtVkrWW9dgwZQMW5tL,ipfs://QmWUchv2isWNz45jZP3JA7rU27AvN64pmRF3g2u8nxzRX3,ipfs://QmXL8M3RU8vqyGh2cpJkY4kodyRTtx1WifmrPqBao6KPuG
4426,BFMC #4426,1827,133.1231019117131,,6,Dark Green 1,Brown,Green Militar,Angry Teeth,Blue And Green,Chicken Hat,,,ipfs://QmRMkanBYopJJd9FWdkkGsFcfzKWEuU6jEBpb9UPMgWqws/4426.json,ipfs://QmZF5Y8jyxH6i3MPM57kh51b6Befn92J6UXtzcNVd78jMP,ipfs://QmXZuhF424jPMvcc1sYo2T9gvzWFXSG85wQehvrA731gay,ipfs://QmVRvGgZzHQR5DX3fP8dxXsW32joNbi8H3xgceUymMKZmz
1925,BFMC #1925,1828,133.0591232811747,,5,Dark,Brown,Yellow,Smiling,,Blue And Yellow With Horns On Fire,,,ipfs://QmbjqsjRBXkBkLSyQztomFx6ECREEbwCG4AoKdYAYATtma/1925.json,ipfs://Qmbbn2Cak4PZ6heWsxQkNnZi8pTSr5KyG9uF6aonvFhuF7,ipfs://QmTRc4SLYTssnPWdKtoGtrmrDHCeXgFAX98KLa84nB1wqD,ipfs://QmagBCeF1VFEFHjc9TxzrNQiGTn2wvZhCdyiz3u4SrtHtr
3353,BFMC #3353,1829,132.94373252759632,,5,Dark Green 2,Blue,Purple Leafs,Red Tongue,,Blue Party,,,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3353.json,ipfs://QmYjcyz8wP4c4PhT4fkH2D3bvjPwgjTJKvohjtFRSgxJXk,ipfs://QmWWcUfQU3HPRXMymGShoLSUzWJjtveNHZDrmjoYev5eS5,ipfs://QmbyaYYUqM5WJeHaPP7LYiaR8W5bUuLUVzUzExhyRUYSWb
2084,BFMC #2084,1830,132.84578912302138,Clown Nose,6,Light,Orange,Green Orange Jacket,Angry Teeth,,Blue Frenchie,,,ipfs://QmQ4T8t6YCagp99WRQeyp6geoJ77NKnt5YkmBDUWKNwjD7/2084.json,ipfs://QmcmGxZE2VpnWG2hhYg3VTciYUTRAyhvckFQEYj3vnQNWK,ipfs://QmQpATSEL7Ahji5L8wpxXuQ7TFGboXWSHsMjbw1neEt2CD,ipfs://QmYS5LLkh541EFNBhaC5nsVRtFhmj8BswggNAREfSzF25c
4412,BFMC #4412,1831,132.83033744014523,,6,Yellow,Brown,Green Orange Jacket,Smiling Teeth,Green Aviator,Angel,,,ipfs://QmRMkanBYopJJd9FWdkkGsFcfzKWEuU6jEBpb9UPMgWqws/4412.json,ipfs://QmSxwKQVjnWCnj9cP852VtoMm413hua2rkh7ExhpDos1Er,ipfs://Qmb25akK6QWXhYC6NxAomryqXdrh74nh5wv5GeyR2GxoN8,ipfs://QmVzFKaJcYtoMubeRSqUC5CD1dQ8ATVinZYJniQovzcaeF
2769,BFMC #2769,1832,132.8295476185827,,6,Dark Green 2,Brown,Dark Militar Green Jacket,Oh,Thug Life,,,Bitcoin Gold,ipfs://QmVt6h9oS7EyXsZbgArXHsjU4MtbyuK4hMP3zsy7T273uZ/2769.json,ipfs://QmeLNFmsgzEfbzUM5tWQuZuQivbUSGdfLNCH2s9Qkf3PzZ,ipfs://QmQz17NmagQFzM1pSnNzZdm8tjXHvLVekHDv4d5EUGLCHq,ipfs://Qme8WUXZ2ZEuDvibcfdosV5jvTVVNBeaSXCVji56oyPzsY
3604,BFMC #3604,1833,132.80046092370816,,6,Pink,Green,Green Militar,Smiling Cigarrete,Sun Glasses,,,Bitcoin Gold,ipfs://QmVsZhGtFQc3ZZX3jj3FTMWL59C3LLfztRPLoCWE1yaKho/3604.json,ipfs://QmWmU3j7zcufJn9F4xgcen234kFdk38smBa3CaKFVejJjP,ipfs://QmZH9hHfhpw69J4PpjxiZEmRBwypXD7QcguEWZKJXNRELj,ipfs://QmchW5TpRvujinNjXtNrM4148jst1GAgMsKKQA9g6p73vH
4812,BFMC #4812,1834,132.75759893976763,,5,Dark Green 2,Blue,Tank Top Red,Angry Teeth,,Chicken Hat,,,ipfs://QmegzVCh2rWhWQ31KEzkPHw54BzDDvwmRJqXHvqyS6PKjc/4812.json,ipfs://QmZrQHYRvULetvbJHRPVodvERtCCu279H5TYfzUoNQqBjS,ipfs://QmVHWTdpcK3Bsc9zoKZzomKhriLFpPi5MnqJLHCjAReC1e,ipfs://QmdLftS9LXWtx3KGks8qVmBUtMXk8ChMS9sqLNysXgLZLt
4698,BFMC #4698,1835,132.73598231382948,,6,Pink,Green,Tank Top White,Bubble Gum,Yellow Aviator,Blue Party,,,ipfs://Qma1bgfNc4Hyv5tZLkS7CBhRiTJbHiNd32apUwMBR2znAS/4698.json,ipfs://QmXw9Ro6dHqdarrVimjF6MCD9kq3kiFaKSfn7i4nteNnG9,ipfs://Qme3S2kFhAXadSR1jYLnni4uWEeFSrqVMEebmCjzpnqeBU,ipfs://QmUoXKEydKbEjjwrLBfyB2GkRz6hjY5gkBtnywjWiDByoL
1243,BFMC #1243,1836,132.7175965417378,,4,Light Green,Brown,Grey Stars,Angry,,,,,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1243.json,ipfs://QmTLNtx1HGvZnPLZv6bcryXptxXscZ75cNZucYSVJHZp4o,ipfs://QmWZnmWq5r4rDZFL9RwwaKwUBhvvFsr9FABUbkwnQsaQ3j,ipfs://QmNRCWDHmyYD2SJHu4kwdTZikw4RZCGrkfTXbUs1wN9Z6G
1548,BFMC #1548,1837,132.66572734483805,,6,Dark Green 2,Orange,Blue White Leafs,Smiling Braces,Blue And Green,Blue Frenchie,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/1548.json,ipfs://QmU4oRGLPx6rrs6VtvMBAhQyFxfhrKkB9n4KqgRYuL8DzG,ipfs://QmYw8BP5vZDy7FZrPqpbbejFbKwEfkJ6NqEDKAEPQVstQy,ipfs://Qmd8CrCiWUAdVtB23F6YQqBMkVgftCERdmoqKt6Qpp2rf6
4127,BFMC #4127,1838,132.59536860859666,,5,Pink,Blue,Tank Top Militar,Curious,Red Aviator,,,,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/4127.json,ipfs://QmeeoH34JdezRrrbm3tnVdgqZ8AaTn6auQ58NP2M5XzeGZ,ipfs://QmZAZixMq4hRErw7ggzcQBEzMUnQwDbLW1uCsXz5Cknt5N,ipfs://QmamgrFhCBmV79ry9rDnu9uwVqYRKSdf4J6bqVPKEskhBq
3687,BFMC #3687,1839,132.49766542792216,,5,Dark Green 2,Blue,Tank Top White,Angry Bubble Gum,,Black Power,,,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/3687.json,ipfs://QmZv15adXL8cTkgAstsBmKXxBBW8pmDWa4RRV8GADWQuxe,ipfs://QmXwigy4YuieVfHzq1amaDsX1xRY2TrGGJU9XWmcU6ePY3,ipfs://QmeZenqEd5jHsF83JhtJTLpLv38Ze5LddLkPJAmfqaYSjd
1562,BFMC #1562,1840,132.43191556006335,Clown Nose,6,Dark Green 1,Brown,Basic Light,Angry,,Vietinamite With Horns On Fire,,,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1562.json,ipfs://Qmc5L6wx6RrzCXrTUBiaKEKjnPrYMWqo7R66oCGcCAAM5o,ipfs://QmXpJ3fDmmjxjMeubpXijyDpeqRRWQJfXivmE6qcUR1JnL,ipfs://QmbAj3kGSYqYzT2nmeZBdPW96mnWShcrcT3HmkpzGekRzK
1968,BFMC #1968,1841,132.36958177644274,,4,Light Blue,Blue,Pink Light Blue Leafs,Angry,,,,,ipfs://QmbjqsjRBXkBkLSyQztomFx6ECREEbwCG4AoKdYAYATtma/1968.json,ipfs://Qmbn97GudUzag1zWynMj1BjMLHL2k1W6rv2CucvKLbYQiz,ipfs://QmNRTf8QvEsXj7nwxxzz58rcpWqYxSLKbWgjVs47ufFAV1,ipfs://Qmap2nez7CsWG1bsU7aBNKfgfRRZAH7hBLmjZ3FVzd7Wkh
697,BFMC #697,1842,132.3365981127484,,5,Dark,Brown,Black Hoddie,Sad,,Blue And Yellow Party,,,ipfs://QmPEs21wJwD979Y9oEgxuVURXNvz6uwp4VdxrReTonaFug/697.json,ipfs://QmW3G8whwPH7si3wCUmbrEVS141hi8jAARvUyFaHRMz2UG,ipfs://QmYNYZ2ykeAm1tqB3gJGifNpdpKKpvki1BEdg78hAMn4zr,ipfs://QmNwsFYutXzPduA7wXVoH6Yr146357wfCwq6hi3CPcZ92T
42,BFMC #42,1843,132.3015882087091,,6,Yellow,Blue,Light Brown,Angry Teeth,Blue Stars,Black Power,,,ipfs://QmYxgZki71XtsrRwXYxd5wFGkhbTGo2KkN974Cco8TrfHw/42.json,ipfs://QmWxYo9QeZ5DyveAUsU8Tcaj5ZoFDN4BEb7xRRDPrJQqDv,ipfs://QmWp37wvXjnqwyqxeHt46m7mvfgrs6NuYFyMZ2D6W41769,ipfs://QmNiXeiTwtqH4E8mvFrsc1sF8zYs8g3gSRkXWTSyuq5fYo
925,BFMC #925,1844,132.29190854464602,Claws,7,Dark Green 2,Brown,Yellow,Bubble Gum,Yellow,Blue Party,,,ipfs://QmPEs21wJwD979Y9oEgxuVURXNvz6uwp4VdxrReTonaFug/925.json,ipfs://QmcUsAfCWDYRCCeNJ6ygyYVBASfFGFcf1wTQsGc2GSVkgr,ipfs://QmTxSzrQBQegRX9MwRnS4NmeLnQUwF5FjuWmTs7RypiFn3,ipfs://QmeFW3dBiXcXgA8gxAiYrsacKjCUGSnwwZvpNVNeThbp3A
3909,BFMC #3909,1845,132.28465999239327,,5,Dark Blue,Brown,Tank Top Red,Angry Teeth,,Brown With Yellow Flower,,,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/3909.json,ipfs://QmPV58wy7qUFAQo5VKDEqm4giUjzAA1WRFUdvxySZ8XEge,ipfs://QmZ32UpUEN2BZERoqkbvJS2JCd7FJExXWpu98gYL3YWjMX,ipfs://QmboXgYpUvatYd9xC3855vDa72XPFqRpYVFob8jVkBYYUW
5039,BFMC #5039,1846,132.17171071864053,,6,Dark Green 2,Brown,Green Hoddie,Oh,Blue And Green,Angel,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/5039.json,ipfs://QmY7MeXYknc3K35b2noMDjZzoeiAuRGAFvgwqpQjrBzgtY,ipfs://QmS87fXJrETAwZubGWaXA8Gtxgt5SH526GRSDc85goBb9p,ipfs://QmawgHtStp4UuTEn6mfCA3sCsEfwgesYRM2KEdYqNMXDGN
3503,BFMC #3503,1847,132.15915503434903,,5,Yellow,Brown,Militar Green Jacket,Sad,,Blue,,,ipfs://QmQ4T8t6YCagp99WRQeyp6geoJ77NKnt5YkmBDUWKNwjD7/3503.json,ipfs://QmSBbUSmXQ9KGqBhoc3pZQyKbh9ENemQ5JC15f6XZrV9jS,ipfs://Qmc9ZxA5X54hVveRKErBQAtULowJkMCc53dc6JvqXPJzCN,ipfs://QmPxrntXN6QvafZTMtXfaH1bsgPmKpGRegA9erDx7FT6mV
5040,BFMC #5040,1848,132.07430421465915,,4,Dark Blue,Orange,Yellow Leafs,Very Angry,,,,,ipfs://QmXBx9YS6gAy13YtXdGYuZ34A1YR6roMGLjmDFzrvmsoYs/5040.json,ipfs://QmccFTcf4inRPxpiHRC7CJwuUvQt1NoJzotC3G8qFrAasW,ipfs://QmdQhGBfShcJa5Yfj9UQD34URDE2aJ2aCzHf6xvkcWXE5G,ipfs://QmYMnT4bAzYv75h62CtsSasPyfzYZkgW4TH295JPVmBZd3
3967,BFMC #3967,1849,132.0382749185845,,5,Yellow,Blue,Green Leafs,Wow,Red Aviator,,,,ipfs://QmRq9Br2TZtgPCDnpzY7bSkb4BhZHZRWHymz634Q8347oG/3967.json,ipfs://QmWqdMbPXPHXkY6sPZwFr12uro9pR9RTWX3KnRg6f2P8L1,ipfs://QmWF65bC5xEoesiyP4G1bGHoXC3a9mxRbqXiFjGujPzpZ5,ipfs://QmUoN32iUSuqpSyGazZenwEewBWiC2PeRytv7u7rvSx1yi
502,BFMC #502,1850,132.0087406189898,,6,Dark Green 1,Pink,Brown,Smiling Cigarrete,Blue And Green,Angel,,,ipfs://QmYxgZki71XtsrRwXYxd5wFGkhbTGo2KkN974Cco8TrfHw/502.json,ipfs://QmRaFebLrG8RS4xboDg84S36EyCGomPuFzrf1VnnQwRhZL,ipfs://QmcddnwBiy9FtKecwRewCJiPF1QoH4esfhfjD2kahmGZpq,ipfs://QmTWjs5DEpWcQCdWv5JeirFsbMLRJ1DvLeZP5vGgHw8FzN
967,BFMC #967,1851,131.93294299662503,,5,Dark Green 1,Brown,Green Militar,Smiling Teeth,,Blue,,,ipfs://QmSZXxQnTHCcrEGg2uGSteh1aRguSmPJxg7w6c57fubD4a/967.json,ipfs://QmauYYfoC9YvmYq5KaEinhiZY2TJr5Li4vrGRGwa9jj7yd,ipfs://Qmf7Nj99FBL8oB9Sj9LS4CmimsV9ba2Kge2xuz1Ffnrwvd,ipfs://QmeraHK5XiekAKVZrw1QyHg3dEFDiu3ov5MCW4CSF3hLmZ
129,BFMC #129,1852,131.87850926859775,,5,Dark Green 1,Green,Cheetah,Smiling Braces,,,,Bitcoin Gold,ipfs://QmQ4T8t6YCagp99WRQeyp6geoJ77NKnt5YkmBDUWKNwjD7/129.json,ipfs://QmQ6vFTJytBZNgaoZizU9Kfj3f9ZK5rSwCZCt18JMJ4JuH,ipfs://QmZQx7vaSsC1vaLPZi3aC9F5jRnJgXiRSbUvYPSQVUs3Go,ipfs://QmQrwHmWQSbzDaFyDkTR6i67ZbUa51n3pHy8FLMk73cgQ4
2211,BFMC #2211,1853,131.86114572157297,,5,Pink,Blue,Green Hoddie,Smiling,,Vietnamite,,,ipfs://QmbjqsjRBXkBkLSyQztomFx6ECREEbwCG4AoKdYAYATtma/2211.json,ipfs://QmYhAo6sjzNtb4q8dK3HXhMGSXSuFjm98yYsosJfjwgzXw,ipfs://QmS6wzkMn6NG5fPmrGobjcHFpHNWDL22RefxQr5po2SbKt,ipfs://QmbeLgMkvjUWre4g6rJhGwwTeHsjUxbEkhLaTRCB1T19ph
738,BFMC #738,1854,131.8398014970115,,5,Dark Green 1,Brown,Light Brown,Upset,,Laurel Wreath,,,ipfs://QmPEs21wJwD979Y9oEgxuVURXNvz6uwp4VdxrReTonaFug/738.json,ipfs://QmV3hpHMAjNSn5vaevMvXrXmJGB3GVN2NJs42BPmanDpfM,ipfs://QmRxCvCTzgbzh6am67YjmZDkLF7AWAcq1Eoua1JcR91Hij,ipfs://QmYb7fqzwCuhmpJ8MeMSmg4fNvgmDwNMTA72KNjWQgb819
1770,BFMC #1770,1855,131.82428082212422,,5,Dark Blue,Green,Green Militar,Red Tongue,,Luck Poker Militar,,,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1770.json,ipfs://QmcDh6ZT2iseWRuyX37vfKhdsPddqfreYGpv9sasGiKJGH,ipfs://QmXMt2qb9HKBbhY49k7P71Bx7APcAZVfoihoJuXuUkA9BQ,ipfs://QmadsT1JEBUhtt5eNQNwzUhsXwJJ3TgVNQvFusjAgY7F7L
4951,BFMC #4951,1856,131.8069478621839,,5,Light Blue,Brown,Grey Militar,Smiling,,Blue And Yellow Party,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/4951.json,ipfs://QmTEr6sXiTxffrwTbEPh3wkrKhkNNkArEevQhum2PMUeMB,ipfs://QmWxFWUMxD3NbLSx1rCQ4H9M5jDvD4wPw1Smeygdd2LM5Y,ipfs://QmdaqdAS3QTxgHokvznRe3rkbxo5ekZ6tXG3PWZTLsuo72
2887,BFMC #2887,1857,131.795273492736,,4,Light Green,Brown,Yellow Leafs,Golden Teeth,,,,,ipfs://QmVt6h9oS7EyXsZbgArXHsjU4MtbyuK4hMP3zsy7T273uZ/2887.json,ipfs://QmPFsrLoM5a7YfXsTHC6R35o7sLftt9uSg9dNfVMp2EdB6,ipfs://QmSU4wM1KgtWA6ZWyKf9NvGb5FmuvFcabYcScDrUGWsjNN,ipfs://Qmeaqxxeu7GYtpURbkCCUAZupC3qYSxKgHDHxJi4E8TNc4
1323,BFMC #1323,1858,131.78691053385376,,6,Dark Green 1,Orange,Basic Light,Sad,Yellow,Chicken Hat,,,ipfs://QmegzVCh2rWhWQ31KEzkPHw54BzDDvwmRJqXHvqyS6PKjc/1323.json,ipfs://QmZoHg1mapnkwz9pUbJTBc2rR4j3e82Uu8tHqL9nDriJxD,ipfs://QmP14fKQSCFtoAN38g6Sda94fmQjaUpych8Vu6A7GE1MzV,ipfs://QmW5F2JkqmtZXHHQLbjzXiDAFhtRuyb1duYRdLHQBhYMRU
3149,BFMC #3149,1859,131.73113402876308,,5,Dark Green 1,Brown,Purple Leafs,Smiling Teeth,Yellow And Blue,,,,ipfs://QmaW3kyH4mnDAdWpXGDTuybKj98stG4ZJsGXBpQKpLCb8F/3149.json,ipfs://Qma13F4FS36QhSePunerAXQWzvK53GtKFCAyLxdQhHfQju,ipfs://QmbU3oNwH7wvdVJJF77bcEKFK9tAeJeNAffju8tYqBdNNH,ipfs://QmVB3m4boc1dqz9uZUBMNMFd1rvsmTBt1HwKSPKPxJ6NXe
2725,BFMC #2725,1860,131.7280376763886,,5,Dark Green 2,Green,Blue Stars,Wow,,Hunter,,,ipfs://QmZfbSA3eaDaJ8SN1K9rRvRxLoUHLkVgwKmrcNppjkXEbH/2725.json,ipfs://QmZPFuPJ7GaFMkUNNpjmpSXj4jZu2AmUe18cpQ8FtZx6FS,ipfs://QmaCHisLkki8ABRELx4qFQbCet822JYb7fZ64g9nK4Uo4V,ipfs://QmWAUozA3XfvW4xwXuf9eeANqzxhKLU9wN123n9DMrv5GU
4672,BFMC #4672,1861,131.62929929235878,,6,Dark,Blue,Tank Top Red,Bubble Gum,Thug Life,Blue Party,,,ipfs://QmRMkanBYopJJd9FWdkkGsFcfzKWEuU6jEBpb9UPMgWqws/4672.json,ipfs://QmfLx7p3JDBfbtRYjYtf6djDvHQuSRGUUHTExqw3iR73cf,ipfs://QmYfChpKyNaEEcr73FcFct956Q58KRsHPVoTDJnFsyk9p6,ipfs://QmUdGncs9B1epSSGQ78RohPYh188U5Jv3HCs3fNfTj6RuF
1180,BFMC #1180,1862,131.5677431549441,,6,Light Green,Brown,Green Orange Jacket,Bubble Gum,Thug Life,Blue And Yellow Party,,,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1180.json,ipfs://QmYp5SPBLdnbeRPMrotQHMLyHqLvos1AXfEAyXN55vdNes,ipfs://QmZNYCrDBZYVEuiTofPHf6X3DKnGQ5P4cbtvKzyJaPAyAN,ipfs://QmZREVpCYjiP78UqSni3tq86AaLCwhqfUAAbErWN58GFkb
1403,BFMC #1403,1863,131.5545054157025,,4,Dark,Brown,Purple Hoddie,Very Angry Teeth,,,,,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1403.json,ipfs://QmeKUGzy1UzPei781t8ciPYw4sEF2weJgsJYwVbJGE93Wj,ipfs://QmSNNxEizpwFW93bde1Qoo8JbuJsTEfondsiACrwBXdM25,ipfs://QmZUGSZmcXNg9PWzzmgxR7gcuKgfyVGqt2e8p2XiSn8nxS
178,BFMC #178,1864,131.5505068938219,,4,Dark Green 1,Orange,Yellow Leafs,Bubble Gum,,,,,ipfs://QmYxgZki71XtsrRwXYxd5wFGkhbTGo2KkN974Cco8TrfHw/178.json,ipfs://QmdEWzuE5GmT1oopV1FLpw9AdrVLn4YY1LBpoE8SmvKcdE,ipfs://Qmcs1dMY3RjhDnxJViCozS71BU2G2qzd5UquDH1Y1kGyNz,ipfs://QmZBaFz1WsaxPZrPsi38DGJiQ8JbA6SFx9frApAg63ScAj
1160,BFMC #1160,1865,131.53720153119616,,4,Dark Blue,Brown,Red Hoddie,Bubble Gum,,,,,ipfs://QmarQiRC6TWFRt2Zsqf9f6kX1h4NcvGA7dZtHfLh976iPy/1160.json,ipfs://QmSJEUwjem2zEkrF5zXkF2afvLuNvryhKkcN3Np7mwUUh7,ipfs://QmQhewoJ99c2stA7LvssJwRoZVSsYQUgMvsY55Qmdg94LX,ipfs://Qmf1QmnczdGJo9CMnT2S7rTmeYX5jpb3XHcArGs5bFoP8Z
723,BFMC #723,1866,131.52419595739593,,6,Dark Green 1,Blue,Dark Militar Green Jacket,Smiling Cigarrete,,Blue And Yellow Party,,Big Foot Gold,ipfs://QmPEs21wJwD979Y9oEgxuVURXNvz6uwp4VdxrReTonaFug/723.json,ipfs://QmTxUQdR1piVcixTgWDUj1o9AgT6MeGs5NCVgVpUTcBZYZ,ipfs://QmTjFpCXWEXfwyyfYpmVVMQLC98kLSzjgn21YpN5hDamHW,ipfs://QmUwjVKxquuNhQVmi36wCbLxJzLJMLj32GxkSJpomQknxR
234,BFMC #234,1867,131.48635513525633,,5,Dark Green 2,Blue,Purple Militar Hoddie,Golden Teeth,Yellow,,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/234.json,ipfs://QmcMhtFLCqXbUX3H2pBHmg32CcU6AVg3JhCUb7FGqmQpXn,ipfs://QmWDwhz2cfYbebQi97ce4tCLzNruPVChizCRD7xtPfJJNj,ipfs://QmfB2urj9SJQQoHKpwyMpmZK3EdHHk9qF2ittqUaLS7Aov
3115,BFMC #3115,1868,131.4793250909342,,6,Dark Blue,Green,Light Brown,Angry,Thug Life,Blue Frenchie,,,ipfs://QmTHpP4PjC7CM9jzNf76E7e33FYoSXzzKmZLHgnPW381dY/3115.json,ipfs://QmURH8rduPxsU2VgFNPmXvUs1GkYZeNBtiqQEjKdievday,ipfs://QmRDa21y9zGmbHGs4nd66GWsFSpAXaYgsH8V5EmJV3BCKK,ipfs://QmbC1DZUhkCKTcNVBcGeThUnnwxEz2TQH55aRKochRsimt
2699,BFMC #2699,1869,131.42231873528988,,6,Light Blue,Green,Green Orange Jacket,Golden Teeth,Sun Glasses,Vietnamite,,,ipfs://QmVt6h9oS7EyXsZbgArXHsjU4MtbyuK4hMP3zsy7T273uZ/2699.json,ipfs://QmVqiZYPLA8sH6MTnBUFtFhKdr3MNaisMLScL6Yv2w5V5b,ipfs://Qmc7uncmSMatfcHBpU46q6EuzWTs68RpW3mtT4hHizCQ5n,ipfs://QmWJW84fePaytHcj1WDPYm2EwXaJLhm1W8KVgkXyJKb9Q4
