ID,Name,Rank,Rarity_Score,Attributes,Background,Calligraphy,Eyes,Face,Facepaint,Headband,Mouth,Nose,Panel,Paper,Sign Panel,Signature,Special
468,Tezumura #468,268,630.3798145095855,12,Kirameki 02,Calligraphy,Rikka,Happy White,Kawaii,Painter 01,Mad,Whictchy,Shikaku Navy,Washi paper,Sign Panel 11,Signature,
1007,Tezumura #1007,269,630.3233131361961,12,Disco 03,Calligraphy,Yatta,Rich Beige,Heitai Yellow,Wind Blow,HUH !!!,Coma,Sensu  Green,Washi paper,Sign Panel 00,Signature,
918,Tezumura #918,270,629.332514461187,12,Pixel 01,Calligraphy,Serious Eyes,Rich Grey,Yamato 03,Punk Stars,Spaghetti,Groovy,Tate Byubu Violet,Washi paper,Sign Panel 09,Signature,
334,Tezumura #334,271,628.9131676752497,12,Torinokoiro,Calligraphy,Bushi Eyes,Long Chin Biege,No Moyo,Girl,Yellow Donut,Fuji,Shikaku Midori,Washi paper,Sign Panel 06,Signature,
115,Tezumura #115,272,627.9173321642746,12,Maru Nami 04,Calligraphy,Kensa,Marui Blue,Moyo 01,Kung Fu Fighter 02,Karasu,Marui,Star Knife Red,Washi paper,Sign Panel 09,Signature,
311,Tezumura #311,273,627.072027422695,12,Asagao 04,Calligraphy,Dotto,Long Chin Blue,Creep man,Literati,Foxy Smile,Marui,Byubu Lime,Washi paper,Sign Panel 15,Signature,
576,Tezumura #576,274,626.8089281633504,12,Kirameki 03,Calligraphy,Kensa,Happy White,Manabi 03,Kami,Bastard,Manga,No Byoubu,Washi paper,Sign Panel 04,Signature,
360,Tezumura #360,275,626.7017452304176,12,Golden,Calligraphy,Kabuki Eyes02,Long Chin White,Spades,Kabuki Ao,melon,Bootsu,Sensu Indigo,Washi paper,Sign Panel 09,Signature,
403,Tezumura #403,276,625.919149952015,12,Kumori 05,Calligraphy,What's up,Marui Beige,Majime 05,The Pink Mask,He He He,Whictchy,No Byoubu,Washi paper,Sign Panel 15,Signature,
383,Tezumura #383,277,625.8919529189151,12,Hanga 02,Calligraphy,Kensa,Marui Yellow,Midori Shu,The man,Foxy Smile,Ringgu,No Byoubu,Washi paper,Sign Panel 09,Signature,
1005,Tezumura #1005,278,625.8204457262998,12,Asagao 04,Calligraphy,Disney Eyes,Rich White,Otafuku 04,Lady of Fun,Biting Tooth,Marui,Shikaku Rose,Washi paper,Sign Panel 07,Signature,
712,Tezumura #712,279,625.6326984876868,12,Kumo Dento 04,Calligraphy,Kurushi,Oval Red,Omuri Kaki 03,Oni Raijin,Mad,Coma,Sensu  Green,Washi paper,Sign Panel 09,Signature,
659,Tezumura #659,280,625.2586917496457,12,Shibori 03,Calligraphy,Majime,Rich Red,No Moyo,The man,Spaghetti,Fuji,No Byoubu,Washi paper,Sign Panel 14,Signature,
238,Tezumura #238,281,625.2085598547342,12,Kusama 04,Calligraphy,Kensa 02,Marui Blue,Omuri Kaki 02,Rock Munk,Warrior 03,Manga,Shikaku Yellow,Washi paper,Sign Panel 13,Signature,
36,Tezumura #36,282,625.1327400556124,12,Kousaten 04,Calligraphy,Kashira,Rich Red,No Moyo,Shinto priest,EHiiii,Mahou,No Byoubu,Washi paper,Sign Panel 04,Signature,
288,Tezumura #288,283,622.357394843962,12,Maru Nami 03,Calligraphy,Katamari,Oval Beige,Majime 02,Ninja,Red Lollipop,Coma,Tate Byubu  Yellow,Washi paper,Sign Panel 06,Signature,
521,Tezumura #521,284,621.9314760818729,12,German 02,Calligraphy,Foxxy Lady,Long Chin Biege,Manabi 04,Kabuto,Foxy Smile,Oldy,Byubu Midori,Washi paper,Sign Panel 01,Signature,
865,Tezumura #865,285,621.0648126714511,12,Pixel 05,Calligraphy,Serious Eyes,Happy Red,Heitai Indigo,Maiko 02,Ehhh!,Sharpy,Star Knife Bue,Washi paper,Sign Panel 08,Signature,
77,Tezumura #77,286,620.8931544404028,12,Taisha,Calligraphy,Thoughtful,Oval white,Manabi 03,Buddha,Tezos Chcco,Fuji,Shikaku Rose,Washi paper,Sign Panel 04,Signature,
839,Tezumura #839,287,620.1717007439293,12,Cerulean Blue,Calligraphy,Kurushi,Oval Red,Majime 03,Gandamu 03,HaHaHa,Manga,Sensu Mikan,Washi paper,Sign Panel 15,Signature,
423,Tezumura #423,288,620.1028493894165,12,Kusama 05,Calligraphy,Serious Eyes,Happy Red,Majime 01,O-bake,Licking Lip,Coma,Byubu Indigo,Washi paper,Sign Panel 00,Signature,
326,Tezumura #326,289,619.157394843962,12,Asagao 03,Calligraphy,Kurushi,Oval Beige,Omuri Kaki 02,Harajuku Blue,Butterfly,Groovy,Tate Byubu Midori,Washi paper,Sign Panel 00,Signature,
2,Tezumura #2,290,618.4047932260653,12,Kumori 01,Calligraphy,Disney Eyes,Oval white,Kiss 01,Ninja 02,melon,Coma,Shikaku Murasaki,Washi paper,Sign Panel 05,Signature,
129,Tezumura #129,291,617.6744633619594,12,Crane,Calligraphy,Kensa 02,Marui Yellow,Mononoke,Kabuki God Fire Ao,Boring,Whictchy,Tate Byubu Midori,Washi paper,Sign Panel 10,Signature,
563,Tezumura #563,292,617.238859557085,12,Carmine,Calligraphy,Hitome,Keen  Grey,Yamato 01,Kabuki God Fire Ao,Napkin,Coma,No Byoubu,Washi paper,Sign Panel 01,Signature,
93,Tezumura #93,293,617.1236075785959,12,Wave Pattern 01,Calligraphy,Boring,Happy White,Yamato 02,The prince,Wow Ha Ha,Lumpy,Sensu Mikan,Washi paper,Sign Panel 10,Signature,
387,Tezumura #387,294,616.8191594639609,12,Malachite,Calligraphy,Naha Machi,Sharp grey,Frontman Red,The Pink Mask,Tezos Binky 01,Coma,Tate Byubu Navy,Washi paper,Sign Panel 10,Signature,
322,Tezumura #322,295,615.9504653415134,12,Disco 02,Calligraphy,Cute eyes,Keen White,No Moyo,Dorobo Girl,He He He,Whictchy,No Byoubu,Washi paper,Sign Panel 09,Signature,
208,Tezumura #208,296,615.8650803951257,12,Pyramid 01,Calligraphy,Third Eyes,Sharp  Red,Mononoke,Samurai 01,Yellow Donut,Bootsu,Shikaku Indigo,Washi paper,Sign Panel 13,Signature,
926,Tezumura #926,297,615.2366902530719,12,Maru Nami 02,Calligraphy,Fighto!,Sharp Blue,Warrior Paint Indigo,Daruma Demon,Foxy Smile,Buta,No Byoubu,Washi paper,Sign Panel 15,Signature,
724,Tezumura #724,298,615.0822224948706,12,Hyakugun,Calligraphy,Kensa 02,Marui Beige,Majime 01,Horse Jocky,Gzzz...,Bandage,Tate Byubu  Chairo,Washi paper,Sign Panel 05,Signature,
626,Tezumura #626,299,615.0792475567406,12,KumoDot 02,Calligraphy,Fear,Keen  Red,Moyo 02,Bushi 02,Foxy Smile,Sharpy,No Byoubu,Washi paper,Sign Panel 13,Signature,
58,Tezumura #58,300,614.9114187776318,12,Golden,Calligraphy,Hero,Keen  Grey,Heitai Yellow,Harajuku Aka,Pink Donut,Lumpy,No Byoubu,Washi paper,Sign Panel 05,Signature,
677,Tezumura #677,301,614.7453799582629,12,Polkadot 01,Calligraphy,Monsta!!,Rich Red,Mononoke,Demon Kabuki,Mad,Buta,Shikaku Murasaki,Washi paper,Sign Panel 06,Signature,
914,Tezumura #914,302,614.2958507946657,12,Basketry 04,Calligraphy,Cute eyes,Oval Red,Heitai Red,Mickey Demon,Geisha,Bandage,No Byoubu,Washi paper,Sign Panel 06,Signature,
778,Tezumura #778,303,614.2664523109617,12,Pyramid 01,Calligraphy,HoHoemi,Sharp grey,Otafuku 03,Oni Fujin,Dali Punk Yellow,Ringgu,No Byoubu,Washi paper,Sign Panel 02,Signature,
474,Tezumura #474,304,614.1808489571468,12,Sagittal 04,Calligraphy,Konran,Oval Beige,Otafuku 02,Kirin Ao,Tez Coin 02,Whictchy,Shikaku Indigo,Washi paper,Sign Panel 03,Signature,
132,Tezumura #132,305,612.8578093036442,12,Gunroku,Calligraphy,Dotto,Sharp  Beige,Shogun 01,Kabuki God,Burger Time!,Marui,Sensu Mikan,Washi paper,Sign Panel 13,Signature,
632,Tezumura #632,306,612.4166130217814,12,Yen 01,Calligraphy,Marubero,Keen Beige,Majime 05,Kung Fu Fighter,Thousand Tez 01,Roundy,Shikaku Navy,Washi paper,Sign Panel 12,Signature,
358,Tezumura #358,307,611.9982678231107,12,Botan,Calligraphy,Konran,Marui Beige,Otafuku 03,Kabuki God Fire Kiro,HUH !!!,Fuji,Sensu Indigo,Washi paper,Sign Panel 02,Signature,
139,Tezumura #139,308,611.2318946705273,12,Rokusho,Calligraphy,Kensa,Happy Grey,Yamato 01,Kabuki Ao,Geisha,Fuji,No Byoubu,Washi paper,Sign Panel 04,Signature,
119,Tezumura #119,309,611.1111947390838,12,Doodle,Calligraphy,Kensa,Long Chin Red,No Moyo,The Ainu,HaHaHa,Lumpy,Shikaku Mikan,Washi paper,Sign Panel 06,Signature,
867,Tezumura #867,310,611.0275187567498,12,Kusama 01,Calligraphy,Boring,Oval Grey,Omuri Kaki 02,Amaterasu,Antiuque Pipe,Skull,No Byoubu,Washi paper,Sign Panel 11,Signature,
791,Tezumura #791,311,610.0391826890423,12,Hineiro,Calligraphy,Serious Eyes,Rich Purple,Warrior Paint Red,Ninja,Tezos Binky 01,Wavy,Star Knife Indigo,Washi paper,Sign Panel 14,Signature,
574,Tezumura #574,312,609.7499818235459,12,Fujiiro,Calligraphy,Hanaman,Long Chin White,Manabi 01,King Mokey 01,Cocktail,Fuji,Byubu Yellow,Washi paper,Sign Panel 03,Signature,
153,Tezumura #153,313,609.5849454501786,12,Kousaten 03,Calligraphy,Marubero,Keen White,Kiss Star,Nomad,HaHaHa,Hook,No Byoubu,Washi paper,Sign Panel 13,Signature,
680,Tezumura #680,314,609.5836101662757,12,Rose Madder,Calligraphy,Sunglass,Sharp White,Spades,Kabuki shiro,Gzzz...,Wavy,No Byoubu,Washi paper,Sign Panel 15,Signature,
635,Tezumura #635,315,608.3482656842017,12,Maru Nami 04,Calligraphy,Musume,Long Chin Biege,No Moyo,Kirin Ao,Rainbow Vomit,Asura,Star Knife Bue,Washi paper,Sign Panel 11,Signature,
773,Tezumura #773,316,607.4196064413612,12,Disco 01,Calligraphy,Marubero,Happy Beige,Majime 02,Rich Man,Butterfly,Roundy,No Byoubu,Washi paper,Sign Panel 03,Signature,
669,Tezumura #669,317,607.4031177507849,12,Kusama 04,Calligraphy,Shock,Happy White,Otafuku 02,God of Sun,EHiiii,Marui,No Byoubu,Washi paper,Sign Panel 04,Signature,
489,Tezumura #489,318,606.6290253606539,12,Golden,Calligraphy,Sunglass,Oval white,Manabi 02,Knowledge God,Burger Time!,Fuji,Sensu Mikan,Washi paper,Sign Panel 11,Signature,
919,Tezumura #919,319,606.476659896381,12,Pyramid 04,Calligraphy,Kabuki eyes,Rich Grey,Warrior Paint Green,Violet Demon,Napkin,Bootsu,No Byoubu,Washi paper,Sign Panel 08,Signature,
639,Tezumura #639,320,606.3704935731897,12,Kirameki 01,Calligraphy,Kensa 02,Oval Beige,Majime 03,Dragon Demon,Cocktail,Shimpuru,Shikaku Rose,Washi paper,Sign Panel 01,Signature,
136,Tezumura #136,321,605.1931678951147,12,German 02,Calligraphy,Rikka,Marui Grey,Creep man,Kabuki God,Boring,Shimpuru,No Byoubu,Washi paper,Sign Panel 12,Signature,
330,Tezumura #330,322,604.7315783075572,12,Maru Nami 03,Calligraphy,Curious Eyes,Keen  Red,Ao Shu,Lil Girl,Thousand Tez 03,Bat,Star Knife Lime,Washi paper,Sign Panel 02,Signature,
686,Tezumura #686,323,604.2904659655255,12,Yamabuki,Calligraphy,Konran,Rich Grey,Majime 03,Hyper Bot 01,Spaghetti,Fuji,Byubu Yellow,Washi paper,Sign Panel 00,Signature,
646,Tezumura #646,324,603.9703317962216,12,Nami 05,Calligraphy,Kensa,Marui Blue,Majime 04,Army Man,Licking Lip,Fuji,Tate Byubu  Chairo,Washi paper,Sign Panel 03,Signature,
727,Tezumura #727,325,603.1132355711746,12,Kusama 01,Calligraphy,Curious Eyes,Sharp grey,Warrior Paint Yellow,Shogun,WhaAaaA,Whictchy,Sensu Indigo,Washi paper,Sign Panel 13,Signature,
89,Tezumura #89,326,602.7183919474626,12,Polkadot 04,Calligraphy,Hitome,Marui Grey,Omuri Kaki 02,Mickey Demon,Burger Time!,Fuji,Byubu Yellow,Washi paper,Sign Panel 15,Signature,
888,Tezumura #888,327,602.7004708755171,12,Coin Pattern 04,Calligraphy,Kubota,Rich Purple,Kiss 01,Ninja 02,Yellow Texas Mustache,Asura,No Byoubu,Washi paper,Sign Panel 13,Signature,
268,Tezumura #268,328,602.5299680334845,12,Disco 03,Calligraphy,Kensa,Rich Grey,Majime 02,Evil Kabuki,Uncle Grey Mustache,Hook,Byobu Chairo,Washi paper,Sign Panel 08,Signature,
420,Tezumura #420,329,602.2029756858544,12,Asagao 01,Calligraphy,Katamari,Happy White,Heitai Yellow,Fisherman,Butterfly,Marui,No Byoubu,Washi paper,Sign Panel 08,Signature,
834,Tezumura #834,330,601.4075383846317,12,Rokusho,Calligraphy,Majime,Happy Beige,Heart,Nomad Samurai,Gummy Balloon,Fuji,Byubu Yellow,Washi paper,Sign Panel 14,Signature,
814,Tezumura #814,331,601.3957594635605,12,Pixel 01,Calligraphy,Grim,Keen White,Warrior Paint Yellow,Ninja,Saiya Mouth,Roundy,Sensu Blue,Washi paper,Sign Panel 02,Signature,
353,Tezumura #353,332,601.2705519045668,12,Rose Madder,Calligraphy,Kabuki Eyes02,Sharp White,Manabi 04,Electra,Sexy Hey,Drop,No Byoubu,Washi paper,Sign Panel 05,Signature,
304,Tezumura #304,333,600.1924493700651,12,Yen 02,Calligraphy,Konran,Oval Red,Kabuki Green,Icecream Man,Bastard,Sharpy,No Byoubu,Washi paper,Sign Panel 10,Signature,
829,Tezumura #829,334,598.3969282694035,12,Yamabuki,Calligraphy,Cute eyes,Sharp grey,Omuri Kaki 02,Tezos Army Red,Blue Lollipop,Hook,Shikaku Green,Washi paper,Sign Panel 12,Signature,
448,Tezumura #448,335,598.2376671662828,12,Kumori 02,Calligraphy,Kensa,Sharp grey,Omuri Kaki 02,Nomad,Biting Tooth,Groovy,No Byoubu,Washi paper,Sign Panel 11,Signature,
803,Tezumura #803,336,598.123697333571,12,Pixel 06,Calligraphy,Disney Eyes,Sharp grey,Mononoke,Daimyo,Ehhh!,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
185,Tezumura #185,337,598.0961508248231,12,Wave Pattern 01,Calligraphy,Rikka,Long Chin Blue,Kabuki Red,Afro Koi,Tezos Ice 01,Sharpy,Shikaku Murasaki,Washi paper,Sign Panel 00,Signature,
277,Tezumura #277,338,597.7272875567884,12,Hanga 03,Calligraphy,Boring,Long Chin Red,Heitai Indigo,Amaterasu,Sexy Hey,Sharpy,Shikaku Red,Washi paper,Sign Panel 13,Signature,
645,Tezumura #645,339,597.4189205637714,12,Basketry 03,Calligraphy,Curious Eyes,Keen  Red,Majime 05,Rich man Blue,Smoking,Asura,No Byoubu,Washi paper,Sign Panel 06,Signature,
191,Tezumura #191,340,596.6285462322206,12,Maru Nami 03,Calligraphy,Kashira,Oval Grey,Otafuku 04,Craft man and Ice,Antiuque Pipe,Whictchy,No Byoubu,Washi paper,Sign Panel 04,Signature,
820,Tezumura #820,341,596.0226033770256,12,Coin Pattern 03,Calligraphy,Kensa,Marui White,Mononoke,Heaven King,Warrior 03,Bat,No Byoubu,Washi paper,Sign Panel 04,Signature,
135,Tezumura #135,342,595.9543827088048,12,Yen 04,Calligraphy,Kensa,Rich Red,Majime 01,Police,Tezos Binky 01,Lumpy,No Byoubu,Washi paper,Sign Panel 01,Signature,
110,Tezumura #110,343,594.0908192942745,12,KumoDot 03,Calligraphy,Gakumon,Rich Grey,Manabi 03,High Maiko,Warrior 03,Whictchy,Byobu Murasaki,Washi paper,Sign Panel 11,Signature,
1004,Tezumura #1004,344,593.3508822826237,12,Kumo Dento 04,Calligraphy,Stunned,Marui Beige,No Moyo,Craft man and Ice,Dorobou,Whictchy,Byubu Indigo,Washi paper,Sign Panel 05,Signature,
366,Tezumura #366,345,593.0572215417307,12,Marume 01,Calligraphy,Bushi Eyes,Rich Purple,Warrior Paint Yellow,Tokugawa,Big Lips,Bat,No Byoubu,Washi paper,Sign Panel 03,Signature,
795,Tezumura #795,346,592.7488127741321,12,Kumori 03,Calligraphy,Pirate,Keen  Grey,No Moyo,Shogun 02,Yellow Donut,Manga,No Byoubu,Washi paper,Sign Panel 10,Signature,
763,Tezumura #763,347,592.59935288592,12,Torinokoiro,Calligraphy,Katamari,Long Chin White,Kabuki Red,Shibori Craftman,Ehhh!,Hook,Byubu Midori,Washi paper,Sign Panel 06,Signature,
231,Tezumura #231,348,592.5937879245657,12,Polkadot 01,Calligraphy,Snake Eyes,Keen White,Kabuki Green,Uchina Dancer,Laughing,Fuji,Shikaku Lime,Washi paper,Sign Panel 02,Signature,
691,Tezumura #691,349,592.5681438674869,12,Kumo Dento 03,Calligraphy,Disney Eyes,Oval white,No Moyo,Tokugawa,Boring,Keen,No Byoubu,Washi paper,Sign Panel 14,Signature,
847,Tezumura #847,350,592.5475350592019,12,Hyakugun,Calligraphy,Katamari,Keen Beige,Omuri Kaki 04,Painter 02,Smoking,Marui,Shikaku Murasaki,Washi paper,Sign Panel 08,Signature,
902,Tezumura #902,351,592.2453942789978,12,Asagao 03,Calligraphy,Ronin Eyes,Sharp Blue,Yamato 02,Devil Kid 02,Dorobou,Shimpuru,Byubu Lime,Washi paper,Sign Panel 08,Signature,
283,Tezumura #283,352,591.9455924597275,12,Malachite,Calligraphy,Snake Eyes,Rich Beige,Otafuku 03,Kabuki shiro,Geisha,Mahou,Star Knife Lime,Washi paper,Sign Panel 15,Signature,
48,Tezumura #48,353,591.2925935125703,12,Yamabuki,Calligraphy,Akuma,Rich Beige,No Moyo,Daimyo of Nikko,Blue Lollipop,Bat,Byubu Midori,Washi paper,Sign Panel 05,Signature,
12,Tezumura #12,354,590.8077317525826,12,Pyramid 04,Calligraphy,Curious Eyes,Oval white,Aka Shu,Dragon Demon,Kiseru Pipe,Bat,No Byoubu,Washi paper,Sign Panel 04,Signature,
178,Tezumura #178,355,590.6209784757317,12,Kusama 02,Calligraphy,What's up,Keen Beige,Frontman Navy,Bushi Senior,Sushi,Fuji,Byubu Red,Washi paper,Sign Panel 14,Signature,
483,Tezumura #483,356,590.6203135780275,12,German 02,Calligraphy,Gakumon,Sharp  Red,Majime 01,Painter 02,Dagger,Fuji,No Byoubu,Washi paper,Sign Panel 11,Signature,
876,Tezumura #876,357,589.5484684982291,12,Basketry 04,Calligraphy,Kensa,Oval Beige,Otafuku 01,Tezos Army YL,Dali Punk Yellow,Fuji,Shikaku Yellow,Washi paper,Sign Panel 07,Signature,
543,Tezumura #543,358,589.0872439422321,12,Kumori 04,Calligraphy,Boring,Happy Grey,Heitai Indigo,Senior Demon,Foxy Smile,Ringgu,Shikaku Mikan,Washi paper,Sign Panel 05,Signature,
274,Tezumura #274,359,588.6959198398373,12,Cerulean Blue,Calligraphy,Pirate,Marui Brown,David Thunder,Dragon Demon,Yellow Texas Mustache,Fuji,Shikaku Rose,Washi paper,Sign Panel 10,Signature,
118,Tezumura #118,360,588.680570215959,12,Kousaten 01,Calligraphy,Grim,Happy Red,Majime 05,Brainman,Hmm...,Marui,No Byoubu,Washi paper,Sign Panel 11,Signature,
347,Tezumura #347,361,588.5917550341351,12,KumoDot 02,Calligraphy,Gakumon,Rich Purple,Omuri Kaki 03,Kung Fu Fighter 02,EHiiii,Fuji,Tate Byubu Midori,Washi paper,Sign Panel 12,Signature,
300,Tezumura #300,362,588.4303311480719,12,Gunroku,Calligraphy,Snake Eyes,Oval Beige,Kabuki Yellow,Demon Kabuki,Smily,Whictchy,No Byoubu,Washi paper,Sign Panel 13,Signature,
354,Tezumura #354,363,588.0714939225052,12,Kumo Dento 04,Calligraphy,HoHoemi,Long Chin Red,No Moyo,Grand General,Kiseru Pipe,Manga,Sensu Beige,Washi paper,Sign Panel 09,Signature,
401,Tezumura #401,364,587.6876642040321,12,Gunroku,Calligraphy,Ruminate,Oval Red,Kabuki Yellow,General of Maeda,Biting Tooth,Whictchy,No Byoubu,Washi paper,Sign Panel 10,Signature,
201,Tezumura #201,365,587.6290040772327,12,Shibori 02,Calligraphy,Kensa,Long Chin Blue,No Moyo,Kung Fu Fighter,Boring,Marui,No Byoubu,Washi paper,Sign Panel 12,Signature,
895,Tezumura #895,366,587.3001768128333,12,Kousaten 03,Calligraphy,Kensa,Sharp Blue,Kiss Star,Fisherman,HUH !!!,Wavy,No Byoubu,Washi paper,Sign Panel 09,Signature,
332,Tezumura #332,367,587.1430852879361,12,German 01,Calligraphy,Foxy Lady 02,Oval white,Mononoke,The Artisan,Thousand Tez 01,Coma,No Byoubu,Washi paper,Sign Panel 06,Signature,
840,Tezumura #840,368,586.6732816550365,12,Hanga 01,Calligraphy,Marubero,Rich Red,Mononoke,Painter 01,Smoking,Drop,No Byoubu,Washi paper,Sign Panel 07,Signature,
857,Tezumura #857,369,586.3184790632154,12,Carmine,Calligraphy,Curious Eyes,Marui Grey,Ao Shu,Ronin 03,Wow,Shimpuru,Tate Byubu Midori,Washi paper,Sign Panel 11,Signature,
212,Tezumura #212,370,586.2914678158903,12,Pixel 07,Calligraphy,Kensa,Oval Beige,No Moyo,Demon Teen Green,Antiuque Pipe,Indoman,Sensu Momoiro,Washi paper,Sign Panel 15,Signature,
427,Tezumura #427,371,586.2187466119499,12,Botan,Calligraphy,Charming,Rich White,Manabi 03,The Indian,Ehhh!,Buta,Byobu Murasaki,Washi paper,Sign Panel 13,Signature,
505,Tezumura #505,372,585.9131676752497,12,Pyramid 01,Calligraphy,Funny Eyes,Oval Red,No Moyo,Army of Kojima,Bread time!,Fuji,Byubu Red,Washi paper,Sign Panel 00,Signature,
756,Tezumura #756,373,585.6076083300837,12,Pixel 03,Calligraphy,Konran,Rich White,Manabi 04,Grand General,Dali Punk Black,Shimpuru,No Byoubu,Washi paper,Sign Panel 02,Signature,
959,Tezumura #959,374,585.3303315057706,12,Asagao 02,Calligraphy,Miure,Long Chin White,Kawaii,Ninja 02,Dorobou,Coma,No Byoubu,Washi paper,Sign Panel 02,Signature,
177,Tezumura #177,375,585.1709447140726,12,Coin Pattern 01,Calligraphy,Kabuki eyes,Long Chin Biege,Majime 02,Greeny Demon,Tezos Chcco,Fuji,No Byoubu,Washi paper,Sign Panel 13,Signature,
969,Tezumura #969,376,584.1034486072887,12,Kirameki 04,Calligraphy,Kensa 02,Oval Red,Kabuki Red,God of Sun,HaHaHa,Yama,No Byoubu,Washi paper,Sign Panel 08,Signature,
470,Tezumura #470,377,583.4859711602337,12,KumoDot 04,Calligraphy,Funny Eyes,Keen White,Kabuki 01,Shogun,Boring,Whictchy,No Byoubu,Washi paper,Sign Panel 14,Signature,
566,Tezumura #566,378,583.2621869778244,12,Maru Nami 04,Calligraphy,Curious Eyes,Sharp grey,Omuri Kaki 01,Rich Man,Tezos Chcco,Buta,Byubu Lime,Washi paper,Sign Panel 02,Signature,
688,Tezumura #688,379,583.01251377521,12,Asagao 02,Calligraphy,Musume,Rich Grey,Mononoke,Dorobo Girl,Gummy Balloon,Shimpuru,Star Knife Bue,Washi paper,Sign Panel 02,Signature,
760,Tezumura #760,380,582.5777877004509,12,Hineiro,Calligraphy,Cute eyes,Marui Yellow,Kawaii,Devil Kid,WEW,Lumpy,Shikaku Indigo,Washi paper,Sign Panel 15,Signature,
665,Tezumura #665,381,582.4419060025683,12,Taisha,Calligraphy,Miure,Rich Purple,Murasaki Shu,Kami,Tezos Chcco,Indoman,Tate Byubu  Chairo,Washi paper,Sign Panel 08,Signature,
813,Tezumura #813,382,580.8776137554852,12,Polkadot 04,Calligraphy,Kurushi,Marui White,No Moyo,Shogun 02,HUH !!!,Bootsu,Shikaku Mikan,Washi paper,Sign Panel 00,Signature,
250,Tezumura #250,383,580.8340530866429,12,Kusama 01,Calligraphy,Kensa,Marui Brown,Moyo 01,Ronin 03,Kissy,Whictchy,No Byoubu,Washi paper,Sign Panel 12,Signature,
511,Tezumura #511,384,580.661782843039,12,Basketry 04,Calligraphy,Hitome,Marui Grey,No Moyo,Prince of Tez,Tounge Out,Lumpy,No Byoubu,Washi paper,Sign Panel 13,Signature,
943,Tezumura #943,385,580.0281713321646,12,Cerulean Blue,Calligraphy,Curious Eyes,Oval Red,Kabuki Green,Kami Aka,Cocktail,Whictchy,Byobu Chairo,Washi paper,Sign Panel 15,Signature,
124,Tezumura #124,386,579.4776379008423,12,Pyramid 03,Calligraphy,Thoughtful,Sharp White,Moyo 03,Rock Munk,Napkin,Sharpy,No Byoubu,Washi paper,Sign Panel 12,Signature,
342,Tezumura #342,387,577.1705250547124,12,Wave Pattern 01,Calligraphy,Dotto,Long Chin White,No Moyo,Craft man and Ice,Pizza,Indoman,Byobu Murasaki,Washi paper,Sign Panel 00,Signature,
227,Tezumura #227,388,576.877740135624,12,Kusama 03,Calligraphy,Fighto!,Keen Beige,Heitai Red,Sacred Tezos priest,Uncle Grey Mustache,Wavy,No Byoubu,Washi paper,Sign Panel 14,Signature,
192,Tezumura #192,389,576.7667809208673,12,Sagittal 03,Calligraphy,Josu,Keen  Red,Otafuku 04,Tezos Army YL,Dali Punk Red,Fuji,No Byoubu,Washi paper,Sign Panel 08,Signature,
651,Tezumura #651,390,576.7508973369277,12,Pixel 07,Calligraphy,Serious Eyes,Rich Purple,No Moyo,Ninja 02,Spaghetti,Marui,No Byoubu,Washi paper,Sign Panel 01,Signature,
655,Tezumura #655,391,575.2418436595082,12,Malachite,Calligraphy,Bushi Eyes,Keen  Red,Shogun 03,Devil Kid,Tounge Out,Indoman,Shikaku Red,Washi paper,Sign Panel 15,Signature,
144,Tezumura #144,392,574.6549873986127,12,Yen 04,Calligraphy,What's up,Happy White,Omuri Kaki 03,Shogun,Pink Donut,Fuji,No Byoubu,Washi paper,Sign Panel 02,Signature,
285,Tezumura #285,393,574.3312399247123,12,Torinokoiro,Calligraphy,Majime,Oval white,Manabi 01,Prince of Tez,Laughing,Yama,Byubu Lime,Washi paper,Sign Panel 03,Signature,
533,Tezumura #533,394,574.1415991236016,12,Yen 05,Calligraphy,Stunned,Oval Grey,Manabi 04,Maiko 01,Antiuque Pipe,Fuji,No Byoubu,Washi paper,Sign Panel 03,Signature,
396,Tezumura #396,395,573.9347538720872,12,Nami 04,Calligraphy,Thoughtful,Sharp  Beige,Mononoke,Rock Munk,Tezos Ice 01,Oldy,No Byoubu,Washi paper,Sign Panel 11,Signature,
542,Tezumura #542,396,573.5049620679061,12,Polkadot 08,Calligraphy,What's up,Keen  Grey,Majime 02, Dorobo Man,Red Lollipop,Manga,No Byoubu,Washi paper,Sign Panel 07,Signature,
974,Tezumura #974,397,573.364439937438,12,KumoDot 03,Calligraphy,Kensa,Oval white,Moyo 03,Ninja 02,Biting Yen,Mahou,No Byoubu,Washi paper,Sign Panel 05,Signature,
472,Tezumura #472,398,572.1066295102245,12,Botan,Calligraphy,Ronin Eyes,Long Chin White,Majime 01,Maiko 02,Tounge Out,Whictchy,Star Knife Indigo,Washi paper,Sign Panel 09,Signature,
870,Tezumura #870,399,571.97624036815,12,Coin Pattern 01,Calligraphy,Kabuki Eyes02,Keen  Grey,Mononoke,Golden Afro Goldfish,WhaAaaA,Groovy,No Byoubu,Washi paper,Sign Panel 00,Signature,
708,Tezumura #708,400,571.3097223451102,12,Nami 04,Calligraphy,Ruminate,Oval white,Majime 04,Senior Demon,Laughing,Ringgu,No Byoubu,Washi paper,Sign Panel 13,Signature,
