ID,Name,Rank,Rarity_Score,Attributes,Bonding level,Breed,Breeding count,Eyes color,Friendliness,Fur color,Gender,Generation,Group,Intelligence,Obedience,Primary personality,Rarity tier,Secondary personality,Size,Status,Strength,Vitality
4662,Dogami #4662,2582,478.821192197258,18,1,Husky,0,Blue & brown #4,4,Chocolate & white #4,Male,Alpha,Working,5,3,Funny,Bronze,Dramaqueen,Medium male,Puppy,6,5
7754,Dogami #7754,2583,478.78579534834097,18,1,Shiba Inu,0,Green #5,3,Black & tan #12,Female,Alpha,Non-Sporting,14,3,Gentle,Silver,Needy,Medium female,Puppy,9,9
185,Dogami #185,2584,478.68531812354536,18,1,German Shepherd,0,Black #2,3,Black & silver #1,Female,Alpha,Herding,9,11,Devoted,Silver,Funny,Small female,Puppy,5,6
4411,Dogami #4411,2585,478.61201767560027,18,1,Husky,0,Green #5,3,Chocolate & white #3,Female,Alpha,Working,9,3,Needy,Bronze,Dramaqueen,Large female,Puppy,7,12
2400,Dogami #2400,2586,478.49303261778095,18,1,Rottweiler,0,Brown #2,4,Light black & tan #12,Female,Alpha,Working,4,8,Cool,Bronze,Brave,Medium female,Puppy,6,7
4269,Dogami #4269,2587,478.38545094868954,18,1,French Bulldog,0,Black #2,11,Fawn #1,Female,Alpha,Non-Sporting,3,7,Independent,Silver,Jolly,Small female,Puppy,3,9
1709,Dogami #1709,2588,478.2198652425006,18,1,German Shepherd,0,Brown #4,3,Black & silver #5,Male,Alpha,Herding,8,6,Funny,Bronze,Talkative,Large male,Puppy,4,4
381,Dogami #381,2589,478.1809622840805,18,1,German Shepherd,0,Black #1,3,Black & tan #12,Female,Alpha,Herding,12,13,Cool,Bronze,Gentle,Small female,Puppy,3,6
5041,Dogami #5041,2590,477.87817379286406,18,1,Husky,0,Blue & brown #3,4,Chocolate & white #1,Female,Alpha,Working,8,3,Shy,Silver,Jolly,Large female,Puppy,8,11
5036,Dogami #5036,2591,477.82855664046275,18,1,German Shepherd,0,Black #4,3,Black & tan #9,Female,Alpha,Herding,11,13,Gentle,Silver,Devoted,Medium female,Puppy,3,4
4616,Dogami #4616,2592,477.5979615206666,18,1,Rottweiler,0,Black #2,5,Light black & tan #12,Female,Alpha,Working,4,8,Shy,Silver,Cool,Medium female,Puppy,11,5
3662,Dogami #3662,2593,477.53319248590344,18,1,Rottweiler,0,Orange #4,5,Light black & tan #3,Female,Alpha,Working,3,8,Devoted,Silver,Curious,Large female,Puppy,9,6
232,Dogami #232,2594,477.5157321374466,18,1,Rottweiler,0,Brown #3,5,Light black & tan #3,Female,Alpha,Working,3,7,Serious,Silver,Charming,Medium female,Puppy,9,4
800,Dogami #800,2595,477.3753206071479,18,1,Border Collie,0,Blue & brown #3,3,Chocolate & white #10,Male,Alpha,Herding,6,7,Foodie,Bronze,Funny,Medium male,Puppy,5,6
1602,Dogami #1602,2596,477.3719986328521,18,1,Rottweiler,0,Orange #4,4,Matt black & tan #4,Male,Alpha,Working,5,4,Shy,Bronze,Zen,Large male,Puppy,10,6
4912,Dogami #4912,2597,477.2828558740045,18,1,Labrador,0,Orange #1,5,Gold #10,Male,Alpha,Sporting,3,7,Naive,Bronze,Cool,Small male,Puppy,5,6
5673,Doga,2598,477.2729566663454,18,1,Rottweiler,0,Black #3,5,Light black & tan #7,Female,Alpha,Working,3,4,Loyal,Bronze,Jolly,Medium female,Puppy,8,7
5232,Dogami #5232,2599,477.10371532185934,18,1,Toy Poodle,0,Brown #5,3,Fawn #10,Male,Alpha,Non-Sporting,7,6,Devoted,Bronze,Loyal,Large male,Puppy,7,8
918,Dogami #918,2600,477.03179612263193,18,1,Golden Retriever,0,Purple #5,7,Cream #5,Female,Alpha,Sporting,3,4,Adventurer,Silver,Brave,Large female,Puppy,3,4
7443,Dogami #7443,2601,476.9903717000127,18,1,Husky,0,Green #3,3,Grey & white #11,Female,Alpha,Working,9,3,Gentle,Silver,Charming,Medium female,Puppy,5,8
5847,Dogami #5847,2602,476.8369947971127,18,1,German Shepherd,0,Black #2,3,Black & silver #12,Male,Alpha,Herding,9,9,Funny,Silver,Foodie,Large male,Puppy,5,4
4038,Dogami #4038,2603,476.81371526126145,18,1,Husky,0,Green #3,3,Chocolate & white #1,Female,Alpha,Working,5,3,Funny,Bronze,Devoted,Small female,Puppy,8,13
3762,Dogami #3762,2604,476.76785692254816,18,1,Rottweiler,0,Brown #1,4,Light black & tan #7,Female,Alpha,Working,3,9,Talkative,Bronze,Zen,Small female,Puppy,7,8
1029,Dogami #1029,2605,476.68826121945864,18,1,German Shepherd,0,Black #1,3,Black & silver #12,Female,Alpha,Herding,9,6,Funny,Silver,Devoted,Large female,Puppy,4,3
7358,Dogami #7358,2606,476.5915042306226,18,1,Rottweiler,0,Orange #1,5,Light black & tan #7,Female,Alpha,Working,4,4,Playful,Bronze,Curious,Large female,Puppy,6,8
6237,Dogami #6237,2607,476.58893786693415,18,1,Husky,0,Blue & brown #4,4,Chocolate & white #1,Male,Alpha,Working,5,3,Jolly,Silver,Shy,Small male,Puppy,9,4
2217,Dogami #2217,2608,476.5327136927407,18,1,Husky,0,Blue & brown #1,3,Chocolate & white #12,Male,Alpha,Working,7,4,Precious,Silver,Foodie,Small male,Puppy,10,8
2312,Dogami #2312,2609,476.36485030575534,18,1,Rottweiler,0,Brown #5,6,Light black & tan #3,Female,Alpha,Working,3,8,Brave,Silver,Cool,Small female,Puppy,6,7
7115,Dogami #7115,2610,476.3357823010327,18,1,Husky,0,Brown #5,4,Grey & white #10,Female,Alpha,Working,4,3,Talkative,Bronze,Playful,Medium female,Puppy,5,6
1452,Dogami #1452,2611,476.3241018660208,18,1,Husky,0,Green #4,3,Grey & white #5,Male,Alpha,Working,7,3,Needy,Bronze,Curious,Small male,Puppy,11,10
5642,Dogami #5642,2612,476.2517913953268,18,1,Husky,0,Blue & brown #1,4,Chocolate & white #2,Male,Alpha,Working,6,3,Lazy,Silver,Dramaqueen,Large male,Puppy,9,7
2585,Dogami #2585,2613,476.1705089692466,18,1,Rottweiler,0,Brown #1,4,Light black & tan #7,Female,Alpha,Working,3,6,Brave,Silver,Talkative,Large female,Puppy,7,5
2320,Dogami #2320,2614,476.1161580173045,18,1,French Bulldog,0,Black #4,9,Fawn #10,Female,Alpha,Non-Sporting,4,7,Zen,Bronze,Cool,Medium female,Puppy,3,5
1274,Dogami #1274,2615,476.0930603145274,18,1,Rottweiler,0,Orange #1,4,Light black & tan #3,Female,Alpha,Working,3,9,Naive,Bronze,Playful,Medium female,Puppy,7,7
7252,Dogami #7252,2616,476.0634885852623,18,1,Husky,0,Brown #1,3,Grey & white #3,Male,Alpha,Working,5,3,Funny,Bronze,Devoted,Large male,Puppy,5,9
7675,Dogami #7675,2617,476.0483410367591,18,1,Toy Poodle,0,Brown #2,3,White #10,Female,Alpha,Non-Sporting,3,5,Funny,Bronze,Fashionista,Small female,Puppy,5,4
839,Dogami #839,2618,475.8103636151449,18,1,Border Collie,0,Blue & brown #1,3,Chocolate & white #10,Female,Alpha,Herding,7,7,Devoted,Bronze,Curious,Medium female,Puppy,4,9
26,Dogami #26,2619,475.42550122072174,18,1,Toy Poodle,0,Black #5,3,White #11,Female,Alpha,Non-Sporting,6,6,Precious,Silver,Leader,Medium female,Puppy,9,6
4802,Marsel,2620,475.3782241783598,18,1,Rottweiler,0,Black #3,5,Matt black & tan #6,Male,Alpha,Working,5,9,Serious,Bronze,Funny,Large male,Puppy,11,4
1858,Dogami #1858,2621,474.9169051320834,18,1,Border Collie,0,Green #4,3,Chocolate & white #6,Female,Alpha,Herding,6,12,Foodie,Bronze,Cool,Large female,Puppy,3,8
2938,Dogami #2938,2622,474.8943862980444,18,1,Border Collie,0,Green #3,3,Chocolate & white #8,Male,Alpha,Herding,9,6,Gentle,Bronze,Curious,Large male,Puppy,5,11
1144,Dogami #1144,2623,474.87021001761605,18,1,French Bulldog,0,Brown #5,10,Fawn #10,Male,Alpha,Non-Sporting,3,10,Serious,Bronze,Jolly,Large male,Puppy,3,9
6476,Right-Click Save As,2624,474.7933130510269,18,1,Husky,0,Brown #5,3,White #9,Male,Alpha,Working,9,3,Dramaqueen,Gold,Needy,Medium male,Puppy,5,6
7839,Dogami #7839,2625,474.74764543474515,18,1,Shiba Inu,0,Brown #5,3,Black & tan #4,Female,Alpha,Non-Sporting,14,3,Foodie,Bronze,Lazy,Small female,Puppy,9,12
6086,Dogami #6086,2626,474.61168008028875,18,1,Toy Poodle,0,Grey #4,3,Black #5,Female,Alpha,Non-Sporting,4,4,Jolly,Bronze,Lazy,Small female,Puppy,9,4
4178,Dogami #4178,2627,474.5233900047378,18,1,Rottweiler,0,Brown #5,3,Light black & tan #5,Female,Alpha,Working,3,10,Foodie,Gold,Devoted,Small female,Puppy,6,6
1101,Dogami #1101,2628,474.3794907349445,18,1,Husky,0,Brown #4,3,Grey & white #6,Male,Alpha,Working,4,3,Charming,Bronze,Shy,Medium male,Puppy,10,9
4253,Dogami #4253,2629,474.29393376235976,18,1,Rottweiler,0,Orange #4,3,Matt black & tan #1,Female,Alpha,Working,3,5,Devoted,Silver,Charming,Large female,Puppy,6,5
1378,Dogami #1378,2630,474.22535940502,18,1,German Shepherd,0,Black #1,3,Black & silver #1,Male,Alpha,Herding,5,8,Serious,Bronze,Charming,Small male,Puppy,3,6
5830,Dogami #5830,2631,474.0953523369092,18,1,Rottweiler,0,Black #3,4,Light black & tan #9,Female,Alpha,Working,5,6,Gentle,Gold,Funny,Medium female,Puppy,6,7
4370,Dogami #4370,2632,473.9500847953731,18,1,French Bulldog,0,Brown #3,12,Fawn #1,Female,Alpha,Non-Sporting,3,7,Protector,Silver,Devoted,Small female,Puppy,3,3
88,Mia Dogalifa,2633,473.9424630469684,18,1,Rottweiler,0,Brown #5,6,Light black & tan #9,Female,Alpha,Working,5,8,Playful,Gold,Funny,Large female,Puppy,8,6
4028,Dogami #4028,2634,473.84693698615433,18,1,Toy Poodle,0,Black #2,3,White #8,Male,Alpha,Non-Sporting,7,6,Precious,Bronze,Curious,Large male,Puppy,12,5
1491,Pinky,2635,473.64349947217903,18,1,Rottweiler,0,Black #4,4,Matt black & tan #12,Female,Alpha,Working,3,4,Dramaqueen,Bronze,Gentle,Small female,Puppy,4,8
5253,Dogami #5253,2636,473.5272803510331,18,1,German Shepherd,0,Brown #4,3,Black & tan #6,Female,Alpha,Herding,8,13,Devoted,Bronze,Gentle,Large female,Puppy,3,5
7638,Dogami #7638,2637,473.4872516862152,18,1,German Shepherd,0,Black #1,3,Black & tan #11,Male,Alpha,Herding,11,13,Needy,Bronze,Jolly,Small male,Puppy,3,6
2535,Jessica,2638,473.2862036086075,18,1,Rottweiler,0,Black #3,6,Matt black & tan #7,Female,Alpha,Working,3,8,Gentle,Gold,Funny,Large female,Puppy,12,5
3885,Dogami #3885,2639,473.12351658109486,18,1,Rottweiler,0,Brown #4,5,Matt black & tan #1,Female,Alpha,Working,4,6,Stubborn,Gold,Needy,Small female,Puppy,9,6
5920,Dogami #5920,2640,473.03134257411585,18,1,Border Collie,0,Brown #1,3,Chocolate & white #8,Female,Alpha,Herding,7,12,Foodie,Bronze,Gentle,Small female,Puppy,3,8
2692,Dogami #2692,2641,472.98895970242455,18,1,French Bulldog,0,Black #4,12,Fawn #6,Female,Alpha,Non-Sporting,3,7,Emotional,Gold,Naive,Medium female,Puppy,3,4
3074,Dogami #3074,2642,472.9161480774139,18,1,French Bulldog,0,Orange #4,11,Fawn #10,Female,Alpha,Non-Sporting,3,9,Shy,Silver,Cool,Medium female,Puppy,3,6
2330,Dogami #2330,2643,472.84340782539056,18,1,Rottweiler,0,Orange #5,4,Light black & tan #7,Female,Alpha,Working,4,9,Curious,Bronze,Shy,Medium female,Puppy,8,8
512,Dogami #512,2644,472.80464452880796,18,1,French Bulldog,0,Orange #2,9,Fawn #12,Female,Alpha,Non-Sporting,3,5,Shy,Bronze,Cool,Medium female,Puppy,3,9
6881,Mac,2645,472.4291114452323,18,1,Husky,0,Blue & brown #1,3,Grey & white #1,Male,Alpha,Working,6,3,Lazy,Bronze,Needy,Small male,Puppy,8,5
3242,Dogami #3242,2646,472.3236290517367,18,1,Shiba Inu,0,Green #3,3,Red #5,Male,Alpha,Non-Sporting,14,3,Precious,Gold,Charming,Large male,Puppy,5,7
3012,Dogami #3012,2647,472.3233560776328,18,1,Shiba Inu,0,Brown #2,3,Red #11,Female,Alpha,Non-Sporting,13,3,Gentle,Bronze,Leader,Small female,Puppy,10,11
4390,Dogami #4390,2648,472.31848803150154,18,1,French Bulldog,0,Orange #5,6,Fawn #7,Female,Alpha,Non-Sporting,3,8,Loyal,Silver,Brave,Small female,Puppy,3,5
3927,Dogami #3927,2649,472.12413424732586,18,1,Husky,0,Blue & brown #5,3,Chocolate & white #2,Male,Alpha,Working,8,4,Curious,Bronze,Devoted,Medium male,Puppy,10,7
3793,Dogami #3793,2650,472.0492445811958,18,1,French Bulldog,0,Orange #3,11,Fawn #3,Female,Alpha,Non-Sporting,3,7,Independent,Bronze,Funny,Medium female,Puppy,3,4
1409,Dogami #1409,2651,471.83601155887095,18,1,Pomeranian Spitz,0,Brown #4,6,White #9,Male,Alpha,Toy,6,4,Protector,Bronze,Stubborn,Small male,Puppy,3,7
2858,Dogami #2858,2652,471.71049842431876,18,1,French Bulldog,0,Brown #3,13,Fawn #9,Female,Alpha,Non-Sporting,3,8,Shy,Bronze,Devoted,Medium female,Puppy,3,8
1435,Dogami #1435,2653,471.3192810134146,18,1,Rottweiler,0,Black #4,6,Light black & tan #9,Female,Alpha,Working,3,7,Cool,Silver,Foodie,Large female,Puppy,6,8
5009,Papos,2654,471.1944284543544,18,1,Border Collie,0,Blue & brown #3,3,Chocolate & white #3,Male,Alpha,Herding,10,7,Naive,Bronze,Cool,Large male,Puppy,3,11
6343,Dogami #6343,2655,471.03249266046686,18,1,French Bulldog,0,Orange #2,10,Fawn #10,Female,Alpha,Non-Sporting,3,7,Shy,Bronze,Gentle,Small female,Puppy,3,9
5160,Dogami #5160,2656,471.0211792022325,18,1,French Bulldog,0,Brown #5,7,Fawn #9,Male,Alpha,Non-Sporting,3,10,Lazy,Bronze,Baddass,Medium male,Puppy,4,9
5126,Dogami #5126,2657,470.8279857442655,18,1,Rottweiler,0,Brown #5,5,Light black & tan #9,Female,Alpha,Working,5,6,Foodie,Bronze,Charming,Small female,Puppy,11,4
2989,Dogami #2989,2658,470.8032391838029,18,1,French Bulldog,0,Brown #4,13,Fawn #2,Female,Alpha,Non-Sporting,4,8,Talkative,Gold,Curious,Large female,Puppy,3,9
1539,Dogami #1539,2659,470.71747733734776,18,1,Border Collie,0,Brown #5,3,Chocolate & white #3,Female,Alpha,Herding,6,6,Dreamer,Silver,Shy,Small female,Puppy,4,11
2657,Dogami #2657,2660,470.5279695343435,18,1,German Shepherd,0,Orange #4,3,Black & tan #11,Male,Alpha,Herding,8,10,Baddass,Bronze,Excentric,Small male,Puppy,3,8
2095,Nala,2661,470.0528912608663,18,1,Golden Retriever,0,Brown #2,8,Cream #11,Male,Alpha,Sporting,5,10,Stubborn,Bronze,Baddass,Medium male,Puppy,3,3
1785,Dogami #1785,2662,469.92171096830145,18,1,Golden Retriever,0,Purple #5,7,Cream #2,Female,Alpha,Sporting,5,4,Funny,Bronze,Talkative,Large female,Puppy,3,3
7955,Dogami #7955,2663,469.81486178712316,18,1,Toy Poodle,0,Grey #5,3,Black #7,Female,Alpha,Non-Sporting,8,7,Stubborn,Bronze,Naive,Medium female,Puppy,4,8
3094,Dogami #3094,2664,469.63347043850666,18,1,Shiba Inu,0,Purple #4,3,Red #5,Female,Alpha,Non-Sporting,9,3,Talkative,Bronze,Precious,Large female,Puppy,8,11
6845,Dogami #6845,2665,469.48768066142577,18,1,Rottweiler,0,Orange #3,6,Light black & tan #7,Female,Alpha,Working,3,5,Jolly,Bronze,Funny,Large female,Puppy,6,8
2141,Dogami #2141,2666,469.46235544853596,18,1,French Bulldog,0,Black #4,9,Fawn #12,Female,Alpha,Non-Sporting,3,4,Jolly,Silver,Shy,Large female,Puppy,4,10
7602,Dogami #7602,2667,469.4509484074627,18,1,Labrador,0,Purple #4,5,Black #11,Female,Alpha,Sporting,8,8,Naive,Bronze,Adventurer,Large female,Puppy,5,3
2846,Dogami #2846,2668,469.34747772072285,18,1,German Shepherd,0,Brown #4,3,Black & tan #10,Female,Alpha,Herding,5,13,Cool,Silver,Lazy,Large female,Puppy,4,4
7345,IAMGOD,2669,469.2974753904093,18,1,Husky,0,Green #1,3,Grey & white #1,Female,Alpha,Working,8,3,Gentle,Bronze,Serious,Small female,Puppy,7,7
6147,Dogami #6147,2670,469.0881454515019,18,1,Toy Poodle,0,Brown #4,3,White #9,Male,Alpha,Non-Sporting,8,3,Serious,Silver,Gentle,Small male,Puppy,7,8
4371,Dogami #4371,2671,468.88193256944004,18,1,Golden Retriever,0,Brown #1,9,Gold #10,Female,Alpha,Sporting,4,8,Gentle,Bronze,Charming,Large female,Puppy,6,5
4027,Dogami #4027,2672,468.605036220065,18,1,Pomeranian Spitz,0,Brown #4,8,Cream #6,Male,Alpha,Toy,6,4,Lazy,Gold,Fashionista,Small male,Puppy,3,5
4271,Dogami #4271,2673,468.5495236771126,18,1,Rottweiler,0,Orange #2,3,Matt black & tan #5,Male,Alpha,Working,3,6,Baddass,Silver,Charming,Large male,Puppy,4,8
4576,Dogami #4576,2674,468.2545302507713,18,1,French Bulldog,0,Orange #5,8,Fawn #3,Female,Alpha,Non-Sporting,3,7,Gentle,Bronze,Loyal,Large female,Puppy,3,6
7073,Khaleesi,2675,468.2404573743284,18,1,German Shepherd,0,Brown #4,3,Black & silver #1,Female,Alpha,Herding,12,6,Needy,Bronze,Foodie,Medium female,Puppy,4,6
5195,Dogami #5195,2676,468.21729130691756,18,1,Pomeranian Spitz,0,Black #4,11,Cream #4,Male,Alpha,Toy,6,7,Needy,Bronze,Fashionista,Small male,Puppy,5,9
2678,Dogami #2678,2677,468.21436433639303,18,1,Shiba Inu,0,Brown #3,3,Black & tan #7,Female,Alpha,Non-Sporting,14,3,Stubborn,Silver,Naive,Large female,Puppy,8,7
5937,Dogami #5937,2678,468.04582274602177,18,1,French Bulldog,0,Black #4,6,Fawn #7,Female,Alpha,Non-Sporting,5,11,Emotional,Gold,Shy,Medium female,Puppy,3,5
346,Dogami #346,2679,468.0444174338893,18,1,Golden Retriever,0,Purple #5,10,Sand #2,Male,Alpha,Sporting,4,5,Independent,Bronze,Cool,Small male,Puppy,5,4
6883,Dogami #6883,2680,467.9609007212096,18,1,Rottweiler,0,Orange #4,4,Matt black & tan #8,Male,Alpha,Working,3,9,Precious,Bronze,Lazy,Small male,Puppy,11,4
7404,Dogami #7404,2681,467.8912723759425,18,1,German Shepherd,0,Brown #5,3,Black & silver #1,Female,Alpha,Herding,6,5,Brave,Bronze,Needy,Small female,Puppy,3,6
3650,Dogami #3650,2682,467.8907384357254,18,1,Rottweiler,0,Orange #4,3,Light black & tan #7,Female,Alpha,Working,3,9,Funny,Bronze,Needy,Medium female,Puppy,11,4
616,Dogami #616,2683,467.77501700668256,18,1,Husky,0,Brown #5,4,Grey & white #11,Female,Alpha,Working,6,3,Lazy,Bronze,Brave,Medium female,Puppy,7,8
6658,Dogami #6658,2684,467.76752973452153,18,1,German Shepherd,0,Brown #2,3,Black & tan #12,Male,Alpha,Herding,11,13,Stubborn,Bronze,Charming,Small male,Puppy,3,5
6208,Dogami #6208,2685,467.750058829727,18,1,French Bulldog,0,Orange #5,14,Black & white #7,Male,Alpha,Non-Sporting,3,6,Dreamer,Bronze,Cool,Medium male,Puppy,3,9
7099,RONI,2686,467.6264631841131,18,1,Rottweiler,0,Brown #4,5,Matt black & tan #12,Male,Alpha,Working,4,6,Protector,Bronze,Naive,Large male,Puppy,4,9
240,Dogami #240,2687,467.41526208482657,18,1,Rottweiler,0,Black #5,5,Light black & tan #9,Female,Alpha,Working,3,8,Naive,Silver,Talkative,Medium female,Puppy,7,5
7461,Dogami #7461,2688,467.3474066195666,18,1,Rottweiler,0,Brown #3,4,Light black & tan #12,Female,Alpha,Working,4,8,Funny,Silver,Foodie,Large female,Puppy,11,5
6578,Dogami #6578,2689,467.27822957817926,18,1,Husky,0,Brown #5,3,Grey & white #11,Female,Alpha,Working,9,3,Playful,Silver,Lazy,Small female,Puppy,8,11
765,Dogami #765,2690,467.1503237238167,18,1,French Bulldog,0,Grey #3,11,Black & white #2,Female,Alpha,Non-Sporting,3,5,Lazy,Bronze,Protector,Small female,Puppy,3,4
5637,Louise,2691,467.10950614075983,18,1,Toy Poodle,0,Green #5,3,White #5,Female,Alpha,Non-Sporting,9,8,Naive,Silver,Leader,Large female,Puppy,8,8
2525,Dogami #2525,2692,467.0637030400271,18,1,Rottweiler,0,Orange #3,4,Matt black & tan #11,Female,Alpha,Working,4,4,Talkative,Bronze,Emotional,Medium female,Puppy,8,7
249,Dogami #249,2693,466.9466263750303,18,1,Shiba Inu,0,Black #3,3,Red #3,Female,Alpha,Non-Sporting,14,3,Stubborn,Diamond,Talkative,Large female,Puppy,5,6
2958,Dogami #2958,2694,466.78809550011374,18,1,Husky,0,Purple #3,4,Black & white #5,Male,Alpha,Working,6,3,Funny,Bronze,Jolly,Large male,Puppy,4,8
6829,Dogami #6829,2695,466.62739875081047,18,1,Toy Poodle,0,Brown #5,3,White #8,Male,Alpha,Non-Sporting,3,4,Jolly,Bronze,Leader,Medium male,Puppy,9,6
7361,Dogami #7361,2696,466.2742733439335,18,1,Husky,0,Brown #5,3,Grey & white #1,Male,Alpha,Working,4,3,Gentle,Diamond,Talkative,Large male,Puppy,11,9
1962,Dogami #1962,2697,466.17611012203616,18,1,Border Collie,0,Blue & brown #3,3,Chocolate & white #12,Male,Alpha,Herding,6,8,Protector,Bronze,Playful,Small male,Puppy,3,9
4148,Dogami #4148,2698,466.16885888939623,18,1,French Bulldog,0,Brown #3,11,Fawn #12,Female,Alpha,Non-Sporting,3,5,Lazy,Bronze,Brave,Small female,Puppy,4,5
5230,Dogami #5230,2699,466.068758117786,18,1,Border Collie,0,Brown #2,4,Chocolate & white #8,Female,Alpha,Herding,10,4,Zen,Silver,Foodie,Small female,Puppy,5,9
6835,Dogami #6835,2700,465.89155037847,18,1,Rottweiler,0,Brown #3,4,Light black & tan #9,Male,Alpha,Working,5,6,Gentle,Silver,Talkative,Medium male,Puppy,7,8
1315,Dogami #1315,2701,465.8800081513244,18,1,Rottweiler,0,Brown #4,6,Matt black & tan #6,Male,Alpha,Working,4,8,Curious,Silver,Brave,Large male,Puppy,8,9
2004,Luffyette,2702,465.8714399748294,18,1,Shiba Inu,0,Brown #1,3,Black & white #2,Female,Alpha,Non-Sporting,13,3,Naive,Diamond,Baddass,Small female,Puppy,5,13
5905,CARAMELLO,2703,465.87107298773674,18,1,Husky,0,Blue & brown #3,5,Chocolate & white #6,Male,Alpha,Working,8,3,Jolly,Bronze,Shy,Small male,Puppy,5,5
4179,Dogami #4179,2704,465.8183344677093,18,1,Husky,0,Blue & brown #2,4,White #2,Male,Alpha,Working,4,3,Cool,Bronze,Stubborn,Small male,Puppy,11,10
145,Dogami #145,2705,465.6828040895553,18,1,Pomeranian Spitz,0,Brown #1,9,Red #10,Male,Alpha,Toy,6,8,Excentric,Gold,Dreamer,Large male,Puppy,3,5
2170,Dogami #2170,2706,465.60398535761937,18,1,German Shepherd,0,Purple #5,4,Black & tan #3,Male,Alpha,Herding,9,5,Cool,Bronze,Adventurer,Small male,Puppy,5,6
3642,Dogami #3642,2707,465.58070788608944,18,1,Rottweiler,0,Brown #1,3,Light black & tan #5,Male,Alpha,Working,3,5,Needy,Bronze,Talkative,Large male,Puppy,9,5
873,Dogami #873,2708,465.46135667832533,18,1,Golden Retriever,0,Purple #5,8,Sand #4,Male,Alpha,Sporting,5,4,Jolly,Bronze,Lazy,Medium male,Puppy,4,5
1567,Kislap,2709,465.2822331517408,18,1,Husky,0,Blue & brown #3,3,Chocolate & white #12,Male,Alpha,Working,5,3,Loyal,Bronze,Naive,Large male,Puppy,7,5
5414,Dogami #5414,2710,465.2110066395722,18,1,Husky,0,Blue & brown #3,3,Chocolate & white #3,Female,Alpha,Working,4,3,Curious,Silver,Protector,Small female,Puppy,10,5
502,Dogami #502,2711,465.2041154678644,18,1,Husky,0,Brown #1,3,Grey & white #4,Male,Alpha,Working,6,3,Stubborn,Silver,Brave,Medium male,Puppy,6,6
79,Dogami #79,2712,465.1931244641587,18,1,Toy Poodle,0,Brown #4,3,White #7,Male,Alpha,Non-Sporting,8,10,Jolly,Bronze,Independent,Large male,Puppy,10,5
2465,Dogami #2465,2713,465.1419628565138,18,1,Toy Poodle,0,Black #4,3,White #10,Female,Alpha,Non-Sporting,8,9,Loyal,Diamond,Needy,Medium female,Puppy,6,7
1586,Dogami #1586,2714,464.73363083081284,18,1,French Bulldog,0,Brown #4,7,Fawn #12,Male,Alpha,Non-Sporting,3,5,Loyal,Bronze,Playful,Large male,Puppy,3,9
914,Dogami #914,2715,464.55362181000913,18,1,Labrador,0,Brown #3,7,Gold #10,Female,Alpha,Sporting,6,10,Charming,Silver,Stubborn,Large female,Puppy,3,5
709,Dogami #709,2716,464.4564505727582,18,1,German Shepherd,0,Brown #1,3,Black & silver #1,Female,Alpha,Herding,11,6,Playful,Bronze,Shy,Large female,Puppy,4,4
7291,Dogami #7291,2717,464.3759071257607,18,1,French Bulldog,0,Brown #3,7,Fawn #8,Male,Alpha,Non-Sporting,4,9,Naive,Bronze,Leader,Large male,Puppy,3,8
3639,Dogami #3639,2718,464.206115905749,18,1,Rottweiler,0,Orange #2,3,Matt black & tan #8,Male,Alpha,Working,3,6,Cool,Bronze,Protector,Small male,Puppy,11,7
1533,Dogami #1533,2719,464.1780720065863,18,1,French Bulldog,0,Orange #3,6,Fawn #3,Female,Alpha,Non-Sporting,3,5,Jolly,Silver,Independent,Medium female,Puppy,4,8
5043,Dogami #5043,2720,464.101618544252,18,1,Rottweiler,0,Brown #1,5,Light black & tan #3,Male,Alpha,Working,4,7,Precious,Bronze,Cool,Large male,Puppy,5,5
902,Dogami #902,2721,464.08323702728376,18,1,Golden Retriever,0,Black #5,7,Gold #10,Male,Alpha,Sporting,6,8,Gentle,Bronze,Needy,Medium male,Puppy,3,4
2464,Dogami #2464,2722,464.0288234077681,18,1,Husky,0,Blue & brown #5,4,Chocolate & white #11,Female,Alpha,Working,9,3,Zen,Bronze,Shy,Large female,Puppy,8,9
954,Dogami #954,2723,464.0108645844432,18,1,Border Collie,0,Purple #3,3,Black & white #5,Female,Alpha,Herding,9,4,Talkative,Bronze,Cool,Small female,Puppy,4,4
4883,Dogami #4883,2724,463.9703739350059,18,1,Husky,0,Green #3,3,Chocolate & white #8,Female,Alpha,Working,4,3,Shy,Bronze,Gentle,Medium female,Puppy,7,10
410,Chester,2725,463.78306160988285,18,1,French Bulldog,0,Brown #1,12,Fawn #1,Male,Alpha,Non-Sporting,3,5,Curious,Bronze,Brave,Large male,Puppy,3,5
5070,Dogami #5070,2726,463.75570218339857,18,1,Golden Retriever,0,Orange #5,6,Cream #6,Female,Alpha,Sporting,3,10,Baddass,Bronze,Stubborn,Small female,Puppy,3,6
4838,Dogami #4838,2727,463.62892663489254,18,1,Rottweiler,0,Orange #3,4,Matt black & tan #6,Male,Alpha,Working,3,9,Jolly,Bronze,Curious,Medium male,Puppy,11,7
2613,Dogami #2613,2728,463.6234467318462,18,1,Rottweiler,0,Black #3,4,Matt black & tan #4,Male,Alpha,Working,4,4,Precious,Silver,Cool,Large male,Puppy,11,6
4628,Dogami #4628,2729,463.60898031400626,18,1,Pomeranian Spitz,0,Brown #5,10,White #7,Female,Alpha,Toy,3,9,Brave,Bronze,Naive,Medium female,Puppy,4,6
