ID,Name,Rank,Rarity_Score,Armor,Attributes,Background,Bracelet,Clan,Earring,Hair Type,Hair color,Hat / Helm,Item Left Hand,Item Right Hand,Main Cloth,Necklace,Piercing,Ring,Secondary Cloth
2489,Ilmeresh #2489,3591,312.2076998817765,Leather Studded Armor,9,Pink,,Turquenthal,Bar,Type 42,Dark Violet,,,Korseke,Sash SMR,,,,Cloak SMR
9643,Ilmeresh #9643,3592,312.1281902175058,Leather Studded Armor,9,Turquoise,,Armezeen,Ear Plug,Type 25,White,,,Scythe,Sash YDV,,,,Cloak YDV
547,Ilmeresh #547,3593,312.10944240491426,Leather Studded Armor,8,Pink,,Tezewand,,Type 20,Dark Violet,,,Curved Blade,Sash GDV,,,,Cloak GDV
2520,Ilmeresh #2520,3594,312.10684765878784,Leather Armor,8,Pink,,Armezeen,,Type 02,Black,,,Quarter Staff,Sash GOR,,,,Cloak GOR
969,Ilmeresh #969,3595,311.9979817170568,Decorated Platemail Armor,10,Yellow,,Denchanteus,,Type 26,Red,,Buckler Shield WB1,Trident Dagger,Sash WB1,,Lower Lip Piercing,,Cloak WB1
6384,Ilmeresh #6384,3596,311.9709207169471,Studded Platemail Armor,8,Red,,Pergamenk,Bar,,,Helmet,Buckler Shield GW,Trident Dagger,Surcoat GW,,,,
289,Ilmeresh #289,3597,311.93608304263006,Reinforced Leather Armor,9,Fuchsia,,Turquenthal,Circles,Type 25,White,,,Ring Blade,Sash RLB,,,,Cloak RLB
2390,Ilmeresh #2390,3598,311.89100052290473,Platemail Armor,8,Yellow,,Armezeen,,Type 23,Magenta,,Round Shield WB2,War Mace,Surcoat WB2,,,,
8231,Ilmeresh #8231,3599,311.78085386520684,Studded Platemail Armor,9,Orange,,Tezewand,,Type 18,Magenta,,Kite Shield YLB,Battle Axe,Sash YLB,,,,Cloak YLB
1112,Ilmeresh #1112,3600,311.7681235152196,Leather Armor,9,Light Blue,,O'Speltrohn,Thorn,Type 10,Fuchsia,,,Spear,Sash MT,,,,Cloak MT
1683,Ilmeresh #1683,3601,311.76785752060675,Platemail Armor,9,Magenta,,Turquenthal,,Type 03,Brown,,Heater Shield WR,Spiked Club,Sash WR,,,,Cloak WR
3897,Ilmeresh #3897,3602,311.72039481738227,,8,Turquoise,Decorated Bracelet,Denchanteus,Circles,Type 24,Magenta,,,Magic Staff T5,Wizard's Robe RMB,,,,
829,Ilmeresh #829,3603,311.68787798238395,Studded Platemail Armor,10,Cyan,,Tezewand,Tusk,Type 01,Black,,Kite Shield YLB,War Hammer,Sash YLB,,,,Cloak YLB
1775,Ilmeresh #1775,3604,311.5873843029802,Reinforced Platemail Armor,10,Orange,,Armezeen,Earring,Type 02,Black,,Heater Shield BW,Spiked Club,Sash BW,,,,Cloak BW
7230,Ilmeresh #7230,3605,311.55532668317016,Studded Platemail Armor,8,Pink,,Pergamenk,Bar,,,Simple Helmet,,War Mace,Sash LBDO,,,,Cloak LBDO
6016,Ilmeresh #6016,3606,311.4825089541939,Leather Armor,8,Cyan,,Denchanteus,,Type 07,Orange,,,Longbow,Sash TF,,,,Cloak TF
4998,Ilmeresh #4998,3607,311.4738970592547,,9,Green,Bracelet,O'Speltrohn,Tusk,Type 09,Light Blue,,,Magic Staff T5,Wizard's Robe PG,,Ball Tooth Piercing,,
2410,Ilmeresh #2410,3608,311.33936831686594,Leather Armor,10,Fuchsia,,O'Speltrohn,U Shaped,Type 18,Blue,,,Harpoon,Sash OY,,Lower Lip Piercing,,Cloak OY
3487,Ilmeresh #3487,3609,311.26690166301756,Platemail Armor,9,Magenta,,Pergamenk,,Type 16,Brown,,Round Shield LBDO,Axe,Surcoat LBDO,,Lower Lip Piercing,,
5687,Ilmeresh #5687,3610,311.25140985350333,Leather Studded Armor,10,Yellow,,Tezewand,Chain,Type 26,Fuchsia,,,Shuriken,Sash WY,,Eyebrow Large Ring,,Cloak WY
8263,Ilmeresh #8263,3611,311.2513799043937,Reinforced Leather Armor,9,Dark Orange,,Turquenthal,,Type 04,Dark Violet,,,Korseke,Sash DBY,,Ring Tooth Piercing,,Cloak DBY
6489,Ilmeresh #6489,3612,311.17109028187514,Platemail Armor,10,Turquoise,,Pergamenk,Earring,Type 01,Brown,,Round Shield LBDO,Khopesh,Sash LBDO,,,,Cloak LBDO
1741,Ilmeresh #1741,3613,311.16671958880545,Reinforced Platemail Armor,10,Pink,,Turquenthal,,Type 17,Brown,,Round Shield RY,Military Fork,Sash RY,,Thorn Tongue Piercing,,Cloak RY
7316,Ilmeresh #7316,3614,311.1314717158292,Studded Platemail Armor,10,Cyan,,Armezeen,Circles,Type 07,Dark Violet,,Heater Shield BW,Falchion,Sash BW,,,,Cloak BW
1448,Ilmeresh #1448,3615,311.12070625217,,8,Pink,,Tezewand,U Shaped,Type 19,Orange,,,Magic Staff T1,Wizard's Robe YMM,,Ball Tongue Piercing,,
7660,Ilmeresh #7660,3616,311.0940872597165,Leather Armor,8,Magenta,,Armezeen,,Type 24,Fuchsia,,,Pole Double Axe,Sash MY,,,,Cloak MY
4839,Ilmeresh #4839,3617,311.09114455434405,Leather Studded Armor,9,Fuchsia,,Armezeen,Thorn,Type 10,Fuchsia,,,Scythe,Sash YDV,,,,Cloak YDV
1443,Ilmeresh #1443,3618,311.0799007846087,Decorated Leather Armor,10,Yellow,,Pergamenk,Thorn,Type 05,Fuchsia,,,Quarter Staff,Sash GY,,Ball Tongue Piercing,,Cloak GY
7884,Ilmeresh #7884,3619,311.06348800994454,Studded Platemail Armor,10,Yellow,,Pergamenk,,Type 42,Brown,,Round Shield LBDO,Falchion,Sash LBDO,,Ball Tooth Piercing,,Cloak LBDO
4152,Ilmeresh #4152,3620,311.0567483958597,Platemail Armor,10,Green,,Denchanteus,Spiral,Type 25,White,,Buckler Shield WB1,Katana,Surcoat WB1,,Eyebrow Large Ring,,
4238,Ilmeresh #4238,3621,311.048402424024,Platemail Armor,9,Orange,,O'Speltrohn,Bar,,,Helmet,,War Hammer,Sash OY,,Upper Lip Piercing,,Cloak OY
1948,Ilmeresh #1948,3622,311.0429231813823,Decorated Leather Armor,8,Orange,,Tezewand,,Type 24,Brown,,,Simple Bardiche,Sash GDV,,,,Cloak GDV
7079,Ilmeresh #7079,3623,311.03821881560776,Leather Studded Armor,9,Blue,,Denchanteus,Chain,Type 07,Blonde,,,Pole Double Axe,Sash WLB,,,,Cloak WLB
2243,Ilmeresh #2243,3624,310.9514202894705,Reinforced Platemail Armor,9,Pink,,Armezeen,,Type 08,Black,,Heater Shield BW,War Hammer with Spike,Sash BW,,,,Cloak BW
9917,Ilmeresh #9917,3625,310.9495273938889,Decorated Leather Armor,10,Yellow,,Denchanteus,Tusk,Type 19,Light Blue,,,Throwing Axe,Sash TF,,Circular Bearbell,,Cloak TF
7399,Ilmeresh #7399,3626,310.9175186782882,Spiked Platemail Armor,11,Cyan,,Turquenthal,Earring,Type 16,Light Blue,,Round Shield RY,Sword,Sash RY,,Ball Tongue Piercing,,Cloak RY
4556,Ilmeresh #4556,3627,310.90354047444254,Studded Platemail Armor,9,Cyan,,Turquenthal,,Type 13,Fuchsia,,Heater Shield WR,Spiked Club,Sash WR,,,,Cloak WR
3930,Ilmeresh #3930,3628,310.8922867752801,Reinforced Platemail Armor,10,Dark Violet,,Denchanteus,Earring,Type 43,Black,,Buckler Shield WB1,War Hammer with Spike,Surcoat WB1,,Eyebrow Ring,,
8152,Ilmeresh #8152,3629,310.82049524030623,Platemail Armor,9,Fuchsia,,Turquenthal,,Type 16,Black,,Heater Shield WR,War Hammer with Spike,Sash WR,,,,Cloak WR
1926,Ilmeresh #1926,3630,310.8112221986513,Platemail Armor,10,Red,,Pergamenk,Triple sphere,Type 18,Orange,,Round Shield LBDO,Trident Dagger,Surcoat LBDO,,Lower Lip Piercing,,
7907,Ilmeresh #7907,3631,310.77456835560764,Decorated Leather Armor,9,Green,,Denchanteus,Chain,Type 18,White,,,Curved Blade,Sash DGB,,,,Cloak DGB
9211,Ilmeresh #9211,3632,310.7307082435967,Reinforced Platemail Armor,9,Fuchsia,,Turquenthal,,Type 11,Orange,,Heater Shield WR,War Mace,Sash WR,,,,Cloak WR
3477,Ilmeresh #3477,3633,310.6594775428384,Leather Armor,9,Magenta,,Armezeen,Chain,Type 19,Dark Violet,,,Korseke,Sash YDV,,,,Cloak YDV
844,Ilmeresh #844,3634,310.6507692198793,Reinforced Leather Armor,10,Yellow,,O'Speltrohn,Earring,Type 25,Dark Violet,,,Crossbow,Sash MT,,Circular Bearbell,,Cloak MT
6139,Ilmeresh #6139,3635,310.63621636578114,Leather Armor,9,Cyan,,O'Speltrohn,Spiral,Type 26,Brown,,,Pole Axe,Sash MT,,,,Cloak MT
8186,Ilmeresh #8186,3636,310.61115577214633,Leather Studded Armor,9,Fuchsia,,O'Speltrohn,,Type 17,Dark Violet,,,Composite Bow,Sash MT,,Eyebrow Large Ring,,Cloak MT
853,Ilmeresh #853,3637,310.5903576730849,Leather Studded Armor,9,Green,,Denchanteus,Tusk,Type 11,Black,,,Mambele,Sash TF,,,,Cloak TF
5797,Ilmeresh #5797,3638,310.5764391660538,Leather Armor,10,Cyan,,Tezewand,Chain,Type 21,White,,,Quarter Staff,Sash GDV,,Eyebrow Ring,,Cloak GDV
9140,Ilmeresh #9140,3639,310.52205838303325,Platemail Armor,9,Cyan,,Tezewand,,Type 09,Brown,,Heater Shield GR,Scimitar,Sash GR,,,,Cloak GR
5777,Ilmeresh #5777,3640,310.5196699836736,Leather Armor,10,Orange,,Tezewand,Ear Plug,Type 24,Red,,,Composite Bow,Sash GDV,,Circular Bearbell,,Cloak GDV
8976,Ilmeresh #8976,3641,310.49989776617434,Decorated Platemail Armor,9,Yellow,,Turquenthal,,Type 02,Green,,Heater Shield WR,Falchion,Sash WR,,,,Cloak WR
7810,Ilmeresh #7810,3642,310.46517333443376,Chainmail Armor,9,Dark Violet,,Armezeen,Ear Plug,Type 17,White,,,Kris,Sash YDV,,,,Cloak YDV
1981,Ilmeresh #1981,3643,310.4574360545742,Platemail Armor,9,Yellow,,Tezewand,,Type 07,Green,,,Spiked Club,Sash GDV,,Upper Lip Piercing,,Cloak GDV
9004,Ilmeresh #9004,3644,310.42257536732143,Decorated Platemail Armor,9,Yellow,,Pergamenk,Rhombus,Type 03,Magenta,,Round Shield LBDO,Falchion,Surcoat LBDO,,,,
5538,Ilmeresh #5538,3645,310.42116210081963,Leather Studded Armor,9,Red,,Turquenthal,,Type 22,Green,,,Ring Blade,Sash DBY,,Eyebrow Ring,,Cloak DBY
1672,Ilmeresh #1672,3646,310.29248806896123,Chainmail Armor,7,Yellow,,Turquenthal,,Type 18,Light Blue,,,Double Crossbow,Surcoat WR,,,,
3102,Ilmeresh #3102,3647,310.21432353270575,Chainmail Armor,8,Turquoise,,Turquenthal,,Type 13,Fuchsia,,,Ring Blade,Sash RLB,,,,Cloak RLB
8840,Ilmeresh #8840,3648,310.20936891213995,Leather Armor,8,Dark Violet,,Turquenthal,,Type 23,Red,,,Harpoon,Surcoat SMR,,Upper Lip Piercing,,
4181,Ilmeresh #4181,3649,310.20899046459226,Reinforced Leather Armor,10,Turquoise,,O'Speltrohn,Bar,Type 02,Green,,,Ring Blade,Sash OY,,Thorn Tongue Piercing,,Cloak OY
3416,Ilmeresh #3416,3650,310.1719268096082,Leather Studded Armor,10,Cyan,,O'Speltrohn,Tusk,Type 11,Brown,,,Crossbow,Sash MT,,Eyebrow Ring,,Cloak MT
7743,Ilmeresh #7743,3651,310.03918071447447,Spiked Platemail Armor,10,Turquoise,,Denchanteus,Chain,Type 13,Blue,,Buckler Shield WB1,Scimitar,Surcoat WB1,,Eyebrow Ring,,
7747,Ilmeresh #7747,3652,309.92658449636843,Reinforced Platemail Armor,9,Yellow,,Pergamenk,Circles,Type 16,Red,,Round Shield LBDO,War Mace,Surcoat LBDO,,,,
3852,Ilmeresh #3852,3653,309.90955041905926,Reinforced Platemail Armor,9,Turquoise,,Tezewand,Chain,Type 14,Fuchsia,,,Trident Dagger,Sash GDV,,,,Cloak GDV
9110,Ilmeresh #9110,3654,309.88746975805503,Reinforced Leather Armor,10,Red,,Armezeen,Earring,Type 15,Red,,,Glaive Fork,Sash MY,,Circular Bearbell,,Cloak MY
9962,Ilmeresh #9962,3655,309.8674422412025,Studded Platemail Armor,10,Pink,,O'Speltrohn,Earring,Type 15,Brown,,,Falchion,Sash MT,,Triple Eyebrow Ring,,Cloak MT
9769,Ilmeresh #9769,3656,309.7613837097958,Studded Platemail Armor,9,Turquoise,,Denchanteus,Bar,Type 12,Black,,,Chain Mace,Surcoat WB1,,Upper Lip Piercing,,
7821,Ilmeresh #7821,3657,309.7466908127738,Reinforced Leather Armor,8,Yellow,,Armezeen,,Type 19,Brown,,,Double Crossbow,Sash WB2,,,,Cloak WB2
8896,Ilmeresh #8896,3658,309.72710661153354,Leather Armor,10,Light Blue,,Turquenthal,Earring,Type 13,Light Blue,,,Bladed Staff,Sash RLB,,Circular Bearbell,,Cloak RLB
2400,Ilmeresh #2400,3659,309.6952536894429,Reinforced Platemail Armor,9,Magenta,,Pergamenk,,Type 02,Blue,,Buckler Shield GW,Sword,Sash GW,,,,Cloak GW
3781,Ilmeresh #3781,3660,309.5886702397867,Chainmail Armor,10,Cyan,,Turquenthal,Triple sphere,Type 25,Orange,,,Scythe,Sash DBY,,Upper Lip Piercing,,Cloak DBY
7489,Ilmeresh #7489,3661,309.5769241223521,Decorated Platemail Armor,10,Yellow,,Turquenthal,Circles,Type 43,Blue,,,Machete,Sash DBY,,Circular Bearbell,,Cloak DBY
16,Ilmeresh #16,3662,309.5698054004438,Chainmail Armor,10,Blue,,Turquenthal,Ear Plug,Type 42,Black,,,Shuriken,Sash DBY,,Eyebrow Ring,,Cloak DBY
5350,Ilmeresh #5350,3663,309.43228277240206,Studded Platemail Armor,10,Fuchsia,,Armezeen,Earring,Type 23,Blonde,,Heater Shield BW,War Hammer,Sash BW,,,,Cloak BW
383,Ilmeresh #383,3664,309.4200322168342,Studded Platemail Armor,11,Orange,,Turquenthal,Spiral,Type 19,Black,,Round Shield RY,Scimitar,Sash RY,,Eyebrow Ring,,Cloak RY
7350,Ilmeresh #7350,3665,309.33779581313047,Platemail Armor,10,Orange,,Turquenthal,Rhombus,Type 18,White,,Heater Shield WR,Machete,Sash WR,,,,Cloak WR
4971,Ilmeresh #4971,3666,309.29791234651026,Platemail Armor,9,Fuchsia,,Tezewand,,Type 15,Black,,Heater Shield GR,Scimitar,Sash GR,,,,Cloak GR
1062,Ilmeresh #1062,3667,309.29009332854537,Chainmail Armor,9,Light Blue,,Tezewand,Thorn,Type 43,Pink,,,Simple Bardiche,Surcoat YLB,,Triple Eyebrow Ring,,
5309,Ilmeresh #5309,3668,309.2771637403418,Spiked Platemail Armor,10,Yellow,,Turquenthal,Spiral,Type 08,Blonde,,Round Shield RY,Spiked Club,Sash RY,,,,Cloak RY
7735,Ilmeresh #7735,3669,309.2517810395729,Decorated Leather Armor,10,Magenta,,Denchanteus,Triple sphere,Type 08,Magenta,,,Harpoon,Sash WB1,,Eyebrow Ring,,Cloak WB1
6232,Ilmeresh #6232,3670,309.19518634467244,Reinforced Leather Armor,9,Red,,Pergamenk,Bar,Type 07,Orange,,,Double Crossbow,Surcoat LBDO,,Eyebrow Ring,,
7873,Ilmeresh #7873,3671,309.1568389223888,Studded Platemail Armor,9,Magenta,,Tezewand,,Type 25,Brown,,Kite Shield YLB,Military Fork,Sash YLB,,,,Cloak YLB
4863,Ilmeresh #4863,3672,309.10576357588207,Reinforced Platemail Armor,8,Cyan,,Pergamenk,Bar,,,Layered Helm,,Machete,Surcoat GY,,Eyebrow Ring,,
166,Ilmeresh #166,3673,308.97033234483706,Leather Armor,10,Fuchsia,,Tezewand,Rhombus,Type 42,Light Blue,,,Bardiche,Sash GR,,Upper Lip Piercing,,Cloak GR
1025,Ilmeresh #1025,3674,308.92639667478886,Reinforced Leather Armor,9,Yellow,,Turquenthal,,Type 13,Orange,,,Quarter Staff,Sash SMR,,Circular Bearbell Tongue Piercing,,Cloak SMR
7149,Ilmeresh #7149,3675,308.9016754338936,Leather Armor,10,Cyan,,Pergamenk,Circles,Type 24,Red,,,Pole Axe,Sash GY,,Eyebrow Ring,,Cloak GY
2518,Ilmeresh #2518,3676,308.89604811575975,Spiked Platemail Armor,10,Cyan,,Denchanteus,Triple sphere,Type 17,Blonde,,Buckler Shield WB1,Axe,Surcoat WB1,,Circular Bearbell,,
3520,Ilmeresh #3520,3677,308.88635910840753,Reinforced Platemail Armor,10,Orange,,Armezeen,,Type 08,Blonde,,Heater Shield BW,Khopesh,Sash BW,,Thorn Tongue Piercing,,Cloak BW
9851,Ilmeresh #9851,3678,308.84415009746357,Platemail Armor,9,Magenta,,O'Speltrohn,,Type 14,Dark Violet,,,Sword,Sash MT,,Circular Bearbell,,Cloak MT
7245,Ilmeresh #7245,3679,308.8124855048097,Leather Armor,9,Light Blue,,Tezewand,Tusk,Type 22,Red,,,Glaive Fork,Sash GDV,,,,Cloak GDV
2914,Ilmeresh #2914,3680,308.72643314862324,Reinforced Platemail Armor,10,Fuchsia,,Turquenthal,U Shaped,Type 21,Dark Violet,,,Falchion,Sash DBY,,Triple Eyebrow Ring,,Cloak DBY
3099,Ilmeresh #3099,3681,308.65486730406434,Platemail Armor,11,Blue,,Turquenthal,Ear Plug,Type 26,Magenta,,Round Shield RY,Machete,Sash RY,,Upper Lip Piercing,,Cloak RY
2420,Ilmeresh #2420,3682,308.6323504808083,Leather Armor,8,Dark Orange,,Armezeen,,Type 20,Black,,,Spiked Lance,Surcoat YDV,,Ball Tongue Piercing,,
2055,Ilmeresh #2055,3683,308.59090673968745,Studded Platemail Armor,9,Pink,,Turquenthal,,Type 42,Blue,,Round Shield RLB,Khopesh,Surcoat RLB,,Thorn Tongue Piercing,,
5473,Ilmeresh #5473,3684,308.5426988110866,Leather Studded Armor,10,Yellow,,Pergamenk,Thorn,Type 42,Brown,,,Shuriken,Sash GY,,Ball Tongue Piercing,,Cloak GY
1821,Ilmeresh #1821,3685,308.50473492649763,Spiked Platemail Armor,9,Yellow,,Turquenthal,,Type 05,Fuchsia,,Round Shield RY,War Hammer with Spike,Surcoat RY,,Upper Lip Piercing,,
9985,Ilmeresh #9985,3686,308.43653860206194,Reinforced Platemail Armor,10,Cyan,,Tezewand,,Type 17,Blue,,Kite Shield YLB,Sword,Sash YLB,,Ball Tongue Piercing,,Cloak YLB
184,Ilmeresh #184,3687,308.41668451358953,Leather Armor,9,Yellow,,Denchanteus,Spiral,Type 07,Red,,,Longbow,Sash WLB,,,,Cloak WLB
5880,Ilmeresh #5880,3688,308.4058754094045,Leather Studded Armor,8,Blue,,Armezeen,,Type 26,Brown,,,Pole Axe,Surcoat GOR,,Ring Tooth Piercing,,
7413,Ilmeresh #7413,3689,308.2878814853476,,8,Red,,Denchanteus,Circles,Type 01,Brown,,,Magic Staff T4,Wizard's Robe RMB,,,Decorated Ring,
3463,Ilmeresh #3463,3690,308.2672913855557,Decorated Leather Armor,9,Yellow,,Pergamenk,,Type 22,Black,,,Simple Bardiche,Sash GY,,Ball Tongue Piercing,,Cloak GY
3187,Ilmeresh #3187,3691,308.2662070548732,Reinforced Leather Armor,10,Orange,,Denchanteus,Earring,Type 18,White,,,Curved Blade,Sash TF,,Triple Eyebrow Ring,,Cloak TF
4405,Ilmeresh #4405,3692,308.21473835917783,Reinforced Leather Armor,10,Pink,,Turquenthal,Earring,Type 23,Black,,,Longbow,Sash DBY,,Eyebrow Ring,,Cloak DBY
3032,Ilmeresh #3032,3693,308.20557451110017,Platemail Armor,8,Fuchsia,,Denchanteus,,Type 19,Pink,,,Battle Axe,Sash DGB,,,,Cloak DGB
2142,Ilmeresh #2142,3694,308.205524042712,Leather Studded Armor,9,Cyan,,Turquenthal,,Type 25,Blue,,,Katana,Sash SMR,,Eyebrow Large Ring,,Cloak SMR
4636,Ilmeresh #4636,3695,308.18603250615814,Chainmail Armor,10,Fuchsia,,Denchanteus,Ear Plug,Type 08,White,,,Pole Axe,Sash TF,,Circular Bearbell,,Cloak TF
5656,Ilmeresh #5656,3696,308.1318163056876,Chainmail Armor,9,Yellow,,Turquenthal,,Type 06,Red,,,Throwing Axe,Sash SMR,,Ball Tongue Piercing,,Cloak SMR
3375,Ilmeresh #3375,3697,308.1161113196683,Leather Studded Armor,10,Fuchsia,,Denchanteus,Earring,Type 13,Brown,,,Mambele,Sash TF,,Upper Lip Piercing,,Cloak TF
6581,Ilmeresh #6581,3698,308.0994104716829,Leather Armor,8,Orange,,Turquenthal,,Type 23,Fuchsia,,,Composite Bow,Sash SMR,,,,Cloak SMR
9468,Ilmeresh #9468,3699,308.0940282003278,Leather Armor,10,Cyan,,Turquenthal,Chain,Type 43,Blonde,,,Bardiche,Sash WR,,Triple Eyebrow Ring,,Cloak WR
3035,Ilmeresh #3035,3700,308.0533994041665,Leather Armor,9,Cyan,,Armezeen,Circles,Type 09,Black,,,Bladed Staff,Sash YDV,,,,Cloak YDV
7554,Ilmeresh #7554,3701,308.01963276045126,Studded Platemail Armor,10,Red,,Turquenthal,Spiral,Type 06,Blue,,,Trident Dagger,Sash DBY,,Thorn Tongue Piercing,,Cloak DBY
2043,Ilmeresh #2043,3702,308.016883285308,Platemail Armor,11,Cyan,,Tezewand,Earring,Type 25,Dark Violet,,Kite Shield YLB,Machete,Sash YLB,,Ball Tongue Piercing,,Cloak YLB
527,Ilmeresh #527,3703,307.98779208536695,Reinforced Platemail Armor,10,Fuchsia,,Pergamenk,Ear Plug,Type 18,Black,,Round Shield LBDO,War Mace,Surcoat LBDO,,Upper Lip Piercing,,
6275,Ilmeresh #6275,3704,307.984001433485,Platemail Armor,10,Fuchsia,,Pergamenk,Rhombus,Type 14,Light Blue,,Buckler Shield GW,Trident Dagger,Sash GW,,,,Cloak GW
4891,Ilmeresh #4891,3705,307.97931024830154,Leather Armor,8,Cyan,,Armezeen,Bar,Type 43,Fuchsia,,,Harpoon,Surcoat GOR,,,,
3210,Ilmeresh #3210,3706,307.9551443936699,Leather Studded Armor,10,Orange,,O'Speltrohn,Earring,Type 10,Blonde,,,Korseke,Sash MT,,Ball Tongue Piercing,,Cloak MT
9995,Ilmeresh #9995,3707,307.91438659398744,Studded Platemail Armor,9,Fuchsia,,Tezewand,,Type 02,Green,,Heater Shield GR,Spear,Sash GR,,,,Cloak GR
8313,Ilmeresh #8313,3708,307.90960508637994,Studded Platemail Armor,9,Red,,Turquenthal,Chain,Type 18,Blonde,,Round Shield RLB,Katana,Surcoat RLB,,,,
2174,Ilmeresh #2174,3709,307.8847737401291,Studded Platemail Armor,11,Cyan,,Turquenthal,Spiral,Type 12,Brown,,Round Shield RY,Machete,Sash RY,,Upper Lip Piercing,,Cloak RY
3564,Ilmeresh #3564,3710,307.8592862875088,Studded Platemail Armor,10,Green,,Turquenthal,,Type 26,Red,,Round Shield RY,Axe,Sash RY,,Upper Lip Piercing,,Cloak RY
5923,Ilmeresh #5923,3711,307.8570431289103,Decorated Platemail Armor,10,Magenta,,Denchanteus,Ear Plug,Type 11,Magenta,,Round Shield TF,Katana,Surcoat TF,,Lower Lip Piercing,,
2169,Ilmeresh #2169,3712,307.8470949568098,Spiked Platemail Armor,10,Fuchsia,,Pergamenk,Tusk,Type 04,Black,,Round Shield LBDO,Scimitar,Surcoat LBDO,,Circular Bearbell,,
2801,Ilmeresh #2801,3713,307.77600623191097,Platemail Armor,10,Fuchsia,,Denchanteus,Triple sphere,Type 26,Red,,,War Hammer with Spike,Sash WLB,,Upper Lip Piercing,,Cloak WLB
3724,Ilmeresh #3724,3714,307.7676301352686,Spiked Platemail Armor,10,Red,,Turquenthal,Ear Plug,Type 04,Black,,Round Shield RY,Spiked Club,Sash RY,,,,Cloak RY
1006,Ilmeresh #1006,3715,307.70665170649335,Platemail Armor,10,Orange,,Pergamenk,Tusk,Type 24,Dark Violet,,Round Shield LBDO,Katana,Sash LBDO,,,,Cloak LBDO
7288,Ilmeresh #7288,3716,307.6691255810928,Spiked Platemail Armor,7,Fuchsia,,Denchanteus,,,,Nordic Helm,,Spiked Club,Surcoat WB1,,Thorn Tongue Piercing,,
3635,Ilmeresh #3635,3717,307.6299911850248,Studded Platemail Armor,8,Red,,Turquenthal,,Type 06,Black,,Round Shield RLB,Battle Axe,Surcoat RLB,,,,
335,Ilmeresh #335,3718,307.6173961385845,Studded Platemail Armor,11,Fuchsia,,Denchanteus,Bar,Type 17,White,,Buckler Shield WB1,War Hammer,Sash WB1,,Upper Lip Piercing,,Cloak WB1
9630,Ilmeresh #9630,3719,307.53777646119363,Studded Platemail Armor,8,Cyan,,Denchanteus,,,,Simple Helmet,Buckler Shield WB1,Trident Dagger,Sash WB1,,,,Cloak WB1
270,Ilmeresh #270,3720,307.5238786817898,Spiked Platemail Armor,9,Pink,,Turquenthal,,Type 22,Blue,,,Axe,Sash DBY,,Ring Tooth Piercing,,Cloak DBY
5834,Ilmeresh #5834,3721,307.52193271813144,Platemail Armor,8,Dark Orange,,O'Speltrohn,,,,Nordic Helm,,Khopesh,Sash OY,,Ring Tooth Piercing,,Cloak OY
4757,Ilmeresh #4757,3722,307.41491697991717,Studded Platemail Armor,9,Fuchsia,,Armezeen,,Type 09,Fuchsia,,Round Shield WB2,Machete,Sash WB2,,,,Cloak WB2
3804,Ilmeresh #3804,3723,307.4051124220215,Decorated Leather Armor,8,Dark Violet,,Turquenthal,Thorn,Type 18,Light Blue,,,Mambele,Surcoat SMR,,,,
1505,Ilmeresh #1505,3724,307.403486619229,Chainmail Armor,10,Blue,,Pergamenk,Circles,Type 06,Blonde,,,Shuriken,Sash LBDO,,Circular Bearbell,,Cloak LBDO
4650,Ilmeresh #4650,3725,307.35786901704665,Leather Armor,8,Fuchsia,,Armezeen,Ear Plug,Type 42,Brown,,,Ring Blade,Surcoat GOR,,,,
7234,Ilmeresh #7234,3726,307.33425803309956,Decorated Platemail Armor,10,Yellow,,Tezewand,Tusk,Type 05,Blue,,,Katana,Sash WY,,Thorn Tongue Piercing,,Cloak WY
6632,Ilmeresh #6632,3727,307.32651822859077,Platemail Armor,9,Red,,Armezeen,,Type 05,Magenta,,Heater Shield BW,Spiked Club,Sash BW,,,,Cloak BW
1853,Ilmeresh #1853,3728,307.2849556694617,Decorated Platemail Armor,8,Yellow,,Denchanteus,,Type 20,Dark Violet,,,War Hammer with Spike,Surcoat DGB,,Upper Lip Piercing,,
6127,Ilmeresh #6127,3729,307.2578497756114,Leather Armor,10,Yellow,,Armezeen,Thorn,Type 26,Blonde,,,Curved Blade,Sash MY,,Upper Lip Piercing,,Cloak MY
5272,Ilmeresh #5272,3730,307.24467115745034,Reinforced Platemail Armor,7,Red,,Denchanteus,Thorn,,,Barbute,,Trident Dagger,Surcoat WLB,,,,
7806,Ilmeresh #7806,3731,307.2296596780433,Studded Platemail Armor,10,Pink,,Pergamenk,Bar,Type 42,Light Blue,,Round Shield LBDO,Falchion,Sash LBDO,,,,Cloak LBDO
1344,Ilmeresh #1344,3732,307.2281544279954,,9,Pink,,Turquenthal,U Shaped,Type 42,Green,,,Magic Staff T4,Wizard's Robe MAYE,,Eyebrow Ring,Ring,
6583,Ilmeresh #6583,3733,307.109178195482,Decorated Leather Armor,9,Orange,,Denchanteus,Earring,Type 03,Black,,,Spiked Lance,Surcoat DGB,,Lower Lip Piercing,,
8573,Ilmeresh #8573,3734,307.0757826680853,Reinforced Platemail Armor,8,Fuchsia,,O'Speltrohn,,Type 42,Orange,,,War Mace,Sash MT,,,,Cloak MT
5859,Ilmeresh #5859,3735,307.03186568093787,Decorated Leather Armor,9,Light Blue,,Turquenthal,Spiral,Type 13,Blonde,,,Trident Dagger,Sash RLB,,,,Cloak RLB
