ID,Name,Rank,Rarity_Score,Attributes,Background,Drums Track,Face,Foreground,Head,Melody Track,Music Track,Percussion Track
2027,ZIGGURATS #2027,2780,97.40151097737485,8,Pink,Drums #11,Evil Animal,Black Dirt,Aqua V,Melody #9,Music #4,Percussion  #8
4222,ZIGGURATS #4222,2781,97.39399165305234,8,Aqua,Drums #10,Animal Frown,White Dirt,Red Shaggy,Melody #3,Music #5,Percussion  #8
4909,ZIGGURATS #4909,2782,97.38372263092307,8,Pink Aqua,Drums #4,Big Dog,Blank,Green V,Melody #9,Music #2,Percussion  #1
3314,ZIGGURATS #3314,2783,97.37191457334018,8,Red,Drums #8,Smirk,Silver Chain,Green Antennae,Melody #2,Music #7,Percussion  #2
511,ZIGGURATS #511,2784,97.36090798536549,8,Dots,Drums #12,Surprised,Blank,Aqua Shaggy,Melody #1,Music #4,Percussion  #2
4929,ZIGGURATS #4929,2785,97.36075208524147,8,Pink,Drums #11,Evil Animal,Black Dirt,Red Antennae,Melody #8,Music #8,Percussion  #5
4520,ZIGGURATS #4520,2786,97.35691006862992,8,Red Green,Drums #13,Big Dog,Blank,Aqua V,Melody #2,Music #9,Percussion  #2
4210,ZIGGURATS #4210,2787,97.35542732347649,8,Aqua,Drums #1,Smirk,Black Dirt,Green V,Melody #1,Music #1,Percussion  #3
4443,ZIGGURATS #4443,2788,97.35539086278035,8,Red,Drums #5,Evil Animal,Silver Chain,Red V,Melody #7,Music #6,Percussion  #8
4746,ZIGGURATS #4746,2789,97.35457365076806,8,Aqua,Drums #7,Scowl,Gold Chain,Blue Shaggy,Melody #9,Music #1,Percussion  #1
3618,ZIGGURATS #3618,2790,97.35117663359065,8,Aqua,Drums #2,Bright Eyes,Black Dirt,Green Antennae,Melody #6,Music #7,Percussion  #2
588,ZIGGURATS #588,2791,97.34625910317722,8,Green,Drums #4,Surprised,Ice Vapor,Green Antennae,Melody #4,Music #5,Percussion  #6
4612,ZIGGURATS #4612,2792,97.34305814324442,8,Green,Drums #13,Surprised,Ice Vapor,Aqua Antennae,Melody #3,Music #4,Percussion  #4
4668,ZIGGURATS #4668,2793,97.32266282509153,8,Pink,Drums #3,Bright Eyes,White Dirt,Aqua V,Melody #5,Music #2,Percussion  #4
3266,ZIGGURATS #3266,2794,97.32049145449284,8,Aqua,Drums #9,Scowl,Gold Chain,Red Shaggy,Melody #8,Music #5,Percussion  #8
4392,ZIGGURATS #4392,2795,97.3171226539484,8,Pink,Drums #9,Scowl,Grey Smoke,Aqua Antennae,Melody #3,Music #9,Percussion  #5
2717,ZIGGURATS #2717,2796,97.3144944061138,8,Green,Drums #12,Evil Animal,Black Dirt,Aqua V,Melody #1,Music #1,Percussion  #4
1431,ZIGGURATS #1431,2797,97.31147760837909,8,Green,Drums #3,Surprised,Spear,Aqua Antennae,Melody #1,Music #5,Percussion  #5
2492,ZIGGURATS #2492,2798,97.30071672679512,8,Pink Aqua,Drums #13,Evil Animal,Spear,Red Shaggy,Melody #2,Music #9,Percussion  #6
1571,ZIGGURATS #1571,2799,97.27647813482952,8,Pink Aqua,Drums #3,Common Skull,Flies,Green V,Melody #9,Music #8,Percussion  #5
679,ZIGGURATS #679,2800,97.2747435049032,8,Pink Aqua,Drums #3,Common Skull,Flies,Aqua Antennae,Melody #8,Music #6,Percussion  #7
4677,ZIGGURATS #4677,2801,97.27132574439837,8,Pink Aqua,Drums #13,Animal Frown,Spear,Blue Shaggy,Melody #1,Music #4,Percussion  #3
4365,ZIGGURATS #4365,2802,97.2690770320633,8,Red,Drums #6,Evil Animal,Silver Chain,Red Shaggy,Melody #7,Music #3,Percussion  #1
1511,ZIGGURATS #1511,2803,97.26841351327984,8,Aqua,Drums #11,Bright Eyes,Black Dirt,Aqua V,Melody #5,Music #5,Percussion  #6
3752,ZIGGURATS #3752,2804,97.26823994751788,8,Yellow,Drums #1,Common Skull,Black Dirt,Aqua Antennae,Melody #6,Music #9,Percussion  #3
4915,ZIGGURATS #4915,2805,97.26136792888673,8,Pink,Drums #10,Common Skull,Black Dirt,Green V,Melody #2,Music #4,Percussion  #3
2700,ZIGGURATS #2700,2806,97.25653711963002,8,Yellow,Drums #11,Smirk,Black Dirt,Blue Shaggy,Melody #8,Music #2,Percussion  #8
1733,ZIGGURATS #1733,2807,97.24379488839446,8,Green,Drums #11,Common Skull,Black Dirt,Blue Shaggy,Melody #6,Music #5,Percussion  #3
3365,ZIGGURATS #3365,2808,97.24220505108465,8,Yellow,Drums #11,Bright Eyes,Black Dirt,Blue Shaggy,Melody #2,Music #3,Percussion  #8
4490,ZIGGURATS #4490,2809,97.23533333053561,8,Pink,Drums #12,Vampire,Toxic Smoke,Red Shaggy,Melody #7,Music #3,Percussion  #7
2936,ZIGGURATS #2936,2810,97.23255575924065,8,Pink Aqua,Drums #3,Scowl,Blank,Green Antennae,Melody #4,Music #8,Percussion  #8
4094,ZIGGURATS #4094,2811,97.2306255854058,8,Pink,Drums #6,Bright Eyes,Black Dirt,Blue Shaggy,Melody #3,Music #6,Percussion  #4
1643,ZIGGURATS #1643,2812,97.23027713847519,8,Yellow,Drums #13,Vampire,Gold Chain,Green Antennae,Melody #2,Music #5,Percussion  #7
2949,ZIGGURATS #2949,2813,97.21694417935288,8,Green,Drums #5,Evil Animal,White Dirt,Red Antennae,Melody #8,Music #3,Percussion  #3
1190,ZIGGURATS #1190,2814,97.2006505080593,8,Pink,Drums #11,Scowl,Silver Chain,Green Antennae,Melody #9,Music #3,Percussion  #8
2538,ZIGGURATS #2538,2815,97.19072385014874,8,Pink,Drums #2,Vampire,Gold Chain,Aqua Shaggy,Melody #4,Music #2,Percussion  #1
4217,ZIGGURATS #4217,2816,97.18684196787194,8,Aqua,Drums #9,Evil Animal,Black Dirt,Red Shaggy,Melody #4,Music #8,Percussion  #4
4181,ZIGGURATS #4181,2817,97.1853744889744,8,Green,Drums #14,Vampire,Grey Smoke,Red Antennae,Melody #8,Music #4,Percussion  #8
1320,ZIGGURATS #1320,2818,97.18533630434048,8,Green,Drums #14,Big Dog,Gold Chain,Red Antennae,Melody #6,Music #5,Percussion  #6
3923,ZIGGURATS #3923,2819,97.17988455167134,8,Pink Aqua,Drums #8,Big Dog,Blank,Aqua V,Melody #3,Music #7,Percussion  #8
2845,ZIGGURATS #2845,2820,97.17515699213294,8,Pink,Drums #5,Bright Eyes,White Dirt,Green V,Melody #1,Music #9,Percussion  #3
4277,ZIGGURATS #4277,2821,97.16605836844624,8,Red,Drums #9,Common Skull,Silver Chain,Aqua Antennae,Melody #7,Music #1,Percussion  #2
3594,ZIGGURATS #3594,2822,97.15739230867884,8,Yellow,Drums #12,Common Skull,Black Dirt,Green Antennae,Melody #7,Music #8,Percussion  #7
4438,ZIGGURATS #4438,2823,97.14320597892132,8,Green,Drums #1,Animal Frown,White Dirt,Red Shaggy,Melody #8,Music #9,Percussion  #7
3404,ZIGGURATS #3404,2824,97.14279664804715,8,Yellow,Drums #6,Scowl,Gold Chain,Red Shaggy,Melody #4,Music #6,Percussion  #2
3625,ZIGGURATS #3625,2825,97.13665109048132,8,Aqua,Drums #12,Animal Frown,White Dirt,Aqua Antennae,Melody #6,Music #7,Percussion  #7
984,ZIGGURATS #984,2826,97.13384669876021,8,Aqua,Drums #12,Animal Frown,Black Dirt,Aqua Antennae,Melody #1,Music #5,Percussion  #1
2216,ZIGGURATS #2216,2827,97.12922093071728,8,Pink,Drums #4,Evil Animal,White Dirt,Green Antennae,Melody #8,Music #1,Percussion  #1
93,ZIGGURATS #93,2828,97.12112141641697,8,Yellow,Drums #9,Evil Animal,White Dirt,Aqua Shaggy,Melody #9,Music #9,Percussion  #5
4310,ZIGGURATS #4310,2829,97.11836016891888,8,Dots,Drums #6,Surprised,Blank,Aqua Antennae,Melody #9,Music #9,Percussion  #6
2801,ZIGGURATS #2801,2830,97.1180722354137,8,Pink,Drums #14,Smirk,Black Dirt,Aqua V,Melody #5,Music #5,Percussion  #7
2625,ZIGGURATS #2625,2831,97.11767359003942,8,Dots,Drums #12,Bright Eyes,Gold Chain,Aqua V,Melody #6,Music #4,Percussion  #4
3637,ZIGGURATS #3637,2832,97.10266496999871,8,Red Green,Drums #13,Big Dog,Blank,Green V,Melody #2,Music #8,Percussion  #2
3735,ZIGGURATS #3735,2833,97.10178007259091,8,Dots,Drums #13,Surprised,Blank,Red Antennae,Melody #1,Music #4,Percussion  #6
2850,ZIGGURATS #2850,2834,97.10083363323585,8,Aqua,Drums #12,Vampire,Gold Chain,Green V,Melody #4,Music #8,Percussion  #5
2335,ZIGGURATS #2335,2835,97.09184022758045,8,Pink,Drums #2,Bright Eyes,White Dirt,Aqua Shaggy,Melody #1,Music #1,Percussion  #4
2733,ZIGGURATS #2733,2836,97.08202390028282,8,Green,Drums #13,Animal Frown,Black Dirt,Green Antennae,Melody #2,Music #4,Percussion  #4
2468,ZIGGURATS #2468,2837,97.07690027576876,8,Pink Aqua,Drums #4,Scowl,Blank,Aqua V,Melody #7,Music #1,Percussion  #5
920,ZIGGURATS #920,2838,97.07590609052106,8,Green,Drums #10,Big Dog,Gold Chain,Aqua Antennae,Melody #7,Music #1,Percussion  #2
2405,ZIGGURATS #2405,2839,97.07233915433807,8,Pink,Drums #10,Vampire,Toxic Smoke,Red Antennae,Melody #8,Music #5,Percussion  #5
4717,ZIGGURATS #4717,2840,97.06720591368305,8,Aqua,Drums #2,Vampire,Silver Chain,Red Antennae,Melody #6,Music #9,Percussion  #3
3773,ZIGGURATS #3773,2841,97.06563835721113,8,Green,Drums #3,Scowl,Gold Chain,Red Antennae,Melody #7,Music #2,Percussion  #2
1485,ZIGGURATS #1485,2842,97.06050479299334,8,Yellow,Drums #10,Bright Eyes,Black Dirt,Aqua Shaggy,Melody #2,Music #3,Percussion  #6
626,ZIGGURATS #626,2843,97.04819486348636,8,Pink,Drums #14,Bright Eyes,White Dirt,Green Antennae,Melody #7,Music #5,Percussion  #7
3354,ZIGGURATS #3354,2844,97.04570939341221,8,Pink Aqua,Drums #13,Bright Eyes,Spear,Red Shaggy,Melody #8,Music #8,Percussion  #1
2996,ZIGGURATS #2996,2845,97.03229454926141,8,Aqua,Drums #4,Bright Eyes,White Dirt,Green V,Melody #1,Music #1,Percussion  #2
4538,ZIGGURATS #4538,2846,97.02871738758802,8,Green,Drums #8,Vampire,Grey Smoke,Aqua V,Melody #4,Music #8,Percussion  #7
774,ZIGGURATS #774,2847,97.01974272413689,8,Pink,Drums #2,Evil Animal,White Dirt,Red Shaggy,Melody #8,Music #1,Percussion  #8
1948,ZIGGURATS #1948,2848,97.01960192808114,8,Green,Drums #6,Vampire,Silver Chain,Aqua Shaggy,Melody #6,Music #5,Percussion  #7
4065,ZIGGURATS #4065,2849,97.01498711928927,8,Pink Aqua,Drums #5,Common Skull,Spear,Aqua V,Melody #4,Music #8,Percussion  #6
3705,ZIGGURATS #3705,2850,97.01494464290205,8,Yellow,Drums #3,Smirk,Black Dirt,Green Antennae,Melody #9,Music #5,Percussion  #5
4180,ZIGGURATS #4180,2851,96.98514342776274,8,Dots,Drums #9,Evil Animal,Toxic Smoke,Green Antennae,Melody #6,Music #9,Percussion  #5
3603,ZIGGURATS #3603,2852,96.976652971397,8,Pink Aqua,Drums #12,Scowl,Blank,Aqua Antennae,Melody #4,Music #7,Percussion  #7
1296,ZIGGURATS #1296,2853,96.97640911206364,8,Aqua,Drums #3,Smirk,White Dirt,Blue Shaggy,Melody #1,Music #3,Percussion  #1
4742,ZIGGURATS #4742,2854,96.97005427627846,8,Pink,Drums #5,Evil Animal,White Dirt,Aqua V,Melody #1,Music #5,Percussion  #4
4532,ZIGGURATS #4532,2855,96.9607872472683,8,Red,Drums #3,Common Skull,Silver Chain,Red Shaggy,Melody #6,Music #5,Percussion  #8
3323,ZIGGURATS #3323,2856,96.95672966934049,8,Green,Drums #1,Big Dog,Gold Chain,Green Antennae,Melody #8,Music #6,Percussion  #6
667,ZIGGURATS #667,2857,96.9535158834238,8,Dots,Drums #13,Surprised,Blank,Green Antennae,Melody #2,Music #3,Percussion  #3
3847,ZIGGURATS #3847,2858,96.95296535892778,8,Yellow,Drums #5,Big Dog,Grey Smoke,Green Antennae,Melody #7,Music #4,Percussion  #8
2685,ZIGGURATS #2685,2859,96.952932693163,8,Pink,Drums #5,Big Dog,Toxic Smoke,Red Antennae,Melody #3,Music #2,Percussion  #1
2834,ZIGGURATS #2834,2860,96.94777788398102,8,Green,Drums #10,Common Skull,White Dirt,Blue Shaggy,Melody #3,Music #9,Percussion  #6
4702,ZIGGURATS #4702,2861,96.93840022374945,8,Pink,Drums #6,Big Dog,Gold Chain,Green V,Melody #9,Music #8,Percussion  #4
3081,ZIGGURATS #3081,2862,96.9369489650937,8,Red,Drums #14,Common Skull,Silver Chain,Aqua V,Melody #5,Music #1,Percussion  #5
3789,ZIGGURATS #3789,2863,96.93376815526777,8,Pink,Drums #10,Scowl,Silver Chain,Red Shaggy,Melody #8,Music #2,Percussion  #7
1783,ZIGGURATS #1783,2864,96.92428772210233,8,Green,Drums #13,Bright Eyes,White Dirt,Red Antennae,Melody #9,Music #9,Percussion  #1
2829,ZIGGURATS #2829,2865,96.9238584681287,8,Yellow,Drums #11,Scowl,Silver Chain,Aqua Antennae,Melody #5,Music #2,Percussion  #5
2448,ZIGGURATS #2448,2866,96.91728635051274,8,Aqua,Drums #3,Animal Frown,Black Dirt,Red Antennae,Melody #4,Music #3,Percussion  #8
1326,ZIGGURATS #1326,2867,96.91664557978739,8,Green,Drums #8,Bright Eyes,Black Dirt,Aqua Shaggy,Melody #1,Music #7,Percussion  #5
4921,ZIGGURATS #4921,2868,96.91454693194427,8,Pink,Drums #2,Big Dog,Gold Chain,Red Antennae,Melody #8,Music #6,Percussion  #7
2391,ZIGGURATS #2391,2869,96.9063107222578,8,Red,Drums #5,Evil Animal,Grey Smoke,Blue Shaggy,Melody #8,Music #5,Percussion  #2
3588,ZIGGURATS #3588,2870,96.8981131207633,8,Aqua,Drums #10,Evil Animal,Black Dirt,Aqua V,Melody #3,Music #8,Percussion  #2
2251,ZIGGURATS #2251,2871,96.89572581717351,8,Pink Aqua,Drums #4,Evil Animal,Ice Vapor,Aqua Shaggy,Melody #8,Music #9,Percussion  #8
2436,ZIGGURATS #2436,2872,96.89152333666347,8,Aqua,Drums #11,Animal Frown,White Dirt,Aqua Shaggy,Melody #8,Music #1,Percussion  #4
201,ZIGGURATS #201,2873,96.8910735458617,8,Pink,Drums #13,Scowl,Grey Smoke,Red V,Melody #3,Music #6,Percussion  #3
170,ZIGGURATS #170,2874,96.88776817090272,8,Aqua,Drums #13,Vampire,Gold Chain,Aqua Antennae,Melody #3,Music #9,Percussion  #4
4331,ZIGGURATS #4331,2875,96.87806596231069,8,Aqua,Drums #6,Vampire,Silver Chain,Red Shaggy,Melody #8,Music #1,Percussion  #3
619,ZIGGURATS #619,2876,96.87718012912592,8,Dots,Drums #5,Animal Frown,Gold Chain,Aqua Antennae,Melody #5,Music #3,Percussion  #1
3218,ZIGGURATS #3218,2877,96.87390948133442,8,Red,Drums #5,Animal Frown,Silver Chain,Aqua V,Melody #5,Music #9,Percussion  #3
1197,ZIGGURATS #1197,2878,96.87270884276015,8,Red,Drums #2,Surprised,Blank,Green V,Melody #7,Music #7,Percussion  #6
1789,ZIGGURATS #1789,2879,96.85940183344042,8,Aqua,Drums #2,Scowl,Gold Chain,Red V,Melody #2,Music #7,Percussion  #6
767,ZIGGURATS #767,2880,96.85834700132645,8,Green,Drums #9,Big Dog,Toxic Smoke,Green V,Melody #1,Music #2,Percussion  #8
4311,ZIGGURATS #4311,2881,96.85601921578878,8,Yellow,Drums #4,Animal Frown,White Dirt,Green Antennae,Melody #9,Music #6,Percussion  #4
1807,ZIGGURATS #1807,2882,96.84590302854897,8,Dots,Drums #14,Smirk,Gold Chain,Red V,Melody #8,Music #4,Percussion  #3
516,ZIGGURATS #516,2883,96.8437796023746,8,Pink,Drums #4,Evil Animal,Black Dirt,Red Shaggy,Melody #7,Music #4,Percussion  #1
4817,ZIGGURATS #4817,2884,96.83369866180625,8,Yellow,Drums #14,Vampire,Toxic Smoke,Red V,Melody #2,Music #9,Percussion  #3
2178,ZIGGURATS #2178,2885,96.82635061279875,8,Yellow,Drums #14,Smirk,White Dirt,Red Shaggy,Melody #4,Music #9,Percussion  #7
3052,ZIGGURATS #3052,2886,96.8130599824644,8,Green,Drums #11,Smirk,Black Dirt,Blue Shaggy,Melody #3,Music #8,Percussion  #3
3515,ZIGGURATS #3515,2887,96.80915297539903,8,Pink,Drums #8,Animal Frown,White Dirt,Green V,Melody #7,Music #8,Percussion  #4
2570,ZIGGURATS #2570,2888,96.806723537056,8,Dots,Drums #7,Smirk,Silver Chain,Red V,Melody #8,Music #4,Percussion  #7
532,ZIGGURATS #532,2889,96.80624542614456,8,Yellow,Drums #9,Common Skull,White Dirt,Aqua Antennae,Melody #7,Music #6,Percussion  #1
4604,ZIGGURATS #4604,2890,96.80058928400207,8,Red,Drums #2,Evil Animal,Grey Smoke,Aqua V,Melody #3,Music #6,Percussion  #1
476,ZIGGURATS #476,2891,96.79857113396292,8,Yellow,Drums #13,Evil Animal,Black Dirt,Green Antennae,Melody #3,Music #4,Percussion  #3
1451,ZIGGURATS #1451,2892,96.78370519069274,8,Red,Drums #13,Evil Animal,Toxic Smoke,Red Antennae,Melody #4,Music #3,Percussion  #7
3217,ZIGGURATS #3217,2893,96.77755444066428,8,Pink,Drums #2,Animal Frown,Black Dirt,Red Shaggy,Melody #7,Music #6,Percussion  #5
3511,ZIGGURATS #3511,2894,96.77581463187954,8,Green,Drums #10,Big Dog,Gold Chain,Green V,Melody #8,Music #4,Percussion  #6
1455,ZIGGURATS #1455,2895,96.77568001307401,8,Yellow,Drums #8,Scowl,Grey Smoke,Aqua Shaggy,Melody #9,Music #4,Percussion  #3
3057,ZIGGURATS #3057,2896,96.7742032435561,8,Pink,Drums #3,Evil Animal,White Dirt,Blue Shaggy,Melody #9,Music #2,Percussion  #1
1174,ZIGGURATS #1174,2897,96.77054213770717,8,Yellow,Drums #4,Bright Eyes,White Dirt,Green V,Melody #6,Music #8,Percussion  #5
4174,ZIGGURATS #4174,2898,96.746671645108,8,Yellow,Drums #11,Animal Frown,White Dirt,Blue Shaggy,Melody #6,Music #7,Percussion  #4
2272,ZIGGURATS #2272,2899,96.72684042561555,8,Yellow,Drums #14,Evil Animal,Black Dirt,Blue Shaggy,Melody #5,Music #9,Percussion  #2
4145,ZIGGURATS #4145,2900,96.72309313234268,8,Aqua,Drums #7,Vampire,Toxic Smoke,Aqua V,Melody #7,Music #4,Percussion  #2
3806,ZIGGURATS #3806,2901,96.7184051873019,8,Pink,Drums #12,Common Skull,Black Dirt,Aqua V,Melody #5,Music #7,Percussion  #6
4854,ZIGGURATS #4854,2902,96.71520247782699,8,Yellow,Drums #11,Evil Animal,Black Dirt,Aqua V,Melody #4,Music #9,Percussion  #7
1265,ZIGGURATS #1265,2903,96.71073940464069,8,Aqua,Drums #3,Bright Eyes,Black Dirt,Aqua Antennae,Melody #4,Music #2,Percussion  #8
2038,ZIGGURATS #2038,2904,96.71056035502359,8,Red,Drums #5,Animal Frown,Toxic Smoke,Red Antennae,Melody #8,Music #5,Percussion  #3
4530,ZIGGURATS #4530,2905,96.69188056891224,8,Yellow,Drums #12,Big Dog,Gold Chain,Aqua Antennae,Melody #1,Music #8,Percussion  #3
4637,ZIGGURATS #4637,2906,96.68906403247438,8,Pink,Drums #9,Animal Frown,Black Dirt,Blue Shaggy,Melody #8,Music #8,Percussion  #3
4703,ZIGGURATS #4703,2907,96.68625132313257,8,Aqua,Drums #9,Common Skull,Black Dirt,Aqua V,Melody #1,Music #7,Percussion  #3
4002,ZIGGURATS #4002,2908,96.68142556394274,8,Aqua,Drums #4,Scowl,Grey Smoke,Green Antennae,Melody #2,Music #8,Percussion  #5
3482,ZIGGURATS #3482,2909,96.6811457933037,8,Yellow,Drums #1,Scowl,Gold Chain,Aqua Antennae,Melody #8,Music #9,Percussion  #5
2083,ZIGGURATS #2083,2910,96.6743698204247,8,Yellow,Drums #1,Big Dog,Gold Chain,Green Antennae,Melody #7,Music #8,Percussion  #6
3669,ZIGGURATS #3669,2911,96.67226328802684,8,Green,Drums #4,Smirk,Black Dirt,Green V,Melody #8,Music #3,Percussion  #7
4339,ZIGGURATS #4339,2912,96.66655336598622,8,Pink,Drums #5,Vampire,Silver Chain,Aqua Shaggy,Melody #3,Music #2,Percussion  #6
3801,ZIGGURATS #3801,2913,96.66214499610301,8,Green,Drums #1,Animal Frown,Black Dirt,Aqua V,Melody #7,Music #1,Percussion  #1
4531,ZIGGURATS #4531,2914,96.65629426896382,8,Dots,Drums #2,Bright Eyes,Gold Chain,Green Antennae,Melody #4,Music #1,Percussion  #5
1366,ZIGGURATS #1366,2915,96.65469155823246,8,Yellow,Drums #1,Common Skull,Black Dirt,Blue Shaggy,Melody #3,Music #6,Percussion  #2
1936,ZIGGURATS #1936,2916,96.65240990240895,8,Yellow,Drums #8,Common Skull,White Dirt,Aqua V,Melody #1,Music #7,Percussion  #4
4279,ZIGGURATS #4279,2917,96.64008164208305,8,Yellow,Drums #1,Animal Frown,White Dirt,Aqua V,Melody #1,Music #8,Percussion  #1
3389,ZIGGURATS #3389,2918,96.63855705810217,8,Yellow,Drums #12,Evil Animal,Black Dirt,Green V,Melody #9,Music #9,Percussion  #3
3640,ZIGGURATS #3640,2919,96.63656277081841,8,Dots,Drums #8,Common Skull,Silver Chain,Red Antennae,Melody #5,Music #4,Percussion  #6
1754,ZIGGURATS #1754,2920,96.62950998769517,8,Aqua,Drums #3,Smirk,Black Dirt,Red Shaggy,Melody #8,Music #5,Percussion  #5
4464,ZIGGURATS #4464,2921,96.62443341177084,8,Red,Drums #14,Common Skull,Toxic Smoke,Blue Shaggy,Melody #9,Music #2,Percussion  #6
3228,ZIGGURATS #3228,2922,96.62410683681507,8,Green,Drums #5,Bright Eyes,Black Dirt,Red Antennae,Melody #4,Music #7,Percussion  #8
4919,ZIGGURATS #4919,2923,96.61608500466029,8,Yellow,Drums #9,Common Skull,White Dirt,Aqua Shaggy,Melody #7,Music #5,Percussion  #2
3435,ZIGGURATS #3435,2924,96.60587322035575,8,Aqua,Drums #13,Bright Eyes,Black Dirt,Red Antennae,Melody #8,Music #5,Percussion  #5
4607,ZIGGURATS #4607,2925,96.6052785828022,8,Aqua,Drums #3,Evil Animal,White Dirt,Red V,Melody #3,Music #7,Percussion  #6
1859,ZIGGURATS #1859,2926,96.5947662921714,8,Yellow,Drums #12,Smirk,White Dirt,Green V,Melody #8,Music #9,Percussion  #3
1619,ZIGGURATS #1619,2927,96.59253882540047,8,Aqua,Drums #2,Bright Eyes,White Dirt,Blue Shaggy,Melody #8,Music #3,Percussion  #4
3877,ZIGGURATS #3877,2928,96.5872952388934,8,Pink,Drums #14,Vampire,Silver Chain,Red Shaggy,Melody #2,Music #4,Percussion  #6
4873,ZIGGURATS #4873,2929,96.58154814785452,8,Red,Drums #12,Bright Eyes,Silver Chain,Aqua V,Melody #3,Music #8,Percussion  #1
1525,ZIGGURATS #1525,2930,96.58086770568319,8,Dots,Drums #11,Evil Animal,Silver Chain,Red V,Melody #7,Music #2,Percussion  #2
833,ZIGGURATS #833,2931,96.57422588469419,8,Aqua,Drums #9,Evil Animal,White Dirt,Blue Shaggy,Melody #7,Music #5,Percussion  #3
1662,ZIGGURATS #1662,2932,96.57380651412097,8,Red,Drums #13,Smirk,Gold Chain,Blue Shaggy,Melody #3,Music #7,Percussion  #8
4504,ZIGGURATS #4504,2933,96.56733157491698,8,Green,Drums #12,Common Skull,White Dirt,Green V,Melody #9,Music #8,Percussion  #3
3374,ZIGGURATS #3374,2934,96.55514142764608,8,Pink,Drums #14,Scowl,Grey Smoke,Blue Shaggy,Melody #3,Music #3,Percussion  #2
3211,ZIGGURATS #3211,2935,96.5549135254327,8,Green,Drums #1,Big Dog,Gold Chain,Aqua V,Melody #2,Music #6,Percussion  #1
2696,ZIGGURATS #2696,2936,96.55466034167777,8,Pink,Drums #2,Big Dog,Grey Smoke,Red Antennae,Melody #2,Music #8,Percussion  #1
4136,ZIGGURATS #4136,2937,96.55070863146416,8,Yellow,Drums #13,Vampire,Toxic Smoke,Green Antennae,Melody #5,Music #6,Percussion  #6
2105,ZIGGURATS #2105,2938,96.54761201108599,8,Red,Drums #4,Smirk,Toxic Smoke,Red Shaggy,Melody #3,Music #8,Percussion  #3
4749,ZIGGURATS #4749,2939,96.54744438851705,8,Pink,Drums #14,Common Skull,Black Dirt,Aqua Shaggy,Melody #5,Music #8,Percussion  #6
1897,ZIGGURATS #1897,2940,96.54349689386572,8,Dots,Drums #7,Smirk,Silver Chain,Green Antennae,Melody #6,Music #5,Percussion  #3
1638,ZIGGURATS #1638,2941,96.54300752544633,8,Pink,Drums #4,Evil Animal,White Dirt,Aqua Antennae,Melody #7,Music #3,Percussion  #1
3219,ZIGGURATS #3219,2942,96.53928211521658,8,Green,Drums #3,Animal Frown,White Dirt,Aqua Antennae,Melody #6,Music #8,Percussion  #3
2864,ZIGGURATS #2864,2943,96.53562754242299,8,Aqua,Drums #1,Scowl,Grey Smoke,Green V,Melody #9,Music #6,Percussion  #2
2501,ZIGGURATS #2501,2944,96.53105022679517,8,Dots,Drums #9,Evil Animal,Grey Smoke,Red Shaggy,Melody #7,Music #4,Percussion  #4
3826,ZIGGURATS #3826,2945,96.51734668350588,8,Red,Drums #7,Animal Frown,Toxic Smoke,Aqua Shaggy,Melody #4,Music #6,Percussion  #4
4785,ZIGGURATS #4785,2946,96.51447137404905,8,Red Green,Drums #6,Smirk,Gold Chain,Green Antennae,Melody #6,Music #9,Percussion  #7
3538,ZIGGURATS #3538,2947,96.50968968998627,8,Pink,Drums #2,Common Skull,White Dirt,Aqua Antennae,Melody #5,Music #7,Percussion  #4
2898,ZIGGURATS #2898,2948,96.5091038225671,8,Pink,Drums #14,Scowl,Gold Chain,Aqua Shaggy,Melody #7,Music #4,Percussion  #5
2867,ZIGGURATS #2867,2949,96.49150049738184,8,Red,Drums #3,Common Skull,Grey Smoke,Aqua Shaggy,Melody #4,Music #4,Percussion  #3
2074,ZIGGURATS #2074,2950,96.48684281340503,8,Green,Drums #11,Evil Animal,Black Dirt,Aqua Shaggy,Melody #8,Music #6,Percussion  #1
3653,ZIGGURATS #3653,2951,96.48443664007185,8,Red,Drums #5,Smirk,Toxic Smoke,Green V,Melody #1,Music #7,Percussion  #4
200,ZIGGURATS #200,2952,96.4837516167598,8,Dots,Drums #12,Common Skull,Grey Smoke,Aqua V,Melody #9,Music #2,Percussion  #7
1914,ZIGGURATS #1914,2953,96.47296800728893,8,Aqua,Drums #4,Animal Frown,White Dirt,Green V,Melody #3,Music #4,Percussion  #6
2151,ZIGGURATS #2151,2954,96.46342493436622,8,Yellow,Drums #12,Animal Frown,Black Dirt,Aqua Shaggy,Melody #7,Music #4,Percussion  #3
1853,ZIGGURATS #1853,2955,96.4534601331481,8,Yellow,Drums #1,Evil Animal,White Dirt,Aqua V,Melody #5,Music #7,Percussion  #2
2960,ZIGGURATS #2960,2956,96.45150317730332,8,Red Green,Drums #2,Surprised,Blank,Red Antennae,Melody #5,Music #2,Percussion  #7
4265,ZIGGURATS #4265,2957,96.43762187664483,8,Aqua,Drums #10,Big Dog,Toxic Smoke,Green V,Melody #6,Music #8,Percussion  #8
2023,ZIGGURATS #2023,2958,96.43382321265814,8,Green,Drums #12,Vampire,Silver Chain,Aqua V,Melody #2,Music #9,Percussion  #8
3339,ZIGGURATS #3339,2959,96.42178700150524,8,Yellow,Drums #5,Big Dog,Gold Chain,Green V,Melody #3,Music #8,Percussion  #2
