ID,Name,Rank,Rarity_Score,Attributes,arm,armor,backdrop,class,headdress,katana,skin
2199,Diplomat #2199,2680,121.3619351794,7,Orion Steel,Strapped Vest,Pink Wave,Harvester,Shogunata Teal,Anmo,Human Tan
2897,Diplomat #2897,2680,121.3619351794,7,Shimonti Spike,McFly Red,Blue Portal,Harvester,Copper Amaterasu,Anmo,Human Tan
4241,Diplomat #4241,2683,121.2717566079,7,D'orki Spike,Naucloth,Blue Portal,Harvester,Visor Amaterasu,Gashadokuru,Human Tan
1068,Diplomat #1068,2684,121.1678021978,7,Iron Pad,Rich Kid Punk,Gold Stripe,Commoner,Shogunata Ice,Uwan,Human Dark
1340,Diplomat #1340,2684,121.1678021978,7,Imitation Opal,Vanguard Lite,Gold Stripe,Commoner,Shogunata Rays,Amikiri,Human Tan
1385,Diplomat #1385,2684,121.1678021978,7,Bishop Steel,Jettison Jacket,Green Stripe,Commoner,Shogunata Face,Kudan,Human Tan
2605,Diplomat #2605,2684,121.1678021978,7,Iron Pad,Imitation McFly,Green Stripe,Commoner,Lilac Amaterasu,Kudan,Human Dark
2872,Diplomat #2872,2684,121.1678021978,7,Imitation Opal,Jettison Jacket,Blue Stripe,Commoner,Shogunata Face,Ubume,Human Dark
3278,Diplomat #3278,2684,121.1678021978,7,Imitation Opal,McFly Black,Gold Stripe,Commoner,Quadnik,Ubume,Human Light
4172,Diplomat #4172,2684,121.1678021978,7,Iron Pad,Opal Crest,Gold Stripe,Commoner,Shogunata Teal,Keneo,Human Tan
4246,Diplomat #4246,2684,121.1678021978,7,Iron Pad,Strapped Vest,Gold Stripe,Commoner,Oval Bead,Ubume,Human Light
784,Diplomat #784,2692,121.1678021978,7,Bishop Steel,Poor Man Armor,Blue Stripe,Commoner,Shogunata Teeth,Keneo,Human Dark
553,Diplomat #553,2693,121.1612729277,7,Malven Steel,Blue Cloak,Steel Portal,Harvester,Shogunata Ice,Anmo,Human Light
1735,Diplomat #1735,2693,121.1612729277,7,Opal Pad,Steelknit,Steel Portal,Harvester,Horn Mount,Anmo,Human Tan
1832,Diplomat #1832,2693,121.1612729277,7,Bowser Spike,Jettison Jacket,Grey Wave,Harvester,Quadnik,Anmo,Human Dark
2188,Diplomat #2188,2693,121.1612729277,7,Corsaira Blue,Opal Crest,Blue Portal,Harvester,Dark Amaterasu,Anmo,Human Dark
3246,Diplomat #3246,2693,121.1612729277,7,Copper Top,Opal Crest,Gold Portal,Harvester,Copper Amaterasu,Anmo,Human Light
4144,Diplomat #4144,2693,121.1612729277,7,Oculeper,Steelknit,Purple Portal,Harvester,Prisi Mask,Anmo,Human Light
4515,Diplomat #4515,2693,121.1612729277,7,Foreguard,Steelknit,Gold Portal,Harvester,Visor Amaterasu,Anmo,Human Light
3895,Diplomat #3895,2700,121.1455066079,7,Novice Guard,Vanguard Lite,Purple Portal,Harvester,Copper Amaterasu,Teke Teke,Nekrit
4360,Diplomat #4360,2700,121.1455066079,7,Green Spirit,Doxx Cloth,Grey Wave,Harvester,Elite Visor,Samebito,Human Dark
4256,Diplomat #4256,2702,121.1455066079,7,Corsaira Red,Gold Crock,Gold Portal,Harvester,Shogunata Face,Teke Teke,Redborn
1659,Diplomat #1659,2703,120.9982126456,7,Iron Pad,The Zoot,Black Portal,Commoner,Ice Amaterasu,Teke Teke,Human Dark
1313,Diplomat #1313,2704,120.9671399461,7,Copper Top,Doxx Cloth,Gold Stripe,Commoner,Lilac Amaterasu,Kudan,Human Light
2699,Diplomat #2699,2704,120.9671399461,7,Oculeper,Vanguard Lite,Gold Stripe,Commoner,Shogunata Face,Mizuchi,Human Dark
442,Diplomat #442,2706,120.4103021978,7,Orion Steel,Blue Cloak,Gold Stripe,Commoner,Shogunata Teeth,Ho-o,Nekrit
973,Diplomat #973,2707,120.4103021978,7,Novice Guard,The Zoot,Dark Wave,Commoner,Gui Amaterasu,Kudan,Human Dark
1347,Diplomat #1347,2707,120.4103021978,7,Novice Guard,Poor Man Armor,Blue Stripe,Commoner,Gui Amaterasu,Tsukuyomi,Human Dark
2216,Diplomat #2216,2709,120.4103021978,7,Novice Guard,Blue Cloak,Gold Stripe,Commoner,Shogunata Teeth,Samebito,Blueborn
3153,Diplomat #3153,2710,120.2407126456,7,Iron Pad,Naucloth,Black Portal,Commoner,Bronze Crown,Kudan,Human Tan
3230,Diplomat #3230,2711,119.8692307692,7,Corsaira Red,McFly Black,Gold Stripe,Commoner,Sho Amaterasu,Anmo,Human Tan
2183,Diplomat #2183,2712,119.6528021978,7,Imitation Opal,Strapped Vest,Gold Stripe,Commoner,Sho Amaterasu,Tanuki,Nekrit
2382,Diplomat #2382,2712,119.6528021978,7,Novice Guard,Racer Wear,Gold Stripe,Commoner,Shogunata Face,Tanuki,Human Light
3668,Diplomat #3668,2712,119.6528021978,7,Shimonti Spike,Racer Wear,Gold Stripe,Commoner,Lilac Amaterasu,Waira,Human Dark
472,Diplomat #472,2715,118.8953021978,7,Green Spirit,Emerald Crock,Gold Stripe,Commoner,Shogunata Teeth,Mizuchi,Human Light
2007,Diplomat #2007,2716,118.425129784,7,Gold Grip,The Zoot,Gold Stripe,Commoner,Shogunata Face,Samebito,Human Dark
13,Diplomat #13,2717,118.1378021978,7,Corsaira Red,Steelknit,Pink Wave,Commoner,Gui Amaterasu,Iyaya,Human Tan
879,Diplomat #879,2717,118.1378021978,7,Orion Steel,Steelknit,Gold Portal,Commoner,Horn Mount,Tsukuyomi,Nekrit
928,Diplomat #928,2717,118.1378021978,7,Imitation Opal,Doxx Cloth,Grey Wave,Commoner,Face Guard,Kudan,Blueborn
1066,Diplomat #1066,2717,118.1378021978,7,Imitation Opal,Steelknit,Gold Portal,Commoner,Shogunata Rays,Keneo,Nekrit
1176,Diplomat #1176,2717,118.1378021978,7,Green Spirit,McFly Red,Gold Portal,Commoner,Elite Visor,Keneo,Human Tan
1257,Diplomat #1257,2717,118.1378021978,7,Green Spirit,Rich Kid Punk,Blue Portal,Commoner,Shogunata Ice,Issie,Human Light
1267,Diplomat #1267,2717,118.1378021978,7,Green Spirit,Rich Kid Punk,Pink Wave,Commoner,Oval Bead,Oni,Human Light
1551,Diplomat #1551,2717,118.1378021978,7,Corsaira Red,Blue Cloak,Blue Wave,Commoner,Elite Visor,Ubume,Nekrit
1874,Diplomat #1874,2717,118.1378021978,7,Green Spirit,Doxx Cloth,Grey Wave,Commoner,Horn Mount,Oni,Human Tan
2097,Diplomat #2097,2717,118.1378021978,7,Orion Steel,Steelknit,Gold Stripe,Commoner,Shogunata Face,Oni,Redborn
2146,Diplomat #2146,2717,118.1378021978,7,Imitation Opal,McFly Black,Grey Wave,Commoner,Dark Amaterasu,Uwan,Nekrit
2479,Diplomat #2479,2717,118.1378021978,7,Bishop Steel,Strapped Vest,Purple Portal,Commoner,Lilac Amaterasu,Samebito,Blueborn
2502,Diplomat #2502,2717,118.1378021978,7,Shimonti Spike,Imitation McFly,Pink Wave,Commoner,Ovenbug,Tsukuyomi,Nekrit
2602,Diplomat #2602,2717,118.1378021978,7,Orion Steel,Rich Kid Punk,Steel Portal,Commoner,Lilac Amaterasu,Hihi,Nekrit
2973,Diplomat #2973,2717,118.1378021978,7,Green Spirit,McFly Black,Pink Wave,Commoner,Dynastro,Jami,Human Light
3413,Diplomat #3413,2717,118.1378021978,7,Iron Pad,Imitation McFly,Pink Wave,Commoner,Elite Visor,Ningen,Nekrit
3461,Diplomat #3461,2717,118.1378021978,7,Green Spirit,Doxx Cloth,Gold Portal,Commoner,Shogunata Teal,Hihi,Human Dark
3482,Diplomat #3482,2717,118.1378021978,7,Imitation Opal,Blue Cloak,Gold Portal,Commoner,Copper Amaterasu,Keneo,Nekrit
3533,Diplomat #3533,2717,118.1378021978,7,Corsaira Red,Jettison Jacket,Blue Portal,Commoner,Copper Amaterasu,Ubume,Nekrit
3628,Diplomat #3628,2717,118.1378021978,7,Iron Pad,Naucloth,Grey Wave,Commoner,Aero Amaterasu,Amikiri,Nekrit
3698,Diplomat #3698,2717,118.1378021978,7,Green Spirit,McFly Red,Grey Wave,Commoner,Dark Amaterasu,Jami,Human Dark
3764,Diplomat #3764,2717,118.1378021978,7,Iron Pad,Opal Crest,Steel Portal,Commoner,Horn Mount,Ningen,Nekrit
3998,Diplomat #3998,2717,118.1378021978,7,Iron Pad,Steelknit,Purple Portal,Commoner,Dynastro,Kudan,Blueborn
4098,Diplomat #4098,2717,118.1378021978,7,Ferret Grip,Opal Crest,Blue Portal,Commoner,Bronze Crown,Tanuki,Human Dark
4460,Diplomat #4460,2717,118.1378021978,7,Green Spirit,Vanguard Lite,Purple Portal,Commoner,Shogunata Rays,Issie,Human Tan
4525,Diplomat #4525,2717,118.1378021978,7,Imitation Opal,Doxx Cloth,Purple Portal,Commoner,Dark Amaterasu,Tsukuyomi,Nekrit
1148,Diplomat #1148,2743,118.1378021978,7,Imitation Opal,Poor Man Armor,Steel Portal,Commoner,Shogunata Teeth,Amikiri,Tarborn
2499,Diplomat #2499,2743,118.1378021978,7,Imitation Opal,Gold Crock,Gold Portal,Commoner,Lilac Amaterasu,Ningen,Redborn
3853,Diplomat #3853,2743,118.1378021978,7,Iron Pad,Sentinel Vest,Pink Wave,Commoner,Face Guard,Ubume,Redborn
4384,Diplomat #4384,2746,117.9529062659,7,Hammer Black,Opal Crest,Blue Portal,Commoner,Orivac Emerald,Anmo,Human Light
4135,Diplomat #4135,2747,117.9371399461,7,White Guard,Strapped Vest,Pink Wave,Commoner,Face Guard,Waira,Nekrit
137,Diplomat #137,2748,117.9371399461,7,Opal Pad,Imitation McFly,Grey Wave,Commoner,Lilac Amaterasu,Issie,Nekrit
579,Diplomat #579,2748,117.9371399461,7,Bowser Spike,Imitation McFly,Pink Wave,Commoner,Shogunata Face,Enenra,Nekrit
606,Diplomat #606,2748,117.9371399461,7,Hammer Top,Blue Cloak,Pink Wave,Commoner,Elite Visor,Waira,Nekrit
657,Diplomat #657,2748,117.9371399461,7,Imitation Opal,Imitation McFly,Steel Portal,Commoner,Orivac Emerald,Ningen,Nekrit
1268,Diplomat #1268,2748,117.9371399461,7,Hammer Black,The Zoot,Blue Portal,Commoner,Shogunata Teeth,Keneo,Blueborn
1676,Diplomat #1676,2748,117.9371399461,7,Oculeper,Poor Man Armor,Grey Wave,Commoner,Shogunata Teeth,Hihi,Blueborn
4458,Diplomat #4458,2748,117.9371399461,7,Novice Guard,Jettison Jacket,Pink Wave,Commoner,Orivac Emerald,Ningen,Nekrit
839,Diplomat #839,2755,117.9371399461,7,Bowser Spike,Strapped Vest,Steel Portal,Commoner,Sho Amaterasu,Hihi,Human Dark
850,Diplomat #850,2755,117.9371399461,7,Bowser Spike,Naucloth,Purple Portal,Commoner,Gui Amaterasu,Enenra,Human Light
1141,Diplomat #1141,2755,117.9371399461,7,Hammer Top,Doxx Cloth,Purple Portal,Commoner,Gui Amaterasu,Issie,Human Light
1166,Diplomat #1166,2755,117.9371399461,7,Corsaira Blue,McFly Red,Blue Portal,Commoner,Sho Amaterasu,Shinigami,Human Light
1185,Diplomat #1185,2755,117.9371399461,7,White Guard,Naucloth,Pink Wave,Commoner,Gui Amaterasu,Oni,Human Light
1394,Diplomat #1394,2755,117.9371399461,7,Oculeper,Vanguard Lite,Blue Wave,Commoner,Sho Amaterasu,Issie,Human Light
1637,Diplomat #1637,2755,117.9371399461,7,Hammer Black,Vanguard Lite,Grey Wave,Commoner,Lilac Amaterasu,Tsukuyomi,Nekrit
1881,Diplomat #1881,2755,117.9371399461,7,Hammer Top,Doxx Cloth,Steel Portal,Commoner,Shogunata Face,Tsukuyomi,Nekrit
2911,Diplomat #2911,2755,117.9371399461,7,Opal Pad,Strapped Vest,Gold Portal,Commoner,Bronze Crown,Ningen,Human Light
2925,Diplomat #2925,2755,117.9371399461,7,Opal Pad,Naucloth,Pink Wave,Commoner,Bronze Crown,Ho-o,Human Light
3162,Diplomat #3162,2755,117.9371399461,7,White Guard,Naucloth,Grey Wave,Commoner,Lilac Amaterasu,Uwan,Nekrit
3312,Diplomat #3312,2755,117.9371399461,7,Corsaira Blue,Vanguard Lite,Steel Portal,Commoner,Gui Amaterasu,Keneo,Human Light
3371,Diplomat #3371,2755,117.9371399461,7,Opal Pad,Strapped Vest,Pink Wave,Commoner,Sho Amaterasu,Samebito,Human Tan
3376,Diplomat #3376,2755,117.9371399461,7,Oculeper,McFly Red,Gold Portal,Commoner,Bronze Crown,Jami,Human Tan
3421,Diplomat #3421,2755,117.9371399461,7,Green Spirit,Naucloth,Pink Wave,Commoner,Orivac Emerald,Issie,Human Light
3989,Diplomat #3989,2755,117.9371399461,7,Bowser Spike,McFly Black,Grey Wave,Commoner,Sho Amaterasu,Issie,Human Dark
4153,Diplomat #4153,2755,117.9371399461,7,Green Spirit,McFly Red,Steel Portal,Commoner,Orivac Emerald,Hihi,Human Dark
4354,Diplomat #4354,2755,117.9371399461,7,Bowser Spike,Vanguard Lite,Blue Wave,Commoner,Gui Amaterasu,Keneo,Human Dark
4505,Diplomat #4505,2755,117.9371399461,7,Bowser Spike,McFly Black,Grey Wave,Commoner,Bronze Crown,Enenra,Human Dark
648,Diplomat #648,2774,117.7590521978,7,Green Spirit,Emerald Crock,Pink Wave,Commoner,Sho Amaterasu,Gashadokuru,Human Light
348,Diplomat #348,2775,117.5826158624,7,Diodot,Imitation McFly,Gold Portal,Commoner,Shogunata Teal,Teke Teke,Redborn
1922,Diplomat #1922,2775,117.5826158624,7,Diodot,Steelknit,Blue Wave,Commoner,Shogunata Teal,Amikiri,Redborn
3953,Diplomat #3953,2777,117.5583899461,7,Iron Pad,Naucloth,Pink Wave,Commoner,Orivac Emerald,Gashadokuru,Redborn
2517,Diplomat #2517,2778,117.4529391841,7,Green Spirit,Doxx Cloth,Purple Portal,Commoner,Bronze Crown,Genbu,Nekrit
2241,Diplomat #2241,2779,117.4032567433,7,D'orki Spike,Athletica,Blue Wave,Commoner,Oval Bead,Kudan,Human Tan
1029,Diplomat #1029,2780,117.3803021978,7,Iron Pad,The Zoot,Dark Wave,Commoner,Shogunata Face,Ubume,Human Dark
1387,Diplomat #1387,2780,117.3803021978,7,Shimonti Spike,Sentinel Vest,Pink Wave,Commoner,Shogunata Teeth,Ho-o,Human Light
2781,Diplomat #2781,2780,117.3803021978,7,Bishop Steel,The Zoot,Red Wave,Commoner,Shogunata Face,Tsukuyomi,Human Tan
3270,Diplomat #3270,2780,117.3803021978,7,Imitation Opal,Poor Man Armor,Green Stripe,Commoner,Shogunata Face,Mizuchi,Human Light
3449,Diplomat #3449,2780,117.3803021978,7,Imitation Opal,Jettison Jacket,Green Stripe,Commoner,Shogunata Teeth,Mononoke,Human Dark
3730,Diplomat #3730,2780,117.3803021978,7,Iron Pad,Blue Cloak,Green Stripe,Commoner,Shogunata Teeth,Mononoke,Human Tan
4220,Diplomat #4220,2780,117.3803021978,7,Bishop Steel,McFly Black,Red Stripe,Commoner,Shogunata Teeth,Waira,Human Dark
4444,Diplomat #4444,2780,117.3803021978,7,Novice Guard,The Zoot,Blue Stripe,Commoner,Shogunata Face,Kechibi,Human Tan
1200,Diplomat #1200,2788,117.3803021978,7,Novice Guard,Poor Man Armor,Gold Stripe,Commoner,Visor Amaterasu,Jami,Human Dark
567,Diplomat #567,2789,117.2107126456,7,Bishop Steel,Steelknit,Black Portal,Commoner,Bronze Crown,Ubume,Redborn
437,Diplomat #437,2790,117.1796399461,7,Hammer Top,Racer Wear,Purple Portal,Commoner,Shogunata Teeth,Teke Teke,Human Tan
835,Diplomat #835,2790,117.1796399461,7,Oculeper,The Zoot,Gold Stripe,Commoner,Lilac Amaterasu,Ho-o,Human Dark
855,Diplomat #855,2790,117.1796399461,7,Malven Steel,Poor Man Armor,Gold Portal,Commoner,Sho Amaterasu,Ningen,Nekrit
1042,Diplomat #1042,2790,117.1796399461,7,Opal Pad,Emerald Crock,Steel Portal,Commoner,Shogunata Teeth,Teke Teke,Human Tan
2858,Diplomat #2858,2790,117.1796399461,7,Opal Pad,Poor Man Armor,Gold Stripe,Commoner,Lilac Amaterasu,Issie,Human Dark
3329,Diplomat #3329,2790,117.1796399461,7,Opal Pad,McFly Red,Gold Stripe,Commoner,Shogunata Teeth,Uwan,Human Light
4085,Diplomat #4085,2790,117.1796399461,7,Hammer Top,Ragged Wear,Blue Portal,Commoner,Shogunata Teeth,Kudan,Human Light
1112,Diplomat #1112,2797,117.1796399461,7,White Guard,Poor Man Armor,Gold Portal,Commoner,Gui Amaterasu,Teke Teke,Blueborn
1485,Diplomat #1485,2798,117.1278021978,7,D'orki Spike,Jettison Jacket,Gold Portal,Commoner,Dark Amaterasu,Ningen,Redborn
2714,Diplomat #2714,2798,117.1278021978,7,D'orki Spike,Imitation McFly,Blue Wave,Commoner,Copper Amaterasu,Ningen,Redborn
1977,Diplomat #1977,2800,117.0415444338,7,Diodot,Poor Man Armor,Gold Portal,Commoner,Elite Visor,Anmo,Redborn
160,Diplomat #160,2801,117.0100503939,7,Foreguard,Jettison Jacket,Black Portal,Commoner,Lilac Amaterasu,Waira,Human Tan
568,Diplomat #568,2802,116.9271399461,7,D'orki Spike,Opal Crest,Purple Portal,Commoner,Orivac Emerald,Ho-o,Redborn
404,Diplomat #404,2803,116.910129784,7,Gold Grip,Poor Man Armor,Blue Portal,Commoner,Dynastro,Teke Teke,Redborn
236,Diplomat #236,2804,116.8982567433,7,Bishop Steel,Athletica,Steel Portal,Commoner,Aero Amaterasu,Mizuchi,Redborn
1202,Diplomat #1202,2805,116.8392307692,7,Corsaira Red,Racer Wear,Pink Wave,Commoner,Shogunata Face,Anmo,Human Tan
2485,Diplomat #2485,2805,116.8392307692,7,Imitation Opal,Ragged Wear,Steel Portal,Commoner,Bronze Crown,Anmo,Redborn
2213,Diplomat #2213,2807,116.8251158624,7,Diodot,The Zoot,Gold Portal,Commoner,Ovenbug,Hihi,Human Dark
22,Diplomat #22,2808,116.8008899461,7,Malven Steel,The Zoot,Gold Portal,Commoner,Quadnik,Gashadokuru,Human Dark
1327,Diplomat #1327,2808,116.8008899461,7,White Guard,The Zoot,Steel Portal,Commoner,Dark Amaterasu,Gashadokuru,Human Tan
3179,Diplomat #3179,2808,116.8008899461,7,White Guard,The Zoot,Grey Wave,Commoner,Dynastro,Gashadokuru,Human Light
2457,Diplomat #2457,2811,116.7490521978,7,D'orki Spike,Racer Wear,Purple Portal,Commoner,Lilac Amaterasu,Gashadokuru,Human Light
602,Diplomat #602,2812,116.6975944916,7,Imitation Opal,Athletica,Blue Portal,Commoner,Orivac Emerald,Teke Teke,Redborn
1404,Diplomat #1404,2812,116.6975944916,7,Copper Top,Athletica,Blue Portal,Commoner,Shogunata Face,Amikiri,Redborn
2777,Diplomat #2777,2812,116.6975944916,7,Novice Guard,Athletica,Purple Portal,Commoner,Orivac Emerald,Kechibi,Redborn
2487,Diplomat #2487,2815,116.6385685176,7,Corsaira Blue,Jettison Jacket,Steel Portal,Commoner,Sho Amaterasu,Anmo,Nekrit
4451,Diplomat #4451,2816,116.6228021978,7,Iron Pad,Gold Crock,Steel Portal,Commoner,Lilac Amaterasu,Kechibi,Nekrit
300,Diplomat #300,2817,116.6228021978,7,Shimonti Spike,Emerald Crock,Grey Wave,Commoner,Bronze Crown,Kechibi,Human Tan
2151,Diplomat #2151,2817,116.6228021978,7,Shimonti Spike,Ragged Wear,Purple Portal,Commoner,Sho Amaterasu,Tanuki,Human Light
2297,Diplomat #2297,2817,116.6228021978,7,Bishop Steel,Racer Wear,Gold Portal,Commoner,Gui Amaterasu,Hihi,Human Light
2374,Diplomat #2374,2817,116.6228021978,7,Novice Guard,Doxx Cloth,Gold Stripe,Commoner,Sho Amaterasu,Ogama,Human Dark
2918,Diplomat #2918,2817,116.6228021978,7,Orion Steel,Jettison Jacket,Gold Stripe,Commoner,Bronze Crown,Ogama,Human Dark
2927,Diplomat #2927,2817,116.6228021978,7,Iron Pad,Racer Wear,Blue Wave,Commoner,Bronze Crown,Jami,Human Dark
3008,Diplomat #3008,2817,116.6228021978,7,Iron Pad,Steelknit,Gold Stripe,Commoner,Lilac Amaterasu,Kudan,Blueborn
3275,Diplomat #3275,2817,116.6228021978,7,Green Spirit,Vanguard Lite,Grey Wave,Commoner,Sho Amaterasu,Shinigami,Nekrit
3433,Diplomat #3433,2817,116.6228021978,7,Novice Guard,Jettison Jacket,Red Stripe,Commoner,Bronze Crown,Waira,Human Light
3464,Diplomat #3464,2817,116.6228021978,7,Iron Pad,Racer Wear,Blue Portal,Commoner,Gui Amaterasu,Ningen,Human Dark
3915,Diplomat #3915,2817,116.6228021978,7,Iron Pad,Sentinel Vest,Blue Wave,Commoner,Gui Amaterasu,Jami,Human Dark
4179,Diplomat #4179,2817,116.6228021978,7,Corsaira Red,Racer Wear,Blue Wave,Commoner,Bronze Crown,Teke Teke,Human Light
1971,Diplomat #1971,2829,116.4221399461,7,Malven Steel,Racer Wear,Blue Wave,Commoner,Sho Amaterasu,Waira,Human Light
3649,Diplomat #3649,2829,116.4221399461,7,Corsaira Blue,Sentinel Vest,Blue Portal,Commoner,Sho Amaterasu,Waira,Human Tan
3937,Diplomat #3937,2829,116.4221399461,7,Oculeper,Sentinel Vest,Pink Wave,Commoner,Gui Amaterasu,Waira,Human Tan
2946,Diplomat #2946,2832,116.2840444338,7,Diodot,Steelknit,Blue Portal,Commoner,Copper Amaterasu,Anmo,Human Dark
684,Diplomat #684,2833,116.152629784,7,Gold Grip,McFly Black,Grey Wave,Commoner,Dark Amaterasu,Waira,Human Tan
29,Diplomat #29,2834,116.152629784,7,Gold Grip,Imitation McFly,Blue Wave,Commoner,Quadnik,Mononoke,Human Light
1595,Diplomat #1595,2834,116.152629784,7,Gold Grip,Steelknit,Purple Portal,Commoner,Copper Amaterasu,Kudan,Human Dark
2027,Diplomat #2027,2834,116.152629784,7,Gold Grip,Steelknit,Blue Portal,Commoner,Ovenbug,Mizuchi,Human Tan
3189,Diplomat #3189,2834,116.152629784,7,Gold Grip,Jettison Jacket,Pink Wave,Commoner,Oval Bead,Kechibi,Human Tan
3818,Diplomat #3818,2834,116.152629784,7,Gold Grip,Opal Crest,Pink Wave,Commoner,Quadnik,Tsukuyomi,Human Tan
4050,Diplomat #4050,2834,116.152629784,7,Gold Grip,Blue Cloak,Steel Portal,Commoner,Shogunata Rays,Mononoke,Human Tan
216,Diplomat #216,2840,116.152629784,7,Gold Grip,Vanguard Lite,Pink Wave,Commoner,Lilac Amaterasu,Issie,Human Tan
813,Diplomat #813,2840,116.152629784,7,Gold Grip,Rich Kid Punk,Steel Portal,Commoner,Gui Amaterasu,Mizuchi,Redborn
1150,Diplomat #1150,2840,116.152629784,7,Gold Grip,McFly Red,Grey Wave,Commoner,Shogunata Face,Ningen,Human Light
4215,Diplomat #4215,2843,116.0676158624,7,Diodot,Blue Cloak,Pink Wave,Commoner,Shogunata Face,Uwan,Blueborn
3950,Diplomat #3950,2844,116.0676158624,7,Diodot,McFly Black,Gold Portal,Commoner,Sho Amaterasu,Ho-o,Human Dark
1911,Diplomat #1911,2845,116.0433899461,7,Oculeper,Naucloth,Gold Portal,Commoner,Bronze Crown,Gashadokuru,Human Tan
329,Diplomat #329,2846,115.9818406593,7,Ragnarake,The Zoot,Purple Portal,Commoner,Aero Amaterasu,Tanuki,Human Tan
801,Diplomat #801,2846,115.9818406593,7,Ragnarake,McFly Red,Steel Portal,Commoner,Shogunata Teeth,Ningen,Human Light
1455,Diplomat #1455,2846,115.9818406593,7,Ragnarake,Poor Man Armor,Blue Portal,Commoner,Oval Bead,Kechibi,Human Tan
1968,Diplomat #1968,2846,115.9818406593,7,Ragnarake,The Zoot,Grey Wave,Commoner,Oval Bead,Mononoke,Human Light
2800,Diplomat #2800,2846,115.9818406593,7,Ragnarake,Poor Man Armor,Blue Wave,Commoner,Dynastro,Tanuki,Human Dark
1609,Diplomat #1609,2851,115.9400944916,7,Hammer Black,Athletica,Blue Wave,Commoner,Shogunata Teeth,Samebito,Human Dark
2230,Diplomat #2230,2851,115.9400944916,7,Malven Steel,Athletica,Purple Portal,Commoner,Shogunata Teeth,Shinigami,Human Light
3446,Diplomat #3446,2851,115.9400944916,7,Foreguard,Athletica,Blue Portal,Commoner,Shogunata Teeth,Oni,Human Tan
1231,Diplomat #1231,2854,115.9379391841,7,Bishop Steel,McFly Red,Blue Portal,Commoner,Prisi Mask,Genbu,Human Light
1477,Diplomat #1477,2854,115.9379391841,7,Bishop Steel,McFly Black,Blue Wave,Commoner,Shogunata Teal,Genbu,Human Light
1616,Diplomat #1616,2854,115.9379391841,7,Orion Steel,Steelknit,Purple Portal,Commoner,Elite Visor,Genbu,Human Dark
1889,Diplomat #1889,2854,115.9379391841,7,Imitation Opal,Doxx Cloth,Steel Portal,Commoner,Prisi Mask,Genbu,Human Dark
3060,Diplomat #3060,2854,115.9379391841,7,Iron Pad,Naucloth,Blue Portal,Commoner,Quadnik,Genbu,Human Dark
4308,Diplomat #4308,2854,115.9379391841,7,Imitation Opal,Naucloth,Steel Portal,Commoner,Prisi Mask,Genbu,Human Dark
4253,Diplomat #4253,2860,115.912141217,7,Imitation Opal,Jettison Jacket,Black Portal,Commoner,Sho Amaterasu,Anmo,Human Dark
3534,Diplomat #3534,2861,115.8653021978,7,Orion Steel,Poor Man Armor,Gold Stripe,Commoner,Gui Amaterasu,Mizuchi,Nekrit
4149,Diplomat #4149,2861,115.8653021978,7,Orion Steel,Poor Man Armor,Blue Portal,Commoner,Oval Bead,Ningen,Redborn
1386,Diplomat #1386,2863,115.7372769324,7,Copper Top,McFly Black,Pink Wave,Commoner,Lilac Amaterasu,Genbu,Human Dark
1711,Diplomat #1711,2863,115.7372769324,7,Foreguard,Vanguard Lite,Gold Portal,Commoner,Lilac Amaterasu,Genbu,Human Light
52,Diplomat #52,2865,115.6646399461,7,Malven Steel,Rich Kid Punk,Purple Portal,Commoner,Shogunata Teeth,Ogama,Redborn
1167,Diplomat #1167,2865,115.6646399461,7,Opal Pad,Naucloth,Steel Portal,Commoner,Shogunata Teeth,Shinigami,Redborn
1336,Diplomat #1336,2867,115.6646399461,7,Opal Pad,The Zoot,Purple Portal,Commoner,Aero Amaterasu,Teke Teke,Redborn
2144,Diplomat #2144,2867,115.6646399461,7,Corsaira Blue,The Zoot,Blue Wave,Commoner,Visor Amaterasu,Tsukuyomi,Redborn
2903,Diplomat #2903,2867,115.6646399461,7,Hammer Black,The Zoot,Blue Portal,Commoner,Ovenbug,Tanuki,Redborn
3436,Diplomat #3436,2867,115.6646399461,7,Foreguard,Poor Man Armor,Blue Portal,Commoner,Dynastro,Kudan,Redborn
3642,Diplomat #3642,2867,115.6646399461,7,Malven Steel,Poor Man Armor,Gold Portal,Commoner,Shogunata Rays,Teke Teke,Redborn
4109,Diplomat #4109,2867,115.6646399461,7,Bowser Spike,The Zoot,Purple Portal,Commoner,Visor Amaterasu,Teke Teke,Redborn
4371,Diplomat #4371,2867,115.6646399461,7,Foreguard,The Zoot,Blue Wave,Commoner,Ovenbug,Mononoke,Redborn
3131,Diplomat #3131,2874,115.395129784,7,Gold Grip,Doxx Cloth,Blue Wave,Commoner,Shogunata Teeth,Amikiri,Nekrit
1950,Diplomat #1950,2875,115.3242307692,7,Bishop Steel,Vanguard Lite,Purple Portal,Commoner,Shogunata Ice,Anmo,Redborn
2386,Diplomat #2386,2876,115.3101158624,7,Diodot,Emerald Crock,Gold Portal,Commoner,Shogunata Teeth,Mizuchi,Human Tan
3673,Diplomat #3673,2877,115.2243406593,7,Ragnarake,Opal Crest,Blue Portal,Commoner,Sho Amaterasu,Keneo,Human Light
4255,Diplomat #4255,2877,115.2243406593,7,Ragnarake,Doxx Cloth,Pink Wave,Commoner,Gui Amaterasu,Mononoke,Human Dark
