ID,Name,Rank,Rarity_Score,Arms,Attributes,Background,Bandana,Eyes,Grill,Head,Nose,Skin,Torso,Tribe,Wings
835,Flux #835,2210,177.4193947076,Sicheezy Armour,11,Minty Fresh,Minty Fresh,Emerald Gaze,Gold Digger,REKT,Worship,Purple Haze,Hungry,Late Night Lurkers,Panther Buff
4030,Flux #4030,2211,177.4190320596,Handstyles,9,Orange Kush,none,Shadow Warrior,Panther,Buck Teeth,Staunch,Overcast,OG Flux,op,none
3497,Flux #3497,2212,177.4182081286,Ceremonial,9,Regz,none,Hornet,Cracked Gold,Gas Wars 21,Tracks,Stone,Baller,kl,none
3401,Flux #3401,2213,177.4164425651,Fury,10,Pinky Power,none,Chill,Berry,REKT,Worship,Grape,Hungry,mn,Stock Cap
3437,Flux #3437,2214,177.4157420369,Sicheezy Armour,10,Minty Fresh,none,3rd Eye Woke,Minty Fresh,Drippy,Honour Bone,Stone,OG Flux,qr,Stock Cap
864,Flux #864,2215,177.3913816735,Sensei Armour,11,Regz,Minty Fresh,3rd Eye Woke,Cheetah Laker,Floater,Worship,Hulk,Gold Tooth,Late Night Lurkers,Mint Buff
198,Flux #198,2216,177.378317712,Handstyles,10,Tribal Blue Dreams,Magneto,Blasted,Shattered,Drippy,Tracks,Panther,none,Trackside Tyrants,Panther Buff
2805,Flux #2805,2217,177.3742197716,Warrior,10,Blue Dreams,none,Headset,Drippy,3rd Eye Laker,Tracks,Underwater,Suede,ab,Mint Buff
3604,Flux #3604,2218,177.3738746445,Handstyles,10,Sunny,none,Cyclops Mask,Tribal,Wood Stock,Jr Bone,Underwater,Baller,qr,Damascus
3910,Flux #3910,2219,177.372954555,Handstyles,10,Regz,none,3rd Eye Woke,Dope Grill,Panther Print,Jr Bone,Panther,Gold Tooth,op,Demigod
3192,Flux #3192,2220,177.3649650456,Sicheezy Armour,10,Sunny,none,3rd Eye Woke,Purps,Marker,Worship,Pinky Power,Furrr,gh,Mint Buff
686,Flux #686,2221,177.3640629893,Golden Eggs,11,Regz,Sunny Side,Woke,Cracked Gold,Drippy,Staunch,Pool,JPEGS,420 Familia,Demigod
2607,Flux #2607,2222,177.362362281,Handstyles,10,Minty Fresh,none,Emerald Gaze,Cracked Gold,Demigod,Staunch,Leopard,Panther Furrr,st,NY Fat
2753,Flux #2753,2223,177.3623208671,Fury,10,Minty Fresh,none,Concrete,Sativa,Dragon Fly,Staunch,Grimm,Furrr,st,Archangel
3305,Flux #3305,2224,177.3567460804,Pinkish,10,Minty Fresh,none,Husky,Blueprint,Lurkers,Staunch,Grape,Gold Tooth,kl,Demigod
1306,Flux #1306,2225,177.3527765421,Vines,11,Purple Haze,Sunny Side,Flame Walker,Sativa,Gas Wars 21,Bullish Silver,Leopard,Gold Tooth,Yesterdays Children,Archangel
1313,Flux #1313,2226,177.3504509283,Ceremonial,11,Green Goblin,Crips,Headset,Drippy,Third Eye Laker,Staunch,Minty Fresh,Hungry,Deviant Devs,Panther Buff
3398,Flux #3398,2227,177.3482863702,Earth Worship,10,Regz,none,3rd Eye Bugged,Minty Fresh,Dragon Fly,Jr Bone,Purple Haze,Panther Furrr,st,Mint Buff
3102,Flux #3102,2228,177.3481187869,Cheetah,9,Blue Dreams,none,3rd Eye Woke,Smile,Drippy,Bullish Golden,Sunny,none,ij,Mint Buff
419,Flux #419,2229,177.3475830266,Sicheezy Armour,11,Pinky Power,Crips,SUS,Drippy,Wood Stock,Phat,Animal Chin,JPEGS,420 Familia,Stock Cap
3898,Flux #3898,2230,177.3358340447,Regulators,9,Orange Kush,none,Hornet,OG,Bull Run,Staunch,Purple Haze,none,mn,Demigod
2543,Flux #2543,2231,177.3220075409,Sensei Armour,10,Khaki,none,Headset,Bandaged,Hardcore Fat,Jr Bone,Urban Camo,Baller,ij,Damascus
1508,Flux #1508,2232,177.3137617528,Sensei Armour,10,Khaki,Minty Fresh,Husky,Tribal,Marker,Jr Bone,Stone,none,Fatcap Fanatics,Level Up
1784,Flux #1784,2233,177.3132084296,Ceremonial,11,Blue Dreams,Minty Fresh,Shadow Warrior,Cheetah Laker,3rd Eye Laker,Jr Bone,Purple Haze,JPEGS,Deviant Devs,NY Fat
577,Flux #577,2234,177.3099356893,Rope Bind,11,Tribal Blue Dreams,Sunny Side,3rd Eye Woke,Berry,3rd Eye Laker,Tracks,Pinky Power,OG Flux,Creative Creatures,Mint Buff
1832,Flux #1832,2235,177.3027422078,Vines,10,Pinky Power,none,Golden Eye,Bandaged,Drippy,Jr Bone,Animal Chin,JPEGS,Trackside Tyrants,Patchwork Golden
985,Flux #985,2236,177.3017611364,Ceremonial,11,Regz,Crips,SUS,Sativa,Dragon Fly,Bullish Silver,Stone,Panther Furrr,Blockchain Vandals,Level Up
3196,Flux #3196,2237,177.2848387474,Ceremonial,10,Minty Fresh,none,SUS,Blueprint,Buck Teeth,Worship,Minty Fresh,OG Flux,op,Archangel
4159,Flux #4159,2238,177.2770977877,Cheetah,9,Blue Dreams,none,Laker,Purps,HODL,Tracks,Grape,Furrr,ij,none
3229,Flux #3229,2239,177.2704350232,Fire Signs,10,Tribal Blue Dreams,none,Cyclops Mask,Gold Digger,Bull Run,Bullish Silver,Grape,Strong,mn,NY Fat
1843,Flux #1843,2240,177.2684188654,Regulators,11,Green Goblin,Minty Fresh,Shadow Warrior,Smile,Floater,Tracks,Overcast,Furrr,420 Familia,Level Up
4124,Flux #4124,2241,177.2660287933,Tribal Signs Armour,9,Tribal Blue Dreams,none,Blasted,Cheetah Laker,Universal Banana,Worship,Leopard,Yeah Dope,ij,none
3494,Flux #3494,2242,177.2547466206,Cheetah,10,Blue Dreams,none,Night Vision,Blood Orange,Angel,Staunch,Sunny,Panther Furrr,ij,Archangel
4070,Flux #4070,2243,177.2495794078,Warrior,9,Purple Haze,none,Shadow Warrior,Bandaged,REKT,Staunch,Tangerine,Suede,gh,none
3418,Flux #3418,2244,177.2448960529,Ceremonial,10,Orange Kush,none,Chill,Shattered,3rd Eye Laker,Phat,Fingerprint,Yeah Dope,ij,Damascus
1901,Flux #1901,2245,177.2444084044,none,9,Minty Fresh,none,Husky,Cheetah Laker,HODL,Jr Bone,Animal Chin,Strong,Future Primitives,Panther Buff
3866,Flux #3866,2246,177.2290563318,Tribal Signs Armour,10,Orange Kush,none,Laker,Cracked Gold,Floater,Jr Bone,Stone,Furrr,qr,Level Up
639,Flux #639,2247,177.2266803539,Tribal Signs Armour,10,Pinky Power,Crips,3rd Eye Trust,Blood Orange,Lurkers,Phat,Grape,none,Future Primitives,NY Fat
65,Flux #65,2248,177.2242722279,Earth Worship,11,Minty Fresh,Minty Fresh,Husky,Smile,HODL,Bullish Golden,Overcast,Suede,Deviant Devs,Mint Buff
2592,Flux #2592,2249,177.2211696397,Cheetah,10,Purple Haze,none,Blasted,Smile,Bull Run,Phat,Minty Fresh,Panther Furrr,ab,Mint Buff
3545,Flux #3545,2250,177.216031926,Regulators,10,Tribal Blue Dreams,none,All Seeing Eye,GM,Floater,Honour Bone,Underwater,JPEGS,st,Stock Cap
1155,Flux #1155,2251,177.2138322185,Tribal Signs Armour,11,Blue Dreams,Sunny Side,3rd Eye Woke,Sativa,Happy Camper,Jr Bone,Underwater,OG Flux,Deviant Devs,NY Fat
2799,Flux #2799,2252,177.2117398185,Vines,10,Purple Haze,none,Concrete,OG,REKT,Worship,Fingerprint,Furrr,qr,Damascus
3040,Flux #3040,2253,177.2083806606,Fury,10,Sunny,none,Blasted,Minty Fresh,Universal Banana,Bullish Golden,Tangerine,Hungry,mn,Stock Cap
3585,Flux #3585,2254,177.2012139418,Golden Eggs,9,Pinky Power,none,Pink Eye,Minty Fresh,Cheetah,Phat,Stone,Strong,ab,none
3261,Flux #3261,2255,177.1990269418,Rope Bind,10,Regz,none,Headset,Cheetah Laker,Bull Run,Bullish Silver,Purple Haze,Suede,op,Archangel
3840,Flux #3840,2256,177.1912696304,Ceremonial,10,Tribal Blue Dreams,none,Hornet,Tribal,Hardcore Fat,Worship,Tangerine,Strong,qr,Stock Cap
2058,Flux #2058,2257,177.1899171369,Warrior,10,Khaki,none,Blasted,Smile,Buck Teeth,Honour Bone,Pinky Power,Gold Tooth,420 Familia,Patchwork Golden
1369,Lord Flux,2258,177.188273969,Vines,11,Regz,Sunny Side,3rd Eye Bugged,Blueprint,Stoned,Tracks,Hulk,Suede,420 Familia,Archangel
2895,Flux #2895,2259,177.1866071204,Fury,10,Purple Haze,none,Flame Walker,Minty Fresh,3rd Eye Laker,Jr Bone,Fingerprint,Panther Furrr,qr,Demigod
3266,Flux #3266,2260,177.1852425594,Ceremonial,10,Pinky Power,none,Shadow Warrior,Panther,Basic Back Up,Worship,Fingerprint,OG Flux,st,Stock Cap
3737,Flux #3737,2261,177.1839440449,Rope Bind,10,Sunny,none,Husky,Shattered,Universal Banana,Bullish Silver,Hulk,JPEGS,cd,Demigod
3350,Flux #3350,2262,177.176947206,Ceremonial,10,Sunny,none,Shadow Warrior,Minty Fresh,3rd Eye Laker,Tracks,Leopard,Panther Furrr,gh,Stock Cap
3575,Flux #3575,2263,177.1742521588,Handstyles,10,Regz,none,SUS,Kush,REKT,Tracks,Stone,JPEGS,ef,NY Fat
2754,Flux #2754,2264,177.1435976341,Sicheezy Armour,10,Minty Fresh,none,Laker,Gold Digger,Stoned,Jr Bone,Leopard,Yeah Dope,ij,Demigod
3819,Flux #3819,2265,177.141646857,Rope Bind,10,Blue Dreams,none,Blind King,Smile,Lurkers,Staunch,Panther,Strong,qr,Panther Buff
1733,Flux #1733,2266,177.1396518316,Pinkish,11,Purple Haze,Minty Fresh,All Seeing Eye,Blood Orange,HODL,Staunch,Tangerine,Hungry,Trackside Tyrants,Damascus
3901,Flux #3901,2267,177.1312990069,Handstyles,10,Purple Haze,none,Emerald Gaze,Kush,Happy Camper,Phat,Animal Chin,Yeah Dope,cd,Damascus
3694,Flux #3694,2268,177.1312194144,Warrior,10,Regz,none,Headset,Drippy,Stoned,Jr Bone,Fingerprint,Panther Furrr,mn,Panther Buff
3453,Flux #3453,2269,177.1280037754,Vines,9,Orange Kush,none,Golden Eye,Gold Digger,Bull Run,Phat,Sunny,none,gh,Mint Buff
925,Flux #925,2270,177.1199810294,Sensei Armour,11,Purple Haze,Crips,Headset,Blueprint,Cheetah,Bullish Golden,Panther,Suede,420 Familia,Mint Buff
3679,Flux #3679,2271,177.1185499003,Tribal Signs Armour,10,Purple Haze,none,Emerald Gaze,Gold Digger,HODL,Staunch,Hulk,Strong,ab,Demigod
3099,Flux #3099,2272,177.1085601018,Warrior,10,Regz,none,Husky,Dope Grill,Lurkers,Honour Bone,Overcast,Hungry,st,Damascus
2713,Flux #2713,2273,177.1044359145,Regulators,10,Orange Kush,none,Chill,GM,3rd Eye Laker,Phat,Hulk,Gold Tooth,gh,NY Fat
2580,Flux #2580,2274,177.1039558949,Sensei Armour,9,Sunny,none,Husky,OG,Universal Banana,Phat,Overcast,none,kl,Archangel
1921,Flux #1921,2275,177.0994442335,Sicheezy Armour,9,Purple Haze,none,Husky,Dope Grill,Third Eye Laker,Bullish Golden,Sunny,none,Creative Creatures,Mint Buff
4107,Flux #4107,2276,177.0979413308,Pinkish,9,Purple Haze,none,Liquid Lust,Tribal,Drippy,Bullish Golden,Stone,Gold Tooth,kl,none
1750,Flux #1750,2277,177.0937505528,Ceremonial,11,Regz,Minty Fresh,Husky,Cracked Gold,Universal Banana,Jr Bone,Tangerine,Furrr,Deviant Devs,Mint Buff
772,LIL DRIP the SHOOTA,2278,177.0930902456,Earth Worship,10,Orange Kush,none,Flame Walker,Gold Digger,Drippy,Jr Bone,Underwater,Baller,Late Night Lurkers,Patchwork Golden
3793,Flux #3793,2279,177.0915629323,Warrior,10,Pinky Power,none,3rd Eye Woke,Cheetah Laker,Cheetah,Honour Bone,Pinky Power,Suede,gh,Stock Cap
3521,Flux #3521,2280,177.0877395595,Pinkish,10,Pinky Power,none,SUS,Dope Grill,Basic Back Up,Bullish Silver,Tangerine,JPEGS,st,NY Fat
2515,Flux #2515,2281,177.0860286942,Tribal Signs Armour,9,Sunny,none,3rd Eye Woke,Blueprint,Lurkers,Bullish Golden,Urban Camo,none,st,Stock Cap
2967,Flux #2967,2282,177.085164608,Fire Signs,9,Tribal Blue Dreams,none,All Seeing Eye,Kush,Dragon Fly,Staunch,Tangerine,Baller,cd,none
688,Flux #688,2283,177.0726957511,Golden Eggs,10,Minty Fresh,Magneto,Night Vision,Cheetah Laker,Floater,Staunch,Minty Fresh,OG Flux,Trackside Tyrants,none
3953,Flux #3953,2284,177.0674879717,Warrior,10,Regz,none,Concrete,Dope Grill,Panther Print,Bullish Golden,Animal Chin,Furrr,ij,Level Up
3753,Flux #3753,2285,177.0640557162,Ceremonial,9,Blue Dreams,none,Husky,OG,Universal Banana,Staunch,Pool,none,qr,Level Up
2208,Flux #2208,2286,177.0628164419,Sicheezy Armour,9,Green Goblin,none,Cyclops Mask,Bandaged,HODL,Bullish Golden,Underwater,OG Flux,Future Primitives,none
1911,Flux #1911,2287,177.0620933749,Sicheezy Armour,10,Khaki,none,Night Vision,Blueprint,Hardcore Fat,Jr Bone,Overcast,JPEGS,Late Night Lurkers,Demigod
2678,Flux #2678,2288,177.0579487228,Regulators,10,Pinky Power,none,SUS,Purps,Stoned,Tracks,Urban Camo,Strong,ef,Panther Buff
525,Flux #525,2289,177.0545212386,Golden Eggs,11,Blue Dreams,Sunny Side,All Seeing Eye,OG,Cheetah,Staunch,Fingerprint,OG Flux,Deviant Devs,Damascus
392,Flux #392,2290,177.049333024,Handstyles,11,Tribal Blue Dreams,Crips,Concrete,Shattered,Bull Run,Jr Bone,Pinky Power,Furrr,Late Night Lurkers,Stock Cap
3950,Flux #3950,2291,177.0492701828,Rope Bind,9,Sunny,none,Pink Eye,Berry,Stoned,Staunch,Purple Haze,none,cd,Level Up
3945,Flux #3945,2292,177.0482293365,Regulators,10,Orange Kush,none,Woke,Smile,Demigod,Tracks,Khaki,Hungry,qr,NY Fat
3708,Flux #3708,2293,177.0424078723,Vines,10,Blue Dreams,none,Husky,Tribal,Floater,Phat,Leopard,OG Flux,gh,Mint Buff
2706,Flux #2706,2294,177.0362953856,Warrior,10,Tribal Blue Dreams,none,Flame Walker,Blueprint,Gas Wars 21,Tracks,Urban Camo,Gold Tooth,st,Stock Cap
2662,Flux #2662,2295,177.0353306048,Golden Eggs,10,Pinky Power,none,Concrete,OG,Gas Wars 21,Jr Bone,Sunny,Panther Furrr,op,NY Fat
3640,Flux #3640,2296,177.0350437206,Warrior,10,Orange Kush,none,Woke,Shattered,Hardcore Fat,Phat,Pinky Power,Panther Furrr,kl,Mint Buff
2485,Flux #2485,2297,177.0312317198,Handstyles,10,Purple Haze,none,Golden Eye,Kush,Basic Back Up,Staunch,Fingerprint,Gold Tooth,kl,Archangel
2841,Flux #2841,2298,177.0302236017,Handstyles,10,Sunny,none,Chill,Blueprint,Basic Back Up,Staunch,Overcast,Furrr,ij,Archangel
1491,Flux #1491,2299,177.028804226,Rope Bind,10,Regz,Crips,Shadow Warrior,Cracked Gold,Angel,Bullish Silver,Pinky Power,Gold Tooth,Trackside Tyrants,none
2809,Flux #2809,2300,177.0206586913,Fire Signs,10,Tribal Blue Dreams,none,Golden Eye,Panther,Lurkers,Jr Bone,Grimm,Panther Furrr,ab,Stock Cap
2681,Flux #2681,2301,177.0123237075,Vines,10,Orange Kush,none,3rd Eye Bugged,Blood Orange,Cheetah,Jr Bone,Sunny,Furrr,qr,Damascus
3484,Flux #3484,2302,176.9990963254,Cheetah,10,Minty Fresh,none,Flame Walker,Minty Fresh,Angel,Tracks,Minty Fresh,Panther Furrr,ab,Mint Buff
4108,Flux #4108,2303,176.9936405138,Fury,9,Sunny,none,Blasted,Kush,Hardcore Fat,Staunch,Grimm,Furrr,ij,none
1462,Flux #1462,2304,176.9770584402,Vines,11,Pinky Power,Minty Fresh,Blasted,Tribal,Floater,Tracks,Underwater,Hungry,Deviant Devs,Archangel
2879,Flux #2879,2305,176.9748088191,Fire Signs,10,Tribal Blue Dreams,none,Shadow Warrior,Panther,Wood Stock,Tracks,Overcast,Suede,ef,Panther Buff
1744,Flux #1744,2306,176.9727604994,Regulators,11,Blue Dreams,Minty Fresh,Laker,GM,Third Eye Laker,Staunch,Pinky Power,Suede,Yesterdays Children,Damascus
2541,Flux #2541,2307,176.9622873608,Regulators,10,Blue Dreams,none,Pink Eye,Tribal,Panther Print,Worship,Pinky Power,Baller,mn,Level Up
3601,Flux #3601,2308,176.9570367385,Rope Bind,10,Tribal Blue Dreams,none,Shadow Warrior,Tribal,Happy Camper,Bullish Silver,Grape,Furrr,qr,Panther Buff
3594,Flux #3594,2309,176.9558730303,Fire Signs,9,Tribal Blue Dreams,none,Chill,Panther,Bull Run,Honour Bone,Tangerine,none,ab,Level Up
531,Flux #531,2310,176.9493175194,Rope Bind,11,Blue Dreams,Minty Fresh,Shadow Warrior,Drippy,Demigod,Tracks,Underwater,Furrr,Future Primitives,Level Up
3422,Flux #3422,2311,176.9472440272,Handstyles,10,Orange Kush,none,3rd Eye Trust,Berry,Dragon Fly,Tracks,Underwater,JPEGS,st,Stock Cap
3160,Flux #3160,2312,176.9451267798,Fury,10,Green Goblin,none,Headset,Sativa,Bull Run,Bullish Silver,Tangerine,OG Flux,cd,Mint Buff
847,Flux #847,2313,176.9431805994,Regulators,11,Orange Kush,Magneto,Headset,Drippy,Third Eye Laker,Tracks,Grimm,Strong,Late Night Lurkers,Archangel
4147,Flux #4147,2314,176.9338730832,Earth Worship,9,Pinky Power,none,3rd Eye Woke,Gold Digger,Basic Back Up,Tracks,Sunny,OG Flux,qr,none
3580,Flux #3580,2315,176.9327133113,Ceremonial,10,Blue Dreams,none,Pink Eye,Panther,Floater,Staunch,Grape,OG Flux,op,Mint Buff
1102,Flux #1102,2316,176.920436356,Vines,11,Regz,Crips,SUS,Dope Grill,Hardcore Fat,Tracks,Pinky Power,Gold Tooth,420 Familia,Stock Cap
1212,Flux #1212,2317,176.9039758025,Sicheezy Armour,10,Regz,Magneto,3rd Eye Woke,OG,Marker,Bullish Silver,Grimm,Gold Tooth,Meta Maker,none
2666,Flux #2666,2318,176.9013302165,Ceremonial,10,Tribal Blue Dreams,none,Husky,Sativa,Basic Back Up,Worship,Hulk,Hungry,st,Mint Buff
3723,Flux #3723,2319,176.8988808439,Rope Bind,10,Pinky Power,none,Woke,Berry,Demigod,Worship,Sunny,Strong,ij,Archangel
491,Flux #491,2320,176.8987265797,Cheetah,11,Blue Dreams,Crips,Concrete,Shattered,Happy Camper,Honour Bone,Grape,JPEGS,Meta Maker,NY Fat
3249,Flux #3249,2321,176.89538633,Warrior,10,Blue Dreams,none,All Seeing Eye,Berry,Drippy,Worship,Urban Camo,OG Flux,op,Panther Buff
3987,Flux #3987,2322,176.8903685082,Fire Signs,9,Purple Haze,none,3rd Eye Woke,Dope Grill,3rd Eye Laker,Bullish Golden,Sunny,Suede,qr,none
2897,Flux #2897,2323,176.8890190785,Sensei Armour,10,Regz,none,Flame Walker,Purps,Buck Teeth,Tracks,Hulk,Baller,mn,Level Up
2927,Flux #2927,2324,176.8855266517,Earth Worship,10,Sunny,none,Liquid Lust,Blood Orange,Angel,Jr Bone,Stone,OG Flux,kl,NY Fat
1244,Flux #1244,2325,176.8846573982,Fury,10,Khaki,Magneto,3rd Eye Trust,Drippy,Hardcore Fat,Tracks,Panther,JPEGS,Meta Maker,none
3313,Flux #3313,2326,176.87500521,Tribal Signs Armour,10,Sunny,none,Blasted,Tribal,Happy Camper,Worship,Sunny,Strong,qr,Demigod
1920,Flux #1920,2327,176.8682229642,Golden Eggs,9,Tribal Blue Dreams,none,SUS,Berry,Demigod,Bullish Golden,Ocean Print,none,Meta Maker,NY Fat
1282,Flux #1282,2328,176.8672874724,Sensei Armour,10,Blue Dreams,Magneto,Emerald Gaze,Panther,REKT,Bullish Silver,Panther,none,420 Familia,NY Fat
3323,Flux #3323,2329,176.8636476308,Sensei Armour,10,Khaki,none,Golden Eye,Sativa,Panther Print,Worship,Pool,Baller,qr,Panther Buff
3314,Flux #3314,2330,176.8604212116,Rope Bind,10,Minty Fresh,none,Chill,Sativa,HODL,Jr Bone,Overcast,Baller,st,Mint Buff
3154,Flux #3154,2331,176.8539937201,none,9,Minty Fresh,none,All Seeing Eye,Panther,Drippy,Honour Bone,Minty Fresh,Gold Tooth,ab,Panther Buff
2679,Flux #2679,2332,176.8363945126,Tribal Signs Armour,10,Sunny,none,Liquid Lust,Blood Orange,Gas Wars 21,Phat,Pool,Suede,gh,NY Fat
1761,Flux #1761,2333,176.8281497365,Pinkish,11,Sunny,Minty Fresh,Headset,Blood Orange,Hardcore Fat,Phat,Grimm,Yeah Dope,Deviant Devs,Damascus
3457,Flux #3457,2334,176.8277309909,Fury,10,Purple Haze,none,Concrete,Blueprint,Stoned,Phat,Grimm,Suede,qr,NY Fat
2991,Flux #2991,2335,176.8164579126,none,9,Blue Dreams,none,Flame Walker,Bandaged,Angel,Phat,Pinky Power,Furrr,qr,Level Up
2997,Flux #2997,2336,176.8141653404,Handstyles,10,Regz,none,Cyclops Mask,Bandaged,Drippy,Jr Bone,Underwater,JPEGS,qr,Damascus
943,Flux #943,2337,176.8128862415,Fire Signs,11,Tribal Blue Dreams,Magneto,Cyclops Mask,Panther,Marker,Bullish Silver,Hulk,Gold Tooth,Trackside Tyrants,Stock Cap
3877,Flux #3877,2338,176.8024107541,Tribal Signs Armour,10,Sunny,none,All Seeing Eye,Panther,Demigod,Tracks,Overcast,Baller,op,Demigod
1200,Flux #1200,2339,176.7873645493,Fury,9,Tribal Blue Dreams,Sunny Side,3rd Eye Trust,Smile,Angel,Phat,Fingerprint,none,Blockchain Vandals,none
3808,Flux #3808,2340,176.7798296539,Warrior,10,Minty Fresh,none,SUS,Minty Fresh,HODL,Honour Bone,Animal Chin,Panther Furrr,qr,Level Up
607,Flux #607,2341,176.7793345463,Sensei Armour,10,Pinky Power,Magneto,Woke,OG,Stoned,Bullish Golden,Fingerprint,Furrr,Fatcap Fanatics,none
722,Flux #722,2342,176.7783863682,Regulators,10,Khaki,Crips,Woke,Panther,Panther Print,Tracks,Fingerprint,Hungry,Blockchain Vandals,none
4096,Flux #4096,2343,176.7774117239,Fury,9,Sunny,none,Emerald Gaze,Kush,Dragon Fly,Phat,Khaki,Panther Furrr,st,none
4069,Flux #4069,2344,176.7765992207,Earth Worship,9,Purple Haze,none,Headset,Smile,Marker,Jr Bone,Grimm,Strong,gh,none
14,Flux #14,2345,176.7584217418,Ceremonial,10,Khaki,Minty Fresh,3rd Eye Trust,Kush,Third Eye Laker,Phat,Pinky Power,Furrr,Yesterdays Children,none
1113,Flux #1113,2346,176.754889049,Tribal Signs Armour,11,Purple Haze,Minty Fresh,Shadow Warrior,GM,Buck Teeth,Worship,Khaki,OG Flux,Creative Creatures,Mint Buff
2851,Flux #2851,2347,176.7505753573,Rope Bind,10,Purple Haze,none,Hornet,Sativa,Dragon Fly,Phat,Underwater,JPEGS,kl,Stock Cap
3652,Flux #3652,2348,176.7443847519,Cheetah,10,Tribal Blue Dreams,none,SUS,Berry,Third Eye Laker,Phat,Khaki,Hungry,cd,Archangel
2722,Flux #2722,2349,176.7367637953,Pinkish,10,Minty Fresh,none,Hornet,Sativa,Drippy,Phat,Purple Haze,Strong,ab,Damascus
1285,Flux #1285,2350,176.7297771482,Fury,10,Regz,Magneto,Laker,Bandaged,3rd Eye Laker,Honour Bone,Tangerine,none,Yesterdays Children,NY Fat
3415,Flux #3415,2351,176.7292034913,Vines,10,Orange Kush,none,Night Vision,Blood Orange,Dragon Fly,Honour Bone,Grape,Suede,st,Archangel
1742,Flux #1742,2352,176.7250920824,Ceremonial,11,Purple Haze,Minty Fresh,Blasted,OG,Floater,Honour Bone,Hulk,Strong,Late Night Lurkers,Demigod
3825,Flux #3825,2353,176.7247160533,none,9,Sunny,none,Chill,OG,Dragon Fly,Bullish Golden,Minty Fresh,OG Flux,kl,Level Up
3618,Flux #3618,2354,176.72219863,Cheetah,10,Sunny,none,Golden Eye,Sativa,Demigod,Jr Bone,Pool,JPEGS,st,Level Up
3844,Flux #3844,2355,176.6989397604,Fire Signs,10,Purple Haze,none,Liquid Lust,Gold Digger,REKT,Honour Bone,Animal Chin,Hungry,st,Mint Buff
2532,Flux #2532,2356,176.6987504959,Fire Signs,10,Green Goblin,none,Pink Eye,Panther,Angel,Worship,Urban Camo,Gold Tooth,ab,Mint Buff
3534,Flux #3534,2357,176.6941747713,Fire Signs,10,Pinky Power,none,Chill,Bandaged,Gas Wars 21,Worship,Sunny,Baller,st,Level Up
3741,Flux #3741,2358,176.6819981295,Regulators,9,Sunny,none,3rd Eye Woke,Blueprint,Marker,Jr Bone,Leopard,none,st,Level Up
3431,Flux #3431,2359,176.6790526256,Sicheezy Armour,10,Blue Dreams,none,Flame Walker,Purps,Stoned,Tracks,Pinky Power,Gold Tooth,kl,Damascus
2948,Flux #2948,2360,176.6776669142,Regulators,9,Sunny,none,3rd Eye Trust,Minty Fresh,Wood Stock,Tracks,Sunny,none,ij,Archangel
4076,Flux #4076,2361,176.6774817146,Fury,9,Pinky Power,none,Woke,Purps,Demigod,Bullish Golden,Sunny,Gold Tooth,st,none
3835,Flux #3835,2362,176.6760020202,Regulators,10,Sunny,none,Woke,Kush,Gas Wars 21,Worship,Khaki,OG Flux,kl,Stock Cap
2568,Flux #2568,2363,176.6755028935,Golden Eggs,10,Khaki,none,Shadow Warrior,Panther,Basic Back Up,Staunch,Grape,JPEGS,qr,Mint Buff
3167,Flux #3167,2364,176.672999729,Vines,9,Pinky Power,none,Liquid Lust,Gold Digger,Buck Teeth,Bullish Silver,Grimm,OG Flux,qr,none
859,Flux #859,2365,176.6729339778,Sicheezy Armour,10,Regz,Sunny Side,Concrete,Kush,Universal Banana,Bullish Golden,Stone,none,Deviant Devs,Archangel
1728,Flux #1728,2366,176.6715132089,none,9,Khaki,Minty Fresh,Pink Eye,Smile,Marker,Bullish Silver,Leopard,JPEGS,Trackside Tyrants,none
3258,Flux #3258,2367,176.6653080921,Earth Worship,9,Sunny,none,Hornet,Cheetah Laker,Panther Print,Honour Bone,Pool,none,ij,NY Fat
3992,Flux #3992,2368,176.6635795173,Rope Bind,10,Minty Fresh,none,Liquid Lust,Blueprint,Angel,Honour Bone,Leopard,Baller,gh,Level Up
3603,Flux #3603,2369,176.6595107766,Cheetah,9,Tribal Blue Dreams,none,Shadow Warrior,Drippy,Lurkers,Staunch,Stone,none,gh,Panther Buff
4151,Flux #4151,2370,176.6580688226,Rope Bind,9,Tribal Blue Dreams,none,Cyclops Mask,Kush,HODL,Honour Bone,Khaki,JPEGS,st,none
3955,Flux #3955,2371,176.6566895704,Golden Eggs,10,Orange Kush,none,Cyclops Mask,Bandaged,Gas Wars 21,Jr Bone,Underwater,Yeah Dope,gh,Demigod
3685,Flux #3685,2372,176.6561563068,Vines,10,Purple Haze,none,Cyclops Mask,Berry,3rd Eye Laker,Honour Bone,Urban Camo,Furrr,op,Mint Buff
1251,Flux #1251,2373,176.6504027193,Handstyles,11,Orange Kush,Magneto,SUS,Smile,HODL,Honour Bone,Underwater,Panther Furrr,Deviant Devs,Level Up
3821,Flux #3821,2374,176.6454016887,Golden Eggs,10,Minty Fresh,none,Flame Walker,Blueprint,Bull Run,Worship,Hulk,Yeah Dope,op,Damascus
2871,Flux #2871,2375,176.6441313926,none,9,Tribal Blue Dreams,none,Laker,Cracked Gold,Lurkers,Bullish Golden,Purple Haze,OG Flux,ij,Panther Buff
3231,Flux #3231,2376,176.6362024609,Vines,10,Sunny,none,Flame Walker,Tribal,Floater,Worship,Hulk,JPEGS,cd,NY Fat
