ID,Name,Rank,Rarity_Score,Accessory,Attributes,Aura,Background,Bling,Body,Face,Hair,Hand,Hat,Head,Stress,Tool
4564,GOGO #4564,3281,91.97878463632867,,8,Red,Earth,,Skully,Disgusted,Red,Mace,,Flushed,2,
524,GOGO #524,3282,91.96150041877983,,9,Yellow,Marsh,,Denim Vest,Happy,Red,Skull,Bowler,Peachy,2,
1926,GOGO #1926,3283,91.95796860977178,,7,Blue and Orange,Desert,,Space Jacket,Bear,Black,,,Flushed,6,
825,GOGO #825,3284,91.94964120485605,,8,Blue and Orange,Marsh,,Armour,Vampire,Blue,Dagger,,Blue Goblin,4,
2892,GOGO #2892,3285,91.94025367518122,,6,Blue and Orange,Desert,,Hoodie,Unimpressed,,,,Blue Goblin,1,
267,GOGO #267,3286,91.93116527841786,,9,Red,Swamp,Chain,Armour,Raging,,Claw,Bucket,Purple Goblin,3,
2542,GOGO #2542,3287,91.93047506839717,,8,Blue,Forest,,Space Jacket,Blazed,,Torch,Bowler,Peachy,1,
3928,GOGO #3928,3288,91.92810868703177,,9,Blue and Orange,Desert,Sword,Chef,Angry,Green,Skull,,Ashen,2,
5351,GOGO #5351,3289,91.91096571164513,,7,Red,Island,,Purple Tee,Laughing,Red,,,Ashen,1,
1308,GOGO #1308,3290,91.89646656713902,,8,Yellow,Hell,Sword,Onesie,Blazed,,,,Peachy,1,Skull
608,GOGO #608,3291,91.88149635685015,,8,Blue and Orange,Mountain,,Chef,Scuba,Black,OK,,Flushed,2,
2940,GOGO #2940,3292,91.87898482801127,Headset,10,Red,Swamp,,Chef,Unimpressed,Bowl,OK,,Flushed,2,Skull
3556,GOGO #3556,3293,91.83219647312627,,8,Yellow,Island,,Denim Vest,Unimpressed,Green,Mace,,Flushed,2,
3733,GOGO #3733,3294,91.82828006040063,,8,Blue,Mountain,,Denim Vest,Ripped,,Dagger,Bowler,Purple Goblin,1,
2349,GOGO #2349,3295,91.82570472114656,,8,Red,Hell,,Hoodie,Raging,,Claw,Bowler,Peachy,1,
4755,GOGO #4755,3296,91.82376054469991,,7,Blue,Marsh,,Armour,Scuba,,Claw,,Flushed,4,
241,GOGO #241,3297,91.80221500631387,,7,Red,Hell,,Space Jacket,Raging,Black,,,Zombie,2,
5138,GOGO #5138,3298,91.78927264456316,Headset,8,Blue,Marsh,,Denim Vest,,Purple,Torch,,Skull,2,
1555,GOGO #1555,3299,91.77823274978766,,8,Blue and Orange,Marsh,,Denim Vest,Roboto,Green,Flames,,Ashen,3,
5503,GOGO #5503,3300,91.77111985003353,,8,Blue,City,,Chef,Blazed,,,Padded,Ashen,2,Wrench
2791,GOGO #2791,3301,91.7654790295127,,7,Red,Swamp,,Purple Tee,Happy,Green,,,Blue Goblin,4,
71,GOGO #71,3302,91.75731862987931,,9,Red,Forest,Sword,Denim Vest,Ripped,Green,OK,,Ashen,3,
3077,GOGO #3077,3303,91.74937631854016,,9,Blue and Orange,City,,Chef,Angry,Red,,Crown,Peachy,1,Skull
1838,GOGO #1838,3304,91.74059545338095,,8,Blue and Orange,Swamp,,Denim Vest,Bear,Bubblegum,Claw,,Flushed,1,
4212,GOGO #4212,3305,91.73536240554294,,8,Red,Earth,,Armour,Raging,Green,Birdy,,Flushed,3,
2515,GOGO #2515,3306,91.72980740982058,,9,Blue,Swamp,Sword,Space Jacket,Blazed,Blue Punk,,Spikes,Ashen,1,
2584,GOGO #2584,3307,91.72935939993422,,8,Blue and Orange,Crash Site,,Space Jacket,Bear,Red Punk,Phone,,Flushed,1,
25,GOGO #25,3308,91.72007051012054,Headset,9,Red,Marsh,,Chef,Angry,Purple,Torch,,Flushed,2,
1120,GOGO #1120,3309,91.70403419083739,,9,Red,Desert,,Armour,Shocked,Bowl,Fist,Spikes,Flushed,1,
3036,GOGO #3036,3310,91.70128042235984,,8,Red,Marsh,,Denim Vest,Raging,,Flames,Bowler,Peachy,3,
1722,GOGO #1722,3311,91.69629498325146,,9,Blue and Orange,Swamp,,Armour,Happy,Black,OK,Bowler,Zombie,1,
4735,GOGO #4735,3312,91.6954033419529,,9,Blue,Hell,Chain,Armour,Shocked,Red,Birdy,,Flushed,2,
1869,GOGO #1869,3313,91.69185938813698,,9,Blue,Swamp,Chain,Denim Vest,Vampire,Blue,Roboto,,Blue Goblin,1,
5074,GOGO #5074,3314,91.68425025893121,,7,Red,Earth,,Polo,Happy,,OK,,Flushed,4,
2864,GOGO #2864,3315,91.66029009762157,,7,Blue and Orange,Marsh,,Hoodie,Scuba,Blue,,,Blue,2,
2231,GOGO #2231,3316,91.64698519020695,,9,Blue,Swamp,,Denim Vest,Blazed,Bowl,Fist,Spikes,Flushed,2,
5453,GOGO #5453,3317,91.64507761414242,,8,Yellow,Island,,Space Jacket,Shocked,Red,Roboto,,Peachy,1,
3939,GOGO #3939,3318,91.63127887186714,,8,Yellow,Earth,,Denim Vest,Angry,Black,Claw,,Flushed,4,
912,GOGO #912,3319,91.62968734960049,,8,Red,Hell,,Space Jacket,Blazed,Red Punk,Dagger,,Peachy,1,
3010,GOGO #3010,3320,91.6187789730905,,9,Yellow,Swamp,,Denim Vest,Tripping,Black,Flames,Crown,Flushed,1,
5427,GOGO #5427,3321,91.60882224822475,,8,Red,Desert,,Denim Vest,Angry,Black,Dagger,,Zombie,3,
2379,GOGO #2379,3322,91.60795591226585,,8,Blue,City,,Denim Vest,Laughing,Red,OK,,Blue Goblin,5,
3318,GOGO #3318,3323,91.59701403989203,,7,Red,Swamp,,Denim Vest,,,Claw,Bowler,Skull,4,
3800,GOGO #3800,3324,91.59315955515493,,9,Blue and Orange,Crash Site,Chain,Armour,Unimpressed,Black,Phone,,Ashen,1,
939,GOGO #939,3325,91.5829421706952,,8,Yellow,Earth,,Denim Vest,Roboto,,Dagger,Bucket,Purple Goblin,1,
3390,GOGO #3390,3326,91.56228312100436,,8,Yellow,Swamp,,Armour,Vampire,,Fist,Crown,Blue Goblin,3,
4835,GOGO #4835,3327,91.5481632085753,,9,Blue,Swamp,Chain,Dinosaur,Ripped,,Phone,,Purple Goblin,3,Skull
1529,GOGO #1529,3328,91.54265969503302,,8,Blue and Orange,Marsh,,Polo,Roboto,Black,Torch,,Flushed,1,
3769,GOGO #3769,3329,91.53485868493145,,9,Blue and Orange,Marsh,,Armour,Happy,Black,Phone,Bucket,Flushed,3,
483,GOGO #483,3330,91.52931712785272,,9,Blue,Swamp,Chain,Space Jacket,Disgusted,Black,,Crown,Zombie,1,
197,GOGO #197,3331,91.46032879018031,,9,Blue,Desert,Sword,Hoodie,Ripped,,Roboto,Bowler,Flushed,2,
3481,GOGO #3481,3332,91.44443550666594,,9,Blue and Orange,Earth,Chain,Denim Vest,Roboto,Blue,Fist,,Ashen,2,
3799,GOGO #3799,3333,91.4426797208339,,9,Yellow,Crash Site,Sword,Denim Vest,Tripping,Blue,Birdy,,Flushed,2,
4861,GOGO #4861,3334,91.43288972768735,,6,Blue and Orange,Desert,,Space Jacket,Angry,,,,Ashen,1,
4745,GOGO #4745,3335,91.42520389340957,,7,Yellow,Desert,,Dinosaur,Unimpressed,,,,Purple Goblin,4,Sword
4529,GOGO #4529,3336,91.4141902625587,,8,Yellow,Hell,,Space Jacket,Disgusted,Bowl,,Spikes,Ashen,3,
2202,GOGO #2202,3337,91.39568561227215,,8,Yellow,Swamp,,Hoodie,Vampire,Bowl,Phone,,Blue Goblin,2,
375,GOGO #375,3338,91.36749242671164,,8,Blue and Orange,Crash Site,Chain,Purple Tee,Disgusted,Black,,,Flushed,1,
5530,GOGO #5530,3339,91.35239105406379,Headset,9,Red,Earth,,Space Jacket,Bear,,OK,Padded,Blue Goblin,2,
4863,GOGO #4863,3340,91.34016309267581,,8,Red,Mountain,,Armour,Tripping,Bowl,Dagger,,Peachy,3,
2064,GOGO #2064,3341,91.3228188419988,,8,Blue and Orange,Desert,Chain,Onesie,,Black,,,Skull,2,Skull
4797,GOGO #4797,3342,91.30481145932234,Headset,9,Blue,Swamp,,Chef,Disgusted,Purple,Skull,,Ashen,1,
4866,GOGO #4866,3343,91.28409420215311,,8,Blue,Desert,,Armour,Happy,Blue Punk,Flames,,Peachy,1,
713,GOGO #713,3344,91.27830022350457,,8,Blue and Orange,Marsh,,Hoodie,Disgusted,,Flames,Padded,Ashen,1,
2378,GOGO #2378,3345,91.26634829990789,,7,Red,Earth,,Dinosaur,,Blue,Phone,,Skull,1,
467,GOGO #467,3346,91.26342856976534,,8,Blue and Orange,City,,Armour,Angry,Green,Dagger,,Purple Goblin,2,
2733,GOGO #2733,3347,91.26109028454549,,8,Yellow,Swamp,,Space Jacket,Laughing,Purple,Skull,,Purple Goblin,4,
4136,GOGO #4136,3348,91.25753315279209,,8,Blue,Marsh,,Skully,Raging,Yellow,Fist,,Blue Goblin,1,
3521,GOGO #3521,3349,91.25659914215619,,6,Red,Marsh,,Hoodie,Blazed,,,,Blue Goblin,1,
379,GOGO #379,3350,91.22887890635597,,8,Yellow,Swamp,,Space Jacket,Laughing,Black,Phone,,Ashen,5,
3252,GOGO #3252,3351,91.20599005908416,,7,Blue and Orange,Swamp,Sword,Purple Tee,Vampire,,,,Purple Goblin,1,
312,GOGO #312,3352,91.1875812758154,Headset,8,Blue,City,,Denim Vest,,Blue,Dagger,,Skull,1,
4221,GOGO #4221,3353,91.16550330559332,,6,Yellow,Marsh,,Hoodie,Blazed,,,,Blue Goblin,1,
1547,GOGO #1547,3354,91.15362546198234,,9,Yellow,Desert,Sword,Space Jacket,Unimpressed,Red Punk,Torch,,Flushed,1,
84,GOGO #84,3355,91.15042470962864,,8,Red,Hell,,Chef,Laughing,Red Punk,Dagger,,Flushed,1,
1063,GOGO #1063,3356,91.13812739030553,Headset,8,Red,Marsh,,Purple Tee,Roboto,,,Padded,Blue Goblin,1,
4254,GOGO #4254,3357,91.12188398514834,,8,Blue and Orange,Crash Site,,Denim Vest,Blazed,,Fist,Bowler,Purple Goblin,1,
3563,GOGO #3563,3358,91.10212429580059,,9,Red,Swamp,,Space Jacket,Blazed,Black,Skull,Bucket,Flushed,2,
5463,GOGO #5463,3359,91.09299432233037,,8,Blue and Orange,Desert,,Dinosaur,Angry,Bubblegum,,,Flushed,1,Skull
1878,GOGO #1878,3360,91.09215576554406,,8,Blue and Orange,Earth,,Space Jacket,Unimpressed,Green,Mace,,Ashen,1,
2820,GOGO #2820,3361,91.08751696541165,,8,Red,Marsh,,Onesie,Roboto,Purple,,,Flushed,3,Skull
4532,GOGO #4532,3362,91.08724922144532,,8,Yellow,Swamp,,Armour,Happy,Red,Roboto,,Flushed,5,
4920,GOGO #4920,3363,91.08203433160593,,8,Yellow,Marsh,,Chef,Disgusted,Blue,Mace,,Purple Goblin,5,
5115,GOGO #5115,3364,91.08096988305216,,9,Blue and Orange,Earth,Chain,Denim Vest,Tripping,Yellow,OK,,Purple Goblin,1,
4968,GOGO #4968,3365,91.06364069197498,,8,Yellow,Marsh,,Onesie,Ripped,Red Punk,,,Ashen,1,Skull
2360,GOGO #2360,3366,91.021652844236,,8,Yellow,Hell,,Chef,Shocked,Purple,Phone,,Ashen,1,
3293,GOGO #3293,3367,91.0215036485757,,8,Blue,Hell,,Skully,Bear,Bowl,Phone,,Blue Goblin,1,
5190,GOGO #5190,3368,90.9050646720833,Headset,10,Red,Desert,Chain,Chef,Shocked,,OK,Bowler,Flushed,1,
5249,GOGO #5249,3369,90.88718181801593,,8,Blue and Orange,Crash Site,,Skully,Ripped,Blue,,,Flushed,4,Skull
2108,GOGO #2108,3370,90.8743452843385,,8,Blue and Orange,Marsh,,Onesie,Tripping,Purple,,,Purple Goblin,2,Skull
5317,GOGO #5317,3371,90.86357622152929,,9,Red,Forest,Chain,Denim Vest,Ripped,Blue,Phone,,Peachy,2,
1874,GOGO #1874,3372,90.85068731718067,,8,Yellow,Crash Site,,Denim Vest,Happy,Green,Birdy,,Purple Goblin,1,
4681,GOGO #4681,3373,90.84511276057377,Headset,9,Red,Crash Site,,Denim Vest,Happy,Green,OK,,Flushed,3,
573,GOGO #573,3374,90.84389861961556,,8,Yellow,City,,Armour,Disgusted,,Birdy,Bucket,Purple Goblin,1,
108,GOGO #108,3375,90.84140256694569,Headset,9,Red,Swamp,,Hoodie,Tripping,Blue,Claw,,Peachy,4,
3562,GOGO #3562,3376,90.82732436619563,Headset,9,Red,Swamp,,Armour,Shocked,Red Punk,Mace,,Ashen,1,
3667,GOGO #3667,3377,90.78219620400084,,8,Blue and Orange,Desert,,Space Jacket,Vampire,Bowl,Birdy,,Purple Goblin,1,
4851,GOGO #4851,3378,90.77700128189423,,9,Blue and Orange,Swamp,,Skully,Bear,Blue,Skull,,Flushed,2,Wrench
2059,GOGO #2059,3379,90.76555404981453,,8,Red,Desert,,Armour,Blazed,Blue Punk,Flames,,Ashen,2,
2256,GOGO #2256,3380,90.74920582317678,,8,Blue and Orange,Desert,,Space Jacket,Raging,Red Punk,Flames,,Flushed,1,
3775,GOGO #3775,3381,90.74869327325295,,8,Yellow,City,,Denim Vest,Raging,Bowl,Fist,,Blue Goblin,2,
51,GOGO #51,3382,90.70131803129844,,8,Blue and Orange,Island,,Denim Vest,Bear,Blue,Dagger,,Ashen,4,
4142,GOGO #4142,3383,90.70050012398704,Headset,9,Yellow,Marsh,,Skully,Unimpressed,Bowl,,,Flushed,3,Wrench
5527,GOGO #5527,3384,90.68597141264418,,8,Blue,City,,Hoodie,Happy,Bowl,Birdy,,Blue Goblin,2,
3863,GOGO #3863,3385,90.68511285770734,,9,Blue,Marsh,,Armour,Happy,Red,Dagger,Bucket,Peachy,2,
2544,GOGO #2544,3386,90.67708154856105,,9,Blue and Orange,Marsh,Chain,Denim Vest,Shocked,Purple,Skull,,Purple Goblin,2,
2482,GOGO #2482,3387,90.66422474096643,Headset,9,Blue and Orange,Desert,,Denim Vest,Ripped,Purple,Mace,,Blue Goblin,1,
3809,GOGO #3809,3388,90.6590688774122,,8,Blue and Orange,City,,Chef,Angry,Red,Mace,,Purple Goblin,2,
587,GOGO #587,3389,90.64813574909371,,7,Blue,Marsh,,Purple Tee,Happy,Purple,,,Flushed,4,
3952,GOGO #3952,3390,90.64081568464238,,9,Yellow,Desert,Chain,Space Jacket,Roboto,,Mace,Bucket,Peachy,2,
4287,GOGO #4287,3391,90.63700468018648,,9,Blue and Orange,Hell,,Denim Vest,Disgusted,Black,OK,Bucket,Flushed,3,
3819,GOGO #3819,3392,90.62549406314312,,9,Red,Marsh,Sword,Hoodie,Ripped,Purple,Birdy,,Blue Goblin,1,
4417,GOGO #4417,3393,90.62548374080151,,7,Blue and Orange,Forest,,Purple Tee,Shocked,Red,,,Flushed,2,
5060,GOGO #5060,3394,90.6132342683528,,9,Blue and Orange,Swamp,Sword,Dinosaur,Shocked,Blue,Mace,,Blue Goblin,3,
328,GOGO #328,3395,90.6077983363747,,7,Red,Desert,,Space Jacket,Scuba,Yellow,,,Purple Goblin,2,
5532,GOGO #5532,3396,90.60508481723917,,8,Red,Crash Site,,Hoodie,Laughing,Bowl,Dagger,,Peachy,2,
1263,GOGO #1263,3397,90.60478918125317,,7,Red,Swamp,,Polo,,Blue,Phone,,Skull,1,
3281,GOGO #3281,3398,90.59516486461968,Headset,9,Blue,Earth,,Denim Vest,Raging,Red Punk,OK,,Peachy,1,
2017,GOGO #2017,3399,90.59287411504386,,8,Blue,City,,Skully,Laughing,Blue,,,Purple Goblin,4,Skull
1309,GOGO #1309,3400,90.59156357570592,,9,Red,Swamp,Chain,Space Jacket,Disgusted,,Mace,Padded,Purple Goblin,1,
5075,GOGO #5075,3401,90.57113501365109,,8,Red,Earth,Chain,Hoodie,Tripping,Green,,,Blue Goblin,4,
1086,GOGO #1086,3402,90.56495254655461,,8,Blue,Marsh,,Polo,Blazed,Red,Roboto,,Flushed,2,
3014,GOGO #3014,3403,90.55688929641958,,9,Red,Desert,Chain,Armour,Blazed,Purple,Torch,,Purple Goblin,3,
994,GOGO #994,3404,90.55203755427614,,9,Blue,Marsh,,Armour,Unimpressed,Bowl,Dagger,Spikes,Ashen,1,
1619,GOGO #1619,3405,90.5327849075101,,7,Blue,Swamp,,Armour,,Red Punk,OK,,Skull,5,
2307,GOGO #2307,3406,90.53200763725954,,8,Red,Desert,,Polo,Disgusted,Red,Mace,,Flushed,2,
4843,GOGO #4843,3407,90.52235451507222,,8,Red,Mountain,,Denim Vest,Happy,Green,Claw,,Peachy,1,
3250,GOGO #3250,3408,90.49269066863633,,8,Red,Earth,,Denim Vest,Blazed,,Roboto,Bucket,Flushed,2,
3450,GOGO #3450,3409,90.48464004624914,,8,Yellow,Marsh,,Denim Vest,Disgusted,Red,Phone,,Ashen,5,
4304,GOGO #4304,3410,90.48183934225474,,8,Yellow,Mountain,,Space Jacket,Roboto,,Claw,Crown,Peachy,2,
1302,GOGO #1302,3411,90.47759492721171,,9,Yellow,Swamp,Chain,Armour,Happy,Purple,OK,,Ashen,5,
5424,GOGO #5424,3412,90.47355199144847,Headset,9,Blue and Orange,Marsh,,Chef,Tripping,Red,Claw,,Peachy,3,
2270,GOGO #2270,3413,90.45991593215749,,9,Yellow,Marsh,Sword,Denim Vest,Angry,Red Punk,Roboto,,Ashen,1,
2958,GOGO #2958,3414,90.4542573164457,,8,Red,Mountain,,Denim Vest,Roboto,Purple,Fist,,Flushed,1,
4324,GOGO #4324,3415,90.43499600459334,,8,Yellow,Desert,,Chef,Roboto,Green,,,Ashen,5,Skull
2718,GOGO #2718,3416,90.43281781819049,Headset,9,Yellow,Crash Site,,Skully,Disgusted,Bowl,OK,,Flushed,1,
978,GOGO #978,3417,90.39259046164378,,9,Blue and Orange,Swamp,Sword,Denim Vest,Ripped,Green,Mace,,Purple Goblin,1,
3523,GOGO #3523,3418,90.37702924545438,,8,Red,Hell,,Hoodie,Laughing,Purple,Phone,,Peachy,1,
1493,GOGO #1493,3419,90.3723130603437,,8,Blue and Orange,Marsh,Sword,Space Jacket,Laughing,Blue,,,Bot,2,
5539,GOGO #5539,3420,90.3622869982117,,8,Blue and Orange,Desert,,Dinosaur,Happy,Bowl,,,Flushed,2,Sword
1124,GOGO #1124,3421,90.34241598107798,,9,Red,Marsh,Sword,Space Jacket,Shocked,Purple,Claw,,Peachy,1,
5147,GOGO #5147,3422,90.33684010734568,,9,Yellow,Desert,Chain,Space Jacket,Happy,Red Punk,Roboto,,Ashen,1,
1081,GOGO #1081,3423,90.33438008658294,,7,Blue and Orange,Marsh,,Onesie,,Bowl,,,Skull,1,Skull
3956,GOGO #3956,3424,90.32169196901516,,8,Blue,Mountain,,Denim Vest,Unimpressed,Purple,Claw,,Blue Goblin,1,
635,GOGO #635,3425,90.26022332444099,,8,Yellow,Crash Site,,Armour,Blazed,Blue,Phone,,Purple Goblin,4,
5004,GOGO #5004,3426,90.25758566821274,,9,Red,Mountain,Chain,Hoodie,Raging,,OK,Bucket,Ashen,2,
29,GOGO #29,3427,90.25306449785957,,8,Yellow,Swamp,,Hoodie,Unimpressed,Red,Phone,,Flushed,5,
5036,GOGO #5036,3428,90.2421412151465,,8,Blue and Orange,Forest,,Armour,Ripped,Bowl,Fist,,Ashen,2,
872,GOGO #872,3429,90.23395897070947,,9,Red,Desert,Chain,Armour,Ripped,Red Punk,Birdy,,Flushed,3,
1030,GOGO #1030,3430,90.22696117306933,,9,Yellow,Desert,Chain,Hoodie,Tripping,Blue,,Bowler,Blue,1,
4465,GOGO #4465,3431,90.22534935522464,,9,Yellow,Marsh,Sword,Space Jacket,Unimpressed,,Birdy,Padded,Peachy,1,
4769,GOGO #4769,3432,90.21747828793036,,9,Blue,Swamp,Sword,Space Jacket,Tripping,Purple,Fist,,Peachy,1,
859,GOGO #859,3433,90.18734163160404,,8,Blue,Marsh,,Skully,Blazed,Yellow,,,Purple Goblin,3,Wrench
2483,GOGO #2483,3434,90.1855637314748,,7,Blue and Orange,Island,,Dinosaur,Angry,,,,Purple Goblin,4,Skull
745,GOGO #745,3435,90.18116972558178,,8,Red,Swamp,,Hoodie,Unimpressed,Red Punk,Claw,,Ashen,4,
5044,GOGO #5044,3436,90.16488129416034,,8,Blue and Orange,Earth,,Hoodie,Laughing,Green,Dagger,,Ashen,1,
3938,GOGO #3938,3437,90.15785172187914,Headset,8,Blue and Orange,Earth,,Hoodie,Shocked,,Mace,,Flushed,3,
3516,GOGO #3516,3438,90.15151946350836,,8,Red,Swamp,,Space Jacket,Vampire,Yellow,OK,,Purple Goblin,3,
2642,GOGO #2642,3439,90.15054978788916,,8,Blue and Orange,Desert,,Space Jacket,Disgusted,Blue,Fist,,Blue,3,
5199,GOGO #5199,3440,90.1116668686451,,8,Yellow,Swamp,,Armour,Scuba,,Phone,Crown,Purple Goblin,1,
3736,GOGO #3736,3441,90.083170405521,,7,Blue and Orange,Desert,,Dinosaur,Ghoul,,,Padded,Blue Goblin,2,
2776,GOGO #2776,3442,90.07375072192609,,8,Yellow,Desert,,Hoodie,Tripping,Black,Phone,,Zombie,1,
5497,GOGO #5497,3443,90.07236981764738,Headset,8,Red,Earth,,Chef,Tripping,,Torch,,Blue Goblin,2,
2602,GOGO #2602,3444,90.06961522420914,,9,Blue and Orange,Swamp,,Denim Vest,Roboto,Blue,OK,Padded,Blue,1,
618,GOGO #618,3445,90.06026764882735,,9,Blue,Swamp,Chain,Hoodie,Laughing,Black,Phone,,Peachy,4,
5158,GOGO #5158,3446,90.05712493104171,,8,Blue,Desert,,Skully,Scuba,,OK,Bowler,Purple Goblin,2,
2504,GOGO #2504,3447,90.05288095732061,,8,Yellow,Marsh,,Hoodie,Blazed,Yellow,OK,,Purple Goblin,5,
788,GOGO #788,3448,90.03616768490227,,9,Blue and Orange,Desert,,Hoodie,Tripping,Blue,OK,Bucket,Blue,1,
3097,GOGO #3097,3449,90.02767626392807,,8,Blue,Hell,,Skully,Unimpressed,,,Padded,Blue Goblin,1,Skull
3347,GOGO #3347,3450,90.02049873518853,,8,Red,Forest,,Chef,Ripped,,Torch,,Blue Goblin,1,Skull
3436,GOGO #3436,3451,90.01968589278687,,8,Yellow,Forest,,Denim Vest,Roboto,Bowl,Mace,,Blue Goblin,2,
5019,GOGO #5019,3452,90.00488737784514,,8,Red,Desert,,Space Jacket,Ripped,Blue,Dagger,,Blue,3,
3165,GOGO #3165,3453,89.99562944653194,,9,Blue,Swamp,,Space Jacket,Raging,Red Punk,OK,Spikes,Flushed,3,
5290,GOGO #5290,3454,89.98527586250503,,8,Blue and Orange,Marsh,,Skully,Bear,Yellow,,,Blue Goblin,4,Skull
3383,GOGO #3383,3455,89.98237081748955,,8,Yellow,Forest,,Armour,Angry,,Phone,Bowler,Purple Goblin,2,
700,GOGO #700,3456,89.97071131439648,,6,Blue,Swamp,,Hoodie,Laughing,,,,Flushed,1,
3032,GOGO #3032,3457,89.95135262149736,,8,Red,Crash Site,,Armour,Unimpressed,,Phone,Padded,Flushed,1,
1822,GOGO #1822,3458,89.89976588542437,,8,Yellow,Earth,,Space Jacket,Unimpressed,Green,Roboto,,Flushed,1,
1567,GOGO #1567,3459,89.8943922301779,,8,Blue and Orange,Marsh,,Space Jacket,Ghoul,Yellow,OK,,Purple Goblin,2,
1043,GOGO #1043,3460,89.88563140621189,Headset,9,Red,Marsh,,Skully,Shocked,Blue,Dagger,,Peachy,3,
2229,GOGO #2229,3461,89.8767357403236,,8,Yellow,Forest,,Space Jacket,Disgusted,,OK,Padded,Ashen,4,
4556,GOGO #4556,3462,89.87039338872522,,9,Red,Marsh,Sword,Space Jacket,Tripping,,Birdy,Bowler,Peachy,2,
432,GOGO #432,3463,89.85466609723497,,8,Yellow,City,,Chef,Unimpressed,Red,Torch,,Ashen,2,
1093,GOGO #1093,3464,89.84884173048327,,9,Blue and Orange,Desert,,Hoodie,Blazed,Blue,OK,Padded,Blue,1,
2263,GOGO #2263,3465,89.8308170017355,,8,Red,Earth,,Dinosaur,Blazed,Red,Birdy,,Ashen,2,
4534,GOGO #4534,3466,89.82774098951661,,9,Blue and Orange,Desert,Sword,Chef,Angry,,Phone,Bucket,Blue Goblin,1,
3069,GOGO #3069,3467,89.79844456632088,,9,Yellow,Desert,Sword,Space Jacket,Angry,,Claw,Bucket,Blue Goblin,1,
2385,GOGO #2385,3468,89.78074528440561,,9,Yellow,Swamp,,Chef,Blazed,Purple,Phone,,Blue Goblin,2,Skull
4942,GOGO #4942,3469,89.76361224407493,,9,Blue and Orange,Swamp,,Armour,Shocked,Black,Birdy,Bowler,Flushed,3,
2177,GOGO #2177,3470,89.76028995171785,,8,Yellow,Crash Site,,Armour,Raging,Red,Birdy,,Ashen,3,
1765,GOGO #1765,3471,89.7599358004174,,7,Red,Swamp,,Skully,,Purple,Mace,,Skull,1,
2541,GOGO #2541,3472,89.75761641876562,,7,Red,Hell,,Armour,Happy,,Torch,,Peachy,4,
536,GOGO #536,3473,89.74152487874711,Headset,8,Red,Marsh,,Hoodie,Disgusted,Bubblegum,,,Ashen,2,
1666,GOGO #1666,3474,89.73748675824089,,9,Blue and Orange,Desert,Chain,Hoodie,Blazed,Blue Punk,Phone,,Flushed,2,
384,GOGO #384,3475,89.73450284871275,,8,Red,Forest,,Space Jacket,Shocked,,Phone,Crown,Flushed,3,
622,GOGO #622,3476,89.6665870049367,,8,Blue and Orange,Marsh,,Hoodie,Blazed,Blue,,Crown,Bot,1,
2689,GOGO #2689,3477,89.65284095716775,,8,Blue,Marsh,,Purple Tee,Happy,Red,,Bowler,Peachy,2,
3257,GOGO #3257,3478,89.63669854250762,Headset,9,Red,Desert,,Denim Vest,Shocked,Red Punk,Fist,,Flushed,1,
667,GOGO #667,3479,89.62729924106715,,8,Red,Mountain,,Chef,Roboto,Bowl,Phone,,Ashen,1,
2657,GOGO #2657,3480,89.6101324332131,,8,Blue,Desert,,Armour,Disgusted,Blue,OK,,Blue Goblin,6,
1415,GOGO #1415,3481,89.6076811774113,,8,Blue,Marsh,,Armour,Scuba,,Phone,Crown,Peachy,1,
1376,GOGO #1376,3482,89.60538002527126,,8,Blue and Orange,Marsh,,Denim Vest,Mask,,OK,Crown,Ashen,1,
2416,GOGO #2416,3483,89.60055105344419,,7,Yellow,Desert,,Dinosaur,,Green,,,Skull,4,Skull
3453,GOGO #3453,3484,89.59786501147505,,8,Yellow,Swamp,,Space Jacket,Laughing,Red Punk,Dagger,,Ashen,4,
2223,GOGO #2223,3485,89.59419287248019,,8,Blue,Forest,,Skully,Laughing,Black,Birdy,,Flushed,2,
4658,GOGO #4658,3486,89.58764114532623,,8,Blue and Orange,City,,Dinosaur,Ripped,Green,,,Ashen,1,Skull
1491,GOGO #1491,3487,89.58370457453506,,8,Blue,Desert,Chain,Hoodie,Disgusted,,Skull,,Flushed,5,
3369,GOGO #3369,3488,89.5743287525177,,8,Yellow,Earth,,Chef,Laughing,Blue Punk,,,Peachy,2,Skull
4947,GOGO #4947,3489,89.56824346454904,,9,Yellow,Swamp,,Chef,Unimpressed,Bowl,,Spikes,Ashen,3,Skull
4224,GOGO #4224,3490,89.5604282696724,,9,Red,Swamp,Chain,Denim Vest,Blazed,Yellow,Birdy,,Blue Goblin,2,
1421,GOGO #1421,3491,89.55764790388122,,7,Yellow,Swamp,Chain,Purple Tee,,Purple,,,Skull,1,
4739,GOGO #4739,3492,89.52196459161273,,7,Blue and Orange,Desert,Sword,Purple Tee,,Bowl,,,Skull,1,
3148,GOGO #3148,3493,89.5184450478232,,8,Yellow,Crash Site,,Armour,Vampire,Bowl,OK,,Purple Goblin,1,
1942,GOGO #1942,3494,89.5132294140363,,8,Blue,Desert,,Skully,Angry,Red,Flames,,Peachy,2,
1469,GOGO #1469,3495,89.50098496084213,,7,Red,Marsh,,Skully,Scuba,,Mace,,Flushed,1,
