ID,Name,Rank,Rarity_Score,Attributes,Background,Clothing,Eyes,Eyewear,Fur,Headgear,Magnificent,Mouth,Piercings,Tail
754,Ottez #754,1849,109.39893169341674,8,Purple,Black Hoodie,Wide Eyed,3D,Pink,Orange Beanie,,Gritted,,White
2206,Ottez #2206,1850,109.39116525994257,8,Green,Dungarees,Sexy Eyes,Heart Shades,Purple,Party Hat,,Whistle,,Fire
2449,Ottez #2449,1851,109.38323940019608,7,Purple,,Sexy Eyes,Aviators,Grey,Propeller Hat,,Sick,,White
3505,Ottez #3505,1852,109.36563621220871,9,Navy,Blue Varsity,Brown Eyes,Adventurer,Stripey Sand,Cycling Cap,,Closed,Nose Ring,White
820,Ottez #820,1853,109.3264017180643,9,Purple,Plain Tshirt,Green Eyes,Aviators,Pink,Bandana,,Gritted,Nose Ring,Rainbow
593,Ottez #593,1854,109.32503351742011,8,Green,Plain Tshirt,Heart Eyes,Heart Shades,Sand,Backwards Cap,,Smile,,Rainbow
1419,Ottez #1419,1855,109.3202811302976,8,Green,Army Shirt,Suspicious Eyes,Xterminator Shades,Brown,Bandana,,Happy,,Fire
2732,Ottez #2732,1856,109.30118108635102,8,Blue,Ottez Tshirt,Blue Eyes,Tortoise Shell,Brown,Yellow Beanie,,Sick,,White
143,Ottez #143,1857,109.29147773523052,8,Pink,Black Hoodie,Tired Eyes,Adventurer,Fawn,Dreads,,Sick,,Plain
719,Ottez #719,1858,109.27453009625737,8,Dark Grey,Watermelon Tshirt,Tired Eyes,Rap Shades,Brown,Propeller Hat,,Gritted,,Metal
2004,Ottez #2004,1859,109.25092378706996,9,Pink,Watermelon Tshirt,Pretty Eyes,Black Wayfarer,Pink,Orange Beanie,,Happy,Bull Ring,White
2390,Ottez #2390,1860,109.23356627215315,8,Purple,Watermelon Tshirt,Blue Eyes,Tortoise Shell,Sand,Bucket Hat,,Drool,,Plain
1026,Ottez #1026,1861,109.22885137238526,8,Purple,Blue Varsity,Sexy Eyes,Tortoise Shell,Grey,Bucket Hat,,Gap Tooth,,Metal
1506,Ottez #1506,1862,109.22224834633604,7,Green,Red Varsity,Heart Eyes,,Grey,Party Hat,,Closed,,Plain
2982,Ottez #2982,1863,109.21764594374682,9,Purple,Double Vest,Glowing Eyes,Black Wayfarer,Brown,Dreads,,Happy,Nose Ring,White
656,Ottez #656,1864,109.17774750160059,9,Purple,Tunic,Brown Eyes,Rap Shades,Brown,Party Hat,,Closed,Bull Ring,Plain
1791,Ottez #1791,1865,109.17272697186841,9,Orange,Tracksuit,Blue Eyes,3D,Grey,Party Hat,,Closed,Bull Ring,Plain
225,Ottez #225,1866,109.16594853450061,8,Orange,Puffer Jacket,Wide Eyed,Aviators,Brown,Ottez Cap,,Sick,,Metal
2892,Ottez #2892,1867,109.16408061556868,8,Pink,Ottez Tshirt,Sexy Eyes,,Pink,Backwards Cap,,Freaky Teeth,Nose Ring,White
1268,Ottez #1268,1868,109.13165470351115,8,Pink,Watermelon Tshirt,Brown Eyes,,Stoner,Backwards Cap,,Freaky Teeth,Bull Ring,White
3814,Ottez #3814,1869,109.1171673758068,8,Dark Grey,Tracksuit,Pretty Eyes,Black Wayfarer,Stripey Sand,Captains Hat,,Smile,,Fire
3378,Ottez #3378,1870,109.11647314364008,7,Yellow,Plain Tshirt,Tired Eyes,,Pink,Crockett Hat,,Closed,,White
2800,Ottez #2800,1871,109.09770015382084,8,Pink,Watermelon Tshirt,Glowing Eyes,Rap Shades,Brown,Ottez Cap,,Smile,,Rainbow
113,Ottez #113,1872,109.08920654990327,9,Pink,Double Vest,Pretty Eyes,Adventurer,Grey,Army Helmet,,Smile,Nose Ring,Rainbow
2682,Ottez #2682,1873,109.08904668047514,8,Purple,Punk Leather,Pretty Eyes,Aviators,Brown,Orange Beanie,,Happy,,Plain
3361,Ottez #3361,1874,108.95158505226874,8,Pink,Tracksuit,Sexy Eyes,Tortoise Shell,Brown,Army Helmet,,Sick,,Plain
542,Ottez #542,1875,108.93720857422704,9,Yellow,Army Shirt,Blue Eyes,Tortoise Shell,Fawn,Army Helmet,,Freaky Teeth,Bull Ring,White
3525,Ottez #3525,1876,108.88333507479523,7,Navy,Black Hoodie,Tired Eyes,,Stripey Sand,Bamboo Hat,,Smile,,Plain
2519,Ottez #2519,1877,108.88297764861409,8,Orange,Black Hoodie,Wide Eyed,Heart Shades,Pink,Yellow Beanie,,Smile,,Plain
1233,Ottez #1233,1878,108.8755524087011,8,Dark Grey,Vegas Shirt,Cheeky Eyes,Rap Shades,Stoner,Dreads,,Smile,,Rainbow
3539,Ottez #3539,1879,108.8593636568514,7,Purple,Striped Tshirt,Cheeky Eyes,,Stoner,Dreads,,Tongue Out,,Plain
3237,Ottez #3237,1880,108.84645384900752,9,Yellow,Aviator Jacket,Cheeky Eyes,Adventurer,Brown,Ottez Cap,,Closed,Nose Ring,Plain
2146,Ottez #2146,1881,108.83623069916402,8,Navy,Plain Tshirt,Heart Eyes,Tortoise Shell,Purple,Bobble Hat,,Gritted,,White
3818,Ottez #3818,1882,108.76637846816162,9,Yellow,Plain Tshirt,Pretty Eyes,Black Wayfarer,Purple,Party Hat,,Tongue Out,Nose Ring,Metal
614,Ottez #614,1883,108.76171270662236,8,Yellow,Green Varsity,Tired Eyes,Tortoise Shell,Purple,Dreads,,Freaky Teeth,,Fire
2631,Ottez #2631,1884,108.74362562846765,7,Orange,Red Varsity,Brown Eyes,,Purple,Army Helmet,,Human,,Plain
2153,Ottez #2153,1885,108.74275056090904,8,Purple,Watermelon Tshirt,Brown Eyes,Black Wayfarer,Grey,Orange Beanie,,Bubblegum,,White
3045,Ottez #3045,1886,108.74055966190292,8,Navy,Neon Hoodie,Green Eyes,Tortoise Shell,Sand,Party Hat,,Gritted,,White
1444,Ottez #1444,1887,108.7169989763484,9,Pink,Black Hoodie,Cheeky Eyes,Aviators,Brown,Bamboo Hat,,Freaky Teeth,Nose Ring,Plain
991,Ottez #991,1888,108.71521374901049,8,Purple,Striped Tshirt,Suspicious Eyes,Xterminator Shades,Purple,Ottez Cap,,Happy,,Metal
3117,Ottez #3117,1889,108.69208420887132,9,Dark Grey,Dungarees,Sexy Eyes,Black Wayfarer,Sand,Propeller Hat,,Gritted,Bull Ring,Rainbow
1068,Ottez #1068,1890,108.68761895894465,8,Green,Black Hoodie,Green Eyes,Heart Shades,Fawn,Party Hat,,Sick,,Rainbow
1375,Ottez #1375,1891,108.63024190464138,8,Green,Plain Tshirt,Pretty Eyes,Rap Shades,Fawn,Pink Wig,,Tongue Out,,White
1285,Ottez #1285,1892,108.61154158137137,9,Blue,Red Varsity,Glowing Eyes,Heart Shades,Sand,Ottez Cap,,Gritted,Nose Ring,White
568,Ottez #568,1893,108.60406153814186,7,Purple,Tracksuit,Suspicious Eyes,,Sand,Moped Helmet,,Gritted,,Metal
1300,Ottez #1300,1894,108.5864655754901,8,Blue,Vegas Shirt,Blue Eyes,Black Wayfarer,Grey,Bucket Hat,,Bubblegum,,Plain
3314,Ottez #3314,1895,108.55675492073784,7,Pink,Black Hoodie,Wide Eyed,,Brown,Backwards Cap,,Bubblegum,,Fire
2789,Ottez #2789,1896,108.54213374950606,8,Blue,Blue Varsity,Tired Eyes,Rap Shades,Brown,Backwards Cap,,Gap Tooth,,Plain
3327,Ottez #3327,1897,108.5390006969174,9,Orange,Army Shirt,Blue Eyes,Tortoise Shell,Fawn,Propeller Hat,,Closed,Bull Ring,Fire
2124,Ottez #2124,1898,108.52068799556426,7,Pink,Ottvana Tshirt,Blue Eyes,,Purple,Bandana,,Closed,,Plain
1334,Ottez #1334,1899,108.51657954330359,9,Navy,Puffer Jacket,Tired Eyes,Adventurer,Brown,Yellow Beanie,,Closed,Bull Ring,Fire
352,Ottez #352,1900,108.49283637783734,7,Green,Plain Tshirt,Blue Eyes,,Stripey Sand,Bucket Hat,,Gap Tooth,,Plain
258,Ottez #258,1901,108.48372686839576,9,Orange,Green Varsity,Blue Eyes,Aviators,Purple,Bamboo Hat,,Gritted,Bull Ring,White
1347,Ottez #1347,1902,108.47661940837298,8,Orange,Red Varsity,Blue Eyes,Tortoise Shell,Fawn,Bobble Hat,,Sick,,Fire
80,Ottez #80,1903,108.43226829103295,8,Dark Grey,Punk Leather,Tired Eyes,Tortoise Shell,Fawn,Bucket Hat,,Smile,,Plain
3688,Ottez #3688,1904,108.42278606826545,9,Green,Red Varsity,Glowing Eyes,Morpheus,Fawn,Bucket Hat,,Closed,Nose Ring,Plain
1561,Ottez #1561,1905,108.38077707713457,7,Pink,Punk Leather,Blue Eyes,,Brown,Ottez Cap,,Happy,,Fire
3119,Ottez #3119,1906,108.35750703601632,9,Blue,Ottez Tshirt,Pretty Eyes,Tortoise Shell,Brown,Backwards Cap,,Gap Tooth,Nose Ring,Plain
1684,Ottez #1684,1907,108.34762176139536,9,Orange,Black Hoodie,Brown Eyes,3D,Sand,Yellow Beanie,,Smile,Bull Ring,White
14,Ottez #14,1908,108.34122092153312,8,Orange,Ottez Tshirt,Blue Eyes,Black Wayfarer,Fawn,Propeller Hat,,Freaky Teeth,,White
3250,Ottez #3250,1909,108.33629732696002,9,Orange,Neon Hoodie,Blue Eyes,Aviators,Sand,Backwards Cap,,Gritted,Nose Ring,Plain
432,Ottez #432,1910,108.32043399188866,9,Dark Grey,Ottez Tshirt,Tired Eyes,Aviators,Brown,Pink Cowboy,,Smile,Bull Ring,Rainbow
1753,Ottez #1753,1911,108.27248711869008,8,Blue,Green Varsity,Brown Eyes,Heart Shades,Brown,Moped Helmet,,Tongue Out,,White
2419,Ottez #2419,1912,108.22647629634533,8,Pink,Army Shirt,Suspicious Eyes,Tortoise Shell,Fawn,Bucket Hat,,Sick,,Metal
3428,Ottez #3428,1913,108.19654230417581,9,Yellow,Black Hoodie,Cheeky Eyes,Morpheus,Sand,Pink Cowboy,,Smile,Nose Ring,Metal
3949,Ottez #3949,1914,108.18999279816472,8,Blue,Ottez Tshirt,Suspicious Eyes,Aviators,Sand,Army Helmet,,Tongue Out,,Rainbow
2028,Ottez #2028,1915,108.12409103965176,8,Dark Grey,Watermelon Tshirt,Green Eyes,Xterminator Shades,Purple,Backwards Cap,,Smile,,White
3741,Ottez #3741,1916,108.10486568595736,8,Blue,Dungarees,Sexy Eyes,Xterminator Shades,Sand,Bobble Hat,,Closed,,Rainbow
3295,Ottez #3295,1917,108.0993903950329,9,Orange,Vegas Shirt,Green Eyes,Adventurer,Fawn,Captains Hat,,Closed,Bull Ring,Fire
2317,Ottez #2317,1918,108.0811883212873,8,Purple,Vegas Shirt,Cheeky Eyes,Morpheus,Stripey Sand,Party Hat,,Smile,,Plain
1819,Ottez #1819,1919,108.06971781390784,8,Purple,Dungarees,Heart Eyes,Tortoise Shell,Brown,Blue Wig,,Closed,,Fire
1878,Ottez #1878,1920,108.06772025597677,8,Dark Grey,Double Vest,Glowing Eyes,Morpheus,Fawn,Backwards Cap,,Closed,,White
626,Ottez #626,1921,108.06311695536324,8,Yellow,Black Hoodie,Sexy Eyes,3D,Stoner,Party Hat,,Gritted,,Plain
1807,Ottez #1807,1922,108.02829652716343,8,Green,Watermelon Tshirt,Sexy Eyes,Black Wayfarer,Brown,Ottez Cap,,Human,,White
3847,Ottez #3847,1923,108.00763621660133,9,Navy,Neon Hoodie,Blue Eyes,Tortoise Shell,Grey,Backwards Cap,,Closed,Bull Ring,Plain
2493,Ottez #2493,1924,107.9842723809407,9,Navy,Red Varsity,Pretty Eyes,Aviators,Brown,Bobble Hat,,Tongue Out,Bull Ring,Plain
3249,Ottez #3249,1925,107.98201624998146,8,Green,Black Hoodie,Green Eyes,Tortoise Shell,Purple,Cycling Cap,,Human,,Fire
3664,Ottez #3664,1926,107.92175242979914,7,Green,Black Hoodie,Sexy Eyes,,Grey,Bandana,,Sick,,Metal
2272,Ottez #2272,1927,107.91657659005025,9,Navy,Puffer Jacket,Suspicious Eyes,Morpheus,Brown,Bamboo Hat,,Happy,Nose Ring,Plain
1879,Ottez #1879,1928,107.90364064774731,8,Pink,Black Hoodie,Wide Eyed,Morpheus,Sand,Pink Wig,,Smile,,Metal
3540,Ottez #3540,1929,107.88872717934127,9,Orange,Red Varsity,Green Eyes,Tortoise Shell,Brown,Pink Wig,,Smile,Bull Ring,Rainbow
1082,Ottez #1082,1930,107.86461014652505,9,Pink,Red Varsity,Pretty Eyes,Xterminator Shades,Sand,Bucket Hat,,Closed,Bull Ring,Plain
2716,Ottez #2716,1931,107.85374548524052,8,Yellow,Double Vest,Green Eyes,,Brown,Orange Beanie,,Gap Tooth,Nose Ring,Metal
3610,Ottez #3610,1932,107.82065913761087,9,Yellow,Vegas Shirt,Tired Eyes,Aviators,Grey,Ottez Cap,,Freaky Teeth,Nose Ring,White
3964,Ottez #3964,1933,107.80291162582775,8,Pink,Ottez Tshirt,Cheeky Eyes,3D,Brown,Moped Helmet,,Gritted,,Plain
939,Ottez #939,1934,107.79571905856598,8,Orange,Black Hoodie,Suspicious Eyes,Rap Shades,Brown,Pink Cowboy,,Tongue Out,,White
647,Ottez #647,1935,107.78446371908385,9,Navy,Black Hoodie,Sexy Eyes,Rap Shades,Brown,Bucket Hat,,Drool,Nose Ring,Plain
4007,Ottez #4007,1936,107.7785059834593,9,Dark Grey,Green Varsity,Wide Eyed,Aviators,Brown,Captains Hat,,Tongue Out,Nose Ring,Plain
3670,Ottez #3670,1937,107.77739525091324,8,Orange,Puffer Jacket,Heart Eyes,Black Wayfarer,Fawn,Blue Wig,,Smile,,Plain
852,Ottez #852,1938,107.73766208915139,8,Navy,Plain Tshirt,Pretty Eyes,Xterminator Shades,Pink,Bucket Hat,,Happy,,White
428,Ottez #428,1939,107.73386300210831,9,Purple,Army Shirt,Cheeky Eyes,Tortoise Shell,Brown,Backwards Cap,,Whistle,Nose Ring,Metal
953,Ottez #953,1940,107.73338922885256,9,Navy,Neon Hoodie,Cheeky Eyes,Black Wayfarer,Brown,Captains Hat,,Closed,Nose Ring,Plain
1500,Ottez #1500,1941,107.7015323040399,7,Green,Dungarees,Suspicious Eyes,,Brown,Bobble Hat,,Drool,,White
121,Ottez #121,1942,107.64778043397114,8,Yellow,Plain Tshirt,Wide Eyed,Xterminator Shades,Stripey Fawn,Cycling Cap,,Gritted,,White
3443,Ottez #3443,1943,107.64271081885026,8,Green,Black Hoodie,Blue Eyes,Rap Shades,Pink,Pink Cowboy,,Gritted,,Plain
617,Ottez #617,1944,107.63062445873614,8,Blue,Double Vest,Brown Eyes,Xterminator Shades,Grey,Dreads,,Closed,,Metal
606,Ottez #606,1945,107.62877595339735,9,Purple,Green Varsity,Brown Eyes,Xterminator Shades,Brown,Dreads,,Smile,Bull Ring,Fire
2382,Ottez #2382,1946,107.615332357246,8,Orange,Puffer Jacket,Green Eyes,Black Wayfarer,Fawn,Cycling Cap,,Drool,,White
3780,Ottez #3780,1947,107.60788750481596,9,Yellow,Dungarees,Cheeky Eyes,3D,Purple,Bandana,,Gritted,Bull Ring,White
88,Ottez #88,1948,107.60390355156206,8,Purple,Ottez Tshirt,Suspicious Eyes,Morpheus,Fawn,Orange Beanie,,Sick,,Plain
2397,Ottez #2397,1949,107.56104060027964,8,Navy,Tunic,Blue Eyes,Aviators,Stripey Fawn,Bucket Hat,,Happy,,White
2799,Ottez #2799,1950,107.55038248385104,9,Orange,Vegas Shirt,Pretty Eyes,Aviators,Brown,Bucket Hat,,Tongue Out,Nose Ring,Rainbow
1966,Ottez #1966,1951,107.52965708536186,9,Yellow,Vegas Shirt,Suspicious Eyes,Tortoise Shell,Fawn,Pink Cowboy,,Closed,Nose Ring,White
1631,Ottez #1631,1952,107.52670889371885,9,Purple,Blue Varsity,Cheeky Eyes,Heart Shades,Fawn,Moped Helmet,,Closed,Bull Ring,Plain
3750,Ottez #3750,1953,107.50888512059599,8,Orange,Checked Shirt,Blue Eyes,Aviators,Sand,Blue Wig,,Freaky Teeth,,Rainbow
831,Ottez #831,1954,107.49332488872443,7,Pink,Army Shirt,Sexy Eyes,,Stripey Fawn,Pink Wig,,Smile,,Plain
2324,Ottez #2324,1955,107.4912072508506,9,Yellow,Striped Tshirt,Hypnotised,Tortoise Shell,Brown,Backwards Cap,,Gritted,Nose Ring,White
2768,Ottez #2768,1956,107.45219488867662,9,Dark Grey,Green Varsity,Brown Eyes,Black Wayfarer,Brown,Orange Beanie,,Sick,Bull Ring,Rainbow
2216,Ottez #2216,1957,107.39825846689612,9,Pink,Ottvana Tshirt,Brown Eyes,Heart Shades,Brown,Cycling Cap,,Closed,Nose Ring,Fire
1348,Ottez #1348,1958,107.33519435811024,7,Navy,Ottez Tshirt,Glowing Eyes,,Stripey Fawn,Cycling Cap,,Smile,,White
1980,Ottez #1980,1959,107.31800742997859,9,Blue,Black Hoodie,Suspicious Eyes,Black Wayfarer,Stripey Fawn,Pink Wig,,Happy,Nose Ring,White
2232,Ottez #2232,1960,107.28296207265782,9,Dark Grey,Plain Tshirt,Green Eyes,Tortoise Shell,Fawn,Army Helmet,,Whistle,Bull Ring,White
768,Ottez #768,1961,107.27926966758433,9,Yellow,Puffer Jacket,Suspicious Eyes,Aviators,Grey,Orange Beanie,,Sick,Nose Ring,Plain
1628,Ottez #1628,1962,107.26034606904933,8,Blue,Puffer Jacket,Cheeky Eyes,Rap Shades,Stripey Fawn,Ottez Cap,,Tongue Out,,Fire
1946,Ottez #1946,1963,107.25172046461367,9,Navy,Plain Tshirt,Suspicious Eyes,Aviators,Fawn,Captains Hat,,Freaky Teeth,Bull Ring,Fire
1360,Ottez #1360,1964,107.24960824110174,9,Green,Black Hoodie,Green Eyes,Xterminator Shades,Sand,Dreads,,Closed,Nose Ring,Plain
2672,Ottez #2672,1965,107.24623821743421,8,Orange,Green Varsity,Green Eyes,Xterminator Shades,Stripey Fawn,Bucket Hat,,Gritted,,Plain
1114,Ottez #1114,1966,107.24059856165017,9,Dark Grey,Blue Varsity,Green Eyes,Black Wayfarer,Grey,Pink Wig,,Happy,Nose Ring,Fire
2454,Ottez #2454,1967,107.23071996652197,9,Purple,Green Varsity,Sexy Eyes,Tortoise Shell,Purple,Pink Wig,,Smile,Bull Ring,Plain
2936,Ottez #2936,1968,107.17934073938505,9,Navy,Black Hoodie,Green Eyes,Xterminator Shades,Sand,Bobble Hat,,Gritted,Nose Ring,White
3255,Ottez #3255,1969,107.13782412518056,8,Pink,Striped Tshirt,Suspicious Eyes,Rap Shades,Fawn,Party Hat,,Whistle,,White
3782,Ottez #3782,1970,107.13378911545493,8,Yellow,Ottez Tshirt,Glowing Eyes,Aviators,Fawn,Army Helmet,,Happy,,Metal
711,Ottez #711,1971,107.12501499389072,9,Purple,Vegas Shirt,Sexy Eyes,Black Wayfarer,Fawn,Pink Cowboy,,Gritted,Bull Ring,Plain
3815,Ottez #3815,1972,107.11295839590113,8,Purple,Dungarees,Hypnotised,Rap Shades,Purple,Backwards Cap,,Happy,,White
2566,Ottez #2566,1973,107.09292200968378,8,Purple,Army Shirt,Wide Eyed,Heart Shades,Purple,Backwards Cap,,Freaky Teeth,,Plain
584,Ottez #584,1974,107.07026519056913,8,Navy,Tracksuit,Green Eyes,Black Wayfarer,Fawn,Orange Beanie,,Human,,White
3424,Ottez #3424,1975,107.03436364755457,8,Yellow,Checked Shirt,Tired Eyes,Xterminator Shades,Grey,Bandana,,Gritted,,White
2344,Ottez #2344,1976,106.98060562555204,8,Purple,Ottez Tshirt,Brown Eyes,Heart Shades,Brown,Army Helmet,,Sick,,Rainbow
3468,Ottez #3468,1977,106.96218956734891,7,Pink,Tracksuit,Pretty Eyes,,Sand,Bucket Hat,,Whistle,,Rainbow
1666,Ottez #1666,1978,106.94370236403984,9,Dark Grey,Green Varsity,Sexy Eyes,Adventurer,Stoner,Bucket Hat,,Closed,Bull Ring,Plain
203,Ottez #203,1979,106.93208828519177,9,Pink,Blue Varsity,Sexy Eyes,Black Wayfarer,Brown,Pink Wig,,Smile,Nose Ring,Metal
462,Ottez #462,1980,106.92293614696128,9,Purple,Black Hoodie,Brown Eyes,Morpheus,Grey,Dreads,,Whistle,Nose Ring,White
3323,Ottez #3323,1981,106.9209320982381,8,Orange,Double Vest,Glowing Eyes,Aviators,Grey,Army Helmet,,Smile,,Plain
3571,Ottez #3571,1982,106.91797882053363,8,Pink,Double Vest,Cheeky Eyes,Aviators,Pink,Captains Hat,,Happy,,Rainbow
1051,Ottez #1051,1983,106.90831762552573,8,Dark Grey,Double Vest,Green Eyes,Heart Shades,Fawn,Bandana,,Freaky Teeth,,Plain
1396,Ottez #1396,1984,106.89678531828237,9,Yellow,Striped Tshirt,Wide Eyed,Black Wayfarer,Fawn,Party Hat,,Tongue Out,Nose Ring,Plain
1560,Ottez #1560,1985,106.88024792330422,9,Yellow,Army Shirt,Brown Eyes,Adventurer,Brown,Propeller Hat,,Closed,Bull Ring,Plain
2243,Ottez #2243,1986,106.8612472658703,9,Pink,Puffer Jacket,Wide Eyed,Black Wayfarer,Brown,Bobble Hat,,Tongue Out,Bull Ring,White
2718,Ottez #2718,1987,106.86070608939623,9,Pink,Plain Tshirt,Wide Eyed,Xterminator Shades,Fawn,Backwards Cap,,Gritted,Bull Ring,Fire
3919,Ottez #3919,1988,106.84000541122988,8,Pink,Dungarees,Cheeky Eyes,,Brown,Moped Helmet,,Whistle,Nose Ring,White
443,Ottez #443,1989,106.81055887528946,8,Dark Grey,Checked Shirt,Pretty Eyes,Aviators,Fawn,Cycling Cap,,Sick,,White
40,Ottez #40,1990,106.80662006698284,9,Navy,Army Shirt,Pretty Eyes,Black Wayfarer,Pink,Ottez Cap,,Happy,Nose Ring,White
327,Ottez #327,1991,106.80109119449556,8,Blue,Red Varsity,Cheeky Eyes,Aviators,Grey,Bandana,,Sick,,White
1384,Ottez #1384,1992,106.78999241643558,9,Navy,Army Shirt,Hypnotised,Black Wayfarer,Brown,Bucket Hat,,Happy,Nose Ring,Plain
3558,Ottez #3558,1993,106.76475020728172,9,Navy,Striped Tshirt,Brown Eyes,Black Wayfarer,Brown,Party Hat,,Sick,Bull Ring,Plain
116,Ottez #116,1994,106.75912830060194,8,Purple,Double Vest,Cheeky Eyes,Black Wayfarer,Sand,Cycling Cap,,Whistle,,Metal
222,Ottez #222,1995,106.74560395247939,9,Dark Grey,Blue Varsity,Sexy Eyes,Black Wayfarer,Stripey Sand,Orange Beanie,,Closed,Bull Ring,White
1272,Ottez #1272,1996,106.74458714361286,8,Dark Grey,Black Hoodie,Cheeky Eyes,Aviators,Fawn,Dreads,,Bubblegum,,Plain
3506,Ottez #3506,1997,106.67454760110039,8,Pink,Dungarees,Blue Eyes,Aviators,Brown,Bandana,,Human,,Fire
3071,Ottez #3071,1998,106.62675371254986,8,Yellow,Puffer Jacket,Suspicious Eyes,Tortoise Shell,Brown,Bobble Hat,,Human,,White
3590,Ottez #3590,1999,106.57073504341419,7,Yellow,Ottez Tshirt,Sexy Eyes,,Stripey Fawn,Crockett Hat,,Gritted,,Plain
3704,Ottez #3704,2000,106.5689117476053,7,Yellow,Vegas Shirt,Sexy Eyes,,Stoner,Party Hat,,Closed,,Metal
1939,Ottez #1939,2001,106.56312599566589,9,Purple,Puffer Jacket,Tired Eyes,Tortoise Shell,Stripey Sand,Dreads,,Happy,Nose Ring,Plain
2094,Ottez #2094,2002,106.56310239314716,9,Pink,Checked Shirt,Blue Eyes,3D,Grey,Backwards Cap,,Gritted,Nose Ring,Rainbow
2617,Ottez #2617,2003,106.54860488910509,8,Green,Tracksuit,Pretty Eyes,,Fawn,Bamboo Hat,,Gritted,Bull Ring,Metal
900,Ottez #900,2004,106.54197612228023,8,Purple,Red Varsity,Heart Eyes,Rap Shades,Grey,Bucket Hat,,Smile,,White
3584,Ottez #3584,2005,106.54045798005983,7,Green,Green Varsity,Brown Eyes,,Brown,Bunny Ears,,Happy,,White
3513,Ottez #3513,2006,106.49886276131755,8,Yellow,Ottvana Tshirt,Brown Eyes,Black Wayfarer,Stripey Fawn,Backwards Cap,,Smile,,Plain
3027,Ottez #3027,2007,106.48763390134901,9,Dark Grey,Puffer Jacket,Brown Eyes,Tortoise Shell,Brown,Dreads,,Gap Tooth,Nose Ring,White
1504,Ottez #1504,2008,106.48110661297484,8,Yellow,Watermelon Tshirt,Tired Eyes,3D,Fawn,Backwards Cap,,Gritted,,Rainbow
3277,Ottez #3277,2009,106.4756008485315,8,Orange,Checked Shirt,Green Eyes,Rap Shades,Sand,Moped Helmet,,Gritted,,White
3754,Ottez #3754,2010,106.46976588856323,8,Purple,Puffer Jacket,Suspicious Eyes,3D,Grey,Bandana,,Gritted,,Rainbow
3930,Ottez #3930,2011,106.45913036209754,8,Navy,Watermelon Tshirt,Suspicious Eyes,Black Wayfarer,Sand,Moped Helmet,,Smile,,White
2525,Ottez #2525,2012,106.43831839725593,8,Orange,Double Vest,Blue Eyes,Aviators,Brown,Blue Wig,,Sick,,Plain
3650,Ottez #3650,2013,106.43736197015504,8,Dark Grey,Watermelon Tshirt,Sexy Eyes,Tortoise Shell,Stripey Sand,Blue Wig,,Happy,,White
1280,Ottez #1280,2014,106.43680013486528,8,Purple,Plain Tshirt,Tired Eyes,Black Wayfarer,Purple,Orange Beanie,,Gap Tooth,,Rainbow
127,Ottez #127,2015,106.40941162969739,9,Blue,Checked Shirt,Brown Eyes,Tortoise Shell,Purple,Moped Helmet,,Gritted,Bull Ring,Plain
3787,Ottez #3787,2016,106.4074007366674,8,Purple,Dungarees,Cheeky Eyes,Aviators,Stoner,Moped Helmet,,Gritted,,White
3530,Ottez #3530,2017,106.39827355259236,8,Green,Dungarees,Suspicious Eyes,Rap Shades,Grey,Bucket Hat,,Human,,Fire
3633,Ottez #3633,2018,106.38813233765777,8,Yellow,Ottez Tshirt,Tired Eyes,Adventurer,Grey,Blue Wig,,Freaky Teeth,,Plain
588,Ottez #588,2019,106.3752273952122,8,Green,Black Hoodie,Tired Eyes,3D,Fawn,Yellow Beanie,,Happy,,Fire
3751,Ottez #3751,2020,106.37023443134636,8,Green,Tracksuit,Pretty Eyes,Rap Shades,Brown,Pink Wig,,Smile,,Rainbow
2200,Ottez #2200,2021,106.35857758817846,8,Navy,Red Varsity,Suspicious Eyes,Rap Shades,Sand,Dreads,,Tongue Out,,Plain
662,Ottez #662,2022,106.32857539990673,9,Orange,Dungarees,Suspicious Eyes,Morpheus,Stripey Fawn,Bucket Hat,,Gritted,Bull Ring,Metal
3047,Ottez #3047,2023,106.32399527800459,8,Orange,Ottez Tshirt,Green Eyes,Morpheus,Fawn,Army Helmet,,Tongue Out,,Plain
2403,Ottez #2403,2024,106.32189947256852,8,Pink,Army Shirt,Cheeky Eyes,Xterminator Shades,Sand,Cycling Cap,,Closed,,Rainbow
1372,Ottez #1372,2025,106.30219620867959,8,Navy,Green Varsity,Cheeky Eyes,Adventurer,Stripey Fawn,Bucket Hat,,Tongue Out,,Plain
3022,Ottez #3022,2026,106.28389111669668,8,Dark Grey,Army Shirt,Green Eyes,Aviators,Brown,Orange Beanie,,Sick,,Fire
2744,Ottez #2744,2027,106.28321456485985,9,Navy,Puffer Jacket,Wide Eyed,Aviators,Brown,Pink Cowboy,,Happy,Nose Ring,Fire
246,Ottez #246,2028,106.2776057959918,8,Navy,Striped Tshirt,Blue Eyes,Black Wayfarer,Brown,Yellow Beanie,,Whistle,,Plain
1067,Ottez #1067,2029,106.27296557270887,8,Purple,Blue Varsity,Tired Eyes,Tortoise Shell,Purple,Pink Cowboy,,Smile,,Fire
741,Ottez #741,2030,106.25427354306696,9,Yellow,Double Vest,Cheeky Eyes,Adventurer,Stripey Fawn,Backwards Cap,,Closed,Bull Ring,White
207,Ottez #207,2031,106.19229314595592,8,Blue,Checked Shirt,Suspicious Eyes,Black Wayfarer,Brown,Army Helmet,,Freaky Teeth,,Rainbow
