ID,Name,Rank,Rarity_Score,Attributes,Background,Foreground,Hat,Head,Jacket,Left Eye,Mouth,Nose,Overlay,Right Eye,Shirt
3685,RAGGEDZ #3685,366,96.9041780319,9,Misty,,Pirate,Soccer,Scarecrow,Button,,Fake,Grunge,Spring,Basic
4508,RAGGEDZ #4508,367,96.8326083748,9,Swamp,,Fancy,Foam,Doctor,Cross,,Stick,Haze,Obsidian,Anarchy
4550,RAGGEDZ #4550,368,96.5854029984,10,Forest,,Wizard,Bucket,Doctor,Painted,Sewn,Stick,Haze,Obsidian,Stained
4019,RAGGEDZ #4019,369,96.4843631426,11,Warm,Wheat,Fancy,Soccer,Doctor,Button,Sewn,Plasters,Lightning,Button,Anarchy
4210,RAGGEDZ #4210,370,96.4574664377,11,Evil,Pitchfork,Fancy,Soccer,Scarecrow,Painted,Courier,Plasters,Grunge,Clip,Anarchy
4489,RAGGEDZ #4489,371,96.0799974,10,Cold,,1800,Oldbag,Doctor,Spring,Zip,Icecreamcone,Glitter,Cross,Anarchy
4531,RAGGEDZ #4531,372,95.9734389132,9,Dark,,Worn-out,Soccer,Hanged,Button,Joker,Icecreamcone,Haze,,Basic
4638,RAGGEDZ #4638,373,95.9177008421,11,Misty,Cat,Worn-out,Foam,Punk,Spring,Zip,Rottencarrot,Grunge,Button,Basic
4162,RAGGEDZ #4162,374,95.8202933364,9,Cold,,Worn-out,Foam,Worn-out-,,Zip,Fake,Lightning,Button,Basic
3658,RAGGEDZ #3658,375,95.7931684796,10,Evil,,,Soccer,Worn-out-,Clip,Courier,Fake,Snowy,Button,Hay
4415,RAGGEDZ #4415,376,95.7882656369,11,Milkyway,Sunflower,Worn-out,Bucket,Scarf,Spring,Sewn,Stick,Web,Spring,Anarchy
3939,RAGGEDZ #3939,377,95.7354351409,11,Swamp,Wheat,Worn-out,Foam,Hanged,Button,Sewn,Fake,Web,Clip,Basic
3953,RAGGEDZ #3953,378,95.7064836604,11,Milkyway,Cat,Worn-out,Pumpkin,Worn-out-,Clip,Sewn,Rustydrill,Web,Tezos,Stained
4632,RAGGEDZ #4632,379,95.6763902926,10,Swamp,,Wizard,Foam,Hanged,Button,Sewn,Stick,Picture,Clip,Basic
4381,RAGGEDZ #4381,380,95.5490105608,11,Warm,Ghost,Worn-out,Foam,Worn-out-,Painted,Courier,Plasters,Grunge,Spring,Anarchy
4445,RAGGEDZ #4445,381,95.5120627083,10,Warm,,Pirate,Soccer,Scarecrow,Painted,Zip,Rottencarrot,Evil,Tezos,Stained
3998,RAGGEDZ #3998,382,95.462329966,10,Cold,,Heisenberg,Foam,Doctor,Button,Lucky,Rottencarrot,Haze,Clip,Basic
3634,RAGGEDZ #3634,383,95.4616159535,10,Swamp,,Worn-out,Pumpkin,Doctor,Button,Lucky,Plasters,Lightning,Button,White
3941,RAGGEDZ #3941,384,95.3973625443,11,Milkyway,Pitchfork,,Oldbag,Doctor,Clip,Zip,Clay,Foggy,Obsidian,White
4493,RAGGEDZ #4493,385,95.3124565386,11,Cold,Cat,Worn-out,Soccer,Scarecrow,Painted,Sewn,Rottencarrot,Haze,Painted,White
4246,RAGGEDZ #4246,386,95.2812069522,11,Dark,Crows,1800,Bucket,Hanged,Spring,Zip,Stick,Foggy,Clip,Basic
4368,RAGGEDZ #4368,387,95.2690351477,11,Dark,Crows,1800,Soccer,Scarf,Button,Zip,Plasters,Grunge,Tezos,Basic
4500,RAGGEDZ #4500,388,95.1931403593,11,Dark,Sunflower,Worn-out,Bucket,Worn-out-,Cross,Joker,Clay,Evil,Clip,Basic
4151,RAGGEDZ #4151,389,95.0378539217,9,Cold,,Pirate,Pumpkin,Scarecrow,,Sewn,Icecreamcone,Haze,Painted,Anarchy
4379,RAGGEDZ #4379,390,94.8878089434,10,Starry,,Worn-out,Soccer,Hanged,Cross,Lucky,Rustydrill,Picture,Clip,Anarchy
4560,RAGGEDZ #4560,391,94.7059654016,10,Cold,Crows,1800,Foam,Scarecrow,,Courier,Rottencarrot,Glitter,Painted,Anarchy
4645,RAGGEDZ #4645,392,94.6846292698,10,Milkyway,Cat,1800,Soccer,Punk,,Zip,Clay,Haze,Cross,Anarchy
4178,RAGGEDZ #4178,393,94.654919165,11,Warm,Sunflower,Pirate,Soccer,Hanged,Obsidian,Courier,Rottencarrot,Glitter,Obsidian,Stained
3898,RAGGEDZ #3898,394,94.6141545933,10,Warm,Wheat,,Pumpkin,Scarf,Button,Sewn,Clay,Lightning,,Basic
3851,RAGGEDZ #3851,395,94.5225191847,10,Dark,,Worn-out,Soccer,Worn-out-,Obsidian,Zip,Clay,Picture,Tezos,Basic
4018,RAGGEDZ #4018,396,94.5120303936,10,Starry,,,Foam,Scarecrow,Obsidian,Zip,Tetsuo,Haze,Button,Stained
4692,RAGGEDZ #4692,397,94.4650857132,9,Forest,,Worn-out,Soccer,Scarecrow,Spring,,Rottencarrot,Web,Clip,Hay
4599,RAGGEDZ #4599,398,94.4127898246,11,Cold,Crows,Pirate,Pumpkin,Scarf,Button,Courier,Icecreamcone,Snowy,Button,Stained
4111,RAGGEDZ #4111,399,94.2165454882,11,Dark,Sunflower,Pirate,Foam,Worn-out-,Button,Sewn,Rustydrill,Smoke,Painted,Stained
3984,RAGGEDZ #3984,400,93.9486656339,10,Misty,Crows,Worn-out,Bucket,Scarf,,Lucky,Clay,Tvstatic,Spring,Stained
3938,RAGGEDZ #3938,401,93.8295688581,10,Evil,,Worn-out,Foam,Scarecrow,Clip,Sewn,Rottencarrot,Foggy,Spring,Hay
3750,RAGGEDZ #3750,402,93.7529391779,9,Swamp,,Wizard,Oldbag,Scarecrow,Cross,Zip,Clay,Tvstatic,,Basic
4288,RAGGEDZ #4288,403,93.752832574,11,Swamp,Pitchfork,Pirate,Bucket,Worn-out-,Button,Zip,Rottencarrot,Foggy,Cross,Anarchy
3995,RAGGEDZ #3995,404,93.7102609963,11,Dark,Crows,Wizard,Oldbag,Doctor,Spring,Zip,Rustydrill,Smoke,Cross,Anarchy
4132,RAGGEDZ #4132,405,93.6865292488,11,Starry,Sunflower,Worn-out,Box,Worn-out-,Button,Lucky,Rottencarrot,Smoke,Button,Basic
3595,RAGGEDZ #3595,406,93.5563989945,11,Fire,Sunflower,Wizard,Bucket,Doctor,Button,Courier,Rottencarrot,Evil,Button,Basic
3803,RAGGEDZ #3803,407,93.5408977724,10,Milkyway,,,Soccer,Scarf,Obsidian,Joker,Rottencarrot,Web,Clip,Basic
3723,RAGGEDZ #3723,408,93.4751717626,11,Dark,Ghost,Wizard,Bucket,Doctor,Clip,Saw,Rottencarrot,Haze,Clip,Stained
3729,RAGGEDZ #3729,409,93.4392815992,10,Swamp,,Wizard,Soccer,Scarf,Clip,Zip,Rustydrill,Tvstatic,Clip,Anarchy
3755,RAGGEDZ #3755,410,93.3777678881,10,Warm,,,Foam,Scarecrow,Cross,Joker,Plasters,Snowy,Clip,Stained
3927,RAGGEDZ #3927,411,93.3736273338,10,Evil,,,Pumpkin,Doctor,Obsidian,Saw,Rottencarrot,Glitter,Button,Basic
4518,RAGGEDZ #4518,412,93.3668231557,11,Warm,Wheat,Pirate,Bucket,Doctor,Clip,Lucky,Plasters,Foggy,Cross,Anarchy
3969,RAGGEDZ #3969,413,93.3127533931,11,Cold,Pitchfork,,Foam,Scarecrow,Button,Courier,Stick,Haze,Painted,White
4390,RAGGEDZ #4390,414,93.189834927,11,Starry,Crows,Worn-out,Bucket,Hanged,Clip,Joker,Rottencarrot,Grunge,Cross,White
4143,RAGGEDZ #4143,415,93.1192207978,11,Fire,Sunflower,Pirate,Pumpkin,Doctor,Button,Courier,Rottencarrot,Grunge,Clip,Anarchy
4636,RAGGEDZ #4636,416,93.061570648,11,Ufo,Pitchfork,1800,Soccer,Worn-out-,Button,Zip,Rottencarrot,Haze,Button,Basic
4124,RAGGEDZ #4124,417,92.8000888951,11,Misty,Cat,Worn-out,Oldbag,Scarf,Spring,Sewn,Rottencarrot,Snowy,Button,Basic
4096,RAGGEDZ #4096,418,92.7718480274,11,Dark,Crows,Worn-out,Bucket,Scarf,Clip,Lucky,Rottencarrot,Tvstatic,Cross,Hay
4466,RAGGEDZ #4466,419,92.7486625045,11,Forest,Pitchfork,Pirate,Bucket,Hanged,Clip,Sewn,Stick,Haze,Clip,Anarchy
4280,RAGGEDZ #4280,420,92.7007806192,11,Starry,Ghost,Worn-out,Pumpkin,Scarf,Obsidian,Lucky,Rottencarrot,Evil,Clip,Basic
4047,RAGGEDZ #4047,421,92.6849668726,10,Dark,,Worn-out,Foam,Scarecrow,Clip,Saw,Fake,Smoke,Button,Hay
4299,RAGGEDZ #4299,422,92.6835636851,10,Fire,Wheat,Worn-out,Foam,Doctor,Button,,Rustydrill,Grunge,Obsidian,Anarchy
3711,RAGGEDZ #3711,423,92.6294337246,10,Warm,Wheat,Worn-out,Box,Worn-out-,Clip,Sewn,Clay,Haze,,Stained
3681,RAGGEDZ #3681,424,92.5920422694,10,Cold,,,Box,Hanged,Clip,Zip,Plasters,Grunge,Obsidian,Basic
3787,RAGGEDZ #3787,425,92.4999531478,10,Ufo,,Wizard,Oldbag,Worn-out-,Cross,Zip,Clay,Grunge,Cross,Basic
4179,RAGGEDZ #4179,426,92.4974456241,11,Cold,Wheat,Fancy,Foam,Scarecrow,Cross,Zip,Plasters,Glitter,Button,Anarchy
3764,RAGGEDZ #3764,427,92.4971390027,10,Milkyway,,Worn-out,Oldbag,Punk,Obsidian,Zip,Plasters,Grunge,Clip,Anarchy
4677,RAGGEDZ #4677,428,92.3301182529,11,Dark,Crows,1800,Bucket,Doctor,Cross,Sewn,Stick,Foggy,Clip,White
3836,RAGGEDZ #3836,429,91.9369843351,10,Warm,,,Box,Doctor,Obsidian,Courier,Rottencarrot,Haze,Button,Anarchy
4136,RAGGEDZ #4136,430,91.9333795057,11,Dark,Wheat,Pirate,Oldbag,Worn-out-,Obsidian,Courier,Stick,Snowy,Cross,Basic
4661,RAGGEDZ #4661,431,91.9285083204,10,Cold,,Pirate,Soccer,Worn-out-,Cross,Joker,Plasters,Smoke,Cross,Stained
4612,RAGGEDZ #4612,432,91.8713918666,11,Starry,Sunflower,Worn-out,Soccer,Doctor,Painted,Lucky,Icecreamcone,Evil,Button,White
4000,RAGGEDZ #4000,433,91.8473412073,10,Forest,,,Bucket,Worn-out-,Button,Sewn,Plasters,Web,Painted,White
3911,RAGGEDZ #3911,434,91.80050766,11,Cold,Ghost,Worn-out,Bucket,Doctor,Spring,Lucky,Stick,Web,Clip,Stained
3682,RAGGEDZ #3682,435,91.7264309783,9,Fire,,Worn-out,Pumpkin,Doctor,,Zip,Clay,Haze,Obsidian,Anarchy
3638,RAGGEDZ #3638,436,91.6199994617,10,Warm,,Worn-out,Bucket,Scarecrow,Cross,Zip,Tetsuo,Web,Button,Stained
4042,RAGGEDZ #4042,437,91.5536905238,11,Warm,Wheat,,Pumpkin,Hanged,Cross,Zip,Icecreamcone,Grunge,Spring,Stained
4395,RAGGEDZ #4395,438,91.4264357914,11,Dark,Cat,Worn-out,Pumpkin,Doctor,Cross,Sewn,Plasters,Snowy,Tezos,Basic
3710,RAGGEDZ #3710,439,91.361713549,11,Cold,Crows,,Soccer,Doctor,Obsidian,Lucky,Stick,Haze,Spring,Anarchy
4156,RAGGEDZ #4156,440,91.3290029151,11,Swamp,Pitchfork,Wizard,Soccer,Worn-out-,Clip,Sewn,Clay,Foggy,Button,Anarchy
4481,RAGGEDZ #4481,441,91.2827072897,11,Cold,Wheat,Wizard,Bucket,Scarecrow,Clip,Lucky,Clay,Snowy,Spring,Anarchy
3868,RAGGEDZ #3868,442,91.235726459,10,Dark,,Worn-out,Soccer,Scarf,Obsidian,Sewn,Stick,Lightning,Obsidian,Basic
3912,RAGGEDZ #3912,443,91.1701235571,11,Cold,Cat,,Foam,Doctor,Clip,Courier,Clay,Glitter,Button,Hay
4309,RAGGEDZ #4309,444,91.0073110433,11,Milkyway,Sunflower,Pirate,Pumpkin,Worn-out-,Button,Zip,Clay,Picture,Clip,Basic
3924,RAGGEDZ #3924,445,90.9816113594,10,Misty,Wheat,,Soccer,Scarecrow,Obsidian,,Fake,Tvstatic,Button,Basic
4513,RAGGEDZ #4513,446,90.9566587566,10,Fire,,Worn-out,Soccer,Worn-out-,Cross,Lucky,Rottencarrot,Haze,Button,Hay
3659,RAGGEDZ #3659,447,90.9425689694,10,Milkyway,,Wizard,Oldbag,Scarecrow,Obsidian,Zip,Clay,Tvstatic,Painted,White
3909,RAGGEDZ #3909,448,90.8945642106,11,Starry,Cat,Worn-out,Foam,Hanged,Clip,Sewn,Plasters,Picture,Cross,Stained
4115,RAGGEDZ #4115,449,90.8895848428,11,Warm,Crows,Worn-out,Soccer,Doctor,Button,Saw,Icecreamcone,Grunge,Cross,Hay
3973,RAGGEDZ #3973,450,90.8835496482,9,Swamp,,Worn-out,Foam,Scarecrow,Button,Courier,Rustydrill,Snowy,,Stained
4557,RAGGEDZ #4557,451,90.8806110211,10,Starry,,Worn-out,Soccer,Hanged,Obsidian,Joker,Stick,Tvstatic,Button,Basic
4186,RAGGEDZ #4186,452,90.8433094583,9,Fire,,Wizard,Soccer,Scarecrow,Button,Sewn,Clay,Snowy,,Basic
4428,RAGGEDZ #4428,453,90.6740545575,9,Dark,Pitchfork,1800,Foam,Scarecrow,,,Fake,Haze,Button,Basic
4005,RAGGEDZ #4005,454,90.6216516112,11,Milkyway,Sunflower,Worn-out,Pumpkin,Doctor,Obsidian,Saw,Clay,Smoke,Button,Hay
3646,RAGGEDZ #3646,455,90.460711123,11,Milkyway,Wheat,Wizard,Pumpkin,Doctor,Button,Courier,Rottencarrot,Glitter,Obsidian,White
4631,RAGGEDZ #4631,456,90.4305185714,9,Dark,Cat,Pirate,Soccer,Doctor,Clip,,Stick,Tvstatic,,Hay
3802,RAGGEDZ #3802,457,90.3354111813,10,Milkyway,,Fancy,Foam,Hanged,Clip,Joker,Clay,Smoke,Clip,Basic
3672,RAGGEDZ #3672,458,90.2937933562,9,Evil,,,Bucket,Hanged,Clip,Zip,Rottencarrot,Foggy,,White
3792,RAGGEDZ #3792,459,90.2707460033,11,Starry,Wheat,,Foam,Hanged,Obsidian,Courier,Icecreamcone,Smoke,Spring,Basic
4045,RAGGEDZ #4045,460,90.2315756299,10,Ufo,,Worn-out,Foam,Worn-out-,Spring,Courier,Clay,Web,Button,White
4353,RAGGEDZ #4353,461,90.0644553697,10,Misty,,Worn-out,Soccer,Doctor,Button,Courier,Fake,Haze,Spring,Stained
3906,RAGGEDZ #3906,462,90.0422381047,10,Fire,Pitchfork,Worn-out,Soccer,Hanged,Obsidian,Lucky,Rottencarrot,Smoke,,White
4091,RAGGEDZ #4091,463,90.0318530304,11,Swamp,Sunflower,Worn-out,Soccer,Doctor,Button,Sewn,Rustydrill,Web,Obsidian,Basic
4401,RAGGEDZ #4401,464,90.017330989,10,Milkyway,,Worn-out,Bucket,Worn-out-,Tezos,Zip,Clay,Grunge,Cross,Basic
3597,RAGGEDZ #3597,465,89.9909121332,11,Misty,Cat,,Foam,Hanged,Cross,Saw,Plasters,Smoke,Cross,Anarchy
4634,RAGGEDZ #4634,466,89.9163766137,10,Misty,,1800,Pumpkin,Doctor,Cross,Zip,Plasters,Smoke,Tezos,Stained
4502,RAGGEDZ #4502,467,89.8636713437,10,Starry,Crows,1800,Soccer,Scarecrow,,Zip,Rottencarrot,Tvstatic,Tezos,White
4212,RAGGEDZ #4212,468,89.7667049147,9,Fire,,Pirate,Soccer,Worn-out-,,Lucky,Rottencarrot,Smoke,Button,Basic
3869,RAGGEDZ #3869,469,89.764589175,11,Milkyway,Ghost,Wizard,Soccer,Doctor,Button,Courier,Rottencarrot,Grunge,Painted,Stained
4230,RAGGEDZ #4230,470,89.7150604319,11,Swamp,Sunflower,1800,Foam,Doctor,Clip,Courier,Rottencarrot,Snowy,Clip,White
4149,RAGGEDZ #4149,471,89.6859034807,11,Evil,Cat,Worn-out,Bucket,Worn-out-,Clip,Lucky,Icecreamcone,Snowy,Obsidian,White
4648,RAGGEDZ #4648,472,89.6592810903,11,Swamp,Sunflower,Worn-out,Bucket,Scarf,Clip,Sewn,Clay,Grunge,Obsidian,Stained
4247,RAGGEDZ #4247,473,89.6380359684,9,Starry,,1800,Bucket,Scarecrow,,Lucky,Rottencarrot,Web,Painted,Anarchy
3788,RAGGEDZ #3788,474,89.5016045008,11,Dark,Cat,Worn-out,Soccer,Worn-out-,Clip,Courier,Stick,Picture,Cross,Basic
3776,RAGGEDZ #3776,475,89.3319647459,10,Milkyway,,,Bucket,Scarecrow,Obsidian,Joker,Clay,Smoke,Obsidian,Anarchy
4578,RAGGEDZ #4578,476,89.2960299603,11,Milkyway,Wheat,1800,Foam,Hanged,Obsidian,Sewn,Rottencarrot,Haze,Painted,Basic
3698,RAGGEDZ #3698,477,89.2447995182,11,Milkyway,Wheat,Worn-out,Bucket,Doctor,Button,Lucky,Rottencarrot,Glitter,Button,Hay
4651,RAGGEDZ #4651,478,89.1523267667,10,Milkyway,Sunflower,Pirate,Oldbag,Worn-out-,,Courier,Clay,Foggy,Button,Stained
3759,RAGGEDZ #3759,479,89.1023758952,11,Swamp,Wheat,,Bucket,Scarecrow,Cross,Zip,Clay,Evil,Button,White
3874,RAGGEDZ #3874,480,89.0490243406,10,Forest,Sunflower,,Oldbag,Doctor,,Lucky,Plasters,Grunge,Button,Basic
3731,RAGGEDZ #3731,481,89.0401728284,10,Dark,,Wizard,Bucket,Hanged,Obsidian,Lucky,Fake,Evil,Cross,Anarchy
3762,RAGGEDZ #3762,482,89.0367663869,10,Evil,,,Bucket,Doctor,Button,Zip,Clay,Picture,Obsidian,Basic
4470,RAGGEDZ #4470,483,88.9940408945,10,Cold,,Wizard,Bucket,Doctor,Clip,Zip,Plasters,Foggy,Painted,Basic
4158,RAGGEDZ #4158,484,88.9341227155,11,Starry,Sunflower,Fancy,Foam,Worn-out-,Clip,Zip,Rottencarrot,Foggy,Obsidian,Basic
4664,RAGGEDZ #4664,485,88.8970982668,11,Misty,Wheat,1800,Soccer,Scarecrow,Button,Zip,Rottencarrot,Evil,Spring,Stained
3878,RAGGEDZ #3878,486,88.8679145936,11,Cold,Cat,Worn-out,Bucket,Scarecrow,Spring,Sewn,Fake,Haze,Button,Basic
4373,RAGGEDZ #4373,487,88.8335937744,11,Evil,Cat,Pirate,Soccer,Hanged,Spring,Zip,Plasters,Evil,Clip,Anarchy
4211,RAGGEDZ #4211,488,88.7003224416,10,Warm,Pitchfork,Fancy,Pumpkin,Scarf,,Lucky,Rottencarrot,Snowy,Clip,Basic
3967,RAGGEDZ #3967,489,88.6518643344,10,Milkyway,,Worn-out,Bucket,Punk,Clip,Sewn,Stick,Smoke,Cross,Stained
4584,RAGGEDZ #4584,490,88.6490984566,10,Dark,,1800,Bucket,Hanged,Painted,Sewn,Stick,Evil,Obsidian,White
4556,RAGGEDZ #4556,491,88.5987019743,11,Milkyway,Cat,Wizard,Bucket,Scarecrow,Clip,Saw,Rottencarrot,Evil,Obsidian,Stained
3908,RAGGEDZ #3908,492,88.5477872844,11,Milkyway,Cat,Worn-out,Oldbag,Doctor,Clip,Zip,Fake,Haze,Clip,Basic
4106,RAGGEDZ #4106,493,88.5228820889,11,Cold,Sunflower,Pirate,Pumpkin,Worn-out-,Spring,Zip,Rottencarrot,Web,Button,Hay
4354,RAGGEDZ #4354,494,88.5152068334,9,Cold,,Fancy,Foam,Doctor,Button,,Plasters,Glitter,Cross,Basic
3666,RAGGEDZ #3666,495,88.3319356159,9,Swamp,,,Foam,Doctor,Button,Zip,Rustydrill,Evil,,Basic
4188,RAGGEDZ #4188,496,88.3258194745,10,Milkyway,,Worn-out,Soccer,Hanged,Obsidian,Sewn,Icecreamcone,Foggy,Spring,Stained
4324,RAGGEDZ #4324,497,88.2773687575,11,Cold,Crows,Worn-out,Soccer,Worn-out-,Clip,Joker,Clay,Smoke,Clip,Basic
4488,RAGGEDZ #4488,498,88.2624692848,11,Forest,Cat,Worn-out,Soccer,Scarecrow,Spring,Courier,Plasters,Grunge,Cross,Stained
4215,RAGGEDZ #4215,499,88.2296253635,11,Starry,Sunflower,Worn-out,Bucket,Scarecrow,Spring,Saw,Rottencarrot,Web,Clip,Stained
3699,RAGGEDZ #3699,500,88.1868838852,11,Milkyway,Sunflower,Pirate,Foam,Worn-out-,Obsidian,Zip,Rottencarrot,Picture,Button,Basic
3697,RAGGEDZ #3697,501,88.1378712199,11,Cold,Crows,Worn-out,Foam,Scarecrow,Obsidian,Courier,Fake,Haze,Cross,Basic
3904,RAGGEDZ #3904,502,88.0750580601,9,Warm,,Worn-out,Pumpkin,Scarecrow,Obsidian,,Plasters,Evil,Painted,Basic
4009,RAGGEDZ #4009,503,88.0557800174,11,Fire,Pitchfork,,Foam,Worn-out-,Button,Sewn,Stick,Smoke,Button,Basic
3821,RAGGEDZ #3821,504,87.8886402007,9,Dark,Pitchfork,Pirate,Pumpkin,Doctor,,,Rustydrill,Evil,Button,Basic
3807,RAGGEDZ #3807,505,87.870570635,11,Misty,Cat,Wizard,Bucket,Worn-out-,Obsidian,Sewn,Clay,Grunge,Painted,White
3777,RAGGEDZ #3777,506,87.85297579,10,Forest,Sunflower,Wizard,Foam,Scarecrow,Button,,Icecreamcone,Haze,Cross,Stained
4669,RAGGEDZ #4669,507,87.7452619514,10,Cold,,1800,Soccer,Worn-out-,Obsidian,Lucky,Fake,Web,Cross,Stained
4480,RAGGEDZ #4480,508,87.7139814892,9,Cold,,Worn-out,Bucket,Worn-out-,Obsidian,,Clay,Evil,Tezos,Basic
4061,RAGGEDZ #4061,509,87.6804591165,11,Dark,Cat,Wizard,Soccer,Doctor,Clip,Courier,Rustydrill,Grunge,Cross,Hay
4168,RAGGEDZ #4168,510,87.6535774044,9,Dark,,Worn-out,Oldbag,Scarecrow,Button,,Plasters,Evil,Spring,Anarchy
4443,RAGGEDZ #4443,511,87.5808899728,11,Milkyway,Cat,1800,Pumpkin,Scarecrow,Obsidian,Lucky,Clay,Evil,Obsidian,White
3800,RAGGEDZ #3800,512,87.5511049865,10,Evil,,Fancy,Bucket,Worn-out-,Button,Zip,Rottencarrot,Snowy,Painted,Basic
4008,RAGGEDZ #4008,513,87.4853940627,10,Milkyway,Pitchfork,,Oldbag,Scarecrow,Obsidian,Sewn,Rottencarrot,Glitter,,White
4086,RAGGEDZ #4086,514,87.475989372,11,Warm,Wheat,Wizard,Soccer,Worn-out-,Obsidian,Zip,Stick,Smoke,Painted,Basic
4600,RAGGEDZ #4600,515,87.4622999804,11,Fire,Sunflower,1800,Soccer,Doctor,Button,Zip,Rottencarrot,Grunge,Clip,Anarchy
4065,RAGGEDZ #4065,516,87.1910806851,10,Swamp,Cat,Worn-out,Oldbag,Worn-out-,,Sewn,Rustydrill,Grunge,Button,White
3862,RAGGEDZ #3862,517,87.137225227,11,Starry,Pitchfork,Fancy,Soccer,Scarecrow,Clip,Courier,Rustydrill,Grunge,Clip,Stained
3667,RAGGEDZ #3667,518,87.0941014782,11,Evil,Wheat,,Pumpkin,Hanged,Clip,Zip,Clay,Snowy,Clip,White
4203,RAGGEDZ #4203,519,86.9480435507,10,Milkyway,,,Foam,Scarf,Cross,Lucky,Rottencarrot,Foggy,Obsidian,Basic
4315,RAGGEDZ #4315,520,86.9064814525,11,Dark,Ghost,Fancy,Foam,Scarecrow,Clip,Sewn,Rottencarrot,Web,Obsidian,Anarchy
3616,RAGGEDZ #3616,521,86.7604240389,11,Evil,Pitchfork,Worn-out,Soccer,Scarf,Button,Courier,Stick,Web,Button,Stained
4444,RAGGEDZ #4444,522,86.7517038014,11,Misty,Sunflower,Fancy,Oldbag,Worn-out-,Clip,Sewn,Rottencarrot,Smoke,Button,Stained
4552,RAGGEDZ #4552,523,86.7138875418,11,Evil,Pitchfork,Pirate,Oldbag,Doctor,Button,Courier,Rottencarrot,Web,Button,Anarchy
4530,RAGGEDZ #4530,524,86.6246669306,11,Misty,Ghost,Wizard,Foam,Worn-out-,Button,Lucky,Plasters,Haze,Cross,Anarchy
4121,RAGGEDZ #4121,525,86.6246319447,11,Forest,Wheat,Wizard,Foam,Scarecrow,Obsidian,Zip,Plasters,Smoke,Cross,Basic
3940,RAGGEDZ #3940,526,86.5226556289,11,Warm,Wheat,Worn-out,Soccer,Hanged,Obsidian,Courier,Clay,Glitter,Button,White
3849,RAGGEDZ #3849,527,86.441315018,11,Swamp,Crows,,Foam,Worn-out-,Clip,Lucky,Clay,Snowy,Cross,Basic
4305,RAGGEDZ #4305,528,86.2858376573,11,Warm,Crows,Worn-out,Pumpkin,Doctor,Button,Zip,Icecreamcone,Web,Painted,Basic
4510,RAGGEDZ #4510,529,86.2465604877,11,Cold,Wheat,1800,Foam,Doctor,Cross,Courier,Clay,Grunge,Spring,Stained
3628,RAGGEDZ #3628,530,86.2254177611,11,Milkyway,Pitchfork,Fancy,Soccer,Scarecrow,Cross,Courier,Clay,Tvstatic,Obsidian,Basic
4350,RAGGEDZ #4350,531,86.1714443678,11,Misty,Sunflower,Worn-out,Soccer,Doctor,Button,Zip,Rottencarrot,Lightning,Cross,Anarchy
3963,RAGGEDZ #3963,532,86.1171533154,10,Cold,,,Soccer,Hanged,Obsidian,Lucky,Clay,Smoke,Tezos,Anarchy
4509,RAGGEDZ #4509,533,86.0322881633,11,Warm,Wheat,1800,Foam,Doctor,Cross,Zip,Clay,Foggy,Clip,Anarchy
4442,RAGGEDZ #4442,534,85.9517057,11,Evil,Ghost,1800,Foam,Doctor,Button,Zip,Stick,Grunge,Clip,Stained
4325,RAGGEDZ #4325,535,85.9476593707,11,Forest,Cat,1800,Foam,Doctor,Cross,Zip,Icecreamcone,Grunge,Button,Anarchy
4306,RAGGEDZ #4306,536,85.7239540809,11,Milkyway,Pitchfork,1800,Foam,Scarf,Clip,Sewn,Icecreamcone,Web,Clip,Stained
4647,RAGGEDZ #4647,537,85.5621742295,10,Starry,,Pirate,Pumpkin,Doctor,Button,Lucky,Rottencarrot,Web,Tezos,Anarchy
4287,RAGGEDZ #4287,538,85.5049363229,11,Milkyway,Cat,Worn-out,Foam,Doctor,Obsidian,Sewn,Icecreamcone,Foggy,Cross,White
4226,RAGGEDZ #4226,539,85.5027418463,10,Ufo,,1800,Foam,Scarecrow,Clip,Zip,Rottencarrot,Smoke,Button,White
3632,RAGGEDZ #3632,540,85.4683408375,11,Milkyway,Wheat,,Foam,Hanged,Button,Sewn,Rottencarrot,Tvstatic,Spring,White
4253,RAGGEDZ #4253,541,85.4413269707,11,Misty,Pitchfork,Worn-out,Foam,Scarecrow,Button,Zip,Clay,Web,Tezos,Basic
4483,RAGGEDZ #4483,542,85.4302286543,11,Warm,Sunflower,1800,Oldbag,Doctor,Button,Zip,Icecreamcone,Haze,Button,Anarchy
3591,RAGGEDZ #3591,543,85.4165030856,10,Milkyway,Pitchfork,,Pumpkin,Doctor,,Courier,Stick,Glitter,Obsidian,Basic
3639,RAGGEDZ #3639,544,85.3799926624,11,Cold,Ghost,Wizard,Foam,Doctor,Spring,Sewn,Clay,Snowy,Button,Basic
3954,RAGGEDZ #3954,545,85.3233319736,11,Evil,Pitchfork,,Bucket,Scarecrow,Clip,Courier,Icecreamcone,Web,Cross,Basic
3791,RAGGEDZ #3791,546,85.3010682472,11,Warm,Cat,Fancy,Bucket,Worn-out-,Button,Courier,Icecreamcone,Web,Obsidian,Basic
3942,RAGGEDZ #3942,547,85.1705615742,11,Cold,Pitchfork,Worn-out,Bucket,Scarf,Cross,Zip,Clay,Evil,Obsidian,Stained
3730,RAGGEDZ #3730,548,85.134880223,10,Dark,,Worn-out,Soccer,Doctor,Clip,Lucky,Rustydrill,Foggy,Obsidian,Anarchy
