ID,Name,Rank,Rarity_Score,Attributes,Background,Costume,Ear Accessory,Face,Hair,Hand Accessory,Head Accessory,Legendary,Neck Accessory,Skin
4983,TezApe #4983,4294,56.6555929794,9,Universe Purple,Life jacket,Cross,bored,Black hair,Baseball bat,Samurai hat,,Silver chain,EMERALD
857,TezApe #857,4295,56.6535166821,9,Clean Cyan,Hoodie,Long,bored,Saiyan blue hair,Axe,Thuglife glasses,,Bone necklace,ZEBRA
1009,TezApe #1009,4296,56.6524037497,9,Clean Cyan,Astronaut,Cross,Happy,Black hair,BaseX,Samurai hat,,Silver chain,EMERALD
134,TezApe #134,4297,56.6519614084,9,Wood Red,Shirt,Long,Angry,Brown hair,Hammer,Samurai hat,,Bone necklace,ZEBRA
6326,TezApe #6326,4298,56.6418897984,9,Diamond Blue,Life jacket,Cross,Happy,Black hair,Kattana,Horns,,Bone necklace,Rainbow
2255,TezApe #2255,4299,56.6410819066,9,Wood Red,jacket,Cross,Happy,Brown hair,Kattana,Rainbow glasses,,Bone necklace,ZEBRA
78,TezApe #78,4300,56.6409595289,9,Clean Cyan,Red Shirt,Cross,Angry,Saiyan blue hair,Kattana,Thuglife glasses,,Golden chain,ZEBRA
2727,TezApe #2727,4301,56.6397150391,9,Diamond Blue,jacket,Long,smirk,Brown hair,Axe,Rainbow glasses,,Bone necklace,ZEBRA
6441,TezApe #6441,4302,56.6297364397,9,Universe Purple,Hoodie,Cross,Angry,Brown hair,Hammer,Samurai hat,,Silver chain,SILVER SKIN
146,TezApe #146,4303,56.6285577271,9,Deep Purple,karate,Circles,Happy,Black hair,BaseX,Samurai hat,,Bullet belt,ZEBRA
4503,TezApe #4503,4304,56.6249050756,9,Deep Purple,Red Shirt,Circles,smirk,Brown hair,M416 rifle,Heart glasses,,Bullet belt,SILVER SKIN
3157,TezApe #3157,4305,56.6237778213,9,Wood Red,jacket,Points,Happy,Naruto hair,Baseball bat,Heart glasses,,Silver chain,SILVER SKIN
4619,TezApe #4619,4306,56.6208648124,9,Universe Purple,Hoodie,Circles,Happy,Black hair,Axe,Thuglife glasses,,Silver chain,EMERALD
1664,TezApe #1664,4307,56.6186232525,9,Clean Cyan,Shirt,Cross,smirk,Black hair,Axe,Samurai hat,,Bone necklace,ZEBRA
5144,TezApe #5144,4308,56.6058273521,9,Pink Dawn,Red Shirt,Cross,Happy,Brown hair,Hammer,Horns,,Bone necklace,Rainbow
4129,TezApe #4129,4309,56.6049775392,9,Wood Red,Red Shirt,Long,Happy,Black hair,M416 rifle,Thuglife glasses,,Bullet belt,Rainbow
4124,TezApe #4124,4310,56.5997465352,9,Wood Red,Red Shirt,Circles,Happy,Black hair,M416 rifle,Rainbow glasses,,Golden chain,Rainbow
2757,TezApe #2757,4311,56.5987252293,9,Deep Purple,Red Shirt,Circles,smirk,Black hair,M416 rifle,Samurai hat,,Golden chain,EMERALD
5502,TezApe #5502,4312,56.5985867098,9,Wood Red,Shirt,Circles,Happy,Black hair,Hammer,Thuglife glasses,,Bone necklace,ZEBRA
2568,TezApe #2568,4313,56.5978744601,9,Pink Dawn,jacket,Points,Angry,Naruto hair,Axe,Heart glasses,,Silver chain,SILVER SKIN
468,TezApe #468,4314,56.5965703783,9,Pink Dawn,Red Shirt,Cross,smirk,Brown hair,Baseball bat,Rainbow glasses,,Bone necklace,ZEBRA
3178,TezApe #3178,4315,56.5959304644,9,Wood Red,Astronaut,Long,smirk,Black hair,Axe,Heart glasses,,Silver chain,Diamond
3025,TezApe #3025,4316,56.5936068285,9,Universe Purple,Hoodie,Circles,Happy,Saiyan blue hair,Baseball bat,Samurai hat,,Silver chain,SILVER SKIN
5525,TezApe #5525,4317,56.5874318699,9,Diamond Blue,Astronaut,Long,Angry,Saiyan blue hair,Baseball bat,Rainbow glasses,,Silver chain,Diamond
3995,TezApe #3995,4318,56.580414067,9,Ruby Red,jacket,Points,smirk,Naruto hair,Hammer,Heart glasses,,Silver chain,SILVER SKIN
462,TezApe #462,4319,56.5789063328,9,Ruby Red,jacket,Points,bored,Naruto hair,Baseball bat,Thuglife glasses,,Silver chain,Diamond
998,TezApe #998,4320,56.5761536133,9,Universe Purple,jacket,Long,Angry,Saiyan blue hair,Hammer,Thuglife glasses,,Silver chain,Diamond
5770,TezApe #5770,4321,56.5744494166,9,Ruby Red,Red Shirt,Circles,smirk,Black hair,Kattana,Heart glasses,,Bullet belt,ZEBRA
2900,TezApe #2900,4322,56.5728473612,9,Wood Red,jacket,Circles,smirk,Brown hair,BaseX,Horns,,Bone necklace,EMERALD
1661,TezApe #1661,4323,56.5685612736,9,Universe Purple,Life jacket,Circles,Happy,Brown hair,Baseball bat,Thuglife glasses,,Silver chain,SILVER SKIN
2917,TezApe #2917,4324,56.5600459548,9,Wood Red,Shirt,Long,Angry,Black hair,Baseball bat,Samurai hat,,Bone necklace,ZEBRA
6089,TezApe #6089,4325,56.545743556,9,Pink Dawn,Astronaut,Long,smirk,Black hair,Axe,Thuglife glasses,,Silver chain,Diamond
2055,TezApe #2055,4326,56.544081679,9,Clean Cyan,karate,Cross,smirk,Brown hair,M416 rifle,Thuglife glasses,,Bullet belt,Rainbow
4518,TezApe #4518,4327,56.5433420848,9,Diamond Blue,Life jacket,Long,bored,Saiyan blue hair,Hammer,Horns,,Bullet belt,Rainbow
1411,TezApe #1411,4328,56.542770232,9,Pink Dawn,karate,Long,Angry,Black hair,Baseball bat,Horns,,Bone necklace,Rainbow
6232,TezApe #6232,4329,56.5423517203,9,Universe Purple,Life jacket,Long,Angry,Brown hair,Axe,Heart glasses,,Silver chain,SILVER SKIN
4014,TezApe #4014,4330,56.5414183561,9,Ruby Red,Tiger Coat,Long,Angry,Black hair,Hammer,Thuglife glasses,,Silver chain,Diamond
2316,TezApe #2316,4331,56.5405633848,9,Deep Purple,Red Shirt,Long,smirk,Brown hair,M416 rifle,Samurai hat,,Bullet belt,Diamond
3728,TezApe #3728,4332,56.5344577946,9,Diamond Blue,Life jacket,Circles,bored,Brown hair,M416 rifle,Rainbow glasses,,Bone necklace,EMERALD
2943,TezApe #2943,4333,56.5321915688,9,Pink Dawn,Hoodie,Points,Happy,Naruto hair,Baseball bat,Thuglife glasses,,Silver chain,SILVER SKIN
2567,TezApe #2567,4334,56.5319243252,9,Wood Red,jacket,Long,Angry,Brown hair,Hammer,Samurai hat,,Bone necklace,ZEBRA
1671,TezApe #1671,4335,56.5270025823,9,Clean Cyan,Red Shirt,Long,bored,Brown hair,Burger,Samurai hat,,Bone necklace,Rainbow
3903,TezApe #3903,4336,56.5219408785,9,Clean Cyan,karate,Cross,smirk,Brown hair,Axe,Heart glasses,,Bone necklace,ZEBRA
4032,TezApe #4032,4337,56.5153583228,9,Wood Red,Astronaut,Cross,Angry,Brown hair,Baseball bat,Rainbow glasses,,Silver chain,Diamond
1574,TezApe #1574,4338,56.5128240677,9,Deep Purple,jacket,Cross,Angry,Brown hair,Baseball bat,Samurai hat,,Bone necklace,ZEBRA
3501,TezApe #3501,4339,56.5114683177,9,Diamond Blue,karate,Circles,Angry,Saiyan blue hair,Kattana,Heart glasses,,Golden chain,ZEBRA
3298,TezApe #3298,4340,56.5112493289,9,Diamond Blue,karate,Circles,smirk,Black hair,Hammer,Horns,,Bone necklace,Diamond
830,TezApe #830,4341,56.5100324686,9,Wood Red,karate,Cross,bored,Black hair,BaseX,Samurai hat,,Golden chain,ZEBRA
1135,TezApe #1135,4342,56.5099942604,9,Diamond Blue,jacket,Cross,Angry,Black hair,M416 rifle,Thuglife glasses,,Bone necklace,Rainbow
1713,TezApe #1713,4343,56.499869425,9,Pink Dawn,Shirt,Circles,smirk,Black hair,BaseX,Horns,,Golden chain,Rainbow
5090,TezApe #5090,4344,56.4995545683,9,Ruby Red,jacket,Circles,bored,Saiyan blue hair,Hammer,Rainbow glasses,,Bone necklace,ZEBRA
6951,TezApe #6951,4345,56.4978668586,9,Deep Purple,jacket,Cross,Angry,Black hair,Baseball bat,Samurai hat,,Bone necklace,ZEBRA
5112,TezApe #5112,4346,56.4977836248,9,Ruby Red,karate,Circles,smirk,Brown hair,Kattana,Rainbow glasses,,Golden chain,ZEBRA
5547,TezApe #5547,4347,56.4968902525,9,Diamond Blue,Hoodie,Long,bored,Saiyan blue hair,Kattana,Horns,,Golden chain,SILVER SKIN
5671,TezApe #5671,4348,56.4953010752,9,Wood Red,Hoodie,Circles,smirk,Black hair,Hammer,Horns,,Bone necklace,SILVER SKIN
1136,TezApe #1136,4349,56.4903039223,9,Diamond Blue,karate,Cross,bored,Brown hair,Hammer,Horns,,Bone necklace,Diamond
6335,TezApe #6335,4350,56.4898263647,9,Ruby Red,Life jacket,Points,bored,Naruto hair,Baseball bat,Thuglife glasses,,Silver chain,Diamond
5341,TezApe #5341,4351,56.4838666614,9,Pink Dawn,Shirt,Circles,Angry,Brown hair,Kattana,Samurai hat,,Golden chain,ZEBRA
4144,TezApe #4144,4352,56.4732715441,9,Diamond Blue,karate,Cross,bored,Brown hair,Baseball bat,Thuglife glasses,,Bullet belt,ZEBRA
3386,TezApe #3386,4353,56.4679218679,9,Wood Red,karate,Cross,smirk,Black hair,Hammer,Horns,,Golden chain,Rainbow
5243,TezApe #5243,4354,56.4602720388,9,Diamond Blue,Shirt,Long,Happy,Saiyan blue hair,Kattana,Heart glasses,,Bullet belt,ZEBRA
1944,TezApe #1944,4355,56.458564738,9,Wood Red,Red Shirt,Circles,Angry,Brown hair,M416 rifle,Samurai hat,,Bullet belt,EMERALD
189,TezApe #189,4356,56.4516854356,9,Wood Red,Shirt,Long,bored,Saiyan blue hair,Hammer,Horns,,Bullet belt,EMERALD
5886,TezApe #5886,4357,56.44371463,9,Wood Red,Astronaut,Long,Angry,Black hair,Baseball bat,Heart glasses,,Silver chain,Diamond
3872,TezApe #3872,4358,56.441376985,9,Deep Purple,Shirt,Long,Happy,Saiyan blue hair,Baseball bat,Rainbow glasses,,Bullet belt,ZEBRA
1397,TezApe #1397,4359,56.4404809118,9,Ruby Red,Shirt,Cross,Angry,Brown hair,Kattana,Horns,,Bullet belt,Rainbow
6287,TezApe #6287,4360,56.4402593198,9,Diamond Blue,Shirt,Circles,bored,Black hair,Hammer,Horns,,Silver chain,Rainbow
2913,TezApe #2913,4361,56.4400476669,9,Pink Dawn,Astronaut,Cross,Angry,Saiyan blue hair,Baseball bat,Heart glasses,,Golden chain,Diamond
813,TezApe #813,4362,56.4374952331,9,Deep Purple,jacket,Circles,smirk,Black hair,M416 rifle,Rainbow glasses,,Bullet belt,EMERALD
4079,TezApe #4079,4363,56.4357170946,9,Pink Dawn,Life jacket,Long,bored,Saiyan blue hair,Axe,Samurai hat,,Bone necklace,ZEBRA
6046,TezApe #6046,4364,56.4338251286,9,Deep Purple,jacket,Cross,smirk,Brown hair,BaseX,Samurai hat,,Golden chain,ZEBRA
3223,TezApe #3223,4365,56.4313540671,9,Ruby Red,Astronaut,Cross,smirk,Brown hair,Baseball bat,Rainbow glasses,,Silver chain,EMERALD
4318,TezApe #4318,4366,56.4292606363,9,Ruby Red,Red Shirt,Long,bored,Black hair,Baseball bat,Samurai hat,,Bullet belt,ZEBRA
890,TezApe #890,4367,56.4255520216,9,Wood Red,jacket,Circles,Angry,Brown hair,M416 rifle,Samurai hat,,Bone necklace,SILVER SKIN
4636,TezApe #4636,4368,56.4241549729,9,Ruby Red,karate,Circles,smirk,Black hair,Kattana,Horns,,Bullet belt,SILVER SKIN
5484,TezApe #5484,4369,56.4221942513,9,Ruby Red,karate,Circles,Happy,Black hair,M416 rifle,Thuglife glasses,,Bone necklace,Rainbow
2999,TezApe #2999,4370,56.419977314,9,Ruby Red,Life jacket,Points,Happy,Naruto hair,Axe,Rainbow glasses,,Silver chain,EMERALD
3894,TezApe #3894,4371,56.4191334997,9,Ruby Red,Shirt,Cross,bored,Saiyan blue hair,Axe,Samurai hat,,Bone necklace,ZEBRA
2048,TezApe #2048,4372,56.4185351315,9,Wood Red,Shirt,Cross,bored,Brown hair,Kattana,Thuglife glasses,,Silver chain,ZEBRA
6521,TezApe #6521,4373,56.4154581134,9,Diamond Blue,Red Shirt,Long,Happy,Brown hair,M416 rifle,Thuglife glasses,,Bone necklace,Diamond
6462,TezApe #6462,4374,56.4136951635,9,Clean Cyan,Shirt,Circles,Angry,Brown hair,Axe,Horns,,Bone necklace,Diamond
2037,TezApe #2037,4375,56.4106040251,9,Wood Red,karate,Circles,bored,Black hair,M416 rifle,Rainbow glasses,,Bullet belt,Diamond
6639,TezApe #6639,4376,56.4089976098,9,Diamond Blue,Red Shirt,Cross,Happy,Saiyan blue hair,M416 rifle,Samurai hat,,Bone necklace,EMERALD
4348,TezApe #4348,4377,56.4058447584,9,Clean Cyan,karate,Circles,Happy,Saiyan blue hair,M416 rifle,Samurai hat,,Golden chain,Rainbow
2992,TezApe #2992,4378,56.4019203467,9,Diamond Blue,Red Shirt,Long,smirk,Black hair,Kattana,Horns,,Silver chain,EMERALD
5686,TezApe #5686,4379,56.3913207747,9,Clean Cyan,karate,Circles,Happy,Black hair,Axe,Thuglife glasses,,Bullet belt,ZEBRA
6744,TezApe #6744,4380,56.3913015979,9,Deep Purple,karate,Cross,smirk,Saiyan blue hair,Baseball bat,Thuglife glasses,,Golden chain,ZEBRA
2652,TezApe #2652,4381,56.3850143159,9,Wood Red,karate,Cross,bored,Brown hair,Baseball bat,Samurai hat,,Golden chain,ZEBRA
3851,TezApe #3851,4382,56.3777563507,9,Clean Cyan,Hoodie,Long,bored,Saiyan blue hair,Baseball bat,Thuglife glasses,,Bullet belt,ZEBRA
3502,TezApe #3502,4383,56.3773846024,9,Ruby Red,jacket,Circles,bored,Brown hair,M416 rifle,Thuglife glasses,,Bullet belt,Rainbow
1072,TezApe #1072,4384,56.3735301626,9,Clean Cyan,jacket,Cross,Happy,Brown hair,Axe,Rainbow glasses,,Bone necklace,ZEBRA
1139,TezApe #1139,4385,56.3730026895,9,Deep Purple,Red Shirt,Long,smirk,Saiyan blue hair,Baseball bat,Samurai hat,,Silver chain,ZEBRA
6690,TezApe #6690,4386,56.3707689006,9,Ruby Red,Life jacket,Circles,bored,Saiyan blue hair,Hammer,Thuglife glasses,,Bone necklace,ZEBRA
4505,TezApe #4505,4387,56.3694074326,9,Wood Red,karate,Long,smirk,Black hair,BaseX,Heart glasses,,Golden chain,ZEBRA
2577,TezApe #2577,4388,56.3682834149,9,Pink Dawn,Life jacket,Circles,smirk,Saiyan blue hair,Kattana,Rainbow glasses,,Golden chain,ZEBRA
543,TezApe #543,4389,56.367871662,9,Ruby Red,Tiger Coat,Long,Happy,Saiyan blue hair,Baseball bat,Thuglife glasses,,Silver chain,Diamond
936,TezApe #936,4390,56.3672244037,9,Diamond Blue,Life jacket,Long,bored,Brown hair,M416 rifle,Heart glasses,,Bone necklace,SILVER SKIN
3335,TezApe #3335,4391,56.3598079083,9,Wood Red,Hoodie,Long,smirk,Brown hair,Hammer,Thuglife glasses,,Bullet belt,ZEBRA
6285,TezApe #6285,4392,56.3592627579,9,Deep Purple,Hoodie,Circles,smirk,Black hair,Baseball bat,Heart glasses,,Bullet belt,ZEBRA
1175,TezApe #1175,4393,56.3551198349,9,Diamond Blue,Hoodie,Cross,smirk,Brown hair,M416 rifle,Rainbow glasses,,Bone necklace,SILVER SKIN
5100,TezApe #5100,4394,56.3530261621,9,Clean Cyan,Shirt,Long,Angry,Saiyan blue hair,BaseX,Heart glasses,,Bullet belt,ZEBRA
4334,TezApe #4334,4395,56.3521354672,9,Deep Purple,Hoodie,Circles,Happy,Saiyan blue hair,Axe,Thuglife glasses,,Bullet belt,ZEBRA
4671,TezApe #4671,4396,56.3518812228,9,Deep Purple,Life jacket,Circles,bored,Brown hair,M416 rifle,Samurai hat,,Golden chain,EMERALD
5868,TezApe #5868,4397,56.3509871735,9,Diamond Blue,jacket,Long,bored,Saiyan blue hair,Baseball bat,Horns,,Bone necklace,Diamond
5646,TezApe #5646,4398,56.3481424264,9,Wood Red,Red Shirt,Long,bored,Saiyan blue hair,BaseX,Horns,,Silver chain,SILVER SKIN
6702,TezApe #6702,4399,56.3471361201,9,Pink Dawn,Hoodie,Cross,bored,Brown hair,M416 rifle,Rainbow glasses,,Bullet belt,Rainbow
3012,TezApe #3012,4400,56.3442855125,9,Wood Red,karate,Long,smirk,Brown hair,Baseball bat,Horns,,Bullet belt,SILVER SKIN
2228,TezApe #2228,4401,56.3388233279,9,Ruby Red,Red Shirt,Cross,smirk,Black hair,Hammer,Horns,,Bone necklace,EMERALD
6486,TezApe #6486,4402,56.3384586747,9,Wood Red,karate,Circles,Angry,Brown hair,M416 rifle,Thuglife glasses,,Bullet belt,SILVER SKIN
4058,TezApe #4058,4403,56.336670571,9,Wood Red,Life jacket,Cross,smirk,Black hair,Kattana,Heart glasses,,Bullet belt,ZEBRA
2026,TezApe #2026,4404,56.3341784104,9,Wood Red,jacket,Cross,smirk,Saiyan blue hair,M416 rifle,Samurai hat,,Bone necklace,SILVER SKIN
6719,TezApe #6719,4405,56.3330878322,9,Diamond Blue,Shirt,Long,bored,Saiyan blue hair,BaseX,Rainbow glasses,,Silver chain,ZEBRA
4604,TezApe #4604,4406,56.3312297669,9,Wood Red,Red Shirt,Cross,Happy,Black hair,Baseball bat,Samurai hat,,Bullet belt,ZEBRA
1802,TezApe #1802,4407,56.3283950704,9,Deep Purple,jacket,Circles,bored,Saiyan blue hair,Hammer,Horns,,Golden chain,Diamond
2496,TezApe #2496,4408,56.3260525629,9,Diamond Blue,karate,Circles,smirk,Black hair,M416 rifle,Samurai hat,,Golden chain,SILVER SKIN
3948,TezApe #3948,4409,56.3211368476,9,Pink Dawn,Red Shirt,Cross,Happy,Saiyan blue hair,Kattana,Horns,,Bullet belt,EMERALD
1628,TezApe #1628,4410,56.3179829739,9,Wood Red,Red Shirt,Cross,smirk,Black hair,Burger,Rainbow glasses,,Bone necklace,Rainbow
1791,TezApe #1791,4411,56.3172924955,9,Wood Red,Hoodie,Long,bored,Brown hair,M416 rifle,Rainbow glasses,,Bullet belt,EMERALD
1360,TezApe #1360,4412,56.3075685798,9,Diamond Blue,karate,Cross,Happy,Brown hair,M416 rifle,Rainbow glasses,,Golden chain,Rainbow
1857,TezApe #1857,4413,56.3051248447,9,Ruby Red,Shirt,Circles,Happy,Brown hair,Axe,Thuglife glasses,,Bone necklace,ZEBRA
5712,TezApe #5712,4414,56.3033748896,9,Pink Dawn,Red Shirt,Long,Angry,Black hair,M416 rifle,Heart glasses,,Golden chain,Rainbow
1627,TezApe #1627,4415,56.2946509869,9,Wood Red,karate,Cross,bored,Brown hair,Burger,Rainbow glasses,,Bone necklace,Rainbow
4886,TezApe #4886,4416,56.2945527836,9,Wood Red,karate,Circles,bored,Black hair,Axe,Thuglife glasses,,Silver chain,ZEBRA
3021,TezApe #3021,4417,56.2905715775,9,Pink Dawn,Life jacket,Cross,Happy,Brown hair,BaseX,Horns,,Bone necklace,Rainbow
2407,TezApe #2407,4418,56.2898786689,9,Pink Dawn,Life jacket,Long,Angry,Saiyan blue hair,Kattana,Samurai hat,,Bullet belt,ZEBRA
1531,TezApe #1531,4419,56.2896101508,9,Deep Purple,jacket,Cross,Happy,Brown hair,BaseX,Horns,,Bone necklace,Diamond
3199,TezApe #3199,4420,56.2833626045,9,Clean Cyan,Hoodie,Circles,bored,Brown hair,Hammer,Horns,,Golden chain,EMERALD
6107,TezApe #6107,4421,56.2829049582,9,Clean Cyan,karate,Circles,bored,Black hair,M416 rifle,Heart glasses,,Golden chain,EMERALD
1218,TezApe #1218,4422,56.2793123045,9,Diamond Blue,jacket,Circles,smirk,Brown hair,Baseball bat,Thuglife glasses,,Golden chain,ZEBRA
693,TezApe #693,4423,56.2792290401,9,Ruby Red,karate,Circles,smirk,Brown hair,Kattana,Horns,,Bullet belt,Diamond
2117,TezApe #2117,4424,56.2779766375,9,Pink Dawn,jacket,Cross,Angry,Brown hair,Axe,Rainbow glasses,,Bone necklace,ZEBRA
5633,TezApe #5633,4425,56.2763745176,9,Pink Dawn,karate,Long,Happy,Saiyan blue hair,BaseX,Horns,,Golden chain,Rainbow
1221,TezApe #1221,4426,56.270116171,9,Pink Dawn,karate,Circles,smirk,Saiyan blue hair,M416 rifle,Rainbow glasses,,Bullet belt,SILVER SKIN
5263,TezApe #5263,4427,56.2663107793,9,Wood Red,Hoodie,Cross,Angry,Saiyan blue hair,Axe,Horns,,Bullet belt,Rainbow
3559,TezApe #3559,4428,56.2644328757,9,Deep Purple,Hoodie,Cross,Happy,Saiyan blue hair,Hammer,Horns,,Golden chain,Rainbow
2792,TezApe #2792,4429,56.2598030902,9,Clean Cyan,Hoodie,Cross,smirk,Black hair,Kattana,Horns,,Golden chain,EMERALD
2190,TezApe #2190,4430,56.2539326838,9,Deep Purple,karate,Circles,smirk,Brown hair,Hammer,Horns,,Silver chain,SILVER SKIN
4135,TezApe #4135,4431,56.2537104832,9,Deep Purple,Hoodie,Cross,Happy,Brown hair,Kattana,Horns,,Golden chain,EMERALD
5668,TezApe #5668,4432,56.2501854105,9,Clean Cyan,Hoodie,Cross,smirk,Saiyan blue hair,M416 rifle,Samurai hat,,Golden chain,Rainbow
1445,TezApe #1445,4433,56.2484606442,9,Diamond Blue,Hoodie,Cross,bored,Black hair,Axe,Thuglife glasses,,Golden chain,ZEBRA
4084,TezApe #4084,4434,56.244258735,9,Wood Red,karate,Circles,Angry,Saiyan blue hair,M416 rifle,Heart glasses,,Bone necklace,Diamond
1754,TezApe #1754,4435,56.2404008875,9,Pink Dawn,karate,Long,Happy,Brown hair,M416 rifle,Rainbow glasses,,Golden chain,Rainbow
394,TezApe #394,4436,56.2395377155,9,Deep Purple,Shirt,Circles,smirk,Brown hair,Hammer,Horns,,Silver chain,SILVER SKIN
491,TezApe #491,4437,56.2387520569,9,Pink Dawn,Shirt,Long,Angry,Saiyan blue hair,Hammer,Samurai hat,,Bullet belt,ZEBRA
4955,TezApe #4955,4438,56.2373095155,9,Clean Cyan,jacket,Cross,bored,Black hair,Axe,Horns,,Bullet belt,EMERALD
4461,TezApe #4461,4439,56.2360332083,9,Diamond Blue,jacket,Cross,Happy,Brown hair,M416 rifle,Samurai hat,,Bullet belt,Rainbow
6458,TezApe #6458,4440,56.2353682146,9,Clean Cyan,Hoodie,Long,smirk,Brown hair,Baseball bat,Rainbow glasses,,Golden chain,ZEBRA
3334,TezApe #3334,4441,56.2347485447,9,Ruby Red,Shirt,Long,Angry,Black hair,BaseX,Horns,,Golden chain,Rainbow
2505,TezApe #2505,4442,56.2289479285,9,Wood Red,karate,Long,smirk,Brown hair,BaseX,Horns,,Golden chain,Diamond
4529,TezApe #4529,4443,56.2185471253,9,Wood Red,Hoodie,Cross,Happy,Saiyan blue hair,BaseX,Horns,,Bone necklace,SILVER SKIN
1656,TezApe #1656,4444,56.2175563256,9,Deep Purple,Life jacket,Circles,Happy,Black hair,Kattana,Thuglife glasses,,Silver chain,ZEBRA
4792,TezApe #4792,4445,56.2157186152,9,Ruby Red,Life jacket,Long,Angry,Saiyan blue hair,BaseX,Rainbow glasses,,Bone necklace,ZEBRA
3475,TezApe #3475,4446,56.2120166623,9,Pink Dawn,Life jacket,Circles,Angry,Brown hair,M416 rifle,Samurai hat,,Bullet belt,Rainbow
6699,TezApe #6699,4447,56.2104828438,9,Ruby Red,Shirt,Long,Angry,Saiyan blue hair,BaseX,Rainbow glasses,,Bullet belt,ZEBRA
3018,TezApe #3018,4448,56.207110674,9,Ruby Red,karate,Cross,Angry,Black hair,Kattana,Samurai hat,,Golden chain,ZEBRA
704,TezApe #704,4449,56.2061921004,9,Clean Cyan,Life jacket,Circles,Happy,Black hair,M416 rifle,Samurai hat,,Bone necklace,EMERALD
3083,TezApe #3083,4450,56.2046541277,9,Deep Purple,Hoodie,Cross,bored,Black hair,BaseX,Thuglife glasses,,Silver chain,ZEBRA
2707,TezApe #2707,4451,56.1984549631,9,Deep Purple,jacket,Circles,smirk,Brown hair,M416 rifle,Heart glasses,,Golden chain,EMERALD
5145,TezApe #5145,4452,56.1938376508,9,Clean Cyan,Hoodie,Long,bored,Black hair,M416 rifle,Heart glasses,,Bullet belt,SILVER SKIN
6228,TezApe #6228,4453,56.1930107704,9,Ruby Red,karate,Long,bored,Black hair,BaseX,Heart glasses,,Golden chain,ZEBRA
4687,TezApe #4687,4454,56.1893667938,9,Diamond Blue,Shirt,Long,Angry,Saiyan blue hair,BaseX,Horns,,Bullet belt,Diamond
4866,TezApe #4866,4455,56.1885459661,9,Ruby Red,Hoodie,Circles,bored,Saiyan blue hair,Axe,Thuglife glasses,,Bullet belt,ZEBRA
5807,TezApe #5807,4456,56.178195559,9,Wood Red,jacket,Long,Angry,Saiyan blue hair,M416 rifle,Thuglife glasses,,Bone necklace,Diamond
2826,TezApe #2826,4457,56.1750420479,9,Diamond Blue,Life jacket,Long,Happy,Black hair,Kattana,Horns,,Golden chain,SILVER SKIN
3319,TezApe #3319,4458,56.1749493574,9,Deep Purple,Red Shirt,Circles,Angry,Saiyan blue hair,Burger,Thuglife glasses,,Golden chain,Rainbow
6436,TezApe #6436,4459,56.173314462,9,Clean Cyan,jacket,Circles,Angry,Brown hair,Baseball bat,Heart glasses,,Bullet belt,ZEBRA
3192,TezApe #3192,4460,56.172665154,9,Ruby Red,Hoodie,Circles,smirk,Black hair,BaseX,Samurai hat,,Bullet belt,ZEBRA
1041,TezApe #1041,4461,56.1719039729,9,Ruby Red,Red Shirt,Long,smirk,Saiyan blue hair,Baseball bat,Heart glasses,,Bullet belt,ZEBRA
2975,TezApe #2975,4462,56.1714025267,9,Ruby Red,Red Shirt,Circles,bored,Brown hair,Axe,Thuglife glasses,,Silver chain,ZEBRA
1841,TezApe #1841,4463,56.1651385287,9,Deep Purple,Shirt,Circles,smirk,Saiyan blue hair,M416 rifle,Rainbow glasses,,Silver chain,EMERALD
80,TezApe #80,4464,56.1636533688,9,Deep Purple,Life jacket,Cross,Happy,Black hair,Baseball bat,Horns,,Bone necklace,EMERALD
584,TezApe #584,4465,56.1629378093,9,Ruby Red,jacket,Long,smirk,Saiyan blue hair,Axe,Horns,,Bone necklace,SILVER SKIN
1141,TezApe #1141,4466,56.1618331214,9,Deep Purple,karate,Circles,smirk,Saiyan blue hair,Burger,Thuglife glasses,,Bone necklace,SILVER SKIN
459,TezApe #459,4467,56.1571902498,9,Pink Dawn,Red Shirt,Cross,Happy,Saiyan blue hair,Hammer,Horns,,Bone necklace,Diamond
6227,TezApe #6227,4468,56.1554715381,9,Deep Purple,Hoodie,Circles,bored,Brown hair,M416 rifle,Heart glasses,,Golden chain,Diamond
6366,TezApe #6366,4469,56.15466629,9,Clean Cyan,jacket,Cross,bored,Black hair,M416 rifle,Rainbow glasses,,Golden chain,EMERALD
3969,TezApe #3969,4470,56.1545476355,9,Deep Purple,jacket,Circles,bored,Brown hair,Baseball bat,Heart glasses,,Silver chain,ZEBRA
2974,TezApe #2974,4471,56.1492768662,9,Clean Cyan,Red Shirt,Long,smirk,Black hair,M416 rifle,Thuglife glasses,,Silver chain,SILVER SKIN
4581,TezApe #4581,4472,56.148489521,9,Deep Purple,jacket,Long,Angry,Black hair,BaseX,Horns,,Golden chain,Diamond
634,TezApe #634,4473,56.1483571383,9,Diamond Blue,karate,Circles,bored,Saiyan blue hair,Kattana,Rainbow glasses,,Sling bag,Rainbow
1118,TezApe #1118,4474,56.1461505341,9,Deep Purple,jacket,Long,smirk,Brown hair,Baseball bat,Rainbow glasses,,Silver chain,ZEBRA
5601,TezApe #5601,4475,56.1411720418,9,Deep Purple,Shirt,Circles,bored,Brown hair,Kattana,Eye patch,,Bullet belt,Rainbow
