ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Eyes,Hair,Prop,Skin
105,Les Elefants Terribles #105,1251,338.6917355225,6,Seventh Album,Pornographic Pilchard,Melon Colliefant,Contagious,The Snake,Freakiest Lawman
1570,Les Elefants Terribles #1570,1252,338.6798551128,6,Seventh Album,Claude Lacombe,So Horny,No No No,Brocli Moss,Reve
959,Les Elefants Terribles #959,1253,338.6326036237,6,Kieslowski,In My Life,Sunken,Booky Fook,1962,Mad As Hell
2445,Les Elefants Terribles #2445,1254,338.5635821393,6,Twelfth Movie,Lux Aeterna,Party Over,Billy Rider,Tulips,Under The Scarlett
95,Les Elefants Terribles #95,1255,338.5218071202,6,Pretty In,Hey Paul,Dolores Hazy,Booky Fook,Second Rule,Neoplastifant C
259,Les Elefants Terribles #259,1256,338.2727924065,6,Dorian,Charles Spiegel,TCB,Animal,Screen Print,Pure Uzzell
2267,Les Elefants Terribles #2267,1257,338.2397342747,6,The Color,Five One Eight,DeDroog,O Mine,Korova Bar,Steven Brennan
2129,Les Elefants Terribles #2129,1258,338.2262692185,6,Rosemary,Basic Bitch,Lovecat,Guccipiggy,SNL 1992,Mad As Hell
1888,Les Elefants Terribles #1888,1259,338.1398988207,6,Electric Sheep,Poor Yorick,Dolores Hazy,Factory,Pourpourpour,SisterDaughterSister
1703,Les Elefants Terribles #1703,1260,337.9733539431,6,Ninth Album,Gunpowder Laserbeam,Gonzo Journalism,VW,Tasty,Tethered
2439,Les Elefants Terribles #2439,1261,337.6478221554,6,Ninth Album,Ball Out,Club 27,3000 Heels,Persistent Phone,Everything Important
213,Les Elefants Terribles #213,1262,337.6285825237,6,Kieslowski,Dynamite Gelatine,Chromoluminarism,Animal,Foam Fingering,Under The Scarlett
1565,Les Elefants Terribles #1565,1263,337.5844475524,6,Twelfth Movie,Transpotter,Benny Jets,Yorkshire,SAMO,Steven Brennan
563,Les Elefants Terribles #563,1264,337.4207714484,6,Buscemi,Poor Yorick,Stoopid,Andrelefant Charles,Maria,Volume One
909,Les Elefants Terribles #909,1265,337.4197654284,6,Kieslowski,Duality,Column,Treacy Muse,The Snake,For The Love
884,Les Elefants Terribles #884,1266,337.1173593477,6,Edwood,Lick Smile,Elewise,Marty,Most Excellent,Warners
670,Les Elefants Terribles #670,1267,337.0539422907,6,Dorian,Fight Real Enemy,Quarryman,MM,Yesterday Today,Volume One
5116,Les Elefants Terribles #5116,1268,336.9490022173,6,Ninth Album,Acidemy Award,Moon Bark,Inthebox,Tulips,Lad Insane A
5089,Les Elefants Terribles #5089,1269,336.6512141193,6,Warmest Colour,Yesterday Today,Telephone,Reginald,Maria,Great Masturbator
2213,Les Elefants Terribles #2213,1270,336.614972803,6,Kieslowski,Hip To Be Square,Le Violefant,Vincent 82,Tulips,What You Deserve
886,Les Elefants Terribles #886,1271,336.5153965129,6,Cornetto Films,Whiskey Agogo,VCR,Hurt Me,Ai,Blow Lips
1766,Les Elefants Terribles #1766,1272,336.3649061622,6,Cyberpunk,Procrastinator,Sunken,Diptych,Beautiful Little Fool,Wrath
224,Les Elefants Terribles #224,1273,336.2426267276,6,Warmest Colour,Polly Cracker,Celophane Flower,Treacy Muse,Bret Elefant Ellis,Uncommonly Gentle
1894,Les Elefants Terribles #1894,1274,336.0858104056,6,Buscemi,Polly Cracker,Doh,Marty,Quatre Cents Coups,Lad Insane A
2435,Les Elefants Terribles #2435,1275,336.0206405571,6,Twelfth Movie,Yankee Racers,Column,Glory Fades,SAMO,Bad Third Act
5111,Les Elefants Terribles #5111,1276,336.0070908651,6,Warmest Colour,Tetrahedron Cluster,TCB,Factory,Ai,Nightswimming
5155,Les Elefants Terribles #5155,1277,335.9553131641,6,Cornetto Films,High As A Kate,Celophane Flower,Complete Lyrics,Tasty,Lad Insane A
2050,Les Elefants Terribles #2050,1278,335.6312799124,6,Kieslowski,Kikodovar,Celophane Flower,1981,1962,Booty Star
147,Les Elefants Terribles #147,1279,335.6237667839,6,Kieslowski,Comedian,Telephone,Suspense,Wibbling Rival,Neoplastifant C
2183,Les Elefants Terribles #2183,1280,335.3628557473,6,Electric Sheep,Crack Wack,TCB,MM,Balloon,Nightswimming
1158,Les Elefants Terribles #1158,1281,335.3408478712,6,Kieslowski,Charles Spiegel,Sideways,O Father,1962,Celebrity Skin
5119,Les Elefants Terribles #5119,1282,335.2432211953,6,Ninth Album,BBC Killer In Me,Irisese,No Rubber,1962,Composition
2023,Les Elefants Terribles #2023,1283,335.1150787488,6,Pretty In,Hiding Elefants,TCB,Seven Death,Brocli Moss,Future Statues
2433,Les Elefants Terribles #2433,1284,334.706041512,6,Kieslowski,Hip To Be Square,Telephone,Cryingame,Mr Boatswain,Structured Jewel
753,Les Elefants Terribles #753,1285,334.5100772017,6,Android Dream,Space Monkey,DeDroog,Boom 4 Real,Bret Elefant Ellis,Elebody Hurts
2041,Les Elefants Terribles #2041,1286,334.4555351809,6,Seventh Album,Veddy Much,Telephone,1981,La Jete,Volume One
1218,Les Elefants Terribles #1218,1287,334.3462392861,6,Kieslowski,Space Monkey,Celophane Flower,Artschool George,Rogerz Koonz,Composition
2440,Les Elefants Terribles #2440,1288,333.9528333065,6,Electric Sheep,Paul Is Dead,Daniel,Cryingame,Support Symbol,Booty Star
1886,Les Elefants Terribles #1886,1289,333.9289088629,6,Rosemary,Robin Gunningham,Irisese,3000 Heels,Bret Elefant Ellis,Reve
987,Les Elefants Terribles #987,1290,333.8524672353,6,The Color,Paul Is Dead,Irisese,SamoC,The Snake,Everything Important
464,Les Elefants Terribles #464,1291,333.8237808808,6,Cyberpunk,Pink Salmon Vibrator,Stoopid,Boom 4 Real,Support Symbol,PARTWhy
327,Les Elefants Terribles #327,1292,333.7721326638,6,Warmest Colour,Chippen Fails,VCR,Billy Rider,Quatre Cents Coups,Otherwisewise
1783,Les Elefants Terribles #1783,1293,333.7437347473,6,Seventh Album,Yesterday Today,TCB,Andrelefant Charles,Philosophy Lamp,Volume One
146,Les Elefants Terribles #146,1294,333.6382242134,6,Cyberpunk,Lick Smile,Infinite Sadness,Reginald,HunterESS,Whaam
417,Les Elefants Terribles #417,1295,333.6182510233,6,Ninth Album,Charles Spiegel,TCB,No Rubber,Dog Haha,Under The Scarlett
312,Les Elefants Terribles #312,1296,333.5764310893,6,Dorian,Gunpowder Laserbeam,Splash,Billy Rider,Yesterday Today,Freakiest Lawman
2478,Les Elefants Terribles #2478,1297,333.548267522,6,Electric Sheep,Kikodovar,Extracurricular,Contagious,Screen Print,Lad Insane A
1442,Les Elefants Terribles #1442,1298,332.8520411664,6,Ninth Album,Claude Lacombe,Column,Reginald,Support Symbol,For The Love
2005,Les Elefants Terribles #2005,1299,332.8434256338,6,Dorian,Basic Bitch,Famous,No Rubber,Live Aid,Elebody Hurts
1198,Les Elefants Terribles #1198,1300,332.4247618722,6,Cornetto Films,Charles Spiegel,Dom Cobb,No No No,Persistent Phone,Uncommonly Gentle
1487,Les Elefants Terribles #1487,1301,332.3234746544,6,Android Dream,Space Monkey,Dolores Hazy,Your Cologne,Velvet,Pretty Glue
1205,Les Elefants Terribles #1205,1302,331.6996804289,6,Dorian,Dynamite Gelatine,Stoopid,No Rubber,Caramba,Manuelefant
1793,Les Elefants Terribles #1793,1303,331.4532525362,6,Ninth Album,Fever Dream,TCB,Marty,Philosophy Lamp,Prayer Accepted
5173,Les Elefants Terribles #5173,1304,331.3128712215,6,Ninth Album,Polly Cracker,Splash,O Mine,Dog Haha,Booty Star
5239,Les Elefants Terribles #5239,1305,331.1727533551,6,Kieslowski,Dolly Zoom,Sideways,Glory Fades,Balloon,Great Masturbator
2008,Les Elefants Terribles #2008,1306,331.1215004413,6,Ninth Album,Tetrahedron Cluster,Shock Artattack,Becoming Yourself,Blow,Future Statues
1305,Les Elefants Terribles #1305,1307,330.8883141339,6,Buscemi,IAMTHEOBJECT,Lovecat,3000 Heels,SNL 1992,Recently Deceased
1344,Les Elefants Terribles #1344,1308,330.8581115642,6,Electric Sheep,Fox Force,Party Over,Boom 4 Real,Rose Cross,Freakiest Lawman
1213,Les Elefants Terribles #1213,1309,330.810800129,6,Sixth Album,Air Bin,Telephone,Elefant 2003,Yesterday Today,SisterDaughterSister
275,Les Elefants Terribles #275,1310,330.7016930808,6,Android Dream,Hip To Be Square,So Horny,Booky Fook,Blow,Everything Important
1665,Les Elefants Terribles #1665,1311,330.6660329399,6,The Color,Dolly Zoom,Smiley Pin,Deep Cover,Blasfemy,Cannibal Class
5304,Les Elefants Terribles #5304,1312,330.3996330298,6,Seventh Album,Veddy Much,Famous,Part 2,Caramba,SisterDaughterSister
177,Les Elefants Terribles #177,1313,330.3672252594,6,Seventh Album,MPAA Desaturate,Splash,GPSS19,Rogerz Koonz,Warners
50,Les Elefants Terribles #50,1314,330.3510110297,6,Ninth Album,Dolly Zoom,DeDroog,Treacy Muse,Screen Print,Mad As Hell
2085,Les Elefants Terribles #2085,1315,330.1991449145,6,The Color,Transpotter,Steve Deeds,Seduce Destroy,Pourpourpour,Elebody Hurts
154,Les Elefants Terribles #154,1316,329.6358603961,6,Seventh Album,Crack Wack,Splash,Contagious,J and D,Pretty Glue
1055,Les Elefants Terribles #1055,1317,329.5470531284,6,Buscemi,Shakermaker Idol,VCR,MM,Philosophy Lamp,Freakiest Lawman
5240,Les Elefants Terribles #5240,1318,329.2064428312,6,The Color,BBC Killer In Me,Arbus,Nipple Bottle,Philosophy Lamp,Reve
1381,Les Elefants Terribles #1381,1319,329.1344113082,6,Rosemary,Robin Gunningham,DeDroog,Billy Rider,Quatre Cents Coups,Steven Brennan
732,Les Elefants Terribles #732,1320,329.1200941078,6,Seventh Album,AA Sponsor,Le Violefant,Vincent 82,Philosophy Lamp,Manuelefant
595,Les Elefants Terribles #595,1321,329.0942970822,6,Twelfth Movie,Robin Gunningham,Umbilical Noose,Reginald,Charles Camilla,No Logo
1025,Les Elefants Terribles #1025,1322,329.063306259,6,Electric Sheep,Fox Force,Stefanti Joanne,O Father,Beautiful Little Fool,Otherwisewise
5129,Les Elefants Terribles #5129,1323,328.9422692064,6,Ninth Album,Riverpoint Riot,Gonzo Journalism,Factory,Charles Camilla,Future Statues
2400,Les Elefants Terribles #2400,1324,328.785528701,6,Cornetto Films,High As A Kate,Melon Colliefant,Kik A Cosmetologist,Foam Fingering,Structured Jewel
1516,Les Elefants Terribles #1516,1325,328.6701379033,6,Dorian,Wet Ass Pachyderm,Sideways,Not A Concept,Rose Cross,Mad As Hell
764,Les Elefants Terribles #764,1326,328.4613169089,6,Edwood,Hiding Elefants,Extracurricular,Animal,Renelefant,Pretty Glue
2220,Les Elefants Terribles #2220,1327,328.3847854677,6,Ninth Album,Transpotter,Steve Deeds,Something about Mary,Maria,Wrath
2373,Les Elefants Terribles #2373,1328,328.3579148962,6,Edwood,Twelve,Le Violefant,Yorkshire,Velvet,PARTWhy
5176,Les Elefants Terribles #5176,1329,328.1395602058,6,Warmest Colour,Chippen Fails,Celophane Flower,Treacy Muse,Yesterday Today,Sixtynine Slides
317,Les Elefants Terribles #317,1330,328.1136880085,6,Seventh Album,Veddy Much,Stefanti Joanne,Complete Lyrics,Yesterday Today,Wrath
476,Les Elefants Terribles #476,1331,328.0378202602,6,Warmest Colour,Space Monkey,Gonzo Journalism,Animal,Steven Allanaphone,Nightswimming
2062,Les Elefants Terribles #2062,1332,328.0156109023,6,The Color,Camera Drawing,Sunken,Not A Concept,Dog Haha,Tethered
5205,Les Elefants Terribles #5205,1333,327.9108693838,6,Twelfth Movie,Charles Spiegel,Party Over,Yorkshire,Cold Blood,Wrath
1058,Les Elefants Terribles #1058,1334,327.5494889393,6,Seventh Album,Chippen Fails,Serum 114,Seduce Destroy,Jaron IRL,Elebody Hurts
817,Les Elefants Terribles #817,1335,327.4142901626,6,Sixth Album,Pantages Theatre,Umbilical Noose,Deep Cover,Jaron IRL,No Logo
1630,Les Elefants Terribles #1630,1336,327.1516484596,6,Buscemi,Pink Salmon Vibrator,Look Closer,Part 2,Most Excellent,For The Love
1132,Les Elefants Terribles #1132,1337,327.1241601954,6,Cyberpunk,Dynamite Gelatine,Telephone,Diptych,Cold Blood,Bad Third Act
1672,Les Elefants Terribles #1672,1338,327.0980828483,6,Cornetto Films,Shakermaker Idol,Brian DeMontana,O Father,SAMO,Trompe Treachery
2216,Les Elefants Terribles #2216,1339,327.051328857,6,Pretty In,Robin Gunningham,Irisese,Diptych,Bret Elefant Ellis,Otherwisewise
2246,Les Elefants Terribles #2246,1340,326.9549101534,6,Dorian,Culture Chameleon,Splash,Elefant 2003,Steven Allanaphone,Cosmic Jive
1653,Les Elefants Terribles #1653,1341,326.9135748559,6,Sixth Album,MPAA Desaturate,Steve Deeds,Kik A Cosmetologist,Rogerz Koonz,Great Masturbator
804,Les Elefants Terribles #804,1342,326.8797894737,6,Android Dream,Crack Wack,Infinite Sadness,Booky Fook,Rogerz Koonz,Lad Insane A
2012,Les Elefants Terribles #2012,1343,326.8742998775,6,Buscemi,Yesterday Today,Brian DeMontana,Seven Death,The Snake,For The Love
64,Les Elefants Terribles #64,1344,326.8734364714,6,The Color,Hiding Elefants,Fucking Special,MM,Steven Allanaphone,Lad Insane A
2252,Les Elefants Terribles #2252,1345,326.7636108145,6,Kieslowski,Acidemy Award,DeDroog,Complete Lyrics,Ai,LUH SEN
1112,Les Elefants Terribles #1112,1346,326.6098691265,6,Cyberpunk,Five One Eight,Yeah Yeah Yeah,Godgivenass,Second Rule,Uncommonly Gentle
5200,Les Elefants Terribles #5200,1347,326.6027563328,6,Warmest Colour,Claude Lacombe,Yeah Yeah Yeah,Nipple Bottle,Live Aid,Future Statues
5160,Les Elefants Terribles #5160,1348,326.5876157635,6,Android Dream,Kikodovar,Le Violefant,VR,Dog Haha,Manuelefant
84,Les Elefants Terribles #84,1349,326.4852929246,6,Seventh Album,Oscar 73,Dolores Hazy,Yorkshire,Blasfemy,Celebrity Skin
1478,Les Elefants Terribles #1478,1350,326.4368779353,6,Ninth Album,Claude Lacombe,Splash,Something about Mary,Renelefant,Great Masturbator
1871,Les Elefants Terribles #1871,1351,326.389182571,6,Kieslowski,Fight Real Enemy,Stoopid,O Father,Devon Saw,Volume One
298,Les Elefants Terribles #298,1352,326.3661655561,6,Seventh Album,Eleven Eleven,Look Closer,No Rubber,Mr Boatswain,Freakiest Lawman
98,Les Elefants Terribles #98,1353,326.3299857926,6,Ninth Album,Sunset Strip,Famous,Elefant 2003,HunterESS,Celebrity Skin
2038,Les Elefants Terribles #2038,1354,326.2448021841,6,Kieslowski,Slept With,DeDroog,Son Of Man,Renelefant,Sixtynine Slides
2403,Les Elefants Terribles #2403,1355,325.9796536872,6,Kieslowski,Puppy Lawsuit,Famous,Factory,Foam Fingering,Mad As Hell
1681,Les Elefants Terribles #1681,1356,325.9443131257,6,Sixth Album,MPAA Desaturate,Stefanti Joanne,VR,Maria,Celebrity Skin
1605,Les Elefants Terribles #1605,1357,325.8870825127,6,Electric Sheep,Fight Real Enemy,DeDroog,VW,81 days,Structured Jewel
1990,Les Elefants Terribles #1990,1358,325.7839175258,6,Seventh Album,In My Life,Stefanti Joanne,Diptych,Balloon,Reve
1282,Les Elefants Terribles #1282,1359,325.6963497783,6,Ninth Album,Dirty Face Shame,Stefanti Joanne,Kik A Cosmetologist,13 Years,LUH SEN
467,Les Elefants Terribles #467,1360,325.6260825277,6,Dorian,Star Spangled Rights,So Horny,Artschool George,Blasfemy,Trompe Treachery
1234,Les Elefants Terribles #1234,1361,325.4114195712,6,Sixth Album,Eleven Eleven,Look Closer,No Rubber,Rogerz Koonz,Reve
786,Les Elefants Terribles #786,1362,325.40847749,6,Ninth Album,Comedian,Fucking Special,Seduce Destroy,Support Symbol,Wrath
1436,Les Elefants Terribles #1436,1363,325.3982172087,6,The Color,Oscar 73,Quarryman,Glory Fades,La Jete,Everything Important
2249,Les Elefants Terribles #2249,1364,325.3268914842,6,Ninth Album,Pink Salmon Vibrator,VCR,O Mine,Ai,Freakiest Lawman
448,Les Elefants Terribles #448,1365,325.0887622463,6,Seventh Album,Crack Wack,Chromoluminarism,VW,Maria,Neoplastifant C
2432,Les Elefants Terribles #2432,1366,325.0565374823,6,Warmest Colour,Lux Aeterna,Club 27,O Father,Rogerz Koonz,Prayer Accepted
587,Les Elefants Terribles #587,1367,324.4772073266,6,Ninth Album,MPAA Desaturate,Gonzo Journalism,Animal,Tasty,Dalitte
1690,Les Elefants Terribles #1690,1368,324.4730774939,6,Cornetto Films,Kikodovar,Crap Of The World,Something about Mary,Philosophy Lamp,Recently Deceased
1149,Les Elefants Terribles #1149,1369,324.3812356979,6,The Color,Space Monkey,Telephone,Seven Death,Beautiful Little Fool,Tethered
1994,Les Elefants Terribles #1994,1370,324.2408938659,6,Ninth Album,High As A Kate,Chromoluminarism,Son Of Man,Foam Fingering,Pure Uzzell
266,Les Elefants Terribles #266,1371,324.2023765298,6,Kieslowski,Hiding Elefants,Brian DeMontana,Animal,Listening Room,Otherwisewise
1664,Les Elefants Terribles #1664,1372,324.0309150689,6,Android Dream,Transpotter,Telephone,Seduce Destroy,13 Years,Celebrity Skin
934,Les Elefants Terribles #934,1373,323.6148498331,6,Edwood,Pink Salmon Vibrator,Smiley Pin,Nipple Bottle,Steven Allanaphone,Artpop
1897,Les Elefants Terribles #1897,1374,323.4397459683,6,Electric Sheep,Hey Paul,Fucking Special,Godgivenass,Silk Scarf,Composition
34,Les Elefants Terribles #34,1375,323.1505215752,6,Edwood,Kings Road,Column,Not A Concept,Devon Saw,Otherwisewise
1733,Les Elefants Terribles #1733,1376,323.0628172114,6,Kieslowski,Dirty Face Shame,Umbilical Noose,Kik A Cosmetologist,Wibbling Rival,LUH SEN
2314,Les Elefants Terribles #2314,1377,323.0157041263,6,Seventh Album,Lux Aeterna,Darkside Moon,Marty,Live Aid,No Logo
215,Les Elefants Terribles #215,1378,322.9428288255,6,Pretty In,Good Girl,Doh,Seduce Destroy,Tasty,For The Love
1185,Les Elefants Terribles #1185,1379,322.7150232143,6,Buscemi,Hip To Be Square,Brian DeMontana,Yorkshire,Claire Alter,What You Deserve
1573,Les Elefants Terribles #1573,1380,322.6787801441,6,Ninth Album,Yankee Racers,Moon Bark,Guccipiggy,Bret Elefant Ellis,Elebody Hurts
1129,Les Elefants Terribles #1129,1381,322.6329497958,6,Pretty In,Wet Ass Pachyderm,Shock Artattack,Andrelefant Charles,Bodega Bay,Tethered
36,Les Elefants Terribles #36,1382,322.5967650047,6,Pretty In,High Society,Daniel,VR,Korova Bar,Everything Important
2115,Les Elefants Terribles #2115,1383,322.3576035318,6,Dorian,Dirty Face Shame,Moon Bark,Seduce Destroy,Wibbling Rival,Future Statues
864,Les Elefants Terribles #864,1384,322.2267573877,6,Pretty In,Contraband Slipping,Club 27,Marty,Cold Blood,Uncommonly Gentle
329,Les Elefants Terribles #329,1385,322.2177444895,6,Seventh Album,Comedian,Daniel,Seven Death,Live Aid,Pretty Glue
2323,Les Elefants Terribles #2323,1386,321.6060543034,6,Pretty In,Fox Force,Quarryman,MM,Yesterday Today,Dead Eleman
863,Les Elefants Terribles #863,1387,321.5828521524,6,Seventh Album,Most Excellent Fancy,Irisese,Yorkshire,The Snake,Volume One
423,Les Elefants Terribles #423,1388,321.5436829164,6,Seventh Album,Lux Aeterna,So Horny,Something about Mary,13 Years,Neoplastifant C
119,Les Elefants Terribles #119,1389,321.2679266664,6,Dorian,Air Bin,Stefanti Joanne,No No No,Balloon,Tethered
2234,Les Elefants Terribles #2234,1390,321.1384417801,6,Cyberpunk,Contraband Slipping,Vanilla 7,Suspense,Korova Bar,Steven Brennan
1760,Les Elefants Terribles #1760,1391,321.1043956044,6,The Color,AA Sponsor,Extracurricular,3000 Heels,Ai,Recently Deceased
772,Les Elefants Terribles #772,1392,320.9142804625,6,Dorian,Pink Salmon Vibrator,Look Closer,Elefant 2003,Most Excellent,Under The Scarlett
190,Les Elefants Terribles #190,1393,320.764610529,6,Dorian,Tetrahedron Cluster,Shock Artattack,VW,Aaron,Steven Brennan
1096,Les Elefants Terribles #1096,1394,320.7505691732,6,Kieslowski,In My Life,Gonzo Journalism,Reginald,Devon Saw,Future Statues
480,Les Elefants Terribles #480,1395,320.6770604056,6,Buscemi,Hey Paul,Celophane Flower,Reginald,Wibbling Rival,Volume One
2364,Les Elefants Terribles #2364,1396,320.4935016283,6,Electric Sheep,Lick Smile,Yeah Yeah Yeah,Guccipiggy,Listening Room,Dead Eleman
5065,Les Elefants Terribles #5065,1397,320.4258123457,6,Kieslowski,Air Bin,Extracurricular,Something about Mary,HunterESS,Blow Lips
1525,Les Elefants Terribles #1525,1398,320.2923120974,6,Cornetto Films,Paul Is Dead,Moon Bark,Contagious,Persistent Phone,Sixtynine Slides
2015,Les Elefants Terribles #2015,1399,320.1649430858,6,Kieslowski,Twelve,Melon Colliefant,Treacy Muse,Charles Camilla,Wrath
1574,Les Elefants Terribles #1574,1400,320.1297901456,6,Pretty In,In My Life,Column,No No No,1962,Future Statues
616,Les Elefants Terribles #616,1401,320.036965713,6,Electric Sheep,Basic Bitch,Serum 114,Boom 4 Real,Mr Boatswain,Steven Brennan
1111,Les Elefants Terribles #1111,1402,319.8694951665,6,The Color,Robin Gunningham,Daniel,Not A Concept,Persistent Phone,Mad As Hell
5134,Les Elefants Terribles #5134,1403,319.8651465945,6,Android Dream,Camera Drawing,Club 27,Seven Death,Velvet,For The Love
118,Les Elefants Terribles #118,1404,319.7692698187,6,Android Dream,Paul Is Dead,So Horny,Artschool George,Steven Allanaphone,Cannibal Class
698,Les Elefants Terribles #698,1405,319.754677649,6,Android Dream,Paul Is Dead,Darkside Moon,Seven Death,Live Aid,Manuelefant
472,Les Elefants Terribles #472,1406,319.7408395476,6,Android Dream,Oscar 73,Famous,Seduce Destroy,The Snake,Cannibal Class
1008,Les Elefants Terribles #1008,1407,319.5784280936,6,Dorian,Air Bin,Irisese,O Father,Korova Bar,Reve
607,Les Elefants Terribles #607,1408,319.4414795918,6,Cyberpunk,Space Monkey,Fucking Special,Hurt Me,Dog Haha,Warners
1545,Les Elefants Terribles #1545,1409,319.1915668331,6,Rosemary,Dynamite Gelatine,Serum 114,Part 2,Maria,Future Statues
5095,Les Elefants Terribles #5095,1410,319.1414577651,6,Buscemi,Star Spangled Rights,Irisese,Your Cologne,Mr Boatswain,Booty Star
1115,Les Elefants Terribles #1115,1411,319.126790506,6,Warmest Colour,Transpotter,Darkside Moon,Andrelefant Charles,Yesterday Today,Volume One
366,Les Elefants Terribles #366,1412,318.8039437729,6,Buscemi,Pink Salmon Vibrator,Lovecat,Elefant 2003,Beautiful Little Fool,Great Masturbator
5141,Les Elefants Terribles #5141,1413,318.6843937297,6,Buscemi,Shakermaker Idol,Yeah Yeah Yeah,Not A Concept,Renelefant,Blow Lips
1032,Les Elefants Terribles #1032,1414,318.6576460125,6,Ninth Album,Air Bin,Brian DeMontana,Andrelefant Charles,Tulips,LUH SEN
558,Les Elefants Terribles #558,1415,318.6240635733,6,Seventh Album,Fever Dream,Darkside Moon,VW,Wibbling Rival,Steven Brennan
77,Les Elefants Terribles #77,1416,318.4892521272,6,Ninth Album,Fox Force,Le Violefant,Yorkshire,Philosophy Lamp,Pure Uzzell
628,Les Elefants Terribles #628,1417,318.474563421,6,Cyberpunk,Crack Wack,Elewise,Son Of Man,Mr Boatswain,Future Statues
858,Les Elefants Terribles #858,1418,318.4112648584,6,Cyberpunk,Procrastinator,Splash,Diptych,13 Years,Cannibal Class
1881,Les Elefants Terribles #1881,1419,318.1302179963,6,Ninth Album,Acidemy Award,Quarryman,Hurt Me,Caramba,PARTWhy
1084,Les Elefants Terribles #1084,1420,318.1064753533,6,Kieslowski,Comedian,Club 27,Guccipiggy,HunterESS,SisterDaughterSister
355,Les Elefants Terribles #355,1421,317.9467852487,6,Cyberpunk,Fox Force,Gonzo Journalism,Vincent 82,Jaron IRL,Blow Lips
2174,Les Elefants Terribles #2174,1422,317.8801515191,6,Ninth Album,Most Excellent Fancy,DeDroog,Seven Death,Yesterday Today,PARTWhy
2214,Les Elefants Terribles #2214,1423,317.7663893636,6,Ninth Album,Gunpowder Laserbeam,Dolores Hazy,Factory,Wibbling Rival,Elebody Hurts
5170,Les Elefants Terribles #5170,1424,317.7597371051,6,Kieslowski,Dolly Zoom,Sideways,Booky Fook,Mr Boatswain,Pretty Glue
634,Les Elefants Terribles #634,1425,317.743049318,6,Ninth Album,Basic Bitch,Quarryman,Complete Lyrics,SNL 1992,Future Statues
1291,Les Elefants Terribles #1291,1426,317.6626234029,6,The Color,High As A Kate,Umbilical Noose,Guccipiggy,Silk Scarf,PARTWhy
2152,Les Elefants Terribles #2152,1427,317.6333139422,6,Dorian,Dolly Zoom,Lovecat,VW,Jaron IRL,Everything Important
2292,Les Elefants Terribles #2292,1428,317.2132434904,6,Kieslowski,BBC Killer In Me,Quarryman,Cryingame,Brocli Moss,For The Love
1489,Les Elefants Terribles #1489,1429,317.1946863076,6,Ninth Album,Transpotter,Celophane Flower,VW,La Jete,Pretty Glue
5280,Les Elefants Terribles #5280,1430,317.1015839259,6,Sixth Album,Chippen Fails,Yeah Yeah Yeah,Hurt Me,Bret Elefant Ellis,Warners
5305,Les Elefants Terribles #5305,1431,317.0523635188,6,Seventh Album,Wet Ass Pachyderm,Moon Bark,Son Of Man,Rogerz Koonz,Cannibal Class
1988,Les Elefants Terribles #1988,1432,317.0191900035,6,Dorian,High Society,Extracurricular,MM,1962,Recently Deceased
750,Les Elefants Terribles #750,1433,316.7606573309,6,Warmest Colour,Sunset Strip,Dolores Hazy,1981,Blow,Future Statues
5185,Les Elefants Terribles #5185,1434,316.6496772645,6,Dorian,Comedian,Le Violefant,Elefant 2003,Steven Allanaphone,Future Statues
5063,Les Elefants Terribles #5063,1435,316.5965966207,6,Seventh Album,Chippen Fails,Extracurricular,VR,Bodega Bay,Uncommonly Gentle
887,Les Elefants Terribles #887,1436,316.5143777443,6,Seventh Album,The Shrink,Moon Bark,Something about Mary,SNL 1992,Wrath
910,Les Elefants Terribles #910,1437,316.4377784506,6,Buscemi,Wet Ass Pachyderm,Crap Of The World,O Dowd,SNL 1992,Elebody Hurts
1556,Les Elefants Terribles #1556,1438,316.4368572391,6,Ninth Album,Oscar 73,Dom Cobb,No No No,Bodega Bay,Reve
2390,Les Elefants Terribles #2390,1439,316.2582447498,6,Sixth Album,Sunset Strip,Splash,Artschool George,Yesterday Today,Lad Insane A
209,Les Elefants Terribles #209,1440,316.2168560856,6,Sixth Album,Yankee Racers,Arbus,Vincent 82,Foam Fingering,Tethered
1757,Les Elefants Terribles #1757,1441,315.7333631885,6,Sixth Album,Hey Paul,Stefanti Joanne,Diptych,Live Aid,Pure Uzzell
655,Les Elefants Terribles #655,1442,315.7160362223,6,Electric Sheep,Shakermaker Idol,Splash,MM,13 Years,Future Statues
916,Les Elefants Terribles #916,1443,315.5825813195,6,The Color,Bitch Is Back,Irisese,Billy Rider,Jaron IRL,Great Masturbator
1301,Les Elefants Terribles #1301,1444,315.5756541748,6,Sixth Album,Dirty Face Shame,So Horny,Not A Concept,Blasfemy,Mad As Hell
442,Les Elefants Terribles #442,1445,315.4816814764,6,Ninth Album,Five One Eight,Telephone,No Rubber,Ai,Reve
389,Les Elefants Terribles #389,1446,315.4694788741,6,Kieslowski,Eleven Eleven,Moon Bark,Part 2,Ai,Freakiest Lawman
643,Les Elefants Terribles #643,1447,315.3679806179,6,Electric Sheep,Comedian,Sunken,Treacy Muse,Charles Camilla,Great Masturbator
706,Les Elefants Terribles #706,1448,315.3080908754,6,Ninth Album,Lux Aeterna,Daniel,3000 Heels,Charles Camilla,Under The Scarlett
