ID,Name,Rank,Rarity_Score,Agility-Scores,Alignment-Scores,Ancestor-Scores,Attributes-Scores,Background-Scores,Class-Scores,Dexterity-Scores,Fur-Scores,Gender-Scores,Head Accessory-Scores,Intelligence-Scores,Magic-Scores,Morality-Scores,Race-Scores,Rank-Scores,Strength-Scores,Weapon-Scores
2382,Bunny Knights #2382,999,2585.013196929925,3,16,400,4,12,5,10,19,1,35,10,29,3,1,2000,2,29
1577,Bunny Knights #1577,1000,2584.53580869753,3,15,333,2,11,6,3,22,1,133,3,,3,1,2000,22,21
668,Bunny Knights #668,1001,2584.249164585972,3,17,400,2,10,5,2,20,1,,6,52,3,1,2000,3,52
886,Bunny Knights #886,1002,2583.8373817393244,3,17,333,2,10,6,3,22,1,,3,,3,1,2000,22,153
2029,Bunny Knights #2029,1003,2583.2234754610513,37,14,400,2,10,5,2,22,1,29,3,,3,1,2000,3,44
1003,Bunny Knights #1003,1004,2582.1717080618396,5,15,400,2,11,6,18,17,4,80,3,,3,1,2000,2,11
2093,Bunny Knights #2093,1005,2581.8142716823563,3,17,400,2,11,5,3,18,1,,6,52,2,1,2000,3,52
1866,Bunny Knights #1866,1006,2581.7396279093523,3,18,400,2,12,5,18,18,1,29,7,,2,1,2000,2,58
680,Bunny Knights #680,1007,2579.803289378408,37,15,400,2,10,6,2,18,1,,3,,3,1,2000,3,74
2414,Bunny Knights #2414,1008,2579.549478032894,3,14,400,2,11,5,3,19,1,,6,52,2,1,2000,2,52
1881,Bunny Knights #1881,1009,2576.7664665120255,9,17,400,2,28,6,3,19,1,,3,,3,1,2000,7,74
1221,Bunny Knights #1221,1010,2576.0375951082265,3,15,400,2,18,6,2,18,1,,7,,2,1,2000,22,74
990,Bunny Knights #990,1011,2575.298425638007,5,15,333,2,10,6,10,19,4,133,3,,2,1,2000,3,23
1082,Bunny Knights #1082,1012,2573.3372627424874,3,15,400,2,10,5,10,22,1,29,7,,3,1,2000,3,57
2234,Bunny Knights #2234,1013,2572.955839920491,3,16,333,2,11,5,64,22,1,,3,,3,1,2000,3,100
1720,Bunny Knights #1720,1014,2571.1939838656062,3,18,400,2,11,6,2,24,1,,3,,3,1,2000,55,37
1979,Bunny Knights #1979,1015,2570.844725843926,3,15,400,2,28,6,3,22,1,36,7,,3,1,2000,16,23
1380,Bunny Knights #1380,1016,2570.578360289447,3,18,400,4,11,5,5,19,1,35,10,24,3,1,2000,2,25
1654,Bunny Knights #1654,1017,2570.559923601533,5,15,333,4,19,5,2,18,1,41,10,52,2,1,2000,3,52
1632,Bunny Knights #1632,1018,2569.333211571011,3,14,400,4,12,5,2,19,4,41,6,23,3,1,2000,3,23
1634,Bunny Knights #1634,1019,2568.326297264233,3,15,333,2,11,6,2,19,4,,14,,2,1,2000,16,133
906,Bunny Knights #906,1020,2568.0527950016026,3,16,333,4,10,5,5,22,1,41,10,52,3,1,2000,3,52
1327,Bunny Knights #1327,1021,2565.474730522239,17,14,400,2,68,6,2,17,1,,3,,3,1,2000,7,18
2049,Bunny Knights #2049,1022,2565.417839524301,3,14,400,4,10,5,2,20,1,36,6,23,3,1,2000,7,23
698,Bunny Knights #698,1023,2565.144795248181,3,15,333,4,68,5,2,17,1,80,6,9,3,1,2000,2,9
1772,Bunny Knights #1772,1024,2564.548723783965,3,17,400,4,11,6,2,19,4,6,15,33,3,1,2000,2,33
1922,Bunny Knights #1922,1025,2564.0399695190886,5,16,400,4,10,6,5,20,1,6,14,33,2,1,2000,2,33
2443,Bunny Knights #2443,1026,2563.7080727552143,3,15,333,2,10,5,64,22,1,36,3,,3,1,2000,2,58
1712,Bunny Knights #1712,1027,2563.2004763329496,3,16,400,4,10,6,2,18,4,6,15,33,3,1,2000,2,34
720,Bunny Knights #720,1028,2563.145689709705,3,14,400,2,11,6,3,18,1,,3,,2,1,2000,55,37
1007,Bunny Knights #1007,1029,2562.844803250438,3,17,400,4,10,6,2,18,4,6,15,33,2,1,2000,2,33
1208,Bunny Knights #1208,1030,2562.6395345248534,3,15,400,4,11,6,2,23,1,6,15,33,3,1,2000,2,33
1055,Bunny Knights #1055,1031,2562.5693099709774,5,15,222,2,10,6,2,22,1,222,3,,3,1,2000,22,21
1104,Bunny Knights #1104,1032,2562.4269488045184,3,18,400,2,28,5,10,18,1,,7,,3,1,2000,3,58
687,Bunny Knights #687,1033,2562.291653747414,5,14,400,2,10,5,18,19,1,29,3,,3,1,2000,2,44
522,Bunny Knights #522,1034,2562.0307397890415,3,15,400,4,19,6,5,24,1,6,10,29,3,1,2000,2,29
801,Bunny Knights #801,1035,2561.2820187563393,3,15,333,2,10,6,3,18,4,,3,,3,1,2000,22,133
1035,Bunny Knights #1035,1036,2561.0360592703487,17,17,400,2,10,6,2,18,1,50,7,,2,1,2000,3,20
1498,Bunny Knights #1498,1037,2560.9945900390176,3,16,400,4,12,6,2,18,1,6,15,33,2,1,2000,2,34
1394,Bunny Knights #1394,1038,2560.7036109153455,3,15,400,4,10,5,2,23,4,57,6,9,3,1,2000,3,9
2491,Bunny Knights #2491,1039,2560.6021321615844,3,15,400,2,68,5,2,19,1,,15,9,3,1,2000,2,9
626,Bunny Knights #626,1040,2560.2500925775344,3,16,400,4,11,5,5,19,1,57,10,9,3,1,2000,2,9
829,Bunny Knights #829,1041,2560.236011095913,3,14,400,4,12,6,3,23,4,6,6,33,2,1,2000,3,34
525,Bunny Knights #525,1042,2560.0960226001202,5,15,400,4,18,6,2,18,4,6,6,32,2,1,2000,2,32
1133,Bunny Knights #1133,1043,2559.814992031777,5,15,250,2,10,5,10,22,1,,7,,2,1,2000,2,222
992,Bunny Knights #992,1044,2559.5153951475427,3,14,400,4,10,6,3,23,1,6,10,33,3,1,2000,3,34
2150,Bunny Knights #2150,1045,2559.3279209055336,3,14,333,2,10,6,3,20,1,,3,,2,1,2000,22,133
973,Bunny Knights #973,1046,2559.3028375489303,3,14,400,4,10,5,3,19,1,35,6,24,2,1,2000,2,25
1963,Bunny Knights #1963,1047,2559.1297875726896,3,14,400,4,11,5,3,23,4,57,6,9,2,1,2000,2,9
1935,Bunny Knights #1935,1048,2559.000416147598,5,14,250,2,10,5,10,22,4,,3,,3,1,2000,3,222
1510,Bunny Knights #1510,1049,2558.7708525547605,3,15,400,2,18,6,3,22,1,,3,,2,1,2000,55,23
905,Bunny Knights #905,1050,2558.4244364987694,3,15,200,2,10,6,5,23,1,222,3,,2,1,2000,22,37
2291,Bunny Knights #2291,1051,2557.963740041719,5,16,333,4,10,5,2,19,1,41,6,52,3,1,2000,2,52
1048,Bunny Knights #1048,1052,2557.788917727144,3,17,333,2,10,6,5,19,1,,3,,3,1,2000,16,133
2420,Bunny Knights #2420,1053,2557.3338806537954,3,15,400,4,11,6,18,18,1,6,7,29,3,1,2000,2,29
1670,Bunny Knights #1670,1054,2556.122520052108,5,17,400,4,10,6,3,19,1,6,10,32,3,1,2000,2,32
530,Bunny Knights #530,1055,2556.018925177462,5,16,400,2,10,6,5,18,1,,3,,2,1,2000,7,74
2396,Bunny Knights #2396,1056,2555.811540025955,3,15,400,2,12,5,64,18,1,,3,,2,1,2000,3,20
1220,Bunny Knights #1220,1057,2555.478373381641,3,15,400,4,11,6,2,20,4,6,6,33,2,1,2000,3,33
1445,Bunny Knights #1445,1058,2555.2984562275074,3,15,400,4,12,6,5,24,1,6,10,29,3,1,2000,2,29
819,Bunny Knights #819,1059,2555.2391721980866,5,15,333,4,10,5,2,17,1,41,6,52,3,1,2000,2,52
1366,Bunny Knights #1366,1060,2555.194632043382,3,18,400,4,10,6,3,18,4,6,6,33,3,1,2000,2,34
2126,Bunny Knights #2126,1061,2554.6952995226666,3,14,400,4,18,6,3,19,1,6,6,32,2,1,2000,2,32
2242,Bunny Knights #2242,1062,2554.248381432006,3,15,400,4,11,6,3,23,1,6,6,33,3,1,2000,2,33
1992,Bunny Knights #1992,1063,2553.9658787744793,3,15,400,2,19,6,2,19,1,,3,,3,1,2000,55,21
1059,Bunny Knights #1059,1064,2553.7921420223774,3,15,400,4,10,6,2,22,1,6,15,29,2,1,2000,2,29
1915,Bunny Knights #1915,1065,2553.7580939758727,3,15,400,2,11,6,2,24,1,,14,,3,1,2000,16,50
2369,Bunny Knights #2369,1066,2553.277015548122,3,15,400,4,18,6,2,17,1,6,6,32,2,1,2000,2,32
1763,Bunny Knights #1763,1067,2552.9710322717087,3,14,400,2,68,5,3,18,4,,6,9,2,1,2000,2,9
2216,Bunny Knights #2216,1068,2552.7099243164375,5,16,400,2,10,6,5,18,4,50,3,,3,1,2000,7,18
1296,Bunny Knights #1296,1069,2552.5144861203667,9,15,400,2,18,5,2,20,1,,10,29,3,1,2000,2,29
999,Bunny Knights #999,1070,2552.281320160475,3,17,400,4,18,5,10,19,1,36,10,9,2,1,2000,2,9
703,Bunny Knights #703,1071,2552.194764187706,5,17,400,4,10,6,3,22,1,6,10,29,3,1,2000,2,29
586,Bunny Knights #586,1072,2552.023729047612,3,14,400,4,10,6,2,22,1,6,6,32,3,1,2000,3,32
1334,Bunny Knights #1334,1073,2551.7511812034095,3,17,400,4,10,6,3,19,1,6,6,32,3,1,2000,3,32
1151,Bunny Knights #1151,1074,2551.596723727597,9,15,400,2,19,5,10,18,1,,3,,3,1,2000,2,58
1526,Bunny Knights #1526,1075,2551.464792959227,3,18,400,4,18,6,3,18,1,6,6,29,3,1,2000,2,29
2489,Bunny Knights #2489,1076,2551.3773776360026,3,15,400,4,10,6,3,22,1,6,6,32,2,1,2000,2,32
1333,Bunny Knights #1333,1077,2551.358292254809,3,14,400,2,68,5,3,19,1,,6,9,2,1,2000,2,9
1369,Bunny Knights #1369,1078,2551.3341679358987,3,17,400,4,10,6,3,19,1,6,6,32,3,1,2000,2,32
920,Bunny Knights #920,1079,2551.2409372143716,3,15,400,4,19,6,3,18,4,6,6,28,2,1,2000,2,29
1701,Bunny Knights #1701,1080,2551.1258248192235,3,17,400,4,10,6,2,18,1,6,15,29,3,1,2000,2,29
1211,Bunny Knights #1211,1081,2550.875652352303,3,14,400,4,11,6,3,22,1,6,6,32,3,1,2000,2,32
2394,Bunny Knights #2394,1082,2550.4517939165,3,16,400,4,10,6,3,19,1,6,6,33,3,1,2000,2,33
641,Bunny Knights #641,1083,2550.441671050473,3,16,400,4,10,6,2,18,1,6,6,33,3,1,2000,2,34
666,Bunny Knights #666,1084,2550.394020698577,17,16,400,2,10,5,3,20,1,,7,,2,1,2000,2,58
1433,Bunny Knights #1433,1085,2550.160814013293,3,14,400,2,10,5,64,17,1,,3,,3,1,2000,2,20
985,Bunny Knights #985,1086,2550.138459768303,3,16,400,4,18,6,2,19,1,6,6,28,3,1,2000,2,29
1742,Bunny Knights #1742,1087,2549.679691536991,3,17,400,4,11,6,3,18,1,6,6,32,2,1,2000,2,32
761,Bunny Knights #761,1088,2549.610191738992,3,18,400,4,18,6,2,18,1,6,6,28,3,1,2000,2,29
1041,Bunny Knights #1041,1089,2549.26113174946,3,15,400,4,10,6,3,24,4,6,6,29,3,1,2000,2,29
550,Bunny Knights #550,1090,2549.1856584869493,3,14,400,2,10,6,2,17,1,,7,,3,1,2000,55,23
518,Bunny Knights #518,1091,2548.6866425684934,3,15,400,4,12,6,3,18,1,6,6,32,2,1,2000,2,32
2162,Bunny Knights #2162,1092,2548.5526751333123,3,15,285,2,11,6,3,19,1,36,3,,3,1,2000,22,133
1054,Bunny Knights #1054,1093,2548.334309046825,3,15,400,2,19,5,18,22,4,29,7,,3,1,2000,3,11
2004,Bunny Knights #2004,1094,2548.3143055423875,3,15,400,4,18,5,2,22,1,41,6,9,3,1,2000,3,9
1921,Bunny Knights #1921,1095,2547.7757806414656,3,15,400,4,28,5,2,18,1,35,6,9,3,1,2000,3,9
928,Bunny Knights #928,1096,2547.5149649958016,3,17,400,4,18,5,2,22,4,35,6,9,3,1,2000,3,9
1659,Bunny Knights #1659,1097,2547.393054491077,3,16,400,4,10,6,3,20,4,6,6,28,2,1,2000,2,29
1567,Bunny Knights #1567,1098,2547.346688160477,3,14,400,2,10,5,2,22,4,,15,29,2,1,2000,2,29
1449,Bunny Knights #1449,1099,2547.186743444666,5,14,400,4,19,5,10,18,1,35,7,9,2,1,2000,2,9
1875,Bunny Knights #1875,1100,2546.8315664987854,3,17,400,4,11,6,3,18,4,6,6,28,2,1,2000,2,29
2209,Bunny Knights #2209,1101,2546.6402178366243,9,17,400,2,10,5,5,24,1,,3,,2,1,2000,3,58
2144,Bunny Knights #2144,1102,2546.402805692363,3,14,400,4,19,5,2,19,1,41,6,9,2,1,2000,3,9
2112,Bunny Knights #2112,1103,2546.3796320200086,3,17,400,4,10,6,2,19,1,6,6,29,3,1,2000,3,29
793,Bunny Knights #793,1104,2546.3067708681215,3,15,400,4,28,5,3,18,1,35,6,9,2,1,2000,2,9
2312,Bunny Knights #2312,1105,2546.1316499180193,5,15,400,2,10,5,10,22,1,,7,,3,1,2000,2,58
1945,Bunny Knights #1945,1106,2545.772096602381,3,15,400,2,11,5,64,20,1,,3,,2,1,2000,2,11
987,Bunny Knights #987,1107,2544.808010592074,3,14,400,4,12,6,2,20,1,6,6,28,3,1,2000,3,29
2177,Bunny Knights #2177,1108,2544.7115034649146,5,17,400,2,10,6,2,24,1,,3,,3,1,2000,22,44
1442,Bunny Knights #1442,1109,2544.5613574883587,3,16,400,4,10,6,3,22,1,6,6,28,2,1,2000,2,29
1984,Bunny Knights #1984,1110,2544.532899437261,17,15,400,2,10,5,5,18,1,,3,,3,1,2000,2,58
867,Bunny Knights #867,1111,2544.3585483938664,3,15,400,4,10,6,3,22,1,6,6,28,3,1,2000,2,29
859,Bunny Knights #859,1112,2544.1915959149483,3,15,400,2,18,5,18,19,4,,7,,3,1,2000,2,42
1648,Bunny Knights #1648,1113,2544.1800358587407,3,16,400,4,10,6,2,22,1,6,6,28,3,1,2000,2,29
501,Bunny Knights #501,1114,2544.023619702013,3,15,400,4,10,6,2,20,1,6,6,29,3,1,2000,3,29
1183,Bunny Knights #1183,1115,2543.6180251859537,17,14,333,2,11,6,3,18,1,50,3,,3,1,2000,3,74
652,Bunny Knights #652,1116,2543.5564455986537,3,14,400,4,19,5,2,19,1,41,6,9,2,1,2000,2,9
1882,Bunny Knights #1882,1117,2543.5455701034625,9,14,400,2,18,5,5,18,1,,3,,3,1,2000,3,57
1268,Bunny Knights #1268,1118,2543.5096727411114,3,15,400,4,10,6,3,18,4,6,6,28,3,1,2000,2,29
1232,Bunny Knights #1232,1119,2542.8804596753553,3,15,400,4,12,5,3,19,1,41,10,9,2,1,2000,3,9
1469,Bunny Knights #1469,1120,2542.554436990119,3,18,400,4,10,6,3,18,1,6,6,28,2,1,2000,2,29
2181,Bunny Knights #2181,1121,2542.336917057147,9,15,400,2,10,6,2,24,1,,7,,3,1,2000,7,50
2169,Bunny Knights #2169,1122,2542.258440567176,3,15,400,2,10,5,64,18,1,,3,,3,1,2000,2,11
1015,Bunny Knights #1015,1123,2541.940586983464,3,16,400,4,10,6,3,19,1,6,6,28,3,1,2000,2,29
1617,Bunny Knights #1617,1124,2541.7794984785723,5,17,400,2,12,5,2,22,1,,6,29,2,1,2000,2,29
2282,Bunny Knights #2282,1125,2541.7786941064983,3,16,400,4,10,6,2,19,1,6,6,29,2,1,2000,2,29
1219,Bunny Knights #1219,1126,2541.5228544480665,3,14,400,4,10,6,2,19,1,6,6,28,3,1,2000,3,29
1330,Bunny Knights #1330,1127,2541.299890430105,3,15,400,4,10,6,2,19,1,6,6,29,3,1,2000,2,29
2097,Bunny Knights #2097,1128,2541.148092522682,3,15,400,4,11,6,2,18,1,6,6,28,3,1,2000,3,29
1154,Bunny Knights #1154,1129,2541.08651955626,3,17,400,2,18,6,10,18,4,,3,,3,1,2000,7,44
2154,Bunny Knights #2154,1130,2540.8140418469857,37,17,400,2,19,6,3,22,4,,3,,2,1,2000,2,18
608,Bunny Knights #608,1131,2540.5768332823427,3,15,400,4,11,5,3,22,1,36,10,9,3,1,2000,3,9
2084,Bunny Knights #2084,1132,2540.1650330162056,3,15,400,2,11,5,18,19,4,,7,,3,1,2000,3,44
1070,Bunny Knights #1070,1133,2540.07759283731,3,15,400,4,10,6,3,18,1,6,6,28,2,1,2000,2,29
2238,Bunny Knights #2238,1134,2540.069939079473,3,18,400,2,18,5,2,19,1,,15,23,3,1,2000,2,23
2401,Bunny Knights #2401,1135,2539.9371686126333,5,15,400,2,10,5,2,19,1,,10,29,3,1,2000,3,29
1023,Bunny Knights #1023,1136,2539.810789849373,5,15,400,2,10,5,2,19,1,,10,29,2,1,2000,3,29
1829,Bunny Knights #1829,1137,2539.7947258025806,5,15,400,2,11,5,2,22,1,,6,29,3,1,2000,2,29
731,Bunny Knights #731,1138,2539.40598751083,3,18,400,2,12,6,3,19,1,,7,,3,1,2000,16,44
2121,Bunny Knights #2121,1139,2539.3027286763877,3,15,400,4,10,6,3,18,1,6,6,28,3,1,2000,2,29
2104,Bunny Knights #2104,1140,2538.9761886415176,3,15,400,2,18,5,18,18,1,,3,,2,1,2000,3,44
1460,Bunny Knights #1460,1141,2538.776241645802,5,14,400,2,28,5,5,19,1,29,7,,2,1,2000,3,11
1313,Bunny Knights #1313,1142,2538.602357489283,3,14,400,4,10,6,2,18,1,6,6,28,2,1,2000,2,29
853,Bunny Knights #853,1143,2538.4918892358405,3,15,400,2,10,5,5,18,1,,10,29,3,1,2000,2,29
792,Bunny Knights #792,1144,2538.486392759559,37,15,400,2,19,6,2,18,4,,3,,2,1,2000,3,21
1792,Bunny Knights #1792,1145,2538.3509449263615,5,15,400,2,18,5,10,22,1,,7,,3,1,2000,2,42
2101,Bunny Knights #2101,1146,2538.20521062991,3,15,400,2,12,5,2,22,4,,10,23,3,1,2000,7,23
2286,Bunny Knights #2286,1147,2537.97512646658,3,14,400,4,10,6,2,18,1,6,6,28,2,1,2000,2,29
2442,Bunny Knights #2442,1148,2537.9620465007074,5,17,400,2,10,5,18,19,4,,3,,2,1,2000,2,44
910,Bunny Knights #910,1149,2537.774061765218,17,16,333,2,19,6,3,18,1,36,3,,2,1,2000,3,74
1439,Bunny Knights #1439,1150,2537.7633315716257,5,16,400,2,11,6,3,19,4,,3,,3,1,2000,16,44
2275,Bunny Knights #2275,1151,2537.2149426914298,3,14,400,2,10,5,10,18,1,,14,23,3,1,2000,3,23
1119,Bunny Knights #1119,1152,2537.2106798579935,3,17,400,4,10,5,2,19,4,36,6,9,2,1,2000,3,9
2033,Bunny Knights #2033,1153,2537.2026499262743,3,15,400,2,18,5,5,18,1,,10,24,2,1,2000,3,25
1144,Bunny Knights #1144,1154,2536.9728152533944,3,15,400,4,12,5,2,18,1,41,6,9,3,1,2000,2,9
2440,Bunny Knights #2440,1155,2536.867536112784,3,16,400,4,10,5,2,19,1,41,6,9,2,1,2000,2,9
1171,Bunny Knights #1171,1156,2536.6780710189037,17,18,400,2,10,6,2,18,1,,3,,2,1,2000,7,44
1521,Bunny Knights #1521,1157,2536.662673010932,3,15,400,2,10,5,18,22,4,,3,,3,1,2000,3,42
1519,Bunny Knights #1519,1158,2536.482696844774,9,15,400,2,19,5,10,19,1,,3,,2,1,2000,2,42
1173,Bunny Knights #1173,1159,2535.805230302771,3,17,400,2,10,5,2,20,1,,15,24,3,1,2000,2,25
1619,Bunny Knights #1619,1160,2534.3828871997903,9,17,400,2,11,6,3,18,1,,3,,2,1,2000,7,50
1499,Bunny Knights #1499,1161,2534.1717411242507,5,17,400,2,10,6,5,20,1,,3,,3,1,2000,7,50
745,Bunny Knights #745,1162,2533.909185082403,3,17,400,2,28,6,3,18,1,,3,,3,1,2000,22,23
1853,Bunny Knights #1853,1163,2533.542567231192,5,14,400,2,12,5,5,22,1,,14,,3,1,2000,2,42
1618,Bunny Knights #1618,1164,2533.3775557316685,3,15,285,2,11,6,10,23,4,,3,,3,1,2000,7,153
529,Bunny Knights #529,1165,2533.332106524188,3,15,333,4,18,5,3,19,1,57,10,24,3,1,2000,7,25
962,Bunny Knights #962,1166,2533.300394396645,3,15,400,2,11,6,3,17,4,,3,,3,1,2000,22,37
651,Bunny Knights #651,1167,2533.1293656222783,9,14,333,4,10,5,2,24,4,57,10,24,3,1,2000,2,25
1724,Bunny Knights #1724,1168,2532.6021953399195,5,17,285,2,19,6,3,19,1,,7,,2,1,2000,7,153
1893,Bunny Knights #1893,1169,2532.4486559592356,3,18,400,2,10,5,2,18,1,,10,23,3,1,2000,7,23
2135,Bunny Knights #2135,1170,2532.3658277285654,5,14,400,2,11,5,10,22,4,29,7,,3,1,2000,2,11
2002,Bunny Knights #2002,1171,2532.3124617871704,3,17,400,4,10,5,2,18,1,36,6,9,3,1,2000,3,9
2155,Bunny Knights #2155,1172,2531.8995984419453,37,17,400,2,10,6,2,18,4,,7,,3,1,2000,2,18
816,Bunny Knights #816,1173,2531.538661424627,3,15,400,2,10,6,5,17,1,,3,,2,1,2000,16,44
1193,Bunny Knights #1193,1174,2531.1494070181197,37,17,400,2,10,5,3,19,4,,3,,3,1,2000,2,20
1000,Bunny Knights #1000,1175,2530.8117735814217,37,15,333,2,10,6,2,20,4,36,3,,2,1,2000,3,50
1538,Bunny Knights #1538,1176,2530.341631381364,5,15,400,2,10,5,3,19,1,,10,24,3,1,2000,2,25
1348,Bunny Knights #1348,1177,2530.2493663584655,3,16,400,2,10,5,2,19,1,,15,23,3,1,2000,2,23
1147,Bunny Knights #1147,1178,2529.5843277789286,3,14,400,2,10,5,5,18,1,,10,24,2,1,2000,3,25
2229,Bunny Knights #2229,1179,2529.514093844377,37,17,400,2,12,6,3,20,1,,3,,2,1,2000,2,18
748,Bunny Knights #748,1180,2528.9741003476993,5,14,400,2,10,5,2,18,1,,10,24,3,1,2000,3,25
1019,Bunny Knights #1019,1181,2528.901849590134,5,17,333,2,18,6,3,18,1,83,7,,3,1,2000,7,21
1708,Bunny Knights #1708,1182,2528.671512979854,3,17,400,2,10,5,3,22,1,,6,24,3,1,2000,2,25
1097,Bunny Knights #1097,1183,2528.581196211197,3,17,400,2,11,5,10,18,1,,3,,2,1,2000,7,42
1940,Bunny Knights #1940,1184,2528.5429206975814,3,15,400,2,10,6,5,18,4,,3,,3,1,2000,16,37
966,Bunny Knights #966,1185,2528.307575130194,9,17,400,2,28,5,5,24,1,,7,,2,1,2000,2,20
2320,Bunny Knights #2320,1186,2527.140303117281,3,14,400,2,10,5,10,19,4,29,7,,3,1,2000,3,11
646,Bunny Knights #646,1187,2527.0509814135366,3,14,400,2,19,5,2,18,1,,6,23,3,1,2000,2,23
1738,Bunny Knights #1738,1188,2526.4035938056636,3,15,400,2,11,5,3,20,1,,6,24,3,1,2000,2,25
2488,Bunny Knights #2488,1189,2526.3180800658415,5,15,400,2,10,5,3,19,1,,7,,2,1,2000,7,44
697,Bunny Knights #697,1190,2525.8563772180655,3,16,400,2,10,5,2,19,1,,6,24,2,1,2000,3,25
1416,Bunny Knights #1416,1191,2525.751179247464,37,16,400,2,10,6,2,22,4,,3,,3,1,2000,3,11
1238,Bunny Knights #1238,1192,2525.4618527704533,3,16,400,2,10,5,2,19,1,,6,24,3,1,2000,3,25
834,Bunny Knights #834,1193,2525.4593949801706,9,17,400,2,10,5,5,18,1,29,7,,3,1,2000,2,11
1194,Bunny Knights #1194,1194,2525.4040069067696,37,14,400,2,11,6,3,18,1,,3,,3,1,2000,2,20
2284,Bunny Knights #2284,1195,2525.3216385970604,3,15,333,4,10,5,5,19,4,57,10,24,2,1,2000,2,25
2374,Bunny Knights #2374,1196,2525.0719855932743,3,15,400,2,10,5,2,22,1,,6,23,3,1,2000,3,23
2341,Bunny Knights #2341,1197,2525.0414776373023,5,14,400,2,10,6,3,19,1,,3,,3,1,2000,16,37
1476,Bunny Knights #1476,1198,2524.627525587202,3,15,400,2,10,5,2,22,1,,6,23,3,1,2000,3,23
2200,Bunny Knights #2200,1199,2524.572015943217,9,17,333,2,12,6,5,22,4,50,3,,3,1,2000,3,50
1260,Bunny Knights #1260,1200,2524.2768965024848,5,15,400,2,18,6,2,22,1,,7,,3,1,2000,16,21
825,Bunny Knights #825,1201,2523.9965496698683,3,15,400,2,18,6,2,18,1,,7,,2,1,2000,22,21
2391,Bunny Knights #2391,1202,2523.8022832003185,9,15,400,2,28,6,5,23,1,,7,,3,1,2000,2,18
795,Bunny Knights #795,1203,2523.797934016168,5,17,333,2,10,5,3,22,1,,10,52,3,1,2000,2,52
739,Bunny Knights #739,1204,2523.7429946571788,37,15,400,2,11,6,3,17,1,,3,,3,1,2000,2,18
1698,Bunny Knights #1698,1205,2523.7310601364475,5,18,400,2,28,6,5,18,1,,3,,2,1,2000,7,23
1589,Bunny Knights #1589,1206,2523.184634084829,3,17,222,2,11,5,18,20,1,166,3,,2,1,2000,3,42
1124,Bunny Knights #1124,1207,2522.604473563261,3,17,400,2,10,6,5,24,1,,7,,2,1,2000,16,23
1317,Bunny Knights #1317,1208,2522.5152840104556,3,15,400,2,10,5,2,18,4,,6,23,3,1,2000,2,23
1098,Bunny Knights #1098,1209,2522.342186986299,3,14,400,2,11,5,2,18,1,,6,24,3,1,2000,2,25
1936,Bunny Knights #1936,1210,2521.5375568928102,5,14,400,2,10,5,10,17,1,29,3,,3,1,2000,3,11
772,Bunny Knights #772,1211,2521.1540384569794,37,16,400,2,10,6,3,22,1,,3,,3,1,2000,2,11
948,Bunny Knights #948,1212,2521.0962396941727,3,15,400,2,10,6,18,24,1,,3,,3,1,2000,7,23
1123,Bunny Knights #1123,1213,2520.2506996373077,3,17,400,2,19,5,10,19,1,,14,9,2,1,2000,2,9
2042,Bunny Knights #2042,1214,2519.7910577249077,3,14,400,2,18,6,3,19,1,,14,,2,1,2000,7,23
1254,Bunny Knights #1254,1215,2519.5801363267165,9,15,400,2,19,5,3,22,1,,14,9,3,1,2000,2,9
563,Bunny Knights #563,1216,2519.25721121157,3,15,400,2,28,5,2,18,1,,15,9,3,1,2000,2,9
1827,Bunny Knights #1827,1217,2519.2216213311144,3,15,333,2,18,5,2,17,1,,6,52,3,1,2000,2,52
554,Bunny Knights #554,1218,2518.900306128602,17,15,400,2,19,6,2,20,1,,3,,2,1,2000,7,18
1230,Bunny Knights #1230,1219,2518.3785080463526,3,15,333,2,10,5,3,24,1,,6,52,2,1,2000,3,52
912,Bunny Knights #912,1220,2518.1520167297203,3,14,400,2,10,6,3,18,1,,7,,3,1,2000,22,23
2285,Bunny Knights #2285,1221,2518.0653768413977,5,16,400,2,10,6,2,20,4,,7,,2,1,2000,16,21
1602,Bunny Knights #1602,1222,2518.062724021831,3,14,400,2,11,6,10,19,1,,3,,3,1,2000,16,23
1692,Bunny Knights #1692,1223,2518.0567362835814,17,18,400,2,19,6,3,18,1,,3,,3,1,2000,3,21
1870,Bunny Knights #1870,1224,2517.7883868053113,3,15,400,2,10,6,18,19,4,,3,,2,1,2000,7,21
619,Bunny Knights #619,1225,2517.5065522622676,5,17,400,2,19,6,5,18,4,,3,,3,1,2000,7,23
567,Bunny Knights #567,1226,2517.171998551527,3,17,400,2,11,5,10,22,1,,14,9,3,1,2000,3,9
1962,Bunny Knights #1962,1227,2517.048325205638,3,15,333,4,11,5,2,19,1,57,6,24,3,1,2000,2,25
1430,Bunny Knights #1430,1228,2516.8816709926523,9,15,400,2,18,5,2,19,1,,14,9,3,1,2000,3,9
2330,Bunny Knights #2330,1229,2516.3364393817305,3,14,333,2,12,5,2,18,4,,6,52,2,1,2000,3,52
732,Bunny Knights #732,1230,2515.7022649683067,3,15,400,2,10,6,18,23,1,,3,,2,1,2000,3,23
963,Bunny Knights #963,1231,2515.52626894102,3,17,400,2,10,6,3,18,1,,3,,2,1,2000,22,23
1287,Bunny Knights #1287,1232,2515.0970354366414,3,16,400,2,28,5,2,20,1,,6,9,3,1,2000,3,9
