ID,Name,Rank,Rarity_Score,Attributes-Scores,aura-Scores,body-Scores,bodydetails-Scores,botarms-Scores,botbody-Scores,boteyes-Scores,boteyescolor-Scores,botfoot-Scores,bothead-Scores,botpropulsion-Scores,details-Scores,energy-Scores,eyes-Scores,facemask-Scores,family-Scores,ground-Scores,hair-Scores,has_pet-Scores,head-Scores,jacket-Scores,lefthand-Scores,leftobjkt-Scores,posterfull-Scores,posterleft-Scores,posterright-Scores,shoes-Scores,trousers-Scores,unique-Scores,unique_tbot-Scores,wall-Scores,wallcolor-Scores,weapon-Scores
2319,きね (KINE) #2319,1162,340.7565695891105,10,9,3,,,,,,,,,35,,10,16,3,18,28,1,3,67,11,36,,10,10,12,13,,,16,2,17
3143,のやれひ (NOYAREHI) #3143,1163,340.7299132658004,14,8,11,,11,9,12,13,10,11,12,48,,11,,3,8,20,2,3,42,18,,,,10,10,12,,,8,2,19
932,こきまさ (KOKIMASA) #932,1164,340.70578089731606,6,8,11,,,,,,,,,37,9,11,20,3,15,33,1,2,77,,20,,,10,10,13,,,8,2,33
928,のけく (NOKEKU) #928,1165,340.19780640533304,32,8,3,,11,10,11,12,11,12,12,,,13,87,3,9,,2,3,21,10,,,10,,10,13,,,8,2,17
2276,くしへみ (KUSHIHEMI) #2276,1166,340.1829547827941,14,18,3,,11,9,12,12,14,11,12,,9,36,27,3,8,31,2,2,,,19,,,10,10,12,,,8,1,34
991,ひろは (HIROHA) #991,1167,340.1526492576445,14,9,3,,13,9,11,10,10,11,11,16,,11,71,3,9,26,2,2,25,11,,,,,10,10,,,9,1,18
1418,ふたつか (FUTATSUKA) #1418,1168,340.0910970565682,9,9,3,,11,10,11,12,11,11,12,32,19,11,,3,9,23,2,3,22,,32,,,10,21,12,,,8,2,19
2286,さます (SAMASU) #2286,1169,340.08529760682694,6,8,3,67,,,,,,,,65,10,21,,3,9,31,1,2,,,43,,,10,10,10,,,9,2,18
835,にたむ (NITAMU) #835,1170,340.08082201801045,6,9,3,82,,,,,,,,48,,24,,3,9,22,1,2,22,,17,,10,10,10,13,,,16,2,18
493,ねこ (NEKO) #493,1171,339.9486088838678,9,8,3,22,11,9,12,10,11,11,12,16,39,11,,3,9,31,2,2,25,,,,11,10,10,13,,,8,1,18
434,よはねま (YOHANEMA) #434,1172,339.7318878318859,9,8,3,36,11,10,11,10,12,13,12,48,19,12,,3,9,18,2,2,18,,,,,10,10,11,,,8,1,19
1005,たほ (TAHO) #1005,1173,339.69447751518777,14,18,3,44,13,9,11,11,12,12,11,,,12,35,4,18,22,2,2,,12,,,,10,12,11,,,8,1,18
2658,とぬま (TONUMA) #2658,1174,339.64687754256556,6,9,3,,,,,,,,,17,9,12,,3,9,20,1,2,21,11,16,,10,,10,12,,,138,2,19
1468,にこへ (NIKOHE) #1468,1175,339.5274432080833,10,8,3,39,,,,,,,,17,9,11,16,3,9,87,1,2,42,,,,10,10,12,13,,,8,2,17
402,ちしそち (CHISHISOCHI) #402,1176,339.394077066677,21,8,11,,,,,,,,,21,,131,,3,9,,1,3,18,12,,,,46,10,10,,,8,2,18
610,ひひめ (HIHIME) #610,1177,339.1290326426729,10,8,3,22,,,,,,,,17,9,13,,3,10,85,1,3,25,12,39,,10,,21,11,,,8,2,19
525,ねらねふ (NERANEFU) #525,1178,339.10191173988494,6,9,3,26,,,,,,,,34,,24,17,3,8,20,1,2,25,11,,,10,,10,12,,,8,1,97
975,へむ (HEMU) #975,1179,339.0657676373027,9,8,11,,11,9,12,13,11,11,12,37,,12,27,3,8,25,2,3,18,,,,10,10,10,11,,,8,2,34
2144,ぬつのけ (NUTSUNOKE) #2144,1180,339.0058730206749,9,17,3,,,,,,,,,17,9,24,,3,17,,1,3,146,,,,19,10,10,11,,,9,1,18
2121,のかちろ (NOKACHIRO) #2121,1181,339.0048574180425,9,9,3,,13,9,11,11,10,11,12,16,9,11,62,3,9,,2,2,25,18,,,10,10,10,12,,,8,2,17
1615,みへこめ (MIHEKOME) #1615,1182,338.8760337162083,14,9,3,,11,9,11,12,14,11,12,16,9,10,67,3,9,,2,2,,11,,,,10,39,13,,,8,1,19
2943,よすに (YOSUNI) #2943,1183,338.84149468160143,9,18,3,,,,,,,,,,43,131,20,4,8,18,1,3,,12,,,,10,11,10,,,8,1,18
834,むりしろ (MURISHIRO) #834,1184,338.71179239286516,44,9,3,22,,,,,,,,,39,21,19,3,8,23,1,3,18,11,32,,10,10,10,13,,,8,2,17
2991,ひふりか (HIFURIKA) #2991,1185,338.6429025011236,10,9,11,,,,,,,,,16,10,12,85,3,9,52,1,3,17,,18,,10,10,12,13,,,8,1,18
930,やち (YACHI) #930,1186,338.5904085338802,15,9,3,,13,9,11,10,12,13,11,16,19,11,19,4,17,21,2,3,22,,16,,10,10,10,12,,,8,1,17
3009,そさらに (SOSARANI) #3009,1187,338.56509057681683,9,9,3,23,11,10,11,10,12,11,11,,,22,27,3,9,28,2,2,23,18,,,10,10,12,11,,,8,2,17
1248,れてに (RETENI) #1248,1188,338.5274452626095,32,8,3,,13,9,11,12,14,12,12,16,,24,,3,9,52,2,2,25,12,,,,,10,13,,,9,1,22
875,まけゆ (MAKEYU) #875,1189,338.3011843234291,9,9,3,,,,,,,,,17,9,11,,3,9,,1,2,146,10,,,,46,12,13,,,8,2,18
93,なよ (NAYO) #93,1190,338.3011800884488,32,8,3,,13,10,12,10,11,13,11,16,,11,,3,15,23,2,3,,,39,,,20,11,13,,,8,1,37
330,そきれ (SOKIRE) #330,1191,338.2871881648715,9,8,3,,13,9,12,12,12,13,12,20,43,12,,4,9,26,2,3,25,,,,10,10,10,13,,,16,1,18
3014,ちしれ (CHISHIRE) #3014,1192,338.27929936688145,10,17,3,23,,,,,,,,65,28,11,17,3,8,31,1,2,21,12,,,,20,11,14,,,9,1,19
2815,ものてせ (MONOTESE) #2815,1193,338.1965513933768,32,8,11,,13,9,11,11,11,11,11,,,11,,3,10,18,2,2,77,,,,10,10,12,13,,,8,2,18
1062,へほつき (HEHOTSUKI) #1062,1194,338.1421714081736,6,9,3,,,,,,,,,16,9,21,125,3,9,21,1,2,,12,19,,,10,21,12,,,9,2,17
1056,かせと (KASETO) #1056,1195,338.0424313476223,6,8,3,,,,,,,,,21,9,12,85,3,17,23,1,2,77,10,,,,,12,11,,,8,1,18
2660,よはける (YOHAKERU) #2660,1196,338.04122623066553,9,9,3,,11,9,11,13,11,11,12,37,,11,26,3,10,21,2,2,21,,,,10,20,10,14,,,16,2,21
588,てりらる (TERIRARU) #588,1197,337.85728884502686,15,8,3,26,11,9,12,12,10,11,12,16,10,11,19,3,9,21,2,2,22,,,,10,10,21,11,,,8,1,18
2086,りひやち (RIHIYACHI) #2086,1198,337.85419696974947,9,9,3,,11,9,12,12,11,11,12,16,39,12,19,3,17,18,2,2,25,12,,,,10,12,10,,,8,1,18
490,あくよく (AKUYOKU) #490,1199,337.85383437307325,14,37,3,,11,9,12,12,10,12,12,17,,36,16,3,9,26,2,3,,18,,,10,,10,13,,,9,1,22
118,そちて (SOCHITE) #118,1200,337.83024695561903,9,8,3,,11,9,11,12,11,12,12,17,43,12,,3,9,32,2,2,,10,,,10,10,36,14,,,8,1,17
1766,つさは (TSUSAHA) #1766,1201,337.7710037080134,9,8,3,,11,9,12,12,10,11,12,21,9,12,16,3,9,33,2,2,23,,,,10,10,10,12,,,16,1,37
2282,ふりわ (FURIWA) #2282,1202,337.76892911812774,32,9,11,,11,9,12,11,11,11,12,,,12,20,3,9,,2,2,18,,35,,,46,10,12,,,9,2,17
111,はぬねそ (HANUNESO) #111,1203,337.6652760367009,9,9,3,,11,9,11,11,12,11,12,35,9,11,32,3,15,,2,3,18,,,,10,39,10,11,,,8,2,18
1259,りほまね (RIHOMANE) #1259,1204,337.56941558519236,9,18,3,,13,10,11,10,10,12,12,21,39,12,17,3,9,21,2,2,18,12,,,10,,10,13,,,8,2,19
2731,よむて (YOMUTE) #2731,1205,337.4077751445681,9,9,3,,11,9,12,12,10,11,11,30,,11,16,4,17,20,2,3,22,11,39,,,,10,12,,,9,1,19
2453,るは (RUHA) #2453,1206,337.3468218904245,6,8,3,,,,,,,,,37,9,13,71,3,9,26,1,2,67,,19,,,,10,14,,,9,2,18
3096,きへ (KIHE) #3096,1207,337.0289144319741,9,37,11,,11,9,12,10,11,11,11,,9,13,17,3,9,22,2,2,42,10,,,10,,10,12,,,8,2,19
2082,らぬせや (RANUSEYA) #2082,1208,337.0011644525895,90,8,3,,,,,,,,,37,,39,,4,15,53,1,2,25,,,,,,10,12,,,8,2,19
2278,ふしつぬ (FUSHITSUNU) #2278,1209,336.9405192788921,9,8,3,,13,10,11,10,11,11,12,16,,12,16,3,15,31,2,2,25,10,43,,,,11,12,,,9,2,17
1015,らさひ (RASAHI) #1015,1210,336.8663911998454,9,17,3,,11,10,11,12,10,11,12,17,9,47,,4,9,21,2,2,25,12,,,,10,10,12,,,16,2,19
2940,こりひ (KORIHI) #2940,1211,336.78846557037224,6,90,3,36,,,,,,,,17,18,21,20,3,9,,1,2,22,,17,,,10,10,14,,,8,1,17
2596,そての (SOTENO) #2596,1212,336.7823276086239,10,8,3,,,,,,,,,16,18,11,16,4,18,52,1,2,25,12,,,19,46,12,14,,,8,1,31
2778,すろちか (SUROCHIKA) #2778,1213,336.7317971970389,10,9,3,,,,,,,,,16,9,12,31,3,15,26,1,2,18,11,97,,,10,10,13,,,8,1,19
1092,はそる (HASORU) #1092,1214,336.7079405038306,32,9,3,,11,9,11,13,12,13,11,32,9,13,,3,15,33,2,2,21,,,,,,10,13,,,8,1,37
736,もわ (MOWA) #736,1215,336.4720119341867,9,8,3,,11,10,11,12,14,13,11,,43,11,30,3,9,18,2,2,25,12,,,,10,12,13,,,9,2,21
1543,はやのか (HAYANOKA) #1543,1216,336.4685914902516,10,9,3,23,,,,,,,,21,18,11,20,4,9,39,1,2,25,,38,,,17,36,12,,,9,1,19
2896,かぬ (KANU) #2896,1217,336.430127796372,9,17,3,,11,9,12,11,11,13,12,16,9,13,53,3,9,26,2,3,18,,,,10,,10,12,,,8,2,22
1840,えき (EKI) #1840,1218,336.2812399138555,10,17,3,25,,,,,,,,16,,12,17,3,10,85,1,2,25,12,17,,,20,10,13,,,8,2,19
2469,おろきろ (OROKIRO) #2469,1219,336.2770577775645,90,9,3,,11,9,11,13,11,13,12,,,11,,3,9,20,2,2,36,,,,,10,10,10,,,8,2,19
2091,みそすに (MISOSUNI) #2091,1220,336.0923626758788,9,9,3,23,13,10,12,13,10,11,12,20,9,11,,3,9,22,2,3,21,12,38,,,,10,12,,,8,2,16
2722,ひねほの (HINEHONO) #2722,1221,336.04857937347293,6,8,3,,,,,,,,,17,9,11,17,3,10,20,1,2,21,11,138,,,,10,12,,,8,2,17
1228,ちねよ (CHINEYO) #1228,1222,336.03244850534253,9,8,3,22,11,9,11,11,12,11,11,21,19,21,27,3,8,,2,2,32,,,,10,10,11,11,,,8,1,18
1577,へほひ (HEHOHI) #1577,1223,336.017462964219,10,8,3,,,,,,,,,17,39,50,,3,9,32,1,2,36,11,35,,10,10,10,12,,,8,2,17
2098,みと (MITO) #2098,1224,335.8945346407304,9,37,3,,11,9,12,12,10,11,11,17,9,11,27,3,9,18,2,3,21,12,,,10,,12,12,,,9,1,22
2124,こちへ (KOCHIHE) #2124,1225,335.7527673954605,9,18,3,22,13,10,12,10,12,12,12,17,,12,17,3,8,20,2,2,23,11,,,,17,10,13,,,16,1,17
2094,かり (KARI) #2094,1226,335.63178543724337,10,17,3,,,,,,,,,51,18,11,67,3,8,,1,2,17,12,18,,10,20,12,12,,,8,2,23
1553,わそ (WASO) #1553,1227,335.5709385232034,10,9,11,,,,,,,,,17,9,10,35,3,9,52,1,2,57,12,16,,19,,10,13,,,8,2,18
365,いの (INO) #365,1228,335.55390049220387,9,17,3,23,11,9,12,12,12,13,11,,18,10,16,3,9,20,2,2,17,,19,,10,,12,22,,,8,2,21
250,こにとそ (KONITOSO) #250,1229,335.5534535134524,9,18,11,,11,9,12,11,11,11,12,17,,12,30,3,15,32,2,2,,10,18,,10,,11,13,,,9,2,21
1165,くも (KUMO) #1165,1230,335.54832112642845,14,9,3,,13,10,12,10,14,13,12,16,9,41,,3,9,23,2,2,,,39,,19,,12,11,,,8,1,17
578,ましむは (MASHIMUHA) #578,1231,335.5246461672368,90,9,3,,11,9,12,13,14,11,12,17,,12,,4,9,,2,3,,,35,,10,,10,11,,,8,1,19
2438,にすこね (NISUKONE) #2438,1232,335.45180403952844,14,8,3,,11,9,11,13,12,11,12,16,18,52,17,4,9,20,2,3,,,,,10,,11,10,,,8,2,37
2263,りまこひ (RIMAKOHI) #2263,1233,335.4407547689235,9,9,3,44,13,10,12,11,11,12,12,16,,22,17,3,18,21,2,2,,12,,,,10,10,11,,,8,1,22
2434,はたち (HATACHI) #2434,1234,335.09923275418197,9,17,3,26,11,10,12,11,10,13,12,,,22,17,4,9,21,2,2,17,,16,,,10,10,12,,,8,2,37
2448,ひけまら (HIKEMARA) #2448,1235,335.08204833830706,9,8,3,,13,9,11,10,11,11,11,,,52,17,3,9,26,2,2,25,12,,,11,20,10,11,,,8,2,17
1650,あてつこ (ATETSUKO) #1650,1236,334.86653905231356,9,8,3,,11,10,12,12,12,11,11,16,39,12,19,3,8,21,2,2,,11,17,,,20,10,12,,,8,2,19
60,えへよそ (EHEYOSO) #60,1237,334.75568845689025,32,18,3,,13,10,11,11,10,11,11,,,13,65,3,9,,2,2,,11,,,11,10,10,11,,,8,1,34
1562,えせの (ESENO) #1562,1238,334.7055793501292,44,9,3,,,,,,,,,20,28,11,30,4,9,18,1,2,25,12,35,,10,10,10,13,,,8,1,18
1721,わぬむ (WANUMU) #1721,1239,334.670746401859,6,8,3,23,,,,,,,,17,,41,,3,15,87,1,3,22,,,,11,20,11,13,,,8,1,31
615,けくやみ (KEKUYAMI) #615,1240,334.54344267585753,44,8,3,22,,,,,,,,17,9,12,,3,15,18,1,2,21,12,35,,10,10,21,13,,,9,1,34
73,とねくた (TONEKUTA) #73,1241,334.39470218064423,10,9,3,,,,,,,,,48,39,12,26,4,9,23,1,3,21,,35,,10,20,10,13,,,8,1,19
284,ねほゆ (NEHOYU) #284,1242,334.36569230441336,9,9,3,26,13,9,12,13,12,11,12,35,,21,,3,15,26,2,3,21,11,,,,10,10,10,,,9,2,16
2879,はけちち (HAKECHICHI) #2879,1243,334.31402991425364,9,17,3,,11,9,12,10,14,11,11,,43,12,19,3,9,21,2,2,,12,19,,10,10,10,13,,,9,2,16
1878,るも (RUMO) #1878,1244,334.11508790254504,6,18,3,22,,,,,,,,17,,11,26,3,18,85,1,2,,12,16,,,10,21,11,,,8,2,33
1723,ちみけ (CHIMIKE) #1723,1245,334.0711556117258,90,8,3,,11,9,12,10,11,12,12,,,36,,3,9,18,2,3,,,17,,,10,10,10,,,8,2,17
712,さほそ (SAHOSO) #712,1246,334.0490833259154,9,8,3,36,11,9,11,11,14,11,12,17,18,21,17,3,9,20,2,3,,10,18,,,,10,12,,,8,2,17
1670,むすか (MUSUKA) #1670,1247,333.99474572980563,6,8,3,39,,,,,,,,35,9,41,19,4,10,18,1,3,77,,,,,,10,12,,,9,1,19
643,ふふ (FUFU) #643,1248,333.90875154771123,9,9,3,,,,,,,,,,39,11,,3,8,21,1,2,42,,94,,11,,11,13,,,8,1,37
1438,みむりふ (MIMURIFU) #1438,1249,333.7181387245616,9,9,3,,11,9,12,13,10,12,12,17,,11,19,3,9,21,2,2,17,11,32,,,,36,12,,,8,1,19
2633,ねねきき (NENEKIKI) #2633,1250,333.6937321762845,9,9,3,36,13,10,12,12,14,11,12,17,18,11,17,4,9,,2,2,,11,,,38,,10,13,,,8,1,19
2628,ふきくゆ (FUKIKUYU) #2628,1251,333.6144977285609,6,9,3,,,,,,,,,17,9,47,,4,9,31,1,2,77,10,,,10,39,10,11,,,8,2,19
280,ひむ (HIMU) #280,1252,333.60106976808487,6,9,3,,,,,,,,,17,28,21,,3,9,21,1,3,21,,97,,10,10,21,14,,,8,2,19
722,せふ (SEFU) #722,1253,333.4856178835972,14,9,3,23,11,9,11,13,10,11,11,16,,12,65,3,8,,2,2,21,11,,,,,12,13,,,8,2,19
217,ひやら (HIYARA) #217,1254,333.42709208276705,9,8,3,23,11,9,11,11,10,12,12,21,28,12,,4,10,20,2,2,21,,19,,,10,10,12,,,9,1,19
534,ぬそ (NUSO) #534,1255,333.4123783472132,14,9,3,23,13,9,12,12,14,11,12,37,,11,31,3,10,28,2,2,,,16,,,,12,10,,,8,1,19
2691,むこ (MUKO) #2691,1256,333.19578444163216,9,18,11,,11,9,12,12,14,11,12,,9,11,30,4,10,23,2,2,18,,,,11,10,21,22,,,8,2,19
2908,ほねに (HONENI) #2908,1257,333.1625223486397,10,8,3,23,,,,,,,,16,,13,67,3,15,,1,2,22,12,19,,10,46,10,13,,,8,1,19
2162,いほこや (IHOKOYA) #2162,1258,333.0743535325788,9,8,3,39,11,9,11,12,12,12,11,17,10,12,,4,9,,2,2,,18,38,,10,,21,12,,,8,2,19
2193,なみぬ (NAMINU) #2193,1259,332.7694909533501,9,8,3,26,11,10,11,11,12,11,12,,,11,,3,15,26,2,2,21,38,19,,,10,10,12,,,8,1,17
888,にしれけ (NISHIREKE) #888,1260,332.73095904782315,6,8,3,,,,,,,,,21,10,47,31,4,9,,1,2,18,,16,,10,10,12,11,,,85,1,17
2212,めつほ (METSUHO) #2212,1261,332.6997972870824,9,18,3,22,11,9,12,13,12,12,11,16,,12,17,4,8,28,2,2,,,16,,10,10,21,13,,,8,1,18
1051,ぬふそな (NUFUSONA) #1051,1262,332.6727375196841,6,8,3,,,,,,,,,16,,24,26,3,9,32,1,3,87,,,,10,20,36,11,,,8,1,17
335,たるめち (TARUMECHI) #335,1263,332.65708990716655,44,8,3,22,,,,,,,,21,18,22,27,3,10,18,1,3,17,10,18,,10,,12,14,,,8,2,31
540,やつ (YATSU) #540,1264,332.6391509065226,32,9,3,,11,9,12,12,12,11,12,17,,11,65,3,17,,2,3,,12,,,19,,10,12,,,9,2,17
3075,みせふ (MISEFU) #3075,1265,332.5968981341874,10,8,3,,,,,,,,,16,9,12,85,3,18,23,1,2,18,,38,,19,10,10,10,,,9,2,17
581,せさそ (SESASO) #581,1266,332.5961946200811,9,8,3,,13,9,11,13,11,11,12,16,10,24,32,4,9,18,2,2,21,11,,,,10,10,13,,,16,1,19
601,ふらつみ (FURATSUMI) #601,1267,332.5654867796307,6,8,3,82,,,,,,,,17,,12,20,3,17,21,1,3,21,,36,,18,,11,14,,,8,2,18
2219,ひほの (HIHONO) #2219,1268,332.4217577257768,9,9,3,,13,9,11,10,14,13,11,16,,21,17,4,9,21,2,2,25,11,19,,,10,11,22,,,8,2,17
2197,むれるそ (MURERUSO) #2197,1269,332.35158205892066,14,8,3,,13,9,11,11,10,11,12,48,,12,17,3,9,20,2,2,32,,20,,,,10,14,,,9,1,17
2076,ほさこ (HOSAKO) #2076,1270,332.19376187534976,9,9,3,22,11,9,12,12,10,11,12,32,,12,19,4,15,20,2,2,,12,17,,,10,10,13,,,8,2,22
1946,ふつ (FUTSU) #1946,1271,332.0848334746773,6,18,3,,,,,,,,,32,,10,19,3,9,,1,2,25,38,,,19,10,10,10,,,8,2,97
1702,ひへ (HIHE) #1702,1272,332.05025145954,6,8,3,,,,,,,,,16,,21,16,3,8,85,1,2,25,38,20,,18,,12,12,,,8,1,19
884,せへみ (SEHEMI) #884,1273,332.0317805668212,14,9,3,,11,9,12,10,10,12,11,20,19,11,65,3,9,,2,3,18,,16,,,,12,12,,,9,2,18
2045,あかよ (AKAYO) #2045,1274,332.0212485813316,9,18,3,,11,10,12,11,10,11,12,,39,12,32,3,8,25,2,2,18,,,,10,10,10,12,,,8,1,18
109,れたや (RETAYA) #109,1275,331.940550901084,9,18,3,25,11,9,12,10,10,12,12,,,12,19,4,9,20,2,2,25,11,16,,19,,10,12,,,9,1,17
2998,むのも (MUNOMO) #2998,1276,331.7398147723825,9,8,3,,11,10,12,11,12,12,12,16,10,41,20,4,9,18,2,3,17,11,,,,10,10,22,,,8,2,18
896,よぬへ (YONUHE) #896,1277,331.7021155668838,6,9,3,,,,,,,,,,,12,,4,10,26,1,2,57,12,16,,101,10,12,13,,,9,2,18
973,ぬゆそゆ (NUYUSOYU) #973,1278,331.6080760347554,15,9,3,,13,9,11,12,11,11,12,16,9,11,16,3,8,21,2,2,22,11,16,,10,,10,12,,,9,2,31
2589,りてすか (RITESUKA) #2589,1279,331.5931168330478,9,9,3,,11,9,11,12,14,11,11,,43,10,19,3,9,,2,3,25,11,17,,11,,12,22,,,9,1,19
85,ぬとふ (NUTOFU) #85,1280,331.55038481498883,9,9,3,,13,9,11,10,12,11,11,16,18,11,17,4,9,32,2,2,25,11,,,,10,21,12,,,8,1,18
69,くぬむに (KUNUMUNI) #69,1281,331.4588211537067,9,8,3,,13,9,11,11,14,11,12,37,9,11,,3,18,,2,2,32,10,16,,10,10,12,12,,,9,2,23
1808,にらる (NIRARU) #1808,1282,331.4522702374658,10,9,3,23,,,,,,,,37,,11,20,3,10,21,1,2,25,10,19,,,10,36,22,,,16,2,31
289,ししせ (SHISHISE) #289,1283,331.284341025616,9,8,3,,,,,,,,,32,,21,67,3,9,,1,2,,,17,,10,10,11,13,,,85,2,17
3138,へねな (HENENA) #3138,1284,331.15067801529597,6,8,3,,,,,,,,,30,9,24,62,3,9,,1,2,42,12,43,,,,10,22,,,9,1,22
2266,ひわ (HIWA) #2266,1285,331.11155674350783,9,8,3,,13,9,12,10,12,11,12,30,,13,19,3,17,18,2,2,18,11,18,,,17,10,12,,,9,2,17
168,にれかも (NIREKAMO) #168,1286,331.084775220948,14,9,3,,11,9,11,12,11,12,12,16,9,12,35,3,17,20,2,3,,18,,,,,39,13,,,8,1,19
1739,いつらわ (ITSURAWA) #1739,1287,331.0746820425945,9,8,3,,11,10,12,10,14,12,12,21,10,11,,4,9,18,2,2,21,,35,,10,,36,12,,,8,1,17
2679,ほゆむ (HOYUMU) #2679,1288,330.8885068199604,10,8,3,26,,,,,,,,16,,52,19,3,9,20,1,2,25,,32,,18,10,21,13,,,8,1,21
978,ほれき (HOREKI) #978,1289,330.79009418943485,9,9,3,36,11,9,12,12,10,13,12,,9,12,20,3,9,33,2,2,22,,,,10,10,10,13,,,9,2,16
2576,たほせ (TAHOSE) #2576,1290,330.66075112164776,9,9,3,,13,10,12,12,10,11,12,,9,11,19,3,8,39,2,2,42,,20,,10,,10,13,,,8,2,19
2992,きとむち (KITOMUCHI) #2992,1291,330.6082615516397,6,8,3,82,,,,,,,,16,,41,,3,9,20,1,2,23,,32,,,10,21,12,,,8,1,22
247,よてか (YOTEKA) #247,1292,330.5608612245239,15,8,3,23,13,9,12,10,10,11,12,16,9,11,20,3,8,20,2,2,21,11,,,,17,10,12,,,9,1,19
2967,ふな (FUNA) #2967,1293,330.4855841313848,44,8,3,26,,,,,,,,17,9,11,26,3,9,,1,3,25,11,17,,10,17,39,12,,,8,1,18
1230,みにねて (MININETE) #1230,1294,330.30018554434616,32,8,3,,11,9,11,10,14,11,11,30,9,12,,3,10,33,2,2,18,,,,,,39,13,,,8,1,18
1324,えす (ESU) #1324,1295,330.2897505404492,9,9,3,,11,9,12,10,12,11,12,16,,11,17,3,17,20,2,2,25,11,18,,,,21,11,,,8,2,34
859,ろはの (ROHANO) #859,1296,330.0475584627513,14,8,3,26,13,9,11,12,12,11,11,21,,21,19,3,9,18,2,3,,,,,,10,12,22,,,8,2,37
2827,わてぬ (WATENU) #2827,1297,329.99825294604386,9,8,3,,11,9,11,13,11,13,11,16,,36,17,3,18,31,2,2,18,,,,10,17,10,12,,,8,1,16
680,のくこ (NOKUKO) #680,1298,329.8899615316996,9,8,3,25,,,,,,,,,9,11,,3,17,,1,3,146,11,,,,10,10,12,,,8,1,31
1792,みしのの (MISHINONO) #1792,1299,329.8395651734034,6,8,3,39,,,,,,,,,,11,40,3,9,32,1,2,67,,,,38,10,10,12,,,8,1,18
227,ほきまた (HOKIMATA) #227,1300,329.6594712005684,14,8,3,44,11,10,12,11,14,12,12,21,,10,,3,9,20,2,2,,18,35,,,,10,10,,,8,2,17
119,りゆ (RIYU) #119,1301,329.64252488353327,9,8,11,,11,9,12,10,10,13,12,32,,11,19,3,9,,2,3,17,18,35,,10,,12,11,,,8,2,19
724,よわれは (YOWAREHA) #724,1302,329.612680994749,9,8,11,,11,9,11,10,12,13,12,16,,10,27,3,9,26,2,3,18,11,17,,10,,21,10,,,8,2,17
1414,まへりて (MAHERITE) #1414,1303,329.6061584496778,6,8,3,36,,,,,,,,87,,12,,4,17,31,1,2,23,,18,,10,10,12,11,,,8,1,19
1237,にてな (NITENA) #1237,1304,329.6006023621354,10,9,3,23,,,,,,,,32,9,39,17,3,17,25,1,2,23,18,,,11,,10,22,,,8,2,33
1445,わもたぬ (WAMOTANU) #1445,1305,329.47571276970217,9,9,3,44,13,9,11,11,11,11,12,,10,41,,3,9,,2,2,,12,19,,10,10,10,13,,,8,1,22
2126,したはる (SHITAHARU) #2126,1306,329.438084215569,6,8,3,,,,,,,,,21,,13,35,3,8,28,1,2,23,11,97,,,10,12,12,,,8,1,16
2377,いのこ (INOKO) #2377,1307,329.4297979916006,14,8,3,23,11,9,11,12,14,11,11,,,21,32,3,10,18,2,3,25,,,,10,,10,13,,,8,2,33
2808,るさ (RUSA) #2808,1308,329.4194450147249,9,18,3,,11,9,11,12,10,11,12,17,19,11,20,4,9,20,2,2,,11,32,,,10,10,11,,,8,1,23
2213,ほけ (HOKE) #2213,1309,329.38087305747786,14,8,3,,11,9,12,10,12,11,12,,,12,30,3,17,26,2,2,21,,,,10,20,10,13,,,8,2,37
1885,にやのね (NIYANONE) #1885,1310,329.2614368971467,21,8,3,,,,,,,,,16,9,41,62,3,17,,1,3,,,,,10,,10,13,,,85,1,17
1348,かまに (KAMANI) #1348,1311,329.19055001664105,9,9,3,26,13,9,12,12,11,11,11,,9,12,30,3,9,25,2,2,,11,18,,10,,21,11,,,9,2,16
869,つや (TSUYA) #869,1312,329.15793772758053,9,17,3,,13,9,11,13,12,11,12,16,9,12,26,3,9,28,2,2,22,,,,10,,10,14,,,8,2,33
2709,れせら (RESERA) #2709,1313,328.9459288294726,9,9,3,,11,10,11,12,12,11,11,16,,36,17,3,9,28,2,2,21,12,,,10,10,11,10,,,8,2,19
1990,すもま (SUMOMA) #1990,1314,328.8261602553149,9,8,3,,11,10,11,11,12,11,12,20,,11,17,3,10,28,2,2,,10,39,,,10,10,14,,,8,2,31
2330,ぬちゆと (NUCHIYUTO) #2330,1315,328.8171463708043,6,8,3,44,,,,,,,,37,10,11,,3,17,31,1,2,,11,38,,19,,36,12,,,8,2,18
3022,ねゆ (NEYU) #3022,1316,328.6664327581999,9,8,3,,13,9,12,12,12,11,11,21,9,12,,3,9,21,2,2,22,10,43,,11,,10,11,,,9,2,19
2023,つみに (TSUMINI) #2023,1317,328.660399348388,44,18,3,,,,,,,,,16,9,11,27,3,17,20,1,2,21,10,43,,10,10,10,12,,,8,1,19
2595,うとま (UTOMA) #2595,1318,328.56191113243165,10,9,3,25,,,,,,,,17,,12,65,3,9,,1,2,23,12,39,,10,10,12,12,,,9,1,33
961,るとつへ (RUTOTSUHE) #961,1319,328.54344421369495,15,8,3,22,11,9,12,12,14,11,11,16,,11,17,3,9,22,2,2,21,11,,,10,10,10,12,,,8,2,18
1322,さたれね (SATARENE) #1322,1320,328.5104912349479,14,8,3,,11,10,12,11,14,13,12,35,,11,26,3,9,32,2,3,18,,,,,10,10,12,,,16,2,19
15,ろらせ (RORASE) #15,1321,328.4164008150741,10,9,3,25,,,,,,,,16,9,36,53,3,9,31,1,2,25,,,,19,10,12,11,,,8,1,22
