ID,Name,Rank,Rarity_Score,Antenna,Attributes,Eyewear,Gang,Gear,Hair,Headgear,Helmet,Mask,Tattoo
3483,NEONZ #3483,4171,63.6910515218,,3,,,Heavy Fetish,Grease Punk,,,Atom Sniffer,
50,NEONZ #50,4172,63.6767530261,,4,Brain Feeders,,Wasteland Armour,,Shocker Cap,,,Sentient
5840,NEONZ #5840,4173,63.6577490009,Bunnies,5,Cyclops,,Wasteland Armour,,Death Spikes,,Big Breather,
9322,NEONZ #9322,4174,63.648839572,,4,Mindtronics,,Battle Vest,,Death Spikes,,,Spaceface
83,NEONZ #83,4175,63.6368612258,Bunnies,5,Beamers,,Poly Cape,,Transmitters,,Grillz,
3765,NEONZ #3765,4176,63.6344196492,,4,Tycho Chic,,Brute Collar,,Sensor,,,Stacker
8323,NEONZ #8323,4177,63.6289789377,,3,Broadcasters,,X Armour,,Shocker Cap,,,
6362,NEONZ #6362,4178,63.6192305106,,4,Mindtronics,,Brute Collar,,Mind Reader,,,Tesseract
2265,NEONZ #2265,4179,63.6173980838,Bunnies,5,Tycho Chic,,Well Behaved Choker,,Mind Reader,,Atom Sniffer,
7212,NEONZ #7212,4180,63.6091039145,,4,Tycho Chic,,Brute Collar,,Death Spikes,,,Stacker
9160,NEONZ #9160,4181,63.5918674769,Ear Bladez,5,Tycho Chic,,Brute Collar,,Death Spikes,,Atom Sniffer,
4242,NEONZ #4242,4182,63.5880043038,,4,Greeble Eaters,,Poly Cape,,Death Spikes,,,Spaceface
7416,NEONZ #7416,4183,63.5850304329,,4,Dimension Splitters,,Battle Vest,,Raiden,,,Halo
9904,NEONZ #9904,4184,63.5711628464,,4,Tycho Chic,,Heavy Fetish,,Sensor,,,Sentient
7117,NEONZ #7117,4185,63.5543584293,Ear Bladez,4,Cyclops,,X Armour,,,,Big Breather,
238,NEONZ #238,4186,63.5520288076,,4,Crickets,,Wasteland Armour,,Shocker Cap,,,Halo
789,NEONZ #789,4187,63.5437979988,,4,Tycho Chic,,Poly Cape,,Synaptic Shield,,,BOLT
6536,NEONZ #6536,4188,63.5395535875,,4,Beamers,,Brute Collar,,Transmitters,,,Dat Tribe
2158,NEONZ #2158,4189,63.5384275906,,2,Cyclops,,,,,,,Void
9119,NEONZ #9119,4190,63.5347082534,Bunnies,5,Crickets,,Data Choker,,Transmitters,,Atom Sniffer,
5112,NEONZ #5112,4191,63.5332767448,Bunnies,5,Laser Blades,,Brute Collar,,Sensor,,Atom Sniffer,
5469,NEONZ #5469,4192,63.5305577404,,4,Beamers,,Data Choker,,Sensor,,,Dat Tribe
1124,NEONZ #1124,4193,63.5224187374,Bunnies,5,Beamers,,Well Behaved Choker,,Raiden,,Atom Sniffer,
1042,NEONZ #1042,4194,63.5177213486,,4,Mindtronics,,Well Behaved Choker,,Mind Reader,,,Sentient
4269,NEONZ #4269,4195,63.5128934294,,4,Broadcasters,,Poly Cape,,Shocker Cap,,,Void
3752,NEONZ #3752,4196,63.5079610102,Bunnies,5,Laser Blades,,Brute Collar,,Death Spikes,,Atom Sniffer,
3115,NEONZ #3115,4197,63.5052420057,,4,Beamers,,Data Choker,,Death Spikes,,,Dat Tribe
5473,NEONZ #5473,4198,63.5024834842,,4,Broadcasters,,Data Choker,,Raiden,,,Halo
8160,NEONZ #8160,4199,63.4963429674,,4,Beamers,,Battle Vest,,Sensor,,,Spaceface
7547,NEONZ #7547,4200,63.4921903752,,2,,,Heavy Fetish,,,,,Void
8900,NEONZ #8900,4201,63.4886223369,Bunnies,5,Greeble Eaters,,Data Choker,,Raiden,,Atom Sniffer,
2146,NEONZ #2146,4202,63.4859246551,,4,Crickets,,Well Behaved Choker,,Raiden,,,Seed Phrase
8462,NEONZ #8462,4203,63.4837472565,,2,,,X Armour,,,,Atom Sniffer,
5249,NEONZ #5249,4204,63.477421483,,4,Broadcasters,,Well Behaved Choker,,Sensor,,,Halo
8792,NEONZ #8792,4205,63.4711448062,,4,Brain Feeders,,Poly Cape,,Sensor,,,Stacker
6646,NEONZ #6646,4206,63.4697059872,,3,Laser Blades,,,,Shocker Cap,,,BOLT
8597,NEONZ #8597,4207,63.46933283,Bunnies,5,Greeble Eaters,,Poly Cape,,Transmitters,,Big Breather,
9171,NEONZ #9171,4208,63.4653471234,Bunnies,5,Tycho Chic,,Data Choker,,Shocker Cap,,Big Breather,
133,NEONZ #133,4209,63.455055336,,4,Brain Feeders,,Poly Cape,,Shocker Cap,,,Spaceface
1666,NEONZ #1666,4210,63.4549193048,,4,Brain Feeders,,Brute Collar,,Raiden,,,Spaceface
6566,NEONZ #6566,4211,63.4541353739,,2,Broadcasters,,,,Raiden,,,
301,NEONZ #301,4212,63.4539431415,Bunnies,5,Tycho Chic,,Wasteland Armour,,Shocker Cap,,Atom Sniffer,
639,NEONZ #639,4213,63.4539083685,Ear Bladez,5,Brain Feeders,,Poly Cape,,Sensor,,Atom Sniffer,
3860,NEONZ #3860,4214,63.4521057483,,4,Broadcasters,,Well Behaved Choker,,Death Spikes,,,Halo
2346,NEONZ #2346,4215,63.4480444525,,4,Cyclops,,Brute Collar,,Synaptic Shield,,,Sentient
4595,NEONZ #4595,4216,63.445440425,,4,Greeble Eaters,,Wasteland Armour,,Death Spikes,,,BOLT
688,NEONZ #688,4217,63.4440223541,,4,Cyclops,,Poly Cape,,Transmitters,,,Tesseract
1695,NEONZ #1695,4218,63.4414181714,,4,Beamers,,Brute Collar,,Mind Reader,,,Tesseract
2650,NEONZ #2650,4219,63.4382446009,Bunnies,5,Greeble Eaters,,Well Behaved Choker,,Death Spikes,,Atom Sniffer,
6356,NEONZ #6356,4220,63.4346683343,,4,Mindtronics,,Brute Collar,,Sensor,,,Dat Tribe
5375,NEONZ #5375,4221,63.4313557787,,4,Mindtronics,,Poly Cape,,Transmitters,,,Stacker
85,NEONZ #85,4222,63.4285926339,Ear Bladez,5,Brain Feeders,,Poly Cape,,Death Spikes,,Atom Sniffer,
4946,NEONZ #4946,4223,63.4228424241,,4,Broadcasters,,Heavy Fetish,,Death Spikes,,,Seed Phrase
7796,NEONZ #7796,4224,63.4196020903,Bunnies,5,Brain Feeders,,Brute Collar,,Transmitters,,Grillz,
7324,NEONZ #7324,4225,63.4173256151,,3,,,Poly Cape,Pris,,,Atom Sniffer,
4547,NEONZ #4547,4226,63.4161954887,,3,Hunters,,Poly Cape,,,,,Prism
2087,NEONZ #2087,4227,63.4112857421,,3,Laser Blades,,,,Transmitters,,,Spaceface
844,NEONZ #844,4228,63.4106062431,Bunnies,5,Brain Feeders,,Data Choker,,Sensor,,Grillz,
4642,NEONZ #4642,4229,63.4093525996,,4,Mindtronics,,Brute Collar,,Death Spikes,,,Dat Tribe
5731,NEONZ #5731,4230,63.4003698053,,4,Dimension Splitters,,Heavy Fetish,,Raiden,,,Plotter
827,NEONZ #827,4231,63.4002060216,Bunnies,5,Tycho Chic,,Wasteland Armour,,Death Spikes,,Big Breather,
2834,NEONZ #2834,4232,63.3951652382,,3,Greeble Eaters,,,,Transmitters,,,Dat Tribe
8084,NEONZ #8084,4233,63.3852905085,Bunnies,5,Brain Feeders,,Data Choker,,Death Spikes,,Grillz,
9543,NEONZ #9543,4234,63.3708172157,Bunnies,5,Mindtronics,,Data Choker,,Transmitters,,Grillz,
3975,NEONZ #3975,4235,63.366118829,Bunnies,4,,,Data Choker,Grease Punk,,,Big Breather,
8945,NEONZ #8945,4236,63.3557566943,,4,Mindtronics,,Well Behaved Choker,,Death Spikes,,,Spaceface
3829,NEONZ #3829,4237,63.354714847,Bunnies,4,,,Wasteland Armour,Grease Punk,,,Atom Sniffer,
6715,NEONZ #6715,4238,63.3541636333,Bunnies,5,Beamers,,Poly Cape,,Sensor,,Grillz,
9569,NEONZ #9569,4239,63.352355759,Bunnies,5,Beamers,,Battle Vest,,Transmitters,,Big Breather,
1875,NEONZ #1875,4240,63.3491383867,,3,Mindtronics,,,,Raiden,,,Dat Tribe
4401,NEONZ #4401,4241,63.3399090093,,4,Beamers,,Well Behaved Choker,,Mind Reader,,,Sentient
9688,NEONZ #9688,4242,63.3322044897,,4,Laser Blades,,Battle Vest,,Raiden,,,Matrix
2791,NEONZ #2791,4243,63.3315689507,,3,Hunters,,Data Choker,,,,,Matrix
6555,NEONZ #6555,4244,63.3288478986,Bunnies,5,Beamers,,Poly Cape,,Death Spikes,,Grillz,
5927,NEONZ #5927,4245,63.3233014375,,4,Tycho Chic,,Data Choker,,Mind Reader,,,Spaceface
7716,NEONZ #7716,4246,63.3120155528,Ear Bladez,4,Greeble Eaters,,X Armour,,Transmitters,,,
7029,NEONZ #7029,4247,63.3061126088,,4,Greeble Eaters,,Data Choker,,Mind Reader,,,Sentient
4088,NEONZ #4088,4248,63.3052956331,Bunnies,5,Brain Feeders,,Well Behaved Choker,,Shocker Cap,,Atom Sniffer,
771,NEONZ #771,4249,63.2975895507,,4,Laser Blades,,Data Choker,,Synaptic Shield,,,Void
9058,NEONZ #9058,4250,63.297029822,,3,Greeble Eaters,,,,Mind Reader,,,Tesseract
1250,NEONZ #1250,4251,63.2919475552,,4,Dimension Splitters,,Well Behaved Choker,,Raiden,,,Halo
1209,NEONZ #1209,4252,63.2905322672,Bunnies,5,Brain Feeders,,Wasteland Armour,,Raiden,,Atom Sniffer,
4745,NEONZ #4745,4253,63.2808846113,,2,Tycho Chic,,,,,,,Void
1412,NEONZ #1412,4254,63.2789997269,,3,Crickets,,,,Shocker Cap,,,Sentient
3845,NEONZ #3845,4255,63.2773153873,,3,,,Well Behaved Choker,,Raiden,,,Dat Tribe
234,NEONZ #234,4256,63.2758918909,Bunnies,5,Mindtronics,,Battle Vest,,Shocker Cap,,Atom Sniffer,
3900,NEONZ #3900,4257,63.2610065081,Bunnies,5,Crickets,,Brute Collar,,Transmitters,,Atom Sniffer,
7175,NEONZ #7175,4258,63.2544519314,,2,Cyclops,,,,,,,Halo
9480,NEONZ #9480,4259,63.2520106609,Bunnies,5,Crickets,,Data Choker,,Sensor,,Atom Sniffer,
6768,NEONZ #6768,4260,63.2370852205,Bunnies,5,Mindtronics,,Well Behaved Choker,,Transmitters,,Big Breather,
5354,NEONZ #5354,4261,63.2315402604,,4,Beamers,,Brute Collar,,Death Spikes,,,Dat Tribe
6002,NEONZ #6002,4262,63.2287817389,,4,Broadcasters,,Brute Collar,,Raiden,,,Halo
4094,NEONZ #4094,4263,63.228322091,,4,Beamers,,Data Choker,,Raiden,,,Spaceface
4608,NEONZ #4608,4264,63.2266949263,Bunnies,5,Crickets,,Data Choker,,Death Spikes,,Atom Sniffer,
7760,NEONZ #7760,4265,63.222154771,Bunnies,5,Mindtronics,,Battle Vest,,Death Spikes,,Big Breather,
4175,NEONZ #4175,4266,63.208214716,,2,,,Heavy Fetish,,,,,Halo
5391,NEONZ #5391,4267,63.2069012775,,4,Tycho Chic,,Heavy Fetish,,Sensor,,,BOLT
1627,NEONZ #1627,4268,63.2055175673,Bunnies,3,,,Wasteland Armour,Pris,,,,
2232,NEONZ #2232,4269,63.2032600897,,4,Beamers,,Well Behaved Choker,,Sensor,,,Spaceface
6871,NEONZ #6871,4270,63.1930048765,Bunnies,5,Beamers,,Data Choker,,Transmitters,,Grillz,
8866,NEONZ #8866,4271,63.1916453781,Bunnies,5,Tycho Chic,,Brute Collar,,Shocker Cap,,Big Breather,
7040,NEONZ #7040,4272,63.1866352376,Bunnies,5,Greeble Eaters,,Poly Cape,,Sensor,,Big Breather,
4487,NEONZ #4487,4273,63.1864793747,,4,Tycho Chic,,Poly Cape,,Transmitters,,,Tesseract
6523,NEONZ #6523,4274,63.1784595364,,4,Greeble Eaters,,Brute Collar,,Transmitters,,,Spaceface
9222,NEONZ #9222,4275,63.176454067,,4,Beamers,,Wasteland Armour,,Shocker Cap,,,Sentient
4415,NEONZ #4415,4276,63.1690240729,,3,Brain Feeders,,Heavy Fetish,,,,,Stacker
9093,NEONZ #9093,4277,63.1369044978,Bunnies,5,Brain Feeders,,Brute Collar,,Sensor,,Grillz,
7326,NEONZ #7326,4278,63.1360090269,,4,Cyclops,,Poly Cape,,Death Spikes,,,Tesseract
4422,NEONZ #4422,4279,63.1325687161,,4,Mindtronics,,Poly Cape,,Shocker Cap,,,Spaceface
5851,NEONZ #5851,4280,63.132278942,,4,Crickets,,Heavy Fetish,,Transmitters,,,Void
4905,NEONZ #4905,4281,63.1314217486,Ear Bladez,5,Mindtronics,,Poly Cape,,Sensor,,Atom Sniffer,
8807,NEONZ #8807,4282,63.1238358233,,4,Crickets,,X Armour,,Transmitters,,Atom Sniffer,
4220,NEONZ #4220,4283,63.1233424516,,4,Mindtronics,,Poly Cape,,Death Spikes,,,Stacker
2542,NEONZ #2542,4284,63.1140345467,,3,Cyclops,,Battle Vest,,,,,Stacker
1260,NEONZ #1260,4285,63.1124676457,,3,Greeble Eaters,,,,Sensor,,,Dat Tribe
7584,NEONZ #7584,4286,63.1080225392,,4,Brain Feeders,,Wasteland Armour,,Mind Reader,,,Sentient
564,NEONZ #564,4287,63.1063950451,,4,Crickets,,Wasteland Armour,,Synaptic Shield,,,Matrix
6512,NEONZ #6512,4288,63.106106014,Ear Bladez,5,Mindtronics,,Poly Cape,,Death Spikes,,Atom Sniffer,
4789,NEONZ #4789,4289,63.1032724149,,3,Laser Blades,,,,Death Spikes,,,Spaceface
288,NEONZ #288,4290,63.0980795517,Bunnies,5,Beamers,,Battle Vest,,Shocker Cap,,Atom Sniffer,
4207,NEONZ #4207,4291,63.0971154704,Bunnies,5,Mindtronics,,Brute Collar,,Transmitters,,Grillz,
4353,NEONZ #4353,4292,63.0971042584,,3,Dimension Splitters,,X Armour,,,,Grillz,
8295,NEONZ #8295,4293,63.0924170836,Bunnies,4,,,Brute Collar,Grease Punk,,,Big Breather,
9552,NEONZ #9552,4294,63.0735805924,,4,Broadcasters,,Wasteland Armour,,Shocker Cap,,,Prism
8225,NEONZ #8225,4295,63.0696581665,Bunnies,5,Beamers,,Battle Vest,,Sensor,,Big Breather,
3286,NEONZ #3286,4296,63.0690370801,,4,Broadcasters,,Data Choker,,Shocker Cap,,,Void
1350,NEONZ #1350,4297,63.0628038886,Bunnies,5,Mindtronics,,Data Choker,,Death Spikes,,Grillz,
320,NEONZ #320,4298,63.0619597248,Bunnies,5,Cyclops,,Poly Cape,,Synaptic Shield,,Atom Sniffer,
1426,NEONZ #1426,4299,63.0592728812,Bunnies,5,Beamers,,Well Behaved Choker,,Transmitters,,Big Breather,
1888,NEONZ #1888,4300,63.0495996921,,4,Tycho Chic,,Brute Collar,,Mind Reader,,,Spaceface
9972,NEONZ #9972,4301,63.0443424318,Bunnies,5,Beamers,,Battle Vest,,Death Spikes,,Big Breather,
7835,NEONZ #7835,4302,63.036284304,,4,Brain Feeders,,Brute Collar,,Transmitters,,,Stacker
1099,NEONZ #1099,4303,63.0324108635,,4,Greeble Eaters,,Brute Collar,,Mind Reader,,,Sentient
2062,NEONZ #2062,4304,63.0296480239,Bunnies,5,Brain Feeders,,Battle Vest,,Mind Reader,,Atom Sniffer,
6164,NEONZ #6164,4305,63.0292117129,,4,Broadcasters,,Wasteland Armour,,Sensor,,,Void
7158,NEONZ #7158,4306,63.0283705351,Bunnies,5,Brain Feeders,,Poly Cape,,Shocker Cap,,Big Breather,
9583,NEONZ #9583,4307,63.0272884569,,4,Brain Feeders,,Data Choker,,Sensor,,,Stacker
2221,NEONZ #2221,4308,63.0254764807,Bunnies,5,Greeble Eaters,,Data Choker,,Transmitters,,Big Breather,
1827,NEONZ #1827,4309,63.0190478664,Ear Bladez,5,Brain Feeders,,Brute Collar,,Transmitters,,Atom Sniffer,
9169,NEONZ #9169,4310,63.0136138915,,4,Laser Blades,,Data Choker,,Synaptic Shield,,,Halo
8139,NEONZ #8139,4311,63.0111989867,,4,Brain Feeders,,Data Choker,,Shocker Cap,,,Spaceface
5558,NEONZ #5558,4312,63.007760596,Bunnies,5,Cyclops,,Heavy Fetish,,Transmitters,,Atom Sniffer,
9351,NEONZ #9351,4313,63.0032228239,Bunnies,4,Greeble Eaters,,X Armour,,,,Grillz,
1371,NEONZ #1371,4314,63.0019727222,,4,Brain Feeders,,Data Choker,,Death Spikes,,,Stacker
3392,NEONZ #3392,4315,63.0001660048,,4,Cyclops,,Data Choker,,Transmitters,,,Tesseract
1524,NEONZ #1524,4316,62.9989945125,,4,Hunters,,Poly Cape,,Raiden,,Atom Sniffer,
3834,NEONZ #3834,4317,62.996908952,,2,Tycho Chic,,,,,,,Halo
5474,NEONZ #5474,4318,62.9915015103,,3,Hunters,,Well Behaved Choker,,Synaptic Shield,,,
5570,NEONZ #5570,4319,62.9912230663,,2,,,,,Raiden,,,Void
6347,NEONZ #6347,4320,62.9900048372,,4,Mindtronics,,Wasteland Armour,,Shocker Cap,,,BOLT
5057,NEONZ #5057,4321,62.9847362846,Ear Bladez,5,Brain Feeders,,Data Choker,,Death Spikes,,Atom Sniffer,
5603,NEONZ #5603,4322,62.9832983207,,4,Crickets,,Wasteland Armour,,Mind Reader,,,Halo
4479,NEONZ #4479,4323,62.9828090132,Bunnies,5,Mindtronics,,Well Behaved Choker,,Shocker Cap,,Atom Sniffer,
7647,NEONZ #7647,4324,62.9794496293,Bunnies,5,Mindtronics,,Data Choker,,Raiden,,Big Breather,
8455,NEONZ #8455,4325,62.9792268723,,3,Brain Feeders,,Battle Vest,,,,,Dat Tribe
7782,NEONZ #7782,4326,62.9783089156,Bunnies,5,Crickets,,Brute Collar,,Sensor,,Atom Sniffer,
825,NEONZ #825,4327,62.9756474404,,4,Beamers,,Well Behaved Choker,,Mind Reader,,,BOLT
1639,NEONZ #1639,4328,62.9744180784,,4,Brain Feeders,,X Armour,,Death Spikes,,Grillz,
8435,NEONZ #8435,4329,62.9734692658,,3,,,Data Choker,Pris,,,Atom Sniffer,
5815,NEONZ #5815,4330,62.9713736196,,4,Brain Feeders,,Wasteland Armour,,Sensor,,,Spaceface
8170,NEONZ #8170,4331,62.970845847,,4,Beamers,,Poly Cape,,Sensor,,,Stacker
6615,NEONZ #6615,4332,62.9619150669,,2,Greeble Eaters,,,,,,,Matrix
1967,NEONZ #1967,4333,62.9599447856,,4,Mindtronics,,X Armour,,Transmitters,,Grillz,
3370,NEONZ #3370,4334,62.9542029432,,3,Brain Feeders,,,,Shocker Cap,,,Dat Tribe
4505,NEONZ #4505,4335,62.9541713962,,4,Greeble Eaters,,Well Behaved Choker,,Synaptic Shield,,,Void
9340,NEONZ #9340,4336,62.9460578849,,4,Brain Feeders,,Wasteland Armour,,Death Spikes,,,Spaceface
8143,NEONZ #8143,4337,62.9455301124,,4,Beamers,,Poly Cape,,Death Spikes,,,Stacker
96,NEONZ #96,4338,62.9418510399,,4,Greeble Eaters,,Data Choker,,Mind Reader,,,BOLT
7912,NEONZ #7912,4339,62.9290718933,Bunnies,5,Mindtronics,,Well Behaved Choker,,Death Spikes,,Big Breather,
9518,NEONZ #9518,4340,62.9282936747,Ear Bladez,5,Beamers,,Poly Cape,,Death Spikes,,Atom Sniffer,
246,NEONZ #246,4341,62.9193031312,Bunnies,5,Beamers,,Brute Collar,,Transmitters,,Grillz,
5436,NEONZ #5436,4342,62.9180379751,,4,Cyclops,,Battle Vest,,Transmitters,,,Sentient
9067,NEONZ #9067,4343,62.910307284,Bunnies,5,Beamers,,Data Choker,,Sensor,,Grillz,
8893,NEONZ #8893,4344,62.9061881661,,4,Crickets,,Well Behaved Choker,,Shocker Cap,,,Plotter
4537,NEONZ #4537,4345,62.9037817822,,4,Tycho Chic,,Poly Cape,,Sensor,,,Tesseract
1472,NEONZ #1472,4346,62.9025024116,,4,Crickets,,Poly Cape,,Synaptic Shield,,,Halo
273,NEONZ #273,4347,62.895988407,,3,,,Wasteland Armour,,Synaptic Shield,,,Stacker
7892,NEONZ #7892,4348,62.8914248002,,4,Crickets,,Wasteland Armour,,Raiden,,,Plotter
6645,NEONZ #6645,4349,62.8804578706,Bunnies,5,Cyclops,,Brute Collar,,Mind Reader,,Big Breather,
3315,NEONZ #3315,4350,62.8704462092,,4,Greeble Eaters,,Brute Collar,,Death Spikes,,,Spaceface
1086,NEONZ #1086,4351,62.8592040283,,3,Cyclops,,Heavy Fetish,,,,,Tesseract
7447,NEONZ #7447,4352,62.8564915674,,3,Tycho Chic,,Battle Vest,,,,,Stacker
2718,NEONZ #2718,4353,62.8563179128,,3,Crickets,,,,Transmitters,,,Spaceface
6137,NEONZ #6137,4354,62.8509571569,,3,Dimension Splitters,,Brute Collar,,,,,Stacker
7609,NEONZ #7609,4355,62.8231590397,,4,Hunters,,Battle Vest,,Sensor,,Atom Sniffer,
1261,NEONZ #1261,4356,62.8144178779,Bunnies,5,Mindtronics,,Brute Collar,,Sensor,,Grillz,
8982,NEONZ #8982,4357,62.8096870902,,4,Beamers,,Data Choker,,Transmitters,,,Stacker
5496,NEONZ #5496,4358,62.804996674,Bunnies,5,Beamers,,Well Behaved Choker,,Shocker Cap,,Atom Sniffer,
2546,NEONZ #2546,4359,62.8022340805,Ear Bladez,3,,,Well Behaved Choker,,,,,Dat Tribe
8534,NEONZ #8534,4360,62.7891021432,Bunnies,5,Mindtronics,,Brute Collar,,Death Spikes,,Grillz,
2968,NEONZ #2968,4361,62.7877003542,,3,Dimension Splitters,,Heavy Fetish,,,,,Sentient
1056,NEONZ #1056,4362,62.7850614208,,4,Broadcasters,,Data Choker,,Shocker Cap,,,Halo
9839,NEONZ #9839,4363,62.7832840077,,4,Broadcasters,,Poly Cape,,Synaptic Shield,,,Matrix
2013,NEONZ #2013,4364,62.7772366605,,4,Crickets,,Battle Vest,,Raiden,,,Matrix
3530,NEONZ #3530,4365,62.7712002735,Bunnies,5,Greeble Eaters,,Data Choker,,Shocker Cap,,Atom Sniffer,
1463,NEONZ #1463,4366,62.7686914879,,3,Cyclops,,X Armour,,,,,Plotter
2140,NEONZ #2140,4367,62.7617372396,,2,Broadcasters,,Battle Vest,,,,,
1949,NEONZ #1949,4368,62.7512595541,Bunnies,5,Beamers,,Well Behaved Choker,,Death Spikes,,Big Breather,
8048,NEONZ #8048,4369,62.7452360537,,4,Broadcasters,,Wasteland Armour,,Sensor,,,Halo
276,NEONZ #276,4370,62.7437609702,,4,Brain Feeders,,Wasteland Armour,,Mind Reader,,,BOLT
894,NEONZ #894,4371,62.7426230254,,4,Tycho Chic,,Data Choker,,Transmitters,,,Tesseract
2112,NEONZ #2112,4372,62.7365651462,Bunnies,5,Brain Feeders,,Well Behaved Choker,,Mind Reader,,Atom Sniffer,
3485,NEONZ #3485,4373,62.7313749063,Bunnies,5,Greeble Eaters,,Wasteland Armour,,Sensor,,Atom Sniffer,
2713,NEONZ #2713,4374,62.728970566,,4,Laser Blades,,Wasteland Armour,,Shocker Cap,,,Plotter
8549,NEONZ #8549,4375,62.7255595185,,4,Dimension Splitters,,Poly Cape,,Sensor,,,BOLT
8316,NEONZ #8316,4376,62.7250630035,Bunnies,5,Cyclops,,Heavy Fetish,,Sensor,,Atom Sniffer,
6515,NEONZ #6515,4377,62.7174684123,,4,Cyclops,,Data Choker,,Sensor,,,Tesseract
374,NEONZ #374,4378,62.7137976841,,4,Mindtronics,,Brute Collar,,Transmitters,,,Stacker
9678,NEONZ #9678,4379,62.7110345393,Ear Bladez,5,Brain Feeders,,Brute Collar,,Death Spikes,,Atom Sniffer,
7306,NEONZ #7306,4380,62.7072474071,,2,,,,,Raiden,,,Halo
7003,NEONZ #7003,4381,62.707161404,Bunnies,5,Mindtronics,,Battle Vest,,Mind Reader,,Atom Sniffer,
2107,NEONZ #2107,4382,62.7060591716,Bunnies,5,Greeble Eaters,,Wasteland Armour,,Death Spikes,,Atom Sniffer,
768,NEONZ #768,4383,62.7058839152,Bunnies,5,Mindtronics,,Poly Cape,,Shocker Cap,,Big Breather,
4426,NEONZ #4426,4384,62.704801837,,4,Mindtronics,,Data Choker,,Sensor,,,Stacker
173,NEONZ #173,4385,62.7047400102,,4,Mindtronics,,Poly Cape,,Synaptic Shield,,,Sentient
3099,NEONZ #3099,4386,62.6997675205,,3,,,Brute Collar,Pris,,,Atom Sniffer,
6053,NEONZ #6053,4387,62.6997472689,Bunnies,5,Cyclops,,Heavy Fetish,,Death Spikes,,Atom Sniffer,
6710,NEONZ #6710,4388,62.6965612465,Ear Bladez,5,Mindtronics,,Brute Collar,,Transmitters,,Atom Sniffer,
2372,NEONZ #2372,4389,62.6903299088,,4,Brain Feeders,,Heavy Fetish,,Sensor,,,Sentient
8944,NEONZ #8944,4390,62.6861439946,,3,Brain Feeders,,Well Behaved Choker,,,,,Dat Tribe
2378,NEONZ #2378,4391,62.6858550217,,3,Mindtronics,,X Armour,,,,,Halo
5619,NEONZ #5619,4392,62.683648028,,2,,,,,Synaptic Shield,,,Plotter
2704,NEONZ #2704,4393,62.6798918007,,4,Laser Blades,,Well Behaved Choker,,Raiden,,,Prism
9949,NEONZ #9949,4394,62.6622496647,Ear Bladez,5,Mindtronics,,Data Choker,,Death Spikes,,Atom Sniffer,
9549,NEONZ #9549,4395,62.657941154,Bunnies,4,Crickets,,X Armour,,,,Big Breather,
1368,NEONZ #1368,4396,62.6567402524,,3,Mindtronics,,Battle Vest,,,,,Dat Tribe
2252,NEONZ #2252,4397,62.6466792094,,3,Crickets,,Well Behaved Choker,,,,,BOLT
2128,NEONZ #2128,4398,62.6463261358,Bunnies,5,Greeble Eaters,,Poly Cape,,Mind Reader,,Atom Sniffer,
793,NEONZ #793,4399,62.6366055387,Bunnies,5,Beamers,,Brute Collar,,Sensor,,Grillz,
7381,NEONZ #7381,4400,62.6353403826,,4,Cyclops,,Battle Vest,,Sensor,,,Sentient
2202,NEONZ #2202,4401,62.625089605,Ear Bladez,3,,,Poly Cape,Grease Punk,,,,
8168,NEONZ #8168,4402,62.6249550974,,4,Cyclops,,Well Behaved Choker,,Transmitters,,,Sentient
9096,NEONZ #9096,4403,62.6181033756,Bunnies,5,Cyclops,,Data Choker,,Synaptic Shield,,Atom Sniffer,
1032,NEONZ #1032,4404,62.6120254882,,3,Laser Blades,,Poly Cape,,,,,Spaceface
9953,NEONZ #9953,4405,62.611289804,Bunnies,5,Beamers,,Brute Collar,,Death Spikes,,Grillz,
4442,NEONZ #4442,4406,62.610024648,,4,Cyclops,,Battle Vest,,Death Spikes,,,Sentient
5978,NEONZ #5978,4407,62.60772358,,4,Beamers,,Wasteland Armour,,Mind Reader,,,Sentient
900,NEONZ #900,4408,62.6026852556,,2,Greeble Eaters,,,,,,,Prism
8181,NEONZ #8181,4409,62.6016610489,,3,Tycho Chic,,Heavy Fetish,,,,,Tesseract
1533,NEONZ #1533,4410,62.5988489605,Bunnies,2,,,,,,,,Sentient
706,NEONZ #706,4411,62.5889167381,Bunnies,4,Broadcasters,,X Armour,,Transmitters,,,
9731,NEONZ #9731,4412,62.5845141858,Bunnies,5,Brain Feeders,,Data Choker,,Shocker Cap,,Big Breather,
9502,NEONZ #9502,4413,62.5833702808,,4,Brain Feeders,,Data Choker,,Synaptic Shield,,,Sentient
6613,NEONZ #6613,4414,62.5731102038,Bunnies,5,Brain Feeders,,Wasteland Armour,,Shocker Cap,,Atom Sniffer,
7187,NEONZ #7187,4415,62.5683137627,,4,Broadcasters,,Poly Cape,,Raiden,,,Plotter
5617,NEONZ #5617,4416,62.5656056903,,4,Crickets,,Heavy Fetish,,Sensor,,,Halo
8849,NEONZ #8849,4417,62.5551381633,,4,Hunters,,Data Choker,,Raiden,,Atom Sniffer,
3154,NEONZ #3154,4418,62.5536328761,,4,Tycho Chic,,Poly Cape,,Raiden,,,Sentient
4116,NEONZ #4116,4419,62.545129958,,3,,,Wasteland Armour,,Raiden,,,Dat Tribe
8194,NEONZ #8194,4420,62.5402899556,,4,Crickets,,Heavy Fetish,,Death Spikes,,,Halo
