ID,Name,Rank,Rarity_Score,Accessories,Attributes,Background,Body,Clothes,Face,Glasses,Hat,Legendary,Necklace
2068,BFMC #2068,1482,149.04533913906877,,5,Pink,Orange,Grey Militar,Sad,,,,Bitcoin Gold
2545,BFMC #2545,1483,148.95166095767775,,5,Dark,Green,Purple Light Green Jacket,Oh,,,,Teeth
4552,BFMC #4552,1484,148.86937348614526,,6,Dark Blue,Brown,Militar Jacket,Smiling Braces,Blue Stars,Elf,,
661,BFMC #661,1485,148.83164435136473,,7,Dark Blue,Green,Brown Hoddie,Curious,Blue And Green,Hunter,,Teeth
895,BFMC #895,1486,148.76926261425447,Clown Nose,6,Orange,Brown,Dark Militar Green Jacket,Sad,,Green Brain,,
3839,BFMC #3839,1487,148.71548894854575,Clown Nose,5,Dark Green 1,Green,Yellow Leafs,Very Angry,,,,
4254,BFMC #4254,1488,148.7049537092289,,4,Dark Blue,Blue,Light Green Leafs,Smiling,,,,
3291,BFMC #3291,1489,148.6625712782886,Bear,6,Dark Blue,Orange,Zebra Hoddie,Oh,Blue Stars,,,
4285,BFMC #4285,1490,148.61592458228264,,5,Dark Green 1,Orange,Brown And Light Green Jacket,Smiling Braces,,Green Brain,,
2323,BFMC #2323,1491,148.56282914419253,Clown Nose,6,Dark Blue,Brown,Tank Top Red,Very Angry,,Green Brain,,
3776,BFMC #3776,1492,148.49414389301708,,6,Dark,Green,Tank Top White,Teeth,Thug Life,Blue Frenchie,,
3768,BFMC #3768,1493,148.47705213925838,,4,Dark Blue,Brown,Green Stars,Smiling Cigarrete,,,,
1859,BFMC #1859,1494,148.435617373058,,5,Dark,Brown,Zebra Hoddie,Sad,,Hunter,,
4027,BFMC #4027,1495,148.42679190668477,Claws,6,Pink,Pink,Blue Stars,Teeth,Blue And Green,,,
1312,BFMC #1312,1496,148.3566595797123,,6,Light Green,Pink,Militar Jacket,Oh,Thug Life,Chicken Hat,,
3038,BFMC #3038,1497,148.23651934957675,,5,Dark,Blue,Blue White Leafs,Angry Teeth,,Blue And Yellow With Horns On Fire,,
1221,BFMC #1221,1498,148.2204533331617,,6,Dark,Brown,Punk Brown Militar Jacket,Angry,Sun Glasses,Angel,,
439,BFMC #439,1499,148.18008722154073,,5,Dark Green 2,Orange,Green Hoddie,Teeth,,Vietnamite,,
186,BFMC #186,1500,148.17799748307786,,6,Yellow,Blue,Light Green Jacket,Smiling Braces,Red Aviator,Blue Party,,
4270,BFMC #4270,1501,148.11445211155677,,5,Yellow,Green,Blue Bananas,Smiling Braces,Sun Glasses,,,
2120,BFMC #2120,1502,147.98718197381572,,5,Light Blue,Blue,Brown Hoddie,Angry Bubble Gum,,Blue And Yellow Party,,
1601,BFMC #1601,1503,147.97455300914922,,6,Dark,Brown,Brown And Light Green Jacket,Smiling Teeth,Sun Glasses,Blue Party,,
1088,BFMC #1088,1504,147.94440324157307,,6,Light Green,Blue,Green Hoddie,Angry Teeth,Green Aviator,Angel,,
2601,BFMC #2601,1505,147.94002028313878,,6,Pink,Blue,Green Leafs,Wow,Blue And Green,Chicken Hat,,
3958,BFMC #3958,1506,147.902789787366,,5,Dark Blue,Pink,Green Militar,Teeth,,Mummy,,
3649,BFMC #3649,1507,147.87082278123333,Bear,6,Orange,Orange,Light Green Jacket,Angry,Stylish Blue And Pink,,,
411,BFMC #411,1508,147.84127628778307,Claws,7,Orange,Orange,Green Militar,Smiling,Green Aviator,,,Teeth
264,BFMC #264,1509,147.8133984829895,,5,Dark Green 2,Brown,Green Hoddie,Very Angry Teeth,3D,,,
5101,BFMC #5101,1510,147.7965451864408,Triple Bear,6,Dark Green 2,Pink,Green Hoddie,Angry,Blue And Green,,,
2435,BFMC #2435,1511,147.6878387490358,,4,Dark,Brown,Militar Hoddie,Very Angry Teeth,,,,
2356,BFMC #2356,1512,147.62350941841248,,6,Light Blue,Blue,Brown Big Foot,Red Tongue,Blue Stars,Hunter,,
1757,BFMC #1757,1513,147.59650695441263,,5,Light Blue,Green,Tank Top White,Angry Knife,Blue Stars,,,
2404,BFMC #2404,1514,147.58687924689133,,6,Orange,Green,Tank Top Militar,Sad,Blue And Green,Blue Frenchie,,
1249,BFMC #1249,1515,147.5474319542243,Bear,6,Yellow,Orange,Green Orange Jacket,Curious,,Blue,,
2930,BFMC #2930,1516,147.49883344408838,,5,Dark Green 2,Green,Grey Militar,Red Tongue,,Blue,,
3416,BFMC #3416,1517,147.40073011147098,,5,Dark Green 1,Brown,Cheetah Hoddie,Smiling Teeth,Blue Stars,,,
191,BFMC #191,1518,147.3482840933857,,6,Light,Green,Green Orange Jacket,Wow,Blue And Green,Angel With Horns On Fire,,
683,BFMC #683,1519,147.33556268866352,,6,Dark Blue,Orange,Green Orange Jacket,Curious,Yellow Aviator,Chicken Hat,,
1517,BFMC #1517,1520,147.2734982521512,,6,Dark Green 2,Brown,Light Brown,Golden Teeth,,Blue Frenchie,,Bitcoin Gold
2527,BFMC #2527,1521,147.20762637196813,,5,Dark Green 1,Orange,Cheetah,Angry Teeth,,Luck Poker Militar,,
4419,BFMC #4419,1522,147.0932207697317,Bear,6,Dark Green 1,Pink,Light Blue Militar,Smiling Braces,Yellow,,,
3998,BFMC #3998,1523,147.0549521847991,,4,Dark Green 2,Brown,Red Hoddie,Very Angry Teeth,,,,
1410,BFMC #1410,1524,146.98108794965333,,6,Dark Blue,Brown,Brown Hoddie,Bubble Gum,Green Aviator,Luck Poker Militar,,
3576,BFMC #3576,1525,146.97000852814102,Bear,6,Dark,Blue,Dark Militar Green Jacket,Smiling Cigarrete,,Elf,,
2059,BFMC #2059,1526,146.95219552254477,,6,Pink,Brown,Brown Hoddie,Very Angry,Yellow,Mummy,,
3053,BFMC #3053,1527,146.90041391169711,,6,Pink,Blue,Tank Top White,Wow,Yellow Aviator,Big Foot Hat,,
4166,BFMC #4166,1528,146.86978389194115,Claws,7,Dark Green 1,Pink,Militar Green Jacket,Golden Teeth,,Angel,,Teeth
2868,BFMC #2868,1529,146.864673295957,,6,Dark Blue,Brown,Blue Stars,Golden Teeth,Yellow Aviator,Angel,,
256,BFMC #256,1530,146.86248171011212,,5,Dark Blue,Pink,Militar Jacket,Angry Bubble Gum,,Vietinamite With Horns On Fire,,
627,BFMC #627,1531,146.858928497529,,6,Light,Blue,Tank Top Militar,Smiling Cigarrete,Yellow And Blue,Chicken Hat,,
2081,BFMC #2081,1532,146.843499407094,,5,Light,Brown,Yellow,Angry,,Pirate With Horns,,
2134,BFMC #2134,1533,146.7903856569954,Clown Nose,6,Dark Green 2,Orange,Light Green Jacket,Very Angry,,Blue,,
4208,BFMC #4208,1534,146.57133278534184,,6,Yellow,Blue,Blue White Leafs,Golden Teeth,Yellow And Blue,Green Brain,,
934,BFMC #934,1535,146.5012844730908,,6,Dark Green 1,Green,Green Orange Jacket,Calm Knife,Yellow,Angel,,
563,BFMC #563,1536,146.47260151193373,,5,Light Green,Orange,Blue White Leafs,Angry Knife,Blue And Green,,,
4972,BFMC #4972,1537,146.46807339649735,,6,Dark Green 2,Brown,Punk Brown Militar Jacket,Angry Teeth,,Big Foot Hat,,Big Foot Gold
2085,BFMC #2085,1538,146.4478890100892,,4,Orange,Brown,Yellow Leafs,Oh Concerned,,,,
653,BFMC #653,1539,146.42630785115665,,5,Yellow,Pink,Tank Top Brown,Calm Knife,Sun Glasses,,,
2390,BFMC #2390,1540,146.41764714423994,,6,Light Green,Blue,Green Militar,Red Tongue,Yellow,Angel With Horns On Fire,,
1793,BFMC #1793,1541,146.4108091189863,,5,Dark Green 2,Pink,Yellow Gold,Smiling Braces,Blue Stars,,,
4189,BFMC #4189,1542,146.39991706623022,,5,Dark Blue,Brown,Red Hoddie,Smiling,,Blue Party,,
1592,BFMC #1592,1543,146.20469599652276,,6,Dark Blue,Blue,Brown,Golden Teeth,,Blue And Yellow Party,,Teeth
3105,BFMC #3105,1544,146.1470541841759,Bear,6,Light Green,Pink,Punk Brown Militar Jacket,Angry,Blue And Green,,,
3788,BFMC #3788,1545,146.0695857771122,,6,Dark Blue,Brown,Light Brown,Very Angry,Sun Glasses,Elf,,
1130,BFMC #1130,1546,146.03738331063,,6,Light Green,Blue,Green Leafs,Very Angry,Thug Life,Blue,,
4738,BFMC #4738,1547,145.98493725236824,,4,Yellow,Blue,Purple,Wow,,,,
391,BFMC #391,1548,145.8858765775902,,6,Light,Green,Green Hoddie,Bubble Gum,Green Aviator,Angel,,
1303,BFMC #1303,1549,145.86293312557393,Bear,6,Dark Blue,Blue,Light Blue Militar,Angry,Blue Stars,,,
2505,BFMC #2505,1550,145.8429053033451,,6,Pink,Blue,Light Brown,Curious,Green Aviator,White Camper With Horns,,
1267,BFMC #1267,1551,145.73235786218436,,6,Dark Green 2,Blue,Brown,Angry Teeth,,White Camper With Horns,,Teeth
1098,BFMC #1098,1552,145.61648847937045,Clown Nose,6,Light Blue,Brown,Tank Top Brown,Smiling Braces,,Hunter,,
2229,BFMC #2229,1553,145.52365563357293,,5,Light,Green,Purple Militar Hoddie,Cute,,Big Foot Hat,,
812,BFMC #812,1554,145.51188472946524,,5,Orange,Orange,Purple Militar Hoddie,Angry Teeth,Blue And Green,,,
4155,BFMC #4155,1555,145.50779469544375,,5,Yellow,Blue,Green Hoddie,Upset,,Chicken Hat,,
3952,BFMC #3952,1556,145.42477807293525,,5,Dark Blue,Brown,Green Leafs,Smiling Teeth,,Pirate With Horns,,
2861,BFMC #2861,1557,145.30306441959218,Clown Nose,5,Dark Blue,Brown,Cheetah Hoddie,Upset,,,,
3157,BFMC #3157,1558,145.21261331265544,,5,Dark Green 2,Blue,Tank Top White,Smiling,,Panda,,
896,BFMC #896,1559,145.19488782689157,,5,Dark Green 2,Brown,Militar Hoddie,Smiling Braces,Sun Glasses,,,
3873,BFMC #3873,1560,145.1939716340319,Clown Nose,5,Light,Blue,Purple Militar Hoddie,Very Angry,,,,
4670,BFMC #4670,1561,145.13792992488155,,5,Dark Green 1,Brown,Basic Light,Very Angry,,Pirate,,
641,BFMC #641,1562,145.1215470283888,Claws,6,Dark Green 2,Blue,Green Leafs,Angry Bubble Gum,,Blue Frenchie,,
625,BFMC #625,1563,145.08169191420944,,6,Dark Blue,Green,Tank Top Militar,Angry,Blue And Green,Angel With Horns On Fire,,
4306,BFMC #4306,1564,144.92754600353965,Clown Nose,6,Dark Blue,Blue,Green Leafs,Upset,,Luck Poker Militar,,
816,BFMC #816,1565,144.90040186729212,,5,Light Blue,Green,Green Hoddie,Very Angry,3D,,,
3271,BFMC #3271,1566,144.89332283818084,,5,Light,Green,Brown And Light Green Jacket,Angry,,Blue Frenchie,,
4580,BFMC #4580,1567,144.89319414584367,,6,Dark Blue,Brown,Green Hoddie,Smiling Braces,Sun Glasses,Green Brain,,
5023,BFMC #5023,1568,144.82045623369328,,6,Dark,Green,Basic Light,Cute,3D,Black Power,,
3851,BFMC #3851,1569,144.69408385637726,,5,Dark,Blue,Black Hoddie,Wow,Sun Glasses With Gold Details,,,
785,BFMC #785,1570,144.65015038051394,,5,Light Green,Brown,Purple Militar Hoddie,Oh Concerned,Yellow,,,
25,BFMC #25,1571,144.6220795546228,,5,Dark Blue,Green,Purple Militar Hoddie,Smiling Cigarrete,,Angel,,
1255,BFMC #1255,1572,144.55081973090222,,4,Orange,Brown,Purple,Very Angry Teeth,,,,
2963,BFMC #2963,1573,144.53422203388934,,5,Orange,Blue,Tank Top Brown,Wow,,Vietnamite,,
2344,BFMC #2344,1574,144.5016980549462,,6,Yellow,Orange,Cheetah,Smiling Cigarrete,Sun Glasses,Hunter,,
103,BFMC #103,1575,144.47428349807856,,5,Dark Green 1,Brown,Purple Leafs,Angry Teeth,,Green Brain,,
4913,BFMC #4913,1576,144.26065179515064,Bear,6,Dark Green 2,Brown,Orange Hoddie,Oh Concerned,,,,Teeth
1660,BFMC #1660,1577,144.24667273410512,,4,Dark,Brown,Militar Hoddie,Oh Concerned,,,,
4418,BFMC #4418,1578,144.2436791754456,,5,Light Blue,Brown,Blue Stars,Angry Teeth,,White Camper,,
1502,BFMC #1502,1579,144.22355356099845,,6,Dark Green 1,Green,Green Militar,Oh,Yellow And Blue,Angel With Horns On Fire,,
2420,BFMC #2420,1580,144.18378403072134,,5,Light Green,Brown,Tank Top Militar,Oh,,Elf,,
4459,BFMC #4459,1581,144.1693471176585,,4,Dark,Brown,Pink Flowers,Golden Teeth,,,,
2439,BFMC #2439,1582,144.1310114544112,,5,Yellow,Pink,Tank Top Brown,Teeth,,Black Power,,
2643,BFMC #2643,1583,144.11839846918306,,5,Orange,Green,Tank Top Brown,Cute,,Luck Poker Militar,,
2719,BFMC #2719,1584,144.09267533204851,,5,Yellow,Blue,Grey Militar,Angry Bubble Gum,Thug Life,,,
4903,BFMC #4903,1585,144.0873173500721,,6,Dark Green 1,Pink,Tank Top Brown,Curious,Sun Glasses,Green Brain,,
1126,BFMC #1126,1586,144.06015262412902,Clown Nose,6,Light,Green,Green Militar,Golden Teeth,,Blue And Yellow Party,,
2392,BFMC #2392,1587,144.00359244597132,,6,Light Green,Brown,Cheetah,Smiling Cigarrete,Sun Glasses,Green Brain,,
4762,BFMC #4762,1588,143.96238677687657,,4,Dark Blue,Blue,Light Green And Dark Hoddie Jacket,Upset,,,,
1511,BFMC #1511,1589,143.95187296209227,,6,Light Blue,Blue,Tank Top White,Smiling,Blue Stars,Angel With Horns On Fire,,
2313,BFMC #2313,1590,143.95017877753315,Bear,6,Light Green,Green,Light Blue Militar,Smiling Cigarrete,,,,Teeth
837,BFMC #837,1591,143.89395598911446,,5,Dark Green 1,Orange,Purple Hoddie,Curious,,Blue Party,,
3397,BFMC #3397,1592,143.8911815611029,,6,Light,Blue,Basic Light,Cute,Blue And Green,Elf,,
637,BFMC #637,1593,143.85239555882342,,5,Light Green,Pink,Militar Green Jacket,Wow,,Mummy,,
4882,BFMC #4882,1594,143.82340065638377,,5,Dark,Green,Purple Hoddie,Wow,Sun Glasses,,,
3652,BFMC #3652,1595,143.76959272492,,5,Light Green,Blue,Cheetah Hoddie,Curious,Sun Glasses,,,
4282,BFMC #4282,1596,143.6978890100892,,4,Orange,Brown,Blue Bananas,Oh Concerned,,,,
990,BFMC #990,1597,143.63144503739318,,6,Dark Green 1,Green,Green Leafs,Teeth,Sun Glasses With Gold Details,,,Teeth
4661,BFMC #4661,1598,143.46809286199112,Clown Nose,6,Dark Blue,Orange,Militar Green Jacket,Curious,,White Camper,,
693,BFMC #693,1599,143.39879997011778,,5,Pink,Blue,Black Hoddie,Calm Knife,Sun Glasses,,,
735,BFMC #735,1600,143.2946713697796,,5,Dark Blue,Brown,Yellow Leafs,Smiling Cigarrete,Green Aviator,,,
3027,BFMC #3027,1601,143.21224728163264,,5,Dark Blue,Green,Blue Bananas,Smiling Cigarrete,Green Aviator,,,
2579,BFMC #2579,1602,143.1706026440807,Bear,7,Light,Blue,Militar Green Jacket,Very Angry,Green Aviator,Big Foot Hat,,
4981,BFMC #4981,1603,143.16711313314184,,5,Dark Green 1,Brown,Tank Top White,Golden Teeth,,Blue And Yellow With Horns On Fire,,
1427,BFMC #1427,1604,143.12531038157394,Claws,6,Dark Green 1,Pink,Brown Big Foot,Smiling,,Vietnamite,,
2378,BFMC #2378,1605,143.05669586644214,,6,Light Blue,Green,Blue White Leafs,Very Angry,Blue And Green,White Camper With Horns,,
4731,BFMC #4731,1606,143.03242883898292,,4,Light Green,Orange,Grey Stars,Red Tongue,,,,
3024,BFMC #3024,1607,143.01689689961967,,6,Light Green,Pink,Green Orange Jacket,Very Angry,3D,,,Big Foot Gold
1887,BFMC #1887,1608,142.9713613086386,,5,Yellow,Orange,Brown,Teeth,,Hunter,,
1040,BFMC #1040,1609,142.8448063539765,,5,Dark Green 1,Brown,Yellow Gold,Smiling Braces,Yellow And Blue,,,
3364,BFMC #3364,1610,142.83899640521597,,6,Dark,Brown,Brown Hoddie,Red Tongue,Yellow And Blue,Chicken Hat,,
4286,BFMC #4286,1611,142.83073447371015,,6,Dark Blue,Green,Militar Jacket,Cute,Stylish Blue And Pink,Big Foot Hat,,
1669,BFMC #1669,1612,142.75688685690102,,4,Dark Blue,Brown,Zebra Hoddie,Smiling Bubble Gum,,,,
1844,BFMC #1844,1613,142.54944896369142,,5,Dark,Brown,Black Hoddie,Very Angry Teeth,Red Aviator,,,
1665,BFMC #1665,1614,142.51604722898375,,5,Yellow,Orange,Blue White Leafs,Red Tongue,,Vietinamite With Horns On Fire,,
5014,BFMC #5014,1615,142.51048926591668,,6,Pink,Brown,Brown Hoddie,Angry,Sun Glasses,White Camper,,
983,BFMC #983,1616,142.50235347954091,,5,Light Green,Brown,Brown And Light Green Jacket,Angry,,Blue Frenchie,,
2088,BFMC #2088,1617,142.34644632899247,,5,Dark Green 1,Brown,Green Hoddie,Smiling Teeth,Red Aviator,,,
3790,BFMC #3790,1618,142.34215473159148,,4,Dark Blue,Brown,Purple Light Green Jacket,Smiling Teeth,,,,
2169,BFMC #2169,1619,142.32484004613497,,6,Light Green,Brown,Green Militar,Smiling Cigarrete,Blue Stars,Blue,,
4315,BFMC #4315,1620,141.94097554526292,,6,Pink,Blue,Light Green Jacket,Upset,,White Camper,,Teeth
3190,BFMC #3190,1621,141.8757700758602,,5,Dark Green 1,Blue,Basic Light,Smiling Cigarrete,,Red Frenchie,,
2956,BFMC #2956,1622,141.78507250395052,,5,Yellow,Brown,Green Hoddie,Bubble Gum,,Brown With Yellow Flower,,
1048,BFMC #1048,1623,141.7258200634555,,5,Pink,Green,Green Hoddie,Smiling Cigarrete,,Angel With Horns On Fire,,
1193,BFMC #1193,1624,141.72387365873678,,5,Dark,Pink,Basic Light,Teeth,,Elf,,
2946,BFMC #2946,1625,141.67710444808992,Claws,6,Dark Green 1,Brown,Light Brown,Red Tongue,,Angel With Horns On Fire,,
2450,BFMC #2450,1626,141.57427505404976,,5,Dark Green 2,Brown,Grey Militar,Sad,Sun Glasses With Gold Details,,,
4023,BFMC #4023,1627,141.44693783553353,,5,Light Blue,Green,Militar Green Jacket,Wow,,Luck Poker Militar,,
1192,BFMC #1192,1628,141.39486623099057,,4,Dark Blue,Green,Cheetah Hoddie Yellow,Teeth,,,,
3516,BFMC #3516,1629,141.38892698044418,,6,Light,Green,Yellow,Curious,Thug Life,Vietnamite,,
3800,BFMC #3800,1630,141.36444357985616,,6,Light Green,Brown,Yellow,Smiling Cigarrete,Thug Life,Angel With Horns On Fire,,
3844,BFMC #3844,1631,141.35528368613828,,6,Dark Green 1,Pink,Tank Top White,Angry,Yellow And Blue,Green Brain,,
1799,BFMC #1799,1632,141.3546707406949,,5,Dark Green 1,Brown,Blue Stars,Red Tongue,,Vietinamite With Horns On Fire,,
4975,BFMC #4975,1633,141.27006643903556,,5,Orange,Brown,Purple Leafs,Smiling Teeth,,,,Big Foot Gold
4165,BFMC #4165,1634,141.2602087161395,Bear,5,Dark Blue,Brown,Militar Hoddie,Smiling Cigarrete,,,,
3417,BFMC #3417,1635,141.25862302837612,,6,Light,Orange,Blue White Leafs,Angry,Sun Glasses,,,Bitcoin Gold
662,BFMC #662,1636,141.19114919172443,,5,Dark Green 1,Brown,Cheetah,Upset,,Blue,,
4368,BFMC #4368,1637,141.16702257407675,,5,Orange,Orange,Grey Militar,Cute,,Green Brain,,
2473,BFMC #2473,1638,141.09824563664932,,6,Dark Green 1,Brown,Green Militar,Oh Concerned,Green Aviator,Black Power,,
1439,BFMC #1439,1639,141.09455161272462,Clown Nose,6,Dark Green 2,Brown,Brown Big Foot,Upset,,Black Power,,
2721,BFMC #2721,1640,141.08624127190748,Bear,6,Orange,Green,Militar Jacket,Cute,,Brown With Yellow Flower,,
1472,BFMC #1472,1641,140.98975954979676,,5,Pink,Brown,Basic Light,Bubble Gum,,Panda,,
4932,BFMC #4932,1642,140.91245302654158,,6,Dark Green 2,Orange,Brown,Bubble Gum,Green Aviator,Angel,,
3166,BFMC #3166,1643,140.8945922409217,,6,Yellow,Brown,Light Green Jacket,Upset,Blue Stars,Brown With Yellow Flower,,
3010,BFMC #3010,1644,140.8905686870742,,5,Yellow,Brown,Green Leafs,Angry Teeth,Purple,,,
936,BFMC #936,1645,140.8841850921228,,4,Light Green,Brown,Yellow Leafs,Smiling Teeth,,,,
2747,BFMC #2747,1646,140.88342714275046,,5,Dark Green 1,Blue,Green Orange Jacket,Cute,,Horns On Fire,,
476,BFMC #476,1647,140.84874014006596,,6,Dark,Orange,Brown And Light Green Jacket,Smiling,Blue Stars,Blue Party,,
524,BFMC #524,1648,140.8371101018368,Claws,6,Light Green,Blue,Brown And Light Green Jacket,Angry,Yellow,,,
2367,BFMC #2367,1649,140.80813551323914,,4,Dark Green 1,Brown,Punk Dark Green Jacket,Oh,,,,
1062,BFMC #1062,1650,140.67852573903707,,6,Dark,Blue,Light Brown,Wow,Sun Glasses,Vietnamite,,
753,BFMC #753,1651,140.6233682140754,,4,Light Green,Brown,Pink,Smiling Cigarrete,,,,
3500,BFMC #3500,1652,140.59370923740676,,5,Dark Blue,Green,Grey Stars,Curious,Yellow,,,
381,BFMC #381,1653,140.57651663303272,,4,Dark Green 2,Pink,Purple Militar Hoddie,Teeth,,,,
786,BFMC #786,1654,140.51028030009547,,4,Dark Green 1,Blue,Light Green Black Militar,Upset,,,,
3214,BFMC #3214,1655,140.48342240338883,,5,Dark Blue,Pink,Grey Militar,Angry Teeth,Red Aviator,,,
2944,BFMC #2944,1656,140.47480737733846,,5,Dark,Blue,Zebra Hoddie,Golden Teeth,,Angel,,
2886,BFMC #2886,1657,140.45547211753686,,6,Dark Blue,Orange,Green Leafs,Oh,3D,Blue Party,,
3066,BFMC #3066,1658,140.45432742883804,,7,Dark,Brown,Yellow,Smiling Cigarrete,Yellow And Blue,Big Foot Hat,,Big Foot Gold
1124,BFMC #1124,1659,140.4075000672018,,4,Dark,Blue,Pink Hoddie,Angry,,,,
2960,BFMC #2960,1659,140.4075000672018,,4,Dark,Blue,Pink Hoddie,Curious,,,,
3869,BFMC #3869,1661,140.34535896550764,,5,Dark,Green,Purple,Smiling Cigarrete,,Blue Party,,
141,BFMC #141,1662,140.28983763760658,,6,Dark,Orange,Blue White Leafs,Very Angry,Yellow And Blue,Green Brain,,
1099,BFMC #1099,1663,140.24305203966725,,4,Light Blue,Brown,Purple,Smiling Teeth,,,,
1872,BFMC #1872,1664,140.23637326105344,,5,Dark Green 1,Blue,Blue White Leafs,Curious,,Laurel Wreath,,
3808,BFMC #3808,1665,140.13143880382862,,5,Dark Blue,Brown,Purple Leafs,Upset,,Black Power,,
34,BFMC #34,1666,140.00733915321558,Claws,6,Dark,Green,Yellow,Very Angry,Stylish Blue And Pink,,,
2851,BFMC #2851,1667,139.9874842231885,Clown Nose,6,Light Blue,Blue,Dark Militar Green Jacket,Angry,,Black Power,,
1998,BFMC #1998,1668,139.98105452319666,,5,Dark Green 2,Brown,Tank Top Militar,Oh Concerned,,Luck Poker Militar,,
2879,BFMC #2879,1669,139.88802068659422,,6,Light Green,Pink,Green Orange Jacket,Smiling Braces,Yellow,Vietinamite With Horns On Fire,,
452,BFMC #452,1670,139.88400944978534,,5,Light Blue,Brown,Green Leafs,Bubble Gum,Purple,,,
3342,BFMC #3342,1671,139.87815466473816,,4,Light Green,Brown,Yellow Gold,Oh Concerned,,,,
2235,BFMC #2235,1672,139.8712475018472,,6,Dark Blue,Blue,Militar Jacket,Very Angry,,Vietinamite With Horns On Fire,,Big Foot Gold
1154,BFMC #1154,1673,139.85533843275581,,5,Dark Green 2,Brown,Brown Hoddie,Very Angry,,Blue And Yellow With Horns On Fire,,
643,BFMC #643,1674,139.83831921177293,,5,Orange,Green,Light Blue Militar,Curious,Yellow And Blue,,,
2423,BFMC #2423,1675,139.8224387980086,,6,Yellow,Orange,Tank Top White,Cute,Blue Stars,Blue Frenchie,,
4675,BFMC #4675,1676,139.79032285134585,Bear,5,Pink,Brown,Cheetah Hoddie Yellow,Smiling Cigarrete,,,,
2348,BFMC #2348,1677,139.78255909794692,,5,Dark Green 1,Brown,Green Leafs,Very Angry Teeth,,Elf,,
4657,BFMC #4657,1678,139.76131382202107,,6,Dark,Orange,Militar Green Jacket,Angry Teeth,Thug Life,Chicken Hat,,
3732,BFMC #3732,1679,139.71247240127096,,5,Dark Green 2,Green,Green Pink Flowers,Smiling Cigarrete,,Blue Party,,
2999,BFMC #2999,1680,139.6269010008958,Bear,6,Dark Blue,Green,Tank Top White,Angry,,Brown With Yellow Flower,,
4232,BFMC #4232,1681,139.56944305617452,,7,Dark Green 2,Orange,Dark Militar Green Jacket,Smiling Braces,Sun Glasses,Big Foot Hat,,Teeth
4220,BFMC #4220,1682,139.56114842686154,Triple Bear,6,Yellow,Brown,Militar Green Jacket,Oh,,Angel,,
1254,BFMC #1254,1683,139.5438260727366,,5,Light Blue,Brown,Tank Top White,Oh Concerned,,Angel With Horns On Fire,,
4349,BFMC #4349,1684,139.50339309967126,,5,Dark Blue,Brown,Tank Top Red,Red Tongue,,Vietinamite With Horns On Fire,,
479,BFMC #479,1685,139.49809302188808,Claws,5,Dark Green 1,Brown,Blue Bananas,Angry Teeth,,,,
3837,BFMC #3837,1686,139.44261542909476,,6,Pink,Brown,Light Brown,Golden Teeth,Yellow,Vietinamite With Horns On Fire,,
4099,BFMC #4099,1687,139.39583601439307,Bear,6,Dark Blue,Orange,Green Hoddie,Curious,,Angel,,
4185,BFMC #4185,1688,139.3727923315333,,4,Yellow,Green,Grey Stars,Angry,,,,
3648,BFMC #3648,1689,139.28295842788535,,5,Light Green,Blue,Green Orange Jacket,Smiling Cigarrete,,Pirate With Horns,,
1052,BFMC #1052,1690,139.22886702162126,Claws,6,Dark Green 1,Blue,Brown Big Foot,Smiling,,Blue And Yellow Party,,
3171,BFMC #3171,1691,139.22378097236285,,4,Dark Green 1,Brown,Punk Dark Green Jacket,Very Angry,,,,
4527,BFMC #4527,1692,139.15646443338954,Claws,6,Light Green,Orange,Grey Militar,Cute,Green Aviator,,,
2294,BFMC #2294,1693,139.13714457346504,,6,Dark Green 2,Green,Blue White Leafs,Smiling Cigarrete,Yellow,Blue,,
5078,BFMC #5078,1694,139.0407326142604,,5,Dark Green 2,Brown,Green Pink Flowers,Bubble Gum,,Big Foot Hat,,
4873,BFMC #4873,1695,139.03144676681683,,5,Light Green,Orange,Cheetah,Wow,Yellow Aviator,,,
4716,BFMC #4716,1696,139.0003593555569,,5,Dark Blue,Blue,Grey Militar,Smiling Braces,,Brown With Yellow Flower,,
5052,BFMC #5052,1697,138.94746475136242,,6,Dark Green 1,Brown,Militar Jacket,Very Angry Teeth,Thug Life,Black Power,,
1420,BFMC #1420,1698,138.70352128736096,,4,Dark,Blue,Green,Angry Bubble Gum,,,,
4737,BFMC #4737,1699,138.63934572028904,,5,Dark Green 2,Green,Cheetah Hoddie Yellow,Curious,Sun Glasses,,,
947,BFMC #947,1700,138.602258843737,,6,Dark Green 1,Pink,Light Green Jacket,Oh,Thug Life,Vietnamite,,
4362,BFMC #4362,1701,138.57320713435908,Bear,6,Pink,Brown,Tank Top Red,Smiling Braces,,Angel,,
2327,BFMC #2327,1702,138.40803683826937,,6,Dark Blue,Brown,Light Brown,Smiling,Thug Life,Blue,,
920,BFMC #920,1703,138.37824385314337,,5,Dark,Blue,Brown Big Foot,Wow,,White Camper With Horns,,
511,BFMC #511,1704,138.31037691574508,,5,Light,Brown,Purple,Upset,Sun Glasses,,,
4003,BFMC #4003,1705,138.2693416081213,Clown Nose,5,Dark Green 1,Brown,Purple Militar Hoddie,Very Angry,,,,
2593,BFMC #2593,1706,138.25495218479912,,4,Dark Green 2,Brown,Cheetah Hoddie Yellow,Very Angry Teeth,,,,
