ID,Name,Rank,Rarity_Score,Accessories-Scores,Attributes-Scores,Background-Scores,Body-Scores,Clothes-Scores,Face-Scores,Glasses-Scores,Hat-Scores,Legendary-Scores,Necklace-Scores
3600,BFMC #3600,737,190.3732603519574,,2,6,5,82,17,15,60,,
387,BFMC #387,738,190.2560236817309,,2,11,8,107,14,,45,,
773,BFMC #773,739,190.22219488129366,,2,7,5,29,20,,126,,
1691,BFMC #1691,740,190.19947349644298,25,2,6,2,100,28,,25,,
1883,BFMC #1883,741,190.0392509938033,,2,6,2,74,33,,52,,17
3242,BFMC #3242,742,189.97612441175912,,2,7,5,116,19,,39,,
3667,BFMC #3667,743,189.91413227072397,,2,11,2,88,27,,58,,
1705,BFMC #1705,744,189.85574093797015,,2,7,5,26,18,50,78,,
601,BFMC #601,745,189.76377191551813,,2,15,8,67,31,,46,,17
743,BFMC #743,746,189.73159502755868,,2,14,8,44,20,32,67,,
1577,BFMC #1577,747,189.5413181135746,,13,11,5,26,18,15,53,,44
3950,BFMC #3950,748,189.5190274734591,,2,11,9,44,18,,103,,
4577,BFMC #4577,749,189.4371616916416,,2,7,2,67,33,,76,,
1795,BFMC #1795,750,189.2681765852064,17,13,7,5,51,19,22,52,,
4744,BFMC #4744,751,189.25834700040437,,2,6,2,100,19,18,38,,
1534,BFMC #1534,752,189.25324146940946,,2,11,2,49,29,,93,,
4947,BFMC #4947,753,189.0948441919989,25,2,7,2,51,19,,80,,
1015,BFMC #1015,754,189.0117350748494,,2,15,5,51,18,50,44,,
4551,BFMC #4551,755,188.97400684437093,,2,7,5,116,18,,39,,
2288,BFMC #2288,756,188.9351226588023,,2,6,5,66,19,54,34,,
2397,BFMC #2397,757,188.65251561554467,25,2,11,2,103,19,,,,23
1369,BFMC #1369,758,188.47034459765277,,2,14,5,100,19,15,31,,
3384,BFMC #3384,759,188.45600122603528,,2,7,8,88,19,18,44,,
1990,BFMC #1990,760,188.40282889088962,25,2,7,5,51,20,,76,,
3441,BFMC #3441,761,188.35081023153526,,2,14,5,88,18,25,34,,
3317,BFMC #3317,762,188.3228357875524,,2,6,5,50,69,15,38,,
1186,BFMC #1186,763,188.26422935322603,,2,7,5,50,19,,58,,44
397,BFMC #397,764,188.17711967109477,,2,6,5,46,69,32,25,,
2314,BFMC #2314,765,188.166127850007,,2,7,9,67,69,,31,,
1485,BFMC #1485,766,188.14184731042027,,2,15,2,29,29,50,56,,
5049,BFMC #5049,767,188.08976795116058,,2,16,2,74,17,50,24,,
3226,BFMC #3226,768,188.08147142988702,,2,15,2,100,50,16,,,
1433,BFMC #1433,769,187.99787509566542,,2,7,2,103,17,54,,,
4238,BFMC #4238,770,187.98027135223026,,2,15,2,67,33,16,50,,
1190,BFMC #1190,771,187.9281327520136,25,2,11,5,27,12,,103,,
292,BFMC #292,772,187.91205096381103,,2,15,8,103,18,,38,,
2371,BFMC #2371,773,187.85373341815327,39,13,11,5,29,19,,45,,23
3299,BFMC #3299,774,187.84001023240006,,2,7,2,51,20,,103,,
1570,BFMC #1570,775,187.77078518931478,,2,11,5,85,20,16,46,,
3340,BFMC #3340,776,187.69154740986954,,2,11,2,80,20,,25,,44
2724,BFMC #2724,777,187.66287578743777,,2,11,5,85,33,15,34,,
2424,BFMC #2424,778,187.5844466742848,39,2,7,2,46,28,,60,,
4643,BFMC #4643,779,187.4358755776062,,2,15,2,88,33,,45,,
2837,BFMC #2837,780,187.21027552359118,,2,11,5,100,27,16,,,23
2983,BFMC #2983,781,187.20039782510537,,2,6,5,96,19,16,39,,
1468,BFMC #1468,782,187.1780706568067,,2,15,2,74,12,54,24,,
4000,BFMC #4000,783,187.13583156366684,,2,7,9,82,20,18,45,,
2090,BFMC #2090,784,187.04524095908005,,2,11,8,21,58,,85,,
3715,BFMC #3715,785,186.94503295627186,,2,14,2,80,29,22,34,,
3032,BFMC #3032,786,186.87411913018434,,2,7,2,26,27,16,103,,
3012,BFMC #3012,787,186.66299043859522,,2,6,5,100,31,15,25,,
3527,BFMC #3527,788,186.50263964502216,,2,7,5,51,44,15,60,,
3857,BFMC #3857,789,186.4945548676702,,2,16,2,103,17,,44,,
1606,BFMC #1606,790,186.3848396281926,39,2,6,8,85,27,16,,,
4122,BFMC #4122,791,186.33704321441326,,2,11,9,34,19,15,93,,
504,BFMC #504,792,186.3320364927497,,2,6,5,67,44,,60,,
18,BFMC #18,793,186.28152058380695,,2,7,8,66,44,,58,,
3896,BFMC #3896,794,186.25910830724644,,2,15,8,85,58,16,,,
1802,BFMC #1802,795,186.24836135522122,17,2,7,5,31,69,,52,,
431,BFMC #431,796,186.24804513273486,,2,11,5,45,14,74,31,,
3128,BFMC #3128,797,186.1822801859627,,2,16,2,100,24,15,25,,
250,BFMC #250,798,186.18085811492776,,2,11,2,96,12,,60,,
1626,BFMC #1626,799,185.99600350762924,,2,7,9,82,33,50,,,
2871,BFMC #2871,800,185.95166007169308,,2,14,8,80,18,22,38,,
545,BFMC #545,801,185.89986800645815,,2,15,5,29,69,24,38,,
3140,BFMC #3140,802,185.80782533643793,,2,7,8,80,20,15,51,,
887,BFMC #887,803,185.72816990415123,,2,6,5,82,20,22,46,,
4516,BFMC #4516,804,185.62399175069896,,2,11,5,29,18,50,67,,
3719,BFMC #3719,805,185.51466797719536,,2,7,2,88,14,25,,,44
2880,BFMC #2880,806,185.43970217443615,,2,7,2,51,12,15,93,,
4104,BFMC #4104,807,185.38909844297137,39,2,15,5,27,20,74,,,
3595,BFMC #3595,808,185.38220309190083,25,2,15,2,51,27,,60,,
3893,BFMC #3893,809,185.3110140986181,,13,6,9,34,44,15,44,,17
1172,BFMC #1172,810,185.17291037329557,,2,7,2,96,19,,38,,17
3,BFMC #3,811,185.15268898811289,,2,7,2,69,50,,52,,
1324,BFMC #1324,812,185.04431460387642,,2,7,2,96,50,,25,,
4467,BFMC #4467,813,185.02936139807866,,2,7,2,48,20,50,52,,
526,BFMC #526,814,184.8754569341053,,2,15,5,66,19,,76,,
539,BFMC #539,815,184.74711847630851,17,2,16,2,67,28,,50,,
4906,BFMC #4906,816,184.74652790325075,,2,11,2,31,33,50,52,,
536,BFMC #536,817,184.7308491256001,,2,7,5,103,20,,46,,
2663,BFMC #2663,818,184.6967017608023,,2,7,9,44,20,54,46,,
2058,BFMC #2058,819,184.69474542080206,,2,7,8,96,27,24,,,17
4758,BFMC #4758,820,184.6423600182787,,2,7,5,26,24,24,93,,
4818,BFMC #4818,821,184.58037023486958,,13,6,2,35,28,18,34,,44
3180,BFMC #3180,822,184.57734018091412,17,13,16,5,34,19,25,52,,
3676,BFMC #3676,823,184.56902100431677,,2,16,2,100,20,24,,,17
1367,BFMC #1367,824,184.50573018608367,,2,11,5,35,18,,111,,
3531,BFMC #3531,825,184.39384271989996,,2,16,2,49,96,16,,,
3969,BFMC #3969,826,184.34520715151515,39,2,11,2,34,12,,80,,
604,BFMC #604,827,184.2555979771623,,2,14,2,51,29,50,31,,
3919,BFMC #3919,828,184.24783794674357,17,13,15,5,21,14,50,46,,
4957,BFMC #4957,829,184.22934838038373,,2,7,2,82,20,24,44,,
1481,BFMC #1481,830,184.05579505391043,,2,14,2,66,33,18,46,,
572,BFMC #572,831,183.97843204008223,,2,11,2,82,18,16,50,,
7,BFMC #7,832,183.95924068143898,17,2,7,2,67,19,,67,,
839,BFMC #839,833,183.91360264548973,,2,7,9,34,18,,111,,
1213,BFMC #1213,834,183.9114859510118,,2,11,2,33,20,16,96,,
2990,BFMC #2990,835,183.89942308038093,,2,7,5,31,33,,103,,
3257,BFMC #3257,836,183.841336728054,,2,7,5,21,19,24,103,,
4545,BFMC #4545,837,183.7997871364859,,2,11,2,51,18,50,46,,
2857,BFMC #2857,838,183.73468785480344,,2,11,8,67,19,74,,,
4179,BFMC #4179,839,183.70668656027001,,2,15,9,,27,24,103,,
3972,BFMC #3972,840,183.60922744438338,,2,11,5,49,69,,46,,
2647,BFMC #2647,841,183.60382602980292,,2,6,5,31,17,74,45,,
595,BFMC #595,842,183.5729554183406,,2,7,2,88,20,,45,,17
20,BFMC #20,843,183.53717891121116,,2,6,8,50,58,,56,,
2097,BFMC #2097,844,183.4184900673477,,2,15,5,35,18,15,90,,
656,BFMC #656,845,183.4068453634516,,2,7,2,100,17,,53,,
3437,BFMC #3437,846,183.38755251664267,,2,14,5,116,20,,25,,
1176,BFMC #1176,847,183.36053737449495,,2,11,8,35,31,,93,,
4325,BFMC #4325,848,183.31101857272444,39,2,7,2,48,50,,31,,
218,BFMC #218,849,183.24323844868988,,2,16,5,40,20,22,76,,
3599,BFMC #3599,850,183.19183714028838,39,2,7,5,82,20,25,,,
4219,BFMC #4219,851,183.18641696345128,,13,7,8,51,12,22,44,,23
3268,BFMC #3268,852,183.11832000692095,,2,7,5,31,19,,93,,23
217,BFMC #217,853,183.1074763098317,17,13,11,5,33,19,15,67,,
4726,BFMC #4726,854,182.95293592990043,,2,6,8,26,44,54,39,,
2228,BFMC #2228,855,182.8413905861872,,2,7,2,66,28,,76,,
1337,BFMC #1337,856,182.80477955863176,17,13,7,2,29,20,25,67,,
705,BFMC #705,857,182.8028584235674,,2,11,5,67,18,16,60,,
3051,BFMC #3051,858,182.73747256868592,,2,15,2,103,19,,38,,
4996,BFMC #4996,859,182.73372581746742,,2,7,2,82,20,32,34,,
3054,BFMC #3054,860,182.70005286585746,25,2,6,2,80,19,,46,,
3049,BFMC #3049,861,182.6983299450181,,2,7,5,27,19,,76,,44
3001,BFMC #3001,862,182.6269267772812,,2,15,8,40,18,18,78,,
1771,BFMC #1771,863,182.5798830630206,,2,7,5,90,58,18,,,
817,BFMC #817,864,182.355042348139,,2,11,5,51,17,54,38,,
2567,BFMC #2567,865,182.35290280027374,,2,14,5,31,58,16,53,,
4892,BFMC #4892,866,182.33365219219723,,2,15,5,31,19,16,90,,
3907,BFMC #3907,867,182.28301516603702,,2,7,9,100,12,50,,,
4393,BFMC #4393,868,181.91935087681833,25,2,7,8,44,27,,67,,
4069,BFMC #4069,869,181.89917727893067,,2,7,9,74,20,,67,,
1364,BFMC #1364,870,181.8916124607024,,13,7,5,31,19,16,44,,44
3766,BFMC #3766,871,181.8696735536059,17,2,16,2,96,27,18,,,
1086,BFMC #1086,872,181.81621498931156,,2,11,5,116,24,22,,,
4390,BFMC #4390,873,181.5852967782455,,2,7,9,29,69,18,,,44
227,BFMC #227,874,181.54023220221805,39,13,14,5,27,17,,46,,17
1089,BFMC #1089,875,181.53455280663042,,2,6,5,50,18,15,82,,
124,BFMC #124,876,181.53306042545026,,2,7,2,103,19,,46,,
1547,BFMC #1547,877,181.40363632470246,,2,11,9,29,24,50,52,,
5106,BFMC #5106,878,181.4033819758715,,7,6,5,103,58,,,,
4449,BFMC #4449,879,181.39935391623607,,13,7,8,66,14,18,34,,17
2558,BFMC #2558,880,181.29913478816985,,2,6,2,51,20,,52,,44
2862,BFMC #2862,881,181.2990027052473,20,13,11,2,51,17,18,45,,
3769,BFMC #3769,882,181.29517802315107,,13,7,5,26,18,18,46,,44
2240,BFMC #2240,883,181.27620997117637,,2,16,5,74,58,,24,,
3468,BFMC #3468,884,181.0553661866407,,2,7,2,50,20,16,80,,
4375,BFMC #4375,885,181.0481254840943,,2,11,2,44,50,,46,,23
314,BFMC #314,886,181.03997461406348,,2,14,5,31,44,50,31,,
1232,BFMC #1232,887,180.85433788474862,,2,7,9,26,58,32,44,,
2909,BFMC #2909,888,180.71776555355407,,2,7,9,34,20,74,31,,
322,BFMC #322,889,180.68291420146807,,2,7,9,27,19,,96,,17
1298,BFMC #1298,890,180.61643066633016,,2,7,5,96,44,24,,,
1264,BFMC #1264,891,180.60510699330985,,2,7,2,107,28,32,,,
456,BFMC #456,892,180.60331223056917,,2,7,2,74,33,,60,,
3520,BFMC #3520,893,180.53427607420676,,2,7,2,74,17,,76,,
2480,BFMC #2480,894,180.506715212393,,2,15,2,49,29,,80,,
1639,BFMC #1639,895,180.4736110041942,,2,11,9,33,31,,90,,
81,BFMC #81,896,180.30677897562333,,2,7,9,103,12,,,,44
2992,BFMC #2992,897,180.20987680575328,20,2,7,5,100,20,,24,,
1595,BFMC #1595,898,180.1866000538395,,2,11,5,74,19,,67,,
1685,BFMC #1685,899,180.0387307604569,,2,7,5,44,24,,96,,
4904,BFMC #4904,900,179.9964419016098,,2,11,5,37,69,,53,,
3905,BFMC #3905,901,179.947122272555,,13,15,8,35,12,24,46,,23
326,BFMC #326,902,179.8824751563962,,2,11,8,107,33,16,,,
4332,BFMC #4332,903,179.87370085440264,,2,15,2,74,29,54,,,
4874,BFMC #4874,904,179.76146106183762,17,13,15,5,31,19,18,58,,
1073,BFMC #1073,905,179.73945000831043,,2,7,2,51,96,18,,,
501,BFMC #501,906,179.609683617097,,2,7,2,74,19,16,56,,
649,BFMC #649,907,179.52104953169982,,2,15,5,29,19,24,82,,
3456,BFMC #3456,908,179.49597110474562,20,13,11,8,40,20,18,46,,
2057,BFMC #2057,909,179.4824973119414,,2,15,2,31,33,,93,,
2500,BFMC #2500,910,179.29503501984613,25,2,6,5,82,18,,38,,
4252,BFMC #4252,911,179.26534824764246,,2,16,2,88,19,25,24,,
1262,BFMC #1262,912,179.14940361927657,39,2,7,8,,24,,96,,
333,BFMC #333,913,179.07902308159902,,2,6,9,88,33,,38,,
221,BFMC #221,914,179.03024189106634,,2,11,2,29,19,16,96,,
802,BFMC #802,915,178.87331755040745,,2,7,5,88,20,16,38,,
1057,BFMC #1057,916,178.8414790415237,,2,15,5,27,18,16,93,,
4588,BFMC #4588,917,178.83968545396283,,2,6,2,21,19,15,111,,
2569,BFMC #2569,918,178.77377706293566,,2,15,5,96,12,,46,,
4994,BFMC #4994,919,178.77036098042112,,2,14,2,74,20,32,31,,
3135,BFMC #3135,920,178.74279992695108,,2,14,9,29,69,,53,,
2366,BFMC #2366,921,178.70605224032252,,2,7,2,103,28,,34,,
680,BFMC #680,922,178.69444660796896,,2,11,2,96,19,,46,,
1903,BFMC #1903,923,178.6679158204068,,2,6,9,31,20,22,85,,
3321,BFMC #3321,924,178.57957433061682,17,2,7,8,26,12,,103,,
2706,BFMC #2706,925,178.57683666276395,,2,6,2,29,121,16,,,
1588,BFMC #1588,926,178.52387024544797,,2,6,2,111,20,16,,,17
1546,BFMC #1546,927,178.3532557554358,,2,7,9,27,20,25,85,,
2626,BFMC #2626,928,178.20329558588423,39,2,11,5,100,18,,,,
4178,BFMC #4178,929,178.14854310767154,,2,6,2,96,29,,39,,
809,BFMC #809,930,178.14087557760618,,2,15,2,66,33,,58,,
1637,BFMC #1637,931,178.04604392442036,17,13,7,8,45,24,,44,,17
235,BFMC #235,932,177.98782820559092,17,13,15,2,66,12,25,25,,
1445,BFMC #1445,933,177.9268543167983,,2,6,2,85,29,50,,,
3082,BFMC #3082,934,177.91688958239524,,2,6,2,82,20,18,44,,
207,BFMC #207,935,177.9057608984761,,2,7,2,100,20,,45,,
2574,BFMC #2574,936,177.88381737476146,,2,15,2,67,50,,38,,
156,BFMC #156,937,177.8659717446507,17,13,11,8,51,12,16,46,,
3849,BFMC #3849,938,177.85528958712365,25,2,11,5,34,20,,78,,
1908,BFMC #1908,939,177.79234516242258,,2,6,9,26,27,54,50,,
127,BFMC #127,940,177.7906811535972,,2,7,2,31,29,,103,,
2222,BFMC #2222,941,177.78915019077323,,2,15,8,27,27,,96,,
136,BFMC #136,942,177.77523920782477,,2,6,2,74,19,32,39,,
1664,BFMC #1664,943,177.77429492762138,25,2,6,5,40,14,,82,,
3331,BFMC #3331,944,177.7430175197846,,2,11,2,88,14,,58,,
3142,BFMC #3142,945,177.71157678359484,20,2,14,2,82,29,,25,,
4944,BFMC #4944,946,177.61394658032467,,2,11,5,31,69,32,24,,
3006,BFMC #3006,947,177.6122203119571,,2,11,5,27,27,,103,,
2779,BFMC #2779,948,177.58530249395088,,2,7,5,90,19,,52,,
91,BFMC #91,949,177.54241911524616,,2,11,5,33,19,22,82,,
2636,BFMC #2636,950,177.54171576032155,39,2,11,5,80,12,,25,,
2953,BFMC #2953,951,177.50581494278276,,13,7,5,45,18,24,39,,23
1141,BFMC #1141,952,177.43705362835868,,2,15,5,44,20,32,56,,
4067,BFMC #4067,953,177.4315206045921,25,2,11,2,90,20,,24,,
4625,BFMC #4625,954,177.4084871456478,20,2,11,8,51,31,50,,,
2977,BFMC #2977,955,177.3581051732063,,2,6,5,100,18,,44,,
3020,BFMC #3020,956,177.26116828466206,39,2,15,2,96,20,,,,
1437,BFMC #1437,957,177.22249731660557,,2,6,5,49,20,,93,,
1375,BFMC #1375,958,177.21722265328617,,13,11,5,51,19,32,25,,17
2302,BFMC #2302,959,177.2085340021845,,2,7,8,46,58,22,31,,
1672,BFMC #1672,960,177.18040850316584,25,2,15,8,67,33,,24,,
3383,BFMC #3383,961,176.98997920994736,,2,15,2,46,33,18,56,,
3472,BFMC #3472,962,176.9042681828024,,2,7,5,33,19,50,58,,
200,BFMC #200,963,176.83413219780962,,2,11,5,51,69,18,,,17
803,BFMC #803,964,176.82670602789614,20,2,7,2,74,50,18,,,
4455,BFMC #4455,965,176.76282345812348,,2,6,5,51,33,18,58,,
5081,BFMC #5081,966,176.69816520639932,25,2,16,2,51,20,,58,,
4445,BFMC #4445,967,176.63206648591142,,2,15,2,90,19,,46,,
115,BFMC #115,968,176.51258907862155,25,2,7,5,96,14,,24,,
696,BFMC #696,969,176.48056182101408,,2,16,5,51,27,16,56,,
182,BFMC #182,970,176.42629649354728,,13,6,5,31,14,24,34,,44
1429,BFMC #1429,971,176.27181272493715,25,2,7,5,35,20,,80,,
4180,BFMC #4180,972,176.26470722267564,,2,11,2,48,50,,60,,
5029,BFMC #5029,973,176.13727845159863,,2,15,2,74,28,,52,,
2640,BFMC #2640,974,176.06675437055333,25,2,11,5,29,44,,58,,
4711,BFMC #4711,975,176.05180742129528,,2,7,2,29,29,,80,,23
2609,BFMC #2609,976,175.91542124482558,,2,7,2,34,17,,111,,
87,BFMC #87,977,175.8785665233941,,2,11,5,88,12,16,39,,
3921,BFMC #3921,978,175.84855388393376,,2,7,2,100,17,,46,,
4144,BFMC #4144,979,175.82585312382471,,2,14,5,31,31,50,38,,
762,BFMC #762,980,175.785364155796,,2,16,9,34,12,,76,,23
4327,BFMC #4327,981,175.7596248101828,,13,11,2,31,20,25,52,,17
3651,BFMC #3651,982,175.69060348837277,,2,11,8,21,33,22,76,,
241,BFMC #241,983,175.62999573326525,,2,7,9,50,24,,80,,
3653,BFMC #3653,984,175.57860864659412,,2,6,2,85,18,,60,,
4049,BFMC #4049,985,175.53137388934235,,2,11,2,88,20,50,,,
464,BFMC #464,986,175.52351679643763,,2,16,5,96,20,,34,,
4725,BFMC #4725,987,175.50780412988317,,2,6,8,49,12,,78,,17
3204,BFMC #3204,988,175.47807087682511,17,2,11,5,88,18,,31,,
4240,BFMC #4240,989,175.4221704124547,,2,7,2,85,12,15,50,,
1622,BFMC #1622,990,175.3929321375926,20,13,7,9,34,20,,46,,23
2965,BFMC #2965,991,175.33030687466888,,2,7,2,31,27,50,53,,
277,BFMC #277,992,175.30676366757447,,2,7,2,116,29,16,,,
3046,BFMC #3046,993,175.28127975594643,,2,6,5,107,18,,34,,
542,BFMC #542,994,175.21162381202032,20,2,7,5,29,17,,93,,
3606,BFMC #3606,995,175.14377852036972,,2,7,5,29,19,,93,,17
1328,BFMC #1328,996,175.1361190568576,,2,7,9,26,31,50,46,,
4299,BFMC #4299,997,175.12463450965737,,2,7,2,74,19,,24,,44
2299,BFMC #2299,998,174.97354447884373,,2,15,5,74,19,,34,,23
3218,BFMC #3218,999,174.88488119101783,,2,7,8,34,20,18,82,,
2005,BFMC #2005,1000,174.8648807768357,,2,7,5,44,19,,96,,
2543,BFMC #2543,1001,174.82179631300193,25,2,11,2,88,20,,25,,
2013,BFMC #2013,1002,174.78797983948866,,2,6,5,116,18,25,,,
616,BFMC #616,1003,174.65870416285142,20,13,7,5,45,33,24,25,,
21,BFMC #21,1004,174.6375415825955,,2,6,8,85,18,,52,,
1688,BFMC #1688,1005,174.61423692506938,,2,7,2,31,17,22,90,,
4514,BFMC #4514,1006,174.5529264221282,17,2,15,2,29,28,,78,,
3198,BFMC #3198,1007,174.52028281228758,,2,15,5,88,19,,44,,
1507,BFMC #1507,1008,174.39054224193708,,2,7,2,103,33,,25,,
1682,BFMC #1682,1009,174.32485878079373,,2,16,2,100,20,32,,,
2365,BFMC #2365,1010,174.2916317166031,,2,6,2,50,18,,93,,
3819,BFMC #3819,1011,174.243491931007,,2,6,5,100,20,,39,,
943,BFMC #943,1012,174.21640819468308,20,2,14,5,88,19,,24,,
1667,BFMC #1667,1013,174.13849134965628,20,2,7,2,96,20,,24,,
3422,BFMC #3422,1014,174.13801340194243,,2,15,9,34,44,,67,,
2860,BFMC #2860,1015,174.1265464654558,,2,11,2,107,24,25,,,
3791,BFMC #3791,1016,174.0725899081368,,2,11,5,46,58,,50,,
1345,BFMC #1345,1017,173.98032908711858,,2,7,5,90,17,50,,,
2679,BFMC #2679,1018,173.97525196102544,,2,11,5,34,18,50,50,,
1568,BFMC #1568,1019,173.9364957438073,20,13,11,2,29,27,16,52,,
1395,BFMC #1395,1020,173.81133947433872,,2,14,2,69,33,,51,,
4742,BFMC #4742,1021,173.79720703647237,,2,16,5,33,19,,96,,
29,BFMC #29,1022,173.7617978804509,,2,7,5,31,19,22,85,,
4062,BFMC #4062,1023,173.73063556516956,,2,15,9,49,18,24,52,,
1392,BFMC #1392,1024,173.68448447475328,,2,16,5,45,20,16,67,,
4381,BFMC #4381,1025,173.63999385214024,,2,14,8,85,18,,44,,
923,BFMC #923,1026,173.58828751080773,,2,11,5,90,12,50,,,
4753,BFMC #4753,1027,173.44054833563325,,2,7,2,33,27,50,50,,
2672,BFMC #2672,1028,173.41269798514205,,2,11,5,88,20,,46,,
929,BFMC #929,1029,173.23133957776344,,2,6,8,31,19,25,78,,
4427,BFMC #4427,1030,173.2133820117637,,2,7,5,44,20,,76,,17
4477,BFMC #4477,1031,173.194679057473,,2,7,9,50,19,,38,,44
3251,BFMC #3251,1032,173.1824493206822,,2,15,2,111,17,,,,23
3978,BFMC #3978,1033,173.17176973038428,39,2,7,5,48,19,50,,,
317,BFMC #317,1034,173.0249578956759,,2,7,2,85,24,50,,,
3451,BFMC #3451,1035,172.99673309808003,,2,15,9,34,18,24,67,,
2386,BFMC #2386,1036,172.97910679070353,,2,7,8,90,20,,44,,
2159,BFMC #2159,1037,172.92750466572147,,2,11,2,103,20,32,,,
2066,BFMC #2066,1038,172.9089588962514,,2,7,2,46,20,,93,,
1390,BFMC #1390,1039,172.88998425854172,,2,16,2,40,28,,82,,
935,BFMC #935,1040,172.87985659869565,17,2,11,5,66,18,,51,,
993,BFMC #993,1041,172.87071909273152,,2,11,2,100,24,,31,,
4909,BFMC #4909,1042,172.8553736480631,,2,11,5,44,33,22,53,,
3514,BFMC #3514,1043,172.84086236272586,,2,7,2,116,19,25,,,
2604,BFMC #2604,1044,172.73860609422508,25,2,6,2,26,12,,96,,
355,BFMC #355,1045,172.68512389590313,,2,15,8,29,12,18,85,,
3492,BFMC #3492,1046,172.63771480869687,25,2,6,9,116,12,,,,
4741,BFMC #4741,1047,172.56245963009766,,2,7,5,27,12,50,67,,
2465,BFMC #2465,1048,172.55208109395875,,2,6,2,90,14,16,38,,
4194,BFMC #4194,1049,172.54386886237438,,2,7,5,88,20,,31,,17
2436,BFMC #2436,1050,172.51706815112968,,2,7,5,29,12,54,60,,
1773,BFMC #1773,1051,172.37742784865543,,2,15,2,111,14,,25,,
4855,BFMC #4855,1052,172.33991231496228,,2,16,2,90,19,16,24,,
6,BFMC #6,1053,172.27868995557697,20,13,7,5,29,19,25,51,,
4628,BFMC #4628,1054,172.23361865348534,,2,15,2,27,12,,111,,
2884,BFMC #2884,1055,172.1428098437461,,2,6,8,90,31,,31,,
1006,BFMC #1006,1056,172.13388231267015,,7,7,2,103,50,,,,
4383,BFMC #4383,1057,172.13070298448162,,2,11,5,29,20,,85,,17
3911,BFMC #3911,1058,172.1165116962216,,2,11,2,31,29,16,76,,
3964,BFMC #3964,1059,172.11110720964115,25,2,7,2,33,33,,67,,
2416,BFMC #2416,1060,172.03977210840335,,2,7,2,85,18,,38,,17
2138,BFMC #2138,1061,171.94809125451556,25,2,7,8,96,31,,,,
2358,BFMC #2358,1062,171.93709930196542,39,2,11,8,29,12,,67,,
4779,BFMC #4779,1063,171.88603702106644,,13,11,8,26,24,25,38,,23
596,BFMC #596,1064,171.881980923322,,2,11,2,103,27,,24,,
3673,BFMC #3673,1065,171.86643434213642,,2,16,2,48,17,16,67,,
2463,BFMC #2463,1066,171.85682862894794,,2,15,2,80,19,16,34,,
3655,BFMC #3655,1067,171.83863891525598,,2,7,5,,24,74,58,,
2342,BFMC #2342,1068,171.76045323776927,25,2,15,9,74,19,,24,,
3107,BFMC #3107,1069,171.69376852017652,,2,11,2,96,33,24,,,
1709,BFMC #1709,1070,171.62101812839762,,2,11,8,26,12,24,85,,
4414,BFMC #4414,1071,171.56104615579986,,2,14,5,50,20,,78,,
4038,BFMC #4038,1072,171.53782790214805,,2,15,2,31,28,,90,,
39,BFMC #39,1073,171.53635826810793,,2,11,8,27,31,22,67,,
5003,BFMC #5003,1074,171.40253232861718,,2,15,2,103,28,18,,,
4484,BFMC #4484,1075,171.38786687365027,,2,7,8,35,12,22,82,,
1880,BFMC #1880,1076,171.37823300807838,,13,7,5,31,18,18,58,,17
862,BFMC #862,1077,171.29597004945828,,2,15,9,26,14,16,85,,
568,BFMC #568,1078,171.26691654378408,25,13,7,5,31,18,,46,,23
4791,BFMC #4791,1079,170.99795425375646,,2,7,5,31,12,,111,,
3571,BFMC #3571,1080,170.7436119476857,,2,6,2,88,20,50,,,
388,BFMC #388,1081,170.66478461294383,,2,11,5,116,19,16,,,
1220,BFMC #1220,1082,170.6460278054413,25,13,11,9,21,18,,52,,17
4917,BFMC #4917,1083,170.5669639983701,20,2,16,5,67,18,,39,,
3558,BFMC #3558,1084,170.5647901208951,,2,7,9,26,69,16,38,,
4523,BFMC #4523,1085,170.5637177652401,,2,7,2,85,17,,31,,23
3400,BFMC #3400,1086,170.44312172175682,,2,7,5,66,20,,24,,44
4592,BFMC #4592,1087,170.42666610915413,,2,11,2,103,17,32,,,
1636,BFMC #1636,1088,170.40294680451763,20,13,7,5,21,20,15,67,,
3681,BFMC #3681,1089,170.39443562088584,,2,7,5,85,19,50,,,
1957,BFMC #1957,1090,170.35375984603255,,2,7,5,85,14,16,38,,
537,BFMC #537,1091,170.2860227441575,,2,15,2,26,20,50,52,,
2532,BFMC #2532,1092,170.22666067891666,20,2,16,5,88,20,,,,17
3365,BFMC #3365,1093,170.16889976794053,,2,7,9,69,19,,38,,23
3418,BFMC #3418,1094,170.1530206393274,,2,6,5,31,20,50,52,,
871,BFMC #871,1095,170.13419851848275,,2,11,2,88,19,,46,,
1755,BFMC #1755,1096,170.01042817137107,,2,6,5,85,20,50,,,
1009,BFMC #1009,1097,170.00149654783263,20,2,15,5,33,58,,34,,
261,BFMC #261,1098,169.93913048745756,,2,15,9,107,18,16,,,
3675,BFMC #3675,1099,169.89444660796897,,2,11,2,88,19,,46,,
1791,BFMC #1791,1100,169.8320364927497,,2,6,5,69,18,,67,,
3979,BFMC #3979,1101,169.80703742917956,,2,6,2,74,29,,53,,
2816,BFMC #2816,1102,169.7857709374832,,2,7,9,33,44,22,50,,
1014,BFMC #1014,1103,169.7712575142015,25,2,11,2,74,14,,38,,
1962,BFMC #1962,1104,169.7254878337673,,2,16,5,45,17,22,60,,
2414,BFMC #2414,1105,169.72533018285938,,2,7,2,90,19,15,31,,
4923,BFMC #4923,1106,169.6712482147504,,2,6,5,29,18,54,51,,
