ID,Name,Rank,Rarity_Score,Attributes,Background,BodyObj,CardBank,Class,ClothPattern,ClothesObj,Ear,Expression,Extra,FaceObj,FaceTex,Foreground,Hair,HandObj,HandObj2,Hat,HeadObj,LeftHand,LeftShoulder,Mouth,Nose,RightHand,RightShoulder,Skin,Smock,Tail,Team,Whiskers
2078,Tez Dozen Team κ #158,1542,1357.9941150021277,16,special_ed,kappa_bodyObj1,sextuple,regular,kappa_ptn10,,,,tree5,,,kappa_fg4,,sword,,kappa_hat1,,no,flower2,kappa_mouth6,,yes,,chickenE_1,,kappa_tail4,kappa,
1857,Tez Dozen Team ι #417,1543,1357.2543308206702,14,#84ecbf,iota_bodyObj30,regular,regular,,,iota_ear3,,,iota_faceObj3,,iota_fg12,,carrot,,iota_hat12,,yes,little_monkey,,,yes,,monkeyG_pink,,,iota,
2290,Tez Dozen Team κ #370,1544,1357.249177354255,15,#febe9a,kappa_bodyObj0,regular,regular,,,,,caterpillar2,,,kappa_fg16,,,,kappa_hat4,,no,flower2,kappa_mouth10,,yes,beetle2,chickenF_1,,kappa_tail2,kappa,
1232,Tez Dozen Team θ #032,1545,1357.006379334068,17,#a2c4e3,scarfD,regular,regular,grassland,,theta_typeG,,,theta_typeA,,theta_typeB,,,,trees,theta_typeA,no,player4,theta_typeB,,yes,smilebird,rosybrown,,,theta,
1324,Tez Dozen Team θ #124,1546,1355.2203446891092,17,#8dcbaa,scarfB,regular,regular,meadow,,theta_typeC,,,theta_typeA,,eta_typeD,,,,duck,theta_typeB,no,chafer,theta_typeD,,no,firefly,darkkhaki,,,theta,
1357,Tez Dozen Team θ #157,1547,1355.1019356549507,17,#f4843b,,sextuple,artist_original,,,theta_typeA,,sleeping_sheep,theta_typeA,theta_typeA,theta_typeA,,cake,,jellyfish,theta_typeA,no,,theta_typeA,,yes,smilebird,brown,,,theta,
1650,Tez Dozen Team ι #210,1548,1354.9536623635283,16,#7cb1a8,iota_bodyObj2,regular,regular,,,iota_ear9,,,iota_faceObj10,iota_faceTex4,iota_fg16,,green_leaves,,iota_hat17,,yes,player4,,,yes,,monkeyD_goldenrod,,iota_tail1,iota,
2439,Tez Dozen Team λ #039,1549,1354.7267533534375,13,#ffc486,lambda_bodyObj4,regular,regular,,,,,,,,lambda_fg6,,,,lambda_hat6,,no,ant,,,no,crab,dogF_0,,lambda_tail5,lambda,
2594,Tez Dozen Team λ #194,1550,1354.4201956281327,12,#ffea57,,regular,regular,lambda_ptn1,,,,,,,lambda_fg28,,,,lambda_hat1,,no,arrow,,,no,branch,dogB_0,,,lambda,
86,Tez Dozen Team α #086,1551,1353.5257885165627,14,#fde14f,,regular,regular,vertical,no,,,,alpha_typeB,,,,,,ship,alpha_typeB,no,,,,no,,orange,,alpha_typeA,alpha,alpha_typeC
331,Tez Dozen Team γ #091,1552,1353.4116519419865,15,#02fe73,,regular,regular,cloud,no,,,,,,,,,,volcano,,no,tiger,gamma_typeA,,no,pinetree,yellow,,gamma_typeD,gamma,gamma_typeA
461,Tez Dozen Team δ #101,1553,1353.3798673950034,15,#b8b09e,,sextuple,regular,cross,yes,,delta_typeD,,,,,,cane,,,delta_typeB,no,rabbit,delta_typeD,,yes,,snow,,,delta,delta_typeB
2659,Tez Dozen Team λ #259,1554,1353.3176439863428,14,#b8b5ff,,sextuple,regular,,,,,cactus,lambda_faceObj7,,lambda_fg20,,branches,,lambda_hat9,,no,arrow,,,yes,,dogB_6,,lambda_rare,lambda,
1313,Tez Dozen Team θ #113,1555,1353.2536515468103,18,#a2c4e3,tatto,sextuple,regular,,,theta_typeH,,sleeping_sheep,theta_typeC,theta_typeD,eta_typeC,,milkweed,,unicorn,theta_typeE,no,coral,theta_typeD,,yes,,goldenrod,,,theta,
1788,Tez Dozen Team ι #348,1556,1353.0965302959942,15,#ffb763,iota_bodyObj26,sextuple,regular,,,iota_ear2,,,iota_faceObj10,iota_faceTex4,iota_fg12,,,,iota_hat1,,no,pin,,,yes,icecream_on_sign,monkeyC_rosybrown,,,iota,
70,Tez Dozen Team α #070,1557,1352.63481466524,15,#ff5f02,,regular,regular,dot,yes,,,,alpha_typeB,,,,,,,alpha_typeB,no,dragonfly,,,no,dragonfly,yellow,,alpha_typeD,alpha,alpha_typeA
3209,Tez Dozen Team μ #329,1558,1352.2245292813689,11,#aedea7,,regular,regular,,,,,,,,mu_fg2,,,,mu_hat40,,no,sun,,,no,smoke,pigF_1,,,mu,
1478,Tez Dozen Team ι #038,1559,1351.874736820579,16,#cce4a8,iota_bodyObj4,regular,regular,,,iota_ear9,,,iota_faceObj10,iota_faceTex2,iota_fg10,,,,iota_hat1,,no,cat,,,yes,lizard2,monkeyE_blue_yellow,,iota_tail2,iota,
2776,Tez Dozen Team λ #376,1560,1350.7969028005045,14,#0090c7,lambda_bodyObj4,regular,regular,,,,,monkey_in_lotus,,,lambda_fg1,,milkweed,,lambda_hat4,,no,caterpillar,,,yes,,dogE_1,,lambda_tail6,lambda,
2250,Tez Dozen Team κ #330,1561,1349.9792739747022,15,#8bc69b,,sextuple,regular,kappa_ptn1,,,,tree5,kappa_faceObj4,,kappa_fg0,,tea_cup,,kappa_hat6,,no,dragonfly,kappa_mouth11,,yes,,chickenF_1,,,kappa,
2014,Tez Dozen Team κ #094,1562,1349.5153605293442,15,#c69f92,kappa_bodyObj1,regular,regular,kappa_ptn5,,,,,,,kappa_fg3,,,,kappa_hat13,,no,little_monkey,kappa_mouth3,,no,firefly,chickenE_1,,kappa_tail4,kappa,
1277,Tez Dozen Team θ #077,1563,1349.297913969962,18,#b5ac60,tatto,regular,regular,meadow,,theta_typeE,,,theta_typeE,theta_typeA,theta_typeD,,rice,,volcano,theta_typeB,no,flatfish,theta_typeB,,yes,,palevioletred,,,theta,
2183,Tez Dozen Team κ #263,1564,1348.211148819761,15,#8bc69b,kappa_bodyObj1,regular,regular,kappa_ptn14,,,,tree4,,,kappa_fg17,,,,kappa_hat5,,no,flower3,kappa_mouth5,,yes,grass2,chickenE_2,,,kappa,
1725,Tez Dozen Team ι #285,1565,1348.1524256525609,14,#fac349,iota_bodyObj31,regular,regular,,,iota_ear6,,,iota_faceObj9,,iota_fg2,,,,iota_hat12,,no,flatfish,,,no,branch,monkeyG_blue,,,iota,
1642,Tez Dozen Team ι #202,1566,1348.0737641546002,16,#bcad66,iota_bodyObj4,regular,regular,,,iota_ear4,,kanto_cooking,iota_faceObj3,,iota_fg0,,pu_fan,,iota_hat17,,no,snake2,,,yes,,monkeyF_blue_green,,iota_tail1,iota,
2587,Tez Dozen Team λ #187,1567,1347.2427903423425,13,#ffbd00,,regular,regular,lambda_ptn31,,,,,lambda_faceObj3,,lambda_fg20,,,,lambda_hat4,,no,flower2,,,no,,dogG_6,,lambda_rare,lambda,
708,Tez Dozen Team ε #228,1568,1346.9691659039358,15,#00c2b4,,regular,regular,,no,,,badges,,,,,lotus,,,epsilon_typeC,no,,epsilon_typeB,epsilon_typeD,yes,,darkpurple,,epsilon_typeE,epsilon,epsilon_typeA
1791,Tez Dozen Team ι #351,1569,1345.2546101341518,14,#84ecbf,iota_bodyObj37,regular,regular,,,iota_ear6,,,iota_faceObj9,,iota_fg8,,,,,,no,moth,,,no,smilebird,monkeyG_blue,,iota_tail0,iota,
2703,Tez Dozen Team λ #303,1570,1344.7435499673766,13,#0090c7,,regular,regular,lambda_ptn1,,,,,,,lambda_fg10,,carrot,,lambda_hat32,,no,moth,,,yes,,dogB_0,,lambda_rare,lambda,
2718,Tez Dozen Team λ #318,1571,1344.5815009894377,12,#ffa330,,regular,regular,,,,,,lambda_faceObj2,,lambda_fg6,,,,lambda_hat32,,no,chafer,,,no,bug,dogG_7,,,lambda,
2321,Tez Dozen Team κ #401,1572,1344.3156026255829,13,#6cdcdd,,regular,regular,kappa_ptn14,,,,,,,kappa_fg19,,orange_branch,,kappa_hat13,,no,,kappa_mouth0,,yes,,chickenE_2,,kappa_tail5,kappa,
2355,Tez Dozen Team κ #435,1573,1344.0235621061113,14,#95d1ba,kappa_bodyObj3,regular,regular,kappa_ptn8,,,,,,,kappa_fg16,,blue_leaves,,kappa_hat17,,no,snake2,kappa_mouth13,,yes,,chickenH_1,,,kappa,
2071,Tez Dozen Team κ #151,1574,1343.9588826551621,16,#c3dcb0,kappa_bodyObj2,regular,regular,kappa_ptn12,,,,,kappa_faceObj4,,kappa_fg11,,green_leaves,,kappa_hat0,,no,flatfish2,kappa_mouth12,,yes,,chickenF_1,,kappa_tail1,kappa,
778,Tez Dozen Team ζ #058,1575,1343.7639001290456,17,#c7ab92,,regular,regular,horizon3,yes,,,,zeta_typeD,,delta_typeD,,cup,,ukiyoe,zeta_typeD,no,bush,zeta_typeA,,yes,,lemonyellow_blue,,zeta_typeH,zeta,
2515,Tez Dozen Team λ #115,1576,1343.6354185848074,13,#3d65ff,,regular,regular,lambda_ptn18,,,,,,,lambda_fg23,,peacock,,lambda_hat9,,yes,flatfish2,,,yes,,dogF_2,,lambda_tail5,lambda,
129,Tez Dozen Team β #009,1577,1343.607403660483,13,#fde14f,,regular,regular,,sun,,,,,,,,cup,,,beta_typeA,no,,,beta_typeC,yes,,peach,apron,beta_typeC,beta,
2105,Tez Dozen Team κ #185,1578,1343.5753204362243,15,#d1d380,kappa_bodyObj2,regular,regular,kappa_ptn1,,,,,,,kappa_fg2,,milkweed,,kappa_hat7,,yes,bug2,kappa_mouth11,,yes,,chickenD_2,,kappa_tail2,kappa,
267,Tez Dozen Team γ #027,1579,1343.5320571525913,16,#02fe73,,regular,regular,horizon,no,,,,,,gamma_typeB,,,,top_hat,,no,coconut_tree,gamma_typeB,,no,grass,blue,,gamma_typeC,gamma,gamma_typeA
1503,Tez Dozen Team ι #063,1580,1342.9958541879032,12,#ffffff,,regular,artist_original,,,,,hills,iota_faceObj4,,iota_fg0,,scepter,,iota_hat0,,no,,,,yes,,white,,,iota,
338,Tez Dozen Team γ #098,1581,1342.5953817564098,13,#bad3b9,,regular,regular,cloud,no,,,,,,,,flower,,,,no,,gamma_typeC,,yes,,yellow,,gamma_typeA,gamma,gamma_typeA
2031,Tez Dozen Team κ #111,1582,1342.420554061295,15,#febe9a,,regular,regular,kappa_ptn7,,,,monkey_in_lotus,kappa_faceObj4,,kappa_fg1,,,,kappa_hat17,,no,rabbit,kappa_mouth13,,yes,house,chickenG_2,,,kappa,
1077,Tez Dozen Team η #117,1583,1342.4075792807444,16,#b1623b,,regular,regular,irregular_lines,,,,,eta_typeB,,gamma_typeA,eta_typeB,carrot2,,player2,,yes,ladybug,eta_typeD,,yes,,green_darkbrown,,eta_typeD,eta,
1757,Tez Dozen Team ι #317,1584,1341.4573926494418,12,#c6c06e,,regular,artist_original,,,,,hills,iota_faceObj4,,iota_fg0,,scepter,,iota_hat0,,no,,,,yes,,monkeyA_green,,,iota,
2818,Tez Dozen Team λ #418,1585,1341.0088317826574,12,#f6dd47,,sextuple,regular,,,,,,lambda_faceObj1,,lambda_fg13,,tea_cup,,lambda_hat34,,no,ant,,,yes,,dogG_3,,,lambda,
594,Tez Dozen Team ε #114,1586,1340.712440459465,17,#a3ae8c,,regular,regular,ripple2,yes,,,,,,delta_typeC,,,,leaf,epsilon_typeC,no,flatfish2,epsilon_typeB,epsilon_typeD,no,,darkpurple,,epsilon_typeG,epsilon,epsilon_typeA
2783,Tez Dozen Team λ #383,1587,1340.2138603808403,13,#ffc486,lambda_bodyObj3,sextuple,regular,,,,,,lambda_faceObj6,,lambda_fg11,,,,lambda_hat3,,no,chafer,,,no,beetle2,dogE_1,,,lambda,
1282,Tez Dozen Team θ #082,1588,1339.802068614218,18,#ddc57e,scarfD,regular,regular,birds,,theta_typeE,,,theta_typeD,theta_typeD,eta_typeC,,,,jellyfish,theta_typeE,no,player3,theta_typeC,,yes,firefly,brown,,,theta,
2358,Tez Dozen Team κ #438,1589,1339.5365084484501,15,#dec357,kappa_bodyObj2,sextuple,regular,kappa_ptn10,,,,tree5,,,kappa_fg0,,branches,,kappa_hat16,,no,player4,kappa_mouth0,,yes,,chickenC_1,,,kappa,
2510,Tez Dozen Team λ #110,1590,1339.366486734431,14,#b8b5ff,,regular,regular,lambda_ptn7,,,,,lambda_faceObj1,,lambda_fg2,,mushroom,,lambda_hat8,,yes,player3,,,yes,,dogG_3,,lambda_rare,lambda,
564,Tez Dozen Team ε #084,1591,1339.331265055575,16,#16a3ff,,regular,regular,,no,,,mount,,,epsilon_typeA,,lollipop,,,epsilon_typeA,no,,epsilon_typeC,epsilon_typeD,yes,,purple,,epsilon_typeB,epsilon,epsilon_typeC
260,Tez Dozen Team γ #020,1592,1338.864921298251,13,#b8ffb3,,regular,regular,horizon,yes,,,,,,,,,,,,yes,,gamma_typeC,,yes,spider,black,,gamma_typeD,gamma,gamma_typeB
1392,Tez Dozen Team θ #192,1593,1338.5654462581772,18,#f4843b,scarfD,regular,regular,cloud3,,theta_typeI,,,theta_typeC,theta_typeC,eta_typeC,,,,jellyfish,theta_typeC,no,player4,theta_typeD,,no,grass2,darkkhaki,,,theta,
2699,Tez Dozen Team λ #299,1594,1338.189441721648,13,#f6dd47,,sextuple,regular,lambda_ptn31,,,,,lambda_faceObj2,,lambda_fg0,,book2,,lambda_hat23,,no,little_hamburger,,,yes,,dogG_0,,,lambda,
1756,Tez Dozen Team ι #316,1595,1338.0944459671139,16,#06afe6,iota_bodyObj13,regular,regular,,,iota_ear11,,,iota_faceObj3,iota_faceTex1,iota_fg5,,,,iota_hat3,,no,player4,,,no,branch,monkeyC_rosybrown,,iota_tail7,iota,
1647,Tez Dozen Team ι #207,1596,1338.0657498740195,14,#cfb58f,iota_bodyObj4,regular,regular,,,iota_ear11,,,,,iota_fg5,,,,iota_hat18,,no,player4,,,no,crab,monkeyF_blue_green,,iota_tail1,iota,
2872,Tez Dozen Team λ #472,1597,1337.5792230700322,13,#becbdf,lambda_bodyObj6,sextuple,regular,lambda_ptn21,,,,,,,lambda_fg9,,,,lambda_hat6,,no,player4,,,no,smilebird,dogF_1,,,lambda,
1301,Tez Dozen Team θ #101,1598,1336.5698710559718,15,#f4843b,apron,regular,regular,coral,,theta_typeA,,,,,zeta_typeB,,watermelon,,christmashatB,theta_typeD,yes,,theta_typeC,,yes,,goldenrod,,,theta,
1720,Tez Dozen Team ι #280,1599,1336.484176243668,14,#8dd984,iota_bodyObj17,regular,regular,,,iota_ear2,,,iota_faceObj0,,iota_fg13,,,,iota_hat15,,no,chafer,,,no,,monkeyB_white_brown,,iota_tail7,iota,
2685,Tez Dozen Team λ #285,1600,1335.7757018293782,13,#b8b5ff,,sextuple,regular,lambda_ptn18,,,,,lambda_faceObj6,,lambda_fg4,,dandelion,,,,no,flower2,,,yes,,dogD_0,,lambda_tail0,lambda,
1306,Tez Dozen Team θ #106,1601,1335.7221148672145,18,#a6b980,scarfC,regular,regular,irregular_shape,,theta_typeI,,,theta_typeB,theta_typeC,eta_typeC,,cake,,duck,theta_typeE,no,player4,theta_typeA,,yes,,darkkhaki,,,theta,
2017,Tez Dozen Team κ #097,1602,1335.4901598903775,14,#ffac67,kappa_bodyObj6,regular,regular,kappa_ptn4,,,,,,,kappa_fg8,,fork,,kappa_hat3,,no,bird,kappa_mouth2,,yes,,chickenB_2,,,kappa,
2910,Tez Dozen Team μ #030,1603,1335.338101225635,12,#9ae4ce,mu_bodyObj8,regular,regular,mu_ptn8,,,,,,,mu_fg8,,torch,,,,no,mouse,,,yes,,pigG_2,,,mu,
2628,Tez Dozen Team λ #228,1604,1334.5581902979352,14,#ffbd00,,regular,regular,lambda_ptn31,,,,parrot,lambda_faceObj1,,lambda_fg14,,,,,,no,moth,,,yes,smilebird,dogG_7,,lambda_tail5,lambda,
1281,Tez Dozen Team θ #081,1605,1334.391909225528,18,#a6b980,apron,regular,regular,birds,,theta_typeC,,,theta_typeD,theta_typeB,theta_typeD,,,,palm_tree,theta_typeE,no,player4,theta_typeD,,no,butterfly3,goldenrod,,,theta,
2530,Tez Dozen Team λ #130,1606,1334.091754234552,13,#ffea57,lambda_bodyObj6,regular,regular,lambda_ptn19,,,,,lambda_faceObj6,,lambda_fg5,,peacock,,,,no,,,,yes,,dogH_4,,lambda_tail0,lambda,
1162,Tez Dozen Team η #202,1607,1333.7800494287885,17,#d9ca8d,,regular,regular,,,,,toy_horse,eta_typeC,,eta_typeC,eta_typeA,,,unicorn,leaves3,no,player3,eta_typeD,,yes,branch,yellow_green,,eta_typeA,eta,
2747,Tez Dozen Team λ #347,1608,1333.714368122305,12,#ffff35,,regular,regular,,,,,,lambda_faceObj1,,lambda_fg0,,,,lambda_hat10,,no,bird4,,,no,house,dogG_2,,,lambda,
457,Tez Dozen Team δ #097,1609,1332.5273010139226,16,#da543d,,regular,regular,cross,yes,,delta_typeC,,,,,,,,leaf,delta_typeA,no,tiger,delta_typeA,,no,grass,pink,,,delta,delta_typeD
2237,Tez Dozen Team κ #317,1610,1332.4175079323563,13,#64d5ce,kappa_bodyObj1,regular,regular,,,,,teapot_tree2,,,kappa_fg24,,cake,,kappa_hat5,,no,,kappa_mouth10,,yes,,chickenH_2,,,kappa,
2016,Tez Dozen Team κ #096,1611,1331.9885214279939,13,#fdcb81,kappa_bodyObj0,sextuple,regular,,,,,,,,kappa_fg8,,yellow_chick,,kappa_hat8,,yes,coconut_tree,kappa_mouth1,,yes,,chickenC_1,,,kappa,
1498,Tez Dozen Team ι #058,1612,1331.8507638282697,13,#e3cc59,iota_bodyObj18,sextuple,regular,,,iota_ear1,,,iota_faceObj0,,iota_fg0,,,,iota_hat15,,no,,,,no,,monkeyA_brown,,iota_tail7,iota,
2306,Tez Dozen Team κ #386,1613,1331.757378060017,15,#bd8900,kappa_bodyObj5,sextuple,regular,kappa_ptn12,,,,,kappa_faceObj2,,kappa_fg14,,torch,,kappa_hat17,,no,player4,kappa_mouth1,,yes,,chickenG_2,,,kappa,
2860,Tez Dozen Team λ #460,1614,1331.4143333215884,14,#f6c193,lambda_bodyObj2,regular,regular,,,,,,lambda_faceObj9,,lambda_fg23,,,,lambda_hat12,,no,player3,,,no,smoke,dogD_5,,lambda_tail5,lambda,
2830,Tez Dozen Team λ #430,1615,1331.2996109746432,14,#ff6a03,,regular,regular,lambda_ptn1,,,,,lambda_faceObj9,,lambda_fg15,,flower5,,lambda_hat11,,no,dragon,,,yes,,dogB_0,,lambda_rare,lambda,
2878,Tez Dozen Team λ #478,1616,1331.2467126173997,12,#8ed2d5,,regular,regular,lambda_ptn1,,,,,lambda_faceObj10,,lambda_fg0,,fork,,,,no,beetle3,,,yes,,dogB_4,,,lambda,
2691,Tez Dozen Team λ #291,1617,1331.096603118678,12,#80ced3,lambda_bodyObj3,regular,regular,,,,,,lambda_faceObj11,,lambda_fg28,,pu_fan,,,,yes,cat,,,yes,,dogF_6,,,lambda,
258,Tez Dozen Team γ #018,1618,1330.7829518786598,16,#fa8d1e,,regular,regular,cloud,no,,,,,,gamma_typeA,,,,top_hat,,no,snake,gamma_typeC,,no,dragonfly,yellow,,gamma_typeA,gamma,gamma_typeC
2440,Tez Dozen Team λ #040,1619,1330.6925461086098,12,#b8b5ff,lambda_bodyObj2,regular,regular,,,,,,,,lambda_fg7,,,,lambda_hat23,,yes,little_hamburger,,,yes,branch,dogA_3,,,lambda,
1557,Tez Dozen Team ι #117,1620,1330.539948266483,14,#7ed4c9,iota_bodyObj30,regular,regular,,,iota_ear7,,,iota_faceObj3,,iota_fg3,,dandelion,,iota_hat7,,no,coral,,,yes,,monkeyG_blue,,,iota,
473,Tez Dozen Team δ #113,1621,1330.0392622906725,16,#c7aa8f,,regular,regular,hills,yes,,delta_typeA,,,,delta_typeA,,flag,,,delta_typeC,no,pin,delta_typeA,,yes,,pink,,,delta,delta_typeC
357,Tez Dozen Team γ #117,1622,1329.4012825233608,14,#ffcfc0,,sextuple,regular,triplet,yes,,,,,,,,flower,,leaves,,yes,,gamma_typeA,,yes,,blue,,gamma_typeD,gamma,gamma_typeA
1352,Tez Dozen Team θ #152,1623,1329.3111461817782,18,#d39a81,tatto,regular,regular,meadow,,theta_typeG,,,theta_typeD,theta_typeB,gamma_typeA,,fork,,christmashatA,theta_typeA,no,tree3,theta_typeC,,yes,,olive,,,theta,
1263,Tez Dozen Team θ #063,1624,1329.1786586266576,18,#caad6d,scarfD,regular,regular,meadow,,theta_typeB,,,theta_typeA,theta_typeA,theta_typeC,,,,christmashatA,theta_typeE,no,snake2,theta_typeC,,yes,butterfly3,milk,,,theta,
2661,Tez Dozen Team λ #261,1625,1328.7894627748992,13,#b5d4cb,,regular,regular,,,,,,lambda_faceObj6,,lambda_fg12,,anchor,,lambda_hat10,,no,player4,,,yes,,dogB_5,,lambda_rare,lambda,
1235,Tez Dozen Team θ #035,1626,1328.7075219040157,18,#bad8a9,apron,regular,regular,little_flower,,theta_typeH,,plants,,theta_typeD,gamma_typeB,,milkweed,,volcano,theta_typeC,no,flatfish,theta_typeA,,yes,,milk,,,theta,
2471,Tez Dozen Team λ #071,1627,1328.4950586552159,13,#b8b5ff,lambda_bodyObj4,regular,regular,,,,,fire,,,lambda_fg27,,broom,,lambda_hat6,,no,bug2,,,yes,,dogE_2,,,lambda,
2009,Tez Dozen Team κ #089,1628,1328.2644583631118,13,#c1c48b,,regular,regular,kappa_ptn5,,,,,,,kappa_fg0,,,,kappa_hat2,,no,dragonfly,kappa_mouth11,,no,beetle2,chickenB_2,,,kappa,
1278,Tez Dozen Team θ #078,1629,1328.197537675096,16,#8bbbbc,scarfC,regular,regular,vertical2,,theta_typeI,,,theta_typeB,,theta_typeA,,christmastree,,,theta_typeD,yes,bush,theta_typeC,,yes,,darkkhaki,,,theta,
302,Tez Dozen Team γ #062,1630,1327.2163682518246,15,#6e96ff,,regular,regular,cloud,no,,,,,,,,fan,,bamboo_hat,,no,coconut_tree,gamma_typeC,,yes,,red,,gamma_typeC,gamma,gamma_typeB
167,Tez Dozen Team β #047,1631,1326.8227424419324,12,#7cda88,,regular,regular,,rainbow,,,,beta_typeB,,,,,,,beta_typeD,no,,,beta_typeC,no,,brown,apron,,beta,
1594,Tez Dozen Team ι #154,1632,1325.8400443475987,15,#34bebd,iota_bodyObj22,regular,regular,,,iota_ear4,,,iota_faceObj10,iota_faceTex6,iota_fg3,,,,,,no,chafer,,,yes,icecream_on_sign,monkeyE_rose_pink,,iota_tail3,iota,
1986,Tez Dozen Team κ #066,1633,1325.7078577770135,14,#baa883,kappa_bodyObj5,regular,regular,kappa_ptn11,,,,,kappa_faceObj1,,kappa_fg15,,snake3,,,,no,butterfly,kappa_mouth8,,yes,,chickenF_1,,,kappa,
1241,Tez Dozen Team θ #041,1634,1325.2937744537962,16,#d9d244,,sextuple,regular,irregular_shape,,theta_typeF,,,theta_typeE,theta_typeA,gamma_typeB,,,,,theta_typeD,no,ant,theta_typeB,,no,lizards2,palevioletred,,,theta,
1296,Tez Dozen Team θ #096,1635,1325.2820799669962,15,#ddc57e,scarfA,regular,regular,grassland,,theta_typeI,,,,,zeta_typeB,,tiger,,jellyfish,theta_typeD,yes,,theta_typeB,,yes,,yellow,,,theta,
3011,Tez Dozen Team μ #131,1636,1324.3309660924679,11,#ff6100,mu_bodyObj8,sextuple,regular,mu_ptn22,,,,,,,mu_fg4,,,,mu_hat45,,no,,,,no,,pigF_2,,,mu,
1496,Tez Dozen Team ι #056,1637,1323.6141570039024,16,#7ed4c9,iota_bodyObj25,regular,regular,,,iota_ear12,,,iota_faceObj11,iota_faceTex1,iota_fg11,,carrot,,iota_hat2,,no,player3,,,yes,,monkeyD_goldenrod,,iota_tail8,iota,
2599,Tez Dozen Team λ #199,1638,1322.9959954608396,13,#f6dd47,,regular,regular,lambda_ptn15,,,,,,,lambda_fg0,,ramen,,lambda_hat12,,no,butterfly,,,yes,,dogB_1,,lambda_rare,lambda,
1480,Tez Dozen Team ι #040,1639,1322.7549221347115,13,#cfb58f,iota_bodyObj3,sextuple,regular,,,iota_ear1,,,,,iota_fg17,,,,,,no,snake2,,,yes,smilebird,monkeyF_blue_green,,iota_tail3,iota,
480,Tez Dozen Team δ #120,1640,1322.0515955493365,16,#fe7328,,regular,regular,cross,yes,,delta_typeA,,,,delta_typeC,,,,,delta_typeA,yes,coconut_tree,delta_typeD,,yes,butterfly2,pink,,,delta,delta_typeD
1571,Tez Dozen Team ι #131,1641,1321.8639650898863,15,#776c52,iota_bodyObj32,sextuple,regular,,,iota_ear1,,kanto_cooking,iota_faceObj3,,iota_fg15,,green_leaves,,iota_hat12,,no,coral,,,yes,,monkeyG_peach,,,iota,
2134,Tez Dozen Team κ #214,1642,1321.7532335758901,12,#f5e400,,regular,regular,kappa_ptn7,,,,,,,kappa_fg0,,pu_fan,,kappa_hat3,,no,,kappa_mouth11,,yes,,chickenB_1,,,kappa,
986,Tez Dozen Team η #026,1643,1321.6921206819604,17,#dd9571,,sextuple,regular,irregular_lines,,,,,eta_typeD,,epsilon_typeD,eta_typeA,carrot2,,unicorn,flower4,no,player3,eta_typeD,,yes,,green_darkbrown,,eta_typeD,eta,
1589,Tez Dozen Team ι #149,1644,1321.5722936433476,16,#cec736,iota_bodyObj22,sextuple,regular,,,iota_ear3,,,iota_faceObj9,iota_faceTex2,iota_fg13,,green_leaves,,iota_hat4,,yes,pin,,,yes,,monkeyE_rose_pink,,iota_tail3,iota,
2856,Tez Dozen Team λ #456,1645,1321.5498690326901,14,#75653b,,regular,regular,lambda_ptn15,,,,,lambda_faceObj7,,lambda_fg9,,green_leaves,,lambda_hat10,,yes,bug2,,,yes,,dogB_2,,lambda_rare,lambda,
2755,Tez Dozen Team λ #355,1646,1321.5378656243902,14,#ffbd00,lambda_bodyObj4,sextuple,regular,,,,,,lambda_faceObj10,,lambda_fg6,,belldrum,,lambda_hat9,,no,dog2,,,yes,,dogF_5,,lambda_tail5,lambda,
1595,Tez Dozen Team ι #155,1647,1321.4475525531916,15,#97e2ae,iota_bodyObj14,sextuple,regular,,,iota_ear10,,,iota_faceObj11,,iota_fg6,,balls,,iota_hat2,,yes,coral,,,yes,,monkeyD_olive,,iota_tail4,iota,
2573,Tez Dozen Team λ #173,1648,1321.3795702481066,15,special_ed,lambda_bodyObj3,sextuple,regular,,,,,potted_plants,lambda_faceObj9,,lambda_fg14,,,,lambda_hat11,,no,little_monkey,,,yes,branch,dogH_4,,lambda_tail3,lambda,
1257,Tez Dozen Team θ #057,1649,1321.364656028905,18,#7ec57e,scarfD,regular,regular,little_flower,,theta_typeG,,,theta_typeA,theta_typeB,eta_typeD,,milkweed,,palm_tree,theta_typeC,no,ant,theta_typeA,,yes,,milk,,,theta,
1629,Tez Dozen Team ι #189,1650,1320.893036341163,14,#7cb1a8,iota_bodyObj32,regular,regular,,,iota_ear2,,,iota_faceObj12,,iota_fg7,,,,iota_hat14,,no,little_fairy,,,no,smilebird,monkeyG_peach,,,iota,
2386,Tez Dozen Team κ #466,1651,1320.538921901273,15,#ffac67,kappa_bodyObj1,sextuple,regular,kappa_ptn2,,,,,kappa_faceObj2,,kappa_fg12,,,,kappa_hat7,,no,,kappa_mouth3,,no,smoke,chickenG_2,,kappa_tail0,kappa,
1450,Tez Dozen Team ι #010,1652,1320.2716328552838,16,#e3cc59,iota_bodyObj13,sextuple,regular,,,iota_ear12,,,iota_faceObj11,iota_faceTex2,iota_fg3,,belldrum,,iota_hat9,,no,little_monkey,,,yes,,monkeyD_goldenrod,,iota_tail1,iota,
163,Tez Dozen Team β #043,1653,1320.060020009651,13,#a6b94a,,regular,regular,,lace,,,,,,,,fan,,leaves,beta_typeD,no,,,beta_typeB,yes,,brown,,beta_typeB,beta,
