ID,Name,Rank,Rarity_Score,Attributes,Background,Bling Level,Clothing,Eyewear,Face,Face Detail,Headwear,Skin,Skin Pattern,Special,Tail Spikes,Vest
3227,Tezzardz #3227,2506,85.18029973097966,7,Blue,,Pink Biker,,Straight Tongue Feisty,Scar,Purple Spikes,Purple,Bolt,,,
1998,Tezzardz #1998,2507,85.17780036925711,8,Pink,$$$,Tassle Jacket,Bad Eyesight Reybannes,Split Tongue Angry,,Plain Black Spikes,Orange,Heavy Freckles,,,
1401,Tezzardz #1401,2508,85.1656936785094,9,Green,$$,Patterned Sweater,Plain Specs,Blue Tongue Wavy Not Amused,,Fancy Hat,Yellow,Heavy Freckles,,Bone,
665,Tezzardz #665,2509,85.16058123162257,9,Green,$,Tassle Jacket,Plain Specs,Bent Tongue Feisty,,Yellow Spikes,Orange,Heavy Freckles,,,Pink
1498,Tezzardz #1498,2510,85.15720673217571,8,Blue,$,Rainbow Onesie,Gold Leaf Eye Patch,Straight Tongue Feisty,,Party Pal Hat,Green,Heavy Freckles,,,
3072,Tezzardz #3072,2511,85.14656947493182,6,Blue,,Silk Shirt Blue,,Split Tongue Feisty,,Green Spikes,Yellow,Heavy Freckles,,,
659,Tezzardz #659,2512,85.14524781006097,7,Yellow,,Patterned Tee,Gold Leaf Eye Patch,Straight Tongue Sad,,Backwards Cap Jungle,Green,Freckles,,,
622,Tezzardz #622,2513,85.09781120093939,7,Green,,Rainbow Onesie,Cool Shades,Straight Tongue Feisty,,Backwards Cap,Orange,Heavy,,,
1,Tezzardz #1,2514,85.09581540379318,9,Purple,$,Patterned Tee,Cool Shades,Straight Tongue Sad,,Rainbow Spikes,Purple,Freckles,,Bone,
165,Tezzardz #165,2515,85.08027722377922,8,Blue,$$,Skulls Shell Suit,Cool Shades,Straight Tongue Feisty,,Green Spikes,Red,Heavy,,,
3438,Tezzardz #3438,2516,85.07388887196858,7,Peach,$$$,Video Games Tee,,Straight Tongue Sad,,Fancy Hat,Yellow,Freckles,,,
2757,Tezzardz #2757,2517,85.04984372245909,8,Peach,$,Skulls Shell Suit,Flame Shades,Straight Tongue Sad,,Plain Black Spikes,Purple,Heavy Bolt,,,
1438,Tezzardz #1438,2518,85.04830749345275,8,Pink,$$$$,Rainbow Onesie,,Green Tongue Feisty,,Red Spikes,Green,Heavy,,Gold,
2027,Tezzardz #2027,2519,85.03142524222375,7,Green,,Fk Yeh Sweater,Gold Leaf Eye Patch,Straight Tongue Feisty,,Plain Black Spikes,White,Freckles,,,
1408,Tezzardz #1408,2520,85.02160846710257,8,Yellow,$,Meditation Tee,Disguise Glasses,Straight Tongue Feisty,,Yellow Spikes,Purple,Heavy Freckles,,,
1304,Tezzardz #1304,2521,84.9949858105433,8,Pink,$,Rainbow Onesie,Bad Eyesight Reybannes,Green Tongue Wavy Sassy,,Red Spikes,Orange,Bolt,,,
2961,Tezzardz #2961,2522,84.95540751410465,9,Purple,$$,Tassle Jacket,Disguise Glasses,Straight Tongue Sad,,Limited Spikes,Red,Heavy Freckles,,Bone,
3997,Tezzardz #3997,2523,84.91702787968843,7,Pink,,Permanent Vacation Tee,,Green Tongue Wavy Sassy,,Yellow Spikes,Purple,Heavy,,Bone,
2783,Tezzardz #2783,2524,84.91134772785684,8,Green,,Ghost Tee,Hearts Shades,Straight Tongue Sad,,Backwards Cap Jungle,Yellow,Heavy Bolt,,Gold,
2075,Tezzardz #2075,2525,84.90609214595797,8,Pink,$,Silk Shirt Blue,,Split Tongue Feisty,,Purple Spikes,Purple,Heavy Freckles,,,Red
649,Tezzardz #649,2526,84.89311765369634,8,Blue,,Patterned Sweater,Cool Shades,Split Tongue Feisty,,Plain Black Spikes,White,Bolt,,Rainbow,
3473,Tezzardz #3473,2527,84.89016766999585,9,Pink,$,Patterned Sweater,Gold Leaf Eye Patch,Blue Tongue Wavy Not Amused,,Backwards Cap Jungle,Orange,Heavy Bolt,,Bone,
496,Tezzardz #496,2528,84.86336973630833,7,Purple,,Silk Shirt Blue,,Green Tongue Feisty,Scar,Rainbow Spikes,Red,Bolt,,,
358,Tezzardz #358,2529,84.85701014316757,7,Blue,$,Space Onesie,,Green Tongue Wavy Sassy,,Jester Crown,Red,Heavy Freckles,,,
277,Tezzardz #277,2530,84.85565432277858,9,Peach,$,Silk Shirt Dark,Bad Eyesight Reybannes,Straight Tongue Sad,,Green Spikes,Red,Heavy Bolt,,Bone,
4026,Tezzardz #4026,2531,84.844308989007,8,Peach,$$$,Space Onesie,,Dumb Tongue,,Backwards Cap Jungle,Green,Heavy,,Bone,
1247,Tezzardz #1247,2532,84.81978547522881,7,Yellow,$$,Video Games Tee,,Straight Tongue Feisty,,Hunting Hat,Yellow,Heavy,,,
3570,Tezzardz #3570,2533,84.81821631704909,7,Green,$,Gardening Utility Belt,Flame Shades,Split Tongue Pink Feisty,,,Green,Heavy Bolt,,,
849,Tezzardz #849,2534,84.81679752834408,8,Green,$,Skulls Shell Suit,Cool Shades,Green Tongue Feisty,,,Green,Heavy Bolt,,Rainbow,
1002,Tezzardz #1002,2535,84.76564129079688,8,Peach,$,Video Games Tee,Dopey Swimming Goggles,Straight Tongue Sad,,Plain Black Spikes,Red,Heavy,,,
3520,Tezzardz #3520,2536,84.76347026566661,8,Blue,,Tassle Jacket,Cool Shades,Straight Tongue Feisty,,Rainbow Spikes,Green,Freckles,,,Red
2968,Tezzardz #2968,2537,84.75622439798619,9,Purple,$$$$,Rainbow Onesie,Cool Shades,Split Tongue Feisty,,Green Spikes,Red,Freckles,,Rainbow,
1662,Tezzardz #1662,2538,84.73242967541344,8,Peach,,Ghost Tee,Cool Shades,Dumb Tongue,,Backwards Cap Jungle,Purple,Heavy Bolt,,Rainbow,
3872,Tezzardz #3872,2539,84.70618653634354,7,Peach,,Silk Shirt Blue,Flame Shades,Blue Tongue Wavy Not Amused,,Limited Spikes,Red,Bolt,,,
1704,Tezzardz #1704,2540,84.66154431785131,8,Purple,$$,Gardening Utility Belt,,Straight Tongue Sad,,Rainbow Spikes,Orange,Heavy Freckles,,Bone,
2494,Tezzardz #2494,2541,84.65249655519862,8,Yellow,$,Fk Yeh Sweater,,Dumb Tongue,,Fancy Hat,Purple,Freckles,,Rainbow,
2926,Tezzardz #2926,2542,84.606815371353,8,Pink,$,,Tech Scope,Bent Tongue Feisty,,Plain Black Spikes,Orange,Heavy Bolt,,,Pink
3925,Tezzardz #3925,2543,84.58139564823622,6,Blue,,Silk Shirt Blue,,Green Tongue Feisty,,Yellow Spikes,Green,Heavy Freckles,,,
591,Tezzardz #591,2544,84.54972559675018,9,Purple,$$$,Silk Shirt Dark,Flame Shades,Green Tongue Feisty,Scar,Backwards Cap Jungle,Yellow,Freckles,,,
1471,Tezzardz #1471,2545,84.5310879565946,8,Peach,$$$$,Silk Shirt Dark,Disguise Glasses,Straight Tongue Feisty,,Yellow Spikes,Orange,Freckles,,,
2735,Tezzardz #2735,2546,84.52888938623238,8,Yellow,$,Tassle Jacket,,Straight Tongue Feisty,,Fancy Hat,Green,Heavy Bolt,,,Red
2151,Tezzardz #2151,2547,84.52589536122211,7,Blue,,Tassle Jacket,,Split Tongue Angry,,Backwards Cap,Green,Bolt,,Bone,
3145,Tezzardz #3145,2548,84.48774537346813,9,Purple,$$,Silk Shirt Dark,Gold Leaf Eye Patch,Green Tongue Feisty,,Limited Spikes,Orange,Bolt,,Rainbow,
455,Tezzardz #455,2549,84.48474735719753,9,Peach,$$$$,Silk Shirt Dark,Cool Shades,Split Tongue Angry,,Backwards Cap Jungle,Purple,Heavy Bolt,,Bone,
4036,Tezzardz #4036,2550,84.47922804536711,7,Purple,$$$,Patterned Sweater,Disguise Glasses,Dumb Tongue,,,Green,Heavy Freckles,,,
1129,Tezzardz #1129,2551,84.46895357080692,7,Peach,$$$,Video Games Tee,Flame Shades,Split Tongue Pink Feisty,,,Orange,Heavy,,,
4066,Tezzardz #4066,2552,84.41005295414757,8,Blue,$$$,Video Games Tee,Gold Leaf Eye Patch,Green Tongue Wavy Sassy,,,Red,Heavy Freckles,,Bone,
1358,Tezzardz #1358,2553,84.40864480195499,8,Purple,$,Tassle Jacket,Disguise Glasses,Straight Tongue Sad,,Fancy Hat,Green,Freckles,,,
935,Tezzardz #935,2554,84.3919707934757,9,Green,$,Rainbow Onesie,Disguise Glasses,Green Tongue Feisty,,Red Spikes,Yellow,Freckles,,Bone,
2794,Tezzardz #2794,2555,84.38463032662644,9,Blue,$$$$,Ghost Tee,Gold Leaf Eye Patch,Bent Tongue Feisty,,Red Spikes,Purple,Heavy Bolt,,Bone,
1296,Tezzardz #1296,2556,84.38364995384187,8,Pink,$$,Space Onesie,Bad Eyesight Reybannes,Green Tongue Feisty,,Plain Black Spikes,Green,Heavy,,,
1029,Tezzardz #1029,2557,84.33853746920423,6,Yellow,,Fk Yeh Sweater,Tech Scope,Straight Tongue Sad,,,Green,Heavy Bolt,,,
3307,Tezzardz #3307,2558,84.33200668471426,7,Purple,$,Silk Shirt Blue,,Dumb Tongue,,,Orange,Freckles,,Gold,
1305,Tezzardz #1305,2559,84.32154688220064,8,Purple,,Tassle Jacket,Cool Shades,Dumb Tongue,,Backwards Cap Jungle,Purple,Freckles,,Rainbow,
3552,Tezzardz #3552,2560,84.31523318780025,7,Green,$$$,Fk Yeh Sweater,,Dumb Tongue,,Rainbow Spikes,Green,Heavy,,,
3949,Tezzardz #3949,2561,84.31382405410538,9,Peach,$,Patterned Tee,Cool Shades,Straight Tongue Feisty,,Backwards Cap Jungle,Yellow,Heavy Freckles,,Rainbow,
3822,Tezzardz #3822,2562,84.31326365690138,9,Pink,$,Silk Shirt Blue,Cool Shades,Blue Tongue Wavy Not Amused,,Plain Black Spikes,Green,Heavy,,Rainbow,
406,Tezzardz #406,2563,84.30630558247717,9,Purple,$,Meditation Tee,,Green Tongue Feisty,Scar,Plain Black Spikes,Orange,Heavy Freckles,,Rainbow,
3974,Tezzardz #3974,2564,84.28764323544186,7,Yellow,$$,Tassle Jacket,,Green Tongue Wavy Sassy,,Backwards Cap Flames,Green,Freckles,,,
3555,Tezzardz #3555,2565,84.28689003641631,8,Peach,$,Meditation Tee,,Straight Tongue Feisty,,Hunting Hat,Orange,Heavy,,Rainbow,
3455,Tezzardz #3455,2566,84.28004597379575,8,Yellow,$,Meditation Tee,Cool Shades,Bent Tongue Feisty,,Hunting Hat,Purple,Freckles,,,
2788,Tezzardz #2788,2567,84.25007145895198,8,Yellow,$$,Gardening Utility Belt,Flame Shades,Bent Tongue Feisty,,Green Spikes,Green,Heavy,,,
2908,Tezzardz #2908,2568,84.2493645639676,8,Green,,Rainbow Onesie,Tech Scope,Straight Tongue Feisty,Scar,Purple Spikes,Yellow,Bolt,,,
3596,Tezzardz #3596,2569,84.24394883452814,9,Pink,$$,Meditation Tee,Flame Shades,Split Tongue Feisty,,Yellow Spikes,Green,Heavy Freckles,,Rainbow,
1897,Tezzardz #1897,2570,84.23171986021373,7,Peach,$,Pink Biker,Flame Shades,Blue Tongue Wavy Not Amused,,,Red,Freckles,,,
926,Tezzardz #926,2571,84.23107377569606,9,Yellow,$$$,Ghost Tee,Bad Eyesight Reybannes,Straight Tongue Feisty,,Purple Spikes,Purple,Heavy Freckles,,Bone,
3693,Tezzardz #3693,2572,84.2309264391379,8,Yellow,$$,Ghost Tee,,Straight Tongue Feisty,Scar,Jester Crown,Green,Heavy Freckles,,,
1407,Tezzardz #1407,2573,84.2054108560912,8,Blue,$$,Space Onesie,Gold Leaf Eye Patch,Straight Tongue Feisty,,Hunting Hat,Red,Heavy,,,
289,Tezzardz #289,2574,84.19561463818891,9,Peach,$$,Pink Biker,Cool Shades,Straight Tongue Feisty,,Plain Black Spikes,Orange,Heavy Freckles,,Bone,
155,Tezzardz #155,2575,84.16830594711102,7,Green,,Permanent Vacation Tee,,Green Tongue Feisty,Scar,,Orange,Freckles,,Bone,
2546,Tezzardz #2546,2576,84.14206692072882,7,Blue,$,Fk Yeh Sweater,,Dumb Tongue,,Hunting Hat,Red,Heavy,,,
695,Tezzardz #695,2577,84.13865879514196,6,Blue,,Tassle Jacket,,Green Tongue Feisty,,Rainbow Spikes,Yellow,Heavy Freckles,,,
3259,Tezzardz #3259,2578,84.13005103562311,8,Green,$,Gardening Utility Belt,,Split Tongue Pink Feisty,,Plain Black Spikes,Yellow,Bolt,,Bone,
1966,Tezzardz #1966,2579,84.11963166978983,8,Purple,$$,Video Games Tee,Gold Leaf Eye Patch,Straight Tongue Feisty,,Green Spikes,Purple,Freckles,,,
648,Tezzardz #648,2580,84.02940801695233,9,Pink,$,Silk Shirt Dark,Plain Specs,Dumb Tongue,,Purple Spikes,Red,Heavy,,Bone,
2858,Tezzardz #2858,2581,84.0246103799399,9,Green,,Fk Yeh Sweater,Dopey Swimming Goggles,Green Tongue Feisty,Scar,Red Spikes,Purple,Freckles,,Bone,
59,Tezzardz #59,2582,83.99056978618314,7,Pink,,Fk Yeh Sweater,Bad Eyesight Reybannes,Straight Tongue Feisty,,Rainbow Spikes,Yellow,Freckles,,,
3134,Tezzardz #3134,2583,83.98869621997453,8,Green,,Meditation Tee,Hearts Shades,Straight Tongue Feisty,,Purple Spikes,Red,Bolt,,Rainbow,
117,Tezzardz #117,2584,83.96446857823194,8,Peach,$$,Tassle Jacket,Disguise Glasses,Split Tongue Feisty,,Backwards Cap Jungle,Purple,Bolt,,,
633,Tezzardz #633,2585,83.95222715737219,8,Purple,$$,Patterned Tee,Cool Shades,Straight Tongue Feisty,,Rainbow Spikes,Green,Heavy Bolt,,,
2323,Tezzardz #2323,2586,83.87062262037794,9,Purple,,Ghost Tee,Disguise Glasses,Straight Tongue Feisty,Scar,Plain Black Spikes,Green,Heavy Bolt,,Bone,
1056,Tezzardz #1056,2587,83.85520072487815,9,Pink,$$,Rainbow Onesie,Plain Specs,Bent Tongue Feisty,,Fancy Hat,Yellow,Heavy Bolt,,Bone,
337,Tezzardz #337,2588,83.85196452290798,7,Purple,,Gardening Utility Belt,Flame Shades,Split Tongue Feisty,,Green Spikes,Yellow,Heavy,,,
787,Tezzardz #787,2589,83.84886714445759,8,Green,$,Ghost Tee,Hearts Shades,Bent Tongue Feisty,,Sad Boi Cap,Red,Heavy,,,
2618,Tezzardz #2618,2590,83.84751761067113,9,Yellow,$,Space Onesie,Dopey Swimming Goggles,Straight Tongue Feisty,Scar,Purple Spikes,Green,Heavy,,,
1582,Tezzardz #1582,2591,83.8456058290444,10,Green,$,Silk Shirt Dark,Cool Shades,Straight Tongue Sad,Scar,Yellow Spikes,Green,Heavy,,Bone,
3740,Tezzardz #3740,2592,83.8385466364411,6,Purple,,Ghost Tee,Bad Eyesight Reybannes,Straight Tongue Sad,,,Yellow,Freckles,,,
683,Tezzardz #683,2593,83.80782365024692,8,Peach,$,Patterned Tee,Plain Specs,Bent Tongue Feisty,,Backwards Cap Jungle,Orange,Bolt,,,
424,Tezzardz #424,2594,83.80270086732996,7,Peach,$$$,,,Green Tongue Wavy Sassy,,Backwards Cap,Green,Heavy Freckles,,Rainbow,
764,Tezzardz #764,2595,83.7888733962966,8,Blue,$$$,Silk Shirt Dark,,Split Tongue Pink Feisty,,Hunting Hat,Orange,Freckles,,Bone,
3569,Tezzardz #3569,2596,83.78137386104758,9,Yellow,$$$$,Patterned Sweater,Cool Shades,Split Tongue Pink Feisty,,Purple Spikes,Orange,Bolt,,Bone,
3154,Tezzardz #3154,2597,83.74682481258507,7,Yellow,$,Patterned Sweater,Monocle,Green Tongue Feisty,,,Purple,Heavy Bolt,,,
1770,Tezzardz #1770,2598,83.72739972278136,8,Purple,$,Video Games Tee,Cool Shades,Split Tongue Angry,,Limited Spikes,Orange,Heavy,,,
2677,Tezzardz #2677,2599,83.70250318563339,8,Yellow,$$$,Skulls Shell Suit,,Straight Tongue Feisty,,Yellow Spikes,Orange,Heavy,,Bone,
2601,Tezzardz #2601,2600,83.674474755276,8,Purple,$$,Meditation Tee,Gold Leaf Eye Patch,Split Tongue Angry,,Plain Black Spikes,Yellow,Heavy Bolt,,,
1664,Tezzardz #1664,2601,83.6565004428698,8,Green,,Fk Yeh Sweater,Flame Shades,Dumb Tongue,Scar,Purple Spikes,Yellow,Heavy Freckles,,,
121,Tezzardz #121,2602,83.58186733374647,7,Yellow,,Video Games Tee,,Split Tongue Feisty,,Fancy Hat,Orange,Freckles,,Bone,
2481,Tezzardz #2481,2603,83.50820964025522,9,Green,$$,Fk Yeh Sweater,Hearts Shades,Straight Tongue Sad,,Yellow Spikes,Green,Bolt,,Gold,
3580,Tezzardz #3580,2604,83.50437519964488,8,Purple,$,Space Onesie,,Bent Tongue Feisty,,Backwards Cap,Red,Freckles,,Bone,
636,Tezzardz #636,2605,83.50017858113536,8,Yellow,$$$$,,Cool Shades,Blue Tongue Wavy Not Amused,,Fancy Hat,Green,Heavy Bolt,,Bone,
1156,Tezzardz #1156,2606,83.49811447512502,8,Purple,,Meditation Tee,Flame Shades,Blue Tongue Wavy Not Amused,,Green Spikes,Purple,Bolt,,Bone,
3202,Tezzardz #3202,2607,83.47881785229144,8,Peach,,Patterned Sweater,Plain Specs,Split Tongue Feisty,,Yellow Spikes,Orange,Heavy Bolt,,,Red
3384,Tezzardz #3384,2608,83.4786844559515,7,Green,,Meditation Tee,Gold Leaf Eye Patch,Green Tongue Wavy Sassy,,Green Spikes,Red,Heavy Freckles,,,
1846,Tezzardz #1846,2609,83.46446288374996,9,Blue,$,Silk Shirt Blue,,Green Tongue Wavy Sassy,Scar,Purple Spikes,Green,Heavy Bolt,,Bone,
2688,Tezzardz #2688,2610,83.46215394986352,8,Green,,Patterned Sweater,Dopey Swimming Goggles,Bent Tongue Feisty,,Plain Black Spikes,Orange,Heavy Freckles,,,Pink
3770,Tezzardz #3770,2611,83.45599216657595,8,Yellow,$$,,Flame Shades,Blue Tongue Wavy Not Amused,,Sad Boi Cap,Red,Heavy Freckles,,Rainbow,
4096,Tezzardz #4096,2612,83.4298893982928,8,Pink,$$,Skulls Shell Suit,Cool Shades,Bent Tongue Feisty,,Yellow Spikes,Yellow,Heavy Freckles,,,
2126,Tezzardz #2126,2613,83.42836542992741,9,Peach,$,Space Onesie,Plain Specs,Straight Tongue Sad,,Rainbow Spikes,Orange,Freckles,,Rainbow,
2110,Tezzardz #2110,2614,83.42227094219976,8,Purple,$,Patterned Tee,Flame Shades,Straight Tongue Feisty,,Rainbow Spikes,Orange,Heavy,,,
1512,Tezzardz #1512,2615,83.39658434254626,8,Green,,Silk Shirt Dark,Hearts Shades,Straight Tongue Feisty,,Purple Spikes,Purple,Heavy Freckles,,,Red
2506,Tezzardz #2506,2616,83.38794288773944,9,Green,$$$,Silk Shirt Blue,Flame Shades,Straight Tongue Feisty,,Yellow Spikes,Purple,Heavy,,Rainbow,
1527,Tezzardz #1527,2617,83.38643132150426,8,Green,,Video Games Tee,Cool Shades,Split Tongue Angry,,Limited Spikes,Green,Heavy Freckles,,Bone,
3287,Tezzardz #3287,2618,83.37155592736241,9,Purple,$,Rainbow Onesie,Tech Scope,Green Tongue Feisty,,Plain Black Spikes,Orange,Heavy,,Bone,
218,Tezzardz #218,2619,83.35388992542708,8,Purple,$$,Silk Shirt Blue,,Straight Tongue Sad,,Purple Spikes,Green,Heavy Freckles,,,Red
4146,Tezzardz #4146,2620,83.33828106407752,7,Green,$,Video Games Tee,,Split Tongue Feisty,,Fancy Hat,Orange,Freckles,,,
2853,Tezzardz #2853,2621,83.32969694473614,7,Pink,$$,Rainbow Onesie,,Split Tongue Feisty,,Jester Crown,Green,Heavy Freckles,,,
2933,Tezzardz #2933,2622,83.31951033806094,7,Yellow,$,Fk Yeh Sweater,Monocle,Green Tongue Wavy Sassy,,,Orange,Freckles,,,
1094,Tezzardz #1094,2623,83.31589222681518,8,Blue,,Silk Shirt Dark,Plain Specs,Split Tongue Pink Feisty,,Plain Black Spikes,Purple,Freckles,,Gold,
1729,Tezzardz #1729,2624,83.30272987572012,8,Purple,$$$,Fk Yeh Sweater,Dopey Swimming Goggles,Split Tongue Pink Feisty,,Yellow Spikes,Yellow,Heavy Freckles,,,
776,Tezzardz #776,2625,83.27548714529513,8,Yellow,,Space Onesie,Flame Shades,Split Tongue Pink Feisty,,Rainbow Spikes,Yellow,Freckles,,Bone,
3842,Tezzardz #3842,2626,83.26570188757461,9,Purple,$$,Silk Shirt Dark,Hearts Shades,Split Tongue Pink Feisty,,Plain Black Spikes,Orange,Heavy Bolt,,Bone,
310,Tezzardz #310,2627,83.26026446730118,8,Blue,$,Pink Biker,Cool Shades,Split Tongue Feisty,,Plain Black Spikes,Purple,Heavy,,,
3063,Tezzardz #3063,2628,83.2455211676627,8,Yellow,$$,Gardening Utility Belt,Plain Specs,Bent Tongue Feisty,,Plain Black Spikes,Green,Freckles,,,
3238,Tezzardz #3238,2629,83.23424384845421,9,Pink,$,Patterned Sweater,Flame Shades,Split Tongue Angry,,Red Spikes,Purple,Heavy,,,Pink
1706,Tezzardz #1706,2630,83.20716152848888,8,Green,,Fk Yeh Sweater,Bad Eyesight Reybannes,Bent Tongue Feisty,,Green Spikes,Green,Freckles,,Rainbow,
784,Tezzardz #784,2631,83.20241624405935,8,Peach,$,Ghost Tee,,Blue Tongue Wavy Not Amused,Scar,Hunting Hat,Yellow,Bolt,,,
2835,Tezzardz #2835,2632,83.1893940718318,9,Pink,$$,Fk Yeh Sweater,Dopey Swimming Goggles,Blue Tongue Wavy Not Amused,,Purple Spikes,Red,Freckles,,Bone,
3672,Tezzardz #3672,2633,83.1641226776989,7,Purple,,Fk Yeh Sweater,Dopey Swimming Goggles,Split Tongue Pink Feisty,,Limited Spikes,Green,Heavy Freckles,,,
2334,Tezzardz #2334,2634,83.14182959120858,7,Yellow,$,Meditation Tee,,Straight Tongue Sad,,Sad Boi Cap,Orange,Freckles,,,
1220,Tezzardz #1220,2635,83.12893829317167,8,Pink,$$,Patterned Sweater,Cool Shades,Blue Tongue Wavy Not Amused,,Party Pal Hat,Green,Heavy Freckles,,,
1451,Tezzardz #1451,2636,83.12432965581942,9,Pink,$$$,Silk Shirt Blue,Flame Shades,Split Tongue Angry,,Red Spikes,Yellow,Heavy Freckles,,Bone,
2178,Tezzardz #2178,2637,83.1219290475741,8,Green,$,Patterned Sweater,Disguise Glasses,Split Tongue Angry,,Backwards Cap Jungle,Yellow,Heavy Bolt,,,
2689,Tezzardz #2689,2638,83.11495333156137,7,Purple,$,Video Games Tee,,Split Tongue Pink Feisty,,Red Spikes,Yellow,Heavy Bolt,,,
629,Tezzardz #629,2639,83.11238091500053,8,Pink,$,Patterned Tee,,Blue Tongue Wavy Not Amused,,Limited Spikes,Purple,Freckles,,Bone,
3030,Tezzardz #3030,2640,83.09457869344448,8,Blue,$$$,Silk Shirt Dark,Tech Scope,Straight Tongue Feisty,,Limited Spikes,Purple,Heavy Freckles,,,
3398,Tezzardz #3398,2641,82.99867477919514,8,Peach,$,Fk Yeh Sweater,Flame Shades,Bent Tongue Feisty,,Jester Crown,Purple,Heavy Freckles,,,
3788,Tezzardz #3788,2642,82.96735170936711,9,Purple,$$$$,Tassle Jacket,Cool Shades,Split Tongue Angry,,Backwards Cap Jungle,Purple,Heavy Freckles,,Bone,
2584,Tezzardz #2584,2643,82.93257772248228,8,Blue,,Patterned Tee,Hearts Shades,Straight Tongue Sad,,Plain Black Spikes,Green,Heavy Bolt,,Bone,
2674,Tezzardz #2674,2644,82.92552530422779,7,Yellow,$$$,Space Onesie,Disguise Glasses,Blue Tongue Wavy Not Amused,,,Orange,Freckles,,,
2530,Tezzardz #2530,2645,82.91447145366836,8,Peach,$$,Space Onesie,Disguise Glasses,Split Tongue Feisty,,Yellow Spikes,Yellow,Heavy Bolt,,,
2729,Tezzardz #2729,2646,82.90837696076437,8,Peach,$$,Tassle Jacket,Hearts Shades,Green Tongue Wavy Sassy,,Fancy Hat,Green,Freckles,,,
149,Tezzardz #149,2647,82.9007340489775,7,Purple,$$,Meditation Tee,,Straight Tongue Feisty,,Sad Boi Cap,Red,Heavy Freckles,,,
1534,Tezzardz #1534,2648,82.866143967347,9,Peach,$,Patterned Tee,Cool Shades,Green Tongue Feisty,,Plain Black Spikes,Purple,Heavy,,Rainbow,
4078,Tezzardz #4078,2649,82.86020814943328,8,Pink,$$,Ghost Tee,Cool Shades,Straight Tongue Feisty,,Backwards Cap,Orange,Bolt,,,
623,Tezzardz #623,2650,82.84788629738198,7,Blue,,Ghost Tee,Hearts Shades,Dumb Tongue,,Purple Spikes,Red,Heavy,,,
2700,Tezzardz #2700,2651,82.84430927762091,6,Green,,Ghost Tee,,Split Tongue Feisty,,Fancy Hat,Orange,Bolt,,,
1786,Tezzardz #1786,2652,82.82249946111419,8,Yellow,,Tassle Jacket,Hearts Shades,Blue Tongue Wavy Not Amused,,Limited Spikes,Green,Bolt,,Bone,
2922,Tezzardz #2922,2653,82.81353571479981,8,Green,$$,Patterned Tee,,Bent Tongue Feisty,,Backwards Cap Jungle,Purple,Heavy Bolt,,Rainbow,
3726,Tezzardz #3726,2654,82.80723300217294,9,Purple,$$,Ghost Tee,Gold Leaf Eye Patch,Straight Tongue Feisty,,Hunting Hat,Purple,Bolt,,Bone,
2062,Tezzardz #2062,2655,82.8029797467555,7,Blue,,Silk Shirt Dark,Flame Shades,Straight Tongue Feisty,,Jester Crown,Red,Bolt,,,
3440,Tezzardz #3440,2656,82.78044571351067,8,Green,$,Tassle Jacket,,Green Tongue Wavy Sassy,,Plain Black Spikes,Purple,Heavy Bolt,,,Green
3013,Tezzardz #3013,2657,82.77401298907127,9,Purple,$$,Ghost Tee,Gold Leaf Eye Patch,Straight Tongue Sad,,Rainbow Spikes,Purple,Freckles,,Rainbow,
205,Tezzardz #205,2658,82.7719020169175,7,Purple,$$,Pink Biker,,Green Tongue Wavy Sassy,,Purple Spikes,Orange,Heavy Freckles,,,
2149,Tezzardz #2149,2659,82.76624691456915,8,Purple,$$,Fk Yeh Sweater,Plain Specs,Bent Tongue Feisty,,,White,Heavy Freckles,,Rainbow,
1140,Tezzardz #1140,2660,82.65963378213354,8,Blue,$$$,Ghost Tee,Bad Eyesight Reybannes,Bent Tongue Feisty,,Plain Black Spikes,Yellow,Heavy Bolt,,,
1060,Tezzardz #1060,2661,82.65201063814881,9,Peach,$,Space Onesie,Cool Shades,Straight Tongue Sad,,Party Pal Hat,Purple,Heavy,,Bone,
52,Tezzardz #52,2662,82.64524010018184,8,Peach,$,Space Onesie,Gold Leaf Eye Patch,Green Tongue Feisty,,Fancy Hat,Red,Heavy Freckles,,,
755,Tezzardz #755,2663,82.63965601137384,6,Peach,,Silk Shirt Blue,,Green Tongue Feisty,,Plain Black Spikes,Yellow,Freckles,,,
1399,Tezzardz #1399,2664,82.62982134822835,9,Green,$,Ghost Tee,Plain Specs,Split Tongue Feisty,,Red Spikes,Orange,Heavy Bolt,,Gold,
4092,Tezzardz #4092,2665,82.59944445139439,9,Yellow,$,Rainbow Onesie,Dopey Swimming Goggles,Split Tongue Feisty,,Yellow Spikes,Orange,Heavy Freckles,,Rainbow,
2106,Tezzardz #2106,2666,82.59804020762449,9,Green,$,Video Games Tee,Cool Shades,Green Tongue Wavy Sassy,,Red Spikes,Yellow,Heavy Freckles,,Bone,
3877,Tezzardz #3877,2667,82.5861681253287,8,Yellow,$$$,Silk Shirt Blue,,Split Tongue Pink Feisty,Scar,,Yellow,Heavy Bolt,,Bone,
1281,Tezzardz #1281,2668,82.57208851662983,9,Pink,$,Space Onesie,Gold Leaf Eye Patch,Straight Tongue Feisty,,Fancy Hat,Red,Freckles,,Bone,
2231,Tezzardz #2231,2669,82.56804705487276,7,Yellow,,Skulls Shell Suit,Cool Shades,Straight Tongue Sad,,Red Spikes,Orange,Bolt,,,
