ID,Name,Rank,Rarity_Score,Attributes,Centered,Color Palette,Extra Rotation,Outlined,Padding,Petals,Segments,Shape Type,Shrink,Use Palette Background,X Movement,Y Movement
963,Hash Three Points #963,465,338.32473198507057,12,No,Spring,12,Yes,427,46,6,Fan,0.47,Yes,-26,-15
278,Hash Three Points #278,466,338.2266038693917,12,No,Safford,-8,No,315,27,7,Strip,0.35,No,-32,-22
167,Hash Three Points #167,467,336.93586282573835,12,No,Wasteland,13,Yes,-256,48,6,Strip,0.14,Yes,29,-14
195,Hash Three Points #195,468,336.7073060905118,12,No,Safford,6,No,-256,35,6,Strip,0.35,No,-29,8
394,Hash Three Points #394,469,336.57812374468074,12,No,Kanagawa,-8,Yes,337,31,7,Strip,0.08,Yes,-27,-7
727,Hash Three Points #727,470,336.28193490964054,12,No,Ketchup and Mustard,-6,Yes,-256,50,6,Strip,0.17,No,48,14
200,Hash Three Points #200,471,336.2013159414279,12,No,Vaporwave,-8,Yes,362,35,7,Fan,0.05,Yes,-23,-40
1023,Hash Three Points #1023,472,335.16084610572625,12,No,Monochrome,8,Yes,-256,29,8,Strip,0.5,No,-48,13
299,Hash Three Points #299,473,334.9938498175253,12,No,Viva la Vida,13,No,-256,46,8,Strip,0.14,No,-32,-30
296,Hash Three Points #296,474,334.86404917565545,12,No,Kanagawa,4,No,427,50,7,Fan,0.2,Yes,-20,-2
552,Hash Three Points #552,475,334.5815656889505,12,No,Ketchup and Mustard,12,No,-256,52,7,Strip,0.32,No,-13,-1
906,Hash Three Points #906,476,334.5344924678876,12,No,Safford,-5,No,-256,42,6,Strip,0.35,No,32,36
306,Hash Three Points #306,477,334.2175143910593,12,No,Ketchup and Mustard,5,No,295,23,6,Strip,0.05,No,-1,-11
54,Hash Three Points #54,478,334.1418186730737,12,No,Rose,-1,Yes,427,44,8,Fan,0.29,Yes,18,-10
649,Hash Three Points #649,479,334.01659458692103,12,No,Safford,-7,No,-256,29,8,Strip,0.14,No,39,-19
36,Hash Three Points #36,480,333.982770658916,12,No,Viva la Vida,14,No,-256,52,7,Strip,0.08,No,-26,-12
255,Hash Three Points #255,481,333.9609656611843,12,No,Vaporwave,6,No,-256,46,6,Strip,0.17,Yes,11,25
484,Hash Three Points #484,482,333.9426210996845,12,No,Safford,8,Yes,263,29,8,Strip,0.2,No,1,29
869,Hash Three Points #869,483,333.3728184521864,12,No,Safford,12,No,278,42,8,Strip,0.11,No,23,8
723,Hash Three Points #723,484,332.2011918184207,12,No,Rocketpop,-2,Yes,427,40,6,Fan,0.14,No,-41,12
220,Hash Three Points #220,485,332.0536231640082,12,No,Rose,10,No,392,35,7,Fan,0.26,No,7,35
438,Hash Three Points #438,486,332.0423641335584,12,No,Rose,8,No,392,33,6,Fan,0.05,No,-11,32
468,Hash Three Points #468,487,331.7160968621298,12,No,Hunter,-11,Yes,315,52,7,Strip,0.41,No,-6,-7
256,Hash Three Points #256,488,330.1091122105091,12,No,Wasteland,4,No,392,33,8,Fan,0.23,Yes,14,24
69,Hash Three Points #69,489,329.62502574525865,12,No,Rose,8,Yes,427,27,7,Fan,0.41,No,-3,46
532,Hash Three Points #532,490,329.54776091494296,12,No,Wasteland,-1,Yes,295,29,8,Strip,0.29,Yes,-35,40
974,Hash Three Points #974,491,329.33236801019734,12,No,Earth,6,No,-256,35,8,Strip,0.32,Yes,23,40
30,Hash Three Points #30,492,329.20967398170285,12,No,Mint,-7,No,392,29,7,Fan,0.05,Yes,48,17
152,Hash Three Points #152,493,329.18657283046014,12,No,Ketchup and Mustard,-5,No,-256,33,7,Strip,0.11,No,-7,-42
263,Hash Three Points #263,494,329.1558777218643,12,No,Rocketpop,-1,Yes,-256,23,7,Strip,0.41,No,-32,46
941,Hash Three Points #941,495,329.0658936114522,12,No,Hunter,-1,Yes,-256,31,6,Strip,0.32,No,-27,29
811,Hash Three Points #811,496,328.7454718635261,12,No,Kanagawa,-13,No,-256,50,8,Strip,0.05,Yes,-31,-30
102,Hash Three Points #102,497,328.58123173468425,12,No,Bone,-5,No,295,48,8,Strip,0.32,Yes,-35,-17
97,Hash Three Points #97,498,328.18006549989616,12,No,Safford,-11,No,427,46,7,Fan,0.05,No,-17,-6
691,Hash Three Points #691,499,327.72365695425145,12,No,Monochrome,-8,No,-256,27,8,Strip,0.29,No,-50,-2
506,Hash Three Points #506,500,327.3402539378725,12,No,Safford,-11,No,-256,44,8,Strip,0.23,No,29,-13
77,Hash Three Points #77,501,327.33067068454267,12,No,Safford,5,Yes,-256,21,6,Strip,0.41,No,-48,-1
866,Hash Three Points #866,502,327.30770920338557,12,No,Rose,14,No,263,50,6,Strip,0.41,No,-11,-19
931,Hash Three Points #931,503,327.0167778643157,12,No,Rose,2,No,-256,40,6,Strip,0.35,No,19,-32
617,Hash Three Points #617,504,326.9148891283712,12,No,Ketchup and Mustard,2,No,-256,29,8,Strip,0.17,No,33,22
182,Hash Three Points #182,505,326.80153676534155,12,No,Vaporwave,-6,No,278,44,6,Strip,0.11,Yes,-28,11
615,Hash Three Points #615,506,326.75464477475725,12,No,Safford,-15,No,-256,48,8,Strip,0.29,Yes,-7,14
528,Hash Three Points #528,507,325.8475139305993,12,No,Safford,-8,No,427,31,8,Fan,0.14,No,-50,22
936,Hash Three Points #936,508,325.4252803098393,12,No,Rocketpop,4,No,-256,21,6,Strip,0.11,No,2,18
507,Hash Three Points #507,509,325.11372115364077,12,No,Rocketpop,5,No,-256,33,7,Strip,0.29,No,32,35
377,Hash Three Points #377,510,325.04352138818706,12,No,Mint,3,No,427,52,7,Fan,0.47,Yes,-20,9
381,Hash Three Points #381,511,324.8825438595461,12,No,Mint,5,Yes,-256,38,7,Strip,0.26,Yes,18,-6
86,Hash Three Points #86,512,324.73623083483363,12,No,Kanagawa,1,No,-256,44,7,Strip,0.5,Yes,-48,12
149,Hash Three Points #149,513,324.28896706113585,12,No,Sonoran Sunset,5,No,295,31,7,Strip,0.29,No,-11,-22
486,Hash Three Points #486,514,323.9090504511358,12,No,Bone,-5,No,315,38,7,Strip,0.47,Yes,-23,21
408,Hash Three Points #408,515,323.57258229458574,12,No,Earth,2,No,-256,23,7,Strip,0.38,Yes,13,35
144,Hash Three Points #144,516,323.4306349607142,12,No,Safford,-4,No,362,50,8,Fan,0.44,No,13,-32
892,Hash Three Points #892,517,323.3555034017602,12,No,Safford,5,No,427,21,8,Fan,0.26,No,38,-13
664,Hash Three Points #664,518,322.8289093889257,12,No,Viva la Vida,-1,Yes,-256,27,7,Strip,0.41,No,-31,29
573,Hash Three Points #573,519,322.7913545870023,12,No,Bone,-1,No,-256,21,6,Strip,0.23,Yes,23,3
133,Hash Three Points #133,520,322.13947932007216,12,No,Rose,3,No,263,42,8,Strip,0.2,No,-19,27
289,Hash Three Points #289,521,321.6278961371595,12,No,Ketchup and Mustard,-15,No,263,48,6,Strip,0.26,No,34,-5
161,Hash Three Points #161,522,321.55194946310735,12,No,Bone,14,No,337,46,6,Strip,0.23,Yes,4,-14
6,Hash Three Points #6,523,321.47299937976527,12,No,Viva la Vida,13,No,278,48,7,Strip,0.11,No,21,28
150,Hash Three Points #150,524,321.4053171580245,12,No,Safford,3,Yes,362,46,7,Fan,0.05,No,-12,35
922,Hash Three Points #922,525,321.27396222326024,12,No,Mint,-1,Yes,315,33,6,Strip,0.26,Yes,11,-9
903,Hash Three Points #903,526,321.1965252123298,12,No,Kanagawa,13,Yes,362,40,6,Fan,0.29,Yes,14,-5
365,Hash Three Points #365,527,320.7676195805683,12,No,Hunter,12,No,337,35,7,Strip,0.32,No,-2,-3
860,Hash Three Points #860,528,320.6534236491425,12,No,Ketchup and Mustard,-6,Yes,315,31,8,Strip,0.29,No,-20,5
972,Hash Three Points #972,529,320.30178119475073,12,No,Viva la Vida,-12,No,263,38,7,Strip,0.2,No,8,-24
445,Hash Three Points #445,530,320.2171699200736,12,No,Ketchup and Mustard,-1,No,-256,50,7,Strip,0.38,No,-35,26
154,Hash Three Points #154,531,320.0656546578733,12,No,Viva la Vida,1,Yes,-256,40,6,Strip,0.38,No,-34,-12
876,Hash Three Points #876,532,319.73655379685374,12,No,Wasteland,-9,No,362,29,8,Fan,0.05,Yes,-32,39
757,Hash Three Points #757,533,319.6852328643042,12,No,Hunter,-11,No,263,46,8,Strip,0.05,No,-10,-25
207,Hash Three Points #207,534,319.60865088076787,12,No,Rocketpop,7,No,362,38,6,Fan,0.08,No,-14,-31
859,Hash Three Points #859,535,319.14506224570914,12,No,Vaporwave,5,No,263,44,6,Strip,0.47,Yes,-41,-12
434,Hash Three Points #434,536,318.8956434530651,12,No,Ketchup and Mustard,-14,No,-256,48,6,Strip,0.2,No,-32,-10
465,Hash Three Points #465,537,318.50945482310544,12,No,Rocketpop,2,No,295,35,7,Strip,0.5,Yes,-16,-33
608,Hash Three Points #608,538,318.43066676346837,12,No,Vaporwave,-2,No,263,38,8,Strip,0.35,Yes,10,-31
825,Hash Three Points #825,539,317.76901019275454,12,No,Bone,-13,No,-256,52,6,Strip,0.17,Yes,-17,-12
882,Hash Three Points #882,540,317.51299422743074,12,No,Kanagawa,2,No,315,31,6,Strip,0.14,Yes,-17,35
832,Hash Three Points #832,541,317.39724454726235,12,No,Ketchup and Mustard,-10,No,392,38,6,Fan,0.05,No,-2,-18
747,Hash Three Points #747,542,317.27178064971974,12,No,Hunter,10,Yes,278,44,8,Strip,0.5,No,19,5
1006,Hash Three Points #1006,543,316.58131645134057,12,No,Vaporwave,-11,No,427,35,7,Fan,0.47,Yes,27,31
702,Hash Three Points #702,544,316.36882513225754,12,No,Rocketpop,-6,No,315,35,8,Strip,0.14,No,-31,-7
302,Hash Three Points #302,545,315.85992461882495,12,No,Safford,5,Yes,315,27,7,Strip,0.17,No,22,8
495,Hash Three Points #495,546,315.6959838985674,12,No,Viva la Vida,1,Yes,337,44,7,Strip,0.44,No,-12,40
671,Hash Three Points #671,547,315.52124716142055,12,No,Safford,-7,No,-256,46,6,Strip,0.2,No,5,18
122,Hash Three Points #122,548,315.5191429878713,12,No,Kanagawa,5,No,295,33,8,Strip,0.5,Yes,24,28
361,Hash Three Points #361,549,315.4764967356141,12,No,Earth,-13,No,295,42,6,Strip,0.26,Yes,-8,12
326,Hash Three Points #326,550,315.3716215788333,12,No,Vaporwave,11,No,295,38,8,Strip,0.23,Yes,15,16
524,Hash Three Points #524,551,314.9261705172855,12,No,Hunter,13,No,-256,50,7,Strip,0.17,Yes,-18,25
181,Hash Three Points #181,552,314.87931719791834,12,No,Earth,1,No,362,27,7,Fan,0.35,Yes,0,-50
640,Hash Three Points #640,553,314.69525708064856,12,No,Vaporwave,-3,No,295,21,7,Strip,0.38,Yes,27,-33
779,Hash Three Points #779,554,314.03544210903334,12,No,Hunter,10,Yes,315,52,8,Strip,0.11,No,7,-26
914,Hash Three Points #914,555,314.0171380937457,12,No,Hunter,-7,No,-256,40,8,Strip,0.5,No,-32,-35
701,Hash Three Points #701,556,313.24149576132857,12,No,Ketchup and Mustard,-14,No,-256,52,8,Strip,0.41,No,-19,39
604,Hash Three Points #604,557,313.0860284080194,12,No,Sonoran Sunset,-5,No,315,27,7,Strip,0.05,Yes,38,-19
900,Hash Three Points #900,558,312.99746896867515,12,No,Kanagawa,10,No,-256,48,7,Strip,0.35,Yes,-34,-1
873,Hash Three Points #873,559,312.763805134197,12,No,Safford,-12,Yes,427,42,6,Fan,0.17,No,-22,-8
442,Hash Three Points #442,560,312.7634069213344,12,No,Rocketpop,11,No,362,35,7,Fan,0.35,No,8,-24
51,Hash Three Points #51,561,312.65742057602165,12,No,Viva la Vida,-10,No,362,42,7,Fan,0.35,Yes,-5,-31
812,Hash Three Points #812,562,312.0648386279262,12,No,Rocketpop,10,No,-256,50,6,Strip,0.38,No,-13,13
1,Hash Three Points #1,563,311.4877244282286,12,No,Sonoran Sunset,-4,No,-256,52,7,Strip,0.11,No,-26,19
63,Hash Three Points #63,564,311.2312652698335,12,No,Wasteland,3,No,362,31,6,Fan,0.05,Yes,-14,32
877,Hash Three Points #877,565,311.1568499143509,12,No,Mint,9,No,315,48,7,Strip,0.11,Yes,-12,-36
975,Hash Three Points #975,566,310.8733726849663,12,No,Rose,3,No,362,27,7,Fan,0.44,No,-17,-36
269,Hash Three Points #269,567,309.87970081697335,12,No,Vaporwave,1,No,-256,29,7,Strip,0.2,Yes,-21,-23
1007,Hash Three Points #1007,568,309.73408966834137,12,No,Hunter,-14,No,278,44,7,Strip,0.11,No,1,-30
424,Hash Three Points #424,569,309.6970490727117,12,No,Safford,9,No,-256,38,7,Strip,0.38,Yes,38,-17
569,Hash Three Points #569,570,309.56214335435004,12,No,Safford,-5,No,295,50,7,Strip,0.44,No,18,-13
918,Hash Three Points #918,571,309.2900436848839,12,No,Viva la Vida,-3,No,337,21,8,Strip,0.11,No,-25,-10
810,Hash Three Points #810,572,309.20758152591554,12,No,Viva la Vida,11,No,-256,48,7,Strip,0.29,No,24,3
475,Hash Three Points #475,573,308.70315013742334,12,No,Bone,1,No,427,46,8,Fan,0.11,Yes,-7,-18
380,Hash Three Points #380,574,308.6445514554253,12,No,Mint,-5,Yes,295,38,7,Strip,0.5,Yes,7,-36
650,Hash Three Points #650,575,308.6266511920872,12,No,Safford,1,No,278,25,8,Strip,0.14,No,16,31
498,Hash Three Points #498,576,308.46670884610256,12,No,Safford,8,No,337,44,7,Strip,0.08,No,-27,-23
242,Hash Three Points #242,577,307.8737522285433,12,No,Spring,-11,No,362,48,7,Fan,0.14,Yes,28,-8
168,Hash Three Points #168,578,307.7963702595523,12,No,Sonoran Sunset,9,No,278,50,8,Strip,0.08,No,20,-2
104,Hash Three Points #104,579,307.6610357168381,12,No,Viva la Vida,-13,Yes,-256,44,6,Strip,0.05,No,8,39
151,Hash Three Points #151,580,307.6556935400812,12,No,Mint,-13,Yes,362,52,8,Fan,0.38,Yes,-11,-5
404,Hash Three Points #404,581,307.1319771891284,12,No,Rocketpop,-8,No,315,29,8,Strip,0.38,No,2,28
238,Hash Three Points #238,582,307.12355970862353,12,No,Sonoran Sunset,8,Yes,-256,31,7,Strip,0.35,No,2,-35
407,Hash Three Points #407,583,306.48808289161434,12,No,Bone,-4,No,263,35,6,Strip,0.41,Yes,-32,-9
586,Hash Three Points #586,584,306.40546047811495,12,No,Mint,-2,No,-256,33,7,Strip,0.26,Yes,21,15
239,Hash Three Points #239,585,306.2947941094861,12,No,Rose,9,No,337,29,6,Strip,0.08,No,13,-8
740,Hash Three Points #740,586,305.8397264449697,12,No,Vaporwave,-2,No,315,29,7,Strip,0.41,Yes,2,-10
18,Hash Three Points #18,587,305.781365679941,12,No,Monochrome,11,Yes,263,44,7,Strip,0.11,No,-27,-9
659,Hash Three Points #659,588,305.51175279858626,12,No,Rose,3,Yes,-256,48,6,Strip,0.38,No,28,-29
641,Hash Three Points #641,589,305.3247572325072,12,No,Vaporwave,-9,No,295,29,7,Strip,0.17,Yes,-18,-18
89,Hash Three Points #89,590,305.2455160961331,12,No,Ketchup and Mustard,11,No,263,35,7,Strip,0.47,No,13,5
983,Hash Three Points #983,591,305.21581103934045,12,No,Earth,-6,No,427,40,8,Fan,0.5,Yes,38,-11
137,Hash Three Points #137,592,305.18840435412596,12,No,Earth,7,No,337,35,6,Strip,0.17,Yes,10,-40
985,Hash Three Points #985,593,304.29567050091373,12,No,Earth,-1,No,315,31,7,Strip,0.41,Yes,28,20
738,Hash Three Points #738,594,304.26047498090475,12,No,Mint,11,Yes,362,50,7,Fan,0.47,Yes,24,22
654,Hash Three Points #654,595,304.0163341772627,12,No,Bone,-10,No,427,48,6,Fan,0.41,Yes,-18,24
519,Hash Three Points #519,596,303.9035971823065,12,No,Safford,-3,Yes,392,38,7,Fan,0.26,No,-36,-1
35,Hash Three Points #35,597,303.8484348583104,12,No,Bone,10,No,362,50,7,Fan,0.41,Yes,17,-33
165,Hash Three Points #165,598,303.81831724297786,12,No,Hunter,1,No,392,23,8,Fan,0.17,No,32,16
790,Hash Three Points #790,599,303.59521125148444,12,No,Wasteland,2,No,427,29,7,Fan,0.14,Yes,6,32
1010,Hash Three Points #1010,600,303.16616453988695,12,No,Kanagawa,-8,Yes,-256,50,6,Strip,0.47,Yes,-42,-5
927,Hash Three Points #927,601,303.04151069633525,12,No,Bone,-11,Yes,392,44,7,Fan,0.47,Yes,-6,-10
602,Hash Three Points #602,602,302.96423301442064,12,No,Safford,10,No,-256,48,8,Strip,0.44,Yes,34,10
466,Hash Three Points #466,603,302.4744093615119,12,No,Ketchup and Mustard,4,No,392,23,8,Fan,0.11,No,-25,7
315,Hash Three Points #315,604,302.01720044930426,12,No,Rocketpop,-2,No,315,52,8,Strip,0.14,No,-6,21
209,Hash Three Points #209,605,301.58492214888673,12,No,Safford,10,Yes,392,46,6,Fan,0.35,Yes,-18,-23
32,Hash Three Points #32,606,300.94564243321713,12,No,Rose,-6,Yes,-256,33,8,Strip,0.32,No,-34,-11
818,Hash Three Points #818,607,300.9203050044501,12,No,Ketchup and Mustard,-7,No,-256,29,6,Strip,0.44,Yes,-50,14
579,Hash Three Points #579,608,300.8796325376063,12,No,Monochrome,9,No,263,52,7,Strip,0.29,No,-12,-14
28,Hash Three Points #28,609,300.72219061473834,12,No,Ketchup and Mustard,6,Yes,-256,46,6,Strip,0.29,No,-22,19
440,Hash Three Points #440,610,300.56867512413805,12,No,Spring,-6,No,392,23,6,Fan,0.29,Yes,6,-35
262,Hash Three Points #262,611,300.4759012394879,12,No,Spring,1,No,392,44,8,Fan,0.17,Yes,7,-17
697,Hash Three Points #697,612,300.3400145956647,12,No,Rocketpop,6,No,-256,25,6,Strip,0.44,No,15,24
756,Hash Three Points #756,613,299.86451960179215,12,No,Earth,7,Yes,-256,29,7,Strip,0.17,Yes,-14,46
850,Hash Three Points #850,614,298.9204556355884,12,No,Bone,4,No,315,38,8,Strip,0.29,Yes,-16,-25
837,Hash Three Points #837,615,298.74727851596776,12,No,Rose,-2,No,-256,23,6,Strip,0.2,No,-19,39
1012,Hash Three Points #1012,616,298.6443344271478,12,No,Bone,-11,No,-256,42,7,Strip,0.11,Yes,-31,2
471,Hash Three Points #471,617,298.6260883457438,12,No,Vaporwave,-6,No,-256,52,7,Strip,0.47,Yes,14,-13
233,Hash Three Points #233,618,298.4482582115594,12,No,Bone,-3,No,-256,23,7,Strip,0.35,Yes,32,40
946,Hash Three Points #946,619,298.2927875613152,12,No,Bone,-6,No,-256,38,7,Strip,0.29,Yes,7,-3
1002,Hash Three Points #1002,620,298.0966799924841,12,No,Sonoran Sunset,-6,Yes,362,33,7,Fan,0.38,No,17,-18
595,Hash Three Points #595,621,297.88735201410407,12,No,Sonoran Sunset,5,No,392,25,8,Fan,0.32,No,10,-40
942,Hash Three Points #942,622,297.8525873516762,12,No,Vaporwave,4,Yes,362,38,7,Fan,0.14,Yes,-26,22
80,Hash Three Points #80,623,297.1600004319545,12,No,Safford,10,Yes,315,38,6,Strip,0.08,No,-8,19
851,Hash Three Points #851,624,297.13220383126026,12,No,Sonoran Sunset,6,No,427,38,7,Fan,0.08,No,-8,24
329,Hash Three Points #329,625,297.0903941239027,12,No,Mint,-12,No,263,42,6,Strip,0.47,Yes,-19,-1
33,Hash Three Points #33,626,296.7878314785423,12,No,Safford,-15,No,-256,48,7,Strip,0.35,Yes,-6,-11
567,Hash Three Points #567,627,296.7761859998615,12,No,Viva la Vida,12,No,-256,46,8,Strip,0.26,No,-23,9
863,Hash Three Points #863,628,296.37493508671184,12,No,Bone,1,Yes,-256,52,6,Strip,0.23,Yes,-36,-1
455,Hash Three Points #455,629,296.09251881070395,12,No,Mint,11,No,-256,44,8,Strip,0.29,Yes,32,6
1004,Hash Three Points #1004,630,295.5552334181608,12,No,Ketchup and Mustard,-6,No,392,38,7,Fan,0.5,No,19,-5
106,Hash Three Points #106,631,295.47954976671093,12,No,Bone,5,No,-256,27,7,Strip,0.35,Yes,14,-13
490,Hash Three Points #490,632,295.44174884341766,12,No,Kanagawa,7,Yes,-256,21,7,Strip,0.47,Yes,43,8
611,Hash Three Points #611,633,295.2150690213654,12,No,Ketchup and Mustard,10,Yes,337,42,6,Strip,0.23,Yes,5,22
378,Hash Three Points #378,634,294.9500565325303,12,No,Earth,7,No,-256,25,7,Strip,0.26,Yes,2,7
939,Hash Three Points #939,635,294.74671038583466,12,No,Spring,9,No,427,44,7,Fan,0.08,Yes,-28,1
87,Hash Three Points #87,636,294.321914736619,12,No,Monochrome,-9,Yes,263,33,7,Strip,0.11,No,5,-2
1015,Hash Three Points #1015,637,294.16821539697156,12,No,Vaporwave,-8,No,278,40,7,Strip,0.5,Yes,-10,9
301,Hash Three Points #301,638,294.16170168113956,12,No,Safford,6,No,337,40,8,Strip,0.05,Yes,13,-8
605,Hash Three Points #605,639,294.09596556496024,12,No,Safford,9,No,-256,44,7,Strip,0.11,No,-10,-36
199,Hash Three Points #199,640,294.08737794041247,12,No,Monochrome,3,No,263,42,7,Strip,0.17,No,-12,-14
624,Hash Three Points #624,641,293.9981994778047,12,No,Hunter,-3,No,427,46,7,Fan,0.5,No,-7,7
65,Hash Three Points #65,642,293.89157922587026,12,No,Hunter,14,No,-256,48,6,Strip,0.14,No,-7,5
72,Hash Three Points #72,643,293.85979302101026,12,No,Sonoran Sunset,4,Yes,-256,29,7,Strip,0.47,No,-15,-40
838,Hash Three Points #838,644,293.0014491308497,12,No,Ketchup and Mustard,-14,Yes,337,48,6,Strip,0.44,No,-5,26
399,Hash Three Points #399,645,292.7966291352799,12,No,Rose,-4,No,-256,42,8,Strip,0.17,No,20,-15
1011,Hash Three Points #1011,646,292.48769039464474,12,No,Rose,9,No,392,44,6,Fan,0.32,No,-16,-19
830,Hash Three Points #830,647,292.4367992915012,12,No,Wasteland,13,No,392,46,7,Fan,0.14,Yes,1,-15
852,Hash Three Points #852,648,292.0926050658553,12,No,Earth,-13,No,278,48,6,Strip,0.47,Yes,-2,4
382,Hash Three Points #382,649,291.9534916492011,12,No,Mint,4,Yes,337,25,7,Strip,0.26,Yes,-9,-40
7,Hash Three Points #7,650,291.64730790174815,12,No,Ketchup and Mustard,-3,Yes,-256,25,8,Strip,0.17,No,-10,-9
835,Hash Three Points #835,651,291.5716503323174,12,No,Bone,4,No,337,21,7,Strip,0.2,Yes,21,-36
511,Hash Three Points #511,652,291.5359493988768,12,No,Ketchup and Mustard,3,Yes,392,27,7,Fan,0.38,No,-19,-14
1017,Hash Three Points #1017,653,291.49892698120425,12,No,Rocketpop,-14,No,-256,46,8,Strip,0.26,No,21,-36
949,Hash Three Points #949,654,291.4616996274733,12,No,Monochrome,-10,No,427,52,7,Fan,0.2,No,5,5
915,Hash Three Points #915,655,290.9141506899262,12,No,Wasteland,2,No,278,40,7,Strip,0.38,Yes,-2,-3
758,Hash Three Points #758,656,290.625968478499,12,No,Spring,-9,No,362,42,6,Fan,0.5,Yes,-5,25
961,Hash Three Points #961,657,290.23706386347715,12,No,Safford,-10,No,263,33,6,Strip,0.17,No,-22,-8
83,Hash Three Points #83,658,290.05470048120117,12,No,Vaporwave,1,No,-256,52,8,Strip,0.5,Yes,28,-17
44,Hash Three Points #44,659,289.59328825755824,12,No,Vaporwave,9,No,427,48,7,Fan,0.41,Yes,-15,-13
228,Hash Three Points #228,660,289.55656332493015,12,No,Rose,7,No,362,35,8,Fan,0.23,Yes,-7,-25
853,Hash Three Points #853,661,289.48732034749673,12,No,Spring,-11,No,362,40,7,Fan,0.5,Yes,15,-5
614,Hash Three Points #614,662,289.4652759572018,12,No,Safford,12,No,315,48,6,Strip,0.32,No,21,-25
452,Hash Three Points #452,663,289.2532934778999,12,No,Rocketpop,-7,Yes,263,46,7,Strip,0.41,No,-4,-2
193,Hash Three Points #193,664,289.1917166217023,12,No,Sonoran Sunset,-6,No,278,48,7,Strip,0.2,No,-2,-29
929,Hash Three Points #929,665,289.16534992005575,12,No,Monochrome,1,No,315,35,6,Strip,0.17,No,19,-4
118,Hash Three Points #118,666,289.1492184702512,12,No,Bone,-2,No,263,25,7,Strip,0.38,Yes,-31,-36
562,Hash Three Points #562,667,289.1260312696547,12,No,Spring,5,Yes,315,50,8,Strip,0.14,Yes,-23,-2
776,Hash Three Points #776,668,288.79447396676096,12,No,Vaporwave,9,Yes,-256,44,7,Strip,0.44,Yes,-15,28
710,Hash Three Points #710,669,288.3342775692207,12,No,Safford,12,No,-256,40,8,Strip,0.2,No,-5,-33
773,Hash Three Points #773,670,288.05496247063724,12,No,Hunter,-3,No,392,38,6,Fan,0.2,No,-6,-32
736,Hash Three Points #736,671,287.73996274977765,12,No,Safford,-9,No,263,52,8,Strip,0.08,No,27,-9
916,Hash Three Points #916,672,287.7303334022875,12,No,Safford,-2,No,315,52,6,Strip,0.11,No,-27,-32
260,Hash Three Points #260,673,287.5069268031972,12,No,Viva la Vida,-2,No,-256,38,8,Strip,0.38,No,8,36
580,Hash Three Points #580,674,287.3851865546484,12,No,Sonoran Sunset,-5,Yes,-256,46,7,Strip,0.47,No,18,3
514,Hash Three Points #514,675,286.8743534483033,12,No,Earth,-3,No,337,38,7,Strip,0.26,Yes,13,12
267,Hash Three Points #267,676,286.8242516731823,12,No,Vaporwave,-11,No,263,44,8,Strip,0.35,Yes,7,9
428,Hash Three Points #428,677,286.7355720825907,12,No,Wasteland,-7,Yes,-256,29,7,Strip,0.32,Yes,-31,10
1018,Hash Three Points #1018,678,286.70160677770417,12,No,Monochrome,5,No,362,29,8,Fan,0.08,No,-42,1
447,Hash Three Points #447,679,286.6862377176503,12,No,Viva la Vida,7,No,392,25,6,Fan,0.08,No,14,8
629,Hash Three Points #629,680,286.4831707821131,12,No,Earth,-11,Yes,-256,52,7,Strip,0.08,Yes,3,20
725,Hash Three Points #725,681,286.2144272539529,12,No,Vaporwave,-4,No,-256,25,8,Strip,0.05,Yes,-35,5
213,Hash Three Points #213,682,286.1905523126237,12,No,Sonoran Sunset,-3,No,295,33,8,Strip,0.44,No,-9,27
78,Hash Three Points #78,683,285.54034876441995,12,No,Rocketpop,6,No,-256,23,6,Strip,0.5,No,5,40
819,Hash Three Points #819,684,285.2786527507994,12,No,Mint,-7,No,263,50,7,Strip,0.17,Yes,3,-23
588,Hash Three Points #588,685,285.19459971258215,12,No,Bone,-14,Yes,392,52,7,Fan,0.5,Yes,-11,22
986,Hash Three Points #986,686,285.1837561668659,12,No,Kanagawa,9,No,295,46,7,Strip,0.38,Yes,-31,-26
998,Hash Three Points #998,687,285.0655889895788,12,No,Earth,8,No,-256,52,7,Strip,0.11,Yes,-23,3
546,Hash Three Points #546,688,285.0152270372296,12,No,Monochrome,-11,No,427,46,6,Fan,0.38,No,-25,-1
568,Hash Three Points #568,689,284.97973967612603,12,No,Monochrome,4,No,427,29,7,Fan,0.47,No,-10,16
951,Hash Three Points #951,690,284.96661845419317,12,No,Sonoran Sunset,7,No,-256,31,8,Strip,0.32,No,-2,25
999,Hash Three Points #999,691,284.91776204958114,12,No,Wasteland,-9,No,-256,31,7,Strip,0.38,Yes,10,21
481,Hash Three Points #481,692,284.22771335729544,12,No,Sonoran Sunset,-1,No,278,31,8,Strip,0.05,No,6,-35
798,Hash Three Points #798,693,284.17084768325685,12,No,Kanagawa,8,No,362,29,7,Fan,0.47,Yes,17,-36
634,Hash Three Points #634,694,284.16379234042756,12,No,Rocketpop,10,No,278,38,7,Strip,0.32,No,28,13
43,Hash Three Points #43,695,284.1603417742323,12,No,Viva la Vida,-2,No,-256,27,6,Strip,0.44,No,-8,-17
775,Hash Three Points #775,696,284.06570440586904,12,No,Viva la Vida,-3,No,-256,27,7,Strip,0.44,No,-19,-13
699,Hash Three Points #699,697,283.8440811488113,12,No,Spring,6,Yes,-256,21,7,Strip,0.17,Yes,-3,27
