ID,Name,Rank,Rarity_Score,Acid,Attributes,Background color,Bubbles?,Color palette,Color variation,Deposit,Discrete division,Discrete turns,Displacement level (0-9),Division angle,Division chances,How are you?,Inverted,Mutation,Pointillism,Spike level (0-9),Stripe level (0-9),Termination chances,Termination threshold,Tinge palette,Turn,You smell,Your hotness 1-10,can I touch the bubble?,ooOo0ooOO?,ooh?,oooh?,you are
19520,FXHASH Logo with Features #810,456,59.58476212903264,False,13,None,None,None,very low,very high,False,False,None,low,very high,None,False,very high,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
9355,FXHASH Logo with Features #336,457,59.584413730021765,False,13,None,None,None,very low,normal,False,False,None,very low,very high,None,False,very low,False,None,None,high,very low,None,low,None,None,None,None,None,None,None
20641,FXHASH Logo with Features #999,458,59.58002366254753,False,13,None,None,None,very low,normal,True,False,None,very low,very high,None,False,high,False,None,None,high,very low,None,low,None,None,None,None,None,None,None
17854,FXHASH Logo with Features #579,459,59.5670675220968,False,13,None,None,None,very low,low,True,True,None,high,low,None,True,normal,False,None,None,low,low,None,very low,None,None,None,None,None,None,None
13065,FXHASH Logo with Features #416,460,59.554681767998815,False,13,None,None,None,very low,normal,True,True,None,normal,low,None,True,very low,False,None,None,low,normal,None,very low,None,None,None,None,None,None,None
13820,FXHASH Logo with Features #440,461,59.53624126263885,False,13,None,None,None,very low,normal,False,True,None,high,very high,None,True,high,False,None,None,very high,normal,None,very low,None,None,None,None,None,None,None
19893,FXHASH Logo with Features #863,462,59.52626207507365,False,13,None,None,None,very low,very high,False,True,None,very low,normal,None,False,low,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
11027,FXHASH Logo with Features #375,463,59.512645684923875,False,13,None,None,None,very low,very high,False,True,None,high,normal,None,True,high,False,None,None,normal,high,None,very low,None,None,None,None,None,None,None
7378,FXHASH Logo with Features #296,464,59.50646474034433,False,13,None,None,None,very low,low,False,False,None,normal,high,None,True,normal,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None
14671,FXHASH Logo with Features #472,465,59.50359648385255,False,13,None,None,None,very low,normal,False,False,None,very high,very low,None,False,very high,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
20041,FXHASH Logo with Features #894,466,59.498589095262155,False,13,None,None,None,very low,low,True,True,None,normal,very low,None,False,very high,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None
11315,FXHASH Logo with Features #380,467,59.49405821266349,False,13,None,None,None,very low,very low,False,False,None,very high,low,None,False,high,False,None,None,normal,very low,None,low,None,None,None,None,None,None,None
1481,FXHASH Logo with Features #105,468,59.4577909527118,False,13,None,None,None,very low,high,True,False,None,high,very low,None,True,normal,False,None,None,normal,high,None,very low,None,None,None,None,None,None,None
19788,FXHASH Logo with Features #846,469,59.455400314794254,False,13,None,None,None,very low,very high,False,True,None,high,very high,None,False,very high,False,None,None,high,low,None,low,None,None,None,None,None,None,None
11799,FXHASH Logo with Features #389,470,59.448412786724795,False,13,None,None,None,very low,normal,True,False,None,low,normal,None,True,very low,False,None,None,normal,very high,None,very low,None,None,None,None,None,None,None
15594,FXHASH Logo with Features #502,471,59.43343433019975,False,13,None,None,None,very low,low,True,False,None,normal,low,None,True,normal,False,None,None,low,normal,None,very low,None,None,None,None,None,None,None
5277,FXHASH Logo with Features #223,472,59.43239115872511,False,13,None,None,None,very low,very low,False,True,None,normal,very high,None,False,low,False,None,None,high,very low,None,low,None,None,None,None,None,None,None
19709,FXHASH Logo with Features #841,473,59.43079958788693,False,13,None,None,None,very low,high,False,False,None,normal,normal,None,False,very high,False,None,None,high,low,None,low,None,None,None,None,None,None,None
5359,FXHASH Logo with Features #224,474,59.41959718354869,False,13,None,None,None,very low,low,False,True,None,low,high,None,False,very high,False,None,None,normal,low,None,low,None,None,None,None,None,None,None
7669,FXHASH Logo with Features #310,475,59.412833513560656,False,13,None,None,None,very low,very low,False,False,None,normal,high,None,False,very high,False,None,None,low,high,None,low,None,None,None,None,None,None,None
14680,FXHASH Logo with Features #474,476,59.40363456577888,False,13,None,None,None,very low,low,True,True,None,normal,normal,None,True,high,False,None,None,very high,high,None,very low,None,None,None,None,None,None,None
19426,FXHASH Logo with Features #776,477,59.36635920543721,False,13,None,None,None,very low,high,False,False,None,high,high,None,False,low,False,None,None,very low,low,None,low,None,None,None,None,None,None,None
10869,FXHASH Logo with Features #366,478,59.35404914354209,False,13,None,None,None,very low,high,True,False,None,high,low,None,True,normal,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None
357,FXHASH Logo with Features #42,479,59.32689347209596,False,13,None,None,None,very low,very low,False,True,None,normal,high,None,False,high,False,None,None,very low,very low,None,low,None,None,None,None,None,None,None
14431,FXHASH Logo with Features #464,480,59.30805414957434,False,13,None,None,None,very low,low,False,True,None,very high,normal,None,False,very low,False,None,None,normal,very low,None,low,None,None,None,None,None,None,None
7363,FXHASH Logo with Features #293,481,59.29036445550566,False,13,None,None,None,very low,high,False,True,None,low,high,None,False,very low,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None
16561,FXHASH Logo with Features #528,482,59.282008703450174,False,13,None,None,None,very low,very high,True,True,None,very high,low,None,False,low,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
19933,FXHASH Logo with Features #870,483,59.266129005498044,False,13,None,None,None,very low,very low,False,True,None,very low,high,None,False,normal,False,None,None,low,low,None,low,None,None,None,None,None,None,None
14213,FXHASH Logo with Features #455,484,59.25946561727049,False,13,None,None,None,very low,low,False,False,None,very low,normal,None,False,low,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
20225,FXHASH Logo with Features #931,485,59.25699335531019,False,13,None,None,None,very low,normal,False,True,None,very low,normal,None,False,very high,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None
18767,FXHASH Logo with Features #647,486,59.23302734681217,False,13,None,None,None,very low,high,False,False,None,very low,high,None,False,very low,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
19800,FXHASH Logo with Features #847,487,59.22643594950618,False,13,None,None,None,very low,very low,True,True,None,very low,high,None,False,normal,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
15740,FXHASH Logo with Features #508,488,59.22570608665775,False,13,None,None,None,very low,low,False,False,None,high,low,None,True,normal,False,None,None,very high,high,None,very low,None,None,None,None,None,None,None
5738,FXHASH Logo with Features #236,489,59.202108529504606,False,13,None,None,None,very low,very high,True,True,None,very low,normal,None,False,high,False,None,None,low,low,None,low,None,None,None,None,None,None,None
3860,FXHASH Logo with Features #197,490,59.12808931724095,False,13,None,None,None,very low,very high,True,False,None,normal,low,None,False,very high,False,None,None,low,high,None,low,None,None,None,None,None,None,None
13308,FXHASH Logo with Features #424,491,59.12221613222705,False,13,None,None,None,very low,very high,False,False,None,low,very high,None,False,high,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None
6256,FXHASH Logo with Features #253,492,59.11357493672752,False,13,None,None,None,very low,very high,False,True,None,very low,low,None,False,low,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
1141,FXHASH Logo with Features #91,493,59.10524453197568,False,13,None,None,None,very low,high,True,False,None,low,high,None,False,low,False,None,None,normal,normal,None,low,None,None,None,None,None,None,None
20418,FXHASH Logo with Features #963,494,59.07212379984353,False,13,None,None,None,very low,very high,False,True,None,low,very low,None,False,very high,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
17456,FXHASH Logo with Features #549,495,59.06922579109005,False,13,None,None,None,very low,normal,True,False,None,high,low,None,False,very high,False,None,None,very high,low,None,low,None,None,None,None,None,None,None
20059,FXHASH Logo with Features #898,496,59.04591841640611,False,13,None,None,None,very low,high,True,True,None,very low,normal,None,False,high,False,None,None,high,high,None,low,None,None,None,None,None,None,None
15876,FXHASH Logo with Features #513,497,59.03341919913178,False,13,None,None,None,very low,low,False,False,None,high,very low,None,True,high,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None
359,FXHASH Logo with Features #43,498,59.0217038950678,False,13,None,None,None,very low,low,False,False,None,high,low,None,True,normal,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None
19537,FXHASH Logo with Features #814,499,59.01175090496318,False,13,None,None,None,very low,very low,False,False,None,normal,low,None,False,normal,False,None,None,very low,very low,None,low,None,None,None,None,None,None,None
18182,FXHASH Logo with Features #603,500,59.003077030881805,False,13,None,None,None,very low,normal,True,True,None,low,very high,None,False,low,False,None,None,high,low,None,low,None,None,None,None,None,None,None
7365,FXHASH Logo with Features #294,501,58.98672239661812,False,13,None,None,None,very low,normal,True,True,None,very high,very high,None,False,very low,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
17709,FXHASH Logo with Features #569,502,58.97012749866999,False,13,None,None,None,very low,normal,False,True,None,high,normal,None,True,high,False,None,None,normal,very high,None,very low,None,None,None,None,None,None,None
1874,FXHASH Logo with Features #121,503,58.96416543372916,False,13,None,None,None,very low,very high,False,False,None,very low,low,None,False,high,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
18301,FXHASH Logo with Features #619,504,58.96290136485455,False,13,None,None,None,very low,high,False,True,None,high,normal,None,False,very low,False,None,None,low,very low,None,low,None,None,None,None,None,None,None
20399,FXHASH Logo with Features #958,505,58.96165879863839,False,13,None,None,None,very low,very high,True,True,None,low,low,None,False,very low,False,None,None,normal,very low,None,low,None,None,None,None,None,None,None
1519,FXHASH Logo with Features #107,506,58.95438330501507,False,13,None,None,None,very low,very low,True,False,None,low,high,None,False,low,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
7826,FXHASH Logo with Features #318,507,58.95319232854368,False,13,None,None,None,very low,very low,False,False,None,low,very low,None,False,low,False,None,None,low,high,None,low,None,None,None,None,None,None,None
4279,FXHASH Logo with Features #209,508,58.92072823585508,False,13,None,None,None,very low,very high,True,True,None,high,high,None,False,low,False,None,None,very high,low,None,low,None,None,None,None,None,None,None
2786,FXHASH Logo with Features #165,509,58.91263140916381,False,13,None,None,None,very low,high,True,True,None,very low,low,None,False,very low,False,None,None,normal,normal,None,low,None,None,None,None,None,None,None
3868,FXHASH Logo with Features #199,510,58.88420621365923,False,13,None,None,None,very low,very high,False,False,None,low,very high,None,False,very low,False,None,None,very low,high,None,low,None,None,None,None,None,None,None
14432,FXHASH Logo with Features #465,511,58.88103057424133,False,13,None,None,None,very low,normal,True,True,None,very high,high,None,False,normal,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
18967,FXHASH Logo with Features #678,512,58.868929314547735,False,13,None,None,None,very low,low,True,True,None,very low,very low,None,False,low,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
19167,FXHASH Logo with Features #717,513,58.860439651441006,False,13,None,None,None,very low,high,False,True,None,very low,very low,None,False,normal,False,None,None,high,normal,None,low,None,None,None,None,None,None,None
19560,FXHASH Logo with Features #816,514,58.85341563217371,False,13,None,None,None,very low,normal,False,False,None,high,high,None,False,very low,False,None,None,low,very low,None,low,None,None,None,None,None,None,None
20631,FXHASH Logo with Features #997,515,58.82630938904857,False,13,None,None,None,very low,very high,True,False,None,high,low,None,False,low,False,None,None,high,low,None,low,None,None,None,None,None,None,None
2302,FXHASH Logo with Features #144,516,58.81247503814171,False,13,None,None,None,very low,normal,False,True,None,low,high,None,False,normal,False,None,None,very high,very low,None,low,None,None,None,None,None,None,None
89,FXHASH Logo with Features #14,517,58.80958943034621,False,13,None,None,None,very low,very low,False,False,None,very high,very high,None,False,normal,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
14981,FXHASH Logo with Features #480,518,58.80336984620961,False,13,None,None,None,very low,high,False,False,None,low,low,None,False,normal,False,None,None,very low,low,None,low,None,None,None,None,None,None,None
10634,FXHASH Logo with Features #357,519,58.796719339593245,False,13,None,None,None,very low,very high,True,False,None,very low,very low,None,False,very low,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
19270,FXHASH Logo with Features #732,520,58.795429393051165,False,13,None,None,None,very low,high,False,False,None,normal,very high,None,False,low,False,None,None,high,normal,None,low,None,None,None,None,None,None,None
8341,FXHASH Logo with Features #325,521,58.78181533328443,False,13,None,None,None,very low,very high,True,True,None,very high,low,None,False,high,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
20195,FXHASH Logo with Features #926,522,58.77057028583236,False,13,None,None,None,very low,normal,True,False,None,very high,very low,None,False,very low,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
19269,FXHASH Logo with Features #731,523,58.756687125590595,False,13,None,None,None,very low,high,True,True,None,low,very high,None,False,very low,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
256,FXHASH Logo with Features #31,524,58.74244700666613,False,13,None,None,None,very low,normal,False,True,None,normal,high,None,False,very low,False,None,None,high,very low,None,low,None,None,None,None,None,None,None
20044,FXHASH Logo with Features #897,525,58.74090386027764,False,13,None,None,None,very low,very low,True,True,None,high,very high,None,False,low,False,None,None,normal,normal,None,low,None,None,None,None,None,None,None
7920,FXHASH Logo with Features #319,526,58.73722575063028,False,13,None,None,None,very low,low,False,False,None,low,normal,None,False,low,False,None,None,high,high,None,low,None,None,None,None,None,None,None
1610,FXHASH Logo with Features #111,527,58.7254067907088,False,13,None,None,None,very low,high,False,False,None,low,high,None,False,low,False,None,None,very high,very high,None,low,None,None,None,None,None,None,None
19499,FXHASH Logo with Features #806,528,58.72139993827459,False,13,None,None,None,very low,normal,False,False,None,normal,very low,None,False,very high,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
19862,FXHASH Logo with Features #857,529,58.72069048794868,False,13,None,None,None,very low,high,True,True,None,very high,low,None,False,normal,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
18747,FXHASH Logo with Features #646,530,58.712536992495835,False,13,None,None,None,very low,normal,False,True,None,very low,high,None,False,normal,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
7583,FXHASH Logo with Features #304,531,58.69819584161414,False,13,None,None,None,very low,very high,False,False,None,very low,very high,None,False,normal,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
14475,FXHASH Logo with Features #467,532,58.69452109298276,False,13,None,None,None,very low,normal,True,True,None,very low,very high,None,False,normal,False,None,None,low,high,None,low,None,None,None,None,None,None,None
10255,FXHASH Logo with Features #348,533,58.69438133309633,False,13,None,None,None,very low,very low,False,False,None,normal,normal,None,False,low,False,None,None,high,high,None,low,None,None,None,None,None,None,None
206,FXHASH Logo with Features #24,534,58.6519220133156,False,13,None,None,None,very low,very low,False,True,None,low,high,None,False,high,False,None,None,low,high,None,low,None,None,None,None,None,None,None
9472,FXHASH Logo with Features #338,535,58.64287499017024,False,13,None,None,None,very low,very low,True,True,None,very high,very high,None,False,high,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None
11886,FXHASH Logo with Features #392,536,58.63995459268911,False,13,None,None,None,very low,low,False,False,None,very high,normal,None,False,normal,False,None,None,high,high,None,low,None,None,None,None,None,None,None
18895,FXHASH Logo with Features #663,537,58.638868724221545,False,13,None,None,None,very low,low,False,False,None,very low,very low,None,False,normal,False,None,None,high,normal,None,low,None,None,None,None,None,None,None
2070,FXHASH Logo with Features #127,538,58.637947331287364,False,13,None,None,None,very low,high,False,True,None,low,very low,None,False,very low,False,None,None,low,low,None,low,None,None,None,None,None,None,None
19944,FXHASH Logo with Features #871,539,58.626735307532776,False,13,None,None,None,very low,normal,False,False,None,very high,very low,None,False,high,False,None,None,high,high,None,low,None,None,None,None,None,None,None
17636,FXHASH Logo with Features #568,540,58.61533907292434,False,13,None,None,None,very low,low,True,False,None,very high,low,None,False,high,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
2333,FXHASH Logo with Features #148,541,58.61522713823081,False,13,None,None,None,very low,low,False,False,None,very low,normal,None,False,very high,False,None,None,very low,very low,None,very low,None,None,None,None,None,None,None
2306,FXHASH Logo with Features #146,542,58.613934135001244,False,13,None,None,None,very low,normal,False,False,None,very low,low,None,False,normal,False,None,None,high,normal,None,low,None,None,None,None,None,None,None
6868,FXHASH Logo with Features #270,543,58.60934822984219,False,13,None,None,None,very low,very high,True,False,None,low,normal,None,False,normal,False,None,None,low,low,None,low,None,None,None,None,None,None,None
19,FXHASH Logo with Features #8,544,58.60822145691189,False,13,None,None,None,very low,very low,True,True,None,low,very high,None,False,very low,False,None,None,normal,normal,None,low,None,None,None,None,None,None,None
3682,FXHASH Logo with Features #188,545,58.594794551178275,False,13,None,None,None,very low,normal,False,False,None,very high,very low,None,False,very low,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
1066,FXHASH Logo with Features #89,546,58.59208506625174,False,13,None,None,None,very low,high,False,False,None,low,very low,None,False,normal,False,None,None,very low,high,None,low,None,None,None,None,None,None,None
19175,FXHASH Logo with Features #718,547,58.5889463480063,False,13,None,None,None,very low,very low,True,True,None,very low,normal,None,False,high,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None
9239,FXHASH Logo with Features #334,548,58.58470252229539,False,13,None,None,None,very low,very low,True,True,None,very high,very low,None,False,high,False,None,None,very high,very high,None,low,None,None,None,None,None,None,None
17542,FXHASH Logo with Features #558,549,58.584035589351444,False,13,None,None,None,very low,very low,False,True,None,normal,high,None,False,low,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
19143,FXHASH Logo with Features #708,550,58.559138672573006,False,13,None,None,None,very low,high,False,True,None,normal,very low,None,False,very high,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None
19562,FXHASH Logo with Features #818,551,58.555614151391346,False,13,None,None,None,very low,high,False,False,None,high,very high,None,False,low,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
5848,FXHASH Logo with Features #238,552,58.54348494963237,False,13,None,None,None,very low,very high,False,True,None,normal,normal,None,False,low,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
13024,FXHASH Logo with Features #414,553,58.51176605212469,False,13,None,None,None,very low,high,True,True,None,normal,high,None,False,high,False,None,None,high,low,None,low,None,None,None,None,None,None,None
629,FXHASH Logo with Features #72,554,58.50619581632895,False,13,None,None,None,very low,low,False,False,None,high,very low,None,False,very high,False,None,None,very high,very high,None,low,None,None,None,None,None,None,None
11780,FXHASH Logo with Features #388,555,58.47805879749731,False,13,None,None,None,very low,low,True,True,None,very low,high,None,False,very low,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None
10956,FXHASH Logo with Features #369,556,58.46087967137956,False,13,None,None,None,very low,high,False,True,None,low,low,None,False,high,False,None,None,very high,low,None,low,None,None,None,None,None,None,None
3497,FXHASH Logo with Features #177,557,58.45744871671617,False,13,None,None,None,very low,high,False,True,None,very high,high,None,False,very high,False,None,None,normal,very low,None,very low,None,None,None,None,None,None,None
5474,FXHASH Logo with Features #229,558,58.44830556329284,False,13,None,None,None,very low,normal,True,True,None,very low,normal,None,False,high,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
15813,FXHASH Logo with Features #510,559,58.42879267326174,False,13,None,None,None,very low,high,True,True,None,low,low,None,False,high,False,None,None,normal,low,None,low,None,None,None,None,None,None,None
10328,FXHASH Logo with Features #351,560,58.390297563211526,False,13,None,None,None,very low,normal,False,False,None,normal,very high,None,False,very low,False,None,None,very low,normal,None,low,None,None,None,None,None,None,None
15377,FXHASH Logo with Features #495,561,58.38604242655955,False,13,None,None,None,very low,low,True,True,None,high,low,None,False,high,False,None,None,very low,low,None,low,None,None,None,None,None,None,None
20307,FXHASH Logo with Features #943,562,58.3812106857422,False,13,None,None,None,very low,high,True,False,None,high,low,None,False,high,False,None,None,low,low,None,low,None,None,None,None,None,None,None
765,FXHASH Logo with Features #76,563,58.38056075650036,False,13,None,None,None,very low,normal,True,True,None,very high,high,None,False,high,False,None,None,normal,very high,None,low,None,None,None,None,None,None,None
19313,FXHASH Logo with Features #738,564,58.37989172259679,False,13,None,None,None,very low,very high,False,False,None,very low,high,None,False,low,False,None,None,very low,very low,None,very low,None,None,None,None,None,None,None
15435,FXHASH Logo with Features #498,565,58.36938539964127,False,13,None,None,None,very low,low,True,True,None,low,normal,None,False,high,False,None,None,very high,low,None,low,None,None,None,None,None,None,None
18554,FXHASH Logo with Features #626,566,58.331456898299926,False,13,None,None,None,very low,high,True,False,None,high,very high,None,False,high,False,None,None,very low,very high,None,low,None,None,None,None,None,None,None
1938,FXHASH Logo with Features #122,567,58.326699046080925,False,13,None,None,None,very low,high,True,False,None,very high,low,None,False,very high,False,None,None,normal,very low,None,very low,None,None,None,None,None,None,None
17917,FXHASH Logo with Features #584,568,58.317233064661266,False,13,None,None,None,very low,high,False,False,None,normal,very low,None,False,very low,False,None,None,low,low,None,low,None,None,None,None,None,None,None
3858,FXHASH Logo with Features #196,569,58.2888472560156,False,13,None,None,None,very low,low,False,True,None,very high,normal,None,False,normal,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
15198,FXHASH Logo with Features #489,570,58.27918530707909,False,13,None,None,None,very low,normal,True,False,None,low,normal,None,False,high,False,None,None,very high,normal,None,low,None,None,None,None,None,None,None
2564,FXHASH Logo with Features #157,571,58.26895832858277,False,13,None,None,None,very low,normal,True,True,None,normal,very low,None,False,low,False,None,None,very high,normal,None,low,None,None,None,None,None,None,None
2361,FXHASH Logo with Features #149,572,58.25618734248127,False,13,None,None,None,very low,very low,True,True,None,high,low,None,False,very low,False,None,None,high,high,None,low,None,None,None,None,None,None,None
10322,FXHASH Logo with Features #350,573,58.20206867593221,False,13,None,None,None,very low,high,False,True,None,normal,low,None,False,high,False,None,None,high,low,None,low,None,None,None,None,None,None,None
11379,FXHASH Logo with Features #383,574,58.199441947416624,False,13,None,None,None,very low,very high,False,True,None,high,very low,None,False,normal,False,None,None,very low,high,None,low,None,None,None,None,None,None,None
5477,FXHASH Logo with Features #231,575,58.199118388158034,False,13,None,None,None,very low,low,False,False,None,very high,very low,None,False,very high,False,None,None,low,very low,None,very low,None,None,None,None,None,None,None
17803,FXHASH Logo with Features #575,576,58.1968173152621,False,13,None,None,None,very low,normal,False,True,None,low,high,None,False,normal,False,None,None,normal,low,None,low,None,None,None,None,None,None,None
19357,FXHASH Logo with Features #745,577,58.17418379893773,False,13,None,None,None,very low,normal,False,False,None,very high,normal,None,False,very high,False,None,None,very high,very low,None,very low,None,None,None,None,None,None,None
19416,FXHASH Logo with Features #774,578,58.16470973096091,False,13,None,None,None,very low,very high,True,False,None,very low,very low,None,False,very high,False,None,None,very low,normal,None,very low,None,None,None,None,None,None,None
22,FXHASH Logo with Features #11,579,58.162571584576725,False,13,None,None,None,very low,normal,True,False,None,normal,very high,None,False,low,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
2121,FXHASH Logo with Features #130,580,58.130160208458264,False,13,None,None,None,very low,very low,True,False,None,normal,normal,None,False,very low,False,None,None,normal,high,None,low,None,None,None,None,None,None,None
7937,FXHASH Logo with Features #321,581,58.12197069580867,False,13,None,None,None,very low,very low,False,True,None,high,very low,None,False,high,False,None,None,normal,low,None,low,None,None,None,None,None,None,None
13703,FXHASH Logo with Features #434,582,58.11452379630039,False,13,None,None,None,very low,high,True,True,None,high,normal,None,False,normal,False,None,None,very high,normal,None,low,None,None,None,None,None,None,None
7718,FXHASH Logo with Features #312,583,58.0952484483866,False,13,None,None,None,very low,very low,False,True,None,very low,high,None,False,very high,False,None,None,high,normal,None,very low,None,None,None,None,None,None,None
19321,FXHASH Logo with Features #740,584,58.07974250732982,False,13,None,None,None,very low,normal,True,True,None,high,high,None,False,high,False,None,None,high,high,None,low,None,None,None,None,None,None,None
20605,FXHASH Logo with Features #992,585,58.07821193131701,False,13,None,None,None,very low,low,False,True,None,low,normal,None,False,normal,False,None,None,low,high,None,low,None,None,None,None,None,None,None
2157,FXHASH Logo with Features #133,586,58.07443788461793,False,13,None,None,None,very low,low,True,True,None,high,normal,None,False,high,False,None,None,very high,low,None,low,None,None,None,None,None,None,None
20135,FXHASH Logo with Features #912,587,58.053845493811735,False,13,None,None,None,very low,very low,True,True,None,low,very low,None,False,normal,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
20354,FXHASH Logo with Features #952,588,58.04821267385427,False,13,None,None,None,very low,high,False,False,None,very low,very low,None,False,very high,False,None,None,very low,high,None,very low,None,None,None,None,None,None,None
10978,FXHASH Logo with Features #370,589,58.04665785462253,False,13,None,None,None,very low,very high,False,False,None,high,low,None,False,high,False,None,None,low,high,None,low,None,None,None,None,None,None,None
10918,FXHASH Logo with Features #368,590,58.010647044279914,False,13,None,None,None,very low,low,True,False,None,very low,very high,None,False,very high,False,None,None,very low,high,None,very low,None,None,None,None,None,None,None
19145,FXHASH Logo with Features #710,591,58.00825268089161,False,13,None,None,None,very low,very high,False,True,None,normal,very low,None,False,very low,False,None,None,high,high,None,low,None,None,None,None,None,None,None
20401,FXHASH Logo with Features #959,592,57.989698027506776,False,13,None,None,None,very low,high,False,True,None,normal,low,None,False,high,False,None,None,very high,normal,None,low,None,None,None,None,None,None,None
18878,FXHASH Logo with Features #660,593,57.97691235143044,False,13,None,None,None,very low,very low,True,True,None,very low,very high,None,False,very high,False,None,None,low,high,None,very low,None,None,None,None,None,None,None
20018,FXHASH Logo with Features #892,594,57.96941920838634,False,13,None,None,None,very low,normal,False,False,None,very high,low,None,False,very high,False,None,None,normal,very low,None,very low,None,None,None,None,None,None,None
7661,FXHASH Logo with Features #309,595,57.96269083275224,False,13,None,None,None,very low,low,True,False,None,normal,high,None,False,normal,False,None,None,high,high,None,low,None,None,None,None,None,None,None
20409,FXHASH Logo with Features #961,596,57.94176604763894,False,13,None,None,None,very low,very high,False,True,None,high,very high,None,False,normal,False,None,None,very high,high,None,low,None,None,None,None,None,None,None
20484,FXHASH Logo with Features #971,597,57.94163685510335,False,13,None,None,None,very low,normal,True,True,None,high,low,None,False,high,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
2370,FXHASH Logo with Features #151,598,57.934408495014665,False,13,None,None,None,very low,low,True,False,None,low,very high,None,False,normal,False,None,None,high,very high,None,low,None,None,None,None,None,None,None
15338,FXHASH Logo with Features #494,599,57.93398295783987,False,13,None,None,None,very low,high,True,False,None,high,low,None,False,very low,False,None,None,low,very high,None,low,None,None,None,None,None,None,None
19122,FXHASH Logo with Features #704,600,57.93328703391708,False,13,None,None,None,very low,very low,False,True,None,very high,high,None,False,low,False,None,None,very low,low,None,very low,None,None,None,None,None,None,None
216,FXHASH Logo with Features #25,601,57.92713361896424,False,13,None,None,None,very low,high,True,True,None,very high,very high,None,False,very high,False,None,None,normal,low,None,very low,None,None,None,None,None,None,None
18716,FXHASH Logo with Features #642,602,57.92663560918085,False,13,None,None,None,very low,very low,False,False,None,very high,normal,None,False,very low,False,None,None,very low,very low,None,very low,None,None,None,None,None,None,None
19062,FXHASH Logo with Features #696,603,57.922245541706616,False,13,None,None,None,very low,very low,True,False,None,very high,normal,None,False,high,False,None,None,very low,very low,None,very low,None,None,None,None,None,None,None
18298,FXHASH Logo with Features #617,604,57.91156208804179,False,13,None,None,None,very low,high,True,False,None,very high,low,None,False,very high,False,None,None,very high,low,None,very low,None,None,None,None,None,None,None
18984,FXHASH Logo with Features #681,605,57.84730912034573,False,13,None,None,None,very low,normal,False,True,None,normal,very high,None,False,normal,False,None,None,low,normal,None,low,None,None,None,None,None,None,None
19457,FXHASH Logo with Features #797,606,57.84338870373938,False,13,None,None,None,very low,high,False,False,None,very low,low,None,False,very high,False,None,None,very high,low,None,very low,None,None,None,None,None,None,None
11398,FXHASH Logo with Features #384,607,57.83738635305729,False,13,None,None,None,very low,low,True,False,None,normal,very low,None,False,high,False,None,None,low,high,None,low,None,None,None,None,None,None,None
18266,FXHASH Logo with Features #612,608,57.809613257032424,False,13,None,None,None,very low,low,True,True,None,very high,very low,None,False,very high,False,None,None,very low,high,None,very low,None,None,None,None,None,None,None
826,FXHASH Logo with Features #81,609,57.80852911369487,False,13,None,None,None,very low,high,True,False,None,low,very low,None,False,very high,False,None,None,very low,low,None,very low,None,None,None,None,None,None,None
