ID,Name,Rank,Rarity_Score,Acid-Scores,Attributes-Scores,Background color-Scores,Bubbles?-Scores,Color palette-Scores,Color variation-Scores,Deposit-Scores,Discrete division-Scores,Discrete turns-Scores,Displacement level (0-9)-Scores,Division angle-Scores,Division chances-Scores,How are you?-Scores,Inverted-Scores,Mutation-Scores,Pointillism-Scores,Spike level (0-9)-Scores,Stripe level (0-9)-Scores,Termination chances-Scores,Termination threshold-Scores,Tinge palette-Scores,Turn-Scores,You smell-Scores,Your hotness 1-10-Scores,can I touch the bubble?-Scores,ooOo0ooOO?-Scores,ooh?-Scores,oooh?-Scores,you are-Scores
5530,FXHASH Logo with Features #233,319,62.15400213326497,1,1,1,1,1,1,4,2,1,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
7560,FXHASH Logo with Features #302,320,62.134540560738756,1,1,1,1,1,1,5,1,2,1,4,4,1,5,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
11,FXHASH Logo with Features #2,321,62.12542366725999,1,1,1,1,1,1,4,1,1,1,4,5,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
14261,FXHASH Logo with Features #457,322,62.1080411976852,1,1,1,1,1,1,4,2,1,1,5,4,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
19223,FXHASH Logo with Features #726,323,62.092098782152114,1,1,1,1,1,1,5,2,1,1,4,4,1,5,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
16369,FXHASH Logo with Features #523,324,62.08765628813016,1,1,1,1,1,1,5,2,2,1,4,4,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
19155,FXHASH Logo with Features #711,325,62.08563327038355,1,1,1,1,1,1,5,1,1,1,5,4,1,5,5,1,1,1,4,5,1,1,1,1,1,1,1,1,1
1423,FXHASH Logo with Features #100,326,62.07859598504054,1,1,1,1,1,1,4,2,1,1,4,5,1,5,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
12882,FXHASH Logo with Features #412,327,62.063207766049125,1,1,1,1,1,1,5,2,1,1,4,4,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
14089,FXHASH Logo with Features #451,328,62.06284741675938,1,1,1,1,1,1,4,2,1,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
774,FXHASH Logo with Features #77,329,62.028145137071206,1,1,1,1,1,1,5,1,1,1,4,4,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
19327,FXHASH Logo with Features #742,330,62.019119123582726,1,1,1,1,1,1,5,2,2,1,4,5,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
9984,FXHASH Logo with Features #341,331,62.011085014271636,1,1,1,1,1,1,4,1,1,1,5,4,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
12,FXHASH Logo with Features #3,332,61.98534229174663,1,1,1,1,1,1,4,1,1,1,5,5,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
2252,FXHASH Logo with Features #141,333,61.93706241981062,1,1,1,1,1,1,4,2,1,1,4,4,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
2303,FXHASH Logo with Features #145,334,61.91945544550901,1,1,1,1,1,1,4,1,1,1,4,5,1,1,5,1,1,1,5,5,1,7,1,1,1,1,1,1,1
13237,FXHASH Logo with Features #419,335,61.891706301766895,1,1,1,1,1,1,5,2,2,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
20069,FXHASH Logo with Features #901,336,61.872161356740904,1,1,1,1,1,1,5,2,1,1,5,5,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
19005,FXHASH Logo with Features #686,337,61.83937339349321,1,1,1,1,1,1,4,2,2,1,5,5,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
19364,FXHASH Logo with Features #751,338,61.76677101788611,1,1,1,1,1,1,4,1,1,1,4,4,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
17477,FXHASH Logo with Features #554,339,61.757426722732276,1,1,1,1,1,1,4,1,1,1,4,4,1,1,5,1,1,1,4,5,1,7,1,1,1,1,1,1,1
485,FXHASH Logo with Features #56,340,61.73364133061209,1,1,1,1,1,1,5,1,2,1,4,5,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
4282,FXHASH Logo with Features #210,341,61.72029556485699,1,1,1,1,1,1,4,1,1,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
4357,FXHASH Logo with Features #211,342,61.712842110900226,1,1,1,1,1,1,5,2,2,1,4,4,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
19672,FXHASH Logo with Features #838,343,61.71136169020687,1,1,1,1,1,1,5,1,1,1,4,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
20072,FXHASH Logo with Features #903,344,61.67106788709315,1,1,1,1,1,1,4,2,2,1,4,5,1,5,4,1,1,1,4,4,1,4,1,1,1,1,1,1,1
19105,FXHASH Logo with Features #702,345,61.61939539491314,1,1,1,1,1,1,5,2,2,1,5,4,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
10772,FXHASH Logo with Features #362,346,61.60910308820147,1,1,1,1,1,1,4,1,2,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
14982,FXHASH Logo with Features #481,347,61.59892691284592,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,4,4,1,4,1,1,1,1,1,1,1
18294,FXHASH Logo with Features #616,348,61.57915845960318,1,1,1,1,1,1,5,1,1,1,5,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
15706,FXHASH Logo with Features #507,349,61.56320870013613,1,1,1,1,1,1,5,1,1,1,4,5,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
19006,FXHASH Logo with Features #687,350,61.54700451726098,1,1,1,1,1,1,4,1,2,1,4,5,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
20004,FXHASH Logo with Features #885,351,61.53144937656114,1,1,1,1,1,1,5,1,2,1,4,4,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
19801,FXHASH Logo with Features #848,352,61.52728780615854,1,1,1,1,1,1,4,1,1,1,4,5,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
18071,FXHASH Logo with Features #595,353,61.52659682311029,1,1,1,1,1,1,4,1,1,1,5,4,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
15021,FXHASH Logo with Features #482,354,61.4934795473025,1,1,1,1,1,1,5,2,1,1,4,5,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
1426,FXHASH Logo with Features #101,355,61.4900150881179,1,1,1,1,1,1,5,1,1,1,4,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
13534,FXHASH Logo with Features #427,356,61.48563892868681,1,1,1,1,1,1,4,2,1,1,4,5,1,1,5,1,1,1,4,4,1,7,1,1,1,1,1,1,1
587,FXHASH Logo with Features #66,357,61.459262863012114,1,1,1,1,1,1,5,1,2,1,4,5,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
17568,FXHASH Logo with Features #560,358,61.45434516953223,1,1,1,1,1,1,5,2,2,1,4,4,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
18021,FXHASH Logo with Features #591,359,61.44840878896794,1,1,1,1,1,1,5,2,2,1,5,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
6218,FXHASH Logo with Features #252,360,61.44240013360469,1,1,1,1,1,1,4,1,1,1,4,4,1,1,5,1,1,1,5,4,1,7,1,1,1,1,1,1,1
20031,FXHASH Logo with Features #893,361,61.399420661276096,1,1,1,1,1,1,4,2,1,1,4,4,1,5,4,1,1,1,5,4,1,4,1,1,1,1,1,1,1
416,FXHASH Logo with Features #54,362,61.36946199481345,1,1,1,1,1,1,4,2,2,1,5,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
15299,FXHASH Logo with Features #490,363,61.326840533574426,1,1,1,1,1,1,4,2,2,1,5,4,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
20487,FXHASH Logo with Features #974,364,61.32291107857487,1,1,1,1,1,1,4,2,2,1,4,4,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
576,FXHASH Logo with Features #63,365,61.30608537493094,1,1,1,1,1,1,4,2,1,1,4,4,1,1,4,1,1,1,5,5,1,7,1,1,1,1,1,1,1
20234,FXHASH Logo with Features #933,366,61.24550339420528,1,1,1,1,1,1,5,2,2,1,4,4,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
19654,FXHASH Logo with Features #834,367,61.216949841657694,1,1,1,1,1,1,4,1,2,1,5,5,1,5,5,1,1,1,4,4,1,1,1,1,1,1,1,1,1
3005,FXHASH Logo with Features #167,368,61.18027893288748,1,1,1,1,1,1,4,1,1,1,4,4,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
11872,FXHASH Logo with Features #391,369,61.17290653423648,1,1,1,1,1,1,4,1,1,1,4,4,1,1,4,1,1,1,4,5,1,7,1,1,1,1,1,1,1
17805,FXHASH Logo with Features #576,370,61.16506202176694,1,1,1,1,1,1,5,1,2,1,5,5,1,5,5,1,1,1,4,5,1,1,1,1,1,1,1,1,1
7582,FXHASH Logo with Features #303,371,61.15101034175423,1,1,1,1,1,1,5,1,1,1,4,5,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
2446,FXHASH Logo with Features #155,372,61.13658449432218,1,1,1,1,1,1,5,1,2,1,4,5,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
18236,FXHASH Logo with Features #609,373,61.11193765246165,1,1,1,1,1,1,4,2,1,1,4,5,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
20068,FXHASH Logo with Features #900,374,61.11100978223449,1,1,1,1,1,1,5,2,1,1,4,5,1,5,5,1,1,1,4,5,1,1,1,1,1,1,1,1,1
18600,FXHASH Logo with Features #628,375,61.109364757491875,1,1,1,1,1,1,4,2,1,1,4,4,1,1,4,1,1,1,5,4,1,7,1,1,1,1,1,1,1
20367,FXHASH Logo with Features #953,376,61.05272745500397,1,1,1,1,1,1,5,2,2,1,4,5,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
9224,FXHASH Logo with Features #332,377,61.03642619689279,1,1,1,1,1,1,4,2,2,1,4,4,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
19981,FXHASH Logo with Features #880,378,61.03514537693096,1,1,1,1,1,1,5,2,2,1,5,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
20575,FXHASH Logo with Features #985,379,61.00200990775029,1,1,1,1,1,1,4,2,2,1,4,4,1,1,4,1,1,1,4,4,1,7,1,1,1,1,1,1,1
18198,FXHASH Logo with Features #604,380,60.90695173856806,1,1,1,1,1,1,5,2,2,1,5,5,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
20486,FXHASH Logo with Features #973,381,60.88757864255379,1,1,1,1,1,1,4,2,1,1,5,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
11218,FXHASH Logo with Features #378,382,60.846841937631716,1,1,1,1,1,1,5,2,2,1,4,4,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
18181,FXHASH Logo with Features #602,383,60.84516008474385,1,1,1,1,1,1,5,1,1,1,4,5,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
1496,FXHASH Logo with Features #106,384,60.79992501479304,1,1,1,1,1,1,5,1,1,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
18966,FXHASH Logo with Features #677,385,60.786272886073334,1,1,1,1,1,1,4,1,1,1,5,4,1,5,5,1,1,1,4,4,1,1,1,1,1,1,1,1,1
16216,FXHASH Logo with Features #519,386,60.78302076947412,1,1,1,1,1,1,4,1,1,1,5,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
11331,FXHASH Logo with Features #382,387,60.69583493313425,1,1,1,1,1,1,4,1,1,1,4,5,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
2727,FXHASH Logo with Features #164,388,60.66803894670315,1,1,1,1,1,1,5,1,1,1,5,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
19230,FXHASH Logo with Features #727,389,60.63875787413552,1,1,1,1,1,1,5,2,1,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
7591,FXHASH Logo with Features #305,390,60.63530383995223,1,1,1,1,1,1,5,1,2,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
3730,FXHASH Logo with Features #190,391,60.57015370679224,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
19539,FXHASH Logo with Features #815,392,60.56881609031834,1,1,1,1,1,1,5,2,2,1,4,5,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
7999,FXHASH Logo with Features #322,393,60.56172785684912,1,1,1,1,1,1,5,2,2,1,5,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
270,FXHASH Logo with Features #33,394,60.54006913650745,1,1,1,1,1,1,4,2,1,1,4,4,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
3247,FXHASH Logo with Features #170,395,60.53768588335169,1,1,1,1,1,1,4,2,2,1,4,4,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
196,FXHASH Logo with Features #23,396,60.51214498301944,1,1,1,1,1,1,5,1,2,1,4,5,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
20299,FXHASH Logo with Features #942,397,60.50545717587556,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
6113,FXHASH Logo with Features #243,398,60.48362863850331,1,1,1,1,1,1,4,1,2,1,5,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
267,FXHASH Logo with Features #32,399,60.48313153159647,1,1,1,1,1,1,4,1,1,1,5,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
17474,FXHASH Logo with Features #552,400,60.47930282542036,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
19917,FXHASH Logo with Features #867,401,60.47776024523198,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
9202,FXHASH Logo with Features #331,402,60.47481712176116,1,1,1,1,1,1,4,1,2,1,4,5,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
13845,FXHASH Logo with Features #442,403,60.45804176906352,1,1,1,1,1,1,5,1,1,1,4,5,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1
15536,FXHASH Logo with Features #501,404,60.436752954429835,1,1,1,1,1,1,5,1,1,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
1362,FXHASH Logo with Features #98,405,60.425472086128636,1,1,1,1,1,1,4,1,2,1,5,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
14679,FXHASH Logo with Features #473,406,60.407640774888286,1,1,1,1,1,1,5,1,2,1,4,5,1,5,5,1,1,1,4,5,1,1,1,1,1,1,1,1,1
6333,FXHASH Logo with Features #256,407,60.398212507676,1,1,1,1,1,1,5,1,1,1,5,4,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
18093,FXHASH Logo with Features #597,408,60.38831534609321,1,1,1,1,1,1,5,1,1,1,5,5,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
19815,FXHASH Logo with Features #852,409,60.35865494555373,1,1,1,1,1,1,4,2,1,1,5,5,1,5,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
18944,FXHASH Logo with Features #673,410,60.33900279687035,1,1,1,1,1,1,4,1,2,1,5,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
20224,FXHASH Logo with Features #930,411,60.3344168917113,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
804,FXHASH Logo with Features #79,412,60.32542809737215,1,1,1,1,1,1,5,1,1,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
7624,FXHASH Logo with Features #308,413,60.32516995129629,1,1,1,1,1,1,4,1,1,1,4,5,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
20491,FXHASH Logo with Features #975,414,60.32277005465802,1,1,1,1,1,1,5,1,1,1,5,4,1,1,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
11810,FXHASH Logo with Features #390,415,60.28687929301637,1,1,1,1,1,1,5,2,1,1,4,4,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
19915,FXHASH Logo with Features #865,416,60.262510432615315,1,1,1,1,1,1,5,2,1,1,4,5,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
20521,FXHASH Logo with Features #977,417,60.26103206713343,1,1,1,1,1,1,5,2,1,1,4,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
17711,FXHASH Logo with Features #571,418,60.25195133704656,1,1,1,1,1,1,5,1,2,1,5,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
18945,FXHASH Logo with Features #674,419,60.2518317883394,1,1,1,1,1,1,4,2,2,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
20117,FXHASH Logo with Features #909,420,60.248803742363094,1,1,1,1,1,1,4,1,2,1,5,5,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
19461,FXHASH Logo with Features #801,421,60.22857829007256,1,1,1,1,1,1,4,1,2,1,5,4,1,5,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
222,FXHASH Logo with Features #27,422,60.22491608627164,1,1,1,1,1,1,4,2,1,1,4,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
20017,FXHASH Logo with Features #891,423,60.18799301484769,1,1,1,1,1,1,5,2,1,1,5,5,1,1,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
7433,FXHASH Logo with Features #300,424,60.129820546972844,1,1,1,1,1,1,5,2,1,1,5,4,1,1,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
7400,FXHASH Logo with Features #299,425,60.11319503199858,1,1,1,1,1,1,5,2,1,1,5,4,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
19884,FXHASH Logo with Features #859,426,60.10731231998189,1,1,1,1,1,1,5,1,1,1,4,4,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
1527,FXHASH Logo with Features #109,427,60.09982641581407,1,1,1,1,1,1,5,1,1,1,4,4,1,5,5,1,1,1,5,4,1,1,1,1,1,1,1,1,1
5055,FXHASH Logo with Features #220,428,60.062623287192835,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
18587,FXHASH Logo with Features #627,429,60.06198250974814,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
19298,FXHASH Logo with Features #734,430,60.028675241466544,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
18924,FXHASH Logo with Features #670,431,60.008690823867425,1,1,1,1,1,1,5,2,1,1,5,4,1,1,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
3332,FXHASH Logo with Features #174,432,60.00353796455559,1,1,1,1,1,1,5,1,2,1,5,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
3870,FXHASH Logo with Features #200,433,59.952155708458875,1,1,1,1,1,1,4,2,1,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
7140,FXHASH Logo with Features #276,434,59.921688587929474,1,1,1,1,1,1,4,1,2,1,4,5,1,5,5,1,1,1,4,4,1,1,1,1,1,1,1,1,1
246,FXHASH Logo with Features #29,435,59.83967889675421,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,4,4,1,4,1,1,1,1,1,1,1
19657,FXHASH Logo with Features #836,436,59.837799871755394,1,1,1,1,1,1,4,1,2,1,5,5,1,1,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
18768,FXHASH Logo with Features #648,437,59.83600174533955,1,1,1,1,1,1,5,2,2,1,5,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
7376,FXHASH Logo with Features #295,438,59.8295317267191,1,1,1,1,1,1,5,1,1,1,4,5,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
2408,FXHASH Logo with Features #153,439,59.82304751485832,1,1,1,1,1,1,4,1,1,1,4,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
588,FXHASH Logo with Features #67,440,59.818275384594735,1,1,1,1,1,1,5,2,1,1,5,4,1,1,5,1,1,1,4,4,1,4,1,1,1,1,1,1,1
3664,FXHASH Logo with Features #185,441,59.8134381077143,1,1,1,1,1,1,5,2,1,1,4,5,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
10664,FXHASH Logo with Features #359,442,59.77877505545831,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
1254,FXHASH Logo with Features #97,443,59.77143451212792,1,1,1,1,1,1,5,2,1,1,5,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
20161,FXHASH Logo with Features #918,444,59.7351360953549,1,1,1,1,1,1,4,2,2,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
15839,FXHASH Logo with Features #512,445,59.7199190739362,1,1,1,1,1,1,4,1,1,1,5,4,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
3636,FXHASH Logo with Features #182,446,59.71984979526648,1,1,1,1,1,1,5,1,2,1,4,5,1,1,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
19054,FXHASH Logo with Features #694,447,59.69243946083704,1,1,1,1,1,1,4,1,2,1,5,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
7613,FXHASH Logo with Features #307,448,59.666494398032825,1,1,1,1,1,1,5,2,2,1,4,5,1,1,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
20455,FXHASH Logo with Features #967,449,59.666222956924486,1,1,1,1,1,1,5,1,2,1,4,4,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
13700,FXHASH Logo with Features #432,450,59.64252388134219,1,1,1,1,1,1,5,1,2,1,5,4,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
5974,FXHASH Logo with Features #240,451,59.63526754896253,1,1,1,1,1,1,5,2,2,1,4,5,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
19606,FXHASH Logo with Features #826,452,59.617391729307066,1,1,1,1,1,1,5,1,1,1,5,4,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
19649,FXHASH Logo with Features #833,453,59.60092765480645,1,1,1,1,1,1,4,1,2,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
1803,FXHASH Logo with Features #118,454,59.599856236372275,1,1,1,1,1,1,5,2,2,1,4,5,1,1,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
9635,FXHASH Logo with Features #339,455,59.58983874929397,1,1,1,1,1,1,4,2,2,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
19520,FXHASH Logo with Features #810,456,59.58476212903264,1,1,1,1,1,1,5,1,2,1,4,5,1,1,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
9355,FXHASH Logo with Features #336,457,59.584413730021765,1,1,1,1,1,1,4,1,2,1,5,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
20641,FXHASH Logo with Features #999,458,59.58002366254753,1,1,1,1,1,1,4,2,2,1,5,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
17854,FXHASH Logo with Features #579,459,59.5670675220968,1,1,1,1,1,1,4,2,1,1,4,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
13065,FXHASH Logo with Features #416,460,59.554681767998815,1,1,1,1,1,1,4,2,1,1,4,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
13820,FXHASH Logo with Features #440,461,59.53624126263885,1,1,1,1,1,1,4,1,1,1,4,5,1,5,4,1,1,1,4,5,1,1,1,1,1,1,1,1,1
19893,FXHASH Logo with Features #863,462,59.52626207507365,1,1,1,1,1,1,5,1,1,1,5,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
11027,FXHASH Logo with Features #375,463,59.512645684923875,1,1,1,1,1,1,5,1,1,1,4,5,1,5,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
7378,FXHASH Logo with Features #296,464,59.50646474034433,1,1,1,1,1,1,4,1,2,1,4,5,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
14671,FXHASH Logo with Features #472,465,59.50359648385255,1,1,1,1,1,1,4,1,2,1,5,4,1,1,5,1,1,1,4,4,1,4,1,1,1,1,1,1,1
20041,FXHASH Logo with Features #894,466,59.498589095262155,1,1,1,1,1,1,4,2,1,1,4,4,1,1,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
11315,FXHASH Logo with Features #380,467,59.49405821266349,1,1,1,1,1,1,5,1,2,1,5,4,1,1,4,1,1,1,4,5,1,4,1,1,1,1,1,1,1
1481,FXHASH Logo with Features #105,468,59.4577909527118,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
19788,FXHASH Logo with Features #846,469,59.455400314794254,1,1,1,1,1,1,5,1,1,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
11799,FXHASH Logo with Features #389,470,59.448412786724795,1,1,1,1,1,1,4,2,2,1,4,5,1,5,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
15594,FXHASH Logo with Features #502,471,59.43343433019975,1,1,1,1,1,1,4,2,2,1,4,4,1,5,4,1,1,1,5,5,1,1,1,1,1,1,1,1,1
5277,FXHASH Logo with Features #223,472,59.43239115872511,1,1,1,1,1,1,5,1,1,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
19709,FXHASH Logo with Features #841,473,59.43079958788693,1,1,1,1,1,1,5,1,2,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
5359,FXHASH Logo with Features #224,474,59.41959718354869,1,1,1,1,1,1,4,1,1,1,4,5,1,1,5,1,1,1,4,5,1,4,1,1,1,1,1,1,1
7669,FXHASH Logo with Features #310,475,59.412833513560656,1,1,1,1,1,1,5,1,2,1,4,5,1,1,5,1,1,1,5,4,1,4,1,1,1,1,1,1,1
14680,FXHASH Logo with Features #474,476,59.40363456577888,1,1,1,1,1,1,4,2,1,1,4,5,1,5,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1
19426,FXHASH Logo with Features #776,477,59.36635920543721,1,1,1,1,1,1,5,1,2,1,4,5,1,1,5,1,1,1,5,5,1,4,1,1,1,1,1,1,1
10869,FXHASH Logo with Features #366,478,59.35404914354209,1,1,1,1,1,1,5,2,2,1,4,4,1,5,4,1,1,1,5,4,1,1,1,1,1,1,1,1,1
357,FXHASH Logo with Features #42,479,59.32689347209596,1,1,1,1,1,1,5,1,1,1,4,5,1,1,4,1,1,1,5,5,1,4,1,1,1,1,1,1,1
